Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P69407	P69407		rcsB		5.99284e+06	5.76595e+06	5.91628e+06	6.02449e+06	5.73577e+06	5.7377e+06
P69411	P69411		rcsF		6.49871e+06	6.26238e+06	6.56876e+06	6.3613e+06	6.89455e+06	6.68914e+06
P69425	P69425		tatB		2.92141e+06	2.90534e+06	2.80993e+06	2.80537e+06	2.72169e+06	2.76412e+06
P69428	P69428		tatA		2.44335e+07	2.4619e+07	2.60461e+07	2.51686e+07	2.43442e+07	2.57114e+07
P69441	P69441		adk		4.46845e+07	4.75231e+07	4.73545e+07	4.57299e+07	4.82573e+07	4.56119e+07
P69490	P69490		ccmE		624262	643268	614370	665257	566394	712233
P69503	P69503		apt		2.73891e+07	2.50124e+07	2.45384e+07	2.65447e+07	2.62077e+07	2.74325e+07
P69739	P69739		hyaA		491320	609894	461577	497938	421500	493645
P69741	P69741		hybO		2.2756e+06	2.47773e+06	2.48446e+06	2.46451e+06	2.41911e+06	2.35529e+06
P69776	P69776		lpp		5.5382e+07	5.32832e+07	5.43196e+07	5.67963e+07	5.33369e+07	5.23923e+07
P69783	P69783		crr		1.29559e+08	1.44673e+08	1.46583e+08	1.3404e+08	1.40357e+08	1.26931e+08
P69786	P69786		ptsG		5.28138e+06	5.34336e+06	5.28573e+06	5.33891e+06	5.40855e+06	5.40382e+06
P69791	P69791		chbA		1.15104e+06	1.19322e+06	1.01822e+06	1.10906e+06	1.15208e+06	924516
P69795	P69795		chbB		270492	299199	316199	222742	355945	298744
P69797	P69797		manX		1.32586e+07	1.32326e+07	1.33423e+07	1.30953e+07	1.335e+07	1.29671e+07
P69801	P69801		manY		1.32493e+06	1.1133e+06	1.23687e+06	1.23477e+06	1.41374e+06	1.36232e+06
P69805	P69805		manZ		4.85825e+06	5.09805e+06	5.03474e+06	5.06962e+06	5.4394e+06	5.48947e+06
P69811	P69811		fruB		1.305e+07	1.34025e+07	1.34113e+07	1.31739e+07	1.33281e+07	1.31734e+07
P69829	P69829		ptsN		678913	731469	733346	701295	706276	667528
P69853	P69853		dmsD		1.3855e+06	1.20201e+06	1.23004e+06	1.31575e+06	1.31106e+06	1.48233e+06
P69874	P69874		potA		4.17686e+06	4.03727e+06	4.23603e+06	4.28447e+06	4.15748e+06	4.21636e+06
P69902	P69902		frc		1.19193e+06	1.27781e+06	1.2442e+06	1.13474e+06	1.22757e+06	1.19391e+06
P69908	P69908		gadA		3.70676e+06	3.42714e+06	3.34213e+06	3.47776e+06	3.39253e+06	3.09011e+06
P69910	P69910		gadB		3.99534e+07	4.12657e+07	4.14922e+07	4.02994e+07	4.26119e+07	4.11925e+07
P69913	P69913		csrA		1.19977e+07	1.2112e+07	1.29873e+07	1.1781e+07	1.37492e+07	1.11654e+07
P69924	P69924		nrdB		2.88772e+06	2.98836e+06	2.94748e+06	3.03647e+06	3.09389e+06	3.05589e+06
P69931	P69931		hda		961561	929093	857381	964003	945300	949644
P75691	P75691		yahK		1.305e+06	1.29616e+06	1.30062e+06	1.24595e+06	1.26938e+06	1.27525e+06
P75726	P75726		citF		5.30256e+06	5.3597e+06	5.47701e+06	5.39978e+06	5.46324e+06	5.3549e+06
P75728	P75728		ubiF		497520	609148	522257	661092	474234	601358
P75736	P75736		ybfF		2.00622e+06	2.19546e+06	2.13591e+06	2.06629e+06	2.08236e+06	2.07292e+06
P75745	P75745		ybgK		1.12774e+06	1.16729e+06	1.12965e+06	1.09523e+06	1.10862e+06	1.11983e+06
P75777	P75777		ybhG		2.86501e+06	2.7392e+06	2.72159e+06	2.78943e+06	2.7358e+06	2.82114e+06
P75780	P75780		fiu		786528	662524	587326	673000	715526	782953
P75782	P75782		rlmF		1.19193e+06	956043	1.0398e+06	1.13339e+06	1.11105e+06	1.09253e+06
P75797	P75797		gsiB		643608	678391	727753	683594	690911	675107
P75809	P75809		ybjI		1.25755e+06	1.25986e+06	1.27077e+06	1.26785e+06	1.23225e+06	1.40837e+06
P75818	P75818		ybjP		5.97499e+06	6.02386e+06	6.01816e+06	5.82129e+06	6.26891e+06	6.08653e+06
P75821	P75821		ybjS		1.58399e+06	1.52096e+06	1.52066e+06	1.50444e+06	1.45247e+06	1.50099e+06
P75823	P75823		ltaE		7.34616e+06	7.39758e+06	7.52494e+06	7.3024e+06	7.71117e+06	7.29882e+06
P75829	P75829		ybjX		2.40676e+06	2.34823e+06	2.33434e+06	2.39738e+06	2.38798e+06	2.56638e+06
P75838	P75838		ycaO		9.55792e+06	9.5282e+06	9.58447e+06	9.49081e+06	9.74032e+06	9.4101e+06
P75849	P75849		ycbL		1.91505e+06	1.89456e+06	1.8148e+06	1.94939e+06	1.98186e+06	1.83957e+06
P75863	P75863		ycbX		1.36083e+06	1.3584e+06	1.37828e+06	1.35636e+06	1.42653e+06	1.38544e+06
P75864	P75864		rlmL		1.70649e+06	1.62007e+06	1.61284e+06	1.61143e+06	1.66568e+06	1.67749e+06
P75867	P75867		ycbZ		1.80716e+06	1.83023e+06	1.65848e+06	1.80179e+06	1.70973e+06	1.85452e+06
P75874	P75874		yccU		3.00124e+06	3.042e+06	3.06939e+06	2.91099e+06	2.98587e+06	2.91406e+06
P75876	P75876		rlmI		4.37491e+06	4.25669e+06	4.29813e+06	4.3287e+06	4.27375e+06	4.28519e+06
P75882	P75882		gfcD		5.3116e+06	5.21241e+06	5.30908e+06	5.36689e+06	5.1654e+06	5.37023e+06
P75883	P75883		gfcC		1.39785e+06	1.42301e+06	1.35869e+06	1.35847e+06	1.20278e+06	1.20728e+06
P75884	P75884		gfcB		1.2957e+06	1.51029e+06	1.31973e+06	1.21986e+06	1.30276e+06	1.24108e+06
P75913	P75913		ghrA		1.17916e+06	1.19527e+06	1.23369e+06	1.23216e+06	1.10507e+06	1.12841e+06
P75914	P75914		ycdX		5.76984e+06	5.71013e+06	5.75471e+06	5.58026e+06	5.79296e+06	5.69222e+06
P75915	P75915		ycdY		5.78535e+06	6.15995e+06	6.10921e+06	5.91862e+06	6.06294e+06	5.95929e+06
P75931	P75931		yceM		936049	896506	851160	907035	811359	805309
P75937	P75937		flgE		3.61533e+06	4.06116e+06	3.94861e+06	3.90313e+06	3.67889e+06	3.71656e+06
P75949	P75949		nagZ		1.6458e+06	1.80109e+06	1.75858e+06	1.71734e+06	1.78355e+06	1.69344e+06
P75957	P75957		lolD		4.50173e+06	4.91994e+06	4.7479e+06	4.78841e+06	4.78453e+06	4.61051e+06
P75959	P75959		nagK		2.31965e+06	2.10713e+06	2.2314e+06	2.20207e+06	2.24971e+06	2.12149e+06
P75960	P75960		cobB		3.60757e+06	3.57782e+06	3.61602e+06	3.66082e+06	3.55271e+06	3.67354e+06
P76002	P76002		pliG		1.25373e+06	1.29041e+06	1.31444e+06	1.31656e+06	1.2762e+06	1.24209e+06
P76004	P76004		ycgM		1.4222e+06	1.29796e+06	1.3773e+06	1.24509e+06	1.45722e+06	1.36989e+06
P76008	P76008		ldcA		1.51758e+06	1.61066e+06	1.66116e+06	1.56964e+06	1.60296e+06	1.54332e+06
P76014	P76014		dhaL		6.29303e+06	6.34273e+06	6.18422e+06	5.46194e+06	6.47891e+06	6.37697e+06
P76015	P76015		dhaK		2.3948e+06	2.50397e+06	2.37315e+06	2.46617e+06	2.40077e+06	2.46093e+06
P76027	P76027		oppD		968730	942318	984918	1.06201e+06	1.03253e+06	979283
P76034	P76034		yciT		1.49181e+06	1.60621e+06	1.56538e+06	1.6445e+06	1.51525e+06	1.52404e+06
P76046	P76046		ycjX		245192	208109	191167	189960	163938	226250
P76053	P76053		smrA		490794	367521	529138	433421	472831	472552
P76055	P76055		ttcA		2.00035e+06	1.97284e+06	2.13551e+06	2.02547e+06	1.97092e+06	2.14217e+06
P76112	P76112		yncA		1.28079e+06	1.31524e+06	1.25253e+06	1.17881e+06	1.32418e+06	1.17084e+06
P76116	P76116		yncE		4.15832e+06	4.1372e+06	4.14705e+06	4.18262e+06	4.04104e+06	4.13177e+06
P76141	P76141		lsrR		927625	1.31102e+06	1.27857e+06	964099	1.62989e+06	739692
P76170	P76170		ynfB		2.42993e+06	2.42405e+06	2.56489e+06	2.59215e+06	2.54658e+06	2.55734e+06
P76177	P76177		ydgH		1.93135e+07	1.91881e+07	1.95934e+07	1.93485e+07	1.94686e+07	1.92677e+07
P76187	P76187		ydhF		2.50209e+06	2.44911e+06	2.32415e+06	2.5289e+06	2.50541e+06	2.52329e+06
P76192	P76192		ydhV		1.68408e+06	1.67028e+06	1.73293e+06	1.71261e+06	1.62872e+06	1.71979e+06
P76193	P76193		ynhG		1.77553e+06	1.71216e+06	1.65552e+06	1.78543e+06	1.78178e+06	1.75955e+06
P76204	P76204		ydiV		1.00834e+06	1.06017e+06	1.02499e+06	1.04623e+06	1.08265e+06	1.01017e+06
P76223	P76223		ynjB		1.94716e+06	2.02523e+06	1.94955e+06	2.09272e+06	2.07405e+06	2.06454e+06
P76227	P76227		ynjH		3.70146e+06	3.61128e+06	3.53598e+06	3.70887e+06	3.84387e+06	3.94069e+06
P76243	P76243		yeaO		1.97143e+06	1.94312e+06	1.88714e+06	1.95601e+06	1.88503e+06	1.88213e+06
P76245	P76245		yeaP		806779	894474	786441	861512	738660	892865
P76256	P76256		yeaZ		2.01949e+06	2.13164e+06	2.07003e+06	2.06985e+06	2.15118e+06	2.13339e+06
P76268	P76268		kdgR		6.46527e+06	6.39409e+06	6.41134e+06	6.61317e+06	6.49286e+06	6.48782e+06
P76270	P76270		msrC		4.33803e+06	3.61074e+06	3.72612e+06	4.30462e+06	3.41323e+06	4.29546e+06
P76290	P76290		cmoA		1.68096e+06	1.81154e+06	1.81807e+06	1.70251e+06	1.83162e+06	1.74326e+06
P76291	P76291		cmoB		1.98142e+06	1.97842e+06	2.0327e+06	2.0003e+06	2.06627e+06	2.04504e+06
P76316	P76316		dcyD		1.13788e+06	1.1591e+06	1.19689e+06	1.08565e+06	1.18747e+06	1.16939e+06
P76342	P76342		yedY		1.01498e+06	1.05057e+06	1.03485e+06	979611	936403	708492
P76346	P76346		mtfA		982592	1.06702e+06	1.04243e+06	872148	1.08095e+06	986313
P76372	P76372		wzzB		1.03716e+07	1.01127e+07	9.78141e+06	1.02215e+07	9.5925e+06	9.71855e+06
P76402	P76402		yegP		3.78191e+06	4.00927e+06	3.82724e+06	3.74357e+06	3.95876e+06	3.8683e+06
P76403	P76403		yegQ		2.46874e+06	2.40331e+06	2.34099e+06	2.39991e+06	2.32566e+06	2.46133e+06
P76440	P76440		preT		860074	817610	776692	792743	687652	938060
P76445	P76445		yeiU		2.11021e+06	2.08028e+06	2.09205e+06	2.22526e+06	1.8544e+06	2.03365e+06
P76461	P76461		atoB		3.58347e+06	3.15624e+06	2.97271e+06	3.83703e+06	2.92529e+06	3.13847e+06
P76491	P76491		yfbR		768631	828316	833017	803331	841111	815869
P76502	P76502		sixA		7.38488e+06	6.79673e+06	7.14452e+06	7.15789e+06	7.05867e+06	7.15939e+06
P76506	P76506		mlaA		7.70781e+06	7.96437e+06	7.76523e+06	8.01703e+06	8.00944e+06	7.7408e+06
P76535	P76535		murQ		1.61664e+06	1.57657e+06	1.77222e+06	1.75307e+06	1.65791e+06	1.5296e+06
P76536	P76536		yfeX		8.75979e+06	9.10572e+06	8.9251e+06	9.03942e+06	8.77547e+06	8.76083e+06
P76537	P76537		yfeY		3.20755e+06	3.65627e+06	3.40991e+06	3.40688e+06	3.64121e+06	3.31266e+06
P76539	P76539		ypeA		1.92154e+06	1.97884e+06	1.97108e+06	1.92155e+06	1.98388e+06	1.98102e+06
P76558	P76558		maeB		2.48631e+06	2.47142e+06	2.54235e+06	2.45345e+06	2.43218e+06	2.49814e+06
P76569	P76569		yfgD		391995		345217	489123	540095	491505
P76576	P76576		yfgM		9.31345e+06	9.69457e+06	9.57652e+06	9.77794e+06	9.47584e+06	9.34758e+06
P76578	P76578		yfhM		520833	468081	465524	422045	445272	437778
P76594	P76594		yfiQ		2.31839e+06	1.79077e+06	1.96374e+06	2.29286e+06	1.85535e+06	2.24888e+06
P76658	P76658		hldE		6.7117e+06	6.62766e+06	6.63078e+06	6.62911e+06	6.68103e+06	6.59144e+06
P76938	P76938		epmC		1.59353e+06	1.53641e+06	1.56961e+06	1.73746e+06	1.63717e+06	1.48633e+06
P77150	P77150		pdxY		3.58171e+06	3.51633e+06	3.51756e+06	3.57479e+06	3.61552e+06	3.52217e+06
P77173	P77173		zipA		2.45244e+06	2.54007e+06	2.49693e+06	2.60434e+06	2.57011e+06	2.54714e+06
P77182	P77182		mnmC		1.03649e+06	934036	1.00807e+06	873492	989541	994012
P77202	P77202		dsbG		374472	344664	378038	287874	426421	439416
P77211	P77211		cusC		2.83475e+06	2.6065e+06	2.75309e+06	2.9367e+06	2.85717e+06	2.80504e+06
P77247	P77247		yniC		9.68223e+06	9.55922e+06	9.71155e+06	9.555e+06	9.44893e+06	9.76987e+06
P77252	P77252		ykgE		1.05248e+06	1.14303e+06	995101	1.00082e+06	1.11795e+06	1.06585e+06
P77258	P77258		nemA		4.00975e+06	4.29646e+06	4.13721e+06	4.0943e+06	4.063e+06	3.90504e+06
P77279	P77279		ybbL		2.39849e+06	2.6757e+06	2.56087e+06	2.54457e+06	2.39125e+06	2.59897e+06
P77285	P77285		rnfG		2.37836e+06	1.96762e+06	2.25937e+06	2.21757e+06	2.45589e+06	2.55623e+06
P77330	P77330		borD		2.80228e+07	2.80198e+07	2.86244e+07	2.8833e+07	2.86935e+07	2.77918e+07
P77338	P77338		kefA		1.55603e+06	1.4877e+06	1.35775e+06	1.36366e+06	1.36936e+06	1.46179e+06
P77348	P77348		mppA		2.21097e+06	2.21481e+06	2.21062e+06	2.08287e+06	2.12582e+06	2.19365e+06
P77376	P77376		ydgJ		2.04385e+06	2.04033e+06	2.00117e+06	2.04132e+06	2.09092e+06	2.03018e+06
P77395	P77395		ybbN		2.33035e+06	2.3937e+06	2.27065e+06	2.39659e+06	2.46977e+06	2.45987e+06
P77398	P77398		arnA		353854	455031	444447	420571	398818	422491
P77433	P77433		ykgG		1.28019e+06	1.36189e+06	1.37389e+06	1.37211e+06	1.30542e+06	1.32639e+06
P77434	P77434		alaC		2.1809e+06	2.1361e+06	2.13594e+06	2.0946e+06	2.12997e+06	2.22799e+06
P77454	P77454		glsA1		1.32383e+06	1.25047e+06	1.39207e+06	1.26074e+06	1.26875e+06	1.27377e+06
P77475	P77475		yqaB		2.69728e+06	2.63978e+06	2.801e+06	2.70906e+06	2.77225e+06	2.62762e+06
P77488	P77488		dxs		1.88777e+06	1.94235e+06	1.91671e+06	1.86505e+06	1.85293e+06	1.88909e+06
P77499	P77499		sufC		1.4629e+06	1.53402e+06	1.43648e+06	1.44945e+06	1.36342e+06	1.39407e+06
P77522	P77522		sufB		668641	637652	702568	808010	756409	640141
P77529	P77529		ydjN		4.76138e+06	4.72067e+06	4.5268e+06	4.77807e+06	4.67303e+06	4.69225e+06
P77536	P77536		ykgF		1.87811e+06	1.81564e+06	1.86883e+06	1.82308e+06	1.89306e+06	1.88089e+06
P77552	P77552		ydhQ		2.88102e+06	2.82907e+06	2.91721e+06	2.93052e+06	2.71304e+06	2.89632e+06
P77562	P77562		yaiW		1.27335e+06	1.28268e+06	1.20331e+06	1.32203e+06	1.28272e+06	1.27752e+06
P77570	P77570		anmK		1.48547e+06	1.5013e+06	1.44843e+06	1.48463e+06	1.53873e+06	1.4629e+06
P77611	P77611		rnfC		517090	543712	541451	584634	561190	557648
P77625	P77625		yfbT		8.1159e+06	9.02025e+06	8.88e+06	8.15805e+06	8.85662e+06	7.75299e+06
P77690	P77690		arnB		992070	940053	996527	1.03413e+06	938120	973828
P77717	P77717		ybaY		1.57321e+06	1.46488e+06	1.55496e+06	1.5982e+06	1.58433e+06	1.5968e+06
P77718	P77718		thiI		3.77174e+06	3.71997e+06	3.81177e+06	3.84509e+06	3.91366e+06	3.96692e+06
P77735	P77735		yajO		3.76367e+06	3.73744e+06	3.62127e+06	3.74529e+06	3.65008e+06	4.04679e+06
P77737	P77737		oppF		1.7976e+06	1.75033e+06	1.81052e+06	1.78987e+06	1.73286e+06	1.74398e+06
P77739	P77739		yniA		990105	1.05358e+06	973200	1.04239e+06	1.02457e+06	996772
P77748	P77748		ydiJ		1.0375e+06	1.06467e+06	1.00046e+06	1.02137e+06	1.03859e+06	1.03558e+06
P77756	P77756		queC		1.60549e+06	1.50817e+06	1.44729e+06	1.5705e+06	1.44967e+06	1.70143e+06
P77774	P77774		bamB		1.48579e+07	1.49555e+07	1.52696e+07	1.47846e+07	1.54284e+07	1.50065e+07
P77804	P77804		ydgA		9.00591e+06	9.25478e+06	9.27529e+06	9.37872e+06	9.17395e+06	9.06446e+06
P77808	P77808		yfaY		2.16144e+06	2.16413e+06	2.11833e+06	2.3116e+06	2.14048e+06	2.157e+06
P78067	P78067		ynjE		2.70832e+06	2.80542e+06	2.66576e+06	2.61671e+06	2.64903e+06	2.62753e+06
Q2M7R5	Q2M7R5		yibT		2.34975e+06	2.55933e+06	2.44977e+06	2.34063e+06	2.32009e+06	2.34326e+06
Q46829	Q46829		bglA		1.26286e+07	1.29926e+07	1.24693e+07	1.25535e+07	1.2697e+07	1.2603e+07
Q46835	Q46835		yghG		1.01584e+06	959786	1.1452e+06	1.12959e+06	1.11336e+06	1.00731e+06
Q46845	Q46845		yghU		520649	502035	497008	518047	475412	535907
Q46856	Q46856		yqhD		4.49458e+06	4.7003e+06	4.55148e+06	4.73542e+06	4.59773e+06	4.58433e+06
Q46857	Q46857		dkgA		5.39689e+06	5.5334e+06	5.42508e+06	5.44938e+06	5.33932e+06	5.30039e+06
Q46868	Q46868		yqiC		9.42012e+06	9.16951e+06	8.93513e+06	8.98325e+06	9.21685e+06	9.05296e+06
Q46871	Q46871		yqjH		3.21248e+06	3.2159e+06	3.28071e+06	3.18077e+06	3.15145e+06	3.13915e+06
Q46893	Q46893		ispD		3.78368e+06	3.6717e+06	3.60161e+06	3.69618e+06	3.648e+06	3.71593e+06
Q46919	Q46919		yqcC		617636	521517	487759	473128	542321	613738
Q46920	Q46920		queF		4.3315e+06	4.48063e+06	4.3835e+06	4.32993e+06	4.38404e+06	4.216e+06
Q46925	Q46925		csdA		963320	959512	1.01624e+06	912032	1.04949e+06	963260
Q46927	Q46927		ygdL		1.33622e+06	1.43175e+06	1.40127e+06	1.35846e+06	1.35409e+06	1.23689e+06
Q46948	Q46948		yajL		5.23253e+06	4.97998e+06	4.91081e+06	5.30377e+06	5.00194e+06	5.04428e+06
Q47141	Q47141		hcaR		5.97079e+06	4.02645e+06	4.22806e+06		3.89053e+06	4.75216e+06
Q47147	Q47147		yafJ		718557	785628	761052	771438	726254	756288
Q47622	Q47622		sapA		806459	722677	733299	757252	789995	866167
Q47679	Q47679		yafV		3.10809e+06	3.13503e+06	3.09475e+06	3.15984e+06	3.20824e+06	3.17882e+06
Q57154	Q57154		repB		195451	204623	193989	176737	160298	176657
Q57261	Q57261		truD		3.43977e+06	3.50358e+06	3.40616e+06	3.43022e+06	3.41125e+06	3.5125e+06
Q59385	Q59385		copA		4.53398e+06	4.49281e+06	4.59762e+06	4.64804e+06	4.47977e+06	4.52664e+06
Q93K97	Q93K97		nudF		2.83722e+06	2.86702e+06	2.84445e+06	2.82535e+06	2.69362e+06	2.84802e+06
