Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0A940	P0A940		bamA		1.25085e+07	1.23697e+07	1.24388e+07	1.27408e+07	1.26498e+07	1.24968e+07
P0A944	P0A944		rimI		631914	724668	621280	666962	602200	616651
P0A948	P0A948		rimJ		440494	492544	369624	348604	373640	375888
P0A953	P0A953		fabB		1.94912e+07	1.99651e+07	1.96503e+07	1.96002e+07	1.93217e+07	1.90829e+07
P0A955	P0A955		eda		2.79301e+07	2.92753e+07	2.72324e+07	2.87366e+07	2.79982e+07	2.71625e+07
P0A959	P0A959		alaA		1.9703e+06	2.05132e+06	2.01374e+06	2.04468e+06	2.00875e+06	2.06756e+06
P0A962	P0A962		ansA		1.78208e+06	1.76842e+06	1.86979e+06	1.9406e+06	1.88314e+06	1.90529e+06
P0A964	P0A964		cheW		1.51818e+07	1.51377e+07	1.53518e+07	1.55353e+07	1.48253e+07	1.54133e+07
P0A968	P0A968		cspD		793895	801211	724617	808824	786703	736696
P0A972	P0A972		cspE		1.65216e+08	1.59822e+08	1.61235e+08	1.59468e+08	1.68941e+08	1.67518e+08
P0A978	P0A978		cspG		8.36546e+06	7.83232e+06	7.49801e+06	8.32119e+06	8.1083e+06	7.61506e+06
P0A988	P0A988		dnaN		4.09498e+06	4.02304e+06	4.03309e+06	4.13457e+06	4.19055e+06	4.04937e+06
P0A991	P0A991		fbaB		8.0247e+06	8.01303e+06	8.16221e+06	8.12289e+06	8.14958e+06	7.98489e+06
P0A993	P0A993		fbp		1.70458e+07	1.71069e+07	1.7017e+07	1.73179e+07	1.70083e+07	1.73011e+07
P0A996	P0A996		glpC		1.76778e+06	1.79402e+06	1.9058e+06	1.85119e+06	1.93593e+06	1.83322e+06
P0A998	P0A998		ftnA		4.24445e+07	4.52871e+07	4.32448e+07	4.42133e+07	4.50975e+07	4.27241e+07
P0A9A6	P0A9A6		ftsZ		1.22674e+07	1.2708e+07	1.2588e+07	1.26954e+07	1.26423e+07	1.23405e+07
P0A9A9	P0A9A9		fur		1.54223e+07	1.62115e+07	1.61782e+07	1.59272e+07	1.55742e+07	1.54785e+07
P0A9B2	P0A9B2		gapA		4.04544e+08	4.31577e+08	4.32377e+08	4.36431e+08	4.12823e+08	4.1526e+08
P0A9B6	P0A9B6		epd		1.59334e+06	1.60403e+06	1.65524e+06	1.66818e+06	1.6231e+06	1.59037e+06
P0A9C0	P0A9C0		glpA		2.12188e+06	2.08542e+06	2.07196e+06	2.11207e+06	2.09177e+06	2.11414e+06
P0A9C3	P0A9C3		galM		6.34432e+06	6.45933e+06	6.30181e+06	6.44971e+06	6.36853e+06	6.19476e+06
P0A9C5	P0A9C5		glnA		1.52803e+07	1.58934e+07	1.58118e+07	1.60437e+07	1.55268e+07	1.55992e+07
P0A9C9	P0A9C9		glpX		9.87455e+06	9.52957e+06	9.60477e+06	9.63116e+06	9.84986e+06	1.01589e+07
P0A9D2	P0A9D2		gstA		6.71998e+06	6.86881e+06	6.79197e+06	6.63152e+06	6.92897e+06	6.56334e+06
P0A9D4	P0A9D4		cysE		3.06757e+06	3.13613e+06	3.04654e+06	3.03967e+06	3.12202e+06	2.9293e+06
P0A9D8	P0A9D8		dapD		3.8114e+07	3.74802e+07	3.67295e+07	3.7351e+07	3.7442e+07	3.73978e+07
P0A9E5	P0A9E5		fnr		5.54155e+06	5.69997e+06	5.55045e+06	5.48294e+06	5.48034e+06	5.39354e+06
P0A9F1	P0A9F1		mntR		3.5092e+06	3.36421e+06	3.40866e+06	3.38042e+06	3.39166e+06	3.42827e+06
P0A9F3	P0A9F3		cysB		3.73826e+06	3.67333e+06	3.61547e+06	3.6068e+06	3.52356e+06	3.61252e+06
P0A9G2	P0A9G2		nhaR		1.15062e+06	1.25832e+06	1.05736e+06	1.17799e+06	1.15705e+06	1.16858e+06
P0A9G6	P0A9G6		aceA		6.94888e+06	6.96603e+06	6.86565e+06	6.78751e+06	6.81277e+06	6.86421e+06
P0A9G8	P0A9G8		modE		3.23692e+06	3.38989e+06	3.5649e+06	3.36393e+06	3.1804e+06	3.44927e+06
P0A9H1	P0A9H1		mug		1.19577e+06	1.16725e+06	1.24187e+06	1.24792e+06	1.19784e+06	1.11304e+06
P0A9H5	P0A9H5		btuR		946824	860052	630069	890307	876631	658286
P0A9H7	P0A9H7		cfa		3.07071e+06	3.2293e+06	3.16906e+06	3.20045e+06	3.14023e+06	3.17183e+06
P0A9H9	P0A9H9		cheZ		2.12487e+06	2.18787e+06	2.14997e+06	2.22548e+06	2.24459e+06	2.10585e+06
P0A9I1	P0A9I1		citE		5.9533e+06	6.02668e+06	5.97805e+06	5.99989e+06	5.89042e+06	5.83604e+06
P0A9I3	P0A9I3		gcvR		2.21854e+06	2.31383e+06	2.25282e+06	2.38653e+06	2.37237e+06	2.1718e+06
P0A9I8	P0A9I8		nirD		2.19911e+06	2.33206e+06	2.33897e+06	2.11679e+06	2.42279e+06	2.44292e+06
P0A9J0	P0A9J0		rng		1.88234e+06	1.79949e+06	1.83977e+06	1.8283e+06	1.75068e+06	1.75007e+06
P0A9J4	P0A9J4		panE		2.771e+06	2.46441e+06	2.42798e+06	2.67877e+06	2.50221e+06	2.70652e+06
P0A9J6	P0A9J6		rbsK		3.2251e+06	3.07041e+06	3.05354e+06	3.21929e+06	3.00882e+06	3.28166e+06
P0A9J8	P0A9J8		pheA		1.85996e+06	1.93762e+06	1.8721e+06	1.88578e+06	1.98831e+06	1.8619e+06
P0A9K3	P0A9K3		ybeZ		5.92725e+06	5.68587e+06	5.7145e+06	5.82627e+06	5.80952e+06	5.80851e+06
P0A9K7	P0A9K7		phoU		1.84643e+06	1.78484e+06	1.88058e+06	1.69952e+06	1.70908e+06	1.81429e+06
P0A9K9	P0A9K9		slyD		5.78601e+07	5.49819e+07	5.88238e+07	5.56182e+07	5.53421e+07	5.8173e+07
P0A9L3	P0A9L3		fklB		1.97842e+07	1.80769e+07	1.83525e+07	1.80006e+07	1.97514e+07	1.97653e+07
P0A9L5	P0A9L5		ppiC		2.55705e+06	2.37507e+06	2.30126e+06	2.50606e+06	2.57596e+06	2.48233e+06
P0A9L8	P0A9L8		proC		2.30069e+06	2.61789e+06	2.66313e+06	2.79825e+06	2.19483e+06	2.42302e+06
P0A9M0	P0A9M0		lon		8.88992e+06	8.96784e+06	9.06703e+06	9.06252e+06	9.03804e+06	8.96024e+06
P0A9M2	P0A9M2		hpt		1.27198e+07	1.29577e+07	1.26511e+07	1.27635e+07	1.26294e+07	1.24343e+07
P0A9M5	P0A9M5		gpt		7.16574e+07	7.5427e+07	7.30943e+07	7.72382e+07	7.42451e+07	7.07646e+07
P0A9M8	P0A9M8		pta		3.68396e+07	3.72677e+07	3.7817e+07	3.75514e+07	3.68689e+07	3.75789e+07
P0A9N4	P0A9N4		pflA		4.75827e+06	5.03152e+06	4.91303e+06	4.9191e+06	4.97669e+06	5.01406e+06
P0A9P0	P0A9P0		lpdA		3.09046e+07	3.26085e+07	3.26285e+07	3.23326e+07	3.17534e+07	3.14366e+07
P0A9P4	P0A9P4		trxB		1.12114e+07	1.15276e+07	1.13417e+07	1.17172e+07	1.11373e+07	1.09695e+07
P0A9P6	P0A9P6		deaD		9.21294e+06	9.15721e+06	9.0052e+06	9.05651e+06	8.95721e+06	9.25516e+06
P0A9Q1	P0A9Q1		arcA		2.36573e+07	2.53422e+07	2.57113e+07	2.52142e+07	2.36024e+07	2.40024e+07
P0A9Q5	P0A9Q5		accD		1.41045e+07	1.45844e+07	1.49805e+07	1.45702e+07	1.35621e+07	1.40673e+07
P0A9Q7	P0A9Q7		adhE		1.8112e+08	1.82985e+08	1.83634e+08	1.82673e+08	1.83029e+08	1.81679e+08
P0A9Q9	P0A9Q9		asd		1.90132e+07	1.95672e+07	2.02061e+07	1.91242e+07	1.89554e+07	1.95817e+07
P0A9R4	P0A9R4		fdx		7.84625e+06	7.78329e+06	8.26954e+06	7.79338e+06	8.03238e+06	8.32214e+06
P0A9R7	P0A9R7		ftsE		3.4808e+06	3.6158e+06	3.60738e+06	3.44946e+06	3.56233e+06	3.47271e+06
P0A9S1	P0A9S1		fucO		627778	469832	507822	565379	478599	419242
P0A9S5	P0A9S5		gldA		1.21183e+07	1.18814e+07	1.17662e+07	1.22557e+07	1.23318e+07	1.20814e+07
P0A9T0	P0A9T0		serA		5.66929e+06	5.81621e+06	5.68691e+06	5.77029e+06	5.90893e+06	5.86359e+06
P0A9T4	P0A9T4		tas		9.0745e+06	8.93484e+06	8.8525e+06	8.99896e+06	9.02627e+06	9.53141e+06
P0A9T8	P0A9T8		ybbA		377556	359661	341879	327537	365802	387556
P0A9U3	P0A9U3		ybiT		5.54415e+06	5.75702e+06	5.57979e+06	5.69714e+06	5.47613e+06	5.45278e+06
P0A9V1	P0A9V1		lptB		6.00831e+06	5.80508e+06	5.92215e+06	6.0411e+06	6.00769e+06	5.92617e+06
P0A9W3	P0A9W3		yjjK		7.9632e+06	8.3593e+06	8.3568e+06	8.47588e+06	8.3602e+06	8.14981e+06
P0A9W6	P0A9W6		yrbA		6.79537e+06	7.00772e+06	6.68574e+06	6.35251e+06	5.84788e+06	5.89234e+06
P0A9W9	P0A9W9		yrdA		4.7566e+06	4.7152e+06	4.74285e+06	4.6728e+06	4.42266e+06	4.71642e+06
P0A9X4	P0A9X4		mreB		2.28199e+07	2.35195e+07	2.34307e+07	2.31948e+07	2.2621e+07	2.27122e+07
P0A9X9	P0A9X9		cspA		2.77306e+07	2.3573e+07	2.45246e+07	2.42711e+07	2.78045e+07	2.87747e+07
P0A9Y6	P0A9Y6		cspC		1.09198e+08	9.76233e+07	1.01111e+08	9.97473e+07	1.0982e+08	1.07663e+08
P0A9Z1	P0A9Z1		glnB		1.75133e+07	1.71871e+07	1.74315e+07	1.7677e+07	1.73415e+07	1.72974e+07
P0AA04	P0AA04		ptsH		4.83311e+07	5.72136e+07	5.4792e+07	5.69115e+07	5.011e+07	4.92769e+07
P0AA10	P0AA10		rplM		6.84876e+07	7.2329e+07	7.24902e+07	7.26496e+07	6.97561e+07	7.14882e+07
P0AA16	P0AA16		ompR		8.30035e+06	8.59311e+06	8.49848e+06	8.52041e+06	8.0433e+06	7.93157e+06
P0AA25	P0AA25		trxA		2.88735e+07	2.93395e+07	2.93976e+07	2.89726e+07	2.90635e+07	2.85548e+07
P0AA31	P0AA31		yedF		3.43668e+06	3.62528e+06	3.44299e+06	3.69742e+06	3.68012e+06	3.57906e+06
P0AA39	P0AA39		rluC		1.37098e+06	1.23277e+06	1.24701e+06	1.28301e+06	1.15247e+06	1.36303e+06
P0AA43	P0AA43		rsuA		4.30438e+06	4.23919e+06	4.3331e+06	4.22181e+06	4.18532e+06	4.34432e+06
P0AA57	P0AA57		yobA		555240	619332	670919	633438	584030	512145
P0AA86	P0AA86		dsbE		362114	371487	413955	340805	321017	351512
P0AA91	P0AA91		yeaY		1.21375e+06	1.24616e+06	1.31123e+06	1.21065e+06	1.27152e+06	1.26846e+06
P0AA95	P0AA95		yacC		1.1522e+06	992057	1.05981e+06	992030	1.05828e+06	1.05594e+06
P0AA97	P0AA97		yaeQ		581685	523737	475165	665935	726832	611040
P0AAA1	P0AAA1		yagU		5.87772e+06	6.0578e+06	6.27956e+06	6.36292e+06	6.29179e+06	6.44949e+06
P0AAB4	P0AAB4		ubiD		1.69982e+06	1.69792e+06	1.655e+06	1.78725e+06	1.77121e+06	1.90439e+06
P0AAB6	P0AAB6		galF		1.20433e+07	1.28806e+07	1.30411e+07	1.27955e+07	1.15264e+07	1.20358e+07
P0AAB8	P0AAB8		uspD		2.31105e+06	2.28665e+06	2.41922e+06	2.20625e+06	2.29055e+06	2.34568e+06
P0AAC0	P0AAC0		uspE		3.91972e+06	4.05166e+06	4.09665e+06	3.93787e+06	4.08806e+06	4.01549e+06
P0AAC8	P0AAC8		iscA		6.24202e+06	6.49677e+06	6.31343e+06	6.6464e+06	6.46815e+06	6.3541e+06
P0AAH0	P0AAH0		pstB		1.0089e+06	987866	876959	993843	995279	913158
P0AAH8	P0AAH8		sapF		532862	446505	547363	499603	494490	524831
P0AAI3	P0AAI3		ftsH		1.79743e+07	1.81286e+07	1.79989e+07	1.81104e+07	1.79696e+07	1.79773e+07
P0AAI5	P0AAI5		fabF		3.89638e+07	4.01508e+07	3.95537e+07	3.94667e+07	4.03036e+07	3.93634e+07
P0AAI9	P0AAI9		fabD		4.74925e+06	4.7105e+06	4.76035e+06	4.71082e+06	4.90218e+06	4.95305e+06
P0AAJ3	P0AAJ3		fdnH		4.36994e+06	4.52268e+06	4.57781e+06	4.51542e+06	4.49263e+06	4.44285e+06
P0AAJ5	P0AAJ5		fdoH		3.68976e+06	3.6054e+06	3.72428e+06	3.69241e+06	3.83289e+06	3.64014e+06
P0AAJ8	P0AAJ8		hybA		1.80895e+06	1.72456e+06	1.80358e+06	1.77234e+06	1.83091e+06	1.80726e+06
P0AAK1	P0AAK1		hycB		1.42373e+06	1.52417e+06	1.64828e+06	1.49532e+06	1.34225e+06	1.4e+06
P0AAN3	P0AAN3		hypB		2.65516e+06	2.65935e+06	2.60483e+06	2.65602e+06	2.78026e+06	2.71299e+06
P0AAN5	P0AAN5		yaiA		1.21989e+06	1.31629e+06	1.28237e+06	1.4297e+06	1.29043e+06	1.23027e+06
P0AAP3	P0AAP3		frmR		2.26071e+06	2.2602e+06	2.21415e+06	2.30718e+06	2.20618e+06	2.20255e+06
P0AAQ2	P0AAQ2		yajD		4.58956e+06	4.82909e+06	4.81132e+06	4.70306e+06	4.55134e+06	4.49468e+06
P0AAR3	P0AAR3		ybaK		2.0456e+06	2.09468e+06	1.93591e+06	1.90028e+06	1.82966e+06	1.8213e+06
P0AAS7	P0AAS7		ybcJ		2.70954e+06	2.60718e+06	2.64735e+06	2.56355e+06	2.54044e+06	2.88946e+06
P0AAT4	P0AAT4		mscM		3.09512e+06	3.08373e+06	3.04746e+06	3.03117e+06	3.06812e+06	3.16937e+06
P0AAT6	P0AAT6		rsfS		2.81684e+06	2.80581e+06	2.78576e+06	2.91605e+06	2.77135e+06	2.73869e+06
P0AAT9	P0AAT9		ybeL		7.27583e+06	7.495e+06	7.10418e+06	7.52092e+06	7.37872e+06	6.92911e+06
P0AAU7	P0AAU7		ybfE		1.06888e+06	1.10006e+06	964168	1.05672e+06	1.03578e+06	847145
P0AAX8	P0AAX8		ybiS		4.97443e+06	5.20846e+06	5.15294e+06	5.2188e+06	5.04239e+06	4.97364e+06
P0AAZ4	P0AAZ4		rarA		1.10784e+06	1.10933e+06	1.06552e+06	1.1171e+06	1.05531e+06	1.15736e+06
P0AAZ7	P0AAZ7		ycaR		5.87513e+06	5.49211e+06	5.41808e+06	5.47515e+06	5.87897e+06	5.66695e+06
P0AB10	P0AB10		ymbA		281732	206723	209493	191728	169874	264969
P0AB14	P0AB14		yccJ		2.54129e+06	2.63878e+06	2.80291e+06	2.6543e+06	2.57954e+06	2.65726e+06
P0AB18	P0AB18		tusE		1.57301e+06	1.48162e+06	1.39825e+06	1.53308e+06	1.50107e+06	1.42433e+06
P0AB24	P0AB24		efeO		4.40722e+06	4.37742e+06	4.46658e+06	4.32394e+06	4.43785e+06	4.37057e+06
P0AB26	P0AB26		yceB		2.15364e+06	2.17515e+06	2.14923e+06	2.17987e+06	2.15707e+06	2.07188e+06
P0AB28	P0AB28		yceD		8.36486e+06	8.17016e+06	8.01448e+06	8.21339e+06	8.08938e+06	8.01702e+06
P0AB38	P0AB38		lpoB		4.93501e+06	4.90645e+06	4.71944e+06	4.7961e+06	4.90045e+06	4.91046e+06
P0AB43	P0AB43		ycgL		796429	928452	908714	960423	833816	871395
P0AB46	P0AB46		ymgD		1.59177e+06	1.72909e+06	1.65104e+06	1.84057e+06	1.71683e+06	1.71409e+06
P0AB52	P0AB52		ychN		2.39881e+06	2.34971e+06	2.34917e+06	2.40311e+06	2.442e+06	2.17018e+06
P0AB55	P0AB55		yciI		3.88099e+06	3.68478e+06	3.95551e+06	3.83799e+06	3.63236e+06	3.84132e+06
P0AB61	P0AB61		yciN		4.79362e+06	4.70931e+06	4.75704e+06	4.68252e+06	4.84615e+06	4.70033e+06
P0AB67	P0AB67		pntB		1.67983e+06	1.64122e+06	1.69506e+06	1.64768e+06	1.60423e+06	1.71318e+06
P0AB71	P0AB71		fbaA		1.47543e+08	1.51363e+08	1.52112e+08	1.54308e+08	1.51825e+08	1.49581e+08
P0AB77	P0AB77		kbl		1.48202e+07	1.61545e+07	1.63825e+07	1.59838e+07	1.45695e+07	1.53828e+07
P0AB80	P0AB80		ilvE		6.98622e+06	6.99029e+06	6.74612e+06	6.85371e+06	6.8748e+06	6.76954e+06
P0AB89	P0AB89		purB		4.88551e+06	4.85594e+06	4.87657e+06	4.82334e+06	4.70844e+06	4.86737e+06
P0AB91	P0AB91		aroG		3.24676e+06	3.35196e+06	3.32103e+06	3.28335e+06	3.26021e+06	3.16857e+06
P0AB98	P0AB98		atpB		1.02342e+06	1.17783e+06	1.2e+06	1.25957e+06	1.12606e+06	1.06664e+06
P0ABA0	P0ABA0		atpF		2.32947e+07	2.34379e+07	2.37635e+07	2.35573e+07	2.386e+07	2.29733e+07
P0ABA4	P0ABA4		atpH		1.93026e+07	1.93249e+07	1.98674e+07	1.95449e+07	1.9076e+07	1.91923e+07
P0ABA6	P0ABA6		atpG		2.44554e+07	2.47696e+07	2.34137e+07	2.40202e+07	2.3793e+07	2.3659e+07
P0ABB0	P0ABB0		atpA		5.84883e+07	5.77206e+07	5.78259e+07	5.78245e+07	5.70657e+07	5.75588e+07
P0ABB4	P0ABB4		atpD		3.86086e+07	4.00145e+07	3.98454e+07	3.98107e+07	3.82028e+07	3.78117e+07
P0ABC3	P0ABC3		hflC		6.83875e+06	6.85899e+06	6.8102e+06	6.87893e+06	6.77628e+06	6.71098e+06
P0ABC7	P0ABC7		hflK		1.48956e+07	1.49661e+07	1.52518e+07	1.51886e+07	1.49524e+07	1.50606e+07
P0ABD3	P0ABD3		bfr		6.59193e+06	6.73807e+06	6.85892e+06	6.85731e+06	6.61813e+06	6.77889e+06
P0ABD5	P0ABD5		accA		1.08892e+07	1.11799e+07	1.14762e+07	1.14519e+07	1.10715e+07	1.09648e+07
P0ABD8	P0ABD8		accB		3.06475e+07	3.08924e+07	3.0986e+07	3.12277e+07	3.1103e+07	3.02403e+07
P0ABE2	P0ABE2		bolA		3.5762e+06	3.66348e+06	3.28509e+06	3.67262e+06	3.71349e+06	3.44393e+06
P0ABF1	P0ABF1		pcnB		3.46935e+06	3.28238e+06	3.30411e+06	3.21463e+06	3.43051e+06	3.562e+06
P0ABF6	P0ABF6		cdd		6.36558e+06	6.53304e+06	6.37484e+06	6.38202e+06	6.43452e+06	6.47897e+06
P0ABH0	P0ABH0		ftsA		2.20017e+06	2.1068e+06	2.13038e+06	2.1499e+06	2.08681e+06	2.11982e+06
P0ABH7	P0ABH7		gltA		1.0142e+07	1.00666e+07	9.80837e+06	1.01527e+07	1.00841e+07	9.98258e+06
P0ABH9	P0ABH9		clpA		7.03337e+06	7.18811e+06	7.05572e+06	7.11232e+06	6.98058e+06	7.09504e+06
P0ABI4	P0ABI4		corA		1.44714e+06	1.32825e+06	1.36046e+06	1.30612e+06	1.27186e+06	1.42572e+06
P0ABI8	P0ABI8		cyoB		1.56791e+06	2.01565e+06	2.03365e+06	1.82257e+06	1.69197e+06	1.86973e+06
P0ABJ1	P0ABJ1		cyoA		2.04602e+06	2.22297e+06	2.13485e+06	2.29801e+06	2.0703e+06	2.03918e+06
P0ABJ9	P0ABJ9		cydA		3.83318e+07	3.83002e+07	3.85105e+07	3.78009e+07	3.86873e+07	3.85406e+07
P0ABK2	P0ABK2		cydB		4.86026e+06	5.78212e+06	6.60004e+06	5.5141e+06	5.22733e+06	5.15927e+06
P0ABK5	P0ABK5		cysK		3.29187e+07	3.40856e+07	3.38595e+07	3.39955e+07	3.33062e+07	3.30765e+07
P0ABL5	P0ABL5		napC		791964	878095	883731	871347	904275	916570
P0ABN1	P0ABN1		dgkA		373646	421627	391038	320393	470828	361999
P0ABN5	P0ABN5		dcuA		4.53946e+06	4.73152e+06	4.9101e+06	4.61402e+06	4.75941e+06	4.8991e+06
P0ABN9	P0ABN9		dcuB		6.79398e+06	6.71411e+06	6.40838e+06	6.44473e+06	6.79458e+06	6.57e+06
P0ABP8	P0ABP8		deoD		4.60223e+07	5.20994e+07	5.1286e+07	5.16283e+07	4.46733e+07	4.64124e+07
P0ABQ0	P0ABQ0		coaBC		747531	771679	828846	777061	748069	834295
P0ABQ2	P0ABQ2		garR		1.88253e+06	1.8653e+06	1.89099e+06	1.85949e+06	1.90754e+06	1.83308e+06
P0ABQ4	P0ABQ4		folA		4.12975e+06	4.24295e+06	4.69658e+06	4.35823e+06	4.13902e+06	4.4037e+06
P0ABS1	P0ABS1		dksA		2.4199e+07	2.44711e+07	2.47993e+07	2.42009e+07	2.47694e+07	2.46103e+07
P0ABS5	P0ABS5		dnaG		527868	598916	587140	611149	525835	553428
P0ABT2	P0ABT2		dps		5.13092e+07	5.21741e+07	5.19092e+07	5.1566e+07	5.15936e+07	5.18474e+07
P0ABU0	P0ABU0		menB		1.02263e+07	1.11274e+07	1.13558e+07	1.12851e+07	1.02053e+07	1.04848e+07
P0ABU2	P0ABU2		ychF		1.73421e+07	1.7738e+07	1.7555e+07	1.77806e+07	1.72813e+07	1.69485e+07
P0ABU5	P0ABU5		elbB		1.97803e+07	2.03462e+07	2.00659e+07	2.05187e+07	1.96444e+07	1.95137e+07
P0ABU7	P0ABU7		exbB		1.90961e+06	1.93162e+06	1.86237e+06	2.02626e+06	1.91317e+06	1.88743e+06
P0ABU9	P0ABU9		tolQ		2.24182e+06	2.25526e+06	2.28202e+06	2.22276e+06	2.32828e+06	2.26086e+06
P0ABV2	P0ABV2		exbD		2.15407e+06	2.17489e+06	2.1365e+06	2.1676e+06	2.12417e+06	2.19398e+06
P0ABV6	P0ABV6		tolR		7.17138e+06	6.29711e+06	6.5328e+06	6.22971e+06	6.91421e+06	6.91228e+06
P0ABX2	P0ABX2		flgC		1.03364e+06	1.01757e+06	942990	822252	1.01808e+06	962712
P0ABX5	P0ABX5		flgG		1.06821e+06	1.28421e+06	1.3717e+06	1.15486e+06	1.27784e+06	1.50738e+06
P0ABX8	P0ABX8		fliL		2.42482e+06	2.42577e+06	2.48149e+06	2.3471e+06	2.57328e+06	2.39579e+06
P0ABZ1	P0ABZ1		fliG		2.4481e+06	2.35953e+06	2.35512e+06	2.37272e+06	2.4348e+06	2.4662e+06
P0ABZ4	P0ABZ4		kdsC		4.98372e+06	4.58004e+06	4.50254e+06	4.52903e+06	4.69404e+06	4.8987e+06
P0ABZ6	P0ABZ6		surA		1.09836e+07	1.2104e+07	1.18822e+07	1.18664e+07	1.14868e+07	1.15742e+07
P0AC02	P0AC02		bamD		2.07799e+07	2.09574e+07	2.19216e+07	2.10013e+07	1.99571e+07	1.95029e+07
P0AC13	P0AC13		folP		7.69848e+06	7.76209e+06	7.97192e+06	7.83172e+06	7.52637e+06	7.72571e+06
P0AC19	P0AC19		folX		3.5533e+06	3.58742e+06	3.50557e+06	3.53051e+06	3.6157e+06	3.61904e+06
P0AC30	P0AC30		ftsX		5.65706e+06	4.82746e+06	5.64739e+06	5.57591e+06	5.35231e+06	5.95601e+06
P0AC33	P0AC33		fumA		7.0984e+06	7.08485e+06	7.67018e+06	7.26435e+06	7.24076e+06	7.3189e+06
P0AC38	P0AC38		aspA		6.43994e+07	6.42141e+07	6.38996e+07	6.51073e+07	6.38601e+07	6.40728e+07
P0AC41	P0AC41		sdhA		4.87286e+06	5.00787e+06	4.75857e+06	4.82858e+06	4.7718e+06	4.66311e+06
P0AC47	P0AC47		frdB		1.68076e+07	1.67881e+07	1.66689e+07	1.6826e+07	1.65382e+07	1.70684e+07
P0AC51	P0AC51		zur		1.34335e+06	1.30324e+06	1.28614e+06	1.18337e+06	1.33689e+06	1.32702e+06
P0AC53	P0AC53		zwf		1.11806e+07	1.1312e+07	1.15513e+07	1.12167e+07	1.12171e+07	1.13893e+07
P0AC59	P0AC59		grxB		6.36352e+06	6.61503e+06	6.7009e+06	6.52801e+06	6.33472e+06	6.29451e+06
P0AC62	P0AC62		grxC		1.81254e+07	1.81346e+07	1.80467e+07	1.79794e+07	1.81038e+07	1.777e+07
P0AC69	P0AC69		grxD		2.414e+07	2.5084e+07	2.45445e+07	2.45813e+07	2.4376e+07	2.48837e+07
P0AC81	P0AC81		gloA		1.73754e+06	1.37593e+06	1.51039e+06	1.40067e+06	1.5634e+06	1.78376e+06
P0AC84	P0AC84		gloB		381480	329564	339465	399475	342947	248660
P0AC86	P0AC86		glgP		1.75379e+06	1.81208e+06	1.71782e+06	1.75649e+06	1.86179e+06	1.77374e+06
P0AC92	P0AC92		gnsA		4.00856e+06	4.30875e+06	4.16298e+06	4.1456e+06	4.06877e+06	4.1717e+06
P0ACA1	P0ACA1		yibF		359717	404228	288892	280278	367381	282256
P0ACA3	P0ACA3		sspA		2.51628e+07	2.64757e+07	2.72899e+07	2.72537e+07	2.58482e+07	2.50562e+07
P0ACA7	P0ACA7		gstB		2.1734e+06	2.14158e+06	2.1375e+06	2.18882e+06	2.25826e+06	2.1241e+06
P0ACB0	P0ACB0		dnaB		2.39171e+06	2.38501e+06	2.33694e+06	2.3966e+06	2.41953e+06	2.30837e+06
P0ACB2	P0ACB2		hemB		1.1725e+07	1.25517e+07	1.29445e+07	1.23577e+07	1.1879e+07	1.17408e+07
P0ACB4	P0ACB4		hemG		845260	1.15832e+06	937982	1.07012e+06	1.05538e+06	856612
P0ACB7	P0ACB7		hemY		5.41129e+06	5.29191e+06	5.31712e+06	5.3122e+06	5.26098e+06	5.20049e+06
P0ACC3	P0ACC3		erpA		6.87892e+06	6.99262e+06	6.90648e+06	6.9501e+06	6.86437e+06	6.79616e+06
P0ACC7	P0ACC7		glmU		1.36639e+07	1.37714e+07	1.37144e+07	1.3882e+07	1.34148e+07	1.31777e+07
P0ACD4	P0ACD4		nifU		1.46455e+07	1.51025e+07	1.49394e+07	1.49224e+07	1.51581e+07	1.42294e+07
P0ACD8	P0ACD8		hyaB		5.69941e+06	5.85379e+06	5.81213e+06	5.85696e+06	5.71122e+06	5.77326e+06
P0ACE0	P0ACE0		hybC		1.39686e+07	1.3379e+07	1.38598e+07	1.37408e+07	1.36924e+07	1.36551e+07
P0ACE3	P0ACE3		hha		3.79754e+06	3.98658e+06	3.69325e+06	3.82215e+06	3.8678e+06	3.77117e+06
P0ACE7	P0ACE7		hinT		1.17764e+07	1.19721e+07	1.1988e+07	1.21168e+07	1.19012e+07	1.20006e+07
P0ACF0	P0ACF0		hupA		4.34539e+08	4.44428e+08	4.44786e+08	4.41164e+08	4.30038e+08	4.2108e+08
P0ACF4	P0ACF4		hupB		3.54727e+07	3.77539e+07	3.64749e+07	3.70913e+07	3.47463e+07	3.38975e+07
P0ACF8	P0ACF8		hns		5.40993e+07	5.32899e+07	5.27269e+07	5.29366e+07	5.52155e+07	5.43168e+07
