Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P22523	P22523		mukB		4.04234e+06	4.10397e+06	4.00821e+06	3.93267e+06	4.05654e+06	4.23719e+06
P22524	P22524		mukE		5.55442e+06	5.46205e+06	5.64414e+06	5.35303e+06	5.40246e+06	5.36156e+06
P22525	P22525		ycbB		1.88411e+06	1.79863e+06	1.86329e+06	1.75816e+06	1.7826e+06	1.83572e+06
P22634	P22634		murI		935479	1.17148e+06	1.02775e+06	1.19804e+06	1.15647e+06	1.03487e+06
P22939	P22939		ispA		4.58829e+06	4.5471e+06	4.39388e+06	4.49189e+06	4.53374e+06	4.8972e+06
P23003	P23003		trmA		1.61638e+06	1.53465e+06	1.55561e+06	1.63214e+06	1.56865e+06	1.56239e+06
P23305	P23305		yigA		1.35919e+06	1.43481e+06	1.52484e+06	1.50334e+06	1.40924e+06	1.70333e+06
P23331	P23331		tdk		2.91941e+06	2.97893e+06	2.90362e+06	2.94548e+06	2.79187e+06	2.88736e+06
P23538	P23538		ppsA		4.8894e+06	4.88924e+06	5.01785e+06	4.85467e+06	5.00547e+06	5.14285e+06
P23721	P23721		serC		1.33925e+07	1.37149e+07	1.36855e+07	1.32854e+07	1.34568e+07	1.30181e+07
P23827	P23827		eco		1.04903e+07	1.05915e+07	1.06092e+07	1.07445e+07	1.05769e+07	1.11536e+07
P23830	P23830		pssA		1.46209e+06	1.3885e+06	1.29102e+06	1.28214e+06	1.4099e+06	1.43061e+06
P23836	P23836		phoP		2.1214e+07	2.13439e+07	2.14398e+07	2.20315e+07	2.17539e+07	2.11574e+07
P23839	P23839		yicC		6.34239e+06	6.08448e+06	6.0498e+06	5.8645e+06	6.19172e+06	6.84005e+06
P23843	P23843		oppA		5.24828e+06	5.12379e+06	5.33555e+06	5.18487e+06	5.24139e+06	4.75507e+06
P23845	P23845		cysN		3.30079e+06	3.14361e+06	3.43146e+06	3.35127e+06	3.44136e+06	3.21668e+06
P23857	P23857		pspE		993134	994460	962774	996025	1.02241e+06	672676
P23865	P23865		prc		7.0737e+06	7.0554e+06	7.03992e+06	7.03496e+06	7.10976e+06	7.07945e+06
P23869	P23869		ppiB		4.00789e+07	3.9662e+07	4.15504e+07	4.39824e+07	4.17757e+07	3.48408e+07
P23871	P23871		hemH		2.49361e+06	2.43526e+06	2.42131e+06	2.57484e+06	2.35713e+06	2.46883e+06
P23882	P23882		fmt		6.68076e+06	6.54591e+06	6.66498e+06	7.11691e+06	6.74127e+06	6.72238e+06
P23893	P23893		hemL		2.77264e+07	2.71398e+07	2.68986e+07	2.77548e+07	2.66823e+07	2.32611e+07
P23894	P23894		htpX		4.47333e+06	4.18232e+06	4.19313e+06	4.29318e+06	4.26288e+06	3.86199e+06
P23909	P23909		mutS		3.37976e+06	3.31489e+06	3.40382e+06	3.43692e+06	3.39624e+06	3.47075e+06
P23917	P23917		mak		1.03614e+06	1.07121e+06	439656	1.03782e+06	1.1482e+06	1.01101e+06
P24169	P24169		speF		3.13298e+06	3.0682e+06	3.12627e+06	2.98772e+06	3.10313e+06	3.39491e+06
P24171	P24171		dcp		1.95777e+06	1.92261e+06	1.84834e+06	1.80568e+06	1.78764e+06	1.88844e+06
P24178	P24178		yffB		4.33733e+06	4.29147e+06	4.41625e+06	4.86179e+06	4.42875e+06	4.54306e+06
P24182	P24182		accC		1.926e+07	1.93978e+07	1.96472e+07	1.98916e+07	1.95068e+07	1.74848e+07
P24183	P24183		fdnG		4.40342e+06	4.39304e+06	4.31433e+06	4.32903e+06	4.42149e+06	4.39171e+06
P24186	P24186		folD		5.91447e+06	5.97761e+06	6.17008e+06	6.02089e+06	6.20781e+06	5.72701e+06
P24193	P24193		hypE		2.8794e+06	2.79723e+06	2.88424e+06	2.74489e+06	2.82124e+06	2.90436e+06
P24202	P24202		mrr		1.74338e+06	1.84451e+06	1.6316e+06	1.87594e+06	1.66026e+06	1.85814e+06
P24203	P24203		yjiA		3.34319e+06	3.5522e+06	3.17868e+06	3.71515e+06	3.39519e+06	2.8705e+06
P24205	P24205		msbB		2.24904e+06	2.37139e+06	1.96082e+06	2.074e+06	2.11805e+06	2.60799e+06
P24215	P24215		uxuA		2.46588e+06	2.42924e+06	2.39972e+06	2.30865e+06	2.43133e+06	2.26248e+06
P24216	P24216		fliD		842766	889888	806049	825948	872523	873212
P24224	P24224		acpS		1.9698e+06	1.88246e+06	2.01625e+06	2.04388e+06	1.93594e+06	2.02812e+06
P24228	P24228		dacB		1.69828e+06	1.91045e+06	1.91898e+06	1.80453e+06	1.76294e+06	1.61336e+06
P24232	P24232		hmp		1.28498e+06	1.41872e+06	1.34574e+06	1.22011e+06	1.27905e+06	1.3459e+06
P24251	P24251		crl		6.32472e+06	6.4362e+06	6.34897e+06	6.08396e+06	6.16879e+06	6.78192e+06
P24255	P24255		rpoN		426226	397252	246630	499695	435989	
P24554	P24554		radA		1.1929e+06	1.36127e+06	1.43093e+06	1.2043e+06	1.29861e+06	1.21778e+06
P25397	P25397		tehB		2.61604e+06	2.53305e+06	2.41524e+06	2.66408e+06	2.48864e+06	1.85273e+06
P25437	P25437		frmA		7.70353e+06	7.74594e+06	7.66004e+06	7.83569e+06	7.91552e+06	6.39178e+06
P25516	P25516		acnA		3.30396e+06	3.41459e+06	3.20399e+06	3.40301e+06	3.21206e+06	3.49648e+06
P25519	P25519		hflX		2.61461e+06	2.54006e+06	2.66828e+06	2.75445e+06	2.78372e+06	2.50391e+06
P25522	P25522		mnmE		4.49608e+06	4.49873e+06	4.66414e+06	4.51491e+06	4.62321e+06	4.40425e+06
P25524	P25524		codA		2.32841e+06	2.14856e+06	2.43951e+06	2.30329e+06	2.36897e+06	2.42798e+06
P25535	P25535		visC		2.53864e+06	2.56657e+06	2.66022e+06	2.66646e+06	2.63456e+06	3.14265e+06
P25536	P25536		yhdE		2.49311e+06	2.54069e+06	2.49664e+06	2.47722e+06	2.55015e+06	2.42932e+06
P25539	P25539		ribD		3.9641e+06	3.93178e+06	3.90503e+06	4.06224e+06	3.96167e+06	3.73227e+06
P25552	P25552		gppA		2.80102e+06	2.6685e+06	2.71107e+06	2.52979e+06	2.66367e+06	2.74217e+06
P25714	P25714		yidC		7.54768e+06	6.8231e+06	7.21373e+06	7.79769e+06	7.38169e+06	6.23077e+06
P25736	P25736		endA		1.12386e+06	1.0889e+06	1.07215e+06	1.07684e+06	1.15214e+06	993856
P25745	P25745		mnmA		3.94629e+06	3.96832e+06	3.97814e+06	3.96943e+06	4.0888e+06	3.76495e+06
P25746	P25746		hflD		3.36929e+06	3.51501e+06	3.22805e+06	3.3171e+06	3.30389e+06	3.52274e+06
P25888	P25888		rhlE		6.60057e+06	6.61168e+06	6.72243e+06	6.33311e+06	6.63667e+06	6.56435e+06
P25894	P25894		yggG		908892	921897	956142	847888	915802	550822
P25906	P25906		ydbC		781027	691144	915285	751631	746599	961732
P26608	P26608		fliS		3.09341e+06	3.12997e+06	3.14241e+06	3.25787e+06	3.04107e+06	2.84687e+06
P26612	P26612		amyA		598685	676621	716334	737211	707917	700842
P26616	P26616		maeA		9.5898e+06	9.17891e+06	9.35645e+06	9.58094e+06	9.47974e+06	9.06883e+06
P26646	P26646		acuI		2.83184e+06	2.79192e+06	2.76667e+06	2.91472e+06	2.7583e+06	2.73226e+06
P26647	P26647		plsC		1.14862e+06	1.06363e+06	1.05647e+06	1.08241e+06	1.11426e+06	1.38761e+06
P26648	P26648		ftsP		904035	985447	853295	891682	900078	967214
P27248	P27248		gcvT		1.02928e+07	1.01931e+07	1.01816e+07	9.82649e+06	1.01841e+07	1.0061e+07
P27278	P27278		nadR		615119	580267	571402	649976	583247	634442
P27298	P27298		prlC		1.01188e+07	1.00144e+07	1.01552e+07	1.01709e+07	1.03788e+07	1.00571e+07
P27302	P27302		tktA		2.67857e+07	2.65934e+07	2.65926e+07	2.65426e+07	2.60856e+07	2.54836e+07
P27303	P27303		emrA		1.60653e+06	1.65279e+06	1.52886e+06	1.46597e+06	1.50854e+06	1.5744e+06
P27306	P27306		sthA		1.06871e+06	986969	1.05359e+06	978885	975672	836240
P27431	P27431		ycfD		2.96769e+06	3.01859e+06	3.22146e+06	2.82899e+06	3.23014e+06	3.21709e+06
P27434	P27434		rodZ		1.00645e+07	1.00186e+07	1.04115e+07	1.01615e+07	1.01284e+07	9.76349e+06
P27828	P27828		wecB		2.63923e+06	2.63212e+06	2.82578e+06	2.90473e+06	2.86559e+06	2.5595e+06
P27829	P27829		wecC		3.54957e+06	3.60377e+06	3.59061e+06	3.50039e+06	3.63031e+06	3.47162e+06
P27830	P27830		rffG		1.40391e+06	1.33311e+06	1.35693e+06	1.21833e+06	1.32689e+06	1.33866e+06
P27832	P27832		wecD		520437	553162	658389	686628	606971	625326
P27833	P27833		rffA		2.26091e+06	2.21045e+06	2.29486e+06	2.29825e+06	2.34383e+06	2.36939e+06
P27836	P27836		wecG		532584	594017	532160	534370	534356	629179
P27838	P27838		cyaY		2.19153e+06	2.17192e+06	1.95647e+06	1.95199e+06	1.85162e+06	2.24252e+06
P27848	P27848		yigL		5.69218e+06	5.36688e+06	5.2827e+06	5.26327e+06	5.10017e+06	4.48076e+06
P27859	P27859		tatD		980767	1.04694e+06	1.0732e+06	1.12907e+06	1.18382e+06	1.01797e+06
P28248	P28248		dcd		3.34625e+06	3.18228e+06	3.04684e+06	3.06193e+06	2.97221e+06	2.97806e+06
P28249	P28249		asmA		307922	314080	349928	344714	288963	372581
P28304	P28304		qorA		4.26092e+06	4.29074e+06	4.27279e+06	4.43299e+06	4.49898e+06	4.67639e+06
P28305	P28305		pabC		604029	735621	657264	620487	652235	618026
P28629	P28629		adiA		1.56028e+06	1.60031e+06	1.5275e+06	1.66137e+06	1.64739e+06	1.53157e+06
P28635	P28635		metQ		1.23454e+07	1.23968e+07	1.21401e+07	1.17301e+07	1.20468e+07	1.15946e+07
P28903	P28903		nrdD		5.17653e+06	5.30131e+06	5.25018e+06	5.32171e+06	5.22634e+06	5.1173e+06
P28904	P28904		treC		2.52764e+06	2.42099e+06	2.26369e+06	2.25443e+06	2.33595e+06	2.36937e+06
P29018	P29018		cydD		1.72431e+06	1.94484e+06	1.76814e+06	1.94097e+06	1.94244e+06	2.28315e+06
P29131	P29131		ftsN		1.1522e+06	1.20077e+06	1.17604e+06	1.23976e+06	1.40153e+06	1.15852e+06
P29208	P29208		menC		2.81719e+06	2.98054e+06	2.84295e+06	2.75507e+06	2.86536e+06	2.73369e+06
P29217	P29217		yceH		2.52941e+06	2.46126e+06	2.47873e+06	2.38989e+06	2.54698e+06	2.70529e+06
P29680	P29680		hemE		2.58928e+06	2.52552e+06	2.57283e+06	2.54612e+06	2.6287e+06	2.4431e+06
P29744	P29744		flgL		2.64733e+06	2.50419e+06	2.71634e+06	2.41856e+06	2.74491e+06	2.46591e+06
P29745	P29745		pepT		6.71998e+06	6.86564e+06	6.7476e+06	6.8689e+06	6.73349e+06	6.83934e+06
P30011	P30011		nadC		6.28445e+06	6.14013e+06	6.28755e+06	5.67805e+06	6.30261e+06	5.68199e+06
P30014	P30014		rnt		5.28811e+06	5.28591e+06	5.15513e+06	5.37722e+06	5.32396e+06	5.47478e+06
P30128	P30128		greB		2.12807e+06	2.08777e+06	2.04068e+06	1.99989e+06	2.11681e+06	2.18768e+06
P30130	P30130		fimD		1.49026e+06	1.52528e+06	1.37e+06	1.53275e+06	1.44366e+06	1.83774e+06
P30177	P30177		ybiB		4.91305e+06	4.91981e+06	4.8539e+06	4.73021e+06	4.97514e+06	5.00454e+06
P30178	P30178		ybiC		2.23642e+06	2.03226e+06	1.9949e+06	2.26181e+06	2.09887e+06	2.04627e+06
P30744	P30744		sdaB		6.09107e+06	6.21257e+06	6.19291e+06	6.17843e+06	5.98383e+06	6.06816e+06
P30749	P30749		moaE		3.4216e+06	3.42602e+06	3.55083e+06	3.22165e+06	3.37338e+06	2.99539e+06
P30843	P30843		basR		1.69475e+06	1.79671e+06	2.01323e+06	2.09198e+06	1.85506e+06	2.00466e+06
P30850	P30850		rnb		6.97949e+06	6.90342e+06	6.86269e+06	6.94592e+06	6.90137e+06	6.95427e+06
P30859	P30859		artI		7.59086e+06	7.85554e+06	8.3421e+06	7.96978e+06	8.05378e+06	6.88608e+06
P30870	P30870		glnE		1.24744e+06	1.205e+06	1.03421e+06	1.14592e+06	1.1994e+06	1.19308e+06
P30871	P30871		ygiF		3.50981e+06	3.53663e+06	3.44575e+06	3.31963e+06	3.34373e+06	3.27006e+06
P30958	P30958		mfd		6.08452e+06	6.4101e+06	6.06128e+06	5.51608e+06	5.89458e+06	6.23503e+06
P31057	P31057		panB		6.31738e+06	5.95692e+06	5.90267e+06	5.78934e+06	6.07526e+06	5.76755e+06
P31060	P31060		modF		296109	309773	246942	244824	274090	297901
P31063	P31063		yedD		5.62755e+06	5.77544e+06	5.8565e+06	5.59464e+06	5.64216e+06	4.17807e+06
P31069	P31069		kch		692284	855214	801860	816038	629268	656309
P31120	P31120		glmM		7.38643e+06	7.42366e+06	7.41893e+06	7.31373e+06	7.51852e+06	7.03907e+06
P31142	P31142		sseA		6.82805e+06	6.97797e+06	7.09845e+06	6.99248e+06	7.08115e+06	7.13523e+06
P31224	P31224		acrB		3.493e+06	3.57693e+06	3.46361e+06	3.47953e+06	3.36643e+06	3.60998e+06
P31433	P31433		yicH		988379	1.10907e+06	994862	1.03422e+06	1.07018e+06	1.1242e+06
P31455	P31455		yidR		1.36222e+06	1.33567e+06	1.44525e+06	1.34496e+06	1.42566e+06	1.42363e+06
P31460	P31460		dgoR		1.33638e+06	1.51661e+06	1.29168e+06	1.36847e+06	1.2461e+06	1.58286e+06
P31467	P31467		yieH		2.12139e+06	2.15067e+06	2.07988e+06	2.08132e+06	2.09891e+06	2.26125e+06
P31473	P31473		ravA		1.5348e+06	1.482e+06	1.57753e+06	1.43533e+06	1.58127e+06	1.53926e+06
P31475	P31475		yieP		1.29347e+06	1.27771e+06	1.10504e+06	1.09312e+06	1.15407e+06	1.23024e+06
P31550	P31550		thiB		1.72169e+06	1.76668e+06	1.69404e+06	1.68466e+06	1.64806e+06	1.62963e+06
P31554	P31554		lptD		6.02093e+06	6.06175e+06	6.04914e+06	6.1891e+06	6.21733e+06	6.01733e+06
P31658	P31658		hchA		9.29378e+06	8.85435e+06	8.31484e+06	9.44283e+06	8.99523e+06	8.97152e+06
P31663	P31663		panC		2.82839e+06	2.8996e+06	2.7942e+06	2.91207e+06	2.85058e+06	2.76444e+06
P31678	P31678		otsB		634442	664230	672635		623349	430805
P31680	P31680		djlA		1.00352e+06	1.23584e+06	1.29296e+06	1.13333e+06	1.09122e+06	1.13721e+06
P31697	P31697		fimC		4.63193e+06	4.42998e+06	4.52752e+06	4.67896e+06	4.64968e+06	4.53928e+06
P31802	P31802		narP		1.40813e+07	1.35599e+07	1.21996e+07	1.31448e+07	1.24709e+07	1.14438e+07
P31808	P31808		yciK		3.18518e+06	3.15016e+06	3.19367e+06	3.23164e+06	3.09148e+06	3.27672e+06
P31825	P31825		yfiC		620403	530753	548471	620583	632452	716628
P31979	P31979		nuoF		1.27822e+07	1.26487e+07	1.28146e+07	1.28953e+07	1.2518e+07	1.21932e+07
P32099	P32099		lplA		2.03884e+06	1.9256e+06	2.06003e+06	2.22574e+06	2.18939e+06	2.59744e+06
P32131	P32131		hemN		2.22849e+06	2.28117e+06	2.31256e+06	2.32786e+06	2.20626e+06	2.07638e+06
P32132	P32132		typA		3.87673e+07	3.843e+07	3.95343e+07	3.92517e+07	3.89095e+07	3.69322e+07
P32157	P32157		yiiM		3.23702e+06	3.30094e+06	3.4027e+06	3.4543e+06	3.23751e+06	3.4055e+06
P32162	P32162		yiiS		2.12753e+06	2.12085e+06	2.17544e+06	2.16012e+06	2.31672e+06	2.48948e+06
P32173	P32173		mobA		625366	735510	729126	743903	658142	581104
P32176	P32176		fdoG		6.98498e+06	6.90002e+06	6.66351e+06	6.65824e+06	6.75588e+06	6.6522e+06
P32177	P32177		fdhD		1.22907e+06	1.00265e+06	1.16579e+06	1.15188e+06	1.16316e+06	1.26026e+06
P32662	P32662		gph		1.10717e+06	1.10788e+06	1.07559e+06	920987	825206	1.05837e+06
P32664	P32664		nudC		1.07437e+06	1.1064e+06	1.02625e+06	1.11853e+06	1.00647e+06	1.28853e+06
P32680	P32680		yjaG		1.78222e+06	1.82091e+06	1.90219e+06	1.9076e+06	1.87167e+06	1.7629e+06
P32684	P32684		rluF		1.22588e+06	1.09126e+06	1.04855e+06	971449	1.16178e+06	825919
P32695	P32695		dusA		1.05002e+06	1.1057e+06	1.18842e+06	1.05485e+06	1.15322e+06	1.15173e+06
P33011	P33011		yeeA		1.85846e+06	1.89837e+06	1.78161e+06	1.87691e+06	1.79909e+06	1.21436e+06
P33018	P33018		yeiG		431949	361106	287364	211982	336438	463175
P33025	P33025		psuG		2.07954e+06	2.15735e+06	2.28333e+06	2.35748e+06	2.39677e+06	2.07261e+06
P33030	P33030		yeiR		1.49323e+06	1.53511e+06	1.58692e+06	1.44937e+06	1.61264e+06	1.56108e+06
P33136	P33136		mdoG		1.22989e+07	1.21742e+07	1.18082e+07	1.15477e+07	1.15906e+07	1.15471e+07
P33195	P33195		gcvP		5.49071e+06	5.4277e+06	5.37747e+06	5.27137e+06	5.34321e+06	5.43849e+06
P33218	P33218		yebE		4.25074e+06	4.00476e+06	4.35172e+06	4.52444e+06	4.3566e+06	4.36384e+06
P33219	P33219		yebF		432708	440919	384590	401825	396417	392241
P33225	P33225		torA		2.83895e+06	2.866e+06	2.89943e+06	2.72316e+06	2.98628e+06	3.10992e+06
P33235	P33235		flgK		1.79469e+06	1.74758e+06	1.72288e+06	1.5747e+06	1.67563e+06	1.73151e+06
P33355	P33355		yehS		1.87155e+06	1.89193e+06	1.86645e+06	1.89984e+06	1.9787e+06	2.0476e+06
P33362	P33362		osmF		2.13689e+06	1.71724e+06	2.04789e+06	1.64017e+06	1.56103e+06	1.90033e+06
P33363	P33363		bglX		3.84128e+06	3.88454e+06	3.80105e+06	3.7284e+06	3.88756e+06	4.21201e+06
P33570	P33570		tktB		2.31423e+06	2.31373e+06	2.37609e+06	2.40312e+06	2.36903e+06	2.39204e+06
P33590	P33590		nikA		3.47941e+06	3.53539e+06	3.52796e+06	3.39351e+06	3.52826e+06	3.43502e+06
P33599	P33599		nuoC		1.55698e+07	1.56448e+07	1.5622e+07	1.53791e+07	1.54308e+07	1.47907e+07
P33602	P33602		nuoG		1.60558e+07	1.58625e+07	1.5804e+07	1.55374e+07	1.56591e+07	1.48406e+07
P33643	P33643		rluD		2.55479e+06	2.55673e+06	2.6289e+06	2.68344e+06	2.70009e+06	2.96253e+06
P33650	P33650		feoB		2.14479e+06	1.97035e+06	2.10366e+06	2.12561e+06	2.08324e+06	2.10768e+06
P33667	P33667		selU		771203	841920	812663	818993	889242	816339
P33898	P33898		gapC		1.5059e+06	1.47866e+06	1.47675e+06	1.39444e+06	1.43584e+06	1.59117e+06
P33920	P33920		yejK		2.62558e+06	2.57788e+06	2.67589e+06	2.69103e+06	2.69793e+06	2.48584e+06
P33937	P33937		napA		4.22287e+06	4.21774e+06	4.30851e+06	4.46426e+06	4.21913e+06	4.14254e+06
P35340	P35340		ahpF		1.00501e+07	1.00209e+07	9.68742e+06	9.81229e+06	9.81004e+06	9.29093e+06
P36553	P36553		hemF		1.62719e+06	1.65241e+06	1.98328e+06	1.75925e+06	1.92806e+06	1.59346e+06
P36566	P36566		smtA		535798	523295	521879	509758	471088	569879
P36659	P36659		cbpA		3.60552e+06	3.45619e+06	3.30806e+06	3.63681e+06	3.57906e+06	3.49416e+06
P36672	P36672		treB		1.15673e+06	1.09146e+06	1.1188e+06	1.16804e+06	1.19738e+06	1.12141e+06
P36680	P36680		zapD		2.41522e+06	2.43884e+06	2.22217e+06	2.24718e+06	2.25324e+06	2.525e+06
P36683	P36683		acnB		1.06738e+07	1.08172e+07	1.04936e+07	1.07026e+07	1.0586e+07	1.06718e+07
P36767	P36767		rdgC		4.84031e+06	4.86766e+06	4.77055e+06	4.73217e+06	4.89204e+06	4.74046e+06
P36879	P36879		yadG		1.30394e+06	1.32442e+06	1.15458e+06	1.24572e+06	1.31483e+06	967742
P36928	P36928		yegD		1.1269e+06	1.09284e+06	1.13453e+06	1.08859e+06	1.16489e+06	1.12728e+06
P36929	P36929		rsmB		2.81745e+06	2.87986e+06	3.01987e+06	3.03279e+06	3.2273e+06	2.95937e+06
P36938	P36938		pgm		7.91468e+06	7.99904e+06	7.67238e+06	7.69892e+06	7.91605e+06	7.27819e+06
P36979	P36979		rlmN		3.44947e+06	3.4378e+06	3.4582e+06	3.66371e+06	3.39922e+06	3.36887e+06
P36999	P36999		rlmA		1.11947e+06	1.01776e+06	1.10279e+06	1.09973e+06	1.09873e+06	895014
P37005	P37005		lasT		1.84207e+06	1.62745e+06	1.66299e+06	1.62935e+06	1.57099e+06	1.563e+06
P37028	P37028		btuF		636320	617883	605410	616872	522964	566329
P37051	P37051		purU		5.84485e+06	5.82425e+06	5.75122e+06	5.77545e+06	5.52573e+06	5.99397e+06
P37095	P37095		pepB		1.11612e+07	1.11254e+07	1.12651e+07	1.12189e+07	1.11195e+07	1.00959e+07
P37128	P37128		nudK		2.67349e+06	2.57178e+06	2.4016e+06	2.64783e+06	2.4624e+06	2.26187e+06
P37182	P37182		hybD		4.0393e+06	4.04049e+06	3.72052e+06	3.69296e+06	3.88599e+06	3.60252e+06
P37194	P37194		slp		4.70877e+07	4.62976e+07	4.66999e+07	4.63589e+07	4.66348e+07	4.51073e+07
P37329	P37329		modA		3.75529e+06	3.7794e+06	3.97839e+06	3.88215e+06	3.95744e+06	3.65836e+06
P37330	P37330		glcB		1.81188e+06	1.76975e+06	1.8767e+06	1.80009e+06	1.83977e+06	1.5834e+06
P37342	P37342		yjjI		2.66068e+06	2.67101e+06	2.65141e+06	2.65332e+06	2.70944e+06	2.60395e+06
P37349	P37349		dhaM		2.39975e+06	2.47009e+06	2.5103e+06	2.4914e+06	2.54427e+06	2.63599e+06
P37440	P37440		ucpA		7.88228e+06	7.92386e+06	7.7417e+06	7.73047e+06	7.7294e+06	7.53783e+06
P37590	P37590		pmrD		1.82324e+06	2.53638e+06	2.5224e+06	2.21406e+06	1.87829e+06	1.88783e+06
P37613	P37613		yhhK		4.11567e+06	4.24524e+06	4.41383e+06	4.49786e+06	4.17875e+06	4.25185e+06
P37617	P37617		zntA		1.63451e+06	1.64379e+06	1.61984e+06	1.48968e+06	1.63854e+06	1.66252e+06
P37626	P37626		yhiI		711842	923389	859506	769289	806237	680386
P37631	P37631		yhiN		1.13585e+06	1.10883e+06	1.10695e+06	1.17268e+06	1.05444e+06	1.22885e+06
P37634	P37634		rlmJ		5.03337e+06	4.95155e+06	4.90763e+06	4.98864e+06	4.96655e+06	4.70681e+06
P37636	P37636		mdtE		4.13835e+06	4.14046e+06	4.12283e+06	4.19182e+06	4.26859e+06	4.0161e+06
P37647	P37647		kdgK		1.86347e+06	1.76979e+06	1.69696e+06	1.78207e+06	1.84163e+06	1.87808e+06
P37648	P37648		yhjJ		3.40208e+06	3.3029e+06	3.2926e+06	3.24213e+06	3.33333e+06	3.3127e+06
P37650	P37650		bcsC		1.17434e+06	1.32601e+06	1.38159e+06	1.17124e+06	1.21352e+06	1.22985e+06
P37651	P37651		bcsZ		2.0992e+06	2.05264e+06	2.14238e+06	2.20052e+06	2.13026e+06	2.10025e+06
P37652	P37652		bcsB		9.21424e+06	9.18474e+06	9.05291e+06	9.37165e+06	9.21754e+06	9.79225e+06
P37655	P37655		bcsQ		918487	976054	958154	1.02443e+06	1.12631e+06	873636
P37657	P37657		bcsE		1.21001e+06	1.21845e+06	1.08209e+06	991816	1.08463e+06	1.24839e+06
P37665	P37665		yiaD		5.75902e+06	5.87808e+06	6.1331e+06	5.84154e+06	5.9033e+06	5.6454e+06
P37666	P37666		ghrB		1.10456e+07	1.09415e+07	1.10438e+07	1.09926e+07	1.07029e+07	1.02116e+07
P37685	P37685		aldB		1.16094e+06	1.16454e+06	1.19631e+06	1.0832e+06	1.06947e+06	1.20162e+06
P37689	P37689		gpmI		2.33522e+07	2.28114e+07	2.24559e+07	2.25905e+07	2.30466e+07	2.06593e+07
P37692	P37692		rfaF		2.53034e+06	2.58753e+06	2.55037e+06	2.57182e+06	2.61538e+06	2.57356e+06
P37765	P37765		rluB		4.5682e+06	4.58908e+06	4.55685e+06	4.64484e+06	4.5694e+06	4.47514e+06
P37773	P37773		mpl		7.7371e+06	7.72844e+06	7.73481e+06	7.62344e+06	7.69024e+06	7.32018e+06
P37774	P37774		yecC		307531	318230	306354		267540	358321
P37902	P37902		gltI		1.82446e+06	1.83667e+06	1.88639e+06	1.79462e+06	1.93412e+06	1.8028e+06
P37903	P37903		uspF		8.64e+06	8.67214e+06	9.00514e+06	8.56137e+06	8.65588e+06	9.08683e+06
P37908	P37908		yfjD		1.01568e+06	1.09306e+06	1.02353e+06	1.09115e+06	957263	1.15944e+06
P38038	P38038		cysJ		3.3986e+06	3.38513e+06	3.28462e+06	3.41306e+06	3.39251e+06	3.17613e+06
P38134	P38134		etk		4.8361e+06	4.9262e+06	4.90182e+06	4.87993e+06	4.93267e+06	5.01337e+06
P38489	P38489		nfnB		5.4259e+06	5.48736e+06	5.38679e+06	5.53107e+06	5.44748e+06	4.87812e+06
P38506	P38506		ygdG		628942	659040	540041	506417	523770	704862
P38521	P38521		yggL		4.19573e+06	3.81887e+06	3.70707e+06	3.62116e+06	3.73689e+06	589592
P39099	P39099		degQ		5.04214e+06	4.94556e+06	5.25194e+06	5.00491e+06	5.22433e+06	4.86578e+06
P39160	P39160		uxuB		1.32191e+06	1.36205e+06	1.43612e+06	1.21593e+06	1.30727e+06	1.31878e+06
P39172	P39172		znuA		3.78604e+06	3.79859e+06	3.88128e+06	3.7176e+06	3.85816e+06	3.45664e+06
P39173	P39173		yeaD		2.32051e+07	2.32698e+07	2.36116e+07	2.30436e+07	2.29862e+07	2.06307e+07
P39177	P39177		uspG		2.5395e+07	2.56582e+07	2.60823e+07	2.58022e+07	2.5036e+07	2.03212e+07
P39199	P39199		prmB		6.81279e+06	7.08867e+06	7.41271e+06	6.7371e+06	6.8378e+06	6.49301e+06
P39274	P39274		yjdJ		3.87948e+06	3.65522e+06	3.80817e+06	4.22679e+06	3.79645e+06	2.54829e+06
P39280	P39280		epmB		1.1142e+06	1.20249e+06	1.14326e+06	1.22995e+06	1.18498e+06	1.50033e+06
P39286	P39286		rsgA		2.34167e+06	2.2068e+06	2.31456e+06	2.28764e+06	2.2343e+06	2.13276e+06
P39310	P39310		ytfB		1.60991e+06	1.6163e+06	1.66684e+06	1.66312e+06	1.67627e+06	1.93308e+06
P39315	P39315		qorB		2.99043e+06	2.98723e+06	2.92367e+06	2.93662e+06	3.05293e+06	3.02055e+06
P39321	P39321		tamB		916329	881776	852652	863347	885520	883161
P39325	P39325		ytfQ		1.44519e+06	1.57473e+06	1.7061e+06	1.5256e+06	1.49337e+06	1.66394e+06
