Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0AEM0	P0AEM0		fkpB		1.57871e+06	1.60802e+06	1.68541e+06	1.65793e+06	1.50611e+06	1.58518e+06
P0AEM4	P0AEM4		flgM		1.9147e+06	2.02251e+06	1.98138e+06	2.01876e+06	1.98286e+06	1.97068e+06
P0AEM6	P0AEM6		fliA		2.7176e+06	2.66677e+06	2.66387e+06	2.71361e+06	2.62182e+06	2.66195e+06
P0AEM9	P0AEM9		fliY		7.06621e+06	7.16886e+06	7.07167e+06	6.99516e+06	6.95711e+06	6.96122e+06
P0AEN1	P0AEN1		fre		9.68519e+06	8.9243e+06	9.10393e+06	9.31276e+06	9.05829e+06	9.63167e+06
P0AEN4	P0AEN4		ftsL		1.12953e+06	1.02752e+06	1.10588e+06	985083	1.09734e+06	1.05416e+06
P0AEN8	P0AEN8		fucU		5.71009e+06	5.51657e+06	5.41515e+06	5.6012e+06	5.30745e+06	5.50262e+06
P0AEP3	P0AEP3		galU		5.87443e+07	6.48641e+07	6.49427e+07	5.95126e+07	6.66823e+07	6.00179e+07
P0AEQ3	P0AEQ3		glnH		2.38286e+07	2.42384e+07	2.39352e+07	2.36579e+07	2.4505e+07	2.42582e+07
P0AEQ6	P0AEQ6		glnP		2.71198e+06	2.37161e+06	2.20702e+06	2.45975e+06	2.48691e+06	2.71198e+06
P0AES0	P0AES0		gsp		2.88528e+06	2.99343e+06	3.00852e+06	2.80099e+06	3.10365e+06	3.09798e+06
P0AES2	P0AES2		gudD		1.43072e+06	1.40429e+06	1.39863e+06	1.4596e+06	1.48969e+06	1.42622e+06
P0AES4	P0AES4		gyrA		1.41973e+07	1.42763e+07	1.43429e+07	1.42513e+07	1.40823e+07	1.41732e+07
P0AES6	P0AES6		gyrB		8.64925e+06	8.73212e+06	8.63756e+06	8.62523e+06	8.57131e+06	8.55306e+06
P0AES9	P0AES9		hdeA		7.11415e+06	7.01256e+06	6.93623e+06	7.81665e+06	6.50999e+06	6.71594e+06
P0AET2	P0AET2		hdeB		1.30705e+07	1.44523e+07	1.53954e+07	1.28539e+07	1.5849e+07	1.26775e+07
P0AET8	P0AET8		hdhA		1.29347e+06	1.31379e+06	1.19804e+06	1.29801e+06	1.28458e+06	1.15245e+06
P0AEU0	P0AEU0		hisJ		3.43346e+06	3.58042e+06	3.43797e+06	3.3688e+06	3.43433e+06	3.23252e+06
P0AEU7	P0AEU7		skp		2.41112e+07	2.53231e+07	2.56937e+07	2.47513e+07	2.54363e+07	2.31146e+07
P0AEV4	P0AEV4		hycA		1.32228e+06	898640	713095	745043	1.11302e+06	981532
P0AEV7	P0AEV7		hycH		1.12253e+06	1.11892e+06	1.06042e+06	1.07893e+06	1.01909e+06	845259
P0AEV9	P0AEV9		hycI		279145	401256	407410	334420	436044	264723
P0AEW6	P0AEW6		gsk		2.76928e+06	2.88781e+06	2.71972e+06	2.74215e+06	2.7227e+06	2.76381e+06
P0AEW9	P0AEW9		fruK		1.78006e+07	1.75891e+07	1.74246e+07	1.72552e+07	1.70391e+07	1.72094e+07
P0AEX5	P0AEX5		prkB		1.54172e+06	1.55193e+06	1.71331e+06	1.56366e+06	1.55535e+06	1.4963e+06
P0AEX9	P0AEX9		malE		6.93074e+06	6.80417e+06	6.57314e+06	6.87368e+06	6.89287e+06	7.02485e+06
P0AEY3	P0AEY3		mazG		1.48276e+06	1.54004e+06	1.53022e+06	1.57271e+06	1.53393e+06	1.46354e+06
P0AEY5	P0AEY5		mdaB		1.95645e+06	1.72417e+06	1.86736e+06	1.86269e+06	2.1602e+06	2.13043e+06
P0AEZ3	P0AEZ3		minD		1.64284e+07	1.58862e+07	1.60641e+07	1.60106e+07	1.59938e+07	1.6033e+07
P0AEZ9	P0AEZ9		moaB		9.29148e+06	9.44573e+06	9.32466e+06	9.26053e+06	9.39728e+06	9.29614e+06
P0AF03	P0AF03		mog		1.28944e+07	1.26621e+07	1.28126e+07	1.23703e+07	1.27885e+07	1.25233e+07
P0AF08	P0AF08		mrp		4.60735e+06	4.65906e+06	4.81354e+06	4.79972e+06	4.58023e+06	4.84477e+06
P0AF12	P0AF12		mtnN		2.47578e+07	2.41448e+07	2.50042e+07	2.53163e+07	2.44711e+07	2.44238e+07
P0AF18	P0AF18		nagA		3.63376e+06	3.49656e+06	3.73973e+06	3.54948e+06	3.57865e+06	3.42273e+06
P0AF20	P0AF20		nagC		1.38606e+06	1.2323e+06	1.28915e+06	1.35594e+06	1.3333e+06	1.3306e+06
P0AF24	P0AF24		nagD		1.8906e+06	2.02721e+06	1.99985e+06	1.82628e+06	1.87979e+06	1.84559e+06
P0AF28	P0AF28		narL		6.64132e+06	6.70061e+06	6.77674e+06	6.63538e+06	7.01763e+06	6.78537e+06
P0AF36	P0AF36		zapB		5.85136e+06	6.37969e+06	6.29377e+06	5.98818e+06	6.37564e+06	5.73712e+06
P0AF48	P0AF48		yjbQ		969035	1.16127e+06	1.04e+06	970228	1.03119e+06	1.05759e+06
P0AF50	P0AF50		yjbR		6.38042e+06	6.50512e+06	6.13868e+06	6.38908e+06	6.3913e+06	6.50818e+06
P0AF63	P0AF63		nsrR		1.25653e+06	1.38706e+06	1.2918e+06	1.3022e+06	1.37543e+06	1.22452e+06
P0AF67	P0AF67		yjeE		3.17248e+06	3.35292e+06	3.28757e+06	3.44308e+06	2.91003e+06	3.22914e+06
P0AF70	P0AF70		yjeI		6.46565e+06	1.26204e+07	1.24871e+07	6.47222e+06	1.32645e+07	6.5482e+06
P0AF90	P0AF90		rraB		6.07034e+06	5.9787e+06	5.94447e+06	6.11192e+06	5.80511e+06	6.14536e+06
P0AF93	P0AF93		ridA		1.2651e+08	1.22218e+08	1.23682e+08	1.27208e+08	1.20814e+08	1.25379e+08
P0AF96	P0AF96		tabA		2.71061e+06	2.57392e+06	2.8246e+06	2.66998e+06	2.63894e+06	2.72304e+06
P0AF98	P0AF98		lptF		1.01692e+06	1.09194e+06	1.13498e+06	1.01525e+06	1.04124e+06	1.07245e+06
P0AFA7	P0AFA7		nhaB		315274	347848	357520	376506	241029	414350
P0AFB1	P0AFB1		nlpI		1.52545e+06	1.68988e+06	1.65906e+06	1.5507e+06	1.54038e+06	1.55683e+06
P0AFB5	P0AFB5		glnL		814015	820916	761270	854845	633412	637755
P0AFB8	P0AFB8		glnG		5.1193e+06	5.44337e+06	5.04598e+06	5.00791e+06	5.1608e+06	5.237e+06
P0AFC0	P0AFC0		nudB		498844	416913	523937	454708	500123	559627
P0AFC3	P0AFC3		nuoA		2.22699e+06	2.31959e+06	2.4243e+06	2.36188e+06	2.36218e+06	2.48769e+06
P0AFC7	P0AFC7		nuoB		8.27498e+06	9.60994e+06	9.17335e+06	8.34971e+06	9.93666e+06	8.53397e+06
P0AFD1	P0AFD1		nuoE		5.99685e+06	6.26057e+06	6.30755e+06	6.22366e+06	6.13142e+06	5.96648e+06
P0AFD4	P0AFD4		nuoH		2.65225e+06	2.43841e+06	2.43068e+06	2.49022e+06	2.42298e+06	2.73215e+06
P0AFD6	P0AFD6		nuoI		8.57494e+06	8.64451e+06	8.57865e+06	8.91725e+06	8.82522e+06	8.61461e+06
P0AFF2	P0AFF2		nupC		430649	476046	469859	343197	466347	394173
P0AFF6	P0AFF6		nusA		1.64422e+07	1.72295e+07	1.71253e+07	1.66277e+07	1.71318e+07	1.63668e+07
P0AFG0	P0AFG0		nusG		1.46224e+07	1.56091e+07	1.53998e+07	1.4659e+07	1.5162e+07	1.45864e+07
P0AFG3	P0AFG3		sucA		8.56903e+06	8.65978e+06	8.49168e+06	8.54596e+06	8.6437e+06	8.4338e+06
P0AFG6	P0AFG6		sucB		8.15115e+06	8.31942e+06	8.1025e+06	7.98719e+06	8.32071e+06	7.96071e+06
P0AFG8	P0AFG8		aceE		1.18667e+08	1.18685e+08	1.19059e+08	1.17458e+08	1.18148e+08	1.17746e+08
P0AFH8	P0AFH8		osmY		2.5063e+07	2.41922e+07	2.53745e+07	2.60795e+07	2.46117e+07	2.33128e+07
P0AFI0	P0AFI0		oxc		1.03873e+06	978322	1.00148e+06	1.02137e+06	1.02998e+06	1.09073e+06
P0AFI2	P0AFI2		parC		3.78673e+06	3.86271e+06	3.71259e+06	3.7496e+06	3.59368e+06	3.65744e+06
P0AFI7	P0AFI7		pdxH		7.4496e+06	7.71258e+06	7.67425e+06	7.36272e+06	7.76252e+06	7.29667e+06
P0AFJ1	P0AFJ1		phnA		2.00152e+06	2.07228e+06	2.01963e+06	1.94826e+06	1.93818e+06	1.90927e+06
P0AFJ7	P0AFJ7		pitA		1.69833e+06	1.82068e+06	1.79029e+06	1.78432e+06	1.80383e+06	1.73912e+06
P0AFK0	P0AFK0		pmbA		6.87142e+06	7.26086e+06	7.28039e+06	7.08437e+06	7.30571e+06	6.81637e+06
P0AFK9	P0AFK9		potD		7.67217e+06	7.30494e+06	7.49247e+06	7.60852e+06	7.4519e+06	7.47558e+06
P0AFL3	P0AFL3		ppiA		6.51145e+06	6.27429e+06	6.24948e+06	6.67312e+06	6.20092e+06	6.38511e+06
P0AFL6	P0AFL6		ppx		2.22194e+06	2.15794e+06	2.16691e+06	2.22508e+06	2.13419e+06	2.16163e+06
P0AFM2	P0AFM2		proX		1.46874e+06	1.35346e+06	1.3963e+06	1.31336e+06	1.40717e+06	1.29243e+06
P0AFM6	P0AFM6		pspA		3.59385e+06	3.73224e+06	3.86173e+06	3.65394e+06	3.73678e+06	3.5604e+06
P0AFP4	P0AFP4		ybbO		861634	873983	892668	903278	859072	847403
P0AFP6	P0AFP6		ybgI		6.97924e+06	7.06075e+06	7.20234e+06	6.93051e+06	7.11653e+06	7.08368e+06
P0AFQ7	P0AFQ7		ycfH		5.04371e+06	5.16276e+06	5.05095e+06	5.06848e+06	5.14741e+06	4.88244e+06
P0AFR4	P0AFR4		yciO		6.03935e+06	6.23047e+06	6.336e+06	6.45147e+06	6.10918e+06	6.03014e+06
P0AFU8	P0AFU8		ribC		9.21845e+06	9.32186e+06	9.11707e+06	9.30579e+06	9.07665e+06	9.12052e+06
P0AFW8	P0AFW8		rof		2.96251e+06	2.94171e+06	2.94597e+06	2.90746e+06	2.87356e+06	2.84909e+06
P0AFX0	P0AFX0		hpf		887129	692673	725235	857026	762892	801339
P0AFX4	P0AFX4		rsd		497771	366102	421759	514756	301263	491338
P0AFX7	P0AFX7		rseA		1.63704e+06	1.77903e+06	1.55602e+06	1.67794e+06	1.67799e+06	1.70351e+06
P0AFX9	P0AFX9		rseB		3.04886e+06	2.89139e+06	2.81816e+06	2.90017e+06	2.99709e+06	3.00993e+06
P0AFY8	P0AFY8		seqA		8.88795e+06	9.12657e+06	9.28596e+06	9.0723e+06	9.29868e+06	9.19608e+06
P0AFZ1	P0AFZ1		sseB		2.32105e+06	2.35379e+06	2.39585e+06	2.36622e+06	2.41849e+06	2.32738e+06
P0AFZ3	P0AFZ3		sspB		1.21942e+07	1.19402e+07	1.2009e+07	1.21034e+07	1.24272e+07	1.20606e+07
P0AG00	P0AG00		wzzE		3.14273e+06	3.27777e+06	3.06764e+06	3.25103e+06	3.10249e+06	3.22508e+06
P0AG07	P0AG07		rpe		1.14185e+07	1.16368e+07	1.21295e+07	1.11933e+07	1.23024e+07	1.13688e+07
P0AG14	P0AG14		sohB		2.17699e+06	2.11271e+06	2.03467e+06	2.08758e+06	2.20382e+06	2.19632e+06
P0AG16	P0AG16		purF		878115	887339	830310	896036	905853	858979
P0AG18	P0AG18		purE		1.19283e+06	1.13092e+06	1.14568e+06	1.17331e+06	1.24386e+06	1.21654e+06
P0AG20	P0AG20		relA		1.458e+06	1.5534e+06	1.62658e+06	1.60613e+06	1.54957e+06	1.56239e+06
P0AG24	P0AG24		spoT		899978	947635	945037	951210	946419	962842
P0AG27	P0AG27		yibN		1.63225e+07	1.60547e+07	1.59558e+07	1.5241e+07	1.60774e+07	1.58548e+07
P0AG30	P0AG30		rho		3.2724e+07	3.25327e+07	3.27919e+07	3.27115e+07	3.33872e+07	3.28482e+07
P0AG40	P0AG40		ribF		2.40626e+06	2.31932e+06	2.42906e+06	2.37861e+06	2.38915e+06	2.35481e+06
P0AG44	P0AG44		rplQ		2.26376e+08	2.91638e+08	2.73828e+08	2.30155e+08	2.75158e+08	2.23499e+08
P0AG48	P0AG48		rplU		7.19276e+07	7.06407e+07	7.08923e+07	7.15492e+07	6.96784e+07	7.06772e+07
P0AG51	P0AG51		rpmD		5.95642e+07	6.09637e+07	6.16063e+07	6.02001e+07	5.98809e+07	5.86746e+07
P0AG55	P0AG55		rplF		2.03787e+08	2.07094e+08	2.07215e+08	2.01552e+08	2.04918e+08	1.98116e+08
P0AG59	P0AG59		rpsN		2.52889e+07	2.57973e+07	2.57691e+07	2.49547e+07	2.55119e+07	2.50073e+07
P0AG63	P0AG63		rpsQ		2.46681e+08	2.6365e+08	2.66134e+08	2.5825e+08	2.72219e+08	2.51133e+08
P0AG67	P0AG67		rpsA		3.17546e+08	3.32004e+08	3.31763e+08	3.24033e+08	3.32604e+08	3.21529e+08
P0AG82	P0AG82		pstS		2.62606e+06	2.68209e+06	2.65973e+06	2.64133e+06	2.63305e+06	2.65399e+06
P0AG86	P0AG86		secB		1.64618e+07	1.73967e+07	1.7542e+07	1.59636e+07	1.82063e+07	1.70262e+07
P0AG90	P0AG90		secD		2.34176e+07	2.29254e+07	2.32084e+07	2.35468e+07	2.35849e+07	2.36335e+07
P0AG93	P0AG93		secF		1.35138e+06	1.3406e+06	1.37283e+06	1.37796e+06	1.20231e+06	1.20608e+06
P0AG96	P0AG96		secE		1.53931e+06	1.53237e+06	1.5207e+06	1.49444e+06	1.52186e+06	1.7131e+06
P0AG99	P0AG99		secG		6.03261e+06	5.90846e+06	6.02705e+06	6.02878e+06	5.94886e+06	5.83139e+06
P0AGA2	P0AGA2		secY		4.11958e+06	3.94684e+06	4.04387e+06	4.06529e+06	4.06325e+06	4.07446e+06
P0AGB0	P0AGB0		serB		4.27108e+06	4.53088e+06	4.7817e+06	4.57411e+06	4.47709e+06	4.42128e+06
P0AGB6	P0AGB6		rpoE		3.62321e+06	3.51292e+06	3.46607e+06	3.66327e+06	3.38409e+06	3.63834e+06
P0AGC3	P0AGC3		slt		1.25654e+06	1.24184e+06	1.21213e+06	1.22216e+06	1.22002e+06	1.21109e+06
P0AGD1	P0AGD1		sodC		845821	773766	830826	837159	803322	742832
P0AGD3	P0AGD3		sodB		8.06354e+07	7.81914e+07	8.02768e+07	8.46415e+07	8.01371e+07	8.38844e+07
P0AGD7	P0AGD7		ffh		4.72514e+06	4.7028e+06	4.71624e+06	4.68457e+06	4.74149e+06	4.73532e+06
P0AGE0	P0AGE0		ssb		1.92536e+07	1.93107e+07	1.94336e+07	1.93207e+07	1.99158e+07	1.96969e+07
P0AGE6	P0AGE6		yieF		1.0237e+07	1.02804e+07	1.00985e+07	9.78848e+06	9.85411e+06	9.82077e+06
P0AGE9	P0AGE9		sucD		7.15395e+06	7.08064e+06	6.9453e+06	7.17089e+06	6.96947e+06	6.98528e+06
P0AGF2	P0AGF2		ygdK		637602	614528	590543	565092	581162	586170
P0AGG0	P0AGG0		thiL		3.71102e+06	3.49349e+06	3.28986e+06	3.44644e+06	3.67895e+06	3.30618e+06
P0AGG2	P0AGG2		tesB		1.27604e+06	1.136e+06	1.1951e+06	1.20028e+06	1.38569e+06	1.26529e+06
P0AGG4	P0AGG4		trxC		3.64296e+06	3.49387e+06	3.50825e+06	3.70549e+06	3.79353e+06	3.7468e+06
P0AGG8	P0AGG8		tldD		3.05567e+06	2.9671e+06	3.08506e+06	3.04348e+06	3.17405e+06	3.07814e+06
P0AGI8	P0AGI8		trkA		1.44123e+06	1.26995e+06	1.37269e+06	1.44352e+06	1.33388e+06	1.38299e+06
P0AGJ2	P0AGJ2		trmH		1.54199e+06	1.51687e+06	1.54999e+06	1.51555e+06	1.58168e+06	1.63295e+06
P0AGJ5	P0AGJ5		yfiF		1.22013e+07	1.24637e+07	1.26193e+07	1.22181e+07	1.26154e+07	1.20347e+07
P0AGJ7	P0AGJ7		trmL		2.35826e+06	2.27872e+06	2.40856e+06	2.25004e+06	2.27238e+06	2.34141e+06
P0AGJ9	P0AGJ9		tyrS		1.60776e+07	1.66092e+07	1.66681e+07	1.64671e+07	1.63292e+07	1.63029e+07
P0AGK4	P0AGK4		yhbY		1.5962e+07	1.49131e+07	1.44632e+07	1.52034e+07	1.47238e+07	1.56292e+07
P0AGK8	P0AGK8		iscR		2.25506e+06	2.09263e+06	2.39111e+06	2.04431e+06	2.19527e+06	2.22362e+06
P0AGL2	P0AGL2		tdcF		1.05521e+06	846115	851123	886074	956775	1.08942e+06
P0AGL7	P0AGL7		rsmE		4.02507e+06	3.92571e+06	3.85019e+06	4.0836e+06	4.03504e+06	4.02826e+06
P0AGM5	P0AGM5		sirB1		353065	378716	417174	374954	394103	361258
P0C018	P0C018		rplR		3.31963e+07	3.52393e+07	3.48475e+07	3.50734e+07	3.53931e+07	3.14605e+07
P0C037	P0C037		yaiE		1.03367e+07	1.01593e+07	1.03688e+07	1.04331e+07	1.04197e+07	1.07976e+07
P0C054	P0C054		ibpA		4.79544e+06	4.57986e+06	4.73465e+06	4.52267e+06	4.61259e+06	4.5534e+06
P0C093	P0C093		slmA		3.38623e+06	3.40964e+06	3.4647e+06	3.3231e+06	3.56993e+06	3.34506e+06
P0C0K3	P0C0K3		rdoA		984264	922661	964337	968427	982513	983400
P0C0L2	P0C0L2		osmC		5.7341e+06	5.78996e+06	6.0434e+06	6.15221e+06	5.99932e+06	5.86411e+06
P0C0L7	P0C0L7		proP		2.38695e+06	2.41934e+06	2.32045e+06	2.39023e+06	2.31373e+06	2.30748e+06
P0C0L9	P0C0L9		iscX		1.69835e+06	1.64063e+06	1.60172e+06	1.44109e+06	1.6389e+06	1.72292e+06
P0C0R7	P0C0R7		rlmE		4.18821e+06	4.10406e+06	4.11741e+06	4.01847e+06	4.07039e+06	4.10166e+06
P0C0S1	P0C0S1		mscS		8.72216e+06	8.11893e+06	8.32455e+06	8.66231e+06	8.30291e+06	8.51427e+06
P0C0V0	P0C0V0		degP		1.47192e+07	1.47607e+07	1.44982e+07	1.50681e+07	1.45756e+07	1.47322e+07
P0C960	P0C960		emtA			65576.6				23974.1
P0CB39	P0CB39		eptC		2.61966e+06	2.36145e+06	2.29005e+06	2.36142e+06	2.14562e+06	2.31843e+06
P0CE47	P0CE47		tufA		1.27021e+09	1.33516e+09	1.32546e+09	1.27968e+09	1.32125e+09	1.2847e+09
P0CG19	P0CG19		rph		6.7616e+06	6.88038e+06	7.06602e+06	7.05986e+06	7.13395e+06	6.87003e+06
P0CK95	P0CK95		yghJ		4.88015e+06	4.99851e+06	5.04328e+06	4.89522e+06	5.03221e+06	5.02799e+06
P10100	P10100		rlpA		3.42964e+06	3.46356e+06	3.55938e+06	3.31556e+06	3.49053e+06	3.38081e+06
P10121	P10121		ftsY		5.46956e+06	5.61489e+06	5.60489e+06	5.53844e+06	5.7326e+06	5.54119e+06
P10346	P10346		glnQ		2.2399e+06	2.37813e+06	2.29194e+06	2.37856e+06	2.26546e+06	2.33511e+06
P10371	P10371		hisA		2.9626e+06	2.90865e+06	3.02769e+06	2.92864e+06	3.21227e+06	2.8758e+06
P10384	P10384		fadL		1.00849e+07	9.91713e+06	1.01925e+07	1.03903e+07	9.91614e+06	1.01364e+07
P10408	P10408		secA		7.21433e+06	7.31957e+06	7.29884e+06	7.28943e+06	7.47042e+06	7.41163e+06
P10441	P10441		lpxB		1.05444e+06	1.12494e+06	1.0565e+06	1.0801e+06	1.05929e+06	1.1433e+06
P10903	P10903		narK		2.19415e+06	2.31459e+06	2.29456e+06	2.29246e+06	2.03665e+06	2.1264e+06
P11349	P11349		narH		3.60512e+06	3.57061e+06	3.7312e+06	3.70831e+06	3.65439e+06	3.5581e+06
P11447	P11447		argH		1.83836e+06	1.93799e+06	2.05831e+06	1.91019e+06	1.96035e+06	2.01615e+06
P11557	P11557		damX		7.87432e+06	8.14651e+06	8.20215e+06	8.13935e+06	8.15961e+06	8.07902e+06
P11875	P11875		argS		1.34169e+07	1.3563e+07	1.34078e+07	1.35646e+07	1.34291e+07	1.32976e+07
P11880	P11880		murF		5.39377e+06	5.75007e+06	5.83253e+06	5.43276e+06	5.72987e+06	5.64078e+06
P12008	P12008		aroC		3.54041e+06	3.68186e+06	3.53098e+06	3.91793e+06	3.67107e+06	3.45572e+06
P12281	P12281		moeA		5.73086e+06	5.90559e+06	5.57215e+06	5.75967e+06	5.91763e+06	5.52594e+06
P12282	P12282		moeB		3.14225e+06	3.27282e+06	2.9598e+06	3.15447e+06	3.3003e+06	3.036e+06
P12295	P12295		ung		1.98791e+06	1.90121e+06	1.93766e+06	1.97168e+06	2.03432e+06	1.89601e+06
P12758	P12758		udp		2.7721e+07	2.79684e+07	2.84056e+07	2.80651e+07	2.81906e+07	2.71398e+07
P12994	P12994		ybhB		498171	658783	676647	354440	681417	590529
P13001	P13001		bioH		414349	342153	463903	390012	453903	469032
P13009	P13009		metH		2.41426e+06	2.4471e+06	2.48701e+06	2.43233e+06	2.42344e+06	2.3245e+06
P13016	P13016		ampD		1.5255e+06	1.70422e+06	1.73617e+06	1.58292e+06	1.60791e+06	1.66988e+06
P13024	P13024		fdhE		3.66454e+06	3.78858e+06	3.87233e+06	3.7443e+06	3.83503e+06	3.74802e+06
P13029	P13029		katG		3.94352e+07	4.05367e+07	4.00549e+07	3.95003e+07	4.0016e+07	4.01714e+07
P13033	P13033		glpB		1.26408e+06	1.23316e+06	1.2062e+06	1.32746e+06	1.27655e+06	1.28615e+06
P13035	P13035		glpD		4.38054e+06	4.3793e+06	4.38947e+06	4.41271e+06	4.27199e+06	4.27433e+06
P13445	P13445		rpoS		4.84144e+06	4.74484e+06	4.82669e+06	4.78266e+06	4.79588e+06	4.98626e+06
P13458	P13458		sbcC		256050	263378	224018	252092	193127	217690
P13979	P13979		traT		3.65058e+06	3.61497e+06	3.57809e+06	3.52696e+06	3.63089e+06	3.57297e+06
P14081	P14081		selB		2.42294e+06	2.40514e+06	2.08771e+06	2.1293e+06	2.04112e+06	2.07112e+06
P14175	P14175		proV		833502	855315	899149	823444	881766	777822
P14407	P14407		fumB		1.28087e+07	1.31934e+07	1.32508e+07	1.29558e+07	1.32727e+07	1.28638e+07
P14900	P14900		murD		2.81636e+06	2.92871e+06	2.92496e+06	2.47679e+06	2.9456e+06	2.66102e+06
P15034	P15034		pepP		3.6865e+06	3.80954e+06	3.69965e+06	3.61847e+06	3.76084e+06	3.78785e+06
P15042	P15042		ligA		7.29929e+06	7.10062e+06	7.17716e+06	7.32349e+06	7.28026e+06	7.16766e+06
P15047	P15047		entA		79022.9		43397.7	136790	115153	
P15067	P15067		glgX		2.92945e+06	3.06031e+06	2.74812e+06	2.79553e+06	2.89787e+06	2.97769e+06
P15070	P15070		fliN		4.65437e+06	4.00531e+06	4.50824e+06	4.55759e+06	4.25686e+06	4.95216e+06
P15082	P15082		srlR		885741	896792	931615	870250	893227	850142
P15254	P15254		purL		3.04492e+06	3.00339e+06	3.02746e+06	3.00308e+06	3.02291e+06	3.1086e+06
P15288	P15288		pepD		2.0421e+07	2.08905e+07	2.05824e+07	2.05439e+07	2.08778e+07	2.03115e+07
P15639	P15639		purH		5.49141e+06	5.44764e+06	5.3174e+06	5.44209e+06	5.277e+06	5.28795e+06
P15640	P15640		purD		2.14041e+06	2.16418e+06	2.11929e+06	2.18502e+06	2.09927e+06	2.12646e+06
P15770	P15770		aroE		4.03699e+06	4.43127e+06	4.37083e+06	4.35614e+06	4.44217e+06	4.27745e+06
P15977	P15977		malQ		3.42089e+06	3.39823e+06	3.3321e+06	3.34744e+06	3.50055e+06	3.45879e+06
P16095	P16095		sdaA		2.16749e+06	1.91491e+06	1.8702e+06	2.05975e+06	1.91299e+06	1.92926e+06
P16384	P16384		miaA		2.19222e+06	2.1406e+06	2.29919e+06	2.19178e+06	2.13228e+06	2.21665e+06
P16431	P16431		hycE		2.89308e+06	2.81561e+06	2.83741e+06	2.82465e+06	2.80323e+06	2.76454e+06
P16433	P16433		hycG		733543	692000	817460	757761	778987	837032
P16456	P16456		selD		5.54326e+06	5.48418e+06	5.46972e+06	5.48936e+06	5.43903e+06	5.45031e+06
P16528	P16528		iclR		1.68664e+06	1.68357e+06	1.66736e+06	1.58575e+06	1.59863e+06	1.64885e+06
P16659	P16659		proS		1.00259e+07	1.0475e+07	1.04003e+07	1.03251e+07	1.05989e+07	1.0338e+07
P16676	P16676		cysA		759979	753428	719231	720143	760953	790211
P16681	P16681		phnB		452351	533793	535532	542506	514702	509874
P16700	P16700		cysP		7.84138e+06	7.9436e+06	7.80758e+06	7.72509e+06	7.58669e+06	7.6122e+06
P16703	P16703		cysM		3.39932e+06	3.66866e+06	3.66204e+06	3.60724e+06	3.63435e+06	3.58843e+06
P16926	P16926		mreC		998907	894277	937981	950671	1.05929e+06	1.03555e+06
P17109	P17109		menD		1.82035e+06	1.70788e+06	1.64478e+06	1.82366e+06	1.74183e+06	1.79711e+06
P17115	P17115		gutQ		2.20453e+06	2.16317e+06	2.18081e+06	2.13079e+06	2.24413e+06	2.2469e+06
P17117	P17117		nfsA		4.41558e+06	4.59279e+06	4.51848e+06	4.6493e+06	4.25893e+06	4.32872e+06
P17169	P17169		glmS		4.20729e+07	4.26809e+07	4.30639e+07	4.20587e+07	4.29961e+07	4.16611e+07
P17315	P17315		cirA		2.27964e+06	2.25861e+06	2.31221e+06	2.13402e+06	2.25939e+06	2.13547e+06
P17443	P17443		murG		2.91186e+06	2.9573e+06	2.94588e+06	2.96079e+06	2.9858e+06	2.80191e+06
P17445	P17445		betB		724933	692570	720936	669413	614243	702585
P17846	P17846		cysI		5.51343e+06	5.56292e+06	5.73057e+06	5.65692e+06	5.66942e+06	5.51998e+06
P17854	P17854		cysH		6.59006e+06	6.83674e+06	6.65239e+06	6.72197e+06	6.52522e+06	6.39548e+06
P17952	P17952		murC		1.83369e+06	1.9315e+06	1.91061e+06	1.88267e+06	1.78399e+06	1.85182e+06
P17993	P17993		ubiG		2.90147e+06	3.07653e+06	3.08163e+06	2.85388e+06	3.2185e+06	3.03896e+06
P18133	P18133		pncB		1.48171e+06	1.53753e+06	1.52726e+06	1.60036e+06	1.51485e+06	1.55459e+06
P18196	P18196		minC		2.41171e+06	2.5531e+06	2.51687e+06	2.44769e+06	2.5296e+06	2.37905e+06
P18390	P18390		yjjA		1.20358e+06	1.20487e+06	1.19891e+06	1.30726e+06	1.2723e+06	1.11741e+06
P18775	P18775		dmsA		8.85167e+06	9.01954e+06	9.02461e+06	8.78691e+06	8.83548e+06	8.43762e+06
P18776	P18776		dmsB		2.23728e+06	2.19262e+06	2.39131e+06	2.11963e+06	2.23334e+06	2.26715e+06
P18843	P18843		nadE		1.04592e+07	1.06554e+07	1.07443e+07	1.04857e+07	1.07023e+07	1.04983e+07
P19624	P19624		pdxA		357850	340449	361259	336714	408880	427757
P19926	P19926		agp		2.86078e+06	2.85069e+06	2.87511e+06	2.91944e+06	2.92857e+06	2.92107e+06
