Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0AG82	P0AG82		pstS		2.99015e+06	2.99656e+06	3.01167e+06	2.96553e+06	3.01422e+06	2.97094e+06
P0AG86	P0AG86		secB		1.62889e+07	1.74247e+07	1.73876e+07	1.59902e+07	1.84314e+07	1.69663e+07
P0AG90	P0AG90		secD		2.29055e+07	2.20289e+07	2.23715e+07	2.29988e+07	2.25583e+07	2.30497e+07
P0AG93	P0AG93		secF		1.4363e+06	1.28374e+06	1.35715e+06	1.39362e+06	1.29598e+06	1.27478e+06
P0AG96	P0AG96		secE		1.55151e+06	1.51684e+06	1.52861e+06	1.53927e+06	1.52332e+06	1.72902e+06
P0AG99	P0AG99		secG		6.06857e+06	5.84183e+06	6.15471e+06	5.81586e+06	5.96212e+06	5.85096e+06
P0AGA2	P0AGA2		secY		4.04556e+06	4.03418e+06	4.05139e+06	4.08202e+06	4.0726e+06	3.98087e+06
P0AGB0	P0AGB0		serB		2.39016e+06	2.34355e+06	2.4337e+06	2.39964e+06	2.20001e+06	2.38382e+06
P0AGB6	P0AGB6		rpoE		3.62104e+06	3.5889e+06	3.49295e+06	3.68775e+06	3.40687e+06	3.5889e+06
P0AGC0	P0AGC0		uhpT		556685	555552	583165	520199	639801	513667
P0AGC3	P0AGC3		slt		1.30884e+06	1.22845e+06	1.24523e+06	1.29677e+06	1.25754e+06	1.28919e+06
P0AGD1	P0AGD1		sodC		858461	844516	856191	795569	832416	760957
P0AGD3	P0AGD3		sodB		8.03027e+07	7.96272e+07	7.99799e+07	8.29341e+07	8.16753e+07	8.32866e+07
P0AGD7	P0AGD7		ffh		4.79212e+06	4.72287e+06	4.68031e+06	4.64662e+06	4.77598e+06	4.74373e+06
P0AGE0	P0AGE0		ssb		3.15059e+07	3.12766e+07	3.15577e+07	3.1543e+07	3.23545e+07	3.17669e+07
P0AGE6	P0AGE6		yieF		1.00638e+07	1.01716e+07	1.00016e+07	9.82634e+06	1.03753e+07	9.66905e+06
P0AGE9	P0AGE9		sucD		7.09206e+06	7.09872e+06	7.04877e+06	7.08673e+06	6.98062e+06	7.00086e+06
P0AGF2	P0AGF2		ygdK		3.61053e+06	3.42023e+06	3.78813e+06	4.16593e+06	3.61736e+06	3.42609e+06
P0AGF6	P0AGF6		tdcB		819877	771647	750622	883752	769901	749935
P0AGG0	P0AGG0		thiL		3.82103e+06	3.55881e+06	3.45673e+06	3.45504e+06	3.63789e+06	3.2637e+06
P0AGG2	P0AGG2		tesB		1.67595e+06	1.64108e+06	1.64252e+06	1.64358e+06	1.76368e+06	1.60992e+06
P0AGG4	P0AGG4		trxC		7.64991e+06	7.47237e+06	7.65849e+06	7.27377e+06	8.07489e+06	7.80097e+06
P0AGG8	P0AGG8		tldD		3.28904e+06	3.2574e+06	3.29393e+06	3.2944e+06	3.3372e+06	3.07261e+06
P0AGI8	P0AGI8		trkA		1.39282e+06	1.32081e+06	1.39432e+06	1.3802e+06	1.33008e+06	1.35088e+06
P0AGJ2	P0AGJ2		trmH		1.59844e+06	1.55586e+06	1.58488e+06	1.61308e+06	1.58964e+06	1.59894e+06
P0AGJ5	P0AGJ5		yfiF		1.2134e+07	1.24261e+07	1.25801e+07	1.21692e+07	1.23752e+07	1.19416e+07
P0AGJ7	P0AGJ7		trmL		3.05962e+06	2.98592e+06	3.14932e+06	2.95799e+06	3.03602e+06	3.10201e+06
P0AGJ9	P0AGJ9		tyrS		1.60475e+07	1.65047e+07	1.64619e+07	1.65318e+07	1.64623e+07	1.65011e+07
P0AGK4	P0AGK4		yhbY		1.57259e+07	1.44193e+07	1.45438e+07	1.55742e+07	1.49416e+07	1.5575e+07
P0AGK8	P0AGK8		iscR		2.28475e+06	2.10044e+06	2.23972e+06	2.14029e+06	2.25825e+06	2.27191e+06
P0AGL2	P0AGL2		tdcF		1.07266e+06	848058	858128	944754	983537	1.10048e+06
P0AGL5	P0AGL5		ratA		733289	772206	735026	731796	679179	756295
P0AGL7	P0AGL7		rsmE		3.91852e+06	3.8547e+06	4.06713e+06	4.16586e+06	4.0277e+06	4.00133e+06
P0AGM5	P0AGM5		sirB1		307340	369161	357051	366421	343030	362826
P0C018	P0C018		rplR		3.32061e+07	3.56223e+07	3.47225e+07	3.55589e+07	3.48721e+07	3.16239e+07
P0C037	P0C037		yaiE		9.94053e+06	1.1742e+07	1.23121e+07	1.07569e+07	1.1899e+07	1.11112e+07
P0C054	P0C054		ibpA		4.71998e+06	4.65277e+06	4.77445e+06	4.58674e+06	4.64342e+06	4.51558e+06
P0C058	P0C058		ibpB		956695	843543	908261	736099	993933	929329
P0C093	P0C093		slmA		3.51469e+06	3.41648e+06	3.40167e+06	3.34997e+06	3.45715e+06	3.40961e+06
P0C0K3	P0C0K3		rdoA		2.16746e+06	2.21609e+06	2.21035e+06	2.17526e+06	2.23104e+06	2.21826e+06
P0C0L2	P0C0L2		osmC		5.86514e+06	5.99791e+06	6.03844e+06	6.25989e+06	6.09665e+06	6.12014e+06
P0C0L7	P0C0L7		proP		2.63061e+06	2.65062e+06	2.63087e+06	2.5754e+06	2.54084e+06	2.5156e+06
P0C0L9	P0C0L9		iscX		1.72568e+06	1.62586e+06	1.59972e+06	1.63926e+06	1.64524e+06	1.7391e+06
P0C0R7	P0C0R7		rlmE		4.07402e+06	3.99821e+06	4.01922e+06	3.97852e+06	3.90957e+06	3.95577e+06
P0C0S1	P0C0S1		mscS		9.18281e+06	8.67673e+06	8.92835e+06	9.15255e+06	8.88087e+06	9.01592e+06
P0C0V0	P0C0V0		degP		1.50621e+07	1.48289e+07	1.48076e+07	1.55015e+07	1.50997e+07	1.49294e+07
P0C960	P0C960		emtA			48088.2				23478.5
P0CB39	P0CB39		eptC		2.27898e+06	2.18698e+06	2.18446e+06	2.16644e+06	2.20498e+06	2.29931e+06
P0CE47	P0CE47		tufA		1.28111e+09	1.34924e+09	1.33238e+09	1.27784e+09	1.3282e+09	1.29522e+09
P0CG19	P0CG19		rph		6.71441e+06	6.80613e+06	6.94755e+06	6.97818e+06	7.19304e+06	6.90831e+06
P0CK95	P0CK95		yghJ		4.88502e+06	5.01942e+06	5.00591e+06	4.85236e+06	5.03448e+06	4.99807e+06
P10100	P10100		rlpA		3.44971e+06	3.44809e+06	3.4457e+06	3.36149e+06	3.49137e+06	3.38369e+06
P10121	P10121		ftsY		4.66673e+07	4.56975e+07	4.66047e+07	4.69487e+07	4.61535e+07	4.79512e+07
P10346	P10346		glnQ		2.20788e+06	2.34484e+06	2.38637e+06	2.17283e+06	2.34372e+06	2.4526e+06
P10371	P10371		hisA		2.79722e+06	3.05329e+06	3.12526e+06	2.92376e+06	3.13614e+06	2.89473e+06
P10378	P10378		entE		506350	459030	425127	446393	472886	482097
P10384	P10384		fadL		1.24111e+07	1.22639e+07	1.23675e+07	1.26305e+07	1.21318e+07	1.25762e+07
P10408	P10408		secA		7.30852e+06	7.43376e+06	7.42e+06	7.24802e+06	7.43378e+06	7.34216e+06
P10441	P10441		lpxB		1.03402e+06	1.10656e+06	1.05113e+06	1.16062e+06	1.11941e+06	1.15486e+06
P10443	P10443		dnaE		1.41287e+06	1.37512e+06	1.37161e+06	1.57228e+06	1.30412e+06	1.43745e+06
P10903	P10903		narK		2.44199e+06	2.51711e+06	2.40852e+06	2.513e+06	2.31906e+06	2.33176e+06
P10908	P10908		ugpQ		423513	418941	395875	449698	447215	404704
P11349	P11349		narH		3.59834e+06	3.63507e+06	3.69602e+06	3.64222e+06	3.65519e+06	3.77212e+06
P11447	P11447		argH		1.87217e+06	1.96187e+06	1.97294e+06	1.95546e+06	2.02662e+06	1.97326e+06
P11557	P11557		damX		8.22547e+06	8.17588e+06	8.1681e+06	8.18845e+06	8.02082e+06	8.10561e+06
P11875	P11875		argS		1.36245e+07	1.36357e+07	1.35015e+07	1.34626e+07	1.34152e+07	1.31395e+07
P11880	P11880		murF		5.68941e+06	5.39473e+06	5.81562e+06	5.6349e+06	5.9699e+06	5.36444e+06
P12008	P12008		aroC		3.55816e+06	3.70289e+06	3.46694e+06	3.81448e+06	3.63791e+06	3.64025e+06
P12281	P12281		moeA		5.77236e+06	6.08444e+06	5.64923e+06	6.00287e+06	5.89894e+06	5.72663e+06
P12282	P12282		moeB		3.68886e+06	3.21922e+06	3.66344e+06	3.2212e+06	3.87688e+06	3.5214e+06
P12295	P12295		ung		1.93552e+06	1.9571e+06	1.97801e+06	1.99805e+06	1.95322e+06	1.92282e+06
P12758	P12758		udp		2.79077e+07	2.76772e+07	2.83176e+07	2.84654e+07	2.80372e+07	2.69657e+07
P12994	P12994		ybhB		1.14431e+06	1.34079e+06	1.17639e+06	1.16091e+06	1.27939e+06	1.05042e+06
P13001	P13001		bioH		1.24842e+06	1.11068e+06	1.212e+06	1.23935e+06	1.20797e+06	1.3193e+06
P13009	P13009		metH		2.41296e+06	2.42439e+06	2.46084e+06	2.39283e+06	2.42987e+06	2.34522e+06
P13016	P13016		ampD		1.61491e+06	1.73009e+06	1.78105e+06	1.60624e+06	1.74859e+06	1.74391e+06
P13024	P13024		fdhE		3.91371e+06	4.21715e+06	4.08708e+06	4.10411e+06	4.01894e+06	3.95429e+06
P13029	P13029		katG		3.47869e+07	3.57871e+07	3.54554e+07	3.50272e+07	3.53643e+07	3.56221e+07
P13033	P13033		glpB		995537	1.16175e+06	1.03932e+06	1.04321e+06	1.11831e+06	1.01959e+06
P13035	P13035		glpD		4.39874e+06	4.52757e+06	4.50263e+06	4.41728e+06	4.35636e+06	4.25641e+06
P13445	P13445		rpoS		4.79254e+06	4.85574e+06	4.78996e+06	4.84371e+06	4.75284e+06	4.96391e+06
P13458	P13458		sbcC		457076	335574	395880	430856	363042	399547
P13656	P13656		chiA		278046	247313	249117	225788	232936	285063
P13979	P13979		traT		3.50151e+06	3.67062e+06	3.65346e+06	3.61348e+06	3.63027e+06	3.61602e+06
P14081	P14081		selB		2.55277e+06	2.57312e+06	2.39117e+06	2.51545e+06	2.47513e+06	2.43143e+06
P14175	P14175		proV		1.18155e+06	1.25721e+06	1.30183e+06	1.25072e+06	1.25502e+06	1.18085e+06
P14294	P14294		topB		361631	325308	268620	333730	355925	362569
P14407	P14407		fumB		1.55255e+07	1.61832e+07	1.60325e+07	1.59736e+07	1.6054e+07	1.56467e+07
P14900	P14900		murD		3.79429e+06	3.8567e+06	3.85563e+06	3.52696e+06	3.88195e+06	3.75164e+06
P15005	P15005		mcrB		666727	651102	636704	598463	587988	660642
P15034	P15034		pepP		3.73222e+06	3.73127e+06	3.72154e+06	3.71265e+06	3.80848e+06	3.57292e+06
P15042	P15042		ligA		6.92436e+06	7.0521e+06	7.09031e+06	6.99498e+06	7.01873e+06	6.96187e+06
P15047	P15047		entA		447202	556838	479419	494910	495075	494136
P15067	P15067		glgX		1.9802e+06	2.00736e+06	1.83427e+06	1.83266e+06	1.89173e+06	1.9972e+06
P15070	P15070		fliN		4.70417e+06	4.17792e+06	4.4975e+06	4.59349e+06	4.26387e+06	4.95081e+06
P15082	P15082		srlR		698391	731483	710203	669769	660727	703338
P15254	P15254		purL		3.09394e+06	3.00127e+06	2.98871e+06	3.05776e+06	2.98058e+06	3.12612e+06
P15286	P15286		flk		532729	584107	506719	508880	554778	466613
P15288	P15288		pepD		2.02575e+07	2.08551e+07	2.08092e+07	2.02875e+07	2.10578e+07	1.98972e+07
P15639	P15639		purH		4.3854e+06	4.33029e+06	4.33389e+06	4.35516e+06	4.45141e+06	4.30443e+06
P15640	P15640		purD		2.39371e+06	2.42059e+06	2.41855e+06	2.23088e+06	2.45484e+06	2.30966e+06
P15770	P15770		aroE		4.34822e+06	4.36866e+06	4.09057e+06	4.59384e+06	4.24132e+06	4.14352e+06
P15877	P15877		gcd		438636	386895	330499	353167	410262	372387
P15977	P15977		malQ		3.40227e+06	3.2587e+06	3.36596e+06	3.4125e+06	3.40913e+06	3.67314e+06
P16095	P16095		sdaA		5.24955e+06	5.29566e+06	5.21047e+06	5.43434e+06	5.72272e+06	5.21117e+06
P16384	P16384		miaA		2.14047e+06	2.22171e+06	2.24531e+06	2.18921e+06	2.1435e+06	2.2412e+06
P16431	P16431		hycE		3.18305e+06	3.1101e+06	3.14982e+06	3.21477e+06	3.16952e+06	3.13661e+06
P16432	P16432		hycF		410860	345242	375561	386367	389234	388210
P16433	P16433		hycG		1.18797e+06	1.11734e+06	1.18235e+06	1.12447e+06	1.22081e+06	1.32961e+06
P16456	P16456		selD		6.53751e+06	6.50139e+06	6.35691e+06	6.42377e+06	6.37525e+06	6.31543e+06
P16528	P16528		iclR		1.83177e+06	1.81829e+06	1.70542e+06	1.80225e+06	1.81869e+06	1.83074e+06
P16659	P16659		proS		1.01486e+07	1.04984e+07	1.047e+07	1.02403e+07	1.06849e+07	1.03913e+07
P16676	P16676		cysA		831193	731136	757945	767047	842438	785831
P16700	P16700		cysP		6.35203e+06	6.74685e+06	6.69912e+06	6.48277e+06	6.42792e+06	6.28671e+06
P16703	P16703		cysM		3.30395e+06	3.73847e+06	3.68025e+06	3.66893e+06	3.66049e+06	3.49827e+06
P16926	P16926		mreC		1.28123e+06	1.14307e+06	1.25629e+06	1.1949e+06	1.20831e+06	1.1846e+06
P17109	P17109		menD		1.81709e+06	1.73747e+06	1.73468e+06	1.84526e+06	1.82516e+06	1.83386e+06
P17115	P17115		gutQ		2.22481e+06	2.16663e+06	2.19314e+06	2.17427e+06	2.16402e+06	2.23655e+06
P17117	P17117		nfsA		4.21958e+06	4.57745e+06	4.49153e+06	4.60467e+06	4.31339e+06	4.5477e+06
P17169	P17169		glmS		4.20989e+07	4.21246e+07	4.25641e+07	4.19098e+07	4.30732e+07	4.18746e+07
P17315	P17315		cirA		2.28485e+06	2.27209e+06	2.24124e+06	2.33023e+06	2.20377e+06	2.2499e+06
P17443	P17443		murG		2.94737e+06	2.83787e+06	2.99293e+06	2.91266e+06	2.99813e+06	2.90876e+06
P17445	P17445		betB		700227	707260	675694	579648	645736	653093
P17846	P17846		cysI		5.5418e+06	5.62729e+06	5.70435e+06	5.59464e+06	5.62939e+06	5.53868e+06
P17854	P17854		cysH		6.58637e+06	6.82574e+06	6.62469e+06	6.53865e+06	6.69283e+06	6.6517e+06
P17952	P17952		murC		6.14459e+06	6.59606e+06	6.60234e+06	6.61801e+06	6.28544e+06	6.06372e+06
P17993	P17993		ubiG		3.95998e+06	4.26599e+06	4.20668e+06	3.83647e+06	4.41165e+06	3.9328e+06
P18133	P18133		pncB		1.88249e+06	1.9662e+06	1.89785e+06	1.94563e+06	1.94478e+06	2.0265e+06
P18355	P18355				2.72174e+06	2.23072e+06	2.30429e+06	2.64725e+06	2.2317e+06	2.55544e+06
P18390	P18390		yjjA		1.50253e+06	1.53859e+06	1.58577e+06	1.60871e+06	1.59376e+06	1.58841e+06
P18392	P18392		rstB		450013	363961	322777	516726	440970	482063
P18775	P18775		dmsA		9.01355e+06	9.01914e+06	9.12242e+06	8.96123e+06	8.92398e+06	8.64166e+06
P18776	P18776		dmsB		2.26365e+06	2.15645e+06	2.30156e+06	2.15204e+06	2.1648e+06	2.2788e+06
P18843	P18843		nadE		1.03682e+07	1.0697e+07	1.07861e+07	1.04514e+07	1.07712e+07	1.03638e+07
P19624	P19624		pdxA		422351	305938	381991	352819	407111	407038
P19926	P19926		agp		2.88647e+06	2.94792e+06	2.95833e+06	2.93243e+06	3.01017e+06	2.93122e+06
P19930	P19930		hyaD		1.56507e+06	1.63121e+06	1.70805e+06	1.41946e+06	1.55555e+06	1.52483e+06
P19931	P19931		hyaE		1.39996e+06	1.37986e+06	1.42724e+06	1.41097e+06	1.31943e+06	1.32607e+06
P19932	P19932		hyaF		1.09436e+06	1.19189e+06	1.17983e+06	1.21993e+06	1.24671e+06	1.22243e+06
P19934	P19934		tolA		1.62062e+06	1.62375e+06	1.51509e+06	1.56114e+06	1.61416e+06	1.5259e+06
P20083	P20083		parE		1.62905e+06	1.59851e+06	1.6721e+06	1.60297e+06	1.65367e+06	1.64692e+06
P20099	P20099		bisC		496557	430340	503000	469944	408672	450736
P20605	P20605		fic		1.47403e+06	1.53865e+06	1.54144e+06	1.49732e+06	1.46792e+06	1.48483e+06
P20966	P20966		fruA		7.88018e+06	7.71478e+06	7.76653e+06	8.11664e+06	7.87532e+06	7.90294e+06
P21156	P21156		cysD		2.53469e+06	2.55451e+06	2.52488e+06	2.46382e+06	2.6541e+06	2.65006e+06
P21165	P21165		pepQ		1.51424e+07	1.59607e+07	1.5958e+07	1.54231e+07	1.62764e+07	1.54757e+07
P21170	P21170		speA		7.23397e+06	7.28949e+06	7.39498e+06	7.23937e+06	7.26286e+06	7.06599e+06
P21179	P21179		katE		693226	693142	629154	686194	711889	737169
P21338	P21338		rna		1.72216e+06	1.85728e+06	1.99295e+06	1.7228e+06	1.73404e+06	1.56604e+06
P21365	P21365		yciC		1.2366e+06	1.17007e+06	1.07481e+06	1.10986e+06	1.10238e+06	1.09119e+06
P21367	P21367		ycaC		3.58764e+06	3.69769e+06	3.78217e+06	3.32978e+06	3.48133e+06	3.36353e+06
P21369	P21369		pncA		1.9919e+06	1.97893e+06	2.04641e+06	2.06643e+06	2.10734e+06	2.22058e+06
P21420	P21420		nmpC		2.45237e+07	2.5017e+07	2.55018e+07	2.56033e+07	2.47528e+07	2.55155e+07
P21499	P21499		rnr		4.77434e+06	4.82341e+06	4.86142e+06	4.89466e+06	4.96093e+06	4.77698e+06
P21507	P21507		srmB		5.68411e+06	5.57302e+06	5.73821e+06	5.64475e+06	5.57049e+06	5.54827e+06
P21513	P21513		rne		1.01962e+07	1.04085e+07	1.0245e+07	1.04851e+07	1.0335e+07	1.0354e+07
P21599	P21599		pykA		2.22243e+07	2.23041e+07	2.26385e+07	2.20632e+07	2.22163e+07	2.16222e+07
P21645	P21645		lpxD		4.21951e+06	4.46159e+06	4.38567e+06	3.90389e+06	4.22638e+06	3.64548e+06
P21829	P21829		ybhA		2.22423e+06	2.24846e+06	2.26456e+06	2.241e+06	2.43263e+06	2.33762e+06
P21888	P21888		cysS		1.14611e+07	1.17217e+07	1.15277e+07	1.15819e+07	1.17427e+07	1.13336e+07
P21889	P21889		aspS		8.8343e+06	9.09146e+06	8.87788e+06	8.71736e+06	8.90222e+06	8.85673e+06
P21893	P21893		recJ		1.06518e+06	1.0982e+06	1.16461e+06	1.2397e+06	1.16048e+06	1.16148e+06
P22106	P22106		asnB		1.85669e+06	1.91466e+06	1.90847e+06	1.82147e+06	1.96027e+06	1.79495e+06
P22186	P22186		mraZ		2.37816e+06	2.20837e+06	2.26175e+06	2.33248e+06	2.23797e+06	2.33248e+06
P22188	P22188		murE		5.61925e+06	5.70817e+06	5.62372e+06	5.53374e+06	5.84482e+06	5.6676e+06
P22255	P22255		cysQ		6.98338e+06	7.43071e+06	7.19069e+06	7.08975e+06	7.3773e+06	6.97687e+06
P22256	P22256		gabT		1.17306e+06	1.16704e+06	1.13062e+06	1.1852e+06	1.09658e+06	1.18121e+06
P22259	P22259		pckA		7.85044e+06	7.82795e+06	7.91944e+06	7.95114e+06	7.98999e+06	7.73255e+06
P22333	P22333		add		1.85084e+07	1.84888e+07	1.87705e+07	1.83559e+07	1.91911e+07	1.87571e+07
P22523	P22523		mukB		3.99078e+06	3.93165e+06	3.97626e+06	4.00522e+06	3.85482e+06	4.00171e+06
P22524	P22524		mukE		5.7421e+06	5.70346e+06	5.61218e+06	5.61927e+06	5.46955e+06	5.6103e+06
P22525	P22525		ycbB		1.75768e+06	1.68895e+06	1.77156e+06	1.72825e+06	1.71884e+06	1.71464e+06
P22634	P22634		murI		768509	666431	715794	639670	665052	704768
P22939	P22939		ispA		741952	1.29486e+06	929749	1.05541e+06	851049	949842
P23003	P23003		trmA		1.77759e+06	1.73959e+06	1.67397e+06	1.89189e+06	1.70159e+06	1.9308e+06
P23256	P23256		malY		713286	795937	734668	728432	736669	708189
P23305	P23305		yigA		1.75065e+06	1.75035e+06	1.88149e+06	1.80534e+06	2.17462e+06	1.92973e+06
P23331	P23331		tdk		2.86343e+06	2.73867e+06	2.88784e+06	2.97475e+06	2.79474e+06	3.01187e+06
P23538	P23538		ppsA		5.04514e+06	5.02078e+06	5.07236e+06	5.16804e+06	5.00612e+06	5.06146e+06
P23721	P23721		serC		1.04681e+07	1.08295e+07	1.0675e+07	1.04893e+07	1.06729e+07	1.05149e+07
P23827	P23827		eco		1.15415e+07	1.16666e+07	1.12368e+07	1.19005e+07	1.16634e+07	1.22674e+07
P23830	P23830		pssA		1.51045e+06	1.36498e+06	1.44229e+06	1.39836e+06	1.46595e+06	1.46062e+06
P23836	P23836		phoP		2.16367e+07	2.18654e+07	2.24433e+07	2.17356e+07	2.24634e+07	2.18977e+07
P23837	P23837		phoQ		7.8934e+06	7.84016e+06	7.77676e+06	7.94007e+06	7.47505e+06	7.20813e+06
P23839	P23839		yicC		4.16964e+06	4.15746e+06	4.16256e+06	4.0768e+06	4.19546e+06	4.36157e+06
P23843	P23843		oppA		2.23242e+07	2.46367e+07	2.37215e+07	2.28804e+07	2.32106e+07	2.18654e+07
P23845	P23845		cysN		3.48277e+06	3.39219e+06	3.42991e+06	3.39056e+06	3.47883e+06	3.47194e+06
P23847	P23847		dppA		2.95728e+06	2.84066e+06	2.81598e+06	2.92521e+06	2.70566e+06	2.79499e+06
P23857	P23857		pspE		1.22527e+06	1.23996e+06	1.25076e+06	1.18565e+06	1.23835e+06	1.28001e+06
P23865	P23865		prc		6.67305e+06	6.59396e+06	6.6519e+06	6.63188e+06	6.66584e+06	7.06139e+06
P23869	P23869		ppiB		3.61768e+07	4.1436e+07	4.06778e+07	3.86163e+07	4.24226e+07	3.83742e+07
P23871	P23871		hemH		2.51776e+06	2.52238e+06	2.57313e+06	2.51692e+06	2.51185e+06	2.54292e+06
P23882	P23882		fmt		7.22195e+06	7.0018e+06	7.01658e+06	6.75636e+06	6.87542e+06	6.68145e+06
P23886	P23886		cydC		922271	816395	927714	889036	792271	871491
P23893	P23893		hemL		2.55568e+07	2.67189e+07	2.59733e+07	2.69256e+07	2.62047e+07	2.52197e+07
P23894	P23894		htpX		4.21313e+06	4.26235e+06	4.24818e+06	3.96312e+06	4.15477e+06	4.1019e+06
P23908	P23908		argE		3.13686e+06	3.14115e+06	2.97124e+06	2.94802e+06	2.90994e+06	3.15017e+06
P23909	P23909		mutS		4.46405e+06	4.46341e+06	4.4948e+06	4.43264e+06	4.46365e+06	4.46445e+06
P23917	P23917		mak		1.71498e+06	1.49886e+06	1.507e+06	1.64597e+06	1.57921e+06	1.81966e+06
P24169	P24169		speF		3.25377e+06	3.14199e+06	3.12706e+06	3.18121e+06	3.09072e+06	3.24958e+06
P24171	P24171		dcp		2.02194e+06	2.04963e+06	2.01735e+06	1.93161e+06	2.01858e+06	1.96138e+06
P24173	P24173		rfaC		763433	812351	805205	726800	766132	824942
P24178	P24178		yffB		4.20018e+06	4.3564e+06	4.53019e+06	3.9779e+06	4.55699e+06	4.25739e+06
P24182	P24182		accC		2.1008e+07	2.11411e+07	2.11222e+07	2.06538e+07	2.12576e+07	2.07073e+07
P24183	P24183		fdnG		4.0579e+06	4.04729e+06	4.08323e+06	4.1015e+06	4.02466e+06	4.08806e+06
P24186	P24186		folD		5.99735e+06	5.88158e+06	5.95769e+06	5.94004e+06	5.88681e+06	5.95708e+06
P24188	P24188		yceA		1.07907e+06	1.05327e+06	1.20275e+06	1.17693e+06	1.07435e+06	1.10143e+06
P24192	P24192		hypD		3.46306e+06	3.4483e+06	3.28426e+06	3.32421e+06	3.11358e+06	3.0265e+06
P24193	P24193		hypE		2.71434e+06	2.92565e+06	2.86196e+06	2.76144e+06	2.68679e+06	2.69746e+06
P24202	P24202		mrr		2.16377e+06	2.16231e+06	2.20622e+06	2.19453e+06	2.19997e+06	2.26959e+06
P24203	P24203		yjiA		3.30663e+06	3.37707e+06	3.24065e+06	2.78496e+06	3.70889e+06	3.28082e+06
P24205	P24205		msbB		2.21897e+06	2.21201e+06	2.43428e+06	2.37983e+06	2.09043e+06	2.2352e+06
P24215	P24215		uxuA		4.94562e+06	4.71076e+06	4.95412e+06	4.92452e+06	4.72826e+06	4.79101e+06
P24216	P24216		fliD		2.04626e+06	1.98635e+06	1.98194e+06	2.05727e+06	1.90151e+06	1.83912e+06
P24224	P24224		acpS		2.20151e+06	1.95411e+06	2.04595e+06	1.98515e+06	2.02237e+06	2.09264e+06
P24228	P24228		dacB		1.75528e+06	1.8537e+06	1.75978e+06	1.92814e+06	1.66394e+06	1.80673e+06
P24230	P24230		recG		454985	383064	359355	329418	418629	450314
P24232	P24232		hmp		1.74812e+06	1.63455e+06	1.51248e+06	1.73941e+06	1.48341e+06	1.66962e+06
P24251	P24251		crl		6.27879e+06	6.04722e+06	6.13617e+06	6.28086e+06	5.84256e+06	5.91424e+06
P24252	P24252		ybgA		1.50962e+06	1.48032e+06	1.49778e+06	1.18826e+06	1.4793e+06	1.51119e+06
P24255	P24255		rpoN		1.19201e+06	981869	1.14255e+06	1.02135e+06	1.17091e+06	1.17146e+06
P24554	P24554		radA		1.32753e+06	1.31198e+06	1.2876e+06	1.31745e+06	1.18452e+06	1.28545e+06
P25397	P25397		tehB		3.46283e+06	3.75371e+06	3.8079e+06	3.38741e+06	3.73546e+06	3.22992e+06
P25437	P25437		frmA		8.03913e+06	7.72081e+06	8.05545e+06	8.09723e+06	8.08536e+06	8.39102e+06
P25516	P25516		acnA		5.19512e+06	4.93667e+06	5.01606e+06	5.09328e+06	5.13906e+06	5.029e+06
P25519	P25519		hflX		4.05227e+06	3.69088e+06	3.80783e+06	3.99629e+06	3.93619e+06	4.02709e+06
P25522	P25522		mnmE		4.38668e+06	4.41318e+06	4.42317e+06	4.48855e+06	4.34274e+06	4.2983e+06
P25524	P25524		codA		2.28801e+06	2.34529e+06	2.36913e+06	2.4202e+06	2.32817e+06	2.38669e+06
P25526	P25526		gabD		737511	779522	727359	848613	747419	709856
P25535	P25535		visC		1.98927e+06	2.00843e+06	2.0943e+06	2.06921e+06	2.05261e+06	2.05183e+06
P25536	P25536		yhdE		2.41849e+06	2.44188e+06	2.45088e+06	2.64882e+06	2.50333e+06	2.48607e+06
P25539	P25539		ribD		3.76693e+06	3.75617e+06	3.85944e+06	3.75697e+06	3.95823e+06	3.85609e+06
P25552	P25552		gppA		2.95296e+06	2.66652e+06	2.74478e+06	2.86554e+06	2.79117e+06	2.96402e+06
P25553	P25553		aldA		239051	194902	221760	147310	205662	189897
P25714	P25714		yidC		7.95913e+06	7.68632e+06	7.79692e+06	7.47497e+06	8.09696e+06	8.23209e+06
P25736	P25736		endA		1.78642e+06	1.82682e+06	1.80885e+06	1.83734e+06	1.78651e+06	1.71655e+06
P25745	P25745		mnmA		3.89039e+06	3.95774e+06	3.91771e+06	3.90458e+06	3.95681e+06	3.87789e+06
P25746	P25746		hflD		3.47455e+06	3.42627e+06	3.49212e+06	3.30363e+06	3.48305e+06	3.40022e+06
P25798	P25798		fliF		1.3943e+06	1.38645e+06	1.41912e+06	1.34018e+06	1.57874e+06	1.63449e+06
