Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P25888	P25888		rhlE		2.39062e+06	2.52812e+06	2.39385e+06	2.45215e+06	2.4574e+06	2.40639e+06
P25894	P25894		yggG		805734	803776	814795	816946	859811	706877
P25906	P25906		ydbC		834807	772610	879524	873955	963025	934941
P26602	P26602		ubiC		1.1075e+06	1.14559e+06	1.17423e+06	1.25149e+06	1.17108e+06	1.09084e+06
P26608	P26608		fliS		4.26155e+06	4.83221e+06	5.117e+06	4.20302e+06	4.73225e+06	4.21415e+06
P26612	P26612		amyA		703182	755746	714284	668106	733768	801892
P26616	P26616		maeA		8.96161e+06	9.03399e+06	9.12021e+06	8.74658e+06	9.00556e+06	8.69015e+06
P26646	P26646		acuI		5.9363e+06	6.60484e+06	6.65167e+06	6.13848e+06	6.95217e+06	6.25114e+06
P26647	P26647		plsC		1.30573e+06	1.23223e+06	1.22794e+06	1.19689e+06	1.16317e+06	1.27249e+06
P26648	P26648		ftsP		852194	932798	975426	823350	968922	852404
P27238	P27238		yfeD		1.00299e+06	938222	911120	905866	949738	909081
P27248	P27248		gcvT		8.61915e+06	8.84722e+06	8.98229e+06	8.83481e+06	8.63744e+06	8.59291e+06
P27249	P27249		glnD		262376	211506	242626	319728	326711	181378
P27250	P27250		yjgB		720606	702790	596955	725878	570816	604279
P27278	P27278		nadR		640728	630811	595433	643148	666364	672861
P27298	P27298		prlC		1.00586e+07	1.01827e+07	1.01438e+07	9.75055e+06	9.93514e+06	9.85317e+06
P27302	P27302		tktA		2.53894e+07	2.60559e+07	2.58927e+07	2.53265e+07	2.59798e+07	2.54912e+07
P27303	P27303		emrA		1.47586e+06	1.45376e+06	1.43783e+06	1.36889e+06	1.499e+06	1.47855e+06
P27306	P27306		sthA		978424	897166	986092	991912	909327	864917
P27431	P27431		ycfD		4.08253e+06	4.05397e+06	4.03588e+06	4.17538e+06	4.12875e+06	4.01391e+06
P27434	P27434		rodZ		1.03077e+07	1.04508e+07	1.06039e+07	1.03364e+07	1.00128e+07	9.87323e+06
P27828	P27828		wecB		2.4746e+06	2.55155e+06	2.48795e+06	2.66316e+06	2.47756e+06	2.55026e+06
P27829	P27829		wecC		3.93002e+06	3.79801e+06	3.8493e+06	3.88777e+06	3.83599e+06	3.77385e+06
P27830	P27830		rffG		1.65195e+06	1.62012e+06	1.58401e+06	1.66463e+06	1.55693e+06	1.65962e+06
P27832	P27832		wecD		559000	486861	522426	541819	544568	620672
P27833	P27833		rffA		2.21673e+06	2.23452e+06	2.28533e+06	2.21838e+06	2.34182e+06	2.39316e+06
P27836	P27836		wecG		535514	571303	555537	500990	546805	538944
P27838	P27838		cyaY		1.02631e+06	1.17813e+06	1.13935e+06	1.23862e+06	1.1781e+06	1.08294e+06
P27848	P27848		yigL		5.23248e+06	5.70036e+06	5.48272e+06	5.37242e+06	5.42521e+06	4.87906e+06
P27859	P27859		tatD		1.2739e+06	1.12016e+06	1.19038e+06	1.34253e+06	1.21656e+06	1.15041e+06
P28248	P28248		dcd		3.06124e+06	3.07151e+06	3.09277e+06	2.92097e+06	3.13901e+06	3.04672e+06
P28249	P28249		asmA		2.81426e+06	2.76202e+06	2.79758e+06	3.29311e+06	2.99857e+06	3.15831e+06
P28304	P28304		qorA		9.17969e+06	8.61583e+06	8.95204e+06	9.66891e+06	9.05819e+06	9.23431e+06
P28305	P28305		pabC		174682	113946	119388	77885.7	139255	112953
P28629	P28629		adiA		1.52819e+06	1.56227e+06	1.5623e+06	1.58387e+06	1.58302e+06	1.64062e+06
P28630	P28630		holA		890166	844334	732365	898667	985117	1.10795e+06
P28631	P28631		holB			34332.9			38065.1	50107.3
P28635	P28635		metQ		1.45014e+07	1.26276e+07	1.26913e+07	1.43824e+07	1.24368e+07	1.42644e+07
P28903	P28903		nrdD		5.01401e+06	5.04189e+06	5.09942e+06	5.03326e+06	5.25546e+06	4.95711e+06
P28904	P28904		treC		2.71552e+06	2.79223e+06	2.79883e+06	2.82265e+06	2.94249e+06	2.84075e+06
P28905	P28905		holC		4.84253e+06	4.85576e+06	4.96253e+06	4.96358e+06	4.50075e+06	4.9204e+06
P29012	P29012		dadX		1.26152e+06	1.3168e+06	1.27529e+06	1.39022e+06	1.15197e+06	1.44351e+06
P29018	P29018		cydD		901623	846416	884896	893724	762573	816260
P29131	P29131		ftsN		950047	897176	986735	1.06045e+06	925895	975898
P29208	P29208		menC		2.8726e+06	2.81737e+06	2.82267e+06	2.91344e+06	2.77731e+06	2.90212e+06
P29217	P29217		yceH		3.87845e+06	3.91582e+06	3.86412e+06	3.89006e+06	3.9694e+06	3.89606e+06
P29680	P29680		hemE		5.88564e+06	5.70143e+06	5.85657e+06	5.76177e+06	5.75776e+06	5.78889e+06
P29744	P29744		flgL		2.54484e+06	2.79404e+06	2.74502e+06	2.78595e+06	2.55691e+06	2.17851e+06
P29745	P29745		pepT		6.61655e+06	6.78727e+06	6.69225e+06	6.53539e+06	6.87027e+06	6.55348e+06
P30011	P30011		nadC		2.39762e+06	2.52146e+06	2.3896e+06	2.51176e+06	2.29102e+06	2.44881e+06
P30014	P30014		rnt		5.61004e+06	5.31307e+06	5.37952e+06	5.49839e+06	5.52685e+06	5.5562e+06
P30125	P30125		leuB		782250	861426	812162	844437	843829	760154
P30126	P30126		leuD		367084	505262	458464	359125	482015	372299
P30128	P30128		greB		2.11016e+06	2.09505e+06	2.15944e+06	2.02408e+06	2.01586e+06	2.09262e+06
P30130	P30130		fimD		1.58426e+06	1.45863e+06	1.46619e+06	1.59648e+06	1.7232e+06	1.67459e+06
P30131	P30131		hypF		648756	529919	556667	513633	518866	501722
P30177	P30177		ybiB		8.15385e+06	8.53398e+06	8.65073e+06	8.32434e+06	8.59389e+06	7.96466e+06
P30178	P30178		ybiC		1.95512e+06	1.73596e+06	1.88242e+06	1.88292e+06	1.8583e+06	2.07189e+06
P30744	P30744		sdaB		5.60717e+06	5.83819e+06	5.78631e+06	5.53623e+06	5.93201e+06	5.87336e+06
P30749	P30749		moaE		3.28484e+06	3.28172e+06	3.2739e+06	3.27582e+06	3.65365e+06	3.24769e+06
P30750	P30750		metN		1.68077e+06	1.78457e+06	1.75673e+06	1.68516e+06	1.74696e+06	1.52642e+06
P30843	P30843		basR		1.79207e+06	1.63754e+06	1.78533e+06	1.79893e+06	2.07456e+06	2.00022e+06
P30844	P30844		basS		168054	216232	185897			116374
P30850	P30850		rnb		6.72891e+06	6.58823e+06	6.57089e+06	6.49931e+06	6.56569e+06	6.62645e+06
P30852	P30852		smf		2.10604e+06	1.97988e+06	1.90909e+06	1.94423e+06	1.80508e+06	1.86882e+06
P30855	P30855		evgS		753124	822120	735098	721552	758938	757441
P30859	P30859		artI		2.20329e+06	2.13174e+06	2.16541e+06	2.16039e+06	2.14979e+06	2.16638e+06
P30870	P30870		glnE		773929	820141	720542	837592	567996	541693
P30871	P30871		ygiF		3.73322e+06	4.02023e+06	4.09205e+06	4.00592e+06	4.03154e+06	4.01876e+06
P30958	P30958		mfd		6.83925e+06	6.60314e+06	6.42234e+06	6.61762e+06	6.40539e+06	6.59089e+06
P31057	P31057		panB		6.58349e+06	7.0654e+06	7.02668e+06	7.01576e+06	7.07106e+06	6.75703e+06
P31060	P31060		modF		244605	270847	288373	365419	283905	272434
P31063	P31063		yedD		5.5245e+06	5.18469e+06	5.07018e+06	5.41509e+06	5.00582e+06	5.44402e+06
P31068	P31068		fliH		871016	848742	900227	803413	896736	891362
P31069	P31069		kch		1.19005e+06	1.30371e+06	1.17983e+06	1.27553e+06	1.28529e+06	1.16245e+06
P31119	P31119		aas		2.86557e+06	2.94493e+06	2.7811e+06	2.92452e+06	2.70321e+06	2.92157e+06
P31120	P31120		glmM		1.04587e+07	1.09932e+07	1.08762e+07	1.06039e+07	1.07777e+07	1.04024e+07
P31142	P31142		sseA		6.57269e+06	6.81846e+06	6.84575e+06	6.70072e+06	6.95164e+06	6.86353e+06
P31224	P31224		acrB		9.59598e+06	9.83108e+06	9.7079e+06	1.00134e+07	9.94283e+06	9.40042e+06
P31433	P31433		yicH		1.2304e+06	1.32232e+06	1.26857e+06	1.21001e+06	1.33723e+06	1.28337e+06
P31455	P31455		yidR		2.71569e+06	2.74554e+06	2.64791e+06	2.80718e+06	2.76499e+06	2.63467e+06
P31460	P31460		dgoR		1.51045e+06	1.33617e+06	806498	1.58812e+06	1.41086e+06	1.40059e+06
P31467	P31467		yieH		1.96601e+06	2.12705e+06	2.11943e+06	2.06492e+06	2.0292e+06	2.03592e+06
P31473	P31473		ravA		3.84905e+06	3.6345e+06	3.88295e+06	3.63763e+06	4.10366e+06	3.83928e+06
P31475	P31475		yieP		4.42257e+06	4.09086e+06	4.31775e+06	4.1931e+06	4.25621e+06	4.50784e+06
P31545	P31545		efeB		1.41412e+06	1.22081e+06	1.35888e+06	1.41237e+06	1.6506e+06	1.22585e+06
P31550	P31550		thiB		1.86847e+06	1.57362e+06	1.66961e+06	1.77716e+06	1.82238e+06	1.85923e+06
P31554	P31554		lptD		5.99988e+06	5.86521e+06	5.91593e+06	5.88943e+06	5.92742e+06	5.881e+06
P31658	P31658		hchA		8.68013e+06	8.45289e+06	8.53016e+06	8.36289e+06	8.37185e+06	9.13939e+06
P31663	P31663		panC		3.36008e+06	2.97096e+06	3.09865e+06	3.09217e+06	3.09394e+06	3.17896e+06
P31678	P31678		otsB			685741	705998		732132	732591
P31680	P31680		djlA		1.45521e+06	1.36181e+06	1.38488e+06	1.31017e+06	1.28269e+06	1.42926e+06
P31697	P31697		fimC		4.14308e+06	4.00019e+06	4.06744e+06	4.14752e+06	4.07977e+06	3.99011e+06
P31802	P31802		narP		3.01971e+06	2.98931e+06	2.9165e+06	3.02199e+06	3.02754e+06	3.01932e+06
P31808	P31808		yciK		3.25782e+06	3.193e+06	3.28385e+06	3.32316e+06	3.08387e+06	3.08539e+06
P31825	P31825		yfiC		680043	643211	724285	648746	701469	652367
P31979	P31979		nuoF		1.19501e+07	1.26119e+07	1.26492e+07	1.23072e+07	1.26759e+07	1.22494e+07
P32099	P32099		lplA		2.0318e+06	1.96635e+06	2.09977e+06	1.96232e+06	2.09417e+06	2.03437e+06
P32131	P32131		hemN		6.36736e+06	6.35064e+06	6.36312e+06	6.47111e+06	6.34964e+06	6.56229e+06
P32132	P32132		typA		3.95715e+07	3.98709e+07	3.94508e+07	3.90625e+07	3.95481e+07	3.9895e+07
P32157	P32157		yiiM		3.49097e+06	3.5016e+06	3.52066e+06	3.34718e+06	3.35806e+06	3.47135e+06
P32160	P32160		yiiQ		1.23732e+06	1.25792e+06	1.1982e+06	1.19954e+06	1.24462e+06	1.35944e+06
P32162	P32162		yiiS		2.23401e+06	2.29631e+06	2.2789e+06	2.20066e+06	2.15394e+06	2.18076e+06
P32173	P32173		mobA		754585	662839	659229	679784	659574	674065
P32176	P32176		fdoG		5.49264e+06	5.60516e+06	5.6577e+06	5.55996e+06	5.62192e+06	5.48397e+06
P32177	P32177		fdhD		983368	1.08125e+06			1.08531e+06	917531
P32662	P32662		gph		2.7321e+06	2.75593e+06	2.70792e+06	2.68496e+06	2.61666e+06	2.38981e+06
P32664	P32664		nudC		1.13175e+06	1.12006e+06	1.07546e+06	1.09314e+06	1.03165e+06	1.02172e+06
P32680	P32680		yjaG		1.83751e+06	1.8589e+06	1.87697e+06	1.78801e+06	1.97342e+06	1.87206e+06
P32684	P32684		rluF		1.22446e+06	1.15968e+06	1.17564e+06	1.17402e+06	1.17702e+06	1.21348e+06
P32685	P32685		yjbD		752545	833666	735193	789283	864148	852646
P32695	P32695		dusA		1.6237e+06	1.70481e+06	1.62444e+06	1.58372e+06	1.68457e+06	1.73641e+06
P32703	P32703		yjcE		197286	141145				
P33011	P33011		yeeA		1.87403e+06	1.82035e+06	1.83303e+06	1.7768e+06	1.79385e+06	1.87737e+06
P33018	P33018		yeiG		264909	306322	214297	365819	261732	325953
P33025	P33025		psuG		2.0698e+06	2.04244e+06	2.03085e+06	1.94512e+06	2.05319e+06	1.99124e+06
P33030	P33030		yeiR		1.6319e+06	1.70545e+06	1.63373e+06	1.57747e+06	1.54089e+06	1.55909e+06
P33136	P33136		mdoG		1.18892e+07	1.17082e+07	1.21234e+07	1.20141e+07	1.19955e+07	1.23283e+07
P33195	P33195		gcvP		5.53428e+06	5.38438e+06	5.41629e+06	5.4809e+06	5.27515e+06	5.38698e+06
P33218	P33218		yebE		1.85553e+06	1.76028e+06	1.78079e+06	1.69745e+06	1.75838e+06	1.89239e+06
P33219	P33219		yebF		383121	312066	319623	384977	321577	359809
P33221	P33221		purT		945309	766627	943083	961278	973455	1.10265e+06
P33224	P33224		aidB		2.53206e+06	2.71885e+06	2.46598e+06	2.61443e+06	2.85724e+06	2.52937e+06
P33225	P33225		torA		3.9734e+06	3.3144e+06	3.38163e+06	4.16173e+06	3.11558e+06	3.99463e+06
P33232	P33232		lldD		955720	1.08285e+06	975536	1.14631e+06	1.01775e+06	941275
P33235	P33235		flgK		3.12424e+06	2.84437e+06	2.87162e+06	3.06988e+06	2.78235e+06	2.92715e+06
P33355	P33355		yehS		3.02298e+06	2.7033e+06	2.78073e+06	2.91168e+06	2.8235e+06	2.9062e+06
P33362	P33362		osmF		1.8495e+06	1.5599e+06	2.15748e+06	1.85676e+06	1.95109e+06	1.8723e+06
P33363	P33363		bglX		4.27583e+06	4.17581e+06	4.18126e+06	4.02426e+06	4.19099e+06	4.26618e+06
P33570	P33570		tktB		2.26665e+06	2.26056e+06	2.29733e+06	2.31293e+06	2.29191e+06	2.28678e+06
P33590	P33590		nikA		3.57814e+06	3.54684e+06	3.54484e+06	3.47454e+06	3.53908e+06	3.46883e+06
P33599	P33599		nuoC		1.31531e+07	1.32316e+07	1.31611e+07	1.32568e+07	1.32017e+07	1.31099e+07
P33602	P33602		nuoG		1.46128e+07	1.52217e+07	1.5099e+07	1.48524e+07	1.4931e+07	1.4724e+07
P33643	P33643		rluD		3.05855e+06	3.21433e+06	3.24387e+06	3.15277e+06	3.12039e+06	2.86293e+06
P33644	P33644		yfiH		358724	464318	381816	262928	401792	413001
P33650	P33650		feoB		2.09418e+06	2.10655e+06	2.03991e+06	2.19086e+06	2.06048e+06	2.22691e+06
P33667	P33667		selU		787232	761956	735383	820235	921883	839659
P33898	P33898		gapC		1.41514e+06	1.39306e+06	1.51009e+06	1.40969e+06	1.33206e+06	1.4453e+06
P33913	P33913		yejA		605798	581401	596194	630432	573429	647030
P33916	P33916		yejF		212403	213298	197824	258483	208943	251753
P33920	P33920		yejK		2.39488e+06	2.46928e+06	2.46561e+06	2.4982e+06	2.47043e+06	2.42193e+06
P33937	P33937		napA		4.33081e+06	4.41247e+06	4.33936e+06	4.21651e+06	4.45132e+06	4.38164e+06
P34209	P34209		ydcF		1.13565e+06	1.12576e+06	1.0737e+06	1.17088e+06	1.09928e+06	1.11906e+06
P35340	P35340		ahpF		1.26927e+07	1.25546e+07	1.26938e+07	1.30592e+07	1.28488e+07	1.27687e+07
P36566	P36566		smtA		487393	408713	381275	435131	497851	454736
P36649	P36649		cueO		2.35121e+06	2.07824e+06	1.7481e+06	2.29649e+06	2.24471e+06	2.25956e+06
P36659	P36659		cbpA		3.72618e+06	3.49663e+06	3.50435e+06	3.62395e+06	3.51855e+06	3.65676e+06
P36672	P36672		treB		1.18884e+06	1.17873e+06	1.15719e+06	1.16172e+06	1.1539e+06	1.19014e+06
P36673	P36673		treR		920085	944134	968833	920097	939486	849127
P36680	P36680		zapD		2.57968e+06	2.4957e+06	2.54805e+06	2.70814e+06	2.55038e+06	2.56613e+06
P36683	P36683		acnB		9.7606e+06	9.83821e+06	9.92127e+06	9.78484e+06	9.92852e+06	9.76746e+06
P36767	P36767		rdgC		4.86299e+06	4.95238e+06	4.7163e+06	4.68057e+06	4.71386e+06	4.77159e+06
P36771	P36771		lrhA		3.3801e+06	3.48522e+06	3.21212e+06	3.28239e+06	2.93411e+06	3.1628e+06
P36879	P36879		yadG		1.26622e+06	1.14963e+06	1.2106e+06	1.28072e+06	1.0917e+06	1.19866e+06
P36928	P36928		yegD		1.11347e+06	1.27546e+06	1.2691e+06	1.28682e+06	1.08559e+06	1.18479e+06
P36929	P36929		rsmB		3.32748e+06	3.27825e+06	3.46907e+06	3.22155e+06	3.39644e+06	3.45585e+06
P36938	P36938		pgm		6.94093e+06	7.27385e+06	7.37384e+06	7.04486e+06	7.24701e+06	7.00728e+06
P36979	P36979		rlmN		3.33099e+06	3.34492e+06	3.25398e+06	3.24479e+06	3.37499e+06	3.46204e+06
P36999	P36999		rlmA		990312	994886	1.11725e+06	1.03826e+06	909709	983986
P37005	P37005		lasT		1.20281e+06	1.0919e+06	1.11341e+06	1.14621e+06	1.13375e+06	1.28323e+06
P37025	P37025		ligT		269178	397867	369221	316811	344746	329335
P37028	P37028		btuF		675221	670051	687490	649328	641269	726024
P37051	P37051		purU		5.53312e+06	5.08233e+06	5.26247e+06	5.32712e+06	5.37822e+06	5.60491e+06
P37052	P37052		ychJ		800699	834497	869850	885976	842966	816963
P37095	P37095		pepB		1.21063e+07	1.21426e+07	1.25919e+07	1.22749e+07	1.23918e+07	1.20151e+07
P37128	P37128		nudK		1.07658e+06	1.02034e+06	1.08027e+06	1.20426e+06	1.07321e+06	1.10614e+06
P37177	P37177		ptsP		1.62174e+06	1.52998e+06	1.60739e+06	1.76563e+06	1.57708e+06	1.65096e+06
P37182	P37182		hybD		3.9061e+06	3.93874e+06	3.9914e+06	3.89549e+06	3.73334e+06	3.87519e+06
P37194	P37194		slp		4.6375e+07	4.74715e+07	4.84395e+07	4.78155e+07	5.01813e+07	4.86361e+07
P37329	P37329		modA		4.16274e+06	4.06442e+06	4.14226e+06	4.07067e+06	4.25009e+06	4.0865e+06
P37330	P37330		glcB		1.76191e+06	1.7509e+06	1.76447e+06	1.69422e+06	1.71627e+06	1.73747e+06
P37342	P37342		yjjI		4.15698e+06	4.18933e+06	4.18558e+06	4.20877e+06	4.03511e+06	4.02488e+06
P37349	P37349		dhaM		2.41099e+06	2.39198e+06	2.38374e+06	2.33149e+06	2.36873e+06	2.37268e+06
P37440	P37440		ucpA		7.3288e+06	7.39998e+06	7.3143e+06	7.27973e+06	7.34684e+06	7.53442e+06
P37590	P37590		pmrD		1.91597e+06	1.97762e+06	2.09236e+06	1.94479e+06	1.60284e+06	1.59801e+06
P37613	P37613		yhhK		4.21674e+06	4.52726e+06	4.45858e+06	4.33602e+06	4.42185e+06	4.45347e+06
P37617	P37617		zntA		1.62984e+06	1.59564e+06	1.56839e+06	1.72158e+06	1.49862e+06	1.5578e+06
P37626	P37626		yhiI		1.63124e+06	1.63941e+06	1.75997e+06	1.69516e+06	1.63234e+06	1.76616e+06
P37631	P37631		yhiN		5.83556e+06	5.50044e+06	5.28446e+06	5.7563e+06	5.40894e+06	5.61173e+06
P37634	P37634		rlmJ		2.65615e+07	2.70848e+07	2.72383e+07	2.66395e+07	2.73598e+07	2.75573e+07
P37636	P37636		mdtE		3.7902e+06	3.56275e+06	3.69486e+06	3.70592e+06	3.6636e+06	3.7122e+06
P37637	P37637		mdtF			913481	739747	775580	758917	859904
P37646	P37646		yhjH		363803	528769	334935	368973	333789	324418
P37647	P37647		kdgK		2.20485e+06	2.36199e+06	2.4093e+06	2.41062e+06	2.33912e+06	2.27408e+06
P37648	P37648		yhjJ		3.96078e+06	4.05184e+06	4.07689e+06	4.04986e+06	4.09292e+06	4.1129e+06
P37650	P37650		bcsC		1.43683e+06	1.373e+06	1.40246e+06	1.44434e+06	1.36061e+06	1.32613e+06
P37651	P37651		bcsZ		1.5192e+07	1.56907e+07	1.54033e+07	1.54502e+07	1.58416e+07	1.56812e+07
P37652	P37652		bcsB		4.00999e+06	3.82425e+06	3.87013e+06	3.96942e+06	3.90004e+06	3.68046e+06
P37655	P37655		bcsQ		1.35423e+06	1.37622e+06	1.26805e+06	1.31365e+06	1.31506e+06	1.33082e+06
P37657	P37657		bcsE		1.1396e+06	1.0918e+06	981228	1.06635e+06	1.07098e+06	1.1931e+06
P37665	P37665		yiaD		5.53297e+06	5.47478e+06	5.55036e+06	5.50912e+06	5.54205e+06	5.39959e+06
P37666	P37666		ghrB		8.79116e+06	9.41864e+06	9.40747e+06	8.7533e+06	9.86357e+06	8.5516e+06
P37685	P37685		aldB		1.2805e+06	1.35179e+06	1.29261e+06	1.36356e+06	1.16295e+06	1.32533e+06
P37689	P37689		gpmI		2.2975e+07	2.35265e+07	2.42157e+07	2.28701e+07	2.36844e+07	2.33603e+07
P37690	P37690		envC		1.29896e+06	1.26196e+06	1.28592e+06	1.18576e+06	1.12268e+06	1.19406e+06
P37692	P37692		rfaF		3.18291e+06	3.00939e+06	3.05103e+06	3.12563e+06	3.2722e+06	3.18702e+06
P37765	P37765		rluB		5.47194e+06	5.31693e+06	5.55069e+06	5.32543e+06	5.40376e+06	5.48296e+06
P37773	P37773		mpl		7.7842e+06	8.20416e+06	8.0855e+06	7.71908e+06	8.16286e+06	7.88318e+06
P37902	P37902		gltI		2.12947e+06	1.87284e+06	2.03843e+06	2.01589e+06	1.94089e+06	2.01227e+06
P37903	P37903		uspF		8.54635e+06	8.40995e+06	8.55195e+06	8.32076e+06	8.45482e+06	8.60722e+06
P37908	P37908		yfjD		632034	671822	705138	616299	649571	556121
P38038	P38038		cysJ		3.39344e+06	3.32521e+06	3.28608e+06	3.37062e+06	3.29526e+06	3.15514e+06
P38051	P38051		menF		722929	698492	566168	721510	688067	743618
P38097	P38097		yegE		1.87203e+06	1.81265e+06	1.88615e+06	1.98944e+06	1.96586e+06	1.98563e+06
P38134	P38134		etk		4.65158e+06	4.41571e+06	4.56687e+06	4.56474e+06	4.53311e+06	4.51981e+06
P38489	P38489		nfnB		6.44673e+06	6.70902e+06	6.77887e+06	6.68293e+06	6.92857e+06	6.33509e+06
P38506	P38506		ygdG		803815	757163	790998	744773	810178	735325
P38521	P38521		yggL		729623	676322	717748	892922	729545	913956
P39099	P39099		degQ		5.02339e+06	5.08743e+06	5.27865e+06	5.20662e+06	5.11595e+06	5.07214e+06
P39160	P39160		uxuB		1.47787e+06	1.47279e+06	1.29942e+06	1.29194e+06	1.34373e+06	1.2257e+06
P39172	P39172		znuA		3.65483e+06	3.58557e+06	3.96076e+06	3.98399e+06	3.64301e+06	3.40183e+06
P39173	P39173		yeaD		1.24446e+07	1.25328e+07	1.21942e+07	1.24229e+07	1.20894e+07	1.23574e+07
P39176	P39176		erfK		1.31561e+06	1.25908e+06	1.31743e+06	1.28186e+06	1.23205e+06	1.25841e+06
P39177	P39177		uspG		2.45624e+07	2.61771e+07	2.57215e+07	2.42226e+07	2.68924e+07	2.38289e+07
P39199	P39199		prmB		7.24021e+06	7.65554e+06	7.4481e+06	7.21539e+06	7.85646e+06	7.73856e+06
P39265	P39265		alsB		997507	812106	804411	900954	836465	1.04227e+06
P39274	P39274		yjdJ		3.58155e+06	3.66197e+06	3.68802e+06	4.02297e+06	3.87859e+06	3.4773e+06
P39280	P39280		epmB		1.43583e+06	1.2923e+06	1.30324e+06	1.26342e+06	1.31936e+06	1.23274e+06
P39285	P39285		yjeP		411007	402964	409555	495364	446141	478858
P39286	P39286		rsgA		2.99099e+06	2.94708e+06	2.9388e+06	2.91264e+06	2.90764e+06	2.79374e+06
P39298	P39298		yjfP		765182	733761	715077	700779	876710	827927
P39300	P39300		ulaG		397076	331268	433373	448329	454961	382813
P39304	P39304		ulaD		766434	736343	695150	784681	663463	673743
P39315	P39315		qorB		2.87955e+06	2.80229e+06	2.79268e+06	2.73387e+06	2.75694e+06	2.88187e+06
P39321	P39321		tamB		979317	979689	970943	1.08348e+06	920127	974895
P39325	P39325		ytfQ		1.52973e+06	1.58061e+06	1.56256e+06	1.56109e+06	1.59027e+06	1.64812e+06
P39337	P39337		yjgM		469913	641512	519994	338545	703923	518940
P39342	P39342		yjgR		6.3634e+06	6.27935e+06	6.3424e+06	6.84696e+06	5.87779e+06	5.9511e+06
P39347	P39347		intB		822070	819551	804428	706741	847085	838588
P39353	P39353		yjhC		745424	741149	741984	808699	772013	699075
P39377	P39377		iadA		5.15229e+06	4.93487e+06	5.03465e+06	5.00825e+06	5.01541e+06	5.03044e+06
P39384	P39384		yjiM		1.41914e+06	1.4903e+06	1.38712e+06	1.35944e+06	1.51022e+06	1.48139e+06
P39391	P39391		yjiT		1.02191e+06	1.00527e+06	1.01395e+06	991298	955708	1.00151e+06
P39393	P39393		yjiV		1.20685e+06	1.13251e+06	1.15026e+06	1.10586e+06	1.23332e+06	1.1625e+06
P39396	P39396		yjiY		5.72698e+06	5.52333e+06	5.67444e+06	6.11962e+06	5.67755e+06	5.94906e+06
P39401	P39401		mdoB		1.34178e+06	1.31294e+06	1.38286e+06	1.22566e+06	1.28326e+06	1.32187e+06
P39406	P39406		rsmC		1.04733e+07	1.01666e+07	1.02606e+07	1.01284e+07	1.01938e+07	1.03729e+07
P39407	P39407		yjjU		539028	567727	594069	519499	623586	522634
P39408	P39408		yjjV		689791	728165	693564	703809	641459	650127
P39411	P39411		yjjX		2.70869e+06	2.6966e+06	2.93233e+06	2.49853e+06	2.87074e+06	2.73691e+06
P39451	P39451		adhP		2.19313e+06	1.98991e+06	1.94457e+06	1.97962e+06	1.99405e+06	2.06339e+06
P39829	P39829		garD		492546	439583	463905	501194	458756	540366
P39830	P39830		ybaL		882875	879195	880845	869748	939757	803325
P39831	P39831		ydfG		9.05226e+06	9.92e+06	9.83951e+06	9.58257e+06	1.00995e+07	9.49686e+06
P39838	P39838		rcsD		677759	675968	705561	715572	674692	696991
P40120	P40120		mdoD		3.89704e+06	3.94925e+06	3.92623e+06	3.97077e+06	4.0718e+06	4.09058e+06
P40191	P40191		pdxK		1.29623e+06	1.21436e+06	1.18267e+06	1.24063e+06	1.2215e+06	1.22165e+06
P40710	P40710		nlpE		3.86273e+06	3.95395e+06	3.95107e+06	3.88332e+06	4.04208e+06	3.97239e+06
P40719	P40719		qseC		287085	354789	327470	349615	379577	353928
P40874	P40874		solA		2.88553e+06	2.97174e+06	2.90618e+06	2.83228e+06	2.81874e+06	2.78254e+06
P41052	P41052		mltB		1.07159e+06	963127	1.03153e+06	1.10865e+06	942557	935831
P41407	P41407		azoR		3.38844e+06	3.36734e+06	3.41732e+06	3.38018e+06	3.25986e+06	3.15492e+06
P41409	P41409		rihA		1.20823e+06	1.30047e+06	1.26055e+06	1.20075e+06	1.20136e+06	1.17649e+06
P42596	P42596		rlmG		2.24101e+06	2.20635e+06	2.19312e+06	2.15009e+06	2.25099e+06	2.23721e+06
P42599	P42599		ygjR		977446	1.0525e+06	1.04933e+06	912791	1.01162e+06	1.10067e+06
P42604	P42604		uxaA		760102	724856	765719	706423	694270	729742
P42616	P42616		yqjC		125352	196340	186943	119840	191203	213017
P42620	P42620		yqjG		715957	706052	747440	789489	666677	634720
P42628	P42628		yhaO		9.12791e+06	9.68994e+06	1.01927e+07	1.09744e+07	8.9202e+06	1.08851e+07
P42632	P42632		tdcE		6.58136e+06	6.51733e+06	6.58955e+06	6.69251e+06	6.56974e+06	6.5818e+06
