Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	7.78446e+06	7.42382e+06	7.74524e+06	7.59254e+06	7.82416e+06	7.11142e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	15	15	2.8126e+07	2.88307e+07	2.81572e+07	2.79529e+07	2.87145e+07	2.78509e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	8.10643e+06	1.11123e+07	1.10233e+07	1.07871e+07	1.19333e+07	1.061e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	4	4	4.18825e+08	4.85708e+08	4.86168e+08	4.64249e+08	5.10384e+08	4.54895e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	10	10	1.53871e+08	1.42238e+08	1.556e+08	1.40354e+08	1.54621e+08	1.36356e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.53149e+07	2.37511e+07	2.53237e+07	2.25965e+07	2.42152e+07	2.39178e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.16872e+07	1.71749e+07	1.33248e+07	1.66796e+07	1.33426e+07	1.62978e+07
P0A9M0	LON_ECOLI	lon	Lon protease	36	36	4.45949e+07	4.44901e+07	4.43814e+07	4.44857e+07	4.55318e+07	4.35623e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	2.99308e+07	3.27731e+07	2.95784e+07	3.21682e+07	2.99287e+07	3.16416e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.21878e+08	2.07812e+08	2.22343e+08	2.21692e+08	2.11963e+08	2.20722e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	34	34	2.16993e+08	2.19849e+08	2.21102e+08	2.19518e+08	2.25814e+08	2.09118e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.07314e+07	2.00905e+07	2.11226e+07	2.10972e+07	1.99828e+07	2.09635e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	4	4	751906	658047	648870	722262	567971	713085
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	29	29	1.99523e+08	2.03266e+08	1.98767e+08	2.07226e+08	2.00172e+08	2.03691e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	6.67564e+07	6.73999e+07	6.73149e+07	6.87565e+07	6.79099e+07	6.68244e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	30	30	3.96825e+07	3.96429e+07	4.11106e+07	4.09866e+07	4.01583e+07	4.01295e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.50026e+08	2.69656e+08	2.49186e+08	2.63839e+08	2.56143e+08	2.63688e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.05824e+08	1.16153e+08	1.09614e+08	1.14638e+08	1.12882e+08	1.17362e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	8.69485e+08	8.74721e+08	8.71062e+08	8.72493e+08	8.68608e+08	8.79742e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	11	11	9.15114e+07	9.07467e+07	9.15603e+07	9.45038e+07	8.77872e+07	9.48283e+07
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.47567e+07	7.33339e+07	6.85603e+07	6.52347e+07	7.22017e+07	6.53426e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.2335e+07	1.16726e+07	1.22923e+07	1.22797e+07	1.22292e+07	1.1801e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	1.72603e+06	1.71534e+06	1.88972e+06	1.89238e+06	1.84098e+06	1.99429e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.85773e+07	8.82692e+07	8.2257e+07	9.06297e+07	8.31203e+07	8.86252e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.16396e+07	4.3505e+07	4.27921e+07	4.23417e+07	4.30968e+07	4.27987e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.79008e+07	3.83817e+07	3.79678e+07	3.74204e+07	3.91956e+07	3.74377e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	4	4	3.78003e+06	4.58731e+06	4.66758e+06	4.28098e+06	3.99835e+06	4.49471e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	3	3	1.8709e+06	1.69491e+06	1.9678e+06	1.592e+06	1.59643e+06	1.46467e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	2	2	1.5816e+06	1.79849e+06	2.12306e+06	1.64085e+06	2.00692e+06	2.01132e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.30011e+07	3.34884e+07	3.35908e+07	3.32915e+07	3.34268e+07	3.29448e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	11	11	2.27914e+07	2.16064e+07	2.33216e+07	2.21921e+07	2.33516e+07	2.27538e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	8.25118e+06	6.48829e+06	8.19017e+06	7.4492e+06	7.14118e+06	6.04149e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	6.7617e+07	6.8172e+07	6.84178e+07	7.21188e+07	6.7581e+07	7.01875e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.5019e+07	5.399e+07	5.28069e+07	5.80407e+07	5.59602e+07	5.90986e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.74135e+07	1.82938e+07	1.83116e+07	1.80333e+07	1.79542e+07	1.84612e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	1	1		349284			335996	626564
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	6.81426e+07	6.6403e+07	6.63448e+07	6.84231e+07	6.78346e+07	6.89162e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.6869e+08	2.31733e+08	2.70578e+08	2.30469e+08	2.80152e+08	2.27356e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.29836e+09	1.16845e+09	1.30487e+09	1.14511e+09	1.31829e+09	1.17185e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	7.60278e+07	8.54454e+07	8.99825e+07	8.38368e+07	8.94051e+07	8.18434e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	5.44218e+08	6.94176e+08	5.66427e+08	6.30039e+08	6.03316e+08	6.47596e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.2825e+08	6.75086e+08	6.28427e+08	6.59716e+08	6.64879e+08	6.59541e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.55462e+07	4.64895e+07	4.83514e+07	4.68016e+07	4.82763e+07	4.74109e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.03762e+08	3.21854e+08	3.0595e+08	3.23833e+08	3.20781e+08	3.30805e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.55756e+07	2.5406e+07	2.3659e+07	2.44504e+07	2.63992e+07	2.39095e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	2	2	1.26389e+06	1.09877e+06	1.31069e+06	1.2441e+06	1.33578e+06	1.41708e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	10	10	1.1434e+07	1.22262e+07	1.33534e+07	1.23933e+07	1.19789e+07	1.16065e+07
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	3	3	6.53675e+06	4.63445e+06	6.1776e+06	4.47226e+06	6.26699e+06	5.31379e+06
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	7	7	1.88095e+07	1.87675e+07	1.85952e+07	1.86902e+07	1.93796e+07	1.83346e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.15467e+06	3.61378e+06	2.63753e+06	3.44556e+06	3.55217e+06	3.74376e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	2.44065e+06		3.57233e+06	3.00421e+06	2.45111e+06	3.00392e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	4.99627e+06	5.42428e+06	5.01755e+06	4.89409e+06	4.73387e+06	4.87713e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	3.66685e+06	3.42781e+06	3.91324e+06	3.76206e+06	3.84336e+06	3.58772e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	897018	601637	787464	882991	614388	895407
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.23909e+06	4.19276e+06	4.49119e+06	3.9886e+06	4.1594e+06	3.9909e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	4.20551e+06	4.2115e+06	4.48468e+06	4.25369e+06	4.03588e+06	4.24054e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	6.24952e+07	6.52829e+07	5.79507e+07	5.7811e+07	6.21646e+07	6.02188e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.23424e+07	1.12854e+07	1.14926e+07	1.21263e+07	1.29807e+07	1.19245e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.17654e+08	1.25502e+08	1.1715e+08	1.27023e+08	1.20636e+08	1.22138e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.66929e+07	2.05133e+07	1.89382e+07	1.80771e+07	2.00928e+07	1.85474e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	9	9	4.40745e+07	4.04547e+07	4.16697e+07	4.32995e+07	4.25497e+07	4.28077e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.8088e+07	3.62163e+07	3.69227e+07	3.68134e+07	3.81863e+07	3.72118e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	3.96036e+06	7.67196e+06	3.70599e+06	7.61956e+06	4.40924e+06	6.87433e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	3	3	8.46245e+06	9.05016e+06	8.92013e+06	8.99613e+06	7.96153e+06	7.9934e+06
P0AAG3	GLTL_ECOLI	gltL	Glutamate/aspartate transport ATP-binding protein GltL	1	1		3.15163e+06	3.75227e+06	3.11884e+06	2.12217e+06	3.13038e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	4	4	2.21122e+06	2.3774e+06	2.98764e+06	2.94991e+06	2.83353e+06	3.20691e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	2	2	1.73457e+06	1.72419e+06	1.8397e+06	1.6168e+06	1.77877e+06	1.64655e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	24	24	7.28032e+07	7.05701e+07	7.4893e+07	7.24738e+07	7.30557e+07	7.05303e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	1.79389e+08	2.04565e+08	1.84822e+08	2.0531e+08	1.85893e+08	2.01504e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.48326e+07	6.82856e+07	7.72439e+07	6.92874e+07	7.60212e+07	6.93688e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.77089e+07	1.78101e+07	1.73117e+07	1.7345e+07	1.8333e+07	1.8137e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	1.7035e+07	1.71379e+07	1.61745e+07	1.75181e+07	1.59723e+07	1.77798e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.15417e+07	2.25152e+07	2.10239e+07	2.17247e+07	2.22081e+07	2.13514e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	4.13127e+06	4.29761e+06	4.72263e+06	4.23823e+06	4.4005e+06	4.62948e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2	481167	493539	598970	508988	539117	465353
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	2	2	2.68528e+06	2.60497e+06	2.64282e+06	2.63459e+06	2.53756e+06	2.65152e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7	1.40372e+07	1.38848e+07	1.38771e+07	1.40023e+07	1.39008e+07	1.36174e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	2	2	7.90826e+06	6.85334e+06	7.1673e+06	8.26562e+06	6.38463e+06	8.12442e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.27293e+06	1.2269e+06	1.17401e+06	1.12323e+06	1.4142e+06	1.18523e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	4	4	1.38153e+07	1.33287e+07	1.4757e+07	1.34111e+07	1.421e+07	1.36797e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.66818e+07	1.68151e+07	1.73268e+07	1.66006e+07	1.83725e+07	1.64995e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	6	6	1.25737e+07	1.18206e+07	1.23247e+07	1.26791e+07	1.2857e+07	1.19997e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	4	4	955178	1.04543e+06	1.00842e+06	866317	1.18347e+06	1.07797e+06
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.72077e+07	1.56622e+07	1.84056e+07	1.6798e+07	1.84315e+07	1.69293e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.68125e+06	3.11837e+06	2.79921e+06	3.07187e+06	2.78874e+06	3.02656e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	7.17653e+06	6.65376e+06	7.07156e+06	7.06423e+06	7.32491e+06	6.55219e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5	1.34953e+07	1.76174e+07	1.40077e+07	1.59461e+07	1.46504e+07	1.54739e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	6	6	2.94783e+07	2.95623e+07	3.06111e+07	2.95756e+07	3.03268e+07	2.89389e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	4.02433e+06	3.56042e+06	3.81998e+06	3.62714e+06	3.57157e+06	4.04778e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.58675e+06	2.71881e+06	3.13979e+06	2.87341e+06	3.39024e+06	2.81102e+06
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	5.54789e+07	5.46929e+07	5.63109e+07	5.60919e+07	5.51681e+07	5.46965e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	9	9	4.40349e+06	4.34401e+06	4.31193e+06	4.41447e+06	4.73369e+06	4.55897e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	6.08193e+07	5.65161e+07	6.25268e+07	6.03725e+07	6.14981e+07	5.92158e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	9.43321e+06	1.04503e+07	1.02708e+07	1.03805e+07	1.07544e+07	1.1082e+07
P0AB12	YCCF_ECOLI	yccF	Inner membrane protein YccF	1	1				7.47403e+06		
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	1.79311e+07	1.84899e+07	1.84277e+07	1.75972e+07	1.85964e+07	1.88736e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	5	5	7.4932e+06	7.47454e+06	7.41062e+06	7.25564e+06	6.6335e+06	7.32164e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	5.30751e+06	5.39053e+06	7.82301e+06	6.75273e+06	7.01758e+06	5.51784e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	15	15	3.49481e+07	3.57152e+07	3.65722e+07	3.49489e+07	3.64804e+07	3.57163e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	3.34457e+07	3.35861e+07	3.18563e+07	3.4184e+07	3.2361e+07	3.33957e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	3.6532e+07	3.73154e+07	3.9924e+07	3.79437e+07	3.80664e+07	3.80097e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	2.09041e+07	2.02113e+07	1.8144e+07	1.9427e+07	2.07812e+07	1.99892e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	9	9	6.27568e+06	7.31338e+06	6.1867e+06	7.5336e+06	6.27465e+06	6.77694e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	3	3	1.35715e+07	1.41362e+07	1.34276e+07	1.4581e+07	1.35549e+07	1.32565e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	9.32918e+06	9.97746e+06	9.01399e+06	1.09366e+07	8.98162e+06	1.01422e+07
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.52786e+07	3.54305e+07	3.51615e+07	3.59169e+07	3.71765e+07	3.76306e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	3	3	7.19795e+06	7.97331e+06	7.73092e+06	6.7924e+06	6.45282e+06	8.18919e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	3.08753e+07	3.02111e+07	3.00297e+07	3.11901e+07	2.97937e+07	2.8944e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	5	5	7.33852e+06	7.88862e+06	7.39122e+06	8.63146e+06	7.94388e+06	7.87138e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	16	16	8.64143e+08	8.6384e+08	8.54003e+08	8.80285e+08	8.72616e+08	8.71492e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17	9.87212e+07	1.00935e+08	9.88931e+07	1.00724e+08	1.01072e+08	1.01546e+08
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	3.07293e+07	2.87374e+07	3.09883e+07	3.06541e+07	2.99863e+07	3.11234e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	3	3	3.40088e+06	3.05208e+06	3.53555e+06	3.08394e+06	2.97154e+06	3.17008e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	19	19	2.33549e+07	2.46456e+07	2.4084e+07	2.40658e+07	2.4912e+07	2.42443e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	1.02296e+07	1.0271e+07	9.91614e+06	1.1409e+07	1.05239e+07	1.06337e+07
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	2.57878e+06	3.47588e+06	4.06274e+06	3.27647e+06	3.19829e+06	3.09628e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16	1.95382e+08	1.97739e+08	1.99959e+08	1.95415e+08	1.97793e+08	1.94916e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	9	9	1.50385e+08	1.53894e+08	1.51423e+08	1.53431e+08	1.49813e+08	1.40039e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	18	18	1.91072e+08	1.9009e+08	1.93101e+08	1.9391e+08	1.99033e+08	1.90127e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	29	29	3.87543e+08	3.81725e+08	3.84071e+08	3.90198e+08	3.91141e+08	3.84948e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	30	30	3.94031e+08	3.97117e+08	3.95379e+08	3.85766e+08	3.80521e+08	3.87828e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	5	5	933704	986621	1.13675e+06	755490	942728	1.0875e+06
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	18	18	8.26592e+07	8.21333e+07	8.63691e+07	8.33753e+07	8.39094e+07	8.19539e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	16	16	7.44242e+07	7.43559e+07	7.61259e+07	7.43856e+07	7.76281e+07	7.43488e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	8	8	4.3005e+07	4.38625e+07	4.21331e+07	4.26203e+07	4.17584e+07	4.16947e+07
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	24	24	8.44689e+07	8.99868e+07	8.44353e+07	8.89808e+07	8.75506e+07	8.80021e+07
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5	2.55886e+08	2.67225e+08	2.48463e+08	2.56409e+08	2.65454e+08	2.46848e+08
P0ABE2	BOLA_ECOLI	bolA	Protein BolA	5	5	2.34584e+07	2.01754e+07	2.29667e+07	2.18283e+07	2.17615e+07	2.22604e+07
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	18	18	1.03497e+07	1.01945e+07	1.07755e+07	1.01432e+07	1.06334e+07	1.02084e+07
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7	4.70269e+07	4.65668e+07	4.71282e+07	4.75951e+07	4.64491e+07	4.74547e+07
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1	496068	650685	579597	580670	788610	664313
P0ABG7	RODA_ECOLI	mrdB	Rod shape-determining protein RodA	1	1						117893
P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	12	12	1.40435e+07	1.35904e+07	1.42041e+07	1.43008e+07	1.45399e+07	1.42845e+07
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	14	14	4.2077e+07	4.16978e+07	4.26133e+07	4.12298e+07	4.18127e+07	4.19432e+07
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	27	27	3.38822e+07	3.39164e+07	3.41731e+07	3.41751e+07	3.51196e+07	3.43436e+07
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	3	3	8.21846e+06	8.19991e+06	8.34514e+06	7.90332e+06	8.71987e+06	7.97518e+06
P0ABI8	CYOB_ECOLI	cyoB	Ubiquinol oxidase subunit 1	2	2	9.27067e+06	9.77005e+06	9.1171e+06	9.37734e+06	9.36996e+06	9.46548e+06
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	3	3	1.96159e+07	2.10489e+07	2.0429e+07	1.94469e+07	2.01852e+07	2.08311e+07
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	12	12	1.61302e+08	1.61098e+08	1.65504e+08	1.60286e+08	1.67955e+08	1.58501e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.15112e+07	2.25618e+07	2.08172e+07	2.2833e+07	2.09209e+07	2.18583e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	23	23	2.01822e+08	1.95076e+08	1.97284e+08	1.98129e+08	2.00522e+08	1.98738e+08
P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	2	2	5.05334e+06	6.16701e+06	5.1674e+06	5.51085e+06	5.74898e+06	5.13356e+06
P0ABM9	CCMH_ECOLI	ccmH	Cytochrome c-type biogenesis protein CcmH	3	3	1.95873e+06	1.8224e+06	1.57502e+06	2.10721e+06	1.67174e+06	2.14823e+06
P0ABN1	KDGL_ECOLI	dgkA	Diacylglycerol kinase	1	1	1.97963e+06	1.72462e+06	1.65424e+06	2.08746e+06	1.31984e+06	1.49017e+06
P0ABN5	DCUA_ECOLI	dcuA	Anaerobic C4-dicarboxylate transporter DcuA	5	5	1.02224e+07	9.60727e+06	1.03283e+07	9.89269e+06	1.02656e+07	9.58076e+06
P0ABN9	DCUB_ECOLI	dcuB	Anaerobic C4-dicarboxylate transporter DcuB	3	3	2.59929e+07	2.47803e+07	2.6904e+07	2.55567e+07	2.64744e+07	2.50312e+07
P0ABP3	DCUC_ECOLI	dcuC	Anaerobic C4-dicarboxylate transporter DcuC	1	1	174010			203455		170837
P0ABP8	DEOD_ECOLI	deoD	Purine nucleoside phosphorylase DeoD-type	13	13	3.95777e+08	4.81918e+08	3.93115e+08	4.53419e+08	4.27016e+08	4.56346e+08
P0ABQ0	COABC_ECOLI	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	10	10	5.82639e+06	6.13302e+06	5.97002e+06	5.5846e+06	6.47083e+06	6.14729e+06
P0ABQ2	GARR_ECOLI	garR	2-hydroxy-3-oxopropionate reductase	3	3	5.56722e+06	6.30041e+06	5.60528e+06	5.85636e+06	5.7982e+06	5.55998e+06
P0ABQ4	DYR_ECOLI	folA	Dihydrofolate reductase	5	5	2.36925e+07	2.69774e+07	2.44117e+07	2.66894e+07	2.50316e+07	2.54563e+07
P0ABR1	DINI_ECOLI	dinI	DNA-damage-inducible protein I	1	1		7.13722e+06	9.98711e+06	8.59916e+06	1.10366e+07	8.37772e+06
P0ABS1	DKSA_ECOLI	dksA	RNA polymerase-binding transcription factor DksA	4	4	3.20144e+08	3.63109e+08	3.34898e+08	3.48793e+08	3.58788e+08	3.40947e+08
