protein	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q96IX5	28196748.037225004	25040017.55542383	29403444.13342207	30864055.008173008	27106425.39608746	31325081.09766079	27513681.658977743	27547472.591349863	28965430.4866568	27213403.800241467	28103260.5762984	27943351.338770386	29842069.51251599	26305479.66723179	27027831.62571591	27902289.26127166	30418711.669527683	30399404.6079694	Q96IX5	Q96IX5		ATP5MK	0	0.9147613070144647	0.004553202687732802	False	0.04767472411981083	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q15361	1715628.4034766515	1632378.1249999998	1748923.0379860522	732791.8155523179	1485593.2745330257	1997176.4840623236	447395.7572632124	1537647.3903463404	1057744.238221043	1736627.583190688	1514084.9950611258	2201511.679953324	15193.890429934529	1218171.8895347756	1173262.4112810106	861077.6802600401	1638447.5487985124	1731552.6642681458	Q15361	Q15361		TTF1	1	0.9150360742153004	0.03132160147715337	False	0.04768129269574357	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q9Y2Z4	10893466.439925388	11519604.658076556	9005518.17615271	10547914.09479043	11501565.335605135	10185171.2845264	11168170.391267415	12074431.636791663	10386541.93278484	11800508.62884802	11202968.13212049	9411502.071992008	10841784.638760293	11312201.403641077	10233936.043470187	11112067.591602411	10758718.577721396	10233988.421581827	Q9Y2Z4	Q9Y2Z4		YARS2	0	0.9153973435927302	0.005567645232414031	False	0.0476878612716763	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q8NDC0	8557597.339018613	9373458.999999994	12240479.101186307	9809509.318933744	9231224.988519002	11355453.780852787	10424610.31015024	9247744.935298575	10288916.273726895	9070148.332600707	9560845.921682063	12462133.658222249	9413373.201051015	8462909.443619756	11072347.410122564	10031760.326304112	10059058.488522362	10933291.64087312	Q8NDC0	Q8NDC0		MAPK1IP1L	0	0.9163139629202384	-0.008530492525983183	False	0.04769442984760904	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q96NB3	2468128.15423942	2385142.249999999	37905.79060226376	2283466.890080247	2413219.7704258617	3135451.6849360038	2680325.983480172	2412373.338879544	2749954.3973958087	2281443.114563571	2082072.0946868835	3052144.493737521	1939057.8611137797	2156487.0217733546	2699325.612154602	1950758.639391597	2289384.871446699	2421300.141402143	Q96NB3	Q96NB3		ZNF830	1	0.9168289283567943	-0.021308045249787827	False	0.04770099842354178	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q96PV6	867255.9126175726	1474582.008990628	1263232.1368937243	39742.850669444895	1635647.3361727048	1511038.844343773	1321958.346263493	1390089.861887133	1627365.3703361473	818293.5234602849	1849267.6833920705	1449005.0007421486	436694.6954308209	1373256.893855931	1483293.8569349225	1292399.9192786743	1355478.7318800369	1279546.3051346657	Q96PV6	Q96PV6		LENG8	1	0.9170290437226036	-0.026497144160846125	False	0.04770756699947452	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q9ULV4	107982247.49451303	110828766.636991	101582720.920984	118498809.86214358	112941410.18682428	101115121.9722518	115168410.98937516	132054926.53415152	105052932.53494488	124165828.62465116	117895834.57145664	106860120.20840263	131720457.02578984	105261205.59207278	96249103.0736175	112122870.50975272	107831015.64764458	98321219.6012242	Q9ULV4	Q9ULV4		CORO1C	0	0.9173072403281577	0.006902111234315823	False	0.047714135575407254	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
O15182	4828132.082564475	4332312.519481199	3518433.973203972	2869613.5543774343	4796716.9008818455	3744595.1749895294	4730463.808776413	5541369.028308507	4956453.496138645	5730538.931505829	5158480.1775309965	4336094.909116904	2214497.6776064234	4509788.620562958	3729748.950030098	4477610.990208505	5243408.893946215	4334443.981241082	O15182	O15182		CETN3	0	0.9175124292496046	-0.015203038285781898	False	0.04772070415133999	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q9NWX6	6826959.730875803	6477492.346316525	5839513.667612966	7531711.087766207	6435033.283828283	6109016.902155343	6992871.977892431	8049316.342464007	5980248.092933055	6399240.83840027	6304911.73721818	5931569.309582669	7058201.639117189	6664248.768670243	6528820.163923091	8058620.560215183	6764895.926885444	6229451.7699294975	Q9NWX6	Q9NWX6		THG1L	0	0.9178931553636969	0.007255443094632771	False	0.04772727272727273	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q96PU5	2049905.724064614	2168649.5	2331689.696148841	2480489.5122979786	2360792.535101204	2461376.8364279177	2348878.857735911	2311092.635075556	2116529.5602222825	2049078.538889294	2396397.034528085	2362761.606723863	2663119.6828094344	2201790.1473323083	2484521.455721882	2204070.313565912	2148645.6006623306	2195396.1674896893	Q96PU5	Q96PU5		NEDD4L	0	0.9180379623545178	-0.0053313879910724315	False	0.04773384130320547	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q8WWV3	4118015.3849499896	4429584.00571333	3486076.7350979387	3976486.236991212	4354262.50398392	4230466.933301476	4515871.760347855	4743197.906282529	3860134.652318042	5012796.879624441	4391200.506435725	3110475.8125446644	3862831.337163056	4462618.924867261	3884851.115464465	4466600.743932855	4186843.4034358095	4543287.7165933885	Q8WWV3	Q8WWV3		RTN4IP1	0	0.9182839568088358	-0.007912426994078495	False	0.047740409879138204	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q9NZ43	1384467.8367012655	1100066.1249999993	950406.415384926	1160923.909101816	1070770.0111627523	1064293.803439302	1189940.7429004016	1419997.252758718	998745.2151790238	1164079.805196715	965307.3713994956	1013498.1021852974	871263.8250750952	1395691.7164643707	1207806.083460058	1211520.7895046624	1208144.450209455	1376898.1271453344	Q9NZ43	Q9NZ43		USE1	0	0.9187907391538119	-0.01037148857674579	False	0.04774697845507095	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q7L2H7	70336809.45506802	78530104.74749592	76615924.14407195	65959909.21118206	78685683.7864239	77419959.55979557	83153580.42516468	77469894.43250196	82308833.35061201	89969712.23066628	79311044.48405862	84156967.17378563	74475972.96035661	67330471.10530213	72162131.74737039	74387115.58679138	75511759.39192459	70405100.90690438	Q7L2H7	Q7L2H7		EIF3M	0	0.91880308446201	0.005800185515497111	False	0.04775354703100368	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q8N2F6	7731976.666482434	8548543.040254954	8191294.810034232	7754942.536313159	9306560.932230262	8019189.774127684	8228798.510455314	8978412.135522308	7453149.071750687	8704625.920292743	8249248.069666642	7618412.009310753	8061787.555124902	8155299.283863345	8207234.92792876	8370898.0347096035	8371877.086498656	8264007.324896825	Q8N2F6	Q8N2F6		ARMC10	0	0.9190739776576564	0.004077987356469184	False	0.04776011560693642	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
O60716	79067435.8977162	79450908.17819339	86356725.2843062	72871688.19047174	79000231.90351163	79382635.05716911	78612667.71814345	82291933.75068127	82724993.4389393	83543229.2780915	82555664.83735104	85818815.30710769	71861844.59208533	76647871.76928516	78270561.16321942	80504924.87878473	80533073.31242047	78315232.25575274	O60716	O60716		CTNND1	0	0.9193087195494912	0.003427610688224902	False	0.047766684182869154	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q08378	44067999.220214896	41919418.73925837	41981816.341445066	34449576.269226074	42730910.39202661	42935168.56854726	38542129.00901587	41571897.4979986	44790049.89283982	44158690.759175785	43349619.36773077	43343232.8257125	33109650.8322387	41880069.31949192	42945118.31709802	37917531.99739298	41270146.30561978	43541897.10139587	Q08378	Q08378		GOLGA3	0	0.9195225123739739	0.005708775425146829	False	0.0477732527588019	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q12792	4669511.022882862	3895087.5526283183	3950976.876044331	4111278.160815876	4169052.657310445	5045352.60288394	4519078.17348436	4110983.985946946	4022613.91097146	4312069.569280395	4379990.173485921	4107289.757741197	3052626.290358107	5030044.950887599	4739534.78546029	4181306.127266362	4411624.623074135	4485590.367820122	Q12792	Q12792		TWF1	0	0.9195308321474314	-0.007705269168072243	False	0.047779821334734636	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
O75940	16135730.301003812	17146655.562861208	15051941.256130485	14546213.932246312	16916142.677526604	15357983.553932304	17454172.557398457	17029174.434670135	15142863.353903156	17942121.377252005	17686328.039085	14190007.705913274	17189061.348467052	15584240.898495505	14740736.14888492	16092270.335850058	16461568.56427224	15414735.86672142	O75940	O75940		SMNDC1	0	0.9196433016942251	-0.0051742631619809635	False	0.047786389910667366	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q9Y266	615187436.1959319	581961255.5189861	504548077.78450847	515026780.5354912	592559094.6510344	547981620.9559271	593096209.3178306	615026892.3798885	541583947.2590439	677259157.7571822	622281895.3848474	463160817.2867664	479999742.8756266	586616897.9008906	500031071.2469198	614672382.8452129	620310996.1582989	568722309.0707177	Q9Y266	Q9Y266		NUDC	0	0.9197504800566376	-0.007349839366412814	False	0.047792958486600104	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q02809	18640060.96632488	19320037.70163872	19926775.540849872	18647886.763617814	19366172.51241522	20254600.66175929	17903970.938036416	19620673.40812549	18950756.037072383	18662857.55600137	20504759.035229668	21849754.74803889	19343558.74455178	16353993.746560307	19425743.50886421	18270276.432063542	18739166.761384424	20003988.7948994	Q02809	Q02809		PLOD1	0	0.920058426471951	-0.004365532115603831	False	0.04779952706253285	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q9Y520	135822410.03386927	120953717.79007424	124167069.49626398	132725934.09720846	125532996.8911297	125342337.42054994	126088010.37517908	141957529.05224445	129645824.64360192	145234707.24097455	131948722.2802665	130982322.1537778	118467319.30825016	133195637.53836223	122342605.10574728	127897307.20306274	128415044.8400788	126796617.3413492	Q9Y520	Q9Y520		PRRC2C	0	0.9206457977756536	-0.0037741694088079206	False	0.047806095638465586	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
P22314	454858107.38692063	487854376.1216487	505691780.04765314	464533302.438751	478968900.7216372	521250377.5763429	508145364.9719153	490229582.1258875	505886145.11713445	466622053.2605325	503259996.0235883	534323381.2442576	493515407.7432728	448921603.73769134	511553755.327594	489035567.2895088	480773454.36798406	479392932.244642	P22314	P22314		UBA1	0	0.9213166386866629	0.003276102433447664	False	0.04781266421439832	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q9UNH7	48391365.40712274	45275382.97271987	34053506.9202751	51245764.32664405	45962050.70940822	38863469.88538389	47925928.834916085	50362404.59090501	47422787.83821994	50278041.88217012	45640052.4611322	38903213.66488805	45357467.84472496	49030201.388318434	40987802.877131365	48143769.80077389	46977398.48814604	46201416.01842012	Q9UNH7	Q9UNH7		SNX6	0	0.9214342996320765	-0.007087491176538017	False	0.047819232790331054	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q9NR33	8091811.644396485	7637529.357980681	5595829.523313944	9382311.946326	7275669.792114127	5173925.317711241	7833617.163666942	7648823.4737807615	6616795.534700518	8274091.119633143	8203316.827885615	5546142.246353865	8721991.423702821	7976649.084751147	5972952.373430052	7770753.619456752	6591622.119337449	6714049.270745251	Q9NR33	Q9NR33		POLE4	0	0.9214474201174468	-0.011346572803672158	False	0.0478258013662638	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
P36543	35495157.87531897	34291073.30137798	33551843.738461222	35895108.3351014	35288886.75641805	33357080.733940102	35107346.24983458	37785076.73951566	33770798.13296726	40738448.84467591	32668789.53327497	28616211.13586509	37746827.75705116	38818483.71871291	32188187.21676411	34062295.95749585	35786445.74555298	32691040.094954588	P36543	P36543		ATP6V1E1	0	0.9216556827472263	0.005632568428450958	False	0.047832369942196536	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q9NRW3	15158283.09935685	19924442.63800764	24695605.38723152	16084402.629787754	20804610.26901465	23578559.10960108	18873318.98932312	21408318.55426705	23504870.65946071	16141246.750985729	19577417.99006041	28766102.138605475	19735613.364733707	15245225.284470372	23804162.14870143	19065493.42652322	19094542.95374393	21034196.889256075	Q9NRW3	Q9NRW3		APOBEC3C	0	0.9217241415528378	0.012348015575153899	False	0.04783893851812927	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q7Z3T8	2712939.448908558	2736514.836679173	3348777.12355332	2931039.5127996835	2733207.696862912	3220558.614300598	2442589.831145518	2749294.462061792	2889660.5742393523	2224165.472406961	3287695.421939764	3366397.1203269586	2322801.949563191	2579364.122363081	2667343.1032783464	2699259.010289765	3388603.195437978	3394974.8887023446	Q7Z3T8	Q7Z3T8		ZFYVE16	0	0.9218862418378634	-0.009266634726232494	False	0.04784550709406201	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q9Y5J7	52082473.49034989	48208830.57456032	43853155.497703575	53269544.24101742	48866581.08168253	46101375.449643806	50343035.50018104	53305446.24308702	48043506.55824498	52251100.90597024	49708806.22729092	42339614.979498416	48407689.38766471	53883857.22744641	45554639.55947803	50351638.07646465	51072437.142978966	49083532.83871687	Q9Y5J7	Q9Y5J7		TIMM9	0	0.9218986957303694	0.004622708685271551	False	0.04785207566999475	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
P49006	79263170.85293606	85582805.19290657	68474352.85112715	78973617.75220728	70002830.9266902	68662578.75225696	79444290.90685096	59931744.645624496	61466191.62208629	63936551.8908276	87083709.30030313	72971443.550196	62051811.21119771	66503532.99111992	77931366.71020837	85763038.31418818	66084465.05642055	73267112.31825992	P49006	P49006		MARCKSL1	0	0.9222980585179585	-0.008367662324082481	False	0.047858644245927486	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
P16150	41958463.27706329	39695572.04108425	33333926.26766656	37391236.18567998	40598690.45307602	36135456.62788937	36772960.53467999	44597208.09591967	38117333.802787	44076735.02193207	44426791.83871447	35431584.1820058	28937221.075488616	41237265.2006098	34185320.59795447	38943582.42305963	39757378.088116966	39834068.54301454	P16150	P16150		SPN	0	0.9229942629233895	0.007347602797595355	False	0.04786521282186022	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
P82094	3773455.0751950345	4168316.617695556	5247773.077996246	3779730.841581004	3822680.3425809103	5098908.790938152	4990038.304624214	4643067.482115608	4220178.604529539	4383457.867175635	3478645.6450114003	3622731.522964518	2861688.724724344	4966155.147995338	5920378.89263182	5415273.552173476	4705509.830656795	4727528.311184988	P82094	P82094		TMF1	0	0.9231934823131245	-0.012189310876087664	False	0.04787178139779296	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
P98175	60536656.70984654	57671803.80177034	54346400.738760464	61421511.60158943	55100767.59098915	54190939.33179878	58144976.8922309	62882999.092513256	57965158.27349708	63313396.7922226	59980867.86539876	56321011.77592575	60899545.8540254	56910439.46797752	52880176.0744357	57306243.58897871	59282989.185419925	56649445.49841341	P98175	P98175		RBM10	0	0.923278260708659	-0.003539544749123087	False	0.047878349973725705	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q86TU7	2659179.552984741	2834409.8942605206	2688512.509482707	1912815.8702555776	2360693.4473536406	2618856.58066184	2382803.662542088	2102412.382793023	2580111.356242069	2206449.32504321	2785824.233586342	3231632.666124488	1719533.9735033005	2314384.423328242	2220883.4593218705	2463355.9025034825	2672613.5491102007	2372493.8379236115	Q86TU7	Q86TU7		SETD3	0	0.9233166317045114	0.009979865760870552	False	0.047884918549658435	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q9Y5T5	11569714.378400436	12353808.421080587	12978139.457207548	8849582.166838659	12204874.1330293	14123871.149746312	12498334.711324193	13302972.90136917	13762106.262804836	13336429.951413462	12915191.22525189	11362952.630357012	9426428.392295718	13051129.693320343	12888678.04362324	11861629.670485023	13080669.11946653	13131159.532885289	Q9Y5T5	Q9Y5T5		USP16	0	0.9234034634515207	0.0076331699761746676	False	0.04789148712559117	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
Q8TAD8	4706006.386539137	4869240.302768592	5138477.373802278	4233204.084519167	4769522.779663889	4417010.7326941	4201507.620158505	5374518.297021255	4468961.032539204	5087514.087582092	5347337.363363837	3113322.0950483014	4570219.205868793	5368996.07802967	4597653.072227081	4375477.827338214	4565503.77274357	4920398.218697074	Q8TAD8	Q8TAD8		SNIP1	0	0.9235578356716154	0.00795828604195815	False	0.04789805570152391	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.5
