Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
DECOY_sp|P27238|YFED_ECOLI Uncharacterized protein YfeD OS=Escherichia coli (strain K12) GN=yfeD PE=4 SV=3	DECOY_sp|P27238|YFED_ECOLI Uncharacterized protein YfeD OS=Escherichia coli (strain K12) GN=yfeD PE=4 SV=3				670719	600602	522030	434277	424170	573610
DECOY_sp|P32701|YJCC_ECOLI Uncharacterized membrane protein YjcC OS=Escherichia coli (strain K12) GN=yjcC PE=1 SV=2	DECOY_sp|P32701|YJCC_ECOLI Uncharacterized membrane protein YjcC OS=Escherichia coli (strain K12) GN=yjcC PE=1 SV=2				1.59051e+06					
DECOY_sp|P33235|FLGK_ECOLI Flagellar hook-associated protein 1 OS=Escherichia coli (strain K12) GN=flgK PE=3 SV=3	DECOY_sp|P33235|FLGK_ECOLI Flagellar hook-associated protein 1 OS=Escherichia coli (strain K12) GN=flgK PE=3 SV=3				1.788e+06					1.58607e+06
DECOY_sp|P46142|YGGM_ECOLI Uncharacterized protein YggM OS=Escherichia coli (strain K12) GN=yggM PE=4 SV=2	DECOY_sp|P46142|YGGM_ECOLI Uncharacterized protein YggM OS=Escherichia coli (strain K12) GN=yggM PE=4 SV=2				172601	1.99934e+06	204727	2.07939e+06	2.22813e+06	117621
DECOY_sp|P52143|YPJA_ECOLI Uncharacterized outer membrane protein YpjA OS=Escherichia coli (strain K12) GN=ypjA PE=4 SV=3	DECOY_sp|P52143|YPJA_ECOLI Uncharacterized outer membrane protein YpjA OS=Escherichia coli (strain K12) GN=ypjA PE=4 SV=3				701205	657264	599866	547843	409451	586019
DECOY_sp|P60785|LEPA_ECOLI Elongation factor 4 OS=Escherichia coli (strain K12) GN=lepA PE=1 SV=1	DECOY_sp|P60785|LEPA_ECOLI Elongation factor 4 OS=Escherichia coli (strain K12) GN=lepA PE=1 SV=1				3.00658e+06	3.58047e+06	2.74843e+06		1.97833e+06	5.33795e+06
DECOY_sp|P71244|WCAM_ECOLI Colanic acid biosynthesis protein WcaM OS=Escherichia coli (strain K12) GN=wcaM PE=4 SV=2	DECOY_sp|P71244|WCAM_ECOLI Colanic acid biosynthesis protein WcaM OS=Escherichia coli (strain K12) GN=wcaM PE=4 SV=2				1.24363e+06	1.13679e+06	1.10413e+06	1.18882e+06		612222
DECOY_sp|P76115|YNCD_ECOLI Probable TonB-dependent receptor YncD OS=Escherichia coli (strain K12) GN=yncD PE=3 SV=1	DECOY_sp|P76115|YNCD_ECOLI Probable TonB-dependent receptor YncD OS=Escherichia coli (strain K12) GN=yncD PE=3 SV=1					1.79173e+06	2.07943e+06			1.61778e+06
DECOY_sp|P76473|ARNT_ECOLI Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase OS=Escherichia coli (strain K12) GN=arnT PE=1 SV=1	DECOY_sp|P76473|ARNT_ECOLI Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase OS=Escherichia coli (strain K12) GN=arnT PE=1 SV=1				3.25341e+06	3.08559e+06	3.40331e+06	3.26271e+06	3.62292e+06	3.05631e+06
DECOY_sp|P77348|MPPA_ECOLI Periplasmic murein peptide-binding protein OS=Escherichia coli (strain K12) GN=mppA PE=1 SV=2	DECOY_sp|P77348|MPPA_ECOLI Periplasmic murein peptide-binding protein OS=Escherichia coli (strain K12) GN=mppA PE=1 SV=2				1.82538e+06	2.0352e+06	1.90153e+06	2.0333e+06	1.73104e+06	1.98456e+06
DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1	DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1				826648	985475	1.01928e+06	1.14748e+06	1.27074e+06	
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				2.7217e+06	2.64332e+06				2.51613e+06
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				4.62542e+06	4.69839e+06				4.5719e+06
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2.76192e+06	2.75466e+06	1.97044e+06		1.94702e+06	2.58939e+06
P00350	P00350		gnd		3.72843e+07	3.70699e+07	3.65468e+07	3.68022e+07	3.61197e+07	3.62838e+07
P00363	P00363		frdA		4.39541e+07	4.40673e+07	4.36092e+07	4.37858e+07	4.41145e+07	4.17692e+07
P00370	P00370		gdhA		2.03322e+06	2.01816e+06	1.99465e+06	2.02245e+06	2.12168e+06	2.08481e+06
P00393	P00393		ndh		6.10184e+06	6.1176e+06	5.98898e+06	6.08187e+06	5.93902e+06	6.25664e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1.69456e+06	1.69297e+06			1.23039e+06	1.56411e+06
P00448	P00448		sodA		3.5227e+06	3.54146e+06	3.46535e+06	3.52113e+06	3.26607e+06	3.51324e+06
P00452	P00452		nrdA		9.84897e+06	9.90478e+06	9.99088e+06	1.01344e+07	1.00237e+07	9.99821e+06
P00490	P00490		malP		5.04274e+06	5.07793e+06	5.03915e+06	5.03256e+06	5.06093e+06	4.4888e+06
P00509	P00509		aspC		1.96874e+07	1.96091e+07	1.88206e+07	1.91289e+07	1.90577e+07	1.91966e+07
P00547	P00547		thrB		956710	881235	833468	1.01013e+06	829589	805560
P00550	P00550		mtlA		1.13419e+06	1.11334e+06	1.14366e+06	1.19272e+06	1.23178e+06	1.00101e+06
P00561	P00561		thrA		2.17968e+06	2.10954e+06	2.25743e+06	2.10423e+06	2.23559e+06	2.1612e+06
P00562	P00562		metL		2.48007e+06	2.57982e+06	2.51253e+06	2.42861e+06	2.4678e+06	2.54004e+06
P00579	P00579		rpoD		8.59821e+06	8.63966e+06	8.39469e+06	8.57435e+06	8.70332e+06	8.23232e+06
P00582	P00582		polA		3.54405e+06	3.49883e+06	3.57247e+06	3.46431e+06	3.3806e+06	3.18671e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1.20298e+06	1.32008e+06				974553
P00803	P00803		lepB		4.63723e+06	4.98175e+06	4.79812e+06	4.8069e+06	4.82607e+06	4.94525e+06
P00805	P00805		ansB		2.15528e+07	2.17495e+07	2.26337e+07	2.27045e+07	2.20478e+07	1.81412e+07
P00811	P00811		ampC		1.02244e+06	1.1673e+06	1.09719e+06	1.05181e+06	1.00461e+06	934706
P00861	P00861		lysA		208279	231846	174954	87429.1	115242	134150
P00864	P00864		ppc		3.57653e+07	3.60962e+07	3.48396e+07	3.47093e+07	3.5086e+07	3.34726e+07
P00887	P00887		aroH		2.91222e+06	2.90361e+06	2.78021e+06	2.69151e+06	2.60805e+06	2.81564e+06
P00888	P00888		aroF		1.98052e+06	1.89553e+06	1.98632e+06	1.93987e+06	1.9397e+06	1.87845e+06
P00892	P00892		ilvG		1.01515e+06	995410	1.00544e+06	1.09808e+06	974862	839548
P00894	P00894		ilvH		781841	635155	810221	679882	746593	771120
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				7.57889e+06	7.81956e+06	6.82862e+06	7.4408e+06	7.9398e+06	8.40261e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				5.46774e+06	5.45696e+06				5.4841e+06
P00926	P00926		dsdA		1.36415e+06	1.34132e+06	1.33877e+06	1.37637e+06	1.29364e+06	1.09342e+06
P00934	P00934		thrC		4.35148e+06	4.46936e+06	4.71312e+06	4.47281e+06	4.49746e+06	4.10909e+06
P00935	P00935		metB		1.70445e+06	1.85272e+06	2.04852e+06	2.04616e+06	2.30243e+06	1.96861e+06
P00936	P00936		cyaA		552751	605443	406060	551193	502131	591407
P00946	P00946		manA		1.1173e+07	1.12506e+07	1.13926e+07	1.14521e+07	1.14858e+07	1.15638e+07
P00954	P00954		trpS		1.51531e+07	1.45708e+07	1.38478e+07	1.33814e+07	1.32766e+07	1.39824e+07
P00956	P00956		ileS		2.78703e+07	2.74476e+07	2.6051e+07	2.62363e+07	2.6763e+07	2.54013e+07
P00957	P00957		alaS		1.91952e+07	1.91386e+07	1.90605e+07	1.89015e+07	1.94415e+07	1.67785e+07
P00959	P00959		metG		1.92476e+07	1.89921e+07	1.82837e+07	1.83898e+07	1.80581e+07	1.71736e+07
P00960	P00960		glyQ		7.14902e+06	6.90356e+06	6.66521e+06	6.91063e+06	6.50674e+06	7.26279e+06
P00961	P00961		glyS		1.43304e+07	1.40338e+07	1.35442e+07	1.38669e+07	1.35117e+07	1.35065e+07
P00962	P00962		glnS		1.05724e+07	1.06355e+07	1.01681e+07	1.01491e+07	1.02911e+07	9.6661e+06
P00963	P00963		asnA		2.52062e+07	2.65008e+07	2.37191e+07	2.45732e+07	2.23302e+07	2.38136e+07
P00968	P00968		carB		4.37558e+06	4.35634e+06	4.38231e+06	4.37156e+06	4.34869e+06	4.23233e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				3.97219e+06	3.90606e+06	2.01752e+06	114683	111456	3.85939e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				5.43614e+06	5.65554e+06	70825.2		115996	5.08903e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				2.83541e+06	2.70888e+06				2.74502e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				5.64658e+06	5.47962e+06				5.9359e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				3.47567e+06	3.21991e+06				3.66145e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				7.27576e+06	7.16507e+06	135733	150707	132851	7.67321e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.91537e+06	1.81594e+06	2.01487e+06	1.72146e+06		1.51396e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				3.67492e+06	3.44512e+06	2.50609e+06	1.91673e+06	2.20987e+06	2.98465e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				5.64189e+06	5.94412e+06				5.19736e+06
P02358	P02358		rpsF		1.04008e+08	1.03645e+08	1.00547e+08	9.83785e+07	9.71183e+07	8.12374e+07
P02359	P02359		rpsG		1.6003e+08	1.59319e+08	1.55469e+08	1.56927e+08	1.58884e+08	1.52732e+08
P02413	P02413		rplO		1.21682e+08	1.22552e+08	1.24146e+08	1.2559e+08	1.27936e+08	1.08551e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				569606	518521				416088
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				875412	884548	788901	767606	752847	932661
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				9.02197e+06	8.85408e+06	2.14825e+06	1.20625e+06	5.37113e+06	8.51454e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				6.47925e+06	6.38182e+06	1.40589e+06	3.56153e+06	4.27112e+06	6.27748e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				4.99322e+06	5.0898e+06	2.68924e+06	2.15543e+06	3.57387e+06	4.7942e+06
P02918	P02918		mrcA		2.38257e+06	2.42962e+06	2.34991e+06	2.37176e+06	2.4555e+06	2.38885e+06
P02919	P02919		mrcB		1.69151e+06	1.64853e+06	1.82666e+06	1.52516e+06	1.74102e+06	1.69668e+06
P02924	P02924		araF				1.23076e+06		1.1598e+06	762733
P02925	P02925		rbsB		9.05823e+06	9.24967e+06	8.98136e+06	8.95727e+06	8.66097e+06	8.88674e+06
P02930	P02930		tolC		2.09467e+07	2.08966e+07	2.19801e+07	2.23855e+07	2.25379e+07	2.07181e+07
P02931	P02931		ompF		3.76669e+07	3.81516e+07	3.99399e+07	3.90811e+07	3.79809e+07	3.9112e+07
P02932	P02932		phoE		1.20094e+06	939961	1.33828e+06	1.30997e+06	1.11066e+06	1.51565e+06
P02942	P02942		tsr		1.14493e+07	1.10323e+07	1.10078e+07	1.13033e+07	1.12319e+07	1.0227e+07
P02943	P02943		lamB		1.4584e+06	1.52772e+06	1.36727e+06	1.43232e+06	1.33448e+06	1.43041e+06
P03004	P03004		dnaA		2.17341e+06	2.30248e+06	2.14949e+06	2.31933e+06	2.12695e+06	2.18674e+06
P03007	P03007		dnaQ		494767	568323	616247	731391	746883	612341
P03018	P03018		uvrD		5.37693e+06	5.43204e+06	5.33797e+06	5.34305e+06	5.19661e+06	5.49647e+06
P03024	P03024		galR		2.18641e+06	2.08564e+06	2.17201e+06	2.08198e+06	1.92768e+06	2.21572e+06
P03817	P03817		mioC		8.02331e+06	8.0769e+06	7.92952e+06	8.51408e+06	8.29351e+06	7.5886e+06
P03841	P03841		malM		9.67626e+06	9.34926e+06	1.03242e+07	1.018e+07	1.03556e+07	9.03376e+06
P04036	P04036		dapB		4.9161e+06	4.81954e+06	5.01947e+06	4.71074e+06	4.86485e+06	4.6245e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1.97475e+06	2.04112e+06	1.34197e+06	1.14607e+06	1.49957e+06	1.78626e+06
P04079	P04079		guaA		1.98999e+07	1.97395e+07	1.97562e+07	1.96863e+07	1.9227e+07	1.94903e+07
P04335	P04335		frsA		4.48432e+06	4.44708e+06	4.5242e+06	4.4126e+06	4.31905e+06	4.05553e+06
P04391	P04391		argI		350524	484344	389310			361560
P04425	P04425		gshB		1.43079e+07	1.47081e+07	1.47087e+07	1.45775e+07	1.45191e+07	1.42925e+07
P04693	P04693		tyrB		4.0008e+06	3.88813e+06	4.01542e+06	4.12941e+06	3.97902e+06	4.25505e+06
P04805	P04805		gltX		2.4552e+07	2.52748e+07	2.34894e+07	2.38673e+07	2.41601e+07	2.5088e+07
P04825	P04825		pepN		1.62424e+07	1.62249e+07	1.59264e+07	1.59554e+07	1.58921e+07	1.47008e+07
P04846	P04846		nlpA		3.18874e+06	3.17783e+06	3.39894e+06	3.36096e+06	3.29945e+06	3.23104e+06
P04949	P04949		fliC		3.8171e+07	3.7823e+07	4.15833e+07	4.05384e+07	4.05416e+07	3.61494e+07
P04951	P04951		kdsB		5.73133e+06	5.67169e+06	5.81318e+06	5.83756e+06	5.65817e+06	5.89566e+06
P04982	P04982		rbsD		864029	965352	975799	1.32765e+06	1.19407e+06	1.21345e+06
P04994	P04994		xseA		819926	850304	797529	738784	931956	1.13172e+06
P04995	P04995		sbcB		1.84021e+06	1.83239e+06	1.89191e+06	1.81336e+06	1.80048e+06	1.93311e+06
P05020	P05020		pyrC		5.79757e+06	6.13349e+06	6.12455e+06	5.97421e+06	5.90427e+06	5.97181e+06
P05041	P05041		pabB		1.60467e+06	1.66204e+06	1.68439e+06	1.79432e+06	1.89345e+06	1.94323e+06
P05055	P05055		pnp		4.27722e+07	4.29271e+07	4.23881e+07	4.25117e+07	4.20145e+07	4.12965e+07
P05100	P05100		tag		1.54082e+06	1.37006e+06	1.55696e+06	1.54478e+06	1.51213e+06	1.58196e+06
P05194	P05194		aroD		1.17801e+06	1.24855e+06	1.17418e+06	1.17655e+06	1.09792e+06	1.24836e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				6.17207e+06	8.46835e+06	1.21117e+06	702376	1.10489e+06	8.09788e+06
P05458	P05458		ptrA		3.57679e+06	3.28323e+06	3.32944e+06	3.17699e+06	3.23701e+06	3.57869e+06
P05459	P05459		pdxB		6.29283e+06	6.09333e+06	6.10437e+06	6.25287e+06	5.89523e+06	5.76471e+06
P05637	P05637		apaH		1.51025e+06	1.50352e+06	1.32897e+06	1.5623e+06	1.40056e+06	1.43992e+06
P05719	P05719		hsdS		1.2022e+06	1.31239e+06	1.37498e+06	1.34994e+06	1.28192e+06	1.36886e+06
P05791	P05791		ilvD		3.25347e+06	3.32241e+06	3.10848e+06	3.1843e+06	3.15497e+06	3.26987e+06
P05793	P05793		ilvC		6.47489e+06	6.30366e+06	6.40635e+06	6.38176e+06	6.57137e+06	5.97128e+06
P05825	P05825		fepA		1.90795e+06	1.93077e+06	1.93517e+06	1.93276e+06	1.89816e+06	1.89914e+06
P05852	P05852		gcp		2.56247e+06	2.65646e+06	2.66997e+06	2.80255e+06	2.77967e+06	2.62437e+06
P06129	P06129		btuB		1.40621e+07	1.39129e+07	1.35376e+07	1.3868e+07	1.37445e+07	1.28819e+07
P06136	P06136		ftsQ		611051	674231	593003	548096	537964	718237
P06149	P06149		dld		6.50863e+06	6.59513e+06	6.2221e+06	6.36035e+06	6.48456e+06	5.68584e+06
P06282	P06282		cdh		2.7589e+06	2.67572e+06	2.83576e+06	2.91842e+06	2.70916e+06	2.90344e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				6.22847e+06	6.25765e+06	3.04197e+06	4.08537e+06	6.18424e+06	6.25745e+06
P06610	P06610		btuE		1.05066e+07	1.04615e+07	1.06693e+07	1.0721e+07	9.61298e+06	8.39844e+06
P06612	P06612		topA		6.0754e+06	5.9333e+06	6.06313e+06	5.95058e+06	5.83948e+06	6.18835e+06
P06616	P06616		era		4.47923e+06	4.2194e+06	4.18952e+06	4.20185e+06	4.19068e+06	4.24988e+06
P06709	P06709		birA		1.06653e+06	1.06069e+06	1.02825e+06	1.04294e+06	1.01168e+06	1.05231e+06
P06710	P06710		dnaX		1.3121e+06	1.36264e+06	1.35892e+06	1.45131e+06	1.42492e+06	1.43162e+06
P06715	P06715		gor		3.51575e+06	3.5166e+06	3.34436e+06	3.32568e+06	3.16151e+06	3.24515e+06
P06721	P06721		metC		779338	1.00654e+06	895439	813867	687747	686248
P06722	P06722		mutH		997419	945654	908717	953366	999563	912148
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				2.94209e+06	2.91758e+06	678095	558826	450969	3.20109e+06
P06846	P06846		ebgR		1.66947e+06	1.62497e+06	1.66914e+06	1.57643e+06	1.45177e+06	1.71318e+06
P06959	P06959		aceF		4.34511e+07	4.41458e+07	4.40215e+07	4.42432e+07	4.29188e+07	3.9623e+07
P06961	P06961		cca		1.7479e+06	1.62711e+06	1.54799e+06	1.67894e+06	1.6406e+06	1.65222e+06
P06968	P06968		dut		1.04596e+07	1.06678e+07	1.07868e+07	1.07724e+07	1.03835e+07	1.06813e+07
P06971	P06971		fhuA		1.36655e+07	1.42707e+07	1.3691e+07	1.3627e+07	1.36007e+07	1.33665e+07
P06974	P06974		fliM		1.3852e+06	1.50022e+06	1.38636e+06	1.44845e+06	1.37565e+06	1.21869e+06
P06983	P06983		hemC		1.11049e+07	1.09923e+07	1.1582e+07	1.12809e+07	1.14325e+07	9.39427e+06
P06986	P06986		hisC		4.47442e+06	4.47411e+06	4.39576e+06	4.2913e+06	4.24921e+06	4.63236e+06
P06987	P06987		hisB		958440	1.03101e+06	926813	1.00739e+06	1.05268e+06	1.02253e+06
P06988	P06988		hisD		3.99644e+06	3.93283e+06	3.43447e+06	3.35334e+06	3.75094e+06	3.02592e+06
P06992	P06992		rsmA		2.49634e+06	2.51881e+06	2.49692e+06	2.48864e+06	2.50409e+06	2.14432e+06
P06996	P06996		ompC		2.96874e+08	3.09766e+08	3.06717e+08	3.14855e+08	2.98535e+08	2.73795e+08
P06999	P06999		pfkB		1.31179e+06	1.46303e+06	1.40003e+06	1.35541e+06	1.24944e+06	1.47337e+06
P07000	P07000		pldB		519305	498676	612796	589051	526577	512257
P07001	P07001		pntA		2.66799e+06	2.6645e+06	2.55989e+06	2.48673e+06	2.49894e+06	2.39178e+06
