Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
DECOY_sp|P08997|MASY_ECOLI Malate synthase A OS=Escherichia coli (strain K12) GN=aceB PE=1 SV=1	DECOY_sp|P08997|MASY_ECOLI Malate synthase A OS=Escherichia coli (strain K12) GN=aceB PE=1 SV=1				1.94296e+06	2.76966e+06	1.68908e+06	2.5029e+06	1.71934e+06	1.9676e+06
DECOY_sp|P09148|GAL7_ECOLI Galactose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galT PE=1 SV=2	DECOY_sp|P09148|GAL7_ECOLI Galactose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galT PE=1 SV=2				697074	749932	651276	567692	626509	539801
DECOY_sp|P0A8N3|SYK1_ECOLI Lysine--tRNA ligase OS=Escherichia coli (strain K12) GN=lysS PE=1 SV=2	DECOY_sp|P0A8N3|SYK1_ECOLI Lysine--tRNA ligase OS=Escherichia coli (strain K12) GN=lysS PE=1 SV=2						3.22144e+06		2.924e+06	
DECOY_sp|P0A8V2|RPOB_ECOLI DNA-directed RNA polymerase subunit beta OS=Escherichia coli (strain K12) GN=rpoB PE=1 SV=1	DECOY_sp|P0A8V2|RPOB_ECOLI DNA-directed RNA polymerase subunit beta OS=Escherichia coli (strain K12) GN=rpoB PE=1 SV=1				5.9547e+06	5.86156e+06	5.71378e+06	4.88642e+06	5.86781e+06	
DECOY_sp|P0AA95|YACC_ECOLI Uncharacterized protein YacC OS=Escherichia coli (strain K12) GN=yacC PE=4 SV=1	DECOY_sp|P0AA95|YACC_ECOLI Uncharacterized protein YacC OS=Escherichia coli (strain K12) GN=yacC PE=4 SV=1				3.0838e+07	3.04243e+07	3.21903e+07	3.07182e+07	3.01531e+07	2.87019e+07
DECOY_sp|P0AAN3|HYPB_ECOLI Hydrogenase isoenzymes nickel incorporation protein HypB OS=Escherichia coli (strain K12) GN=hypB PE=1 SV=1	DECOY_sp|P0AAN3|HYPB_ECOLI Hydrogenase isoenzymes nickel incorporation protein HypB OS=Escherichia coli (strain K12) GN=hypB PE=1 SV=1				799344	855022	500730	465798	476845	497170
DECOY_sp|P0ACQ4|OXYR_ECOLI Hydrogen peroxide-inducible genes activator OS=Escherichia coli (strain K12) GN=oxyR PE=1 SV=1	DECOY_sp|P0ACQ4|OXYR_ECOLI Hydrogen peroxide-inducible genes activator OS=Escherichia coli (strain K12) GN=oxyR PE=1 SV=1				1.36273e+06	1.00697e+06	1.16221e+06	1.10268e+06	1.12944e+06	845020
DECOY_sp|P0ADX5|YHFG_ECOLI Uncharacterized protein YhfG OS=Escherichia coli (strain K12) GN=yhfG PE=4 SV=1	DECOY_sp|P0ADX5|YHFG_ECOLI Uncharacterized protein YhfG OS=Escherichia coli (strain K12) GN=yhfG PE=4 SV=1						346942	1.86166e+06		1.89805e+06
DECOY_sp|P0ADX9|RSMD_ECOLI Ribosomal RNA small subunit methyltransferase D OS=Escherichia coli (strain K12) GN=rsmD PE=1 SV=1	DECOY_sp|P0ADX9|RSMD_ECOLI Ribosomal RNA small subunit methyltransferase D OS=Escherichia coli (strain K12) GN=rsmD PE=1 SV=1				1.58122e+06	1.74111e+06	1.53862e+06	1.65443e+06	1.46095e+06	1.67446e+06
DECOY_sp|P0AEC5|BARA_ECOLI Signal transduction histidine-protein kinase BarA OS=Escherichia coli (strain K12) GN=barA PE=1 SV=1	DECOY_sp|P0AEC5|BARA_ECOLI Signal transduction histidine-protein kinase BarA OS=Escherichia coli (strain K12) GN=barA PE=1 SV=1				6.39548e+06	6.38229e+06	6.31823e+06	6.15023e+06	6.38515e+06	6.1607e+06
DECOY_sp|P21151|FADA_ECOLI 3-ketoacyl-CoA thiolase OS=Escherichia coli (strain K12) GN=fadA PE=1 SV=3	DECOY_sp|P21151|FADA_ECOLI 3-ketoacyl-CoA thiolase OS=Escherichia coli (strain K12) GN=fadA PE=1 SV=3				3.26318e+06	2.99614e+06	3.29861e+06	2.29905e+06	2.49547e+06	2.61322e+06
DECOY_sp|P25549|ASLA_ECOLI Arylsulfatase OS=Escherichia coli (strain K12) GN=aslA PE=3 SV=2	DECOY_sp|P25549|ASLA_ECOLI Arylsulfatase OS=Escherichia coli (strain K12) GN=aslA PE=3 SV=2				1.48731e+06	1.52902e+06	1.70808e+06	1.88579e+06	1.54868e+06	1.78034e+06
DECOY_sp|P32132|TYPA_ECOLI GTP-binding protein TypA/BipA OS=Escherichia coli (strain K12) GN=typA PE=1 SV=2	DECOY_sp|P32132|TYPA_ECOLI GTP-binding protein TypA/BipA OS=Escherichia coli (strain K12) GN=typA PE=1 SV=2				166199		242907		148211	
DECOY_sp|P32701|YJCC_ECOLI Uncharacterized membrane protein YjcC OS=Escherichia coli (strain K12) GN=yjcC PE=1 SV=2	DECOY_sp|P32701|YJCC_ECOLI Uncharacterized membrane protein YjcC OS=Escherichia coli (strain K12) GN=yjcC PE=1 SV=2									1.90591e+06
DECOY_sp|P45423|YHCG_ECOLI Uncharacterized protein YhcG OS=Escherichia coli (strain K12) GN=yhcG PE=4 SV=1	DECOY_sp|P45423|YHCG_ECOLI Uncharacterized protein YhcG OS=Escherichia coli (strain K12) GN=yhcG PE=4 SV=1				442918	429796	501024	389993	477252	546979
DECOY_sp|P64596|YRAP_ECOLI Uncharacterized protein YraP OS=Escherichia coli (strain K12) GN=yraP PE=4 SV=1	DECOY_sp|P64596|YRAP_ECOLI Uncharacterized protein YraP OS=Escherichia coli (strain K12) GN=yraP PE=4 SV=1				241986	192247	220132	810128	588923	856432
DECOY_sp|P68767|AMPA_ECOLI Cytosol aminopeptidase OS=Escherichia coli (strain K12) GN=pepA PE=1 SV=1	DECOY_sp|P68767|AMPA_ECOLI Cytosol aminopeptidase OS=Escherichia coli (strain K12) GN=pepA PE=1 SV=1				568177		522094	599480		460241
DECOY_sp|P76344|ZINT_ECOLI Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1	DECOY_sp|P76344|ZINT_ECOLI Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1				704701		686066	689589	609547	
DECOY_sp|P76621|CSID_ECOLI Protein CsiD OS=Escherichia coli (strain K12) GN=csiD PE=1 SV=2	DECOY_sp|P76621|CSID_ECOLI Protein CsiD OS=Escherichia coli (strain K12) GN=csiD PE=1 SV=2				1.50997e+06	1.5807e+06	1.70084e+06	1.56276e+06	1.62963e+06	
DECOY_sp|P77297|YAHE_ECOLI Uncharacterized protein YahE OS=Escherichia coli (strain K12) GN=yahE PE=4 SV=1	DECOY_sp|P77297|YAHE_ECOLI Uncharacterized protein YahE OS=Escherichia coli (strain K12) GN=yahE PE=4 SV=1				698131	631109		722395	786208	763034
DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1	DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1				1.68385e+06	1.63278e+06	1.66079e+06	1.43157e+06	1.83534e+06	1.65299e+06
DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1	DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1				2.68827e+06	2.70209e+06	2.84075e+06	3.23431e+06	2.96826e+06	3.17806e+06
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1.33824e+06	1.37037e+06	1.41552e+06	1.18811e+07	1.19934e+07	1.14585e+07
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2.63305e+06	2.56855e+06	2.31697e+06	1.98977e+07	1.93396e+07	2.07909e+07
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2.75292e+06	2.73862e+06	2.52289e+06	1.89625e+07	1.8525e+07	1.84883e+07
P00350	P00350		gnd		3.93533e+07	3.93996e+07	3.90964e+07	3.96099e+07	3.91923e+07	3.93534e+07
P00363	P00363		frdA		4.28844e+07	4.29065e+07	4.23217e+07	4.15418e+07	4.13923e+07	4.15384e+07
P00370	P00370		gdhA		1.92208e+06	1.88635e+06	1.79867e+06	1.98437e+06	1.93042e+06	1.92582e+06
P00393	P00393		ndh		5.52604e+06	5.60522e+06	5.53775e+06	5.39e+06	5.48822e+06	5.50387e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1.13662e+06	1.22849e+06	1.13007e+06	7.83884e+06	7.94708e+06	7.91598e+06
P00448	P00448		sodA		3.33986e+06	3.39125e+06	3.21711e+06	3.47829e+06	3.43045e+06	3.35642e+06
P00452	P00452		nrdA		9.93072e+06	9.89668e+06	9.87058e+06	9.9868e+06	9.75886e+06	9.98246e+06
