Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P00960	P00960		glyQ		7.27615e+06	6.91323e+06	7.17787e+06	6.7528e+06	6.89455e+06	6.84801e+06
P00961	P00961		glyS		1.50722e+07	1.47814e+07	1.49474e+07	1.46421e+07	1.4669e+07	1.46374e+07
P00962	P00962		glnS		1.06833e+07	1.07184e+07	1.08189e+07	1.1111e+07	1.09277e+07	1.09762e+07
P00963	P00963		asnA		1.77069e+07	1.84346e+07	1.80645e+07	1.72737e+07	1.74403e+07	1.75669e+07
P00968	P00968		carB		6.35804e+06	6.24519e+06	6.14573e+06	6.117e+06	6.318e+06	6.2306e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				9.8051e+06	1.15104e+07	1.03722e+07	1.94652e+06	1.67355e+06	1.66006e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				1.39007e+07	1.21428e+07	1.38582e+07	1.53421e+06	1.52881e+06	1.44496e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				2.33713e+07	2.26249e+07	2.3493e+07	2.6976e+06	3.22479e+06	3.03932e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				1.29274e+07	1.20215e+07	1.26659e+07	1.55559e+06	1.63425e+06	1.42118e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				9.64835e+06	9.50492e+06	9.27763e+06	1.38393e+06	1.39282e+06	1.45623e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				1.78302e+07	1.71666e+07	1.81129e+07	2.02042e+06	1.99521e+06	1.88992e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				5.29334e+06	5.28844e+06	5.27099e+06	847492	747274	907010
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				8.81709e+06	8.67553e+06	9.18882e+06	2.48721e+06	1.33337e+06	2.05443e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				1.29513e+07	1.3502e+07	1.24733e+07	1.31063e+06	1.32808e+06	1.32655e+06
P02358	P02358		rpsF		1.3092e+08	1.31722e+08	1.3655e+08	1.23514e+08	1.2712e+08	1.27074e+08
P02359	P02359		rpsG		1.10945e+08	1.16333e+08	1.13219e+08	1.10715e+08	1.09444e+08	1.07194e+08
P02413	P02413		rplO		1.13315e+08	1.10401e+08	1.12941e+08	1.18356e+08	1.15329e+08	1.16708e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				620527	688192	702036	416995	309701	360409
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				2.53424e+06	2.65693e+06	2.59574e+06	1.20432e+06	692732	930100
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1.98424e+07	1.97853e+07	1.98367e+07	2.42145e+06	2.42885e+06	2.35484e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				1.54001e+07	1.46473e+07	1.5348e+07	1.97676e+06	2.01305e+06	1.9757e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				1.49538e+07	1.47744e+07	1.48717e+07	2.21956e+06	2.06574e+06	2.2083e+06
P02918	P02918		mrcA		3.46099e+06	3.54313e+06	3.54107e+06	2.99688e+06	3.18932e+06	3.32374e+06
P02919	P02919		mrcB		1.77001e+06	1.63158e+06	1.86635e+06	1.85425e+06	1.95807e+06	1.88918e+06
P02925	P02925		rbsB		9.44226e+06	9.30309e+06	9.44424e+06	9.49324e+06	9.11994e+06	9.28241e+06
P02930	P02930		tolC		2.45336e+07	2.4432e+07	2.52167e+07	2.67547e+07	2.61905e+07	2.67158e+07
P02931	P02931		ompF		3.1101e+07	3.04536e+07	3.13463e+07	3.16759e+07	3.15134e+07	3.20204e+07
P02932	P02932		phoE		671203		571549			
P02942	P02942		tsr		1.48536e+07	1.40751e+07	1.4815e+07	1.36153e+07	1.43933e+07	1.37099e+07
P02943	P02943		lamB		1.55467e+06	1.52526e+06	1.52844e+06	1.52223e+06	1.6163e+06	1.61577e+06
P03004	P03004		dnaA		2.08079e+06	1.9978e+06	2.13621e+06	2.10556e+06	2.14969e+06	1.99879e+06
P03007	P03007		dnaQ		973422	931052	748946	995100	1.17387e+06	953544
P03018	P03018		uvrD		3.601e+06	3.51472e+06	3.48398e+06	3.4244e+06	3.56637e+06	3.52271e+06
P03024	P03024		galR		1.2784e+06	1.37655e+06	1.29432e+06	1.18164e+06	1.25298e+06	1.44017e+06
P03817	P03817		mioC		8.14666e+06	8.06076e+06	7.88605e+06	8.33723e+06	8.24084e+06	8.54372e+06
P03841	P03841		malM		1.02587e+07	9.5107e+06	9.86076e+06	1.00762e+07	1.07236e+07	1.09622e+07
P04036	P04036		dapB		4.95412e+06	4.72596e+06	5.00985e+06	4.84472e+06	4.98453e+06	4.96432e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				7.0978e+06	7.16742e+06	7.38301e+06	1.59176e+06	2.25002e+06	1.71076e+06
P04079	P04079		guaA		1.52354e+07	1.52857e+07	1.54069e+07	1.53343e+07	1.54891e+07	1.53908e+07
P04335	P04335		frsA		4.52982e+06	4.66088e+06	4.58235e+06	4.52043e+06	4.4461e+06	4.59934e+06
P04425	P04425		gshB		8.00353e+06	7.99453e+06	8.06054e+06	7.99114e+06	8.03159e+06	8.06307e+06
P04693	P04693		tyrB		3.8539e+06	4.06597e+06	3.88393e+06	3.96136e+06	3.95879e+06	3.82704e+06
P04805	P04805		gltX		2.41554e+07	2.36844e+07	2.45342e+07	2.36021e+07	2.40412e+07	2.34703e+07
P04825	P04825		pepN		1.55121e+07	1.52451e+07	1.55599e+07	1.52514e+07	1.54255e+07	1.49564e+07
P04846	P04846		nlpA		3.36093e+06	3.06379e+06	3.30055e+06	3.28806e+06	3.28004e+06	3.43201e+06
P04949	P04949		fliC		3.40317e+07	3.50966e+07	3.77006e+07	4.07049e+07	3.85504e+07	4.06527e+07
P04951	P04951		kdsB		6.38491e+06	6.37722e+06	6.13442e+06	6.34886e+06	6.37878e+06	6.42913e+06
P04982	P04982		rbsD		1.31295e+06	1.42649e+06	1.26289e+06	1.34173e+06	1.35632e+06	1.51778e+06
P04994	P04994		xseA		866821	894222	706127	1.06016e+06	830998	994263
P04995	P04995		sbcB		1.24538e+07	1.20676e+07	1.2112e+07	1.3043e+07	1.24115e+07	1.25863e+07
P05020	P05020		pyrC		6.55985e+06	6.45983e+06	6.77261e+06	6.55146e+06	6.67275e+06	6.23883e+06
P05041	P05041		pabB		9.98707e+06	1.0546e+07	9.75601e+06	1.03517e+07	1.03091e+07	1.0131e+07
P05055	P05055		pnp		3.90404e+07	4.02731e+07	3.98163e+07	3.7905e+07	3.7935e+07	3.74758e+07
P05100	P05100		tag		1.50407e+06	1.58833e+06	1.48936e+06	1.51817e+06	1.46971e+06	1.62516e+06
P05194	P05194		aroD		1.31176e+06	1.30432e+06	1.25173e+06	1.22837e+06	1.32763e+06	1.33524e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				1.94602e+07	2.00916e+07	1.88344e+07	2.3442e+06	2.6855e+06	2.03033e+06
P05458	P05458		ptrA		2.76284e+06	2.51058e+06	2.72209e+06	2.6263e+06	2.87859e+06	2.73114e+06
P05459	P05459		pdxB		6.39958e+06	6.37861e+06	6.46612e+06	6.45469e+06	6.33182e+06	6.50473e+06
P05637	P05637		apaH		2.49548e+06	2.59354e+06	2.50678e+06	2.19556e+06	2.95216e+06	2.66279e+06
P05719	P05719		hsdS		1.21088e+06	1.24459e+06	1.27823e+06	1.28517e+06	1.33353e+06	1.30898e+06
P05791	P05791		ilvD		3.08137e+06	3.23403e+06	3.04229e+06	3.20341e+06	3.02068e+06	3.16313e+06
P05793	P05793		ilvC		7.61008e+06	7.48636e+06	7.38347e+06	7.81965e+06	7.82349e+06	7.5932e+06
P05825	P05825		fepA		4.75472e+06	4.60115e+06	4.50827e+06	4.72139e+06	4.87714e+06	4.68704e+06
P05852	P05852		gcp		2.64165e+06	2.42779e+06	2.82209e+06	2.73679e+06	2.56768e+06	2.53758e+06
P06129	P06129		btuB		1.46896e+07	1.48822e+07	1.50942e+07	1.51335e+07	1.48976e+07	1.50618e+07
P06136	P06136		ftsQ		641628	569748	593698	626602	577413	615702
P06149	P06149		dld		6.30698e+06	6.29953e+06	6.25255e+06	6.37432e+06	6.18668e+06	6.05773e+06
P06282	P06282		cdh		3.04311e+06	2.7276e+06	2.90249e+06	2.87841e+06	2.86598e+06	3.05473e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				7.69428e+06	7.67917e+06	7.86056e+06	1.97145e+06	1.64673e+06	1.8184e+06
P06610	P06610		btuE		8.09622e+06	8.37933e+06	8.21928e+06	8.05378e+06	7.95326e+06	7.50687e+06
P06612	P06612		topA		5.69767e+06	5.4817e+06	5.61134e+06	5.78678e+06	5.69425e+06	5.87086e+06
P06616	P06616		era		3.20866e+06	3.08709e+06	3.28013e+06	3.47827e+06	3.43537e+06	3.51125e+06
P06709	P06709		birA		1.04718e+06	838497	939272	969878	1.03871e+06	1.113e+06
P06710	P06710		dnaX		7.11926e+06	6.43121e+06	6.8278e+06	6.8914e+06	7.40253e+06	7.67847e+06
P06715	P06715		gor		3.30664e+06	3.07076e+06	3.25872e+06	3.01575e+06	3.0029e+06	2.96072e+06
P06721	P06721		metC		496682	605629	432923	637186	507828	570327
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				7.65501e+06	7.67036e+06	7.91388e+06	1.10154e+06	1.02111e+06	950205
P06846	P06846		ebgR		1.57177e+06	1.63301e+06	1.5225e+06	1.61878e+06	1.56936e+06	1.57186e+06
P06959	P06959		aceF		5.95761e+07	6.04125e+07	6.05722e+07	6.16846e+07	5.92438e+07	6.04426e+07
P06961	P06961		cca		1.76677e+06	1.73555e+06	1.76712e+06	1.75074e+06	1.77562e+06	1.7379e+06
P06968	P06968		dut		1.08991e+07	1.04383e+07	1.07221e+07	1.09357e+07	1.08611e+07	1.09377e+07
P06971	P06971		fhuA		1.40389e+07	1.41902e+07	1.4081e+07	1.39136e+07	1.40929e+07	1.3807e+07
P06974	P06974		fliM		1.19493e+06	1.23206e+06	1.26761e+06	1.28107e+06	1.32963e+06	1.28382e+06
P06983	P06983		hemC		1.09279e+07	1.08877e+07	1.08942e+07	1.09398e+07	1.11015e+07	1.11099e+07
P06986	P06986		hisC		4.52259e+06	4.60165e+06	4.49059e+06	4.54707e+06	4.42598e+06	4.45572e+06
P06987	P06987		hisB		1.35435e+06	1.18232e+06	1.33057e+06	1.18108e+06	1.32176e+06	1.26595e+06
P06988	P06988		hisD		2.67587e+06	2.84704e+06	2.74647e+06	2.64848e+06	2.94867e+06	3.04142e+06
P06992	P06992		rsmA		2.64212e+06	2.72349e+06	2.67772e+06	2.63763e+06	2.38294e+06	2.53201e+06
P06996	P06996		ompC		1.87198e+08	1.87007e+08	1.93699e+08	2.01379e+08	1.94209e+08	2.04182e+08
P06999	P06999		pfkB		1.2212e+06	1.17145e+06	1.20969e+06	1.27074e+06	1.16773e+06	1.28852e+06
P07000	P07000		pldB		534563	590593	519069	537133	587620	480201
P07001	P07001		pntA		4.09339e+06	4.02358e+06	4.0064e+06	4.36953e+06	3.84156e+06	4.22842e+06
P07003	P07003		poxB		2.53457e+06	2.5293e+06	2.54963e+06	2.47318e+06	2.43412e+06	2.52974e+06
P07004	P07004		proA		2.58767e+07	2.55974e+07	2.65599e+07	2.6341e+07	2.65989e+07	2.61322e+07
P07012	P07012		prfB		8.703e+06	8.50621e+06	8.86021e+06	8.69012e+06	8.68428e+06	8.64269e+06
P07014	P07014		sdhB		4.72124e+06	4.76488e+06	4.61759e+06	4.67843e+06	4.64417e+06	4.7195e+06
P07017	P07017		tar		3.4782e+06	3.43546e+06	3.50277e+06	3.53961e+06	3.47242e+06	3.3723e+06
P07021	P07021		yfiB		923549	1.02665e+06	821300	801118	940526	898071
P07023	P07023		tyrA		2.65782e+06	2.78192e+06	2.59092e+06	2.75575e+06	2.46498e+06	2.44747e+06
P07024	P07024		ushA		4.97277e+06	4.86827e+06	5.01538e+06	5.05146e+06	5.32898e+06	5.22066e+06
P07026	P07026		sdiA		1.84098e+06	1.81031e+06	1.72603e+06	1.78787e+06	1.73439e+06	1.83772e+06
P07118	P07118		valS		2.15225e+07	2.11948e+07	2.15222e+07	2.10591e+07	2.13735e+07	2.08823e+07
P07330	P07330		cheB		1.39495e+06	1.26539e+06	1.31488e+06	1.45573e+06	1.28133e+06	1.46993e+06
P07363	P07363		cheA		1.72354e+06	1.72957e+06	1.79355e+06	1.71302e+06	1.72634e+06	1.78093e+06
P07395	P07395		pheT		1.46406e+07	1.46263e+07	1.5095e+07	1.50516e+07	1.47669e+07	1.52251e+07
P07604	P07604		tyrR		2.15549e+06	2.14691e+06	2.15657e+06	2.28009e+06	2.31338e+06	2.31037e+06
P07639	P07639		aroB		3.25434e+06	3.23246e+06	3.31958e+06	3.26096e+06	3.34222e+06	3.32682e+06
P07648	P07648		recC		739874	688586	578366	752278	791608	712532
P07649	P07649		truA		2.06754e+06	1.8932e+06	2.02904e+06	2.15139e+06	2.03425e+06	2.05991e+06
P07650	P07650		deoA		7.10187e+06	6.96504e+06	6.87624e+06	6.72966e+06	6.83219e+06	6.70902e+06
P07658	P07658		fdhF		986432	924268	922773	956742	982967	918099
P07762	P07762		glgB		2.50607e+06	2.5104e+06	2.46373e+06	2.36916e+06	2.5891e+06	2.45537e+06
P07813	P07813		leuS		1.81287e+07	1.7622e+07	1.81971e+07	1.7797e+07	1.82306e+07	1.76502e+07
P07821	P07821		fhuC		932540	1.62779e+06	1.3108e+06	1.66121e+06	1.14609e+06	1.35633e+06
P07822	P07822		fhuD		442219	422028	414298	419479	398694	354951
P07862	P07862		ddlB		2.3185e+06	2.15886e+06	2.26405e+06	2.42688e+06	2.34156e+06	2.3603e+06
P07913	P07913		tdh		4.13297e+06	4.33217e+06	4.42527e+06	4.14369e+06	4.18658e+06	4.38171e+06
P08178	P08178		purM		2.16563e+06	2.13262e+06	2.11173e+06	2.16846e+06	2.14366e+06	2.16307e+06
P08179	P08179		purN		997047	994047	1.05395e+06	1.01792e+06	976445	1.0621e+06
P08189	P08189		fimF		1.15253e+06	1.11833e+06	1.07994e+06	1.19641e+06	1.24619e+06	1.17657e+06
P08190	P08190		fimG		2.25396e+06	1.76827e+06	1.95912e+06	1.68193e+06	2.24246e+06	2.19355e+06
P08191	P08191		fimH		2.92696e+06	2.75521e+06	2.94677e+06	3.19574e+06	3.11317e+06	3.26967e+06
P08192	P08192		folC		3.92332e+06	3.96795e+06	3.90601e+06	3.92756e+06	3.94302e+06	3.9739e+06
P08200	P08200		icd		2.5149e+07	2.37867e+07	2.4241e+07	2.35004e+07	2.40895e+07	2.29226e+07
P08201	P08201		nirB		5.1748e+06	5.01094e+06	5.05344e+06	5.07613e+06	4.96627e+06	5.00186e+06
P08244	P08244		pyrF		9.4521e+06	9.42809e+06	9.37662e+06	1.0021e+07	1.05825e+07	1.00789e+07
P08245	P08245		yciH		674191	737768	733523	726606	726462	689269
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				1.04151e+07	1.07474e+07	1.05512e+07	1.4695e+06	1.31063e+06	1.64939e+06
P08312	P08312		pheS		1.24404e+07	1.22201e+07	1.25619e+07	1.23037e+07	1.21906e+07	1.24159e+07
P08331	P08331		cpdB		3.37856e+06	3.37367e+06	3.29491e+06	3.51271e+06	3.44015e+06	3.55876e+06
P08337	P08337		mutT		970917	951088	951676	1.05433e+06	1.00771e+06	1.01728e+06
P08373	P08373		murB		1.72639e+06	1.69219e+06	1.72088e+06	1.68965e+06	1.77934e+06	1.70316e+06
P08390	P08390		usg		5.51778e+06	5.24125e+06	5.5192e+06	5.82103e+06	5.5365e+06	5.65668e+06
P08395	P08395		sppA		1.93862e+06	1.96734e+06	1.97147e+06	2.10442e+06	2.04055e+06	2.04312e+06
P08506	P08506		dacC		6.28774e+06	6.12794e+06	6.47573e+06	6.42066e+06	6.43482e+06	6.38839e+06
P08622	P08622		dnaJ		6.21918e+06	6.16969e+06	6.26006e+06	6.04266e+06	6.1608e+06	6.26394e+06
P08660	P08660		lysC		2.55312e+06	2.49182e+06	2.42635e+06	2.38691e+06	2.35058e+06	2.40634e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				8.06413e+06	7.61642e+06	7.89046e+06	1.00121e+06	1.05316e+06	1.01292e+06
P08839	P08839		ptsI		7.52774e+07	7.52383e+07	7.57064e+07	7.24501e+07	7.40919e+07	7.46501e+07
P08956	P08956		hsdR		2.58104e+06	2.44198e+06	2.40497e+06	2.51448e+06	2.4211e+06	2.35946e+06
P08957	P08957		hsdM		1.11442e+07	1.11006e+07	1.11546e+07	1.0907e+07	1.11404e+07	1.1081e+07
P08997	P08997		aceB		915968	990530	958659	870425	899012	757031
P09029	P09029		purK		1.34935e+06	1.21491e+06	1.19278e+06	1.07846e+06	1.10876e+06	1.07777e+06
P09030	P09030		xthA		3.90661e+06	3.85824e+06	3.79162e+06	3.76146e+06	3.86028e+06	3.8725e+06
P09053	P09053		avtA		2.26628e+06	2.14113e+06	2.26186e+06	2.48677e+06	2.31726e+06	2.40198e+06
P09126	P09126		hemD		1.46254e+06	1.49289e+06	1.50334e+06	1.54671e+06	1.46773e+06	1.52495e+06
P09127	P09127		hemX		1.18099e+07	1.18454e+07	1.1691e+07	1.18155e+07	1.20725e+07	1.18396e+07
P09147	P09147		galE		9.47098e+06	9.65225e+06	9.89613e+06	9.44242e+06	9.76709e+06	9.4618e+06
P09148	P09148		galT		1.83214e+06	1.8642e+06	1.87523e+06	1.81622e+06	1.85349e+06	1.81674e+06
P09152	P09152		narG		5.34756e+06	5.20218e+06	5.1703e+06	5.11042e+06	5.37063e+06	5.28726e+06
P09155	P09155		rnd		2.37673e+06	2.08633e+06	2.30365e+06	2.24984e+06	2.31717e+06	2.34902e+06
P09158	P09158		speE		6.89568e+06	6.77018e+06	7.03969e+06	7.10693e+06	7.02089e+06	7.20531e+06
P09169	P09169		ompT		5.75504e+06	5.7033e+06	5.77863e+06	5.9985e+06	5.31184e+06	5.91667e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				3.87424e+06	3.87034e+06	4.1157e+06	1.14653e+06	542057	1.06099e+06
P09323	P09323		nagE		661101	612900	630870	626544	882761	565850
P09348	P09348		motA		939108	869594	903619	1.08496e+06	893856	982239
P09372	P09372		grpE		4.81296e+07	4.79394e+07	4.8119e+07	4.7202e+07	4.88844e+07	4.67396e+07
P09373	P09373		pflB		2.99356e+08	2.97825e+08	3.01292e+08	2.99894e+08	2.96182e+08	2.95656e+08
P09394	P09394		glpQ		5.81494e+06	5.83646e+06	5.67591e+06	5.81715e+06	5.8256e+06	5.90336e+06
P09424	P09424		mtlD		2.37488e+06	2.46643e+06	2.48813e+06	2.34931e+06	2.26798e+06	2.27839e+06
P09546	P09546		putA		3.56438e+06	3.48806e+06	3.62109e+06	3.69588e+06	3.65083e+06	3.72594e+06
P09549	P09549		dedD		1.18676e+06	1.24974e+06	1.24305e+06	1.25736e+06	1.33045e+06	1.22642e+06
P09831	P09831		gltB		3.86699e+06	3.99941e+06	3.93284e+06	3.91334e+06	3.97661e+06	4.00938e+06
P09832	P09832		gltD		2.8967e+06	2.85786e+06	3.10684e+06	3.05702e+06	3.14574e+06	3.12011e+06
P09996	P09996		yidB		417722	487216	452427	361053	370146	383343
P0A698	P0A698		uvrA		2.06436e+07	2.10379e+07	2.00454e+07	2.01809e+07	2.04291e+07	2.0845e+07
P0A6A0	P0A6A0		ubiB		1.62616e+06	1.69064e+06	1.62629e+06	1.57464e+06	1.625e+06	1.5947e+06
P0A6A3	P0A6A3		ackA		1.85259e+08	1.88639e+08	1.92702e+08	1.90138e+08	1.88812e+08	1.88238e+08
P0A6A8	P0A6A8		acpP		1.50517e+08	1.49032e+08	1.54289e+08	1.58294e+08	1.59e+08	1.67131e+08
P0A6B4	P0A6B4		alr		3.28679e+06	3.29681e+06	3.24079e+06	3.38648e+06	3.32504e+06	3.18353e+06
P0A6B7	P0A6B7		iscS		1.30402e+07	1.29726e+07	1.30662e+07	1.28927e+07	1.29596e+07	1.30405e+07
P0A6C1	P0A6C1		nfo		2.10753e+06	2.03057e+06	2.15794e+06	2.16207e+06	2.15714e+06	2.1977e+06
P0A6D0	P0A6D0		argR		1.53988e+06	1.48437e+06	1.70653e+06	1.748e+06	1.63505e+06	1.75928e+06
P0A6D3	P0A6D3		aroA		5.61705e+06	5.75963e+06	5.55967e+06	5.39025e+06	5.31571e+06	5.48059e+06
P0A6D7	P0A6D7		aroK		7.66318e+06	7.62675e+06	7.79057e+06	7.48315e+06	7.52383e+06	7.31905e+06
P0A6E1	P0A6E1		aroL		76165.7	44573.5	48040.4		85488.1	87523.4
P0A6E4	P0A6E4		argG		1.60047e+06	1.88627e+06	1.58138e+06	1.69579e+06	1.33169e+06	1.44545e+06
P0A6E6	P0A6E6		atpC		8.32984e+06	8.25169e+06	8.55416e+06	7.85534e+06	8.20283e+06	8.22981e+06
P0A6E9	P0A6E9		bioD2		5.66073e+06	5.60374e+06	5.77257e+06	5.83177e+06	5.79575e+06	5.89354e+06
P0A6F1	P0A6F1		carA		7.78234e+06	7.78244e+06	7.82905e+06	8.04421e+06	7.88584e+06	7.99641e+06
P0A6F3	P0A6F3		glpK		4.66045e+06	4.42564e+06	4.53609e+06	4.56342e+06	4.52677e+06	4.63109e+06
P0A6F5	P0A6F5		groL		8.95272e+07	8.82431e+07	9.04911e+07	8.79865e+07	8.80746e+07	8.86559e+07
P0A6F9	P0A6F9		groS		8.80192e+07	9.66029e+07	9.13753e+07	1.08611e+08	1.02179e+08	1.08009e+08
P0A6G3	P0A6G3		pncC		3.15554e+06	3.30704e+06	3.52458e+06	3.52946e+06	3.55839e+06	3.38841e+06
P0A6G7	P0A6G7		clpP		1.96868e+07	1.95712e+07	2.00579e+07	1.83636e+07	1.86725e+07	1.9075e+07
P0A6H1	P0A6H1		clpX		2.80279e+07	2.75861e+07	2.8045e+07	2.72289e+07	2.68223e+07	2.74769e+07
P0A6H5	P0A6H5		hslU		2.3071e+07	2.36167e+07	2.28826e+07	2.30705e+07	2.33334e+07	2.33791e+07
P0A6H8	P0A6H8		cls		544928	546581	592552	481486	589435	567110
P0A6I0	P0A6I0		cmk		1.09989e+07	1.08667e+07	1.10466e+07	1.08703e+07	1.10826e+07	1.09469e+07
P0A6I3	P0A6I3		coaA		3.312e+06	3.36267e+06	3.21308e+06	3.55067e+06	3.59651e+06	3.48334e+06
P0A6I6	P0A6I6		coaD		534825	551553	614440	609298	498275	592248
P0A6I9	P0A6I9		coaE		3.03737e+06	3.33166e+06	3.47796e+06	3.62564e+06	3.86082e+06	3.7672e+06
P0A6J1	P0A6J1		cysC		1.35428e+06	1.37357e+06	1.31443e+06	1.29798e+06	1.3809e+06	1.39521e+06
P0A6J8	P0A6J8		ddlA		1.45611e+07	1.46054e+07	1.44417e+07	1.40623e+07	1.40223e+07	1.43541e+07
P0A6K1	P0A6K1		dapF		655873	675269	653157	511420	561535	672325
P0A6K3	P0A6K3		def		1.13723e+07	1.08345e+07	1.09702e+07	1.13478e+07	1.13631e+07	1.15048e+07
P0A6K6	P0A6K6		deoB		1.84908e+07	1.85315e+07	1.88817e+07	1.89277e+07	1.88879e+07	1.86698e+07
P0A6L0	P0A6L0		deoC		1.23389e+07	1.24332e+07	1.23504e+07	1.25683e+07	1.24188e+07	1.24984e+07
P0A6L2	P0A6L2		dapA		4.56175e+07	4.56296e+07	4.65545e+07	4.60622e+07	4.66878e+07	4.6646e+07
P0A6L4	P0A6L4		nanA		561830	516852	506663	524998	462957	388761
P0A6L7	P0A6L7		uxaB		1.63235e+06	1.79753e+06	1.74884e+06	1.85813e+06	1.87463e+06	1.806e+06
P0A6L9	P0A6L9		hscB		4.91291e+06	4.71375e+06	5.07196e+06	4.71319e+06	5.18574e+06	5.06289e+06
