Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A6K3	P0A6K3		def		14142200.0	12873700.0	13638300.0	13074000.0	14074400.0	12985100.0	0	0.016131388493163	0.1044104252834677	False	0.009762050030506406	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77150	P77150		pdxY		3529410.0	3698270.0	3592340.0	3650660.0	3594330.0	3717530.0	0	0.016184417844189274	-0.04641654205169821	False	0.00979255643685174	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AD05	P0AD05		yecA		6819630.0	7538400.0	6753840.0	7467780.0	7053890.0	7517530.0	0	0.01620829516320739	-0.12688529175843036	False	0.009823062843197072	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9D2	P0A9D2		gstA		6418230.0	6980160.0	6564070.0	7343710.0	6276330.0	7510220.0	0	0.016216769276495447	-0.18107732588522726	False	0.009853569249542405	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAJ5	P0AAJ5		fdoH		3681270.0	3931780.0	3669860.0	3943670.0	3625720.0	4092940.0	0	0.016228705536321164	-0.12476498548789532	False	0.009884075655887736	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08506	P08506		dacC		6319360.0	5477730.0	5988110.0	5364010.0	5992060.0	5518200.0	0	0.01623423970005056	0.16163913799768795	False	0.00991458206223307	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8I5	P0A8I5		trmB		6476900.0	5906250.0	6630140.0	6178650.0	6641990.0	6185520.0	0	0.016314428805201394	0.11227199614756408	False	0.009945088468578401	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG78	P0AG78		sbp		811848.0	697860.0	831590.0	623939.0	861677.0	716369.0	0	0.0164191496069634	0.29760386003218864	False	0.009975594874923735	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADG4	P0ADG4		suhB		12868300.0	12161500.0	12455300.0	11877800.0	12901800.0	11916000.0	0	0.01647794390880409	0.08832715121775313	False	0.010006101281269067	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AES9	P0AES9		hdeA		5759820.0	5961290.0	5636030.0	6108220.0	5490410.0	6070190.0	0	0.016485735057519643	-0.10330076356299107	False	0.010036607687614399	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00957	P00957		alaS		15481000.0	15811400.0	15514000.0	15736000.0	15391800.0	15971800.0	0	0.01682442181456034	-0.03479622304121211	False	0.010067114093959731	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AB46	P0AB46		ymgD		2043980.0	1917860.0	2033710.0	1856170.0	2075470.0	1944260.0	0	0.016924728699978804	0.10574371995362415	False	0.010097620500305065	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09424	P09424		mtlD		1948380.0	2223530.0	2030220.0	2247100.0	1939230.0	2409080.0	0	0.016981078408741707	-0.217279499179251	False	0.010128126906650398	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P25522	P25522		mnmE		4565550.0	4134640.0	4744280.0	4315440.0	4494100.0	4208060.0	0	0.017166188821415147	0.12501363371044838	False	0.01015863331299573	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A898	P0A898		ybeY		3732010.0	3196330.0	3497280.0	3193590.0	3469430.0	3026010.0	0	0.01725843389405147	0.18426270199204553	False	0.01018913971934106	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0C0T5	P0C0T5		mepA		3526960.0	4841320.0	3111390.0	4019630.0	3040180.0	4556800.0	0	0.01726472754168291	-0.47128291968514374	False	0.010219646125686394	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P10371	P10371		hisA		3013580.0	2586230.0	3175420.0	2675060.0	3325050.0	2716390.0	0	0.01745877376924579	0.25409035191001994	False	0.010250152532031728	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0CG19	P0CG19		rph		8049000.0	7102350.0	7807320.0	6465250.0	7834580.0	6885140.0	0	0.017461624416350692	0.21203887636109947	False	0.01028065893837706	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG55	P0AG55		rplF		106385000.0	101480000.0	105418000.0	103451000.0	105110000.0	101373000.0	0	0.01762521344258336	0.04912263422418299	False	0.010311165344722394	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADT2	P0ADT2		ygiB		1189530.0	761780.0	1091240.0	666548.0	1088960.0	891100.0	0	0.01763140821467613	0.5388639373867067	False	0.010341671751067724	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P28635	P28635		metQ		13339200.0	13778500.0	13536300.0	13916700.0	13243900.0	13771800.0	0	0.018206380218626177	-0.04766364672488562	False	0.010372178157413058	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37903	P37903		uspF		8256030.0	8854690.0	8498690.0	8638160.0	8192150.0	8918040.0	0	0.01830567598941881	-0.08227410176488673	False	0.01040268456375839	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P38489	P38489		nfnB		5726600.0	5822110.0	5655020.0	5908390.0	5589370.0	5839240.0	0	0.018365505089865574	-0.050022115536799465	False	0.010433190970103723	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P52061	P52061		rdgB		6502220.0	7020600.0	6561210.0	6829360.0	6730710.0	7022880.0	0	0.018727746741035823	-0.07655352213451955	False	0.010463697376449055	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AD24	P0AD24		yejL		3944180.0	3796540.0	4158890.0	3665270.0	4048890.0	3755500.0	0	0.01885816280656766	0.11546227841535839	False	0.010494203782794387	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A715	P0A715		kdsA		22182900.0	23256000.0	21784200.0	23479400.0	21300200.0	23386600.0	0	0.018872259724402065	-0.10350678619298588	False	0.010524710189139719	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06282	P06282		cdh		2290190.0	2573110.0	2397360.0	2605820.0	2198370.0	2657270.0	0	0.019001975680814995	-0.1865047994635663	False	0.010555216595485053	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9E5	P0A9E5		fnr		7789390.0	7020110.0	8043690.0	7428510.0	7886900.0	6953390.0	0	0.019587225639260436	0.14835649771384077	False	0.010585723001830385	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P36938	P36938		pgm		9742910.0	10471200.0	9892350.0	10204900.0	9985900.0	10225400.0	0	0.019619224702170222	-0.06104873077595121	False	0.010616229408175719	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P13001	P13001		bioH		452861.0	168023.0	324119.0	111593.0	328342.0	126386.0	2	0.01979763453587997	1.444907974249015	False	0.010646735814521049	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFM6	P0AFM6		pspA		3825670.0	3456160.0	3962610.0	3623670.0	3735140.0	3447280.0	0	0.019910650834375983	0.13045952462887278	False	0.010677242220866382	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEM0	P0AEM0		fkpB		1506550.0	1855710.0	1628780.0	1820010.0	1658830.0	1885180.0	0	0.019915739528288894	-0.21404033561705385	False	0.010707748627211714	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8B2	P0A8B2		yfcN		1418130.0	1531400.0	1384550.0	1717570.0	1294840.0	1641020.0	0	0.019987657801630365	-0.25508052373975276	False	0.010738255033557048	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABA6	P0ABA6		atpG		30056600.0	31647800.0	30460000.0	32705200.0	28604800.0	33004800.0	0	0.02016408735987738	-0.12752467173261534	False	0.01076876143990238	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P23871	P23871		hemH		2102960.0	2759720.0	2347460.0	2765490.0	2300800.0	2735710.0	0	0.020197072132526268	-0.2911542279076827	False	0.010799267846247712	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A917	P0A917		ompX		17620900.0	14862600.0	16599700.0	15125300.0	16717300.0	14954600.0	0	0.02036010035275484	0.180659104306522	False	0.010829774252593044	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A731	P0A731		mgsA		3693160.0	3601550.0	3775060.0	3510550.0	3771110.0	3623040.0	0	0.02041551148074729	0.06621503013542866	False	0.010860280658938378	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AE85	P0AE85		cpxP		796179.0	871597.0	730119.0	875093.0	737080.0	823514.0	0	0.020558276301648675	-0.18340532738527615	False	0.01089078706528371	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGC3	P0AGC3		slt		1236890.0	1148280.0	1301580.0	1154180.0	1303070.0	1136540.0	0	0.020705884957380447	0.15969565991891793	False	0.010921293471629043	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A894	P0A894		yhbJ		1502120.0	1383600.0	1540650.0	1413390.0	1551730.0	1462620.0	0	0.020714622048116915	0.10918652096810423	False	0.010951799877974374	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P20966	P20966		fruA		10899000.0	10454600.0	11118500.0	10017500.0	10684500.0	10255400.0	0	0.020856874199110736	0.08984847771448146	False	0.010982306284319707	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07330	P07330		cheB		1114340.0	1020670.0	1058870.0	954588.0	1071350.0	959148.0	0	0.02087285966447552	0.1449543513572738	False	0.01101281269066504	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P41407	P41407		azoR		2887690.0	3757250.0	2884870.0	3862640.0	2296550.0	3576780.0	0	0.0209391742940256	-0.4725882621426111	False	0.011043319097010373	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG48	P0AG48		rplU		77366200.0	73736700.0	78375700.0	70595700.0	77623500.0	70582800.0	0	0.021071351989336993	0.11882315342928057	False	0.011073825503355707	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P31119	P31119		aas		1367150.0	1328440.0	1369480.0	1287990.0	1419150.0	1295090.0	0	0.021132006811977008	0.08738994078301383	False	0.011104331909701037	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24171	P24171		dcp		2185440.0	2394620.0	2071880.0	2347760.0	2115550.0	2249350.0	0	0.021150999514788413	-0.133706241731275	False	0.011134838316046369	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37692	P37692		rfaF		3175930.0	2525800.0	3001930.0	2816230.0	3134680.0	2522410.0	0	0.02119418337708166	0.2438306773640621	False	0.011165344722391703	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09373	P09373		pflB		295363000.0	285026000.0	291896000.0	282676000.0	290588000.0	277346000.0	0	0.02138476928944682	0.054936223300664264	False	0.011195851128737036	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6T9	P0A6T9		gcvH		2053720.0	1945190.0	2196230.0	1807550.0	2089320.0	1923220.0	0	0.02164581292999051	0.1594522936933181	False	0.011226357535082368	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AC51	P0AC51		zur		2431860.0	2099890.0	2451950.0	2186030.0	2451640.0	2245380.0	0	0.02174951730456892	0.16751529548804936	False	0.011256863941427699	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P16703	P16703		cysM		3477950.0	3602300.0	3379070.0	3777780.0	3309220.0	3855290.0	0	0.02178220988925857	-0.1442614409280809	False	0.011287370347773032	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76558	P76558		maeB		2389530.0	2280840.0	2379770.0	2322750.0	2448380.0	2301640.0	0	0.02178941831032793	0.06384571324219139	False	0.011317876754118366	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77735	P77735		yajO		3691280.0	3537360.0	3661070.0	3491730.0	3794190.0	3483800.0	0	0.021924153877059795	0.0844366307559974	False	0.011348383160463698	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				1505230.0	3379020.0	140595.0	3505950.0	109544.0	3617950.0	1	0.022003430934371154	-2.58094423909763	False	0.011378889566809032	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0AAC0	P0AAC0		uspE		4936060.0	5326170.0	4904780.0	5157710.0	4682450.0	5173430.0	0	0.022041073041779526	-0.10846806412883601	False	0.011409395973154362	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8W0	P0A8W0		nanR		2451400.0	2733000.0	2347030.0	2813290.0	2489710.0	3020790.0	0	0.022126766510330926	-0.2332528879838731	False	0.011439902379499696	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76535	P76535		murQ		1903380.0	1627550.0	1877480.0	1694510.0	1828790.0	1755790.0	0	0.022236820637867208	0.14369298199922828	False	0.011470408785845028	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69425	P69425		tatB		2512740.0	2750030.0	2592040.0	2986240.0	2474640.0	2855070.0	0	0.022292424539263618	-0.1807957142609228	False	0.011500915192190361	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33018	P33018		yeiG		205368.0	325636.0	208078.0	452808.0	162904.0	432221.0	0	0.022302847675257226	-1.0707826276571493	False	0.011531421598535693	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P62620	P62620		ispG		5958580.0	5651790.0	6018580.0	5817950.0	6044460.0	5789170.0	0	0.02231387360026929	0.0623873509092403	False	0.011561928004881025	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AC19	P0AC19		folX		3659620.0	4090030.0	3818910.0	3935390.0	3679680.0	3926160.0	0	0.022472164861263584	-0.09909574663765365	False	0.011592434411226357	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P11447	P11447		argH		1741510.0	1613830.0	1735150.0	1605380.0	1665140.0	1569300.0	0	0.02251720354149513	0.10269668029855021	False	0.011622940817571691	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A912	P0A912		pal		49485200.0	46449900.0	49747100.0	44857800.0	53017500.0	44435500.0	0	0.022570181774240094	0.16556040434179614	False	0.011653447223917023	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69797	P69797		manX		13185500.0	12365000.0	13219400.0	12743100.0	13262400.0	12432500.0	0	0.022666387423714237	0.07949849363282854	False	0.011683953630262357	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7V3	P0A7V3		rpsC		94917000.0	90218600.0	93592100.0	91227600.0	93102600.0	88366200.0	0	0.022779323208995166	0.06175062126600824	False	0.011714460036607689	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75914	P75914		ycdX		5528880.0	5806150.0	5615040.0	5857920.0	5680400.0	5853910.0	0	0.02296073431196733	-0.058288231596461224	False	0.01174496644295302	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABN5	P0ABN5		dcuA		4651850.0	4184990.0	4526850.0	4225290.0	4797260.0	4418240.0	0	0.023011599118935185	0.12359264503263007	False	0.011775472849298353	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEH5	P0AEH5		elaB		9514810.0	7849110.0	9518590.0	7509400.0	9886630.0	8585080.0	0	0.023061619094848263	0.2724295688049358	False	0.011805979255643686	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P02413	P02413		rplO		126742000.0	116153000.0	126647000.0	115252000.0	128158000.0	120838000.0	0	0.023178101385317517	0.11528974646224546	False	0.011836485661989018	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AC38	P0AC38		aspA		135283000.0	130410000.0	133311000.0	130942000.0	134855000.0	132575000.0	0	0.023294568715969285	0.03445801035568729	False	0.011866992068334352	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P16528	P16528		iclR		1904410.0	1801690.0	1996190.0	1873610.0	1977680.0	1784480.0	0	0.023488616410302414	0.10655126108699017	False	0.011897498474679682	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AES4	P0AES4		gyrA		14086800.0	14412600.0	13995700.0	14458000.0	13795300.0	14223800.0	0	0.02363532120531383	-0.041314753194247614	False	0.011928004881025016	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76187	P76187		ydhF		2293410.0	2827460.0	2415880.0	2729880.0	2112290.0	3183810.0	0	0.023653042761982965	-0.3577171635912123	False	0.011958511287370348	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P22525	P22525		ycbB		1728050.0	1597700.0	1737760.0	1667650.0	1820200.0	1615660.0	0	0.02371257355073811	0.11499944678724086	False	0.011989017693715682	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33363	P33363		bglX		5184610.0	5228080.0	5109560.0	5343150.0	5111900.0	5317710.0	0	0.023777088164101352	-0.04452399571483405	False	0.012019524100061015	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P04805	P04805		gltX		21844900.0	23494700.0	21666000.0	23119700.0	21993500.0	24222500.0	0	0.024184493981376093	-0.1129092602657648	False	0.012050030506406345	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P05793	P05793		ilvC		4937440.0	4676540.0	4961230.0	4572150.0	5067420.0	4800550.0	0	0.024188813948828443	0.09120526672257526	False	0.01208053691275168	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P21170	P21170		speA		7095550.0	6610690.0	7108810.0	6513580.0	6841040.0	6726760.0	0	0.024453268798401085	0.08429106489178194	False	0.012111043319097011	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AD61	P0AD61		pykF		42691200.0	40231400.0	41718200.0	40226100.0	41881600.0	40191000.0	0	0.02446898505480276	0.06594185167977082	False	0.012141549725442345	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37613	P37613		yhhK		4228680.0	4737380.0	4239800.0	4857350.0	4518960.0	4837720.0	0	0.024642042557563498	-0.1521991431467021	False	0.012172056131787677	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A884	P0A884		thyA		8972200.0	9160390.0	8788820.0	9303220.0	9020640.0	9286260.0	0	0.02467386057483156	-0.05123562728629307	False	0.012202562538133009	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7L0	P0A7L0		rplA		329180000.0	308434000.0	329810000.0	305831000.0	319451000.0	306906000.0	0	0.024832527590670537	0.08701586555381173	False	0.01223306894447834	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P10408	P10408		secA		6745690.0	6522910.0	6779530.0	6494050.0	6644740.0	6598410.0	0	0.024930161280739355	0.040223673996302146	False	0.012263575350823674	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P62617	P62617		ispF		2980110.0	3250650.0	3081760.0	3412020.0	3093560.0	3489880.0	0	0.02497039409184466	-0.14914258106782086	False	0.012294081757169006	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39099	P39099		degQ		5985070.0	5248780.0	5725190.0	5265040.0	6079420.0	5609160.0	0	0.02506339598709112	0.1419221387961123	False	0.01232458816351434	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24182	P24182		accC		20666600.0	19262800.0	19909900.0	19339100.0	20133400.0	18958800.0	0	0.025374451260200194	0.07684765990762495	False	0.01235509456985967	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77454	P77454		glsA1		1263710.0	1373810.0	1293880.0	1339610.0	1211120.0	1386340.0	0	0.02565414262313658	-0.12146867207219554	False	0.012385600976205004	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P60560	P60560		guaC		8091420.0	7151880.0	8112840.0	7486810.0	8055180.0	7525060.0	0	0.025659383776963227	0.13034424885462467	False	0.012416107382550336	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADS2	P0ADS2		zapA		15399500.0	15157600.0	15616200.0	15244800.0	15539900.0	15255300.0	0	0.025691807273638772	0.028096528803410726	False	0.01244661378889567	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8N0	P0A8N0		matP		373883.0	451093.0	333104.0	393782.0	342217.0	438107.0	0	0.025748756810020416	-0.29020571694841235	False	0.012477120195241002	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39325	P39325		ytfQ		1547670.0	1787330.0	1527690.0	1729150.0	1667980.0	1821120.0	0	0.025751972187592093	-0.1702879101850246	False	0.012507626601586334	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75882	P75882		gfcD		5342500.0	5581930.0	5283050.0	5501290.0	5178600.0	5418760.0	0	0.02577547706895358	-0.06233569312086123	False	0.012538133007931666	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39831	P39831		ydfG		9977810.0	9159950.0	10120100.0	9332100.0	9558500.0	8856090.0	0	0.02590254118358801	0.1169012498041296	False	0.012568639414277	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75777	P75777		ybhG		2802290.0	2399360.0	2905750.0	2508590.0	2836680.0	2638300.0	0	0.025905028928365176	0.17927332128998885	False	0.012599145820622331	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7N4	P0A7N4		rpmF		43461200.0	38061600.0	42452500.0	38630700.0	45756300.0	38881100.0	0	0.02594149170127558	0.18811728601249	False	0.012629652226967665	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P62556	P62556		sopA		4185740.0	3709310.0	4330490.0	3964510.0	4123190.0	3911010.0	0	0.025949436184294638	0.1256933886545046	False	0.012660158633312995	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AF03	P0AF03		mog		13083600.0	13776400.0	12925500.0	14449300.0	12905600.0	14481900.0	0	0.025962919562018447	-0.13417759125596743	False	0.012690665039658329	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P28904	P28904		treC		2688590.0	2914470.0	2600300.0	3076540.0	2794040.0	2906230.0	0	0.02619422975258073	-0.13847951548031606	False	0.012721171446003661	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07021	P07021		yfiB		854232.0	980465.0	829924.0	924631.0	774137.0	1053290.0	0	0.026238707049955283	-0.267153424123707	False	0.012751677852348995	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACF8	P0ACF8		hns		45485100.0	41375600.0	43302200.0	40983300.0	44407800.0	42061000.0	0	0.02639952210755128	0.09832375748906415	False	0.012782184258694328	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30014	P30014		rnt		5372870.0	5077940.0	5467380.0	5278740.0	5584240.0	5199370.0	0	0.02676115831276435	0.07837279686284711	False	0.012812690665039659	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76403	P76403		yegQ		2729150.0	2483540.0	2667610.0	2557880.0	2631170.0	2575350.0	0	0.026891052671010208	0.07584870510777975	False	0.01284319707138499	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABA0	P0ABA0		atpF		22677400.0	23172600.0	22615700.0	23161100.0	22517100.0	23582300.0	0	0.026923788968707865	-0.04412034878255406	False	0.012873703477730324	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFF6	P0AFF6		nusA		18160400.0	17750400.0	17934200.0	17542200.0	18292000.0	17696500.0	0	0.027011112660661276	0.03755561401124775	False	0.012904209884075658	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A799	P0A799		pgk		443136000.0	426035000.0	435545000.0	416810000.0	430783000.0	418487000.0	0	0.027076951001411602	0.05402833451624979	False	0.01293471629042099	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09030	P09030		xthA		2638860.0	2560700.0	2750670.0	2499090.0	2653930.0	2510140.0	0	0.027350478668390604	0.08753626963965999	False	0.01296522269676632	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P21369	P21369		pncA		1839720.0	1997320.0	1653440.0	2076660.0	1842240.0	2241550.0	0	0.027398075560906388	-0.24330737490579407	False	0.012995729103111654	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AET2	P0AET2		hdeB		10488600.0	13887400.0	11170600.0	13178700.0	11106300.0	12263200.0	0	0.027439963619791213	-0.26342696144005284	False	0.013026235509456988	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07822	P07822		fhuD		3303740.0	155663.0	3145020.0	111593.0	2880100.0	1551830.0	2	0.027477171484671558	2.3584870422975945	False	0.01305674191580232	False	True	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A905	P0A905		slyB		9982470.0	9591190.0	10206000.0	9812200.0	10374900.0	9646130.0	0	0.027530712809784467	0.07328930216661277	False	0.013087248322147653	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00561	P00561		thrA		2290030.0	2178880.0	2307820.0	2214910.0	2383440.0	2179740.0	0	0.0278975216795531	0.08682533265210808	False	0.013117754728492984	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				5664070.0	13270400.0	8873880.0	13283300.0	8268200.0	13416900.0	0	0.0281298482937215	-0.8095163093438027	False	0.013148261134838317	False	False	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P45469	P45469		yraR		979646.0	896505.0	917785.0	862654.0	951012.0	855803.0	0	0.028194487103476818	0.12338355509807866	False	0.01317876754118365	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG07	P0AG07		rpe		11796000.0	12212800.0	12009800.0	12587700.0	11556700.0	12318300.0	0	0.028248362856439658	-0.06992979924177559	False	0.013209273947528983	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
