Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A9G2	P0A9G2		nhaR		1025730.0	879354.0	1129860.0	934254.0	1019180.0	1035100.0	0	0.13825427736668966	0.15634432867151282	False	0.02647956070774863	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACP1	P0ACP1		cra		3459700.0	3489790.0	3412800.0	3654250.0	3456710.0	3528210.0	0	0.13850320333945934	-0.04713444947606484	False	0.02651006711409396	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P40874	P40874		solA		2891290.0	2860440.0	2769640.0	2945790.0	2775270.0	2901330.0	0	0.13850765349724348	-0.045675210806311796	False	0.026540573520439294	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P12281	P12281		moeA		6333290.0	6295930.0	6451520.0	6227920.0	6342430.0	6003500.0	0	0.13858165140570056	0.04597216751882856	False	0.026571079926784626	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24252	P24252		ybgA		1296840.0	1556950.0	1472000.0	1452520.0	1364220.0	1472840.0	0	0.1386642459600617	-0.1170321225983605	False	0.026601586333129958	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADF6	P0ADF6		edd		1533870.0	2044050.0	1562550.0	2221730.0	1392890.0	1571260.0	0	0.13877385678535353	-0.3787432327279247	False	0.026632092739475293	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADU2	P0ADU2		ygiN		8431740.0	8219310.0	8312560.0	8178100.0	8631370.0	8347910.0	0	0.13890666264550944	0.03629021574937529	False	0.026662599145820625	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AD57	P0AD57		ispB		1241010.0	1142010.0	1154350.0	1137840.0	1184600.0	1013660.0	0	0.13942603605765658	0.12031753735313419	False	0.026693105552165954	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09546	P09546		putA		1946230.0	1752910.0	1776540.0	1809100.0	1869960.0	1690960.0	0	0.13959227708159358	0.090419337868935	False	0.02672361195851129	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77398	P77398		arnA		76079.7	596785.0	416309.0	559402.0	396928.0	497459.0	1	0.1396306079067776	-0.8948812437343265	False	0.02675411836485662	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69441	P69441		adk		46576100.0	48697500.0	47012400.0	48792500.0	48259900.0	47799400.0	0	0.13976939368725552	-0.034579573292126665	False	0.026784624771201956	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P40120	P40120		mdoD		4146000.0	3973390.0	4179070.0	3969450.0	4133770.0	4135860.0	0	0.1401504218218937	0.04470456081989555	False	0.02681513117754729	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AB83	P0AB83		nth		1509270.0	1516500.0	1343830.0	1541960.0	1400210.0	1536590.0	0	0.14034635987577523	-0.1114945511843043	False	0.026845637583892617	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGJ2	P0AGJ2		trmH		1461030.0	1500920.0	1487460.0	1606400.0	1503460.0	1651410.0	0	0.1406804108692135	-0.09613921162427157	False	0.026876143990237952	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AF90	P0AF90		rraB		7216220.0	7003760.0	6795470.0	7816740.0	6787730.0	7654720.0	0	0.14068463800524214	-0.1117919389041351	False	0.026906650396583284	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A996	P0A996		glpC		1568230.0	1665130.0	1658920.0	1655040.0	1627020.0	1733700.0	0	0.14079735687629927	-0.05816391989003257	False	0.02693715680292862	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABP8	P0ABP8		deoD		53285300.0	51780500.0	51927500.0	51428700.0	54073900.0	51682700.0	0	0.14092766149644914	0.040364109803586616	False	0.026967663209273948	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P12282	P12282		moeB		6330680.0	7012600.0	6665670.0	7078510.0	4976590.0	7436120.0	0	0.141522127084032	-0.260336270635853	False	0.02699816961561928	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACP7	P0ACP7		purR		6018040.0	5464770.0	5745240.0	5711140.0	5755080.0	5688340.0	0	0.1420027158778494	0.054899562691552085	False	0.027028676021964616	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEI6	P0AEI6		nudJ		3078850.0	3106860.0	3200500.0	2988910.0	3100890.0	2946020.0	0	0.14204833146467208	0.053016424827103156	False	0.027059182428309948	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69910	P69910		gadB		41554100.0	42795100.0	40566700.0	42743000.0	41213400.0	41228500.0	0	0.1431870088444474	-0.03960177169109809	False	0.02708968883465528	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P50456	P50456		mlc		1792630.0	1782680.0	1691620.0	1888260.0	1777820.0	1990920.0	0	0.14370388331170988	-0.10564563592893607	False	0.02712019524100061	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AE67	P0AE67		cheY		1634140.0	1605830.0	1410520.0	1743720.0	1514360.0	1642110.0	0	0.14562553959412564	-0.13079593218768934	False	0.027150701647345944	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFB1	P0AFB1		nlpI		1618280.0	1433000.0	1621950.0	1459280.0	1548640.0	1585810.0	0	0.14611482061122028	0.09680174874722576	False	0.02718120805369128	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P64429	P64429		ypfJ		1130360.0	892435.0	1008580.0	1077900.0	1142350.0	901823.0	0	0.14663305114867348	0.19212798940011427	False	0.027211714460036607	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P25745	P25745		mnmA		4181200.0	3878480.0	4122540.0	3980430.0	4034220.0	4080700.0	0	0.14682856241820938	0.04734816150406834	False	0.027242220866381943	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76372	P76372		wzzB		8460960.0	7573090.0	8312060.0	7420020.0	7803960.0	8074070.0	0	0.14701190545311696	0.09146600636525747	False	0.027272727272727275	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P27278	P27278		nadR		413897.0	345609.0	393053.0	396254.0	395070.0	362606.0	0	0.1476405706709922	0.12210797475338118	False	0.027303233679072607	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A729	P0A729		yceF		2157000.0	2098910.0	2198980.0	2068280.0	2393860.0	2082380.0	0	0.14775683122799357	0.11109637560107788	False	0.02733374008541794	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P45748	P45748		rimN		4650610.0	4095590.0	4722430.0	4070300.0	4140090.0	4083050.0	0	0.14806634626636395	0.14170497333827273	False	0.02736424649176327	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P13033	P13033		glpB		1566460.0	1650930.0	1711920.0	1783170.0	1545730.0	1747780.0	0	0.14826618999778352	-0.10321280238560611	False	0.027394752898108606	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75949	P75949		nagZ		1698650.0	1606240.0	1718550.0	1709970.0	1739740.0	1584160.0	0	0.1492055597374259	0.07362457684482206	False	0.027425259304453938	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACY1	P0ACY1		ydjA		11001600.0	11084400.0	11660400.0	11098700.0	11789100.0	10670600.0	0	0.14921348976584675	0.06849419119942765	False	0.027455765710799267	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				6572400.0	12026300.0	10493600.0	11946000.0	10176700.0	11836700.0	0	0.15092527140219933	-0.3944525359345763	False	0.027486272117144602	False	False	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0AGB6	P0AGB6		rpoE		3637160.0	3810500.0	3765190.0	3746560.0	3615670.0	3762510.0	0	0.152125373775288	-0.03895416829896007	False	0.027516778523489934	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37647	P37647		kdgK		1808230.0	1778680.0	1864570.0	1806050.0	1941790.0	1589990.0	0	0.15228685141600587	0.11769987342537136	False	0.02754728492983527	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFZ1	P0AFZ1		sseB		2360800.0	2370270.0	2392760.0	2318730.0	2371620.0	2338050.0	0	0.15233408487447067	0.020007296842164356	False	0.027577791336180598	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A991	P0A991		fbaB		8624460.0	8390900.0	8552900.0	8585790.0	8754320.0	8520220.0	0	0.15265023428798527	0.024393259315513203	False	0.02760829774252593	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00350	P00350		gnd		37883100.0	37524700.0	38593700.0	37446800.0	37768200.0	37539100.0	0	0.15290186301143027	0.022070097291728402	False	0.027638804148871265	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFH8	P0AFH8		osmY		23827000.0	23388900.0	24612200.0	23149500.0	23997700.0	24025600.0	0	0.1530363228310849	0.037792462212363855	False	0.027669310555216597	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30749	P30749		moaE		3212220.0	3203040.0	3211400.0	3339940.0	3111500.0	3267350.0	0	0.1531577017272455	-0.041050571606838844	False	0.027699816961561933	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFI7	P0AFI7		pdxH		7024140.0	7101050.0	6919600.0	7044940.0	6581370.0	7237060.0	0	0.15357967977512268	-0.05907769463302041	False	0.02773032336790726	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q47679	Q47679		yafV		766521.0	683613.0	713109.0	715551.0	709198.0	660391.0	0	0.1542116144484528	0.0878259371469945	False	0.027760829774252593	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7E1	P0A7E1		pyrD		7162830.0	7232710.0	7155000.0	7174450.0	7165470.0	7280250.0	0	0.15482262369197858	-0.013642151309650855	False	0.02779133618059793	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6Z6	P0A6Z6		nikR		2036320.0	1746030.0	2079670.0	1931970.0	1970810.0	1968730.0	0	0.15485131915213995	0.10826831244358268	False	0.027821842586943257	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P02942	P02942		tsr		10594400.0	10481500.0	10167700.0	10678400.0	10270700.0	10694300.0	0	0.1551961942645712	-0.03768973248879381	False	0.027852348993288593	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07813	P07813		leuS		15220800.0	14771900.0	15280200.0	15268000.0	15387100.0	14723300.0	0	0.15626233096616407	0.035806898733256536	False	0.027882855399633925	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAD6	P0AAD6		sdaC		180942.0	201637.0	129282.0	225916.0	197028.0	210270.0	0	0.15682354333642873	-0.33045347407294456	False	0.027913361805979257	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACD8	P0ACD8		hyaB		6517530.0	6626250.0	6709370.0	6765180.0	6500520.0	6773700.0	0	0.15834862970439	-0.031660417270395834	False	0.027943868212324592	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AB43	P0AB43		ycgL		1025750.0	1084980.0	954870.0	1006860.0	1007860.0	1059690.0	0	0.15839319818145794	-0.0766405083262752	False	0.02797437461866992	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P13029	P13029		katG		40821900.0	41689000.0	40078900.0	40778000.0	39880700.0	40610100.0	0	0.1594041550792131	-0.027162860523708702	False	0.028004881025015256	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09148	P09148		galT		1531450.0	1409100.0	1593330.0	1538270.0	1505920.0	1418940.0	0	0.15982283058497915	0.08481573237322892	False	0.028035387431360588	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76256	P76256		yeaZ		2183620.0	2136920.0	2196330.0	1842070.0	2075790.0	1774260.0	0	0.1603317441869748	0.16620531432244726	False	0.028065893837705917	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AF67	P0AF67		yjeE		3898000.0	3708010.0	3961910.0	3618630.0	3674440.0	3657930.0	0	0.16203783020625975	0.07045831013461545	False	0.028096400244051252	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30011	P30011		nadC		2050630.0	1872770.0	2022450.0	1905780.0	2025840.0	2024920.0	0	0.16259168968341697	0.07163802031911871	False	0.028126906650396584	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75874	P75874		yccU		2939050.0	3029930.0	2929870.0	3033620.0	2936080.0	2939790.0	0	0.16298587667311815	-0.03213729822354563	False	0.02815741305674192	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACC3	P0ACC3		erpA		7056550.0	6705290.0	7140650.0	7121290.0	7211290.0	6658110.0	0	0.163117598683171	0.0636369817270836	False	0.02818791946308725	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P25437	P25437		frmA		7771900.0	7664290.0	7801490.0	7736120.0	8028860.0	7689290.0	0	0.16324233349444364	0.03167496953231985	False	0.02821842586943258	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33218	P33218		yebE		5249820.0	5025200.0	5063900.0	5156650.0	5298420.0	4875400.0	0	0.16372205178559357	0.05220999951799061	False	0.028248932275777915	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGK4	P0AGK4		yhbY		19068200.0	19357600.0	18890200.0	20160700.0	19112800.0	19300900.0	0	0.16458497751229223	-0.04352426429290066	False	0.028279438682123247	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9A9	P0A9A9		fur		16826400.0	17106900.0	16399100.0	17001400.0	17052300.0	17801200.0	0	0.16489385348748983	-0.04607706824812296	False	0.028309945088468583	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AE06	P0AE06		acrA		21201400.0	20493400.0	20973000.0	20806400.0	20900200.0	19682500.0	0	0.1656387657439368	0.04866858823521193	False	0.02834045149481391	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P27431	P27431		ycfD		4571480.0	4887960.0	4909580.0	5003720.0	4840680.0	5391330.0	0	0.16610910041772256	-0.09372192971189616	False	0.028370957901159243	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P62623	P62623		ispH		1409720.0	1347140.0	1439790.0	1413530.0	1399340.0	1324440.0	0	0.16679113334800233	0.05669748569082296	False	0.02840146430750458	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8Y1	P0A8Y1		yjjG		1204520.0	1319080.0	1254220.0	1408510.0	1338840.0	1322110.0	0	0.1668932280137406	-0.09273468081024233	False	0.02843197071384991	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7U3	P0A7U3		rpsS		82507600.0	83918200.0	81890500.0	82656400.0	79548700.0	82890400.0	0	0.1670473593819668	-0.03227086062505506	False	0.028462477120195246	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24215	P24215		uxuA		2688070.0	2768380.0	2687050.0	2704320.0	2464290.0	2820960.0	0	0.16787277839606649	-0.08126382483543053	False	0.028492983526540575	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30128	P30128		greB		1857960.0	1975700.0	2011830.0	1978920.0	1824880.0	2113470.0	0	0.16878159918349667	-0.09163024161205141	False	0.028523489932885907	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P13857	P13857		rimL		690941.0	480597.0	891384.0	621904.0	710899.0	718697.0	0	0.17007717223204766	0.33248950278502165	False	0.028553996339231242	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AC69	P0AC69		grxD		25673600.0	24678800.0	25552700.0	25301600.0	25699600.0	25461700.0	0	0.17022272345240672	0.02809958225936741	False	0.02858450274557657	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6V1	P0A6V1		glgC		7592630.0	6948250.0	7315520.0	7292190.0	7528790.0	7382380.0	0	0.17101432469976852	0.05332124297485356	False	0.028615009151921906	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q46856	Q46856		yqhD		3720390.0	3485240.0	3745920.0	3672940.0	3674970.0	3635620.0	0	0.17133359702749815	0.04571212987859662	False	0.028645515558267238	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P78067	P78067		ynjE		2685500.0	3046600.0	2621320.0	2699660.0	2452920.0	2709590.0	0	0.1720567522258947	-0.12394147081199869	False	0.02867602196461257	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76015	P76015		dhaK		2548450.0	2406450.0	2584000.0	2332440.0	2357370.0	2326330.0	0	0.17234860402808175	0.0841965628124481	False	0.028706528370957905	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P41052	P41052		mltB		912939.0	948147.0	954447.0	942518.0	902429.0	999797.0	0	0.17287435047980887	-0.06151048604108215	False	0.028737034777303234	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P22106	P22106		asnB		2673310.0	2641210.0	2805880.0	2690130.0	2745300.0	2446480.0	0	0.17360180000404943	0.08056037295716752	False	0.02876754118364857	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P23894	P23894		htpX		4300130.0	4397140.0	4169050.0	4385920.0	3973360.0	4231110.0	0	0.17424928965732328	-0.06480227947135996	False	0.0287980475899939	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77756	P77756		queC		1408710.0	1474180.0	1414700.0	1440920.0	1391570.0	1602970.0	0	0.17533751959348567	-0.10018083744759981	False	0.02882855399633923	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76204	P76204		ydiV		1063210.0	1071640.0	1041830.0	1077900.0	1031280.0	1162580.0	0	0.17545032034388736	-0.07868217772735744	False	0.028859060402684565	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P23830	P23830		pssA		1267870.0	1284100.0	1201220.0	1293090.0	1284430.0	1327660.0	0	0.1764702695813634	-0.05702295990455273	False	0.028889566809029897	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77625	P77625		yfbT		8477330.0	7852990.0	8191170.0	8231300.0	8157000.0	8007820.0	0	0.17794475876454624	0.04326202364274335	False	0.028920073215375233	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABH0	P0ABH0		ftsA		2366540.0	2323780.0	2349940.0	2364840.0	2382490.0	2303300.0	0	0.1782089432760871	0.02192103911978328	False	0.028950579621720565	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AES2	P0AES2		gudD		1773300.0	1846900.0	1748520.0	1885060.0	1747160.0	1759610.0	0	0.17858285126090048	-0.059694960702172534	False	0.028981086028065893	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACR9	P0ACR9		mprA		13321800.0	13567400.0	13460900.0	13362300.0	13247500.0	13720400.0	0	0.17861520014154308	-0.022170077584631576	False	0.02901159243441123	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69931	P69931		hda		905821.0	917987.0	923476.0	894173.0	983273.0	841852.0	0	0.17912123173370312	0.08371410915358429	False	0.02904209884075656	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37052	P37052		ychJ		928610.0	927593.0	892482.0	919304.0	898739.0	938529.0	0	0.17945318984395758	-0.034380977984807465	False	0.029072605247101896	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFG3	P0AFG3		sucA		8792690.0	8964950.0	8981630.0	9130810.0	8946280.0	9438980.0	0	0.1801275781887148	-0.043300582441628446	False	0.029103111653447224	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9J4	P0A9J4		panE		875692.0	674554.0	766122.0	822258.0	823535.0	664924.0	0	0.1804739167930072	0.18960154597163956	False	0.029133618059792556	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24169	P24169		speF		3190140.0	3330210.0	3301070.0	3317660.0	3152040.0	3257130.0	0	0.18111621527482294	-0.03863752485417204	False	0.029164124466137892	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7J0	P0A7J0		ribB		12728600.0	12309900.0	12189900.0	12349800.0	12955100.0	11606900.0	0	0.18139755286923268	0.06255106151945303	False	0.029194630872483224	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P19624	P19624		pdxA		519698.0	361126.0	458630.0	473761.0	483293.0	434463.0	0	0.18373449258988211	0.20347934655622416	False	0.02922513727882856	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7F9	P0A7F9		queA		4230200.0	4084390.0	4197050.0	4070130.0	4622200.0	4080200.0	0	0.18487190160583558	0.09300791754984299	False	0.029255643685173888	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37440	P37440		ucpA		8871730.0	8681800.0	8336570.0	9154320.0	8545250.0	8913670.0	0	0.18519816342959952	-0.05475625123110759	False	0.02928615009151922	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39173	P39173		yeaD		31515000.0	32428000.0	31780500.0	32251900.0	32302100.0	32267300.0	0	0.18563178680071515	-0.0202248319817595	False	0.029316656497864555	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P25516	P25516		acnA		3297980.0	3233190.0	3300460.0	3011400.0	3342220.0	2599050.0	0	0.18722711628714023	0.1687013429910707	False	0.029347162904209884	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P21367	P21367		ycaC		1561170.0	1583870.0	1608860.0	1646130.0	1434980.0	1673020.0	0	0.18730889606462509	-0.09046635735829044	False	0.02937766931055522	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39377	P39377		iadA		5321770.0	5242400.0	5400240.0	4854650.0	5060570.0	4940450.0	0	0.1881096386845025	0.06976832656574652	False	0.02940817571690055	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0C0L9	P0C0L9		iscX		1583690.0	1645830.0	1563800.0	1681400.0	1613780.0	1588780.0	0	0.18878584004758572	-0.04614140747218263	False	0.029438682123245883	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06129	P06129		btuB		13109800.0	13056900.0	13443800.0	12713100.0	13280600.0	11686800.0	0	0.1889828069699495	0.08877994832917868	False	0.02946918852959122	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGJ7	P0AGJ7		trmL		2669300.0	2497600.0	2675670.0	2590700.0	2597270.0	2628060.0	0	0.19038785634042807	0.041625504505180884	False	0.029499694935936547	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADT5	P0ADT5		ygiC		3037980.0	3271150.0	3094600.0	3160560.0	3064300.0	3080580.0	0	0.1904997318337772	-0.04864818262535973	False	0.029530201342281882	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A832	P0A832		smpB		3693140.0	4111290.0	3769480.0	4215860.0	3939060.0	3796840.0	0	0.1905865174307221	-0.08861815086870617	False	0.029560707748627214	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACJ8	P0ACJ8		crp		25624800.0	25911600.0	25277800.0	25968300.0	24569300.0	25379600.0	0	0.1910742046352149	-0.03377274650067877	False	0.029591214154972543	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AB77	P0AB77		kbl		16695600.0	16078500.0	16114800.0	16084800.0	16700900.0	16243300.0	0	0.1925789671713046	0.03255406488109036	False	0.02962172056131788	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P65556	P65556		yfcD		2064810.0	1869450.0	1932740.0	1948640.0	1920040.0	1815980.0	0	0.19399705255547825	0.07083225446292758	False	0.02965222696766321	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P15977	P15977		malQ		3403340.0	3428410.0	3780930.0	3402770.0	3497410.0	3198730.0	0	0.1944683552251502	0.09082990949810903	False	0.029682733374008546	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06610	P06610		btuE		8794300.0	9363340.0	8964490.0	9196280.0	8398620.0	8753950.0	0	0.19457918781928998	-0.06239819468574366	False	0.029713239780353878	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9H5	P0A9H5		btuR		891001.0	820741.0	891307.0	789980.0	784866.0	757371.0	0	0.19477962816328634	0.11645595285108043	False	0.029743746186699206	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P21156	P21156		cysD		2401470.0	2511310.0	2321400.0	2487230.0	2396130.0	2369300.0	0	0.19511895429792472	-0.049567130953526425	False	0.02977425259304454	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77552	P77552		ydhQ		2512790.0	2513200.0	2611780.0	2496000.0	2510860.0	2397550.0	0	0.19574684240527226	0.04386876396990881	False	0.029804758999389874	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9R4	P0A9R4		fdx		8226580.0	8270440.0	8316380.0	7885450.0	8627710.0	8218180.0	0	0.195839212649601	0.04639644562637868	False	0.02983526540573521	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75818	P75818		ybjP		5763910.0	6161570.0	6034870.0	6074690.0	5613820.0	5885020.0	0	0.1958688245707599	-0.05755322581584519	False	0.029865771812080538	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00550	P00550		mtlA		808340.0	786159.0	869818.0	817571.0	890239.0	827098.0	0	0.196103899679736	0.07942040360892275	False	0.02989627821842587	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P61517	P61517		can		7216030.0	7565310.0	7478580.0	7549140.0	7321870.0	7366290.0	0	0.1968227712680821	-0.03010569671142747	False	0.029926784624771205	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9M5	P0A9M5		gpt		83659000.0	77504500.0	84984600.0	79660700.0	83579200.0	84114900.0	0	0.19697630722277182	0.06398976415648755	False	0.029957291031116537	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
