Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				26754400.0	26668800.0	26724000.0	3023950.0	3129920.0	3143520.0	0	1.2705804295040256e-09	3.1077544405470308	True	3.0066145520144318e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				10994400.0	10837100.0	11066400.0	2007090.0	1944270.0	2187820.0	0	1.0050249725499495e-07	2.4218776188903695	True	6.0132291040288637e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				6636410.0	6513510.0	6670450.0	905733.0	772815.0	786718.0	0	1.0729580068469801e-07	3.0071686689003645	True	9.019843656043297e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				5799040.0	5785350.0	5816190.0	734785.0	671269.0	700150.0	0	2.305006013315201e-07	3.04641831216137	True	0.00012026458208057727	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				7022670.0	6870220.0	7062500.0	1197000.0	997148.0	1052880.0	0	2.411654427305472e-07	2.690129641123718	True	0.0001503307276007216	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				5461370.0	5345470.0	5436710.0	606766.0	665426.0	685292.0	0	2.4544697765622947e-07	3.0527945450721248	True	0.00018039687312086593	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				4185860.0	4141440.0	4228770.0	368317.0	416802.0	299687.0	0	2.612502557857213e-07	3.5328760088841342	True	0.00021046301864101024	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				34111700.0	33439600.0	34036700.0	4246020.0	4387080.0	3964570.0	0	5.348486869457546e-07	3.011501164909506	True	0.00024052916416115455	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				5633630.0	5833010.0	5683250.0	584522.0	541648.0	693435.0	0	6.787455233342608e-07	3.2365021137622425	True	0.0002705953096812989	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				5200710.0	5176910.0	5282340.0	664457.0	635486.0	696642.0	0	7.108127063656881e-07	2.971474129775527	True	0.0003006614552014432	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				9749330.0	10136300.0	9961800.0	1513700.0	1376760.0	1690190.0	0	8.375776919604711e-07	2.7039824760045086	True	0.0003307276007215875	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				10605800.0	10784400.0	10869100.0	1470650.0	1425030.0	1569010.0	0	1.321776733703132e-06	2.8530832212852775	True	0.00036079374624173186	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				11990700.0	11688000.0	12056300.0	1444130.0	1658030.0	1460020.0	0	1.6632248141893636e-06	2.9695425141115996	True	0.0003908598917618761	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				13074200.0	13156200.0	13344300.0	1567630.0	1605070.0	1479330.0	0	1.8894777748429049e-06	3.0886461083067016	True	0.0004209260372820205	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				12070300.0	11903400.0	12490600.0	2261660.0	1883740.0	1733870.0	0	1.8998156959520477e-06	2.632775760184845	True	0.0004509921828021648	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				7790650.0	7893270.0	8132510.0	1436580.0	1066370.0	1085860.0	0	2.3939640203318436e-06	2.730379723804097	True	0.0004810583283223091	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				15716700.0	15588600.0	15857100.0	2907580.0	2851320.0	2804310.0	0	3.4323765549362423e-06	2.4614135250792613	True	0.0005111244738424534	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				7565910.0	7727030.0	7586900.0	1283780.0	1317390.0	1040480.0	0	4.386079747612495e-06	2.651412787038208	True	0.0005411906193625978	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				3486850.0	3314920.0	3479440.0	1067740.0	1090870.0	1222330.0	0	7.879341642293642e-06	1.6045137471997983	True	0.0005712567648827421	True	False	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)				1216760.0	1190330.0	1276660.0	173506.0	121607.0	67523.9	3	1.3211633922328668e-05	3.3445775167198204	True	0.0006013229104028864	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P18355	P18355				1796900.0	1860910.0	1758190.0	2816770.0	2839350.0	2905310.0	0	1.4287710017381414e-05	-0.6606240485551969	True	0.0006313890559230307	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				13314000.0	13238400.0	13515100.0	1915910.0	1874260.0	1835790.0	0	1.5058481060407337e-05	2.8322612956521445	True	0.000661455201443175	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				6159780.0	6036950.0	6303270.0	1234050.0	869810.0	864286.0	0	1.8121528704133565e-05	2.639891307263406	True	0.0006915213469633194	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				17812500.0	17547700.0	17942800.0	2490610.0	2398590.0	2482890.0	0	2.11576028928637e-05	2.8540711441384836	True	0.0007215874924834637	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				9978250.0	9397310.0	9970870.0	1708160.0	1579290.0	1330390.0	0	2.5398601756141146e-05	2.6678949175684377	True	0.000751653638003608	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)				9500330.0	9882360.0	9416300.0	2968150.0	3297870.0	3669350.0	0	3.433095086090644e-05	1.5353726157249818	False	0.0007817197835237522	True	False	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				18023200.0	18507500.0	17870800.0	1931090.0	1944050.0	2106210.0	0	4.353487542802401e-05	3.1851033863183917	False	0.0008117859290438966	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				11508400.0	11658700.0	11940500.0	1329610.0	1285630.0	1207560.0	0	4.9955870278427236e-05	3.1990817463170824	False	0.000841852074564041	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				20461100.0	19888600.0	20698000.0	2136690.0	2140670.0	2345430.0	0	5.882232625800725e-05	3.204425923943379	False	0.0008719182200841853	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				5533470.0	5536430.0	5675430.0	764527.0	769094.0	744519.0	0	6.420213224441059e-05	2.877830493749595	False	0.0009019843656043296	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				2987400.0	2979980.0	3031670.0	642961.0	507299.0	503408.0	0	8.318298564772538e-05	2.4441030891897855	False	0.0009320505111244738	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A6F9	P0A6F9		groS		84799900.0	84994300.0	87025100.0	115641000.0	112427000.0	116056000.0	0	0.00010537840783253422	-0.42217488722430885	False	0.0009621166566446182	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)				1740040.0	1726650.0	1695870.0	189666.0	121607.0	67523.9	2	0.00011035573215510602	3.768590214602415	False	0.0009921828021647627	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				3770160.0	3920250.0	3806820.0	506231.0	498446.0	480433.0	0	0.00012462332000599265	2.9526446195042535	False	0.0010222489476849068	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				13657600.0	13449700.0	13049300.0	2417240.0	2442170.0	2544560.0	0	0.00014648973677651973	2.439266168896304	False	0.0010523150932050512	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				5730170.0	5915390.0	5693560.0	723011.0	747280.0	722195.0	0	0.0001522531918745116	2.9833911447830967	False	0.0010823812387251955	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				15377300.0	14853800.0	15921500.0	2984020.0	2955700.0	3296240.0	0	0.0001684284766640938	2.3210780941022136	False	0.0011124473842453399	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				12784200.0	13267600.0	12687700.0	1318180.0	1340420.0	1322880.0	0	0.0002352437525382973	3.282428617874132	False	0.0011425135297654843	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0AFX4	P0AFX4		rsd		497141.0	493125.0	500875.0	391219.0	386429.0	375734.0	0	0.0002504120568512175	0.370546270512506	False	0.0011725796752856284	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				28018300.0	28694100.0	29691000.0	5566150.0	5908020.0	5785340.0	0	0.00027121211626439216	2.32369657721708	False	0.0012026458208057728	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				18763900.0	19889900.0	19295900.0	2381670.0	2496480.0	2328440.0	0	0.00027892335487461845	3.0074125181080062	False	0.0012327119663259171	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				6752560.0	6349220.0	6555040.0	739869.0	801185.0	751264.0	0	0.0002963024038390231	3.10015084742972	False	0.0012627781118460615	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				8646740.0	9659320.0	8832880.0	2088470.0	1627280.0	2068580.0	0	0.0003184419817366517	2.2301426061944847	False	0.0012928442573662056	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				3085480.0	3076470.0	2922750.0	449353.0	437249.0	459269.0	0	0.00035233098087712793	2.7548987376551852	False	0.00132291040288635	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0AAT6	P0AAT6		rsfS		3297600.0	3328240.0	3279120.0	3019100.0	3049370.0	3076580.0	0	0.0003605621002806166	0.11516009113240537	False	0.0013529765484064944	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AEK4	P0AEK4		fabI		61675600.0	62237400.0	61621100.0	58928200.0	58716100.0	58462900.0	0	0.00039620180831705234	0.07523047569458481	False	0.0013830426939266387	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A972	P0A972		cspE		102060000.0	104209000.0	106285000.0	122171000.0	123049000.0	124855000.0	0	0.00046597534056020627	-0.24371221334960105	False	0.001413108839446783	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				5604310.0	5301000.0	5617320.0	1144910.0	1186720.0	1181130.0	0	0.00047331736197398817	2.233766430192656	False	0.0014431749849669274	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0ADN2	P0ADN2		yifE		7757540.0	7748620.0	7704100.0	7483820.0	7430010.0	7415450.0	0	0.0004954759194897567	0.05582595105795331	False	0.0014732411304870716	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				8347620.0	8197040.0	7785930.0	1132960.0	1080600.0	1088320.0	0	0.0005150319390401462	2.881411710509738	False	0.001503307276007216	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				1047800.0	1040260.0	1072430.0	173506.0	153730.0	67523.9	2	0.0005403053416361741	3.0011008977707636	False	0.0015333734215273603	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P39301	P39301		ulaA		73821.1	84306.9	102645.0	879315.0	783483.0	825176.0	3	0.0006018247677517386	-3.2541050008106374	False	0.0015634395670475045	True	True	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AD07	P0AD07		yecF		3735960.0	3763070.0	3782630.0	4064220.0	4043630.0	3992980.0	0	0.0009281322342712368	-0.10112664221155691	False	0.001593505712567649	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P00957	P00957		alaS		18382300.0	18203000.0	18299100.0	17601600.0	17541700.0	17735500.0	0	0.0010249833080343705	0.053706707288992815	False	0.0016235718580877932	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P09424	P09424		mtlD		2475560.0	2453000.0	2458190.0	2325420.0	2318220.0	2319940.0	0	0.001031773514313235	0.0851105601662935	False	0.0016536380036079375	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A7M6	P0A7M6		rpmC		28062000.0	28660900.0	28328200.0	23285400.0	22101800.0	23131200.0	0	0.0011911134751118244	0.3118384320849344	False	0.001683704149128082	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P69222	P69222		infA		14744900.0	14607700.0	14662800.0	15839500.0	16115100.0	15877700.0	0	0.001230030445920467	-0.11997678582640497	False	0.001713770294648226	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P02413	P02413		rplO		111588000.0	109039000.0	110162000.0	119519000.0	117802000.0	118228000.0	0	0.0013027451258936118	-0.10413713844632452	False	0.0017438364401683706	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A6J8	P0A6J8		ddlA		8703920.0	8774940.0	8797970.0	8458900.0	8509290.0	8419720.0	0	0.0015634302001454234	0.049649608050310295	False	0.0017739025856885148	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0ACF4	P0ACF4		hupB		35860600.0	36239200.0	36206700.0	42620000.0	41467600.0	42472300.0	0	0.0015759823680532743	-0.22470053630026715	False	0.0018039687312086591	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P06616	P06616		era		3094210.0	3209440.0	3063950.0	3834350.0	3676300.0	3649230.0	0	0.0015762269964291545	-0.252570135581016	False	0.0018340348767288035	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0ADW3	P0ADW3		yhcB		32076400.0	31989800.0	32288100.0	31379700.0	31163100.0	31135400.0	0	0.0017403314749817654	0.040635695929045694	False	0.0018641010222489476	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				11938700.0	11376800.0	11351700.0	3586280.0	5214140.0	3767710.0	0	0.0019955817875208733	1.4638013091544637	False	0.0018941671677690922	False	False	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				3185090.0	3368780.0	3477080.0	603728.0	1203560.0	603135.0	0	0.0021668855410436655	2.0570999963038115	False	0.0019242333132892364	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P77434	P77434		alaC		1801100.0	1775820.0	1792430.0	1851270.0	1854980.0	1871990.0	0	0.002238046732732221	-0.05506255692934248	False	0.0019542994588093807	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P63417	P63417		yhbS		8488390.0	8435640.0	8532200.0	9109610.0	9108990.0	8949270.0	0	0.002427409198214578	-0.09388268487378355	False	0.0019843656043295253	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACA3	P0ACA3		sspA		29794400.0	29128700.0	29198700.0	27166600.0	27752400.0	27506000.0	0	0.002579239590930163	0.09641698232778402	False	0.0020144317498496695	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEX9	P0AEX9		malE		7741830.0	7732550.0	7575290.0	7074580.0	7044400.0	6830190.0	0	0.002638849780913009	0.137853009970061	False	0.0020444978953698136	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P45578	P45578		luxS		23857100.0	23129000.0	23433200.0	21366100.0	21915300.0	21219200.0	0	0.0027361792164042856	0.1266583053323313	False	0.002074564040889958	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P36683	P36683		acnB		10788100.0	10784200.0	10690700.0	10445500.0	10514000.0	10400800.0	0	0.0027871857047256417	0.04094123416585057	False	0.0021046301864101023	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09029	P09029		purK		1323030.0	1287270.0	1252010.0	1074640.0	1118560.0	1111350.0	0	0.002831509745817783	0.22501013890500876	False	0.002134696331930247	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				3968020.0	4589700.0	4612560.0	1037180.0	1047430.0	1177290.0	0	0.0029217062284721796	2.0135015584315834	False	0.002164762477450391	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A7R9	P0A7R9		rpsK		98077400.0	97548900.0	99056400.0	103070000.0	103569000.0	102946000.0	0	0.0029334888047868202	-0.07117320543037073	False	0.002194828622970535	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8W0	P0A8W0		nanR		2598960.0	2640250.0	2685810.0	2429290.0	2379920.0	2408470.0	0	0.003099675020419468	0.1348793941807943	False	0.0022248947684906798	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P17169	P17169		glmS		43407500.0	43622200.0	43504800.0	42821700.0	42577200.0	42859100.0	0	0.003219610913742023	0.025382342827292112	False	0.002254960914010824	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8L1	P0A8L1		serS		22443400.0	22844100.0	22820200.0	21537500.0	21190000.0	21677200.0	0	0.0032861091188086207	0.0806519387713331	False	0.0022850270595309685	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AB67	P0AB67		pntB		1887680.0	1871950.0	1834190.0	1728630.0	1701240.0	1710030.0	0	0.00355540365198762	0.1220935398394676	False	0.0023150932050511126	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
