protein	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	20042608.688897528	21187060.64002525	19894338.15084019	4834566.840168514	5555164.641906028	5488568.531218829	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			0	4.480283011586459e-05	1.9446826733039615	False	0.0003329297820823245	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	46944263.1572626	46963440.05397685	45845834.99314351	10073317.81122802	10071916.463619662	10312717.328146162	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	5.195362538127616e-05	2.197993984668946	False	0.00036319612590799034	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	27417632.81038613	28080549.352688245	27054898.27792801	5021841.8944212645	5316991.505773819	5253914.817168441	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			0	5.5831464541969576e-05	2.4044468248032183	False	0.0003934624697336562	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	52122265.04991141	53523774.03993356	50780092.39277066	14747216.791736389	14325629.799815057	15502936.229106857	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)			0	5.963891814395039e-05	1.8111495003985634	False	0.0004237288135593221	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	220935521.19400665	223352043.73009655	218061190.93067196	50131798.50846671	50489913.50806841	50010469.036947794	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	7.024052483812456e-05	2.1365610394597994	False	0.0004539951573849879	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P0AGK4	21061731.0021306	21265671.380440056	21492332.07233979	25497340.468888324	24914888.495956626	25115624.94802967	P0AGK4	P0AGK4		yhbY	0	9.634243968725138e-05	-0.24300618821495226	False	0.00048426150121065375	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	11924836.656593451	12487862.561540764	13310124.73544089	3368154.97418144	4484978.783561337	3776076.651085372	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			0	9.823835349338893e-05	1.6976845359454593	False	0.0005145278450363196	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	94895868.23358206	92411929.28303424	96800647.34578352	19978700.1540592	19818097.85017724	20940832.249245506	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.00011412929050837128	2.225779188592063	False	0.0005447941888619854	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	27551894.9071048	28640756.349875618	28154779.857923917	6063460.216239208	6266642.697715456	6088193.297338952	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			0	0.00011910638700155437	2.1952045196996655	False	0.0005750605326876513	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	18815101.65615442	18032098.657865517	18226404.031085003	4291703.145083557	5668026.493822027	5708306.086531687	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)			0	0.00015096399029522156	1.8135367071827273	False	0.0006053268765133172	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	65387977.48558329	64405954.82127501	65350441.238739766	19436760.514472067	15954592.51989832	16986867.73111912	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.00015869231206312376	1.8975029084493178	False	0.0006355932203389831	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P0A9F1	1894430.5673489028	1928347.5444372967	1889671.247792672	1600369.9542842172	1578230.0936300782	1586097.9105808546	P0A9F1	P0A9F1		mntR	0	0.0001636304642336852	0.26172470846315754	False	0.000665859564164649	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	56187690.33527443	58965034.81668919	57793103.786066	13967458.879211996	13750694.81981629	14379132.334711306	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			0	0.0001804139115903213	2.038521087169688	False	0.0006961259079903149	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	48881863.70819917	51251900.92151652	49157142.53746044	10645701.43509638	10303958.612627871	10925476.369540883	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			0	0.0001834616483795165	2.227622876740839	False	0.0007263922518159807	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	9458237.374730635	9192477.1349445	9545339.886131506	1918274.038148621	2729441.4050922506	2497807.631049477	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)			0	0.000213951299073916	1.9803817637453	False	0.0007566585956416465	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	28834928.538342163	28713736.782005116	27560535.09882797	8265283.882142601	8030508.618469573	8024347.84569172	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			0	0.0002553948659900703	1.807163543329539	False	0.0007869249394673124	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	22193724.03052507	21386346.000938844	20969448.538509857	6368554.483087013	6067773.70050377	6120193.252737629	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)			0	0.00026217923505460986	1.7984800440612576	False	0.0008171912832929783	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	177609498.900609	174881286.19565618	169188114.77713326	44228111.616405845	43925183.85429464	43655764.95964848	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	0.000344981392077839	1.9847125392180722	False	0.0008474576271186442	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	43395241.49529162	40933666.99822887	39800625.21960492	9776159.39672083	9245823.68789176	8528337.017973004	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.0003612293672683931	2.171705425339679	False	0.00087772397094431	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	28960444.325224403	28571838.152594745	28482438.173658505	7587263.943663605	9396941.301879777	7721307.903011825	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)			0	0.0004204789056542268	1.7997505635690607	False	0.0009079903147699758	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	6484041.651365415	5882949.1370905945	6462121.328777027	1512398.9180191825	1369720.3318323086	1246091.0855243965	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			0	0.00044037625735848676	2.189376587451088	False	0.0009382566585956417	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	14154002.122416615	13081729.35789386	13487491.257076696	2446038.4494895083	2667691.3086790266	2451249.5615472924	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	0.00045260804103947137	2.428443693645232	False	0.0009685230024213075	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P0AFK9	42929534.164203085	43457132.3216852	42235533.6680874	37191888.30344927	38084539.237393074	37947158.45784806	P0AFK9	P0AFK9		potD	0	0.00045287260411213407	0.18396515060365856	False	0.0009987893462469735	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	43266015.1713757	45981898.06048243	44721888.200791694	10849474.328449316	10618337.76089244	10762194.39213847	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	0.0004917138899509946	2.055431451125529	False	0.0010290556900726393	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	43220480.61565657	41946502.76058905	40452643.69069856	10707178.303234223	10627554.52035864	10322934.85121144	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			0	0.0005150224519542504	1.9884350150761478	False	0.001059322033898305	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	26526724.16589317	27822308.544464923	28130215.600083504	7256203.700691523	7115198.437144277	7254494.263001233	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	0.0005294614845632438	1.931271250309591	False	0.0010895883777239709	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	11117338.946578763	11661436.249736749	10652472.382554444	2795124.4663309017	3050782.301240273	3058660.688874661	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)			0	0.000558572365536425	1.9085797555386756	False	0.0011198547215496369	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	27896932.477109	30028435.00806298	27646634.67359125	7943996.53887054	8028131.603810857	7409209.683632002	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			0	0.0007172795604476959	1.8717813663112164	False	0.0011501210653753027	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	34113409.37901805	36393339.96028228	36691521.93436368	9704842.494590014	10175778.576530091	10084107.873127144	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.0007283900014135726	1.8389444117400144	False	0.0011803874092009687	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P0A972	217610626.6271353	226244444.09008005	216135554.6204028	261456874.1154396	263357034.26726836	255173785.56103253	P0A972	P0A972		cspE	0	0.000742835212238254	-0.24100583016631996	False	0.0012106537530266344	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	20836860.718311783	23005388.55984924	22667263.58253784	4672170.398171182	4965368.600498716	5317187.992339544	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			0	0.0007691068932001283	2.152959130862407	False	0.0012409200968523004	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P77522	5847403.110073472	5553431.415966199	5633064.6902773	6872673.21404527	6759793.689004453	6624210.607066646	P77522	P77522		sufB	0	0.0008325910929776545	-0.24998884444587463	False	0.0012711864406779662	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	15117234.736720722	13971924.24347955	14815402.866846	3013083.602039329	2997168.109321083	3041458.7671057424	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			0	0.0008562302707439061	2.2781085034777946	False	0.001301452784503632	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P0A9L5	6843643.804496598	6551125.127209458	6880538.985561932	8098397.431444014	7851175.177581095	8106880.998120666	P0A9L5	P0A9L5		ppiC	0	0.0008738538484878596	-0.24670015211240864	False	0.001331719128329298	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	51598448.357118055	50440171.70614787	55323594.96849102	13252698.24538612	12466325.741816089	12265921.189144429	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	0.0009236015376433015	2.0505895261417555	False	0.0013619854721549636	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P25539	16604809.37007638	16450813.636810036	16384048.238366213	15646351.826785462	15675966.517675942	15828695.2155264	P25539	P25539		ribD	0	0.0009974446224998987	0.06838036644715613	False	0.0013922518159806298	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P04949	108962884.46838772	111621637.8561821	109403824.10457242	121821306.22848874	119258826.037966	119232531.76313196	P04949	P04949		fliC	0	0.0010587233214917548	-0.1268342830867843	False	0.0014225181598062954	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P76245	986973.8493143196	1088842.719744234	1003636.9502114932	1510979.6392750223	1484474.3510661256	1384152.2056147575	P76245	P76245		yeaP	0	0.001148683709140206	-0.5081267993154197	False	0.0014527845036319614	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	18687261.500029378	20370783.8282516	20158376.958898053	4745810.582303627	4604790.405084645	4710105.33846542	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			0	0.0011597611258734584	2.0743282604005526	False	0.0014830508474576272	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P23836	61891507.4651575	62538539.64873051	61532162.88343766	58498770.53181638	59028662.133825146	58375987.60553658	P23836	P23836		phoP	0	0.0012748616714055745	0.0802259413466191	False	0.001513317191283293	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P0AB71	564884067.3101418	575754639.3448113	562519930.2687179	609247135.0239164	618677221.4802972	608160437.05729	P0AB71	P0AB71		fbaA	0	0.001289618903415776	-0.1084198685384753	False	0.001543583535108959	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P00490	48503820.14205682	48138927.33386032	48550667.6633353	51161310.66497058	51188165.14649837	51884619.05748976	P00490	P00490		malP	0	0.0013123429594356232	-0.08714569632604077	False	0.0015738498789346247	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	2055107.5373439328	2072746.318874299	2134600.0367724616	116214.12810915452	77684.50599643789	372253.220658272	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)			2	0.00135348604887988	3.4674671029799384	False	0.0016041162227602907	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P0A890	1412753.721526547	1465034.3103247995	1453071.6136597665	1256950.236301771	1266073.2108487007	1299751.3694801936	P0A890	P0A890		tusA	0	0.0013635708493761874	0.18003319864540698	False	0.0016343825665859565	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P22259	77623714.18294473	77038166.4846164	77726213.51515205	75015018.35474475	75399252.43795799	74601403.36992107	P22259	P22259		pckA	0	0.001481521776030353	0.04651065747064359	False	0.0016646489104116223	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
