protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P33136	48675801.85620914	46684710.22613986	47349687.6787614	48956828.50735475	48339105.8829143	49154419.67325298	P33136	P33136		mdoG	0	0.15499032569682192	-0.03732323055840599	False	0.009220937309799148	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADW3	53481739.67082524	55756182.47545437	53673416.593221374	54622513.007443845	57364279.946482055	56661382.50524425	P0ADW3	P0ADW3		yhcB	0	0.15769879306769632	-0.04992969055859499	False	0.009251369446135119	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AF12	48112261.98479349	46722612.40582708	47304939.75356045	52371394.80618665	48836877.37649401	48647926.39302829	P0AF12	P0AF12		mtnN	0	0.1580338646730855	-0.07626804198276622	False	0.00928180158247109	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABK2	6219497.233790365	6454948.733785068	6641573.240203465	6815570.361168355	6975433.4787301	8095905.080743144	P0ABK2	P0ABK2		cydB	0	0.15866581474469832	-0.18027041442943742	False	0.00931223371880706	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AB52	3676493.536472072	3422394.104218078	3650568.002239213	3657534.476612745	4020415.903246721	3777688.148341137	P0AB52	P0AB52		ychN	0	0.1586752892444417	-0.09179427259513834	False	0.009342665855143033	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76346	1007175.3163270483	1000961.5	869584.5372276059	988106.590205923	1087265.0543977085	1103237.7636846353	P76346	P76346		mtfA	0	0.1595597536283457	-0.1434688427586493	False	0.009373097991479002	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P25888	11293190.609539706	10849987.138505347	11508009.33887352	11864611.029998478	11415908.12974954	11615408.896287534	P25888	P25888		rhlE	0	0.16009618049029575	-0.05240130215892513	False	0.009403530127814974	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P36683	106165026.92907256	107436920.26872186	105853955.78145865	110675476.14686868	106856901.86439444	108830748.43454982	P36683	P36683		acnB	0	0.16034943050572087	-0.030861267870004972	False	0.009433962264150943	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P22186	2739519.876943629	2656700.338473352	2374135.151396933	2479127.913844881	2229601.1911240607	2355659.522474284	P22186	P22186		mraZ	0	0.16080577065106078	0.13741586889685103	False	0.009464394400486915	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AD33	56355693.28935705	57137184.24912448	55600309.733494505	32989009.648834385	50904178.61309075	48540211.077184126	P0AD33	P0AD33		yfcZ	0	0.16088828494143448	0.3525515232921415	False	0.009494826536822886	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P27836	542636.2940501738	535300.3749999995	516941.31862236414	602546.9610964697	534173.4175236445	608740.163158031	P27836	P27836		wecG	0	0.16144286121886384	-0.1301616851367091	False	0.009525258673158857	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7J3	1250249819.0785427	1226025161.446926	1239843910.3056812	1240329940.9855824	1295560479.4970746	1287554329.0716891	P0A7J3	P0A7J3		rplJ	0	0.1624126689800199	-0.0410763676538606	False	0.009555690809494827	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A915	48260714.73508567	44889511.995173365	43610683.861446485	49260191.462712415	47463380.30936469	48688898.088563606	P0A915	P0A915		ompW	0	0.16247583331946583	-0.08849505924178339	False	0.009586122945830798	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P68191	6251344.951871187	6141567.791294854	6784081.033396847	5658477.987179661	6220673.0291582905	5971275.623775139	P68191	P68191		sra	0	0.16263711364424865	0.10341802207202602	False	0.009616555082166769	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A836	42783534.99722125	43630360.77907721	42455138.52718216	45165651.20012798	43547410.802823536	43562138.08654381	P0A836	P0A836		sucC	0	0.16278181934231048	-0.03763695719723209	False	0.00964698721850274	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A790	14859730.213086069	14339269.013731295	14342010.318257418	16372408.24404663	15089880.587028133	14927267.863529537	P0A790	P0A790		panD	0	0.1627961011300537	-0.09142520130051013	False	0.00967741935483871	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P31825	1100558.5251968224	1115081.5614433433	979733.9319236516	1224103.832294861	1184272.621635315	1088377.2678130318	P31825	P31825		yfiC	0	0.1632677192876461	-0.1300313812949498	False	0.00970785149117468	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P09394	18954059.6110768	19135402.327052675	19091984.803237405	18622360.277933262	19007014.515494168	18857799.332837746	P09394	P09394		glpQ	0	0.163340701996544	0.017623792863772778	False	0.009738283627510651	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8E1	25500871.19822584	24257033.662961304	24455255.735553622	25828893.2343617	28265956.437162183	25504887.31318074	P0A8E1	P0A8E1		ycfP	0	0.16418000878039543	-0.10108861381701865	False	0.009768715763846622	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A722	21026907.61219493	21581327.2263398	22871265.287835486	19014453.20066296	20911248.76852039	21112154.963682394	P0A722	P0A722		lpxA	0	0.16427181069591318	0.10133899887379315	False	0.009799147900182595	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEI4	23467100.7784972	22461527.192440134	22720809.38705071	23598511.261208706	23110243.86446965	24352580.693364885	P0AEI4	P0AEI4		rimO	0	0.1650232442414502	-0.0498169125921824	False	0.009829580036518565	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACG1	54469272.81228253	55101374.04150835	51083186.20987961	63174172.01681316	54500337.683885895	58431793.24655558	P0ACG1	P0ACG1		stpA	0	0.1652868728283184	-0.13249114229450873	False	0.009860012172854534	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P77735	6103681.333877898	6465254.831746315	6399756.631321082	7388409.193218992	6607431.205025694	6590923.143826988	P77735	P77735		yajO	0	0.16585681098473082	-0.11809678010717589	False	0.009890444309190505	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9M2	45389201.7229906	45725553.7694613	46106845.99911351	50733742.67692034	46844787.229992434	47355514.2860587	P0A9M2	P0A9M2		hpt	0	0.16639368376848615	-0.07888890651719571	False	0.009920876445526477	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P27434	38564520.89527978	39700244.52899201	39546925.31693165	38780361.1638057	38772024.75464112	37943562.57480593	P27434	P27434		rodZ	0	0.16654005910789346	0.028640464491844264	False	0.009951308581862448	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P62623	5702242.948920238	5939560.564402806	5973803.768520664	5573706.869076233	5714398.421219171	5784421.624712349	P62623	P62623		ispH	0	0.16816256572358343	0.04517760294036342	False	0.009981740718198419	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P27431	3604685.8873354425	4021964.79147453	3881578.129010523	4866249.389312231	3985362.855047676	4247064.596838235	P27431	P27431		ycfD	0	0.16858721057939266	-0.18675527543801831	False	0.010012172854534387	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7D1	21019891.782687284	20930478.594330795	21316865.56909344	21545448.62582981	22185187.679530717	23858730.81900777	P0A7D1	P0A7D1		pth	0	0.168663215918131	-0.09533773765426103	False	0.01004260499087036	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76268	34911392.02827472	34669099.66887039	36022353.551287666	37482399.02974927	35389233.177697994	36529276.71027315	P76268	P76268		kdgR	0	0.1689555681255785	-0.05097601865887756	False	0.01007303712720633	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P62707	179529568.92449686	171778699.56708837	174889563.48666748	172102090.54106203	172319084.10647428	167730834.99781096	P62707	P62707		gpmA	0	0.16897094881026628	0.03903323045225904	False	0.010103469263542301	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8J2	1112060.5931620256	1110980.9999999995	1056525.9719116755	1006411.91113521	1044355.4485837315	1083133.761026449	P0A8J2	P0A8J2		dnaT	0	0.1690220162426704	0.06554593616191917	False	0.010133901399878274	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P17445	1865190.6765177764	1904225.2310715567	1925989.737040968	1839334.042852564	1812047.0110141472	1892730.499921101	P17445	P17445		betB	0	0.169478380574407	0.03884231243142166	False	0.010164333536214243	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADA7	3185399.682918104	3009083.0662630456	3311955.777946429	3251151.9180887807	3333516.543828278	3549537.934757559	P0ADA7	P0ADA7		osmB	0	0.1694872428641535	-0.09225625761808563	False	0.010194765672550213	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AC59	30557235.45972204	30769420.596848466	30427144.66527133	32613342.593194105	31142158.309981328	31096418.588603005	P0AC59	P0AC59		grxB	0	0.16961083689896195	-0.04790904933276994	False	0.010225197808886184	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8U6	22931214.23752107	23466025.144237585	24303986.13526353	26287026.97254116	24459267.50950972	24100044.86800486	P0A8U6	P0A8U6		metJ	0	0.1701937883230969	-0.08219653486421141	False	0.010255629945222156	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00864	156677674.0489184	155484345.87574765	157496719.41361797	157089852.6442359	157639906.0769395	158909912.73330078	P00864	P00864		ppc	0	0.17081719727654956	-0.012177069426316066	False	0.010286062081558127	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEZ3	78639719.2440997	78485730.70700699	75658559.25216867	73001054.14252509	76372503.48899956	76136546.37812927	P0AEZ3	P0AEZ3		minD	0	0.17210970098299255	0.04579988250979508	False	0.010316494217894096	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P75780	825710.6798472042	793134.0000000007	695228.2518847486	746476.8482180156	654813.1312515333	665709.6648505129	P75780	P75780		fiu	0	0.17238772629089874	0.16289619350659132	False	0.010346926354230066	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACB2	37677617.93383158	37204037.95455277	35541681.80057558	43037400.95706292	38222756.0481796	38512690.30635847	P0ACB2	P0ACB2		hemB	0	0.17326295644846432	-0.11725576977765104	False	0.010377358490566039	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A937	8610232.351066615	9395480.185958108	9508802.659510808	6777893.324900531	8820734.14467652	8265754.489620103	P0A937	P0A937		bamE	0	0.1737685158555704	0.2053339348298977	False	0.01040779062690201	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6V8	42857373.65669002	42652761.12820558	44052796.59097185	40565056.59583643	42387332.73348578	42621120.835750856	P0A6V8	P0A6V8		glk	0	0.17477715218198078	0.04512085612882824	False	0.01043822276323798	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A903	80435152.32262896	76965119.7639941	79559271.99485658	79966227.42311199	81004239.86684395	82379427.03545755	P0A903	P0A903		bamC	0	0.17495273640257966	-0.038391378180926305	False	0.01046865489957395	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8N7	10173459.113762952	10218436.488915505	9886501.57624981	8486465.323601793	9602932.013209084	9766062.857538268	P0A8N7	P0A8N7		epmA	0	0.1760859791770434	0.12032868599689157	False	0.010499087035909922	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0C054	10804253.72415865	11408781.566790374	10868114.469156386	12246037.024885587	11310626.24231829	11362067.858977444	P0C054	P0C054		ibpA	0	0.17629261866426105	-0.07799175806685824	False	0.010529519172245892	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P75960	15728924.694538992	15504992.087489314	15762723.066631094	14087864.980078036	14841503.929417765	15533845.833929377	P75960	P75960		cobB	0	0.17652241308037817	0.07994535040303445	False	0.010559951308581863	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37908	1535740.1932599652	1444647.9649609495	1265868.9532310409	1646101.1161287518	1544112.614587101	1525736.242195986	P37908	P37908		yfjD	0	0.17688493894395477	-0.1513566849296963	False	0.010590383444917835	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P69913	16160905.216395449	16591673.511947894	16706799.039214384	19584732.35994532	18045888.60797436	16761192.004183084	P69913	P69913		csrA	0	0.17727010572234914	-0.1371454243343838	False	0.010620815581253804	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACA7	10008611.192157626	9376113.321790278	9483893.148372669	10486696.769793138	10099460.759542294	9726121.951609716	P0ACA7	P0ACA7		gstB	0	0.17785969717394545	-0.0704003191724164	False	0.010651247717589775	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADV5	1450882.7594466945	1306583.7361896215	1425452.7924981955	1381770.6389092468	1148993.742081855	1243345.282212166	P0ADV5	P0ADV5		yhbW	0	0.17852517752251068	0.1483738170926439	False	0.010681679853925746	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7E1	33107359.05198125	32659954.210989516	31896810.40814368	31850769.27360907	31596738.978797525	32141490.995125134	P0A7E1	P0A7E1		pyrD	0	0.1795404585481692	0.030984097333838667	False	0.010712111990261718	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9K9	120473894.61862066	118527691.98917829	110816665.86510707	120356193.57423744	143459564.0826087	126442168.73556654	P0A9K9	P0A9K9		slyD	0	0.18075600157871122	-0.15782236782862016	False	0.010742544126597689	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P36938	74511933.08304319	73199765.12043622	74768563.52332573	74159784.81273994	76958956.06419253	76419546.67667753	P36938	P36938		pgm	0	0.18087270065347566	-0.03243197905016259	False	0.010772976262933658	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8X2	1096622.9485448543	1031453.688000001	1051944.887089686	1313587.515498404	1137621.0270266738	1107339.8743083468	P0A8X2	P0A8X2		yceI	0	0.1813439971099357	-0.1622523348259464	False	0.010803408399269628	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P77570	3695181.260178933	3579553.912266548	3685821.198630702	3511157.519546188	3328413.710482553	3622198.206875111	P77570	P77570		anmK	0	0.1820742605886465	0.06719415264701495	False	0.0108338405356056	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFG6	44875730.93510174	44684728.9952817	45213200.23238466	46069925.38137096	45189592.45517929	45207998.280731454	P0AFG6	P0AFG6		sucB	0	0.18315667237187366	-0.01801901456459661	False	0.010864272671941571	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABA0	187227002.6065412	191513273.2107334	195311864.49568933	182091147.28761315	190009207.57906348	186216637.2931018	P0ABA0	P0ABA0		atpF	0	0.183827190708075	0.04009731607745166	False	0.010894704808277542	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9K3	38873408.72025038	39214593.60613626	38963658.03097316	38552471.34008615	37916651.49088552	38906507.918091744	P0A9K3	P0A9K3		ybeZ	0	0.18493846384521534	0.02080686398478362	False	0.010925136944613511	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AA10	327215091.2519485	315237373.49203664	327009136.48203284	283422309.49190193	306947381.674565	318913982.4251807	P0AA10	P0AA10		rplM	0	0.18524357932317065	0.0924533075567768	False	0.010955569080949483	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AED9	441168.8937858933	379308.6875000001	420996.88068664126	368345.7191641978	406213.2072275408	341521.57250128844	P0AED9	P0AED9		dcm	0	0.18527901085213352	0.15361349718850517	False	0.010986001217285454	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0C0L9	1669907.64761879	1674158.3749999993	1533480.336127999	1523547.076617598	1545956.143400845	1534820.3857225457	P0C0L9	P0C0L9		iscX	0	0.185337169173135	0.0831663510367758	False	0.011016433353621425	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AB71	598787768.8038443	585416935.286889	599713654.2493271	496497016.77168727	572921076.5219265	568683621.9582168	P0AB71	P0AB71		fbaA	0	0.1855185768749414	0.12302464976225944	False	0.011046865489957397	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P67826	950886.4921276176	932171.2500000002	999731.3699837376	820831.7746728978	882302.8488841595	955210.72785111	P67826	P67826		cutC	0	0.18569132625841844	0.11693676118267927	False	0.011077297626293366	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACP7	12817370.183506478	12704633.133279713	13175010.667617189	11992451.739494933	12640144.89658844	12717368.522012295	P0ACP7	P0ACP7		purR	0	0.1858957241309382	0.05111534937642139	False	0.011107729762629337	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P24182	112297678.67966267	113982629.0810346	109910023.19110665	115006180.33227524	114135880.2818211	113904451.02729824	P24182	P24182		accC	0	0.1860212425367507	-0.029125963779830018	False	0.011138161898965307	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AES6	97501521.65228708	100404839.2439842	99438514.2589473	100640254.3388672	100371233.0102191	101263053.46032308	P0AES6	P0AES6		gyrB	0	0.1866705389663847	-0.02372226196665861	False	0.01116859403530128	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AF61	150658.74704468178	217024.18749999988	228379.80129928936	219147.7660374647	264114.21937553905	253049.4714127697	P0AF61	P0AF61		yjdK	0	0.1867550156510061	-0.3048519667510872	False	0.01119902617163725	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P04846	5139685.018701132	4906241.276639274	5102620.227026322	5002640.1846075645	4903799.098147128	4758381.690827541	P04846	P04846		nlpA	0	0.18697673492282102	0.04681991721875187	False	0.01122945830797322	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0C0K3	3105469.69451366	3104290.5551493526	3065553.59091345	2966672.6945630494	2887726.026629236	3085863.056470169	P0C0K3	P0C0K3		rdoA	0	0.18714673476418342	0.05307902251839127	False	0.01125989044430919	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8G9	14600234.549598971	14156936.77133899	14592017.103178576	11401488.21321696	13425880.617118472	13965605.407180822	P0A8G9	P0A8G9		xseB	0	0.1875184397102464	0.16020959301554766	False	0.011290322580645162	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AGD3	198541808.98781368	194836898.5196615	198862992.6674705	216111297.3458849	202134429.3079489	201502501.0203176	P0AGD3	P0AGD3		sodB	0	0.188149437288122	-0.0654961652549676	False	0.011320754716981133	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8D0	4428078.81832907	4285671.507321745	4545312.896526206	4216428.891141445	4238789.199454744	4366623.111125344	P0A8D0	P0A8D0		nrdR	0	0.18841605865419525	0.048375403736163086	False	0.011351186853317104	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P64493	542232.0854607658	388198.5	422977.6747220493	509237.90022955	539579.032817597	570465.5089090503	P64493	P64493		yoaF	0	0.18910278145043574	-0.2587575496298767	False	0.011381618989653073	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P64554	20370734.39142734	19474880.090704925	20372790.145582285	21775163.49843911	20454426.390882965	20525980.813651785	P64554	P64554		queE	0	0.1894254385982441	-0.059539043176704706	False	0.011412051125989045	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P63883	2656910.9913851097	2761147.2035680674	2518226.8677578624	2789522.92291245	2705220.0979973665	3046588.969606576	P63883	P63883		amiC	0	0.18961629888668874	-0.10599722389041498	False	0.011442483262325016	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P30852	1867274.745823229	2128150.7500000014	1955590.2991631909	1738369.4678954275	1831175.3104685668	1926948.5450171148	P30852	P30852		smf	0	0.18984330706261063	0.11462445167295252	False	0.011472915398660986	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P28248	9783162.382977448	9711611.584341388	9356082.371410402	9638248.080849493	10367483.84879706	10073205.772313518	P28248	P28248		dcd	0	0.1899580476953268	-0.06013947528406388	False	0.011503347534996959	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AGI8	2035242.256582548	2044083.6123191435	1900152.834178864	1912337.863075388	1870837.4900147005	1932271.9553150395	P0AGI8	P0AGI8		trkA	0	0.19068681477580848	0.06515330172328812	False	0.011533779671332928	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AC51	2498106.0220693294	2529555.4143233784	2687393.1883045724	2270602.5600132192	2542440.412203473	2431022.0309951943	P0AC51	P0AC51		zur	0	0.1912203993993504	0.09087687941750965	False	0.011564211807668898	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P33590	24001683.420778155	25965916.49972362	25032400.193249136	25908996.29179052	26612447.21566536	25690066.300151527	P33590	P33590		nikA	0	0.19160160213351668	-0.060490336084713256	False	0.011594643944004869	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACQ4	31199389.024466943	30847648.086985707	30811853.377039555	29716125.145093884	30787677.198223405	30532280.370599348	P0ACQ4	P0ACQ4		oxyR	0	0.19230879691775676	0.028601563409080984	False	0.011625076080340841	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6F3	28544332.982482307	28146131.926849414	28424239.0812372	29189602.69697086	28338556.02855029	29141322.82351398	P0A6F3	P0A6F3		glpK	0	0.19247570838858075	-0.026115688323942402	False	0.011655508216676812	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AG93	2925958.334258986	2937254.734542855	3108522.444999255	2714567.806363625	2947539.3987977044	2880394.109078919	P0AG93	P0AG93		secF	0	0.19275165826249893	0.07072852588275672	False	0.011685940353012783	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADU5	17164102.903486867	17626172.991777923	17101646.084687814	19915849.425502867	18003643.504947238	17804201.858369578	P0ADU5	P0ADU5		ygiW	0	0.19290806161452836	-0.1027809481639909	False	0.011716372489348752	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P17854	51207198.01039831	55151332.70423257	55854560.256267466	54542431.9880439	58026650.95251192	58828609.77495378	P17854	P17854		cysH	0	0.19305126326665445	-0.07945743554657746	False	0.011746804625684724	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P18196	4610384.6409428185	4791633.121506412	4691004.719418337	5238302.179062533	4820765.9236975815	4813885.211546945	P18196	P18196		minC	0	0.1970903987426952	-0.07771009635678623	False	0.011777236762020695	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P63417	23449068.868067056	23193821.36555902	23717290.932378773	26729459.282366253	23958591.49263774	24476112.862172853	P63417	P63417		yhbS	0	0.197402863649951	-0.09528578797638679	False	0.011807668898356665	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P30125	893034.4871647347	839643.1249999997	894667.2183963929	895071.7086418172	908796.7356261372	923605.549676842	P30125	P30125		leuB	0	0.1980882165157486	-0.0539598787500807	False	0.011838101034692638	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8F8	3476604.495619873	3129234.374274315	3141157.3507105154	3149282.9510595486	2649657.3594783684	3052183.7587417774	P0A8F8	P0A8F8		uvrB	0	0.1981354917805076	0.1390969997097522	False	0.011868533171028607	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P64467	3627703.14455395	3897852.1683312864	3758511.322538857	4370399.368082697	3868858.459089411	3924687.837037572	P64467	P64467		cnu	0	0.19847627240821258	-0.1083241864824078	False	0.011898965307364577	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P19931	1518671.5960817644	1557361.4999999995	1599135.4759110997	1369630.8698521962	1398848.807630838	1566895.969380617	P19931	P19931		hyaE	0	0.19871662806852267	0.10886138110311523	False	0.011929397443700548	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P12994	797821.3742461256	665786.6680884747	484092.8999542901	891132.7726165354	827181.5917989427	733629.6371851722	P12994	P12994		ybhB	0	0.19878165297615236	-0.3321538532862469	False	0.01195982958003652	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABI4	3248342.64732948	3321724.8678611456	3196968.3438054365	3260485.852946171	3025313.4467220474	2907220.4169986574	P0ABI4	P0ABI4		corA	0	0.19910410679046855	0.08738195865814911	False	0.011990261716372491	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AAH8	2599000.1144111278	2731044.159881031	2593024.5248617064	2657460.5765088685	2356235.645444505	2336796.6333010364	P0AAH8	P0AAH8		sapF	0	0.19926260437382445	0.10821834295590796	False	0.01202069385270846	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AES0	9302075.614696937	8871699.849017313	8724595.784889344	10352155.80728012	9472934.045990389	9107122.385504477	P0AES0	P0AES0		gsp	0	0.200346403120351	-0.10515782273717586	False	0.01205112598904443	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P52062	146557.14452073057	161779.67190000002	202721.7790543274	196298.6791778172	204363.8437819164	204282.57248726784	P52062	P52062		yggW	0	0.20052056202687787	-0.2433154969637589	False	0.012081558125380403	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37657	2098356.628629229	2170618.856833384	2031462.484075445	2287491.8255048795	2127736.43195809	2172540.5266633425	P37657	P37657		bcsE	0	0.20082895332704528	-0.06433780079438793	False	0.012111990261716374	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7N9	74985669.2532561	78245274.56385802	79850484.96547733	71111796.70123133	77344255.10264716	73972401.77936074	P0A7N9	P0A7N9		rpmG	0	0.20114033254785024	0.06749270661560945	False	0.012142422398052344	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P05719	3358739.429418844	3652524.606976241	3528801.0617583576	3311477.2669122885	3296951.480298056	3456901.917120332	P05719	P05719		hsdS	0	0.20169122222959895	0.06648920927718137	False	0.012172854534388313	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AG00	5826791.28812603	5789627.217527575	5643522.191560578	5889507.40971888	5881079.0173402	5797203.209319297	P0AG00	P0AG00		wzzE	0	0.20210052535804413	-0.025505176538064115	False	0.012203286670724286	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
