Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A6F9	P0A6F9		groS		79385600.0	84656200.0	81372300.0	86534600.0	79520900.0	81673100.0	0	0.1005261911577494	-0.07012955968492647	False	0.013157894736842105	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6C1	P0A6C1		nfo		2086080.0	2008580.0	2014640.0	2092940.0	2163220.0	2098630.0	0	0.10073810620325403	0.053660070959349306	False	0.013188854489164088	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69853	P69853		dmsD		1439070.0	1256730.0	1395470.0	1304550.0	1370430.0	1500310.0	0	0.10106013304666263	0.12330835468012084	False	0.013219814241486069	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P42632	P42632		tdcE		5279800.0	5050440.0	5220340.0	5156970.0	5284820.0	5292530.0	0	0.10111948183524418	0.039605826246549326	False	0.01325077399380805	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P38521	P38521		yggL		2904140.0	2678340.0	2656400.0	2716260.0	2809820.0	2734400.0	0	0.10133673584234235	0.0695033229963835	False	0.013281733746130033	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69797	P69797		manX		12724600.0	12770000.0	12778400.0	12857000.0	12605900.0	12462100.0	0	0.10136686864694894	-0.023205401238223188	False	0.013312693498452013	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABK2	P0ABK2		cydB		4860260.0	5782120.0	6600040.0	5514100.0	5227330.0	5159270.0	0	0.10138789599377408	-0.23114596257272707	False	0.013343653250773994	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P11875	P11875		argS		12137500.0	11672500.0	11847200.0	11873900.0	12029300.0	11870000.0	0	0.10179523380999543	0.025982397729450296	False	0.013374613003095975	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09158	P09158		speE		6633080.0	6548510.0	6311340.0	6416000.0	6638020.0	6552310.0	0	0.1020750000222165	0.04041067506924226	False	0.013405572755417958	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69222	P69222		infA		5950120.0	6170170.0	6185180.0	6035980.0	6071290.0	5845610.0	0	0.10255641940966012	-0.04172678385467931	False	0.01343653250773994	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABD3	P0ABD3		bfr		6591930.0	6738070.0	6858920.0	6857310.0	6618130.0	6778890.0	0	0.10258348505805595	-0.033201474535081224	False	0.01346749226006192	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37652	P37652		bcsB		9253400.0	8666400.0	8934510.0	8889920.0	8932080.0	9093850.0	0	0.10308884623709069	0.042315164812768445	False	0.0134984520123839	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P11447	P11447		argH		1864620.0	1965100.0	2059760.0	1996360.0	1949530.0	1953600.0	0	0.10361664782699058	-0.06204719767798136	False	0.013529411764705884	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEU7	P0AEU7		skp		20224700.0	20965700.0	20510300.0	20936600.0	20650300.0	20011600.0	0	0.10388291543552221	-0.03571256018705231	False	0.013560371517027865	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P63284	P63284		clpB		16682000.0	17242600.0	17189600.0	17341500.0	17152400.0	16737700.0	0	0.1039825627011849	-0.033877736439467766	False	0.013591331269349846	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P23331	P23331		tdk		2742160.0	2727960.0	2755380.0	2620420.0	2876410.0	2852060.0	0	0.10402548052378449	0.06387782537686043	False	0.013622291021671827	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P27306	P27306		sthA		785464.0	984091.0	930604.0	1005250.0	898532.0	917200.0	0	0.10560377448375026	-0.16676608441674562	False	0.013653250773993809	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6V1	P0A6V1		glgC		7610340.0	7383270.0	7200490.0	7583160.0	7653830.0	7766100.0	0	0.10590857445355455	0.05512299721345512	False	0.01368421052631579	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACC7	P0ACC7		glmU		13663900.0	13771400.0	13714400.0	13882000.0	13414800.0	13177700.0	0	0.10597301645189151	-0.03929007252084997	False	0.013715170278637773	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69407	P69407		rcsB		7135410.0	6856070.0	6762820.0	6927110.0	7126810.0	6894700.0	0	0.10615209661359783	0.04227206683847178	False	0.013746130030959754	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33355	P33355		yehS		1609260.0	1442730.0	1449780.0	1453190.0	1481040.0	1588980.0	0	0.10689669065108089	0.10669797635327607	False	0.013777089783281734	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEZ9	P0AEZ9		moaB		8585930.0	8748840.0	9196900.0	9172980.0	8653800.0	8695100.0	0	0.10721284915104427	-0.06439817204327858	False	0.013808049535603715	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P31802	P31802		narP		12985700.0	11904100.0	12759500.0	11918100.0	13013400.0	12945600.0	0	0.10767126180365624	0.09030488410109298	False	0.013839009287925698	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P31460	P31460		dgoR		1339700.0	1215020.0	1303430.0	1160920.0	1428250.0	1280940.0	0	0.10791181840280155	0.13806768647444104	False	0.01386996904024768	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEN8	P0AEN8		fucU		5288620.0	5048630.0	4842620.0	4978240.0	5204030.0	5015020.0	0	0.10840663697335814	0.06062677419751129	False	0.01390092879256966	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7I0	P0A7I0		prfA		3392100.0	3515450.0	3492120.0	3499780.0	3363710.0	3476650.0	0	0.10871961033722442	-0.03824583401273458	False	0.01393188854489164	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8J4	P0A8J4		ybeD		11624500.0	12276400.0	12405500.0	12637000.0	11854400.0	12309600.0	0	0.10985832880844411	-0.06041038491597198	False	0.013962848297213623	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77570	P77570		anmK		1320690.0	1393300.0	1451130.0	1318040.0	1250980.0	1298010.0	0	0.10993987090902578	-0.10522560552011435	False	0.013993808049535605	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG93	P0AG93		secF		853750.0	839596.0	856075.0	832690.0	896050.0	871673.0	0	0.11020249456497003	0.05217522024518871	False	0.014024767801857586	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P40191	P40191		pdxK		2112360.0	2006090.0	1960060.0	1896660.0	2038200.0	1996890.0	0	0.11027987791730162	0.06839579266568	False	0.014055727554179569	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7J0	P0A7J0		ribB		11967600.0	12632500.0	12450600.0	12642800.0	12145600.0	12475500.0	0	0.11064400071232652	-0.04415716101813548	False	0.014086687306501549	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75949	P75949		nagZ		1561250.0	1803720.0	1732560.0	1779970.0	1734720.0	1636670.0	0	0.1108645388243152	-0.10804895122062355	False	0.01411764705882353	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8J8	P0A8J8		rhlB		5054520.0	5350190.0	5299990.0	5159840.0	5209080.0	5091000.0	0	0.1109128006167421	-0.042168263329245476	False	0.014148606811145511	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P23003	P23003		trmA		1085030.0	1015100.0	1081370.0	1043880.0	1112950.0	1087310.0	0	0.11198224032987399	0.06509536602023654	False	0.014179566563467494	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AA25	P0AA25		trxA		28873500.0	29339500.0	29397600.0	28972600.0	29063500.0	28554800.0	0	0.11217436287811851	-0.020173040056512978	False	0.014210526315789476	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P11880	P11880		murF		5727810.0	5801920.0	5811890.0	5942630.0	5259140.0	5523900.0	0	0.11233114766460436	-0.0885859386502263	False	0.014241486068111455	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8K5	P0A8K5		yaeP		2126550.0	2292220.0	2484400.0	2347820.0	2055510.0	2324370.0	0	0.11256526692656853	-0.13091044790344838	False	0.014272445820433436	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGK8	P0AGK8		iscR		2019700.0	2064850.0	2227470.0	2113730.0	1971270.0	2053960.0	0	0.11327901834178532	-0.08370942533531865	False	0.01430340557275542	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P21165	P21165		pepQ		20027300.0	20332900.0	20662200.0	19952400.0	19737800.0	19652900.0	0	0.11441785273297138	-0.03666699916612724	False	0.0143343653250774	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77608	P77608		mhpD		135752.0	1589620.0	1394810.0	1473380.0	68299.9	1239630.0	2	0.11502876624918656	-1.6265822329268305	False	0.014365325077399382	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39342	P39342		yjgR		929476.0	1046620.0	1092140.0	1058980.0	956543.0	1046320.0	0	0.11557113980729007	-0.12500074247741882	False	0.014396284829721362	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75780	P75780		fiu		770458.0	636463.0	672331.0	633535.0	665268.0	770677.0	0	0.1165503365178722	0.18390873225111692	False	0.014427244582043345	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AE12	P0AE12		amn		1062440.0	1000100.0	943862.0	1029230.0	1078160.0	1020480.0	0	0.11736923866065031	0.08840491589197107	False	0.014458204334365326	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABA4	P0ABA4		atpH		19302600.0	19324900.0	19867400.0	19544900.0	19076000.0	19192300.0	0	0.1179017631806626	-0.028934728151431315	False	0.014489164086687307	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24232	P24232		hmp		1292580.0	1173320.0	1054360.0	1116540.0	1197960.0	1163120.0	0	0.1179066046082501	0.1276726283574867	False	0.01452012383900929	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACZ4	P0ACZ4		evgA		2582120.0	2766580.0	2752710.0	2620150.0	2642410.0	2572090.0	0	0.11839535023860327	-0.06208071869835962	False	0.01455108359133127	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P12994	P12994		ybhB		512322.0	562754.0	791582.0	641575.0	366082.0	575277.0	0	0.11942749947140906	-0.457336675874482	False	0.014582043343653251	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08331	P08331		cpdB		2432450.0	2556650.0	2453090.0	2600600.0	2464080.0	2393930.0	0	0.11947694049101666	-0.061951063162444114	False	0.014613003095975232	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P64588	P64588		yqjI		1652560.0	1514150.0	1453180.0	1437130.0	1491460.0	1646600.0	0	0.11963573814666596	0.12124722977167189	False	0.014643962848297215	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A884	P0A884		thyA		7467930.0	7841040.0	7671100.0	7689600.0	7424420.0	7693920.0	0	0.11975640608158486	-0.038786966283526424	False	0.014674922600619197	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76506	P76506		mlaA		6637900.0	7028640.0	7169520.0	7035330.0	6825610.0	7002260.0	0	0.12064179364724535	-0.05312856894065929	False	0.014705882352941176	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAI3	P0AAI3		ftsH		17974300.0	18128600.0	17998900.0	18110400.0	17969600.0	17977300.0	0	0.12080408159452279	-0.008448717218250969	False	0.014736842105263158	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09030	P09030		xthA		3548500.0	3475770.0	3449260.0	3518080.0	3523390.0	3516520.0	0	0.1213156553242856	0.019934548205384234	False	0.01476780185758514	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P16095	P16095		sdaA		2019320.0	1755240.0	1932310.0	1883310.0	1961310.0	1981470.0	0	0.12133709330188579	0.09792051288543437	False	0.014798761609907122	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08190	P08190		fimG		584838.0	540220.0	587365.0	573344.0	634074.0	600604.0	0	0.12143336045866901	0.09723181620945567	False	0.014829721362229103	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07330	P07330		cheB		1602740.0	1524110.0	1456970.0	1537190.0	1541420.0	1559420.0	0	0.1217796540469582	0.05798875737616211	False	0.014860681114551083	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77737	P77737		oppF		1734330.0	1621330.0	1523330.0	1656410.0	1664050.0	1690470.0	0	0.12194150996231728	0.08398369599947447	False	0.014891640866873066	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9L5	P0A9L5		ppiC		2557050.0	2375070.0	2301260.0	2506060.0	2575960.0	2482330.0	0	0.12209181023550636	0.08444445704944993	False	0.014922600619195047	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9H7	P0A9H7		cfa		3070710.0	3229300.0	3169060.0	3200450.0	3140230.0	3171830.0	0	0.12242699567884718	-0.03284165975715535	False	0.014953560371517028	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76002	P76002		pliG		954096.0	908356.0	956749.0	949659.0	980916.0	992430.0	0	0.12299789773087219	0.056626620983879467	False	0.014984520123839011	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00959	P00959		metG		17486100.0	17680000.0	17840200.0	17975000.0	17443800.0	17773400.0	0	0.12304348527209209	-0.02151614907532125	False	0.015015479876160991	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69902	P69902		frc		1188540.0	1330310.0	1352260.0	1216830.0	1174010.0	1234150.0	0	0.12352438355260532	-0.11657832421876567	False	0.015046439628482972	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09053	P09053		avtA		1997980.0	2180830.0	2130040.0	1980690.0	1941900.0	1916830.0	0	0.12359090812121802	-0.1033273195224885	False	0.015077399380804955	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P14407	P14407		fumB		23151200.0	24156600.0	23665900.0	23678500.0	23715100.0	23250800.0	0	0.1241102645191918	-0.02819709094846998	False	0.015108359133126937	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37182	P37182		hybD		3768700.0	3501390.0	3614610.0	3705810.0	3776470.0	3703980.0	0	0.12433973563838878	0.05587417663790253	False	0.015139318885448918	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7E9	P0A7E9		pyrH		6134180.0	6338580.0	6939860.0	6846180.0	6456220.0	6198790.0	0	0.12462207047157092	-0.09905866835281468	False	0.015170278637770897	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG30	P0AG30		rho		28956800.0	28733700.0	28738900.0	28868900.0	29284500.0	28927100.0	0	0.12462518942738621	0.013751071967816454	False	0.01520123839009288	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A786	P0A786		pyrB		2288850.0	2189420.0	2240360.0	2269540.0	2301050.0	2428460.0	0	0.12472365630812907	0.06711928592804399	False	0.015232198142414862	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P31433	P31433		yicH		1037440.0	1054520.0	1089300.0	1075830.0	1028120.0	1065690.0	0	0.12485017647445468	-0.0401651668305344	False	0.015263157894736843	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09394	P09394		glpQ		5427740.0	5382660.0	5441840.0	5349680.0	5483570.0	5456320.0	0	0.12489663760185699	0.01715286539425831	False	0.015294117647058826	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A800	P0A800		rpoZ		52132300.0	54357900.0	52568900.0	53520600.0	52086300.0	52316100.0	0	0.12513277490632874	-0.03561790778281398	False	0.015325077399380806	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77182	P77182		mnmC		1393230.0	1166030.0	1278690.0	1153580.0	1224080.0	1403910.0	0	0.12559436005340638	0.1603177948136277	False	0.015356037151702787	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P25524	P25524		codA		2037920.0	2272230.0	2315050.0	2294300.0	2220690.0	2197350.0	0	0.1264224658374351	-0.09210820352625101	False	0.015386996904024768	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AD49	P0AD49		raiA		5531470.0	5840230.0	5895890.0	6160980.0	5730470.0	5850380.0	0	0.12661676916862177	-0.06469046960497304	False	0.015417956656346751	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8N5	P0A8N5		lysU		20326000.0	20526000.0	20910400.0	20561800.0	20102000.0	20547000.0	0	0.12732939127716406	-0.024008477175302894	False	0.015448916408668733	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6T9	P0A6T9		gcvH		1181380.0	1230410.0	1347030.0	1279130.0	1161050.0	1256250.0	0	0.12733610641516524	-0.09985047589442728	False	0.015479876160990712	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P67087	P67087		rsmI		3081150.0	3112090.0	3155800.0	3221800.0	3124070.0	2991720.0	0	0.1275203933192629	-0.045207031017574305	False	0.015510835913312693	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06959	P06959		aceF		57522000.0	57649900.0	57356500.0	57936600.0	57066800.0	57021700.0	0	0.12757960632697582	-0.011158793777777816	False	0.015541795665634676	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39411	P39411		yjjX		2600310.0	2787870.0	2754760.0	2703320.0	2619690.0	2732790.0	0	0.12771168852370776	-0.052224637478700035	False	0.015572755417956658	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEH1	P0AEH1		rseP		1344220.0	1235810.0	1250080.0	1237660.0	1256190.0	1351790.0	0	0.12812923134683474	0.08597722570246341	False	0.015603715170278639	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P13033	P13033		glpB		1228930.0	1134320.0	1113420.0	1214880.0	1190350.0	1267680.0	0	0.12850344810849149	0.09056769481648827	False	0.01563467492260062	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9M5	P0A9M5		gpt		71657400.0	75427000.0	73094300.0	77238200.0	74245100.0	70764600.0	0	0.1306607903299675	-0.05930659504082749	False	0.0156656346749226	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7M6	P0A7M6		rpmC		23631900.0	21824400.0	21550600.0	22275800.0	23089200.0	22087800.0	0	0.13080759379028273	0.0677825891055198	False	0.01569659442724458	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06610	P06610		btuE		7161510.0	7699300.0	7979830.0	7351300.0	7223330.0	7349260.0	0	0.1309495483103957	-0.0835809924147162	False	0.015727554179566564	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69346	P69346		yefM		931540.0	952360.0	958519.0	980454.0	928828.0	855998.0	0	0.1311530924456706	-0.09005689642197386	False	0.015758513931888547	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P25714	P25714		yidC		7194200.0	6454400.0	6858240.0	6996730.0	6936530.0	7547940.0	0	0.13116588798265355	0.09413076147067119	False	0.015789473684210527	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q47147	Q47147		yafJ		2116760.0	2291790.0	2200640.0	2331210.0	2238140.0	2171580.0	0	0.1313634635259245	-0.06423643874165641	False	0.01582043343653251	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AB71	P0AB71		fbaA		147543000.0	151363000.0	152112000.0	154308000.0	151825000.0	149581000.0	0	0.13216768707612664	-0.02811232262206011	False	0.01585139318885449	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P23721	P23721		serC		12419000.0	12809300.0	12681300.0	12470700.0	12360400.0	12492200.0	0	0.13253346994725856	-0.02645264628454397	False	0.015882352941176472	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AD07	P0AD07		yecF		3901680.0	3699650.0	3601490.0	3595410.0	3836020.0	3658370.0	0	0.13488436166866005	0.06466495862271687	False	0.015913312693498455	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6U8	P0A6U8		glgA		2916460.0	2936790.0	2962630.0	2909860.0	2796600.0	2858600.0	0	0.13551437374491973	-0.03944948383381443	False	0.015944272445820435	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEB2	P0AEB2		dacA		7389070.0	7565390.0	7845550.0	7535140.0	7316830.0	7547280.0	0	0.13553380895868472	-0.04423619821155755	False	0.015975232198142415	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69441	P69441		adk		89567600.0	93148100.0	94284400.0	94312300.0	91879900.0	93112700.0	0	0.13568711471634137	-0.03726647479552451	False	0.016006191950464398	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P60716	P60716		lipA		7978520.0	8075370.0	8268410.0	8107630.0	8088440.0	7809160.0	0	0.13622555616161972	-0.03434925132243273	False	0.01603715170278638	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7P5	P0A7P5		rpmH		27975300.0	26226600.0	25112000.0	24753400.0	27553500.0	25597000.0	0	0.13677391263670008	0.09241601724918544	False	0.01606811145510836	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AA95	P0AA95		yacC		1152200.0	992057.0	1059810.0	992030.0	1058280.0	1055940.0	0	0.136991724884163	0.1017907647346267	False	0.01609907120743034	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P60624	P60624		rplX		114495000.0	112156000.0	114062000.0	111954000.0	117448000.0	113833000.0	0	0.1378508379242643	0.032080524014242905	False	0.016130030959752323	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06974	P06974		fliM		1755260.0	1620040.0	1702020.0	1698960.0	1835370.0	1701070.0	0	0.13845170834547976	0.07575080222657445	False	0.016160990712074306	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7X6	P0A7X6		rimM		5998240.0	6031450.0	6121700.0	5969290.0	5815400.0	5923580.0	0	0.13898436960345179	-0.03099730243673035	False	0.016191950464396285	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30859	P30859		artI		3732230.0	3921690.0	3688790.0	3780680.0	3632270.0	3505560.0	0	0.13928673400114858	-0.06755476529676516	False	0.01622291021671827	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P68739	P68739		nfi		7573550.0	7467860.0	7591800.0	7345440.0	8549390.0	8499190.0	0	0.13930269067498388	0.13612840558438927	False	0.016253869969040248	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAI9	P0AAI9		fabD		4749250.0	4710500.0	4760350.0	4710820.0	4902180.0	4953050.0	0	0.14011596728360576	0.04238356023950718	False	0.01628482972136223	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00509	P00509		aspC		17756800.0	17713000.0	17378200.0	17512900.0	17794400.0	17729500.0	0	0.14170117904441215	0.01843778806055245	False	0.01631578947368421	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30014	P30014		rnt		5552920.0	5221130.0	5381670.0	5314810.0	5371450.0	5397800.0	0	0.14229463879670806	0.036209139370213854	False	0.016346749226006194	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AF63	P0AF63		nsrR		1466630.0	1497860.0	1466420.0	1568320.0	1461050.0	1391100.0	0	0.14256463598998892	-0.069715022543302	False	0.016377708978328177	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9K3	P0A9K3		ybeZ		5927250.0	5685870.0	5714500.0	5826270.0	5809520.0	5808510.0	0	0.1425841740825229	0.026441635437764816	False	0.016408668730650156	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACP1	P0ACP1		cra		4207570.0	4123870.0	4112660.0	4166100.0	4351590.0	4189890.0	0	0.1430727040226286	0.03974366902339872	False	0.016439628482972136	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				135752.0	1028760.0	924047.0	1050170.0	784755.0	688943.0	1	0.14401905312213484	-0.899825667233438	False	0.01647058823529412	False	False	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P07813	P07813		leuS		13811100.0	14009400.0	14551500.0	14212700.0	13798000.0	14107100.0	0	0.14597832665687985	-0.03611288911744544	False	0.016501547987616102	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33602	P33602		nuoG		13971800.0	14576700.0	14382800.0	14596600.0	14454800.0	14210900.0	0	0.1460555242463315	-0.030751931522155707	False	0.01653250773993808	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08660	P08660		lysC		2340520.0	2234390.0	2248990.0	2220080.0	2244510.0	2358970.0	0	0.1460867770750019	0.050861010961685105	False	0.01656346749226006	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6L2	P0A6L2		dapA		40791600.0	42505700.0	41919500.0	41904500.0	42020000.0	41067800.0	0	0.1465527723807908	-0.02825755475774131	False	0.016594427244582044	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07017	P07017		tar		3334070.0	3347830.0	3350320.0	3382420.0	3306210.0	3225600.0	0	0.14837017451131979	-0.031057572639236558	False	0.016625386996904027	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AF90	P0AF90		rraB		6143350.0	5227610.0	5441590.0	5983120.0	6113030.0	5869620.0	0	0.14886351448400278	0.1223374024332316	False	0.016656346749226007	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33924	P33924		yejO		1541060.0	1498720.0	1377280.0	1485760.0	1579030.0	1495050.0	0	0.15027115514323902	0.08146402280304939	False	0.01668730650154799	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
