Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2813720.0	2733550.0	48333.3	2629110.0	125789.0	63297.7	3	4.8185758245933076e-05	-5.105948871312018	False	0.0003317249698431846	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1397920.0	1371210.0	48333.3	1401170.0	125789.0	63297.7	3	5.1649611989809855e-05	-4.134637794689719	False	0.00036188178528347414	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				751576.0	839613.0	48333.3	840953.0	125789.0	63297.7	3	5.980231971582203e-05	-3.3567140863711886	False	0.0003920386007237636	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				2112150.0	2194110.0	48333.3	2021950.0	125789.0	63297.7	3	6.3249945270865e-05	-4.736284099807074	False	0.00042219541616405313	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P60438	P60438		rplC		229899000.0	226835000.0	253518000.0	230454000.0	254249000.0	256775000.0	0	7.505575844827526e-05	0.15389091432144741	False	0.0004523522316043426	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P68739	P68739		nfi		6633450.0	6751150.0	7706470.0	6606740.0	7598560.0	7726600.0	0	7.606903047853111e-05	0.20424133973723502	False	0.00048250904704463213	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2759210.0	2652720.0	48333.3	2856830.0	125789.0	63297.7	3	8.483576816832167e-05	-5.122157619889122	False	0.0005126658624849216	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1847820.0	1822830.0	48333.3	1690970.0	125789.0	63297.7	3	9.032730521689493e-05	-4.497155596971948	False	0.0005428226779252111	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2449510.0	2465830.0	72119.2	2265080.0	125789.0	177847.0	1	9.853855113981392e-05	-4.256203258655582	False	0.0005729794933655006	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				768154.0	885782.0	48333.3	806454.0	125789.0	63297.7	3	0.0001412856950950954	-3.373373641124653	False	0.0006031363088057901	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0ACG1	P0ACG1		stpA		21204500.0	21104000.0	22526200.0	21257100.0	22735900.0	22543300.0	0	0.00016023019591470325	0.0931539449183166	False	0.0006332931242460796	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3000480.0	3036420.0	1809140.0	3074240.0	1662230.0	1680210.0	0	0.00019722535440026934	-0.8226165999178551	False	0.0006634499396863692	True	False	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				15137900.0	14749900.0	19923700.0	14762800.0	19521400.0	19171800.0	0	0.0002191692571758256	0.3926371100684252	False	0.0006936067551266587	True	False	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P76170	P76170		ynfB		2464010.0	2468450.0	2183190.0	2502820.0	2138170.0	2194060.0	0	0.00023855123458414875	-0.19052889128027217	False	0.0007237635705669483	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2327100.0	2410120.0	48333.3	2185330.0	125789.0	63297.7	3	0.00024003027514919075	-4.865790192630073	False	0.0007539203860072376	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P62707	P62707		gpmA		44722700.0	44946700.0	48470700.0	44502200.0	48140800.0	47821400.0	0	0.0002466808199151814	0.10632007776774906	False	0.0007840772014475272	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				4153740.0	4393150.0	48333.3	4060200.0	125789.0	63297.7	3	0.000307058351135451	-5.730650026250761	False	0.0008142340168878167	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P60624	P60624		rplX		163127000.0	164127000.0	151026000.0	162237000.0	150160000.0	152659000.0	0	0.00031997056372429103	-0.10908267069055017	False	0.0008443908323281063	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AGF2	P0AGF2		ygdK		2135100.0	2085750.0	1802550.0	2070570.0	1799150.0	1741850.0	0	0.00033712528823236383	-0.23558715793456342	False	0.0008745476477683957	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				3063630.0	3088470.0	48333.3	2818580.0	125789.0	63297.7	3	0.00040568875667090684	-5.239703972928127	False	0.0009047044632086852	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P69853	P69853		dmsD		1544070.0	1597060.0	1093940.0	1520610.0	1127340.0	1095450.0	0	0.0004854447912709989	-0.49110696941756654	False	0.0009348612786489747	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AEX9	P0AEX9		malE		7426940.0	7489850.0	6182960.0	7482220.0	6245020.0	6357740.0	0	0.0005191905591406803	-0.2537985577156201	False	0.0009650180940892643	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A780	P0A780		nusB		14276900.0	14632400.0	13225400.0	14483300.0	12922000.0	12949800.0	0	0.0005463126110559651	-0.1503837415855013	False	0.0009951749095295538	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A7T7	P0A7T7		rpsR		53041100.0	54838600.0	69072800.0	53375200.0	69320300.0	68769200.0	0	0.0005984358043980559	0.361418481151495	False	0.0010253317249698433	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P33018	P33018		yeiG		361031.0	403700.0	222526.0	380475.0	184563.0	177387.0	0	0.0006045765724899361	-0.9703914435502	False	0.0010554885404101327	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P60752	P60752		msbA		3853510.0	3848200.0	3562450.0	3915760.0	3555940.0	3604750.0	0	0.0006287775739020247	-0.11556849498724744	False	0.0010856453558504221	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P75736	P75736		ybfF		2622160.0	2644340.0	2222750.0	2593880.0	2302720.0	2279040.0	0	0.0006320061089966709	-0.20810778394724486	False	0.0011158021712907118	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				3951340.0	3895220.0	459356.0	3896790.0	125789.0	427603.0	0	0.0006460868465057044	-3.5354968805782705	False	0.0011459589867310012	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				2315820.0	2243380.0	48333.3	2045750.0	125789.0	63297.7	3	0.0006590117271829198	-4.798034263939497	False	0.001176115802171291	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A729	P0A729		yceF		2453490.0	2397550.0	2206630.0	2444670.0	2172690.0	2206060.0	0	0.0007557001219136978	-0.1477816928468068	False	0.0012062726176115801	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P64581	P64581		yqjD		31641800.0	31181000.0	34677900.0	31502300.0	34964700.0	34192100.0	0	0.0007832020817192655	0.13857502168561964	False	0.0012364294330518698	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A915	P0A915		ompW		16241300.0	16233800.0	14112800.0	16754300.0	14498500.0	14120100.0	0	0.0008093536776760335	-0.20422357183319417	False	0.0012665862484921592	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2774680.0	2623650.0	48333.3	2977450.0	125789.0	63297.7	3	0.0008673894171534744	-5.140710172377804	False	0.0012967430639324487	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A7V0	P0A7V0		rpsB		96029000.0	96257100.0	91900600.0	95114300.0	91078700.0	91347700.0	0	0.0009052798399554281	-0.06716544662573957	False	0.0013268998793727383	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P76187	P76187		ydhF		2759330.0	2666430.0	2201150.0	2787080.0	2232560.0	2335730.0	0	0.0009655624763562741	-0.27884470001325484	False	0.0013570566948130278	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P22524	P22524		mukE		6328440.0	6309500.0	5716460.0	6230520.0	5668240.0	5547730.0	0	0.0010699322722625122	-0.1561876467609569	False	0.0013872135102533175	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0ACF4	P0ACF4		hupB		38599500.0	38073100.0	45447800.0	37624300.0	44276100.0	43771300.0	0	0.0011823848600230537	0.22400159398921402	False	0.001417370325693607	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AFD1	P0AFD1		nuoE		6303380.0	6350880.0	6524700.0	6294650.0	6557070.0	6600910.0	0	0.0012154955500979772	0.05481180937432976	False	0.0014475271411338966	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P76112	P76112		yncA		1400120.0	1363490.0	1245120.0	1391360.0	1230750.0	1251470.0	0	0.0012328412986834312	-0.15669163575541425	False	0.0014776839565741858	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P04805	P04805		gltX		24858700.0	24587100.0	22671300.0	24488600.0	22740000.0	22611800.0	0	0.0013695503873603515	-0.12022101874145714	False	0.0015078407720144752	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P37349	P37349		dhaM		73930000.0	75500300.0	81867500.0	73431500.0	80377100.0	80462600.0	0	0.0014330290430558678	0.12306755698324676	False	0.0015379975874547649	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0ACK2	P0ACK2		agaR		114704.0	118624.0	1154060.0	148175.0	1158510.0	1306000.0	3	0.0014580536050914001	3.245653373277264	False	0.0015681544028950543	True	True	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P32157	P32157		yiiM		3557750.0	3490010.0	3780010.0	3487360.0	3715730.0	3764640.0	0	0.0014717634468935721	0.09604876712336538	False	0.001598311218335344	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AFG3	P0AFG3		sucA		9256300.0	9216210.0	8981340.0	9284910.0	9017170.0	8998330.0	0	0.0014761515630965108	-0.040082929714619596	False	0.0016284680337756334	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P40120	P40120		mdoD		4019080.0	4007180.0	4476330.0	4088670.0	4354230.0	4414100.0	0	0.0014799929915026379	0.12862474022870865	False	0.0016586248492159229	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P29745	P29745		pepT		4418790.0	4442740.0	4263620.0	4473360.0	4295070.0	4236330.0	0	0.0015157944940901228	-0.05962352162576673	False	0.0016887816646562125	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AG99	P0AG99		secG		6329630.0	6275130.0	5805170.0	6469680.0	5792790.0	5637260.0	0	0.0015319640149525267	-0.14628098789811128	False	0.0017189384800965018	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P00579	P00579		rpoD		8762440.0	8610440.0	9199270.0	8559140.0	9226310.0	9374600.0	0	0.0016835758671714198	0.1003596334031783	False	0.0017490952955367914	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A6T3	P0A6T3		galK		3606170.0	3598860.0	3866540.0	3530980.0	3883470.0	3840890.0	0	0.0018119911059641183	0.11053467136617087	False	0.0017792521109770809	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAS0	P0AAS0		ylaC		284007.0	323994.0	48333.3	341497.0	125789.0	63297.7	3	0.0018686642131074814	-1.999723490375051	False	0.0018094089264173703	False	True	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AE18	P0AE18		map		9766660.0	9780960.0	10132700.0	9695050.0	10092100.0	10017100.0	0	0.0018738715622956719	0.048473739756088645	False	0.00183956574185766	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A972	P0A972		cspE		116390000.0	117424000.0	136875000.0	117783000.0	133704000.0	133041000.0	0	0.002034818940654045	0.1990749032589096	False	0.0018697225572979494	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABD5	P0ABD5		accA		15567400.0	15448000.0	16068800.0	15393400.0	15969500.0	16025600.0	0	0.0021312001187224713	0.050555322362543315	False	0.001899879372738239	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0C0S1	P0C0S1		mscS		9237470.0	9230090.0	8867360.0	9354540.0	8898860.0	8746040.0	0	0.002259269997103054	-0.06957166204419855	False	0.0019300361881785285	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P32176	P32176		fdoG		7233080.0	7192350.0	7050710.0	7195980.0	6999090.0	6983990.0	0	0.0023535187025421644	-0.0397517814921255	False	0.0019601930036188178	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76535	P76535		murQ		1358400.0	1436400.0	1694850.0	1420670.0	1656820.0	1682740.0	0	0.0023999999878801994	0.25612922158533674	False	0.0019903498190591076	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8I3	P0A8I3		yaaA		3047350.0	3089710.0	3345570.0	3076020.0	3268810.0	3296470.0	0	0.0024008141142921858	0.10532525441562464	False	0.002020506634499397	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADN2	P0ADN2		yifE		6562270.0	6545770.0	6390040.0	6617350.0	6333100.0	6396790.0	0	0.0024615962080565944	-0.044976583249928766	False	0.0020506634499396865	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06999	P06999		pfkB		3252970.0	3164640.0	2707430.0	3066720.0	2549010.0	2703210.0	0	0.0024713841029762647	-0.25284086687166685	False	0.002080820265379976	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEH5	P0AEH5		elaB		8426680.0	8536880.0	9697420.0	8854980.0	9640590.0	9970000.0	0	0.0025140837248897553	0.18288759234796179	False	0.0021109770808202654	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69222	P69222		infA		16563100.0	16921200.0	17910000.0	16436300.0	17810800.0	18167000.0	0	0.002550773068328826	0.11032341490599859	False	0.002141133896260555	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77376	P77376		ydgJ		1659510.0	1656790.0	1442170.0	1681580.0	1500570.0	1459590.0	0	0.0025603576621782615	-0.18304896832897952	False	0.0021712907117008443	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P16659	P16659		proS		12350400.0	12372900.0	11859200.0	12226500.0	11974400.0	11889600.0	0	0.0026244435061848455	-0.04870523597940964	False	0.002201447527141134	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6D7	P0A6D7		aroK		12786500.0	13117300.0	12173900.0	13016300.0	12087600.0	11948800.0	0	0.002641833349320003	-0.10411528743708616	False	0.0022316043425814236	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24178	P24178		yffB		4376050.0	4333350.0	4540140.0	4294010.0	4632990.0	4568880.0	0	0.0026494757785987307	0.07970303435831266	False	0.002261761158021713	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24205	P24205		msbB		2661920.0	2547630.0	2206340.0	2575270.0	2195690.0	2319320.0	0	0.002672308013865618	-0.21191265078331903	False	0.0022919179734620025	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABV6	P0ABV6		tolR		8553580.0	8468870.0	6668100.0	8047780.0	6713120.0	7179640.0	0	0.002684699782279224	-0.28607462238239156	False	0.002322074788902292	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9D8	P0A9D8		dapD		41300200.0	41494300.0	40591000.0	41609700.0	40166400.0	40362200.0	0	0.0027267616944537235	-0.03860284708600862	False	0.002352231604342582	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8J4	P0A8J4		ybeD		14338100.0	14188200.0	16258000.0	14539300.0	16304100.0	15741500.0	0	0.002884119933291011	0.16559478374845868	False	0.002382388419782871	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG55	P0AG55		rplF		98306800.0	97941200.0	94814000.0	98548400.0	94688400.0	93638100.0	0	0.0031010339776449537	-0.058200781634071365	False	0.0024125452352231603	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77247	P77247		yniC		1638070.0	1624370.0	1496700.0	1634040.0	1502880.0	1465360.0	0	0.0031144441966624724	-0.1331042032911693	False	0.0024427020506634497	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A959	P0A959		alaA		5282530.0	5246300.0	5658170.0	5390080.0	5839630.0	5768730.0	0	0.0031490254456734575	0.11723662311788383	False	0.0024728588661037396	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				3094150.0	2976150.0	1071410.0	3433100.0	1064720.0	996104.0	0	0.003303493245236553	-1.601251757868069	False	0.002503015681544029	False	False	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A6H5	P0A6H5		hslU		24223800.0	24262900.0	23545400.0	24204600.0	23411500.0	23597800.0	0	0.0033159257211285435	-0.0430405155503322	False	0.0025331724969843185	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFG0	P0AFG0		nusG		13128000.0	12815500.0	14566600.0	12488400.0	14494600.0	14177200.0	0	0.003362228141346323	0.17000883610336698	False	0.002563329312424608	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AA16	P0AA16		ompR		8570390.0	8771870.0	9515760.0	8815750.0	9539380.0	9271360.0	0	0.0033630009967262364	0.11489956410188017	False	0.0025934861278648974	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P17169	P17169		glmS		40490400.0	40211900.0	39553500.0	40490000.0	39546500.0	39752400.0	0	0.0033720608648970143	-0.02812700345194452	False	0.0026236429433051872	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69908	P69908		gadA		3454050.0	3586310.0	4582460.0	3577940.0	4850190.0	4511770.0	0	0.003502245321487474	0.39313512081964713	False	0.0026537997587454767	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				611851.0	755427.0	48333.3	809730.0	125789.0	63297.7	3	0.0035024081474290336	-3.1968333328488265	False	0.002683956574185766	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
