Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				1932360.0	1904370.0	57976.5	118914.0	130519.0	1926510.0	3	2.3216360320567426e-05	-4.228646444456711	True	0.0003347534996956787	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1087320.0	1151550.0	57976.5	118914.0	130519.0	1044770.0	3	2.880574167385177e-05	-3.4170623117188117	True	0.00036518563603164946	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				2628330.0	2601440.0	57976.5	118914.0	130519.0	2470380.0	3	3.94370253476378e-05	-4.646652894964579	False	0.00039561777236762024	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				5199270.0	5172320.0	57976.5	118914.0	130519.0	4952120.0	3	8.628837605394322e-05	-5.63946006811251	False	0.000426049908703591	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				2833560.0	2776030.0	1130390.0	1233070.0	951816.0	2588670.0	0	0.00013292190090555863	-1.3061887632719822	False	0.0004564820450395618	True	False	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				3999480.0	4073370.0	57976.5	118914.0	130519.0	4265740.0	3	0.00015297684226164835	-5.326871978908251	False	0.0004869141813755326	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				7046320.0	7163420.0	57976.5	118914.0	130519.0	7448180.0	3	0.00017965781541744204	-6.138589134811045	False	0.0005173463177115034	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				974417.0	966640.0	197634.0	215523.0	183186.0	1044620.0	0	0.0002494860464441641	-2.3238438257768035	False	0.0005477784540474742	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				2191750.0	2349610.0	57976.5	118914.0	130519.0	2408920.0	3	0.00025922828696514687	-4.498837444612963	False	0.0005782105903834449	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)				5137940.0	5113180.0	2659520.0	2551590.0	2704840.0	4831020.0	0	0.00030750564885694714	-0.9300067417227876	False	0.0006086427267194157	True	False	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				4051290.0	4163170.0	57976.5	118914.0	130519.0	3837360.0	3	0.0003240016597528479	-5.292945470698361	False	0.0006390748630553865	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				879176.0	979094.0	57976.5	118914.0	130519.0	839975.0	3	0.00038210452080573255	-3.1337876955800033	False	0.0006695069993913574	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				3103120.0	3098790.0	57976.5	118914.0	130519.0	3395110.0	3	0.0005925595419968661	-4.9643528447077605	False	0.0006999391357273281	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				4855360.0	4730900.0	995262.0	1469370.0	940935.0	4930080.0	0	0.0007663663928909967	-2.0917108322843116	False	0.0007303712720632989	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P09152	P09152		narG		2288840.0	2284140.0	2194680.0	2191380.0	2184650.0	2269860.0	0	0.0007719389171873736	-0.05854594471212249	False	0.0007608034083992696	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				4499760.0	4314320.0	1887920.0	1977650.0	1942410.0	4174240.0	0	0.0007775395275497653	-1.1611064441235075	False	0.0007912355447352405	False	False	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				3437140.0	3345870.0	57976.5	118914.0	130519.0	3760380.0	3	0.0010013383892333017	-5.100033248955323	False	0.0008216676810712112	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P61320	P61320		lolB		2915920.0	2941640.0	2674020.0	2720240.0	2711840.0	2876280.0	0	0.0012876264456682127	-0.10760812869812954	False	0.000852099817407182	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				4327780.0	4387980.0	57976.5	118914.0	130519.0	3826410.0	3	0.0016489783109561041	-5.350481419380579	False	0.0008825319537431529	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				5917160.0	5918760.0	57976.5	118914.0	130519.0	5158490.0	3	0.0019274310104610904	-5.7887547161443225	False	0.0009129640900791236	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				3498450.0	3439300.0	57976.5	118914.0	130519.0	3001380.0	3	0.001998357572363428	-5.014885919142015	False	0.0009433962264150943	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				1773260.0	1824840.0	437545.0	118914.0	480309.0	1675130.0	1	0.0027218614749493298	-2.346593828419829	False	0.0009738283627510652	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				3548520.0	3709230.0	1017990.0	118914.0	130519.0	3189670.0	2	0.0027980894067909327	-3.043176704753154	False	0.001004260499087036	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0AEG4	P0AEG4		dsbA		5786870.0	5724920.0	5313360.0	5284200.0	5253350.0	5645470.0	0	0.0034962803817721153	-0.11425350625035711	False	0.0010346926354230068	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				1525800.0	1617350.0	57976.5	118914.0	130519.0	1285440.0	3	0.0036380432419617203	-3.8486137833099807	False	0.0010651247717589774	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A908	P0A908		mipA		2565340.0	2431580.0	2122510.0	2103790.0	2217340.0	2450810.0	0	0.003933480799843212	-0.2089248780117086	False	0.0010955569080949483	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1227120.0	1102670.0	352046.0	118914.0	130519.0	861990.0	2	0.003966858098549909	-2.4077749410354605	False	0.001125989044430919	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P31467	P31467		yieH		2199800.0	2276330.0	2016820.0	2061710.0	2061200.0	2211010.0	0	0.005252556262521661	-0.12321410826146295	False	0.0011564211807668899	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACB2	P0ACB2		hemB		12348300.0	12185500.0	11896500.0	11634400.0	11741400.0	12389400.0	0	0.005600832406877018	-0.06599193894398095	False	0.0011868533171028608	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEP3	P0AEP3		galU		64372400.0	62976200.0	56894300.0	58275100.0	59376000.0	63324200.0	0	0.006010004546573906	-0.12749671755381495	False	0.0012172854534388314	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7I4	P0A7I4		prfC		5264440.0	5174120.0	4942560.0	4902460.0	5001600.0	5147720.0	0	0.006340411607692077	-0.07014211634941196	False	0.0012477175897748023	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEH5	P0AEH5		elaB		5372820.0	5346530.0	5653840.0	5632930.0	5768350.0	5439200.0	0	0.0063564613185365946	0.07790716326312522	False	0.001278149726110773	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75931	P75931		yceM		1141290.0	1168970.0	1101720.0	1101620.0	1084120.0	1147760.0	0	0.007013748042130356	-0.0729728724627085	False	0.0013085818624467436	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7E9	P0A7E9		pyrH		6853390.0	6881520.0	6217760.0	6454980.0	6260810.0	6663270.0	0	0.008261146178116675	-0.10749549679803788	False	0.0013390139987827147	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AB43	P0AB43		ycgL		829718.0	817870.0	764077.0	763415.0	759368.0	842159.0	0	0.008357040646733335	-0.12263110010678159	False	0.0013694461351186854	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P63228	P63228		gmhB		4339560.0	4197480.0	4063040.0	3991460.0	3915930.0	4268240.0	0	0.009245163834409586	-0.09726382173339551	False	0.0013998782714546563	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGG2	P0AGG2		tesB		1082830.0	1068120.0	1037270.0	1013560.0	1016360.0	1102750.0	0	0.00937503808729685	-0.08516369824247577	False	0.001430310407790627	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFZ1	P0AFZ1		sseB		2288080.0	2280320.0	2336000.0	2343100.0	2354640.0	2308320.0	0	0.009456891684316241	0.03257140272692948	False	0.0014607425441265978	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75823	P75823		ltaE		4667390.0	4693890.0	4843760.0	4800600.0	4807310.0	4735310.0	0	0.010701363200646278	0.03589000337745395	False	0.0014911746804625685	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				6823490.0	6721280.0	2382880.0	2963180.0	1004850.0	6281620.0	0	0.0114037340940876	-1.6423867841643074	False	0.0015216068167985392	False	False	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0ADC6	P0ADC6		lptG		673906.0	662050.0	626526.0	605901.0	586591.0	687214.0	0	0.011624818139907872	-0.15345773050461087	False	0.0015520389531345103	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADT5	P0ADT5		ygiC		3313470.0	3215340.0	3116680.0	3021120.0	3059100.0	3224560.0	0	0.01175476651061874	-0.0847531335512183	False	0.001582471089470481	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P22333	P22333		add		18931700.0	18798400.0	18116000.0	17965100.0	18227000.0	18539700.0	0	0.0127549435246608	-0.051193444994925806	False	0.0016129032258064518	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACG1	P0ACG1		stpA		12989700.0	13332500.0	12627400.0	12552900.0	12434300.0	13315400.0	0	0.012948040989447856	-0.07557686346258308	False	0.0016433353621424225	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADI7	P0ADI7		yecD		9149440.0	9096870.0	8488500.0	8585270.0	8287640.0	9091960.0	0	0.014188609995326276	-0.1082869941000192	False	0.0016737674984783932	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9L3	P0A9L3		fklB		19140200.0	18965200.0	19758800.0	20244100.0	19693100.0	18564800.0	0	0.014323402548877094	0.07504397126352981	False	0.001704199634814364	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				4660370.0	4598190.0	57976.5	118914.0	130519.0	3143240.0	3	0.014634657902750405	-5.334243968756503	False	0.0017346317711503347	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P31069	P31069		kch		415622.0	467572.0	319140.0	354651.0	346184.0	416939.0	0	0.014747781989048348	-0.35012542291347787	False	0.0017650639074863058	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30870	P30870		glnE		644821.0	614401.0	557187.0	585864.0	585884.0	627646.0	0	0.015688771066791795	-0.12610986825951753	False	0.0017954960438222765	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADB1	P0ADB1		osmE		17471400.0	17104200.0	15922000.0	16541300.0	16377600.0	17207600.0	0	0.016694834840112888	-0.08439433555540422	False	0.0018259281801582471	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P23847	P23847		dppA		1441730.0	1551750.0	1332290.0	1223270.0	1345600.0	1512040.0	0	0.01721833328292275	-0.2077904533608269	False	0.001856360316494218	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76402	P76402		yegP		3969940.0	3864720.0	3646200.0	3622840.0	3689780.0	4043520.0	0	0.017513703693552873	-0.11622133698939263	False	0.0018867924528301887	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AE70	P0AE70		mazF		3174580.0	3199450.0	3755010.0	3533050.0	3698060.0	3184030.0	0	0.018036905272103353	0.2008922262960325	False	0.0019172245891661596	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P60560	P60560		guaC		7270330.0	7284560.0	7524380.0	7448850.0	7439030.0	7138850.0	0	0.018079061551079797	0.04700933915926044	False	0.0019476567255021305	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AC47	P0AC47		frdB		17857400.0	17961700.0	17081500.0	17054400.0	17400400.0	17573200.0	0	0.01836418355757456	-0.051042733865701545	False	0.001978088861838101	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30177	P30177		ybiB		4712680.0	4820890.0	4612710.0	4419210.0	4445830.0	4915960.0	0	0.018488045314755883	-0.10044289643618112	False	0.002008520998174072	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A932	P0A932		gfcE		12102700.0	12028000.0	11076200.0	10959700.0	11101400.0	11635800.0	0	0.019177347519232897	-0.11015288978763141	False	0.0020389531345100425	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P15034	P15034		pepP		4229310.0	4074230.0	3911640.0	3818060.0	3974750.0	4128830.0	0	0.019543612609766413	-0.08704420274208229	False	0.0020693852708460136	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24178	P24178		yffB		2702920.0	2711430.0	2533080.0	2500040.0	2541190.0	2823360.0	0	0.021071868655701563	-0.1211288697296144	False	0.0020998174071819842	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEX9	P0AEX9		malE		6894740.0	7002530.0	6669310.0	6604430.0	6808200.0	7043370.0	0	0.021675343487766962	-0.06040688898677845	False	0.002130249543517955	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABU0	P0ABU0		menB		7205190.0	7091280.0	6840090.0	6963530.0	6862280.0	7044480.0	0	0.02292675424015795	-0.046372205222590564	False	0.002160681679853926	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6Y1	P0A6Y1		ihfB		8377740.0	7899820.0	7392440.0	7464770.0	6810700.0	8289210.0	0	0.0229455467231222	-0.18114818336553512	False	0.0021911138161898967	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00954	P00954		trpS		14486200.0	14255300.0	13168400.0	13258200.0	12788500.0	13710000.0	0	0.023076186512212885	-0.11440625214986244	False	0.0022215459525258673	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P64559	P64559		cptB		588719.0	601096.0	481600.0	420504.0	501816.0	549589.0	0	0.024642323913226145	-0.30913232845891053	False	0.002251978088861838	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P17443	P17443		murG		2848400.0	2847770.0	2937490.0	2922460.0	2988300.0	2877900.0	0	0.02723044456744632	0.04541195272323234	False	0.002282410225197809	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG30	P0AG30		rho		21847800.0	21795300.0	21928900.0	22135700.0	22082800.0	21669500.0	0	0.02799980742862568	0.01832310983229942	False	0.0023128423615337798	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37671	P37671		yiaJ		227447.0	206739.0	57976.5	118914.0	130519.0	168580.0	1	0.028324716771930047	-0.9714362917569455	False	0.0023432744978697504	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1738750.0	1768800.0	885072.0	118914.0	689637.0	1877730.0	1	0.029728786256893992	-1.668908590702587	False	0.0023737066342057215	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A6V1	P0A6V1		glgC		7209600.0	7026400.0	7501580.0	7442800.0	7264180.0	6962680.0	0	0.030737799126293812	0.06714141795783499	False	0.002404138770541692	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8W5	P0A8W5		yqgE		2932440.0	3039840.0	2662290.0	2585230.0	2716680.0	2816350.0	0	0.03075258397014414	-0.14210883992124482	False	0.002434570906877663	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P04949	P04949		fliC		24192000.0	24121800.0	25643300.0	26559900.0	25372800.0	22558400.0	0	0.03144269828158405	0.1303905554871425	False	0.0024650030432136335	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00579	P00579		rpoD		8771920.0	8664120.0	8182010.0	8065260.0	8420520.0	8601510.0	0	0.031665966951484596	-0.0779652350445656	False	0.0024954351795496046	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
