Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				3599190.0	3379710.0	1021870.0	994084.0	708069.0	3453660.0	0	9.102929092769593e-05	-1.9372824281319816	False	0.0003271861986912552	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				2964250.0	3037150.0	43805.4	74376.6	106850.0	2847700.0	3	0.00010369295279629058	-5.297328657724911	False	0.00035693039857227847	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				5670040.0	5660820.0	43805.4	74376.6	567065.0	6405410.0	2	0.00010781768545993752	-4.693934720498405	False	0.0003866745984533016	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				2783850.0	2768380.0	43805.4	74376.6	106850.0	2606830.0	3	0.00014314308753029194	-5.180200874552347	False	0.00041641879833432486	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				7504840.0	7467270.0	133423.0	149970.0	132643.0	7761740.0	0	0.00014685533253233507	-5.771989844880198	False	0.000446162998215348	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A6T3	P0A6T3		galK		2833750.0	2869590.0	3082860.0	3060310.0	3044460.0	2844170.0	0	0.00015970477233829595	0.10418855282223027	False	0.00047590719809637125	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				5790860.0	5649750.0	147680.0	74376.6	106850.0	5432930.0	2	0.00021565734712855709	-5.680940908415651	False	0.0005056513979773945	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				3188170.0	3269070.0	43805.4	74376.6	106850.0	3450010.0	3	0.0003117889210631904	-5.460282582359648	False	0.0005353955978584176	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				2310050.0	2449560.0	43805.4	74376.6	106850.0	2532200.0	3	0.00033350605515077974	-5.018074894834738	False	0.0005651397977394409	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				4451180.0	4548570.0	1674950.0	1722020.0	1105300.0	5098200.0	0	0.00034771121034194574	-1.6467609112822943	False	0.000594883997620464	True	False	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A7P5	P0A7P5		rpmH		29689500.0	30065000.0	25651300.0	25118600.0	25078800.0	30681700.0	0	0.0003848929063971222	-0.2537759195974216	False	0.0006246281975014873	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				5221120.0	5567980.0	43805.4	74376.6	106850.0	5639740.0	3	0.0004578435727603869	-6.189956638361392	False	0.0006543723973825104	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P69908	P69908		gadA		3428150.0	3326970.0	4402620.0	4690170.0	4523710.0	3144930.0	0	0.0004583520306680432	0.45984820247062447	False	0.0006841165972635337	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0C0S1	P0C0S1		mscS		9834760.0	9838770.0	8637140.0	8746860.0	8434100.0	10092100.0	0	0.0004744252031891691	-0.20526459578390155	False	0.0007138607971445569	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A7L3	P0A7L3		rplT		44901100.0	45581600.0	37033600.0	36805600.0	35114800.0	43807700.0	0	0.0005062477542204708	-0.30163701198694093	False	0.00074360499702558	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				4446110.0	4632360.0	43805.4	74376.6	106850.0	4858100.0	3	0.0005262571927976303	-5.952601555519008	False	0.0007733491969066032	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				5957440.0	5994340.0	43805.4	74376.6	106850.0	5505340.0	3	0.000648009414489894	-6.277541588649891	False	0.0008030933967876265	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P09053	P09053		avtA		890564.0	884644.0	975366.0	969320.0	991687.0	876858.0	0	0.0007916051923462623	0.14691856252752525	False	0.0008328375966686497	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				5981550.0	5856840.0	43805.4	74376.6	106850.0	6448220.0	3	0.0008024797074371849	-6.344513670466269	False	0.000862581796549673	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)				5579020.0	5645340.0	2349080.0	2489570.0	2531580.0	5169270.0	0	0.0008406782793399742	-1.1533537953440403	False	0.000892325996430696	True	False	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P65870	P65870		queD		3162070.0	3280610.0	2835130.0	2749500.0	2854900.0	3228460.0	0	0.0009728048683287294	-0.19652330250521682	False	0.0009220701963117193	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				1577650.0	1610250.0	43805.4	74376.6	106850.0	1797830.0	3	0.0010142809937347963	-4.469602681173641	False	0.0009518143961927425	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P77717	P77717		ybaY		1667570.0	1658470.0	1412670.0	1359440.0	1440090.0	1731230.0	0	0.0010305743974314168	-0.2637848650532874	False	0.0009815585960737656	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				6875160.0	6792460.0	1426210.0	2468620.0	1991410.0	6426700.0	0	0.001056693117583312	-1.7713694851554422	False	0.001011302795954789	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				9386050.0	9385590.0	1488600.0	2419230.0	1947990.0	9462360.0	0	0.00118667051160462	-2.2694904215141407	False	0.001041046995835812	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A8B5	P0A8B5		ybaB		2435510.0	2232960.0	1464860.0	1338230.0	1132440.0	2489670.0	0	0.001202389639171365	-0.8630268231262699	False	0.0010707911957168353	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				1017200.0	998302.0	174123.0	177991.0	174838.0	1098930.0	0	0.0012610408909295037	-2.563225615173445	False	0.0011005353955978584	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1170240.0	1120070.0	276835.0	231652.0	421905.0	1075890.0	0	0.0013090111049011775	-1.8552102988257708	False	0.0011302795954788818	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				3179680.0	3084610.0	43805.4	74376.6	106850.0	3505490.0	3	0.0013271177520622474	-5.440124000087728	False	0.001160023795359905	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				3999940.0	4088210.0	43805.4	563737.0	626262.0	4162690.0	1	0.001490270084643573	-3.3116950720463096	False	0.001189767995240928	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P52644	P52644		hslJ		7274410.0	6972170.0	6189940.0	6027800.0	6053090.0	7116390.0	0	0.001501335505852404	-0.2255700589007901	False	0.0012195121951219514	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				3485780.0	3655450.0	43805.4	74376.6	642565.0	3441900.0	2	0.0015747900507274127	-3.7982058232574474	False	0.0012492563950029746	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P23871	P23871		hemH		2480800.0	2531740.0	2322130.0	2353830.0	2363860.0	2494580.0	0	0.0016085417695612966	-0.09272100310718547	False	0.0012790005948839975	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3411920.0	3404300.0	483749.0	74376.6	106850.0	3418860.0	2	0.0016760733477861089	-3.944077163986389	False	0.0013087447947650209	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P31467	P31467		yieH		2198380.0	2215700.0	1871530.0	1948000.0	1866030.0	2309140.0	0	0.001746228181125116	-0.24184990424992645	False	0.001338488994646044	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7Q1	P0A7Q1		rpmI		10128200.0	11750100.0	17638200.0	16988300.0	18143100.0	11998800.0	0	0.0020637050457382377	0.6393966676284566	False	0.0013682331945270674	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				2164440.0	2177310.0	43805.4	74376.6	625519.0	1731140.0	2	0.0022152553535381455	-3.029588620329625	False	0.0013979773944080905	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P52614	P52614		fliK		1477740.0	1414970.0	1775150.0	1726540.0	1676340.0	1474050.0	0	0.002264815260883315	0.2458400819884847	False	0.0014277215942891139	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6K1	P0A6K1		dapF		711080.0	666174.0	405695.0	371788.0	409411.0	758773.0	0	0.002402709312921257	-0.8477387877579516	False	0.001457465794170137	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				1729840.0	1831540.0	43805.4	383904.0	397927.0	1678240.0	1	0.0025109932851293455	-2.66588370338035	False	0.00148720999405116	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				1624650.0	1635780.0	43805.4	74376.6	106850.0	1356670.0	3	0.0028820030117269538	-4.358784904244606	False	0.0015169541939321833	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				4617300.0	4682210.0	43805.4	74376.6	106850.0	3932870.0	3	0.002905641799616545	-5.877798590343556	False	0.0015466983938132064	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P36683	P36683		acnB		10840400.0	10972500.0	10608000.0	10527200.0	10478700.0	10869500.0	0	0.0029733728513099055	-0.04795490820038573	False	0.0015764425936942298	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77433	P77433		ykgG		1409660.0	1490630.0	1207430.0	1255280.0	1281420.0	1464810.0	0	0.0031246749345434617	-0.22138417727944	False	0.001606186793575253	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				970544.0	1028060.0	43805.4	74376.6	106850.0	813925.0	3	0.003231000358648641	-3.6436658967816227	False	0.001635930993456276	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P69853	P69853		dmsD		1340410.0	1301460.0	1113260.0	1180820.0	1156180.0	1332190.0	0	0.0034767548433684756	-0.20390857179402505	False	0.0016656751933372994	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75864	P75864		rlmL		1858760.0	1815210.0	1679690.0	1653170.0	1610340.0	1791220.0	0	0.0035391940648753202	-0.14482637421332437	False	0.0016954193932183226	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9M0	P0A9M0		lon		9549670.0	9502630.0	9909090.0	9794900.0	9819480.0	9398030.0	0	0.003945756991145818	0.05341690983666302	False	0.001725163593099346	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAV4	P0AAV4		ybgJ		332822.0	393853.0	554256.0	523631.0	488068.0	371154.0	0	0.00401583155129501	0.5123894004482512	False	0.0017549077929803689	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q46829	Q46829		bglA		14273700.0	14249600.0	12751100.0	13075100.0	12632700.0	14121800.0	0	0.004505937424219456	-0.14906248340803965	False	0.001784651992861392	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69425	P69425		tatB		3073580.0	2989280.0	2732360.0	2737420.0	2593100.0	3090710.0	0	0.004870208537050008	-0.1830392705789259	False	0.0018143961927424154	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABU2	P0ABU2		ychF		16187300.0	16272300.0	16765400.0	16657200.0	16555700.0	16136400.0	0	0.005089503186202558	0.04046426071838721	False	0.0018441403926234385	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A784	P0A784		orn		3181930.0	3107790.0	2889470.0	2976070.0	2926460.0	3101250.0	0	0.005204594870231285	-0.09508279628987486	False	0.0018738845925044619	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				3520330.0	3600080.0	850105.0	74376.6	106850.0	3489280.0	2	0.0055855319643597625	-3.3628023268995255	False	0.001903628792385485	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P42628	P42628		yhaO		11544200.0	11328700.0	9482210.0	9619930.0	9446090.0	11994100.0	0	0.005663318911079675	-0.28846093740459783	False	0.001933372992266508	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				4520890.0	4724410.0	43805.4	74376.6	106850.0	3665020.0	3	0.00571885688507939	-5.842250779892037	False	0.0019631171921475313	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P69797	P69797		manX		9611220.0	9547300.0	10026300.0	10109600.0	10321700.0	9417230.0	0	0.006308919847857999	0.09201090076927573	False	0.0019928613920285544	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACM2	P0ACM2		ydfH		1507340.0	1510200.0	1587920.0	1587140.0	1605820.0	1471510.0	0	0.006572244054978354	0.09086602913189115	False	0.002022605591909578	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AC19	P0AC19		folX		3993220.0	3929130.0	3489190.0	3640470.0	3490380.0	3925770.0	0	0.006768917315960029	-0.15786895769014211	False	0.002052349791790601	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P25519	P25519		hflX		2710710.0	2733640.0	2942080.0	2937120.0	2870210.0	2704520.0	0	0.006820766788712031	0.10258571943416574	False	0.002082093991671624	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P36929	P36929		rsmB		3024520.0	3073360.0	3248550.0	3205200.0	3299950.0	3096260.0	0	0.0068224243499398676	0.0852349649091834	False	0.0021118381915526474	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07639	P07639		aroB		3244880.0	3164390.0	3348200.0	3390230.0	3406640.0	3229640.0	0	0.006877261075331927	0.07383690354660842	False	0.0021415823914336706	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09155	P09155		rnd		2226550.0	2183910.0	2317170.0	2381300.0	2329130.0	2203480.0	0	0.006894105649365767	0.08752211991609637	False	0.0021713265913146937	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFX0	P0AFX0		hpf		871458.0	809108.0	602187.0	665597.0	692747.0	832723.0	0	0.006916567700027828	-0.35833212048878543	False	0.002201070791195717	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFQ7	P0AFQ7		ycfH		4970520.0	4973560.0	5055700.0	5121470.0	5102610.0	4913440.0	0	0.007030927464161351	0.04043044844684429	False	0.00223081499107674	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P05719	P05719		hsdS		1359760.0	1361840.0	1473950.0	1435830.0	1472020.0	1396860.0	0	0.007095557456782605	0.08941865960386161	False	0.0022605591909577636	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P04805	P04805		gltX		25312400.0	25446500.0	24425500.0	24365000.0	24792800.0	25599000.0	0	0.007223807965522138	-0.053399047695999395	False	0.0022903033908387863	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P38506	P38506		ygdG		1545900.0	1611790.0	1417370.0	1438360.0	1448130.0	1581090.0	0	0.0073015818305657045	-0.1388845354382534	False	0.00232004759071981	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADZ7	P0ADZ7		yajC		20572200.0	21638900.0	23686300.0	25016800.0	23479000.0	20080000.0	0	0.007808694067251737	0.21261506706080785	False	0.002349791790600833	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33018	P33018		yeiG		436129.0	400799.0	218459.0	229102.0	175437.0	513922.0	0	0.008041015225481955	-1.1165680480643205	False	0.002379535990481856	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				3759690.0	3683390.0	1196350.0	789273.0	1207130.0	2790610.0	0	0.008181194065393216	-1.6804535853038731	False	0.0024092801903628793	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
