protein	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0ABD8	82467673.00650714	82420403.54830317	77594122.6551199	68168900.85211179	71151738.94056936	67895940.74116383	P0ABD8	P0ABD8		accB	0	0.005967549280822026	0.22673939634459617	False	0.0038046734571599763	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6I6	1741838.923420931	1846923.8394042696	1846766.034727258	1460665.7607268663	1576892.889383568	1572599.9041030586	P0A6I6	P0A6I6		coaD	0	0.006116064568265843	0.23760402604439076	False	0.0038346315158777713	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P23909	30761469.161301848	30594879.4446564	30990069.69562678	31813915.785023827	31489355.7165835	31514523.55806026	P23909	P23909		mutS	0	0.006160405852853519	-0.03810183760339206	False	0.0038645895745955663	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6M8	1426124295.1366198	1424168291.1131103	1407179411.2751908	1343126241.1410444	1328448538.5588152	1302019974.6539707	P0A6M8	P0A6M8		fusA	0	0.006286590216318291	0.09955229361351565	False	0.0038945476333133613	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFP4	1757644.1376026825	1788161.022035112	1752165.9883849996	1667678.7310177812	1683566.4283481294	1704046.4982347442	P0AFP4	P0AFP4		ybbO	0	0.006305448105512412	0.06764565832915226	False	0.003924505692031157	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6J8	65758516.02187499	67358194.03295378	64664595.02679922	72023453.30318291	72736784.77050714	71389005.88898137	P0A6J8	P0A6J8		ddlA	0	0.0064160086860842805	-0.12812172563219526	False	0.003954463750748952	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
Q93K97	9287562.831038443	9367146.905995928	9018950.808888271	10148621.95615418	9976191.8926695	10072745.769698368	Q93K97	Q93K97		nudF	0	0.006462081806981468	-0.1259184747931406	False	0.003984421809466746	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P24171	13833349.745598976	13691341.516068632	13955962.21429026	15632746.50242862	15212475.753581312	15038579.509465048	P24171	P24171		dcp	0	0.006467930842757401	-0.145546310596077	False	0.004014379868184542	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9M0	122098175.8623636	120241793.64330614	121350701.8375557	117784463.44909912	117583964.1750323	115966359.73792036	P0A9M0	P0A9M0		lon	0	0.006493350644636801	0.04986548930672028	False	0.004044337926902336	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P06988	2805168.158348853	3065037.94092449	2856609.6216326267	2359931.7050809683	2245050.6930944794	2400912.58334576	P06988	P06988		hisD	0	0.006678895388034848	0.31688597064846474	False	0.004074295985620132	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	9133775.564758413	130695.61720000008	184284.4081727157	39355262.78547532	38719010.36577019	39061342.30928607	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)			2	0.00671345491688097	-3.6319116508105274	False	0.004104254044337927	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P75777	6550326.394167147	6113911.700848653	6435237.382382103	5503281.283852246	5225442.762473674	5634613.238139617	P75777	P75777		ybhG	0	0.006952036369517864	0.22306600420690023	False	0.004134212103055722	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P60422	589836295.4635094	598631295.3791054	601059021.4827392	569759779.2416703	578139995.6371577	572300754.5872236	P60422	P60422		rplB	0	0.006987494523680229	0.057001243989518974	False	0.004164170161773517	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACY9	880324.8205180652	983252.7499999997	903610.4227899798	666509.1381669514	648786.6027400119	755568.8911650121	P0ACY9	P0ACY9		yebG	0	0.006994534134487562	0.4181874082587301	False	0.004194128220491312	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76291	3883078.075117119	4109133.876829156	4087226.8665488735	4574084.930440095	4565003.875299601	4857138.804445041	P76291	P76291		cmoB	0	0.007358611162061864	-0.21248459925351668	False	0.004224086279209107	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AB71	637877953.45526	637739584.5689805	628773016.7272682	609106657.4700269	613789512.6000912	612817194.9693598	P0AB71	P0AB71		fbaA	0	0.007400237266572403	0.05298856997092745	False	0.004254044337926903	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76342	977396.8641930772	1105366.3750000002	1108149.323445927	718804.3329533183	806573.2523754383	781045.2881852249	P76342	P76342		yedY	0	0.007665575794061418	0.46831202676820777	False	0.004284002396644697	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P31069	1616005.2231949195	1557094.5479096423	1466477.495283492	1308713.3341466126	1237206.324877734	1148034.2661405315	P31069	P31069		kch	0	0.007837523230750184	0.32882748900009084	False	0.004313960455362493	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6I9	1240008.0321406787	1320430.9999999993	1267108.5401951375	1495151.7984146029	1464399.4678124038	1584947.5802034044	P0A6I9	P0A6I9		coaE	0	0.00800258921237254	-0.24770089815338983	False	0.0043439185140802875	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P22524	17912104.14272623	17145250.460095048	17610345.349095307	19982642.64917216	19897471.093279585	19919893.40984984	P22524	P22524		mukE	0	0.008045774161136455	-0.1832271999593192	False	0.004373876572798083	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AA97	2522288.049411375	2648493.90724511	2662883.4781740047	2158030.568186533	2289689.5961356866	2337661.0785190584	P0AA97	P0AA97		yaeQ	0	0.008138324180744718	0.2072576370066082	False	0.004403834631515878	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AG44	443112835.4926003	442654722.5731683	461607531.4925424	397575787.4030169	418246044.8064631	403021153.92367977	P0AG44	P0AG44		rplQ	0	0.008190760928802205	0.14463924497753264	False	0.004433792690233673	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P08506	33172845.84791142	32113263.228665423	32437270.22066481	30136110.82962595	30147809.144902352	31056167.12523352	P08506	P08506		dacC	0	0.008255039558503503	0.09745558776163907	False	0.004463750748951468	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFG0	81269849.03891954	84011942.543874	84267278.24128094	78598104.07636838	75830899.39475963	75996715.22811034	P0AFG0	P0AFG0		nusG	0	0.008403116510574508	0.11502177580879439	False	0.004493708807669263	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AAI9	33639288.962562494	33757518.52262295	34289839.24715133	37232017.69069269	36074596.437981024	36127939.88597439	P0AAI9	P0AAI9		fabD	0	0.008704099643350756	-0.10593810165517156	False	0.004523666866387058	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A707	129416766.84304775	132217323.48419926	131957819.06406868	125566111.6971746	126732501.35663605	124421450.24757424	P0A707	P0A707		infC	0	0.008894505306354111	0.06320769501641874	False	0.004553624925104854	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P25714	12907155.466628823	12633974.559026796	12454448.077080935	11278881.015699394	11287613.280842902	11288511.50530676	P25714	P25714		yidC	0	0.008942673838969684	0.166462362053656	False	0.0045835829838226485	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6P9	922553952.0296444	894150976.108059	914459535.3919636	858251243.2138847	854016383.8749295	825842085.3117989	P0A6P9	P0A6P9		eno	0	0.008954906647248427	0.10576175951145683	False	0.004613541042540444	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P64499	7313962.9809369985	7074003.309806766	7302318.1718850015	6589592.089891536	6774571.677884866	6820046.459409651	P64499	P64499		yebO	0	0.009060512917659809	0.10382183592582617	False	0.0046434991012582385	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AG18	1365597.1563861966	1333506.6249999988	1372936.2760281186	1811094.5138322336	1663634.494100857	1709448.478555101	P0AG18	P0AG18		purE	0	0.009387602741789429	-0.3483633579078914	False	0.004673457159976034	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P07012	49567434.7137257	50072638.0862242	48878279.6025314	45540087.31404053	47112411.44390523	46844764.17249983	P07012	P07012		prfB	0	0.009463386014141649	0.09040440049017223	False	0.004703415218693829	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P77182	1054046.268724377	1073362.750000001	974576.2643740404	810405.4791013275	849837.66960667	806161.6889962076	P77182	P77182		mnmC	0	0.00951598003133194	0.33078221742135566	False	0.004733373277411624	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AG63	420140410.0281098	431151413.0051759	437525020.0397663	394461999.33678967	375531169.2835713	396283352.1733221	P0AG63	P0AG63		rpsQ	0	0.009577980206737866	0.14413736540929398	False	0.0047633313361294186	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEM0	3211720.597491308	3589712.8250526623	3630412.467755152	4520810.68659791	4768039.1371237775	4195682.594326772	P0AEM0	P0AEM0		fkpB	0	0.00977399986042322	-0.370311034471361	False	0.004793289394847214	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P39315	5906374.841852528	6032389.796509028	6072938.928310435	6501918.123950506	6501660.202837576	6491317.717602504	P39315	P39315		qorB	0	0.00986123436553939	-0.11416182227685684	False	0.0048232474535650095	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AB89	51510094.65609141	52500081.24407554	51511893.4835804	53720405.8911491	54373388.15755285	53470458.10262538	P0AB89	P0AB89		purB	0	0.010002583079814836	-0.05498870067410881	False	0.004853205512282804	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9T8	1264807.559569414	1218890.5295347811	1190364.3806351025	1401333.3376640251	1402795.8053574008	1380958.2620262532	P0A9T8	P0A9T8		ybbA	0	0.010023117646305832	-0.18788159693670692	False	0.0048831635710005995	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AB06	892644.626446723	964267.6250000003	868287.1719663469	1167496.5677408844	1177963.4334477908	1182503.0964020025	P0AB06	P0AB06		ycbK	0	0.010041517889124746	-0.3724736637799477	False	0.004913121629718395	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P75937	6473301.704182403	6410631.257811405	6541278.593103436	6729853.982841793	6932062.332810313	6845902.239543236	P75937	P75937		flgE	0	0.010063089488188888	-0.07824372778001742	False	0.0049430796884361895	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A722	28893809.760076556	28954576.258423623	28619876.95211188	27048016.28180139	27028540.699569058	27717092.804519504	P0A722	P0A722		lpxA	0	0.010100179188248471	0.08018186682680081	False	0.004973037747153985	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8A2	32302881.00352225	34701182.17745166	34229483.603580795	38576459.15553741	39268683.5769194	38039148.02794048	P0A8A2	P0A8A2		yeeN	0	0.010334372782894903	-0.1949975585791138	False	0.0050029958058717796	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABK5	299140878.9360062	305854966.05649257	301380708.96515715	289662156.1456719	287937293.4007471	293140286.2456068	P0ABK5	P0ABK5		cysK	0	0.01034329830176675	0.05786898063263941	False	0.005032953864589575	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P77808	7268373.28884441	7210019.894664405	7173183.248195558	7955199.452054281	8107351.348582689	7787303.886634354	P77808	P77808		yfaY	0	0.01044185445055703	-0.13950840608728793	False	0.0050629119233073705	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P06986	13596800.545441194	14187985.895109773	14227775.991786491	15438718.516833048	15658579.361797132	15428686.136207066	P06986	P06986		hisC	0	0.010473605180986728	-0.14721588186863152	False	0.005092869982025165	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A744	4221675.824255727	4081625.27154789	4002218.629067641	4444275.178233239	4719777.548775659	4575166.058927623	P0A744	P0A744		msrA	0	0.010531512482536155	-0.15899438317536604	False	0.0051228280407429605	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P04846	5575325.760765809	5366608.266708578	5289976.570637707	5915140.89422895	5977285.929870999	6052437.573510417	P04846	P04846		nlpA	0	0.010611288250740576	-0.14473819713383404	False	0.005152786099460755	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7K2	496302968.5116774	512699803.41646045	519110710.23396295	551391963.1700045	584433883.5899744	563597107.1276007	P0A7K2	P0A7K2		rplL	0	0.010968124427582599	-0.15329327033689433	False	0.0051827441581785505	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6P1	1139259970.365863	1163654937.61045	1175352946.4361253	1098857480.5658789	1082735577.977662	1105038161.205138	P0A6P1	P0A6P1		tsf	0	0.011065656254403136	0.08175944972979714	False	0.005212702216896346	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P08192	23564505.19288937	23751631.59582952	23835558.467173744	24246342.9678738	24059231.85452153	24279330.300882507	P08192	P08192		folC	0	0.011162002243626621	-0.028771423446568602	False	0.005242660275614141	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7R9	419965671.3746193	427917210.92096055	415460945.9545259	403683574.47626114	395382602.0073222	399658915.9495286	P0A7R9	P0A7R9		rpsK	0	0.01127546854481175	0.07574649387029227	False	0.005272618334331936	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8M0	272791501.63827693	270211149.51352936	266090965.5540615	282706926.306801	277956269.51644266	283033276.64337254	P0A8M0	P0A8M0		asnS	0	0.011358575610128588	-0.06041742923094493	False	0.00530257639304973	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P69739	613913.956572038	586954.3750000001	671285.8484254768	813124.6597876975	846192.0348550316	743739.1357161956	P69739	P69739		hyaA	0	0.011540607885129268	-0.3601709150957064	False	0.005332534451767526	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEK2	223949900.8087106	232461358.7064799	230806182.19043383	216071927.8184097	214635975.5413859	207611810.57386628	P0AEK2	P0AEK2		fabG	0	0.011543016197318068	0.1064874479794784	False	0.0053624925104853215	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFX7	1885878.513080352	1753319.6249999984	1671722.0238825963	1416578.6709396662	1206476.8094233728	1422161.6733268122	P0AFX7	P0AFX7		rseA	0	0.011545694868796572	0.39274469093970726	False	0.005392450569203115	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P33363	28563148.763001397	27555278.84937048	28182474.90855589	29439495.61354977	29802082.36199353	30380472.863027893	P33363	P33363		bglX	0	0.011684302868083363	-0.08830566366981599	False	0.0054224086279209115	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7M9	278422898.643064	281544232.06953657	285477213.6271605	267710550.13194025	273301542.7729536	268311867.5958511	P0A7M9	P0A7M9		rpmE	0	0.011712655963574584	0.06299247713290497	False	0.005452366686638705	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P06282	4654837.770387458	4473355.958444956	4501192.834003497	5267470.562470319	5295213.079680863	5673470.477888136	P06282	P06282		cdh	0	0.011738000619912014	-0.25248930966994343	False	0.005482324745356501	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACP1	12611409.98477673	12626553.053204523	13074339.111981366	13501135.79344598	13845840.771767791	13607064.427379455	P0ACP1	P0ACP1		cra	0	0.011888742672638886	-0.09619809308488687	False	0.005512282804074297	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P33018	291796.48595606466	215850.34380000024	301047.56183113635	400854.0024940884	511926.1040619612	456817.0928860808	P33018	P33018		yeiG	0	0.011900957683525623	-0.7600851455228114	False	0.005542240862792091	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADZ4	260389423.871566	263322769.26774463	262808520.12344736	243074643.45943093	232661880.1613513	233439410.11053	P0ADZ4	P0ADZ4		rpsO	0	0.011951146339337764	0.1493411815237975	False	0.005572198921509886	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7L3	104410178.3201451	103170791.5691026	105137468.59501424	110807808.65707038	112341671.25885716	108711946.85434765	P0A7L3	P0A7L3		rplT	0	0.01195954781585535	-0.08571666461085006	False	0.005602156980227681	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A720	11698859.412757087	11419987.304444922	11487972.284990638	12026968.466282964	11928518.53291254	12115916.836086988	P0A720	P0A720		tmk	0	0.012010269307058728	-0.05979923374691983	False	0.005632115038945476	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P15640	5754987.218735979	5931505.883615138	5982238.419002706	5385007.963659329	5487953.590319386	5457906.716912909	P15640	P15640		purD	0	0.0121543305645888	0.1135969718516719	False	0.005662073097663272	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P75809	1316649.1109608004	1290635.6249999995	1326644.8074059477	1365465.4572681766	1410828.7414628798	1407607.966420622	P75809	P75809		ybjI	0	0.01229849934034206	-0.08887799732643836	False	0.005692031156381066	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A937	11051267.235900477	10720438.229449151	11014797.073803471	9468156.55793904	9644445.22114327	10124138.664198466	P0A937	P0A937		bamE	0	0.012347165966303855	0.16531953564690738	False	0.005721989215098862	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABF1	11577558.28742677	11401999.888165597	11871078.028465204	12596588.817972708	12688865.00731707	12711282.509587198	P0ABF1	P0ABF1		pcnB	0	0.012428309050044382	-0.12469051307016035	False	0.005751947273816657	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8G3	6233603.51847659	6645825.254670476	6488195.494067632	7018514.699258188	7167496.88445574	7265609.483538425	P0A8G3	P0A8G3		uxaC	0	0.012772548646651578	-0.14743967780115075	False	0.005781905332534452	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AGD1	1515323.781654346	1612093.7251966738	1557377.9801209006	1229942.9157919495	1333366.3425198025	1146637.9841992543	P0AGD1	P0AGD1		sodC	0	0.012794722960445593	0.33658739786096487	False	0.005811863391252247	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P43533	1277720.0677866633	1293554.0000000005	1380061.901586294	1727416.5983539142	1605719.981661808	1545586.6045227544	P43533	P43533		flgN	0	0.012854074978143134	-0.30416310879867164	False	0.005841821449970042	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8B2	2479700.9788200497	2509920.9641942945	2685217.8139289827	2898513.3326118565	3200451.759752138	3144972.5218965355	P0A8B2	P0A8B2		yfcN	0	0.012874423315079693	-0.2683708945856086	False	0.005871779508687837	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P08337	1166696.31271428	1028020.8119999998	1088007.8760606386	860906.3891079825	925338.3954129484	823675.4226562548	P08337	P08337		mutT	0	0.01314190594703422	0.33088819795535424	False	0.005901737567405633	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6T5	11444658.308097336	11542704.161066595	11766327.994311435	12195304.286337938	12737719.364781767	12522917.111470118	P0A6T5	P0A6T5		folE	0	0.013181867850011592	-0.1080283734360333	False	0.005931695626123427	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADE4	10889656.775941866	10568831.50323554	10583618.246784786	11266966.125216676	11141760.051983884	11388865.582832422	P0ADE4	P0ADE4		tamA	0	0.013211601334345145	-0.07695145410895962	False	0.005961653684841223	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AA10	350865292.18455017	366154142.9579856	360394356.0954545	334293827.1354988	338010523.5094382	322147854.4450295	P0AA10	P0AA10		rplM	0	0.013557034055526695	0.11559849767727934	False	0.005991611743559017	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8G9	14669599.89743492	14459066.637636006	14116968.625337742	15349489.232288005	15070780.703363566	15567570.090074517	P0A8G9	P0A8G9		xseB	0	0.013686986790810115	-0.0886979112983205	False	0.006021569802276813	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AA25	106430359.8569172	108284838.1075332	105347689.01887104	112315007.0128358	110042340.6781276	112087509.42581038	P0AA25	P0AA25		trxA	0	0.013710200214745083	-0.06341296225953018	False	0.006051527860994608	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P39830	1310822.8120933475	1170311.5631237333	1209501.4155803795	1545285.205811806	1465085.1408560132	1408285.8782346412	P39830	P39830		ybaL	0	0.013727481027621766	-0.2597383198840058	False	0.006081485919712403	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADT8	12845980.299550518	13590909.74841673	13408845.824920963	14320023.022686498	14495618.018390767	14797147.126598066	P0ADT8	P0ADT8		ygiM	0	0.01373164818285466	-0.13032588375779242	False	0.006111443978430198	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P30859	18972800.709586587	18587342.06170873	18364340.228464182	17423513.733522054	16360886.5724714	16913614.76373668	P30859	P30859		artI	0	0.013794926242636875	0.14155075029471803	False	0.006141402037147993	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9Y6	266051209.0097323	271679258.28717375	277199257.46805364	302176877.3676897	291858021.6254909	288586276.75981456	P0A9Y6	P0A9Y6		cspC	0	0.013880485329888606	-0.11511870640689904	False	0.006171360095865788	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0C018	98113188.89094694	100836277.63176753	97092764.4338408	113779727.18434627	121398538.23114516	124503902.83043969	P0C018	P0C018		rplR	0	0.013925653927173398	-0.2809196440152027	False	0.006201318154583584	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P69228	4158400.2299268222	3955403.442114785	3873342.71881894	4519935.191340571	4531278.292437734	4384266.759230103	P69228	P69228		baeR	0	0.014042983036109239	-0.16455963274991672	False	0.006231276213301378	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P52006	2080536.5165659671	2093000.5771876671	2117688.060488549	2348366.820487214	2505584.891160784	2441557.78700637	P52006	P52006		nudI	0	0.0141654310078022	-0.21366774044309192	False	0.006261234272019174	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADA5	34970924.225928895	35120177.9583227	36606244.78165907	38408170.02874493	40264113.7841317	41097114.38152552	P0ADA5	P0ADA5		yajG	0	0.014258013646287511	-0.16673503396785255	False	0.006291192330736968	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P69808	593889.5639465259	560380.5625000003	552802.1634781676	760190.1381754021	742247.9599818896	850389.8372565609	P69808	P69808		fryB	0	0.014272583779138658	-0.4628716648161449	False	0.006321150389454764	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8E7	95668311.87836155	98103580.09860596	93474597.70386855	89242930.61972685	86499960.05600291	89715699.4542871	P0A8E7	P0A8E7		yajQ	0	0.014378508906353622	0.11380243517572101	False	0.006351108448172559	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	35734864.90873395	22244786.53476857	19160625.01286557	64480582.30006179	66337539.09936925	66648547.32699612	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			0	0.01446698394628208	-1.3560529335156373	False	0.006381066506890354	False	False	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0ABA0	177655998.71383056	180929104.1778215	175722628.87659678	188107947.8078332	189063711.33205196	189467299.44456348	P0ABA0	P0ABA0		atpF	0	0.0144699706168415	-0.08475890188499612	False	0.006411024565608149	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0CG19	16547297.085462129	17220755.49090212	16802528.096531216	15349047.568935392	14950609.37822323	15882668.411046837	P0CG19	P0CG19		rph	0	0.01448350552570672	0.1309575271210466	False	0.006440982624325944	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEZ9	30762978.43292824	30661822.401244182	31674373.521747585	34132704.97835546	32960606.011390835	34771937.44404134	P0AEZ9	P0AEZ9		moaB	0	0.014611226588259035	-0.1298216781683049	False	0.006470940683043739	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AE70	1000057.1373325154	1169172.4999999986	1058384.7975321333	851927.2632765253	830218.4169541937	700970.1859919584	P0AE70	P0AE70		mazF	0	0.014752769908086313	0.4376191505610703	False	0.006500898741761535	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6U8	14805954.01413629	14562361.273206549	14975051.62634948	15985375.642542152	15717298.650299188	15395276.848748831	P0A6U8	P0A6U8		glgA	0	0.014822449566448829	-0.08694598532546177	False	0.006530856800479329	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6M4	2463047.690981392	2655939.9244256704	2424408.71899011	3013067.9402335184	3053200.094527119	2990088.8062518467	P0A6M4	P0A6M4		dtd	0	0.014925074364538929	-0.26371657680254756	False	0.006560814859197125	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0CB39	3621006.579495633	3793287.602566461	3725963.404533602	3241060.252316019	3384920.630273757	3465400.7914918857	P0CB39	P0CB39		eptC	0	0.015347499589714769	0.14265887490530688	False	0.006590772917914919	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76187	4167103.4572379454	4169582.842985938	4265629.649664297	5062662.997173758	4908999.760099597	5352796.0361887645	P76187	P76187		ydhF	0	0.015492214953370543	-0.2821472391406194	False	0.006620730976632715	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACP7	14504541.621743416	15032687.956784194	14795442.374812774	15347128.838027468	15801203.757114148	15828129.707668906	P0ACP7	P0ACP7		purR	0	0.015667983996702068	-0.08356775404540548	False	0.00665068903535051	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
