Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A7X3	P0A7X3		rpsI		65948100.0	80678400.0	81767800.0	66508100.0	81424600.0	65881100.0	0	1.3574246940894518e-05	-0.29816100530486395	True	3.0731407498463434e-05	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AD59	P0AD59		ivy		2153800.0	2940580.0	2968990.0	2219020.0	2925180.0	2198960.0	0	1.8874964048480357e-05	-0.4269051261518513	True	6.146281499692687e-05	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A7K2	P0A7K2		rplL		237393000.0	224003000.0	222677000.0	238976000.0	222708000.0	237396000.0	0	3.547305931782366e-05	0.09260647117421535	False	9.219422249539031e-05	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A7V0	P0A7V0		rpsB		122291000.0	126616000.0	127102000.0	122738000.0	126882000.0	122171000.0	0	4.928551166482869e-05	-0.051709502860214036	False	0.00012292562999385374	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P45578	P45578		luxS		17366400.0	23751000.0	22926000.0	16669800.0	23516900.0	17408500.0	0	5.357484638897099e-05	-0.4483232090448859	False	0.00015365703749231714	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P02358	P02358		rpsF		99239300.0	107318000.0	108107000.0	98835600.0	107719000.0	98970400.0	0	5.494472012856291e-05	-0.12149424284641676	False	0.00018438844499078062	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P60422	P60422		rplB		144864000.0	152927000.0	152232000.0	145104000.0	151867000.0	144034000.0	0	6.965743928582394e-05	-0.07457455086002096	False	0.00021511985248924402	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AAI9	P0AAI9		fabD		5024750.0	4695040.0	4742110.0	5074250.0	4721210.0	5039270.0	0	8.608848848076404e-05	0.09654617975148798	False	0.00024585125998770747	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A6A0	P0A6A0		ubiB		1814100.0	1503400.0	1550210.0	1792680.0	1530830.0	1831470.0	0	0.00010877214777723375	0.2463969585149837	False	0.00027658266748617087	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A9L8	P0A9L8		proC		2077190.0	3247670.0	3411270.0	1993320.0	3293970.0	2079670.0	0	0.00011933858138019701	-0.694489762840291	False	0.00030731407498463427	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				156138.0	316129.0	343235.0	176737.0	335279.0	148997.0	3	0.00012309551833021744	-1.0455288292510507	False	0.0003380454824830978	True	False	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P37666	P37666		ghrB		10097800.0	11068800.0	11212500.0	10224800.0	11247300.0	10051300.0	0	0.00015529504306774862	-0.1425600820592792	False	0.00036877688998156123	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				156138.0	621910.0	600141.0	176737.0	566570.0	148997.0	3	0.0001588861342067993	-1.8921258414308044	False	0.0003995082974800246	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0AAB6	P0AAB6		galF		11818800.0	12884200.0	12768600.0	11741000.0	12902300.0	11791200.0	0	0.00016055348035291903	-0.12517068369690074	False	0.00043023970497848803	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A7U3	P0A7U3		rpsS		129564000.0	150735000.0	148886000.0	129706000.0	149764000.0	129050000.0	0	0.00016562338116673034	-0.21070595607239598	False	0.00046097111247695143	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P62399	P62399		rplE		267207000.0	277440000.0	275872000.0	265765000.0	277604000.0	266783000.0	0	0.00017518847950328303	-0.05514453065945643	False	0.0004917025199754149	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P68206	P68206		yjbJ		2334460.0	3199690.0	3226100.0	2313870.0	3370460.0	2433160.0	0	0.0003040168294808131	-0.4681766455165631	False	0.0005224339274738784	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P28635	P28635		metQ		14668400.0	12642300.0	12781300.0	14296400.0	12438500.0	14336000.0	0	0.0003510700204253673	0.19363924805280522	False	0.0005531653349723417	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A6M8	P0A6M8		fusA		106738000.0	111425000.0	111725000.0	107488000.0	111131000.0	106653000.0	0	0.0003713650341016393	-0.059031981595468706	False	0.0005838967424708052	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P46887	P46887		yecH		168565.0	319680.0	332561.0	181846.0	353136.0	202499.0	0	0.00040640278507060606	-0.8626200201999391	False	0.0006146281499692685	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P00956	P00956		ileS		18900000.0	19586600.0	19466700.0	18954000.0	19583200.0	19031400.0	0	0.0004437240100773025	-0.04374056871148017	False	0.000645359557467732	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0ADC1	P0ADC1		lptE		5198300.0	6086980.0	6230420.0	5304760.0	6038990.0	5363500.0	0	0.0004459515177541338	-0.21029298970885754	False	0.0006760909649661956	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A6F9	P0A6F9		groS		90043400.0	96156000.0	97762600.0	89686800.0	97353700.0	90967500.0	0	0.00048367221870396205	-0.10568587802620841	False	0.000706822372464659	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AFF6	P0AFF6		nusA		13915400.0	14571900.0	14450100.0	14042000.0	14510700.0	13944900.0	0	0.00048927599272633	-0.05507006719075209	False	0.0007375537799631225	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A6P9	P0A6P9		eno		159476000.0	169975000.0	169945000.0	160422000.0	168105000.0	159281000.0	0	0.0006525672782772702	-0.084334810561011	False	0.0007682851874615857	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A717	P0A717		prs		28490000.0	31688500.0	31701200.0	28842300.0	32146500.0	28020000.0	0	0.0006815437252639786	-0.16261746375995242	False	0.0007990165949600492	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A903	P0A903		bamC		18165600.0	19396600.0	19192900.0	18406800.0	19443900.0	18126900.0	0	0.000731652257455366	-0.08536108384882397	False	0.0008297480024585126	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P38489	P38489		nfnB		6352080.0	7033130.0	6990310.0	6504660.0	6914540.0	6429370.0	0	0.0007825473005071958	-0.11856008263370171	False	0.0008604794099569761	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P13024	P13024		fdhE		3272190.0	3396720.0	3382380.0	3294350.0	3415190.0	3274580.0	0	0.0008513624393126182	-0.05086687919038748	False	0.0008912108174554395	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				936355.0	1247360.0	1342540.0	927009.0	1350960.0	856409.0	0	0.0008645135665063747	-0.5350242532339063	False	0.0009219422249539029	True	False	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0AED0	P0AED0		uspA		9270700.0	10312000.0	10599300.0	9305440.0	10370000.0	9535240.0	0	0.0009531484330592915	-0.15414619196251486	False	0.0009526736324523663	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P67244	P67244		yqhA		468380.0	392692.0	409429.0	480405.0	391395.0	460129.0	0	0.0009692202417257927	0.2393656453569714	False	0.0009834050399508299	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24178	P24178		yffB		4031030.0	4574190.0	4688100.0	3868020.0	4747140.0	4067020.0	0	0.00118424024033463	-0.22744885048836078	False	0.0010141364474492932	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABP8	P0ABP8		deoD		46214100.0	54053300.0	55079800.0	44713500.0	56700200.0	45655500.0	0	0.0012476831043727347	-0.27995475098537986	False	0.0010448678549477568	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P27302	P27302		tktA		25125600.0	26119000.0	25891500.0	25267700.0	25945800.0	25321000.0	0	0.0012843018778025323	-0.04209981361161074	False	0.0010755992624462201	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AD49	P0AD49		raiA		6184220.0	6640080.0	6631800.0	6119770.0	6500650.0	6068170.0	0	0.0016174856608098006	-0.10597623044399086	False	0.0011063306699446835	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABA4	P0ABA4		atpH		16569100.0	17463100.0	17177300.0	16326100.0	17290500.0	16485100.0	0	0.0016264252009336967	-0.07265762728079062	False	0.001137062077443147	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8T7	P0A8T7		rpoC		46341700.0	48321600.0	47974500.0	46846000.0	47932900.0	46634300.0	0	0.0017296353141278995	-0.04476989878136472	False	0.0011677934849416104	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00954	P00954		trpS		5083760.0	5379290.0	5452400.0	5123610.0	5359670.0	5011910.0	0	0.0018334243113660182	-0.089324061656999	False	0.001198524892440074	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37903	P37903		uspF		8318980.0	8565390.0	8500650.0	8379200.0	8535660.0	8335320.0	0	0.0018847254457792868	-0.03237959886550842	False	0.001229256299938537	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9X9	P0A9X9		cspA		28142800.0	24156400.0	24536700.0	28243700.0	24542900.0	29108200.0	0	0.0019732491306513325	0.22328199076260066	False	0.0012599877074370009	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6P1	P0A6P1		tsf		258039000.0	272007000.0	272801000.0	259276000.0	271317000.0	255624000.0	0	0.00208685199997279	-0.07843557455428889	False	0.001290719114935464	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				156138.0	655970.0	759674.0	176737.0	675873.0	148997.0	3	0.0020990656083057467	-2.117827846004902	False	0.0013214505224339273	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P22186	P22186		mraZ		4373850.0	5172830.0	5454640.0	4299070.0	5297130.0	4604550.0	0	0.0021024532458274662	-0.2622768650752322	False	0.0013521819299323911	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8I8	P0A8I8		rlmH		2569710.0	2709560.0	2685450.0	2544320.0	2671400.0	2588510.0	0	0.0021789922223068785	-0.06659246767028143	False	0.0013829133374308542	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A855	P0A855		tolB		16473300.0	17205100.0	17346800.0	16157500.0	17567100.0	16449700.0	0	0.0022965941342453617	-0.08665945707442078	False	0.001413644744929318	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P42628	P42628		yhaO		11587200.0	9135110.0	9086260.0	11219800.0	8444920.0	10739200.0	0	0.0023677228073072038	0.33113223100184824	False	0.0014443761524277812	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADU2	P0ADU2		ygiN		5133040.0	6373930.0	6171600.0	5260520.0	6564930.0	5511420.0	0	0.002551744161354621	-0.2648839475145413	False	0.001475107559926245	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				156138.0	796022.0	828711.0	176737.0	701946.0	148997.0	3	0.0026701593459625096	-2.2715503048640167	False	0.001505838967424708	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0AG44	P0AG44		rplQ		214982000.0	288268000.0	283989000.0	229627000.0	286032000.0	217618000.0	0	0.0028346524208469038	-0.3741376758376345	False	0.0015365703749231714	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9Y6	P0A9Y6		cspC		155526000.0	139531000.0	140361000.0	157891000.0	139846000.0	154361000.0	0	0.00283860481570014	0.15633493193819067	False	0.001567301782421635	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AF70	P0AF70		yjeI		6229260.0	12335900.0	12905300.0	6463900.0	13796000.0	6534670.0	0	0.0029307583463457315	-1.0216536239385166	False	0.0015980331899200983	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0CE47	P0CE47		tufA		1272000000.0	1315490000.0	1317550000.0	1268550000.0	1310160000.0	1282220000.0	0	0.0030310025734112604	-0.04474848423363147	False	0.001628764597418562	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7Q1	P0A7Q1		rpmI		14354900.0	18022700.0	18187900.0	14849000.0	19357300.0	15337400.0	0	0.0031280209030135225	-0.3191080537524878	False	0.0016594960049170252	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08839	P08839		ptsI		43261700.0	44208300.0	44441500.0	43220700.0	44001400.0	42925100.0	0	0.0031676026538795853	-0.03571649340579578	False	0.0016902274124154886	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P61320	P61320		lolB		3022530.0	3164920.0	3154690.0	2989920.0	3205650.0	3053080.0	0	0.0033409602666654046	-0.07136710569980467	False	0.0017209588199139521	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABJ1	P0ABJ1		cyoA		2172390.0	2323940.0	2289650.0	2138300.0	2311030.0	2109230.0	0	0.003499634281995389	-0.10917958332515226	False	0.0017516902274124155	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00959	P00959		metG		18168600.0	18447100.0	18587300.0	18132200.0	18528600.0	18223500.0	0	0.003541486938861159	-0.027225153301330997	False	0.001782421634910879	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A932	P0A932		gfcE		10035800.0	11321900.0	11244000.0	10024800.0	11040400.0	10404200.0	0	0.00359432639042618	-0.14158844380726357	False	0.0018131530424093424	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A850	P0A850		tig		136387000.0	139983000.0	140464000.0	137098000.0	139685000.0	135692000.0	0	0.0036507209565445333	-0.03811762218925444	False	0.0018438844499078057	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06610	P06610		btuE		10360700.0	11693000.0	11612600.0	10572000.0	11640700.0	10656400.0	0	0.0038939246629720544	-0.14571288177533714	False	0.0018746158574062693	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADS6	P0ADS6		yggE		4976950.0	5087920.0	5055020.0	4924390.0	5111200.0	4953290.0	0	0.004000942420187218	-0.038288174862420095	False	0.0019053472649047326	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGJ5	P0AGJ5		yfiF		12106200.0	12565600.0	12759200.0	12268600.0	12601700.0	12177700.0	0	0.004458941006356471	-0.053236158098558126	False	0.0019360786724031962	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6M4	P0A6M4		dtd		2346800.0	2137770.0	2185350.0	2363200.0	2204800.0	2325950.0	0	0.0045198557085230915	0.10812185341987894	False	0.0019668100799016598	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08200	P08200		icd		23124500.0	23941400.0	24207700.0	22941000.0	24370100.0	23392400.0	0	0.00491401731615934	-0.062224217258188816	False	0.001997541487400123	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A746	P0A746		msrB		2044080.0	2467270.0	2583190.0	2206700.0	2606750.0	2203010.0	0	0.0049485142478291316	-0.24667218924867784	False	0.0020282728948985865	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00963	P00963		asnA		20343500.0	21503600.0	21096000.0	20627400.0	21356200.0	20359800.0	0	0.005271847572886628	-0.060465782314757695	False	0.00205900430239705	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P64506	P64506		yebY		1415310.0	1801030.0	1722260.0	1329710.0	1829230.0	1500190.0	0	0.005365338993707715	-0.3343823592484397	False	0.0020897357098955136	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09373	P09373		pflB		208595000.0	219956000.0	218830000.0	205968000.0	216562000.0	202865000.0	0	0.005477572071165444	-0.08599029385755237	False	0.002120467117393977	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24169	P24169		speF		3250450.0	3119760.0	3136660.0	3249660.0	3144790.0	3297000.0	0	0.005609661377877679	0.059509785204636984	False	0.0021511985248924403	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69441	P69441		adk		44684500.0	47523100.0	47354500.0	45729900.0	48257300.0	45611900.0	0	0.00583807966298676	-0.07348986515077392	False	0.0021819299323909036	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00579	P00579		rpoD		8330850.0	8683550.0	8609920.0	8332700.0	8691850.0	8332530.0	0	0.006156247558015684	-0.05599496282510644	False	0.002212661339889367	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFI7	P0AFI7		pdxH		7443970.0	7654740.0	7790260.0	7506850.0	7735720.0	7405030.0	0	0.006273831595695916	-0.05227297741133138	False	0.0022433927473878307	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFC7	P0AFC7		nuoB		8066650.0	9856080.0	9567050.0	7832560.0	10064700.0	8610850.0	0	0.006330859033544519	-0.2667456429485481	False	0.002274124154886294	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A796	P0A796		pfkA		21194600.0	23282800.0	22970900.0	21001400.0	23586300.0	21891200.0	0	0.0063502529140377125	-0.12401731976042923	False	0.0023048555623847574	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9B2	P0A9B2		gapA		318076000.0	331590000.0	334873000.0	323051000.0	335956000.0	323836000.0	0	0.006512993687264847	-0.054940134425183335	False	0.002335586969883221	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P36938	P36938		pgm		7077970.0	7379820.0	7314600.0	7032650.0	7260110.0	7024580.0	0	0.00656210826078965	-0.054870885256218506	False	0.002366318377381684	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P02359	P02359		rpsG		123193000.0	126030000.0	125600000.0	121662000.0	125016000.0	122036000.0	0	0.006626972831395349	-0.037857692848793915	False	0.002397049784880148	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33225	P33225		torA		3959090.0	3338730.0	3413710.0	4131690.0	3084630.0	3996440.0	0	0.006676116429269057	0.2971818963797815	False	0.0024277811923786113	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09029	P09029		purK		1586100.0	1800200.0	1889870.0	1586830.0	1823250.0	1682240.0	0	0.0067845082423262084	-0.18339952831356598	False	0.002458512599877074	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P22255	P22255		cysQ		6030930.0	6411350.0	6257050.0	5947560.0	6400250.0	6052070.0	0	0.006867706063352786	-0.08075850379021478	False	0.0024892440073755375	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30126	P30126		leuD		333078.0	530496.0	521516.0	395421.0	462726.0	338027.0	0	0.006959959502829395	-0.506149139909233	False	0.0025199754148740017	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P21165	P21165		pepQ		15271000.0	16151300.0	15890300.0	15437300.0	16201900.0	15417400.0	0	0.0070135075874911655	-0.06476377102283484	False	0.002550706822372465	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9C5	P0A9C5		glnA		15522900.0	16309200.0	16226800.0	15820400.0	16455300.0	15773100.0	0	0.007023873926622531	-0.05629626243175899	False	0.002581438229870928	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7I4	P0A7I4		prfC		5091030.0	5482320.0	5442390.0	5061160.0	5616180.0	5025120.0	0	0.007197911953027773	-0.12412074966968065	False	0.0026121696373693913	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76594	P76594		yfiQ		2318390.0	1790770.0	1963740.0	2292860.0	1855350.0	2248880.0	0	0.0072095419988613295	0.2902711485409573	False	0.0026429010448678547	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7S9	P0A7S9		rpsM		33534200.0	34378100.0	34300700.0	33105000.0	34013100.0	33069200.0	0	0.007387848300316648	-0.04253543544194869	False	0.002673632452366319	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				156138.0	313142.0	332056.0	176737.0	269454.0	148997.0	3	0.007408732938275102	-0.9245729686568023	False	0.0027043638598647822	False	False	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0AE67	P0AE67		cheY		1355370.0	1498760.0	1560910.0	1427560.0	1527620.0	1380240.0	0	0.007529210012677778	-0.13995964374129738	False	0.002735095267363245	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A862	P0A862		tpx		20967100.0	20051000.0	20200200.0	21215700.0	20464300.0	20913700.0	0	0.007715032893035134	0.055495112591703706	False	0.0027658266748617085	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8E7	P0A8E7		yajQ		15412700.0	15749300.0	15806200.0	15452700.0	15931600.0	15558700.0	0	0.007740525887312417	-0.03266171298058955	False	0.002796558082360172	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P04425	P04425		gshB		8287240.0	8805630.0	8880430.0	8490130.0	8678470.0	8349630.0	0	0.00802589316091829	-0.06935984493126134	False	0.002827289489858636	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69783	P69783		crr		129559000.0	144673000.0	146583000.0	134040000.0	140357000.0	126931000.0	0	0.008129016593356004	-0.14430494028518082	False	0.002858020897357099	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A715	P0A715		kdsA		21724500.0	22490500.0	22247500.0	21799600.0	22443400.0	21428300.0	0	0.008182596473159543	-0.04867902591806209	False	0.0028887523048555623	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6T1	P0A6T1		pgi		29469300.0	29961200.0	29831200.0	29227700.0	30173700.0	29342400.0	0	0.008408184911893211	-0.031232170833353383	False	0.0029194837123540257	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00363	P00363		frdA		30277000.0	31655800.0	31390600.0	30752600.0	31568000.0	30638600.0	0	0.008458498908341962	-0.04563842875313817	False	0.00295021511985249	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AE70	P0AE70		mazF		3670720.0	3194010.0	3320060.0	3480930.0	3164030.0	3589560.0	0	0.008663376161905054	0.15036077123142705	False	0.002980946527350953	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P64540	P64540		yfcL		6770530.0	8209610.0	8586040.0	7240860.0	8118220.0	6453780.0	0	0.008747219688829792	-0.28377848924725546	False	0.003011677934849416	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEK4	P0AEK4		fabI		56517100.0	62498600.0	61092100.0	57224600.0	59840100.0	55148700.0	0	0.00886561330670527	-0.11914857787387315	False	0.0030424093423478795	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6F5	P0A6F5		groL		83714100.0	85686000.0	86359800.0	83621600.0	86495600.0	82332700.0	0	0.008995725068474033	-0.0503820825190683	False	0.003073140749846343	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEK2	P0AEK2		fabG		82191100.0	87158700.0	88891700.0	82218000.0	86363000.0	81315600.0	0	0.0094779952536141	-0.09479850904275922	False	0.003103872157344807	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P64554	P64554		queE		3436830.0	3710620.0	3611120.0	3512970.0	3726040.0	3437610.0	0	0.009909451122284385	-0.08892051882600661	False	0.00313460356484327	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AA04	P0AA04		ptsH		57928600.0	65883300.0	66576400.0	60275300.0	63023800.0	57173000.0	0	0.010003108493280309	-0.15658810659480202	False	0.0031653349723417333	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P60651	P60651		speB		12914600.0	13357200.0	13469900.0	13134600.0	13454500.0	13001600.0	0	0.010095137824483999	-0.044768884944791885	False	0.0031960663798401966	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7R9	P0A7R9		rpsK		105438000.0	109965000.0	111866000.0	108006000.0	112048000.0	105838000.0	0	0.010173809212267465	-0.06449413389925465	False	0.00322679778733866	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AF36	P0AF36		zapB		6168120.0	6773460.0	6681580.0	6320400.0	6647990.0	6051560.0	0	0.010256607780373184	-0.11676549673652513	False	0.003257529194837124	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACQ4	P0ACQ4		oxyR		4569780.0	4778230.0	4738420.0	4559320.0	4841310.0	4602230.0	0	0.010318469250589078	-0.06437941354776187	False	0.003288260602335587	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P60438	P60438		rplC		278895000.0	285524000.0	284630000.0	275989000.0	282052000.0	278329000.0	0	0.010427989966228277	-0.03251686007309211	False	0.0033189920098340505	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33643	P33643		rluD		2947720.0	3162080.0	3326050.0	3007400.0	3273730.0	2909290.0	0	0.010570225309828112	-0.13913145042710318	False	0.003349723417332514	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
