Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A6Y1	P0A6Y1		ihfB		12517500.0	13012500.0	12016600.0	11916700.0	10960100.0	11495000.0	0	0.056961649827101314	-0.12745686616813295	False	0.011824324324324325	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P76585	P76585		yphG		9576290.0	9305640.0	9866180.0	8984290.0	8506480.0	9179600.0	0	0.05704142777593147	-0.10822927178017096	False	0.011855036855036855	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P33195	P33195		gcvP		5735640.0	5742500.0	5690020.0	5551740.0	5569380.0	5669420.0	0	0.05764589554678549	-0.032086797089739875	False	0.011885749385749387	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AA16	P0AA16		ompR		7942500.0	7929450.0	8104420.0	8291390.0	8093190.0	8238850.0	0	0.05781777461637627	0.03841848806899373	False	0.011916461916461918	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AEN8	P0AEN8		fucU		5774080.0	5544070.0	5552160.0	5446580.0	5261110.0	5397860.0	0	0.057859436434943894	-0.06692855488753682	False	0.011947174447174448	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A8A2	P0A8A2		yeeN		10131400.0	10029400.0	9987430.0	9550470.0	9087910.0	9630110.0	0	0.05799214029313359	-0.09287848240808651	False	0.011977886977886978	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A8M3	P0A8M3		thrS		11421800.0	11729400.0	11400700.0	11822000.0	11803900.0	11992100.0	0	0.058103783370755516	0.043841463170235746	False	0.01200859950859951	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A6D0	P0A6D0		argR		1637140.0	1782780.0	1801170.0	1635440.0	1419230.0	1517220.0	0	0.05815024659868931	-0.1915603351354734	False	0.01203931203931204	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P39274	P39274		yjdJ		3998410.0	4047260.0	4134980.0	3712420.0	3941550.0	3670500.0	0	0.058576410095147066	-0.10514759046703338	False	0.012070024570024571	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P09148	P09148		galT		1589090.0	1590700.0	1574720.0	1641650.0	1663290.0	1722750.0	0	0.05862255865204657	0.08059903350239477	False	0.012100737100737103	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AA57	P0AA57		yobA		641229.0	658639.0	523526.0	722621.0	797108.0	727779.0	0	0.058678836668266225	0.3016999176016091	False	0.012131449631449631	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AB14	P0AB14		yccJ		2720490.0	2752430.0	2800040.0	3014830.0	2977770.0	2837100.0	0	0.05884670656986123	0.09396081465733447	False	0.012162162162162163	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A8Y1	P0A8Y1		yjjG		990266.0	972541.0	944493.0	993305.0	1034070.0	1021660.0	0	0.05886872449860612	0.0686727624698725	False	0.012192874692874694	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
Q2M7R5	Q2M7R5		yibT		2655420.0	2513380.0	2882430.0	2327560.0	2203450.0	2448520.0	0	0.058888764335244016	-0.20607931407952085	False	0.012223587223587224	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AB28	P0AB28		yceD		8632730.0	8424430.0	8473610.0	9115660.0	8691900.0	8987090.0	0	0.05892360442204291	0.06970792161350631	False	0.012254299754299756	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P25539	P25539		ribD		3818230.0	3918200.0	3982020.0	4020780.0	4134340.0	4042920.0	0	0.05895729002328283	0.057867594901834914	False	0.012285012285012284	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P60422	P60422		rplB		139341000.0	139250000.0	138782000.0	134952000.0	137458000.0	136718000.0	0	0.05930171317258429	-0.028784998974731066	False	0.012315724815724816	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A7V0	P0A7V0		rpsB		85747600.0	86188900.0	85065100.0	84852600.0	84524200.0	83523800.0	0	0.059434709647780706	-0.023206881389077675	False	0.012346437346437348	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AFX7	P0AFX7		rseA		608610.0	615434.0	530942.0	681509.0	713689.0	637357.0	0	0.059661361783692614	0.21183486968476026	False	0.01237714987714988	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AF96	P0AF96		tabA		2819850.0	2751070.0	2464110.0	3036290.0	2904250.0	3194740.0	0	0.05983028549481409	0.18514553828211708	False	0.01240786240786241	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P30130	P30130		fimD		8362220.0	8524320.0	8126370.0	8607390.0	9165730.0	8851910.0	0	0.05988664903081996	0.09011024059775487	False	0.012438574938574939	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AE60	P0AE60		cedA		1454980.0	1392090.0	1371200.0	1304520.0	1203190.0	1329230.0	0	0.06009983104661938	-0.13669523604672762	False	0.012469287469287469	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P08337	P08337		mutT		1504720.0	1490750.0	1386980.0	1374080.0	1277790.0	1354830.0	0	0.06046447716641232	-0.12932313854430696	False	0.0125	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A9K3	P0A9K3		ybeZ		5311990.0	5279430.0	5350500.0	5036970.0	5189630.0	5191990.0	0	0.06107119847347396	-0.048154554289075946	False	0.012530712530712532	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0ADG7	P0ADG7		guaB		36231700.0	36622200.0	36159000.0	36872500.0	36908800.0	36778900.0	0	0.06109719851630213	0.020333264759860428	False	0.012561425061425064	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P31554	P31554		lptD		6118220.0	6181070.0	6238300.0	6335120.0	6241560.0	6381520.0	0	0.061460385524557834	0.032368296033823865	False	0.012592137592137592	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A951	P0A951		speG		1347490.0	1280400.0	1473750.0	1152780.0	1215780.0	1151350.0	0	0.061545996910636475	-0.22066233106035893	False	0.012622850122850124	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P09372	P09372		grpE		45950100.0	48761000.0	46062300.0	50385500.0	51793400.0	48623400.0	0	0.06163894093529934	0.0992836787847311	False	0.012653562653562654	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P07330	P07330		cheB		1129880.0	1066670.0	985299.0	1221490.0	1221870.0	1146680.0	0	0.06201650994432724	0.17413454678336593	False	0.012684275184275185	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P32703	P32703		yjcE		259299.0	228304.0	331251.0	170218.0	78478.8	199654.0	3	0.062125547567056225	-0.8689782732437418	False	0.012714987714987717	False	True	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A9E5	P0A9E5		fnr		7433860.0	7800520.0	7396020.0	8116380.0	7936850.0	7831040.0	0	0.06270235353813655	0.07779869792639385	False	0.012745700245700245	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0ADK0	P0ADK0		yiaF		11361600.0	11552200.0	11351900.0	11583600.0	11657200.0	11675000.0	0	0.06298962350891665	0.02711486898094424	False	0.012776412776412777	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P27830	P27830		rffG		1598870.0	1649780.0	1624580.0	1548980.0	1433900.0	1531620.0	0	0.063171086611134	-0.1103121025049594	False	0.012807125307125309	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AE67	P0AE67		cheY		1414590.0	1468360.0	1403580.0	1348740.0	1380090.0	1285300.0	0	0.06331875999199185	-0.09472290037968298	False	0.012837837837837839	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P00490	P00490		malP		5836850.0	5942910.0	5933370.0	5836100.0	5795490.0	5748960.0	0	0.06335754704617147	-0.02734542981827373	False	0.01286855036855037	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P37689	P37689		gpmI		24352200.0	24161900.0	23735300.0	22880600.0	22933900.0	23742400.0	0	0.06384534953146262	-0.054791970413197305	False	0.012899262899262898	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0ABI8	P0ABI8		cyoB		1725740.0	1756420.0	1354080.0	2061390.0	2127070.0	2011940.0	0	0.06411887077585295	0.35847544901731276	False	0.01292997542997543	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A940	P0A940		bamA		13885600.0	14229400.0	13699900.0	14467500.0	14292800.0	14559200.0	0	0.06432117748417851	0.05099947846628437	False	0.012960687960687962	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A6U3	P0A6U3		mnmG		6807120.0	6977470.0	6856890.0	7140070.0	6981980.0	7041280.0	0	0.06438076514766197	0.0360202338555871	False	0.012991400491400493	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P75884	P75884		gfcB		1786680.0	1681050.0	1709390.0	1847110.0	1795820.0	1839880.0	0	0.06446189021901641	0.08276572100315817	False	0.013022113022113023	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P28306	P28306		yceG		783670.0	770493.0	841085.0	959661.0	971543.0	846758.0	0	0.06460399645418755	0.21385182675139008	False	0.013052825552825553	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A870	P0A870		talB		49286600.0	49265500.0	49020700.0	50693500.0	49783300.0	49961500.0	0	0.06477391093268053	0.027745074278543544	False	0.013083538083538083	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P13445	P13445		rpoS		5161510.0	5065420.0	5090450.0	5004740.0	4992990.0	5016880.0	0	0.06542352931462386	-0.028802547133313275	False	0.013114250614250615	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P28635	P28635		metQ		11257000.0	11018400.0	11330000.0	10962200.0	10554800.0	10879500.0	0	0.06551177455759523	-0.052855118072154664	False	0.013144963144963146	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0ADU5	P0ADU5		ygiW		7142830.0	7061480.0	7104470.0	7462240.0	7568750.0	7250190.0	0	0.06649725120299903	0.06437764280343457	False	0.013175675675675678	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P14407	P14407		fumB		13402500.0	13441200.0	13198500.0	13526200.0	13647000.0	13594100.0	0	0.06661139830513807	0.025891169990156802	False	0.013206388206388206	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AEQ3	P0AEQ3		glnH		24103400.0	23910500.0	24179700.0	24681000.0	24943600.0	24316800.0	0	0.06771478045079315	0.0345114125263162	False	0.013237100737100738	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A6B7	P0A6B7		iscS		17498300.0	17529200.0	17421000.0	17593600.0	17615700.0	17774100.0	0	0.06788960614059592	0.014638912862728582	False	0.013267813267813268	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P77717	P77717		ybaY		1860210.0	1839270.0	1883690.0	1791280.0	1632060.0	1669540.0	0	0.06802463564405503	-0.132602760493106	False	0.0132985257985258	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AEA8	P0AEA8		cysG		943529.0	966287.0	940886.0	1047600.0	977741.0	1028910.0	0	0.0681322032934905	0.0995013943786161	False	0.013329238329238331	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P60664	P60664		hisF		2944690.0	2836210.0	2968960.0	2691460.0	2848620.0	2751850.0	0	0.06835963239838089	-0.07755199629013873	False	0.01335995085995086	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0ACB0	P0ACB0		dnaB		2360380.0	2455030.0	2461080.0	2569430.0	2521040.0	2706450.0	0	0.06839710186011884	0.09966163431446383	False	0.013390663390663391	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AF24	P0AF24		nagD		2614620.0	2617320.0	2695730.0	2809250.0	2688260.0	2769760.0	0	0.06850798610398068	0.060514094765491126	False	0.013421375921375923	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P06715	P06715		gor		3480100.0	3492430.0	3415660.0	3551640.0	3691840.0	3564860.0	0	0.06852363083728381	0.05720065735816629	False	0.013452088452088453	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P75883	P75883		gfcC		1509060.0	1410450.0	1505930.0	1412200.0	1236600.0	1289290.0	0	0.06854210544290855	-0.16832481992358822	False	0.013482800982800984	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AGE6	P0AGE6		yieF		11342400.0	11033000.0	11446800.0	11051400.0	10619600.0	10844600.0	0	0.06862814360143871	-0.05683845877653736	False	0.013513513513513514	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P60340	P60340		truB		8076690.0	8273160.0	8154590.0	8005190.0	7943420.0	7989000.0	0	0.068776628906903	-0.03376406057344073	False	0.013544226044226044	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P32157	P32157		yiiM		3241630.0	3279460.0	3337280.0	3367970.0	3446500.0	3348090.0	0	0.06882451128822198	0.04384283629921375	False	0.013574938574938576	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P22524	P22524		mukE		6077710.0	5879080.0	6065420.0	5792140.0	5386400.0	5695690.0	0	0.06901644546926736	-0.0949542635789138	False	0.013605651105651108	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P05458	P05458		ptrA		936971.0	967852.0	977623.0	871392.0	937497.0	888946.0	0	0.06906087365997456	-0.09549146501725134	False	0.013636363636363637	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P64554	P64554		queE		3540020.0	3632790.0	3662220.0	3706970.0	3838440.0	3711930.0	0	0.06926849886210654	0.05516282490733567	False	0.013667076167076167	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A6P5	P0A6P5		der		5031300.0	4870700.0	4832320.0	4754940.0	4682660.0	4701160.0	0	0.06929540784063765	-0.05952488232934764	False	0.013697788697788699	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A993	P0A993		fbp		17175800.0	17427200.0	17368600.0	16800700.0	16446800.0	17055600.0	0	0.07077719928584363	-0.047076163661603436	False	0.013728501228501229	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P24178	P24178		yffB		4284140.0	4197510.0	4175140.0	4612150.0	5102640.0	4613090.0	0	0.07086462449859465	0.1789136029529736	False	0.01375921375921376	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P11447	P11447		argH		1935960.0	1949930.0	2037140.0	2064320.0	2037580.0	2123900.0	0	0.07087030036108108	0.07192383849365706	False	0.013789926289926292	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A6J1	P0A6J1		cysC		1492670.0	1523900.0	1487950.0	1420610.0	1468060.0	1468130.0	0	0.07100721371812899	-0.048104493680039044	False	0.01382063882063882	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P31069	P31069		kch		1184880.0	1061600.0	1136700.0	1361800.0	1423330.0	1203310.0	0	0.07119187026040458	0.2374446380607756	False	0.013851351351351352	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P06986	P06986		hisC		2673590.0	2685140.0	2683220.0	2635700.0	2546000.0	2543770.0	0	0.07147971633901776	-0.05792266039005169	False	0.013882063882063884	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A6I9	P0A6I9		coaE		1340830.0	1282950.0	1468370.0	1205440.0	1158030.0	1180730.0	0	0.0715859267097656	-0.20739901103512917	False	0.013912776412776414	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P67910	P67910		hldD		32152100.0	32215000.0	31993100.0	33360900.0	32591300.0	32738200.0	0	0.07177598218987245	0.03447236697610686	False	0.013943488943488945	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AF90	P0AF90		rraB		7274620.0	7464190.0	7776930.0	6589760.0	6703290.0	7271380.0	0	0.07194332802874852	-0.13078280981305707	False	0.013974201474201474	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A8N0	P0A8N0		matP		594302.0	528540.0	531347.0	463706.0	510593.0	482795.0	0	0.07211569742925034	-0.18303012810351896	False	0.014004914004914005	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P24193	P24193		hypE		3265900.0	3062180.0	3222740.0	2972990.0	3040790.0	2956150.0	0	0.07263591803905167	-0.09052787660531175	False	0.014035626535626537	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P07014	P07014		sdhB		1612990.0	1714730.0	1635740.0	1762240.0	1746150.0	1766350.0	0	0.07282100445832417	0.08775381703638645	False	0.014066339066339067	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P22939	P22939		ispA		3549090.0	3556490.0	3574790.0	3435510.0	3475760.0	3331200.0	0	0.07291987864646426	-0.060397959969639994	False	0.014097051597051598	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P24183	P24183		fdnG		5483020.0	5539990.0	5609580.0	5636260.0	5624720.0	5711330.0	0	0.07310716554017072	0.02917009461569072	False	0.014127764127764128	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AG99	P0AG99		secG		6317100.0	6311350.0	6482120.0	6160280.0	6112780.0	6286190.0	0	0.07389942532283686	-0.04223239866667148	False	0.014158476658476658	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A9G8	P0A9G8		modE		3423480.0	3327360.0	3238530.0	3457330.0	3701760.0	3511230.0	0	0.07420907802755944	0.09513784335062628	False	0.01418918918918919	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P69776	P69776		lpp		41592600.0	40114800.0	41863000.0	39637900.0	39028100.0	39955100.0	0	0.07437639899063132	-0.05897254668506107	False	0.014219901719901722	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P00957	P00957		alaS		15112400.0	15195900.0	14922700.0	14794300.0	14789300.0	14828800.0	0	0.07442384377120459	-0.026349357323904837	False	0.014250614250614252	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A6B4	P0A6B4		alr		3104780.0	3143880.0	3235240.0	3279580.0	3326100.0	3230400.0	0	0.07549489900192743	0.05260301802804964	False	0.014281326781326781	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A884	P0A884		thyA		8131930.0	8352620.0	8179150.0	8476320.0	8425550.0	8376140.0	0	0.0758039151651213	0.03549364620246835	False	0.014312039312039313	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P28629	P28629		adiA		1590140.0	1586650.0	1559930.0	1612930.0	1702610.0	1701090.0	0	0.07616357187979568	0.08283014356314636	False	0.014342751842751843	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P77398	P77398		arnA		59747800.0	61847300.0	55092600.0	50189900.0	53819800.0	54668900.0	0	0.07640846180274703	-0.1550940371554349	False	0.014373464373464375	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P36672	P36672		treB		1256000.0	1270240.0	1321810.0	1319550.0	1428700.0	1434000.0	0	0.07652224615895672	0.12015175864949655	False	0.014404176904176906	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A7E1	P0A7E1		pyrD		8770910.0	8621360.0	8833850.0	8519760.0	8532290.0	8537300.0	0	0.07699047439965268	-0.03546088348637138	False	0.014434889434889435	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P75780	P75780		fiu		728108.0	686031.0	737317.0	657587.0	693059.0	656853.0	0	0.07717516035319878	-0.09991406655734118	False	0.014465601965601966	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AAU7	P0AAU7		ybfE		1649450.0	1586540.0	1823400.0	1561690.0	1374350.0	1476300.0	0	0.07724299504071705	-0.19741948828710879	False	0.014496314496314498	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AF98	P0AF98		lptF		847554.0	821745.0	918583.0	912951.0	978598.0	1046040.0	0	0.07737533225566452	0.1828607255333308	False	0.014527027027027028	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A8E5	P0A8E5		yacL		492792.0	505095.0	474187.0	572481.0	682407.0	571151.0	0	0.07782297330047165	0.3108673819437665	False	0.01455773955773956	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P77279	P77279		ybbL		2542650.0	2560160.0	2509500.0	2721840.0	2707660.0	2950700.0	0	0.07828284632375224	0.13865036095879135	False	0.014588452088452088	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P39830	P39830		ybaL		1690640.0	1619640.0	1667650.0	1542100.0	1232870.0	1309880.0	0	0.0786601138934646	-0.2852628411227509	False	0.01461916461916462	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P23843	P23843		oppA		55248100.0	55779700.0	54502600.0	56997700.0	55714700.0	56529700.0	0	0.07871433179503134	0.031992296962825094	False	0.014649877149877151	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
Q46856	Q46856		yqhD		5010980.0	5055010.0	4948620.0	4922190.0	4902710.0	4772220.0	0	0.07882988199423176	-0.04068324719615381	False	0.014680589680589683	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P27833	P27833		rffA		2210430.0	2318280.0	2245420.0	2451150.0	2524140.0	2321640.0	0	0.07912993645344844	0.10725394058164626	False	0.014711302211302213	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AFG0	P0AFG0		nusG		14734800.0	14953400.0	14853800.0	15025700.0	14960300.0	15133700.0	0	0.07913392077008513	0.018591136650748914	False	0.014742014742014743	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P36938	P36938		pgm		7765990.0	7821670.0	7636520.0	7406230.0	7506210.0	7656310.0	0	0.07922513678275939	-0.04130114361622364	False	0.014772727272727272	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P27298	P27298		prlC		9948580.0	9792220.0	9773440.0	10072900.0	10014300.0	10354800.0	0	0.079297609902649	0.04465195269233412	False	0.014803439803439804	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P17117	P17117		nfsA		4170190.0	4366350.0	4197030.0	4357300.0	4429950.0	4486580.0	0	0.07959447463804194	0.05994775086283348	False	0.014834152334152336	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P76192	P76192		ydhV		1680210.0	1749760.0	1626410.0	1557720.0	1615400.0	1567660.0	0	0.07963073147680326	-0.09298044473773029	False	0.014864864864864867	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P08373	P08373		murB		1717140.0	1643030.0	1722950.0	1806540.0	1853780.0	1734240.0	0	0.07979924070210576	0.08579100335853551	False	0.014895577395577396	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P33916	P33916		yejF		1085000.0	1063450.0	944271.0	953481.0	906323.0	840039.0	0	0.0799875440564912	-0.19600117635532666	False	0.014926289926289927	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A7J0	P0A7J0		ribB		13105100.0	13389700.0	13215300.0	13903800.0	14606400.0	13712700.0	0	0.08030837536779709	0.08851967693214521	False	0.014957002457002457	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0ABQ4	P0ABQ4		folA		2519450.0	2533140.0	2681210.0	2665110.0	2850520.0	2739880.0	0	0.08057285519642529	0.09417988707518865	False	0.014987714987714989	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A7M9	P0A7M9		rpmE		57647400.0	57526000.0	54655400.0	59769400.0	59390800.0	60029500.0	0	0.08092099754557681	0.07740657671681528	False	0.01501842751842752	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AC84	P0AC84		gloB		1648040.0	1679530.0	1651890.0	1297920.0	1280680.0	1550350.0	0	0.08109027093626117	-0.2702143488630024	False	0.015049140049140049	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P32662	P32662		gph		1213380.0	1273540.0	1228190.0	1141570.0	926110.0	875281.0	0	0.08118006265501654	-0.33613650401629597	False	0.01507985257985258	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P61316	P61316		lolA		4164600.0	4128700.0	4004070.0	4249600.0	4268480.0	4251210.0	0	0.08160051592975585	0.054328506437669684	False	0.015110565110565112	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P18390	P18390		yjjA		1608410.0	1658240.0	1654200.0	1702800.0	1714950.0	1814930.0	0	0.08228477415861044	0.08864249475716157	False	0.015141277641277642	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0ACU7	P0ACU7		yjdC		405422.0	372411.0	462069.0	469994.0	595621.0	503372.0	0	0.0824460299194443	0.3396073021007678	False	0.015171990171990174	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P07023	P07023		tyrA		2660430.0	2559120.0	2702240.0	2555250.0	2533090.0	2465300.0	0	0.08291196083978215	-0.06865442930656988	False	0.015202702702702704	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P00582	P00582		polA		3526230.0	3620140.0	3517390.0	3436260.0	3452480.0	3488880.0	0	0.08305776805334349	-0.03924060200013048	False	0.015233415233415233	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A8I1	P0A8I1		yqgF		1436590.0	1548790.0	1440340.0	1579050.0	1570050.0	1608680.0	0	0.08359034281289737	0.1043763833102014	False	0.015264127764127765	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P68206	P68206		yjbJ		2181380.0	2290770.0	2316220.0	2175110.0	2116760.0	2135660.0	0	0.08466693255818629	-0.07880076235176646	False	0.015294840294840297	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P60061	P60061		adiC		1052490.0	1008410.0	1054160.0	1058900.0	1113320.0	1132280.0	0	0.08525924679331494	0.08517204410977498	False	0.015325552825552827	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P17846	P17846		cysI		11398200.0	11481700.0	11218800.0	11592000.0	11572300.0	11929400.0	0	0.08554262699232465	0.0414953239277941	False	0.015356265356265357	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P63284	P63284		clpB		18855600.0	18677900.0	18343400.0	18253100.0	18056900.0	18277300.0	0	0.08573267797787912	-0.033686643359771486	False	0.015386977886977887	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AGJ9	P0AGJ9		tyrS		10571900.0	10503700.0	10534500.0	11057000.0	10691300.0	10844900.0	0	0.0859909097219843	0.0441854035311866	False	0.015417690417690418	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P69910	P69910		gadB		42292400.0	41789700.0	42256300.0	42648900.0	43047900.0	42377400.0	0	0.0865411569332362	0.01968667362058794	False	0.01544840294840295	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P00561	P00561		thrA		3276110.0	3152920.0	3276180.0	3332390.0	3597750.0	3431110.0	0	0.08691935768388336	0.09436672764525014	False	0.015479115479115482	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
