Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A8P3	P0A8P3		yggX		20604800.0	20837200.0	20896200.0	20550200.0	21747800.0	21143800.0	0	0.16057155125379616	-0.03848638464420868	False	0.025381795968234578	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGA2	P0AGA2		secY		3800820.0	3613880.0	3968020.0	3775770.0	3576930.0	3831340.0	0	0.1607021719738688	0.06681377081727573	False	0.02541233964569334	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06983	P06983		hemC		11560400.0	10948900.0	10816700.0	11335500.0	10842300.0	10543700.0	0	0.161909008303977	0.06019574719595104	False	0.025442883323152112	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77338	P77338		kefA		1337710.0	1417970.0	1509540.0	1514270.0	1214580.0	1304630.0	0	0.16230085773110703	0.14766833411683675	False	0.025473427000610876	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P03817	P03817		mioC		9198130.0	9016210.0	9086910.0	9126710.0	8295360.0	8747840.0	0	0.1625205772973987	0.07299001370634799	False	0.02550397067806964	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P15005	P15005		mcrB		681811.0	659484.0	631039.0	725239.0	606413.0	596480.0	0	0.16273232835035673	0.13007190654195638	False	0.025534514355528407	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8N0	P0A8N0		matP		360377.0	468022.0	439391.0	424443.0	429573.0	478502.0	0	0.1641113069756717	-0.16872993159081312	False	0.025565058032987174	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P45748	P45748		rimN		4433350.0	4060980.0	4104840.0	4342500.0	4054950.0	4155650.0	0	0.1646775860712258	0.06988886666441577	False	0.02559560171044594	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6L7	P0A6L7		uxaB		1323130.0	1432550.0	1379540.0	1371630.0	1377880.0	1520900.0	0	0.16494670028757485	-0.08825788104419018	False	0.025626145387904704	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AC38	P0AC38		aspA		133328000.0	130691000.0	130393000.0	133605000.0	129116000.0	131119000.0	0	0.16496178864603323	0.023427663135232337	False	0.02565668906536347	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8D3	P0A8D3		yaiI		1808160.0	1757800.0	1924280.0	1828450.0	1833740.0	1720310.0	0	0.16545951645858434	0.06610139210860029	False	0.02568723274282224	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P64545	P64545		yfgG		596470.0	694674.0	612880.0	562662.0	608243.0	629890.0	0	0.1656898715390471	-0.1253092109548615	False	0.025717776420281002	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76116	P76116		yncE		4423670.0	4432340.0	4563240.0	4390440.0	4308810.0	4208000.0	0	0.16632726696447508	0.04693495157992885	False	0.025748320097739773	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75915	P75915		ycdY		8921270.0	9461010.0	8751110.0	8564070.0	9061170.0	8838700.0	0	0.16640051530756322	-0.06054210688215389	False	0.025778863775198536	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6C1	P0A6C1		nfo		2077780.0	1970690.0	2048080.0	2204960.0	2046380.0	2018790.0	0	0.16656851827076652	0.06883303358973254	False	0.0258094074526573	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P05719	P05719		hsdS		1117280.0	854217.0	1089890.0	957649.0	1035290.0	904985.0	0	0.1669195498447742	0.1795369475632317	False	0.025839951130116067	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77279	P77279		ybbL		2212200.0	2070930.0	2185770.0	2399350.0	2075070.0	2221960.0	0	0.16813645016004397	0.09413476901428264	False	0.025870494807574834	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P46889	P46889		ftsK		703818.0	848153.0	696830.0	838634.0	804638.0	866709.0	0	0.16986010008210242	-0.17010123343956743	False	0.0259010384850336	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7A9	P0A7A9		ppa		88971100.0	84868000.0	83239900.0	85394100.0	81796600.0	79568100.0	0	0.17078691303298332	0.06513878965389779	False	0.025931582162492365	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P62768	P62768		yaeH		5432140.0	5388330.0	5329960.0	5391080.0	5523630.0	5507710.0	0	0.17138613718281767	-0.023606922928811922	False	0.02596212583995113	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8T1	P0A8T1		prmA		8067910.0	7964090.0	8216240.0	7980720.0	7919010.0	7500740.0	0	0.17441984198227065	0.053357267935389696	False	0.0259926695174099	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEB2	P0AEB2		dacA		7508230.0	7409230.0	7790250.0	7434160.0	7363040.0	7304880.0	0	0.17458786199335863	0.04221129510756091	False	0.026023213194868663	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P31057	P31057		panB		5611990.0	5290500.0	5483890.0	6032560.0	5317890.0	5533440.0	0	0.175380831494106	0.0855896153625435	False	0.026053756872327433	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30014	P30014		rnt		5323730.0	5086930.0	5390370.0	5199800.0	5248040.0	5211990.0	0	0.17572665075904736	0.03365493028595215	False	0.026084300549786197	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q46829	Q46829		bglA		11535900.0	11734400.0	10985400.0	11162700.0	11527500.0	11399400.0	0	0.17593368729810585	-0.041262295269176734	False	0.02611484422724496	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6Q3	P0A6Q3		fabA		13607500.0	13461500.0	13749000.0	13402200.0	13069900.0	12424200.0	0	0.17665293300345633	0.06527730192025405	False	0.026145387904703728	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A959	P0A959		alaA		1938880.0	1869960.0	1922830.0	2013370.0	1948810.0	1811320.0	0	0.1766700164526817	0.06145051201123467	False	0.026175931582162495	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P02359	P02359		rpsG		132451000.0	129922000.0	129681000.0	129004000.0	127583000.0	126132000.0	0	0.17705471468850498	0.027928458976245494	False	0.026206475259621262	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A698	P0A698		uvrA		5858350.0	6134450.0	6049480.0	6052660.0	6064570.0	6141720.0	0	0.17766436563813107	-0.030225138633251013	False	0.026237018937080026	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09126	P09126		hemD		1434190.0	1416730.0	1404130.0	1412150.0	1358780.0	1343960.0	0	0.17828580236563957	0.04516364146803647	False	0.02626756261453879	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77625	P77625		yfbT		8034370.0	7752110.0	8028810.0	7878020.0	7962040.0	7836270.0	0	0.17941644966207057	0.02374267680824117	False	0.02629810629199756	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AB55	P0AB55		yciI		3786270.0	3382120.0	4005200.0	3913870.0	3806530.0	3741200.0	0	0.17950323656050454	0.09889323863834815	False	0.026328649969456323	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37128	P37128		nudK		4035370.0	4523040.0	4512080.0	4233210.0	4566070.0	4529920.0	0	0.17958886441792096	-0.09166161294858088	False	0.02635919364691509	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P18196	P18196		minC		2375110.0	2401030.0	2423390.0	2394340.0	2584960.0	2639400.0	0	0.1796714652731222	-0.08424961332116715	False	0.026389737324373858	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07821	P07821		fhuC		584246.0	550214.0	518745.0	555500.0	46548.8	62818.4	2	0.17996780833490222	1.3302489997585676	False	0.02642028100183262	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06987	P06987		hisB		1282050.0	1329350.0	1368070.0	1355360.0	1169640.0	1078610.0	0	0.18202848995714818	0.16298304625040635	False	0.02645082467929139	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75874	P75874		yccU		2822770.0	2960380.0	2707240.0	2849380.0	2898450.0	2814500.0	0	0.18212707944011805	-0.04974077884416836	False	0.026481368356750152	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30870	P30870		glnE		540461.0	481367.0	364903.0	388880.0	556494.0	577403.0	0	0.18263745415208352	-0.3196603493776262	False	0.026511912034208922	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09831	P09831		gltB		2491890.0	2510960.0	2539790.0	2535970.0	2471080.0	2491420.0	0	0.18299273801977203	0.01806904174076301	False	0.026542455711667686	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGG0	P0AGG0		thiL		3709850.0	3427260.0	3314650.0	3613590.0	3227280.0	3292670.0	0	0.18356094230298844	0.0968753081077571	False	0.02657299938912645	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P46837	P46837		yhgF		7221310.0	7098730.0	7232620.0	7194230.0	6896660.0	7168310.0	0	0.18380596676572025	0.03265253483191289	False	0.02660354306658522	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABQ0	P0ABQ0		coaBC		735143.0	729257.0	788989.0	752278.0	734264.0	646113.0	0	0.18396397600225778	0.10976769443155222	False	0.026634086744043984	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P28629	P28629		adiA		1860690.0	1849230.0	1966310.0	1982660.0	1884980.0	1852660.0	0	0.18429813068172943	0.056413484105259204	False	0.02666463042150275	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6H8	P0A6H8		cls		216423.0	326707.0	205393.0	172947.0	267289.0	204483.0	0	0.18537304550975353	-0.42493956462810595	False	0.026695174098961518	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P26646	P26646		acuI		6068260.0	5925830.0	6442220.0	6058160.0	5934510.0	5957240.0	0	0.185466399961696	0.05956675160246143	False	0.026725717776420282	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76227	P76227		ynjH		3430020.0	3578840.0	3396610.0	3444070.0	3434680.0	3498320.0	0	0.18561795031899453	-0.03348070982760882	False	0.02675626145387905	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07862	P07862		ddlB		5979320.0	5463590.0	5632350.0	5702300.0	5474270.0	5722110.0	0	0.18639388888694816	0.05555076202189644	False	0.026786805131337812	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A962	P0A962		ansA		1642500.0	1541120.0	1633380.0	1734440.0	1615380.0	1293090.0	0	0.18716004466395442	0.17123034117317376	False	0.026817348808796583	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P52647	P52647		ydbK		1811900.0	1956240.0	1918890.0	1891180.0	1959540.0	1894750.0	0	0.1877591792277869	-0.04759400798091293	False	0.026847892486255347	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08189	P08189		fimF		734095.0	576888.0	769742.0	682685.0	733776.0	568199.0	0	0.18802012051462474	0.2187779899645281	False	0.02687843616371411	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7C6	P0A7C6		pepE		4859550.0	4885090.0	4723310.0	4865330.0	4908330.0	5159900.0	0	0.1881076526378967	-0.04957706317957083	False	0.02690897984117288	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76270	P76270		msrC		3240600.0	2839260.0	3028370.0	2969060.0	2973700.0	2954400.0	0	0.18928725893297188	0.07544274302064283	False	0.026939523518631645	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACC3	P0ACC3		erpA		6940460.0	6562540.0	6723770.0	6856350.0	6845560.0	6535250.0	0	0.1896696147822658	0.041163740365569	False	0.02697006719609041	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P63020	P63020		nfuA		8638790.0	8120960.0	8738510.0	8595350.0	8638870.0	8354980.0	0	0.18984539258251718	0.048454859593787244	False	0.02700061087354918	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGI8	P0AGI8		trkA		443363.0	393834.0	371568.0	477352.0	390361.0	319865.0	0	0.1910510522657552	0.22710346638200138	False	0.027031154551007942	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33643	P33643		rluD		2437820.0	2475340.0	2547870.0	2630580.0	2464330.0	2337470.0	0	0.19138864198085664	0.06571305769056342	False	0.02706169822846671	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8F0	P0A8F0		upp		27681500.0	28486000.0	28283500.0	28840000.0	29752400.0	28919900.0	0	0.192502485738298	-0.03948873048938149	False	0.027092241905925473	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P63224	P63224		gmhA		22622900.0	22584400.0	23570000.0	23387900.0	22546400.0	22803900.0	0	0.1929542190380961	0.034540597156379305	False	0.027122785583384244	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG78	P0AG78		sbp		668732.0	679859.0	795174.0	926360.0	671964.0	616599.0	0	0.19330347279802707	0.2801316311021834	False	0.027153329260843007	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFX0	P0AFX0		hpf		1349890.0	1325380.0	1249930.0	1114580.0	1324980.0	1456820.0	0	0.19370557137629343	-0.14501898979180355	False	0.02718387293830177	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AC33	P0AC33		fumA		6698300.0	7103290.0	7059930.0	6667050.0	6859720.0	7310790.0	0	0.193927955306346	-0.0587218998179106	False	0.02721441661576054	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00957	P00957		alaS		14200600.0	14267400.0	13786000.0	14290700.0	14390000.0	14491100.0	0	0.19404169989489237	-0.029427163608111737	False	0.027244960293219305	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P15067	P15067		glgX		1747950.0	1888750.0	1906160.0	1626030.0	1966850.0	1878310.0	0	0.19540949382982678	-0.1189430777225561	False	0.027275503970678072	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69783	P69783		crr		240253000.0	230172000.0	237278000.0	241894000.0	240226000.0	231228000.0	0	0.19552949630514632	0.036142083554155595	False	0.027306047648136836	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37329	P37329		modA		4198790.0	3968230.0	4096790.0	4120000.0	3785740.0	4120660.0	0	0.19641537546363225	0.06426909790295991	False	0.027336591325595603	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P25745	P25745		mnmA		3940140.0	3664250.0	3940160.0	4040900.0	3697140.0	3987340.0	0	0.1968286611117453	0.07099860707467069	False	0.02736713500305437	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P45799	P45799		nudE		1982170.0	1808620.0	2014330.0	1917190.0	1977820.0	1830020.0	0	0.19742603113544846	0.07439751803141595	False	0.027397678680513134	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABP8	P0ABP8		deoD		50281600.0	50392900.0	51629300.0	50363700.0	49867700.0	49577000.0	0	0.19792764500044427	0.023275617967503368	False	0.027428222357971904	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39286	P39286		rsgA		2166410.0	1968880.0	2146070.0	2122520.0	2124810.0	2082790.0	0	0.19972431145535186	0.05915527363942559	False	0.027458766035430668	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0C0L9	P0C0L9		iscX		1586600.0	1664130.0	1556280.0	1618720.0	1642790.0	1588530.0	0	0.2000087210332136	-0.03999504991063113	False	0.02748930971288943	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P27238	P27238		yfeD		935894.0	1108100.0	957878.0	1003400.0	1039930.0	969561.0	0	0.20062205839667596	-0.1057863343745546	False	0.027519853390348202	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGE6	P0AGE6		yieF		8676840.0	8770300.0	8250090.0	8391620.0	8581030.0	8655300.0	0	0.2012745243662894	-0.038684679982842904	False	0.027550397067806966	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6U5	P0A6U5		rsmG		5495090.0	5426570.0	5718920.0	5761670.0	5593340.0	5496490.0	0	0.2018670626547946	0.03957010235639642	False	0.027580940745265733	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P61320	P61320		lolB		2940450.0	3200270.0	3204570.0	3025420.0	3231910.0	3167880.0	0	0.20245863993758115	-0.06605246630048547	False	0.027611484422724496	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AED7	P0AED7		dapE		4283860.0	4179600.0	4211160.0	4285700.0	4160400.0	4260140.0	0	0.20261633792605946	0.02052934900827237	False	0.027642028100183264	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37665	P37665		yiaD		5867400.0	5786040.0	5734790.0	5947550.0	5758010.0	5520160.0	0	0.20324564867664746	0.04047603174397028	False	0.02767257177764203	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAT4	P0AAT4		mscM		1963580.0	1924070.0	1950390.0	1928960.0	1842470.0	1926210.0	0	0.20347045349476078	0.03756626104383869	False	0.027703115455100794	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A805	P0A805		frr		28642800.0	29709600.0	27801400.0	29817700.0	29297700.0	30490100.0	0	0.20414038729448059	-0.05312227792794332	False	0.027733659132559565	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76223	P76223		ynjB		2030510.0	2004660.0	1980710.0	2048050.0	1891210.0	1975480.0	0	0.20433955481967384	0.0454517327636403	False	0.02776420281001833	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADC3	P0ADC3		lolC		1958780.0	2095590.0	1925530.0	1905400.0	1959410.0	2325450.0	0	0.20450174450404304	-0.1401670908211577	False	0.027794746487477092	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AES9	P0AES9		hdeA		6182920.0	6373740.0	6126700.0	6525080.0	6498660.0	6659450.0	0	0.2053843285868444	-0.0524355494201235	False	0.02782529016493586	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P29208	P29208		menC		2974210.0	2645480.0	2869220.0	3011930.0	2930390.0	2826640.0	0	0.2055495112734868	0.07573060403242718	False	0.027855833842394626	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6F5	P0A6F5		groL		81205100.0	79575900.0	79790700.0	82753100.0	79789200.0	79662600.0	0	0.20664875690986606	0.02821789195506421	False	0.027886377519853393	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7W7	P0A7W7		rpsH		59908000.0	60173200.0	60628700.0	59807400.0	58417700.0	57347900.0	0	0.21020141330652617	0.03567854857791469	False	0.027916921197312157	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07913	P07913		tdh		4118510.0	4146860.0	4034670.0	4246210.0	4291390.0	4333320.0	0	0.21203193159245776	-0.042666737837541706	False	0.027947464874770924	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P16431	P16431		hycE		3232600.0	3037330.0	3030740.0	3163870.0	3054890.0	3016890.0	0	0.21242510160276296	0.04952076255954763	False	0.02797800855222969	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30871	P30871		ygiF		3361520.0	3394210.0	3316270.0	3329450.0	3599800.0	3386480.0	0	0.2136875901732115	-0.05283041291058803	False	0.028008552229688455	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0C0V0	P0C0V0		degP		13400700.0	13356000.0	13135800.0	13551400.0	12980800.0	12976400.0	0	0.21390964158050757	0.028153043604686654	False	0.028039095907147225	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7E1	P0A7E1		pyrD		6921930.0	7025180.0	7004920.0	6936390.0	6988390.0	7208940.0	0	0.21443659604307802	-0.02463207325417609	False	0.02806963958460599	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8W8	P0A8W8		yfbU		17128200.0	17755000.0	17870400.0	17110500.0	17712900.0	17960200.0	0	0.21531421838384585	-0.036063375682893584	False	0.028100183262064753	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9K3	P0A9K3		ybeZ		5631580.0	5820040.0	5760520.0	5782960.0	5743380.0	5896310.0	0	0.21611547391425526	-0.023716110060478697	False	0.02813072693952352	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABC7	P0ABC7		hflK		13367900.0	13553800.0	13559600.0	13568100.0	13684900.0	13605000.0	0	0.21663175092226777	-0.0123484025486592	False	0.028161270616982287	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P42641	P42641		obgE		7974180.0	7454910.0	7638220.0	7648850.0	7403070.0	7737920.0	0	0.21755913743168526	0.041867604595433656	False	0.028191814294441054	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69428	P69428		tatA		24790000.0	27389000.0	25625800.0	24560700.0	24814800.0	26878000.0	0	0.21757767552340854	-0.07690722864474248	False	0.028222357971899818	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFF6	P0AFF6		nusA		23411500.0	23550600.0	24216400.0	23713600.0	23144000.0	23414700.0	0	0.2176939140669757	0.025135719241175348	False	0.02825290164935858	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A935	P0A935		mltA		5385240.0	5534060.0	5517760.0	5360150.0	5513290.0	5469940.0	0	0.21878451991716114	-0.022370283243244776	False	0.028283445326817352	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q47147	Q47147		yafJ		1104860.0	915788.0	1068390.0	1149610.0	1090610.0	1044310.0	0	0.2189008147267137	0.1232814118675881	False	0.028313989004276115	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAN1	P0AAN1		hybE		1037150.0	990586.0	1049280.0	1002680.0	1029090.0	956218.0	0	0.2197920220026888	0.053868105537370474	False	0.028344532681734886	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFZ3	P0AFZ3		sspB		8186880.0	8059520.0	7686430.0	7603240.0	8172760.0	8194720.0	0	0.22033609236168028	-0.05725627745781055	False	0.02837507635919365	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7B5	P0A7B5		proB		3621570.0	3596330.0	3625530.0	3606130.0	3582900.0	3618880.0	0	0.22037091628174693	0.007345644421989391	False	0.028405620036652413	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39160	P39160		uxuB		1363930.0	1345810.0	1210890.0	1300720.0	1339610.0	1425830.0	0	0.2210356860941263	-0.08517976014617447	False	0.02843616371411118	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P27303	P27303		emrA		1442530.0	1448950.0	1301460.0	1399570.0	1499460.0	1414220.0	0	0.22260471821079478	-0.07432730918143965	False	0.028466707391569947	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09053	P09053		avtA		459746.0	484010.0	507837.0	481746.0	435511.0	439588.0	0	0.22336701378883211	0.09272396183958417	False	0.028497251069028715	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAA1	P0AAA1		yagU		2877210.0	2846270.0	2851070.0	2789400.0	2613140.0	2711890.0	0	0.2234070850523453	0.05989491051060585	False	0.028527794746487478	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P36680	P36680		zapD		2610530.0	2524080.0	2600050.0	2513130.0	2483260.0	2552630.0	0	0.22381436177257866	0.03091348737970221	False	0.028558338423946242	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P23721	P23721		serC		11174900.0	10873700.0	10872000.0	11072800.0	10825500.0	10965100.0	0	0.22490410964359048	0.0199748819515065	False	0.028588882101405012	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABS5	P0ABS5		dnaG		586883.0	513681.0	578810.0	613581.0	599328.0	464900.0	0	0.2249973517396598	0.17327469039415178	False	0.028619425778863776	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24232	P24232		hmp		927484.0	56058.5	812041.0	960749.0	46548.8	986006.0	2	0.22502246278914803	1.310614239444164	False	0.028649969456322543	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9N4	P0A9N4		pflA		4905520.0	4970770.0	4753090.0	4864940.0	4887820.0	4900800.0	0	0.2257369376414272	-0.023238961341707207	False	0.02868051313378131	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77247	P77247		yniC		1718000.0	1662980.0	1829330.0	1876780.0	1678860.0	1803950.0	0	0.22580865047323473	0.07599385457197097	False	0.028711056811240074	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07639	P07639		aroB		3342700.0	3366760.0	3303290.0	3439970.0	3241640.0	3171240.0	0	0.2265067459899462	0.04449514484811142	False	0.02874160048869884	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADU2	P0ADU2		ygiN		8663780.0	8532760.0	8964560.0	8634340.0	8557610.0	8634890.0	0	0.22653806939031004	0.029828486701903766	False	0.028772144166157605	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08331	P08331		cpdB		2370040.0	2366260.0	2310450.0	2398070.0	2230160.0	2270440.0	0	0.22681794869966532	0.04380535039210186	False	0.028802687843616375	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77737	P77737		oppF		1669320.0	2029850.0	1600810.0	1733190.0	1641110.0	1919950.0	0	0.2269193452813854	-0.16019739479049158	False	0.02883323152107514	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P28904	P28904		treC		2446110.0	2623600.0	2532860.0	2452600.0	2588830.0	2466090.0	0	0.22741755413859935	-0.047161236814426785	False	0.028863775198533902	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00956	P00956		ileS		24078400.0	24102300.0	24510300.0	24140900.0	24086500.0	23504200.0	0	0.22985869784493704	0.020710378589697345	False	0.028894318875992673	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
