Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				1536620.0	22777800.0	1593920.0	1439140.0	23015500.0	22799800.0	0	4.7561212364661024e-08	-3.9078984117367455	True	3.0543677458766035e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				1127730.0	13187400.0	824019.0	1001600.0	13417600.0	13180900.0	0	6.237358987245244e-08	-3.751833478408796	True	6.108735491753207e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				646397.0	10072300.0	648392.0	774131.0	9987030.0	10001300.0	0	7.382446820612183e-08	-3.8609254791075003	True	9.163103237629813e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				472559.0	9986020.0	495293.0	689769.0	10000100.0	10165300.0	0	7.457334013164728e-08	-4.185039857830986	True	0.00012217470983506414	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				620445.0	6082120.0	646669.0	496520.0	6160820.0	6251040.0	0	1.3165681751112241e-07	-3.390432633312829	True	0.00015271838729383018	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				2151850.0	33572900.0	2224420.0	2059990.0	33502600.0	33237600.0	0	2.3044181305561126e-07	-3.9621436046519296	True	0.00018326206475259625	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				687464.0	8657320.0	764996.0	867963.0	8674550.0	8891440.0	0	4.667548093988716e-07	-3.498390069589783	True	0.00021380574221136227	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				699310.0	9687220.0	666626.0	652442.0	9708560.0	9795920.0	0	6.265040328494896e-07	-3.8542899382094165	True	0.0002443494196701283	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				1674140.0	19649300.0	1433210.0	1725820.0	19589800.0	19177900.0	0	6.617196256182157e-07	-3.5953466250374637	True	0.00027489309712889435	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				989558.0	17070100.0	970272.0	1065770.0	16856800.0	17079100.0	0	1.3541180695384062e-06	-4.075373792416258	True	0.00030543677458766036	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2729890.0	23376800.0	2377740.0	2838440.0	23452400.0	23599200.0	0	1.6759742432913406e-06	-3.1478438999452174	True	0.00033598045204642643	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				1542870.0	24622500.0	1652510.0	1537640.0	24280200.0	24528600.0	0	1.9652381652124394e-06	-3.9555622176270737	True	0.0003665241295051925	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				1557630.0	23968700.0	1662880.0	1676250.0	24078800.0	24319100.0	0	2.231559061432606e-06	-3.885424597535223	True	0.00039706780696395846	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				1610550.0	19028100.0	1543670.0	2139790.0	19761500.0	18898800.0	0	2.5061190166490873e-06	-3.445848425406568	True	0.00042761148442272453	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				2379930.0	23652700.0	2697400.0	2579090.0	23922500.0	23286100.0	0	2.5074680109137397e-06	-3.2102560554683057	True	0.00045815516188149055	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				583098.0	8678950.0	545797.0	533163.0	8555040.0	8683210.0	0	3.2464411736013524e-06	-3.9628672300170016	True	0.0004886988393402566	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P77717	P77717		ybaY		1275700.0	1497180.0	1291620.0	1282340.0	1485980.0	1499310.0	0	4.996713242586924e-06	-0.21956289419849898	True	0.0005192425167990227	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A7J3	P0A7J3		rplJ		497738000.0	527846000.0	497173000.0	497298000.0	528538000.0	527276000.0	0	8.79232969277813e-06	-0.08581301800796673	True	0.0005497861942577887	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A972	P0A972		cspE		231598000.0	161193000.0	229518000.0	232868000.0	158898000.0	163954000.0	0	9.186867656863862e-06	0.5197612253051968	True	0.0005803298717165547	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				627603.0	4230850.0	439369.0	454177.0	4436840.0	4151620.0	0	9.433897304487417e-06	-3.07508523056084	True	0.0006108735491753207	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P52614	P52614		fliK		1158130.0	261970.0	1195680.0	1117660.0	319475.0	262604.0	0	9.828920644439786e-06	2.040148043931106	True	0.0006414172266340867	True	True	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				422914.0	8510730.0	548148.0	824604.0	7922500.0	8125340.0	0	1.0978252482667139e-05	-3.7736356237487994	True	0.0006719609040928529	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				719044.0	9574030.0	651999.0	772980.0	9727640.0	9883280.0	0	1.1537862894149647e-05	-3.7668323090822806	True	0.0007025045815516189	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				944992.0	14003100.0	1437110.0	883734.0	13782000.0	14004900.0	0	1.9989308018260062e-05	-3.6776335084310863	True	0.000733048259010385	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				1215230.0	20481700.0	1197630.0	1120390.0	20313000.0	20772400.0	0	2.2578799628532937e-05	-4.1230918769347085	True	0.0007635919364691509	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A9B2	P0A9B2		gapA		336975000.0	314871000.0	337890000.0	338831000.0	313390000.0	312276000.0	0	2.869846232391444e-05	0.10806845904790811	True	0.0007941356139279169	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				1185720.0	14712500.0	1263970.0	1429100.0	15255600.0	15350600.0	0	3.9924651953711116e-05	-3.5464279022635092	False	0.000824679291386683	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				1587250.0	29302800.0	1620000.0	1661530.0	29811600.0	29974900.0	0	4.33530451786633e-05	-4.193619950623889	False	0.0008552229688454491	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0C960	P0C960		emtA		184677.0	56058.5	185369.0	171580.0	46548.8	62818.4	3	4.3658593051919694e-05	1.711113610794864	False	0.0008857666463042152	True	True	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0ADC1	P0ADC1		lptE		1165300.0	759823.0	1184210.0	1136050.0	776830.0	723504.0	0	4.601401733465601e-05	0.624967470431499	False	0.0009163103237629811	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				1485900.0	22641300.0	1507430.0	1297780.0	22272000.0	23116700.0	0	4.729661555115449e-05	-3.9867482998252814	False	0.0009468540012217471	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A9P0	P0A9P0		lpdA		31944900.0	29995100.0	31836200.0	31734700.0	30102400.0	29975400.0	0	5.183604662827556e-05	0.0846462887198672	False	0.0009773976786805131	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				1782790.0	25126600.0	1892180.0	1928830.0	25873000.0	25241600.0	0	5.7398329133690546e-05	-3.766093454839187	False	0.0010079413561392794	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				750885.0	5902240.0	705532.0	877234.0	5774110.0	5517640.0	0	6.20884289009625e-05	-2.8812436466419205	False	0.0010384850335980454	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				1228360.0	23256800.0	1251060.0	1251900.0	23897100.0	23404600.0	0	7.367755156607403e-05	-4.241061894160191	False	0.0010690287110568112	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A991	P0A991		fbaB		8379640.0	7913830.0	8427740.0	8370280.0	7946250.0	7872800.0	0	7.981478470276973e-05	0.08525702277081279	False	0.0010995723885155774	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P76539	P76539		ypeA		2055960.0	1690220.0	2006570.0	2033240.0	1709790.0	1657100.0	0	8.203511238008914e-05	0.2694953097474924	False	0.0011301160659743434	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				796394.0	12430300.0	878775.0	745203.0	12571900.0	12040100.0	0	8.589854081917953e-05	-3.9358729747921393	False	0.0011606597434331094	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				2095220.0	34135800.0	2180950.0	2182320.0	34433800.0	35259700.0	0	9.632186420658127e-05	-4.006872909614879	False	0.0011912034208918754	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				1802950.0	17541900.0	1525240.0	1655150.0	16909600.0	16585100.0	0	0.00012589883700859716	-3.3563473078804544	False	0.0012217470983506415	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				744908.0	11458300.0	785216.0	728470.0	11847500.0	11399200.0	0	0.0001388104562648686	-3.9416466655659197	False	0.0012522907758094077	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				3051330.0	22036800.0	3571020.0	3011280.0	22913400.0	21265100.0	0	0.00014450513051789018	-2.7810131907094613	False	0.0012828344532681735	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				1640730.0	19535800.0	1697170.0	1618700.0	18779800.0	19387700.0	0	0.00015049258369562865	-3.5412310852302813	False	0.0013133781307269395	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P28304	P28304		qorA		4359480.0	4606670.0	4323960.0	4363860.0	4583340.0	4629430.0	0	0.00015237861237019375	-0.08294786783532065	False	0.0013439218081857057	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P27828	P27828		wecB		2247320.0	1944550.0	2241240.0	2282680.0	1960470.0	1971410.0	0	0.00015714981969484855	0.20448008801630893	False	0.0013744654856444715	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				184677.0	1921280.0	185369.0	171580.0	1845360.0	1928320.0	3	0.00016519094621281547	-3.3943168085842057	False	0.0014050091631032378	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				2038890.0	35834200.0	2049110.0	2210470.0	37540100.0	36592100.0	0	0.00017216009649593776	-4.125917551184257	False	0.0014355528405620038	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				823913.0	11495400.0	870531.0	849357.0	11979600.0	11994900.0	0	0.00020423325438769527	-3.8015375439039736	False	0.00146609651802077	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				426789.0	3569930.0	614706.0	563657.0	3892810.0	3957750.0	0	0.00021284462850168533	-2.830842726295111	False	0.0014966401954795358	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				1707710.0	19103100.0	1791910.0	1815270.0	19062800.0	18265500.0	0	0.0002129478844182505	-3.408386403341539	False	0.0015271838729383018	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				441666.0	5616210.0	422544.0	447084.0	5883680.0	5635810.0	0	0.0002418527547367815	-3.707942039871406	False	0.001557727550397068	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P06612	P06612		topA		5515790.0	5219220.0	5459620.0	5474980.0	5193800.0	5175460.0	0	0.00025544901083898654	0.07764152654210921	False	0.0015882712278558339	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				705695.0	11489100.0	700097.0	743140.0	11944700.0	11344400.0	0	0.00025744821120735967	-4.016491529145432	False	0.0016188149053146	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				459354.0	5883250.0	471315.0	433395.0	5912570.0	6203120.0	0	0.0002921683721812962	-3.72192870502271	False	0.001649358582773366	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0AGD1	P0AGD1		sodC		838523.0	564895.0	802614.0	852673.0	587541.0	528382.0	0	0.00032135594552348666	0.5691880352464899	False	0.001679902260232132	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)				184677.0	9217760.0	185369.0	171580.0	8766590.0	8595890.0	3	0.0004533462748277904	-5.616913325785214	False	0.0017104459376908981	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0ABD5	P0ABD5		accA		13593500.0	12499800.0	13496500.0	13602800.0	12617000.0	12697800.0	0	0.0004755725554438521	0.10583019485700892	False	0.0017409896151496641	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AC59	P0AC59		grxB		7338890.0	6348060.0	7567620.0	7521990.0	6578920.0	6386420.0	0	0.00048555701629917285	0.21573097352841447	False	0.0017715332926084304	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				1226490.0	15423800.0	1097940.0	1239380.0	16230700.0	16663400.0	0	0.0004983079542481024	-3.7610654248213207	False	0.0018020769700671962	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0ABV6	P0ABV6		tolR		6284560.0	7894400.0	6574850.0	6277080.0	7589430.0	7839220.0	0	0.0005091562713765654	-0.28543022877904073	False	0.0018326206475259622	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P76177	P76177		ydgH		14799000.0	13998400.0	14909100.0	14713800.0	13771300.0	13813600.0	0	0.0005684367811764337	0.09526684745889667	False	0.0018631643249847284	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P77748	P77748		ydiJ		1075520.0	878202.0	1033940.0	1073070.0	892110.0	858586.0	0	0.0006144256352776047	0.27571594654549747	False	0.0018937080024434942	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AF03	P0AF03		mog		12560900.0	13722500.0	12713900.0	12853000.0	13817600.0	14011600.0	0	0.0006780938330553897	-0.12406421404185942	False	0.0019242516799022604	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				1000920.0	14263700.0	1015740.0	1001720.0	15007000.0	13785300.0	0	0.0007070957207527228	-3.834367945085684	False	0.0019547953573610262	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A8I5	P0A8I5		trmB		6455350.0	5866970.0	6618280.0	6546240.0	5933730.0	5984370.0	0	0.00074627130365451	0.14164882969052844	False	0.0019853390348197925	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AC81	P0AC81		gloA		1726850.0	1328100.0	1818300.0	1847700.0	1198790.0	1316630.0	0	0.000776349474549483	0.48861973077340265	False	0.0020158827122785587	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AA10	P0AA10		rplM		71135600.0	65311200.0	70746600.0	72161300.0	63436400.0	64791900.0	0	0.0008753094140483446	0.14527598497567173	False	0.0020464263897373245	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P77690	P77690		arnB		475312.0	716465.0	482407.0	424027.0	751917.0	678062.0	0	0.0009111689338953915	-0.6354560977322405	False	0.0020769700671960907	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AG59	P0AG59		rpsN		25602300.0	23027600.0	25194900.0	25211100.0	23220600.0	22567900.0	0	0.000939844245773415	0.143410834591514	False	0.0021075137446548565	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A817	P0A817		metK		18533100.0	19739900.0	18615400.0	18824700.0	19820100.0	19545200.0	0	0.00095117139943151	-0.07854883317333246	False	0.0021380574221136223	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0CE47	P0CE47		tufA		1455620000.0	1389150000.0	1440500000.0	1441160000.0	1379900000.0	1395200000.0	0	0.001015742780920208	0.05873389850275187	False	0.0021686010995723886	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				1525600.0	22174100.0	1460530.0	1378120.0	24579100.0	23965700.0	0	0.0010256033232910126	-4.018290182522277	False	0.002199144777031155	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P11447	P11447		argH		2002120.0	1719880.0	1944700.0	2004860.0	1738170.0	1657190.0	0	0.0010995739400364267	0.21849502929280154	False	0.0022296884544899206	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A9I3	P0A9I3		gcvR		2465190.0	2208560.0	2444340.0	2423670.0	2159230.0	2137100.0	0	0.0011313612095566528	0.17291822619489575	False	0.002260232131948687	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P60240	P60240		rapA		4140990.0	4417570.0	4095830.0	4171640.0	4482930.0	4391520.0	0	0.0013095740859852712	-0.09923629359183211	False	0.0022907758094074526	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P62707	P62707		gpmA		43110100.0	37651600.0	43616200.0	42543800.0	38012500.0	39107600.0	0	0.0013472503572502848	0.17162166909213727	False	0.002321319486866219	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AAN5	P0AAN5		yaiA		1214360.0	1022880.0	1243630.0	1279390.0	1005520.0	988481.0	0	0.0014108099924539004	0.30896946700609246	False	0.0023518631643249847	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P04425	P04425		gshB		7663540.0	7422770.0	7705980.0	7744310.0	7327020.0	7411900.0	0	0.001500838044123684	0.06068843435714811	False	0.002382406841783751	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
