protein	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	9463109.768883828	10872537.523801245	12801776.910235353	217238572.12282628	211107742.92628163	217780695.3887108	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	7.217678535728908e-06	-4.285284415902336	True	0.000392512077294686	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	976895.525128216	805472.2882474194	2063250.191052205	21083776.050083	21693632.441874556	20995538.836011324	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			0	1.727281375643382e-05	-4.051657190142749	True	0.00042270531400966186	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	1664030.7995265785	1760553.3175684302	2586146.24837834	20009185.55399629	20471530.196737733	20290859.05798687	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)			0	2.205875725561672e-05	-3.337784468787233	True	0.0004528985507246377	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	3303124.592488463	5073902.509770796	7561431.953440362	59917673.01372849	64155954.1778077	65798194.68757467	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	2.7675255113778747e-05	-3.5744417565955624	True	0.00048309178743961357	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	68502.41962805665	2013789.380624191	2945435.5307045854	26753515.98900055	27385101.51609944	24458709.9846008	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			1	3.779884006151364e-05	-3.966501942769564	False	0.0005132850241545894	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	2215315.861353036	2604595.1553407563	2136295.7712414274	38136381.223183565	37208686.086530045	36586065.0767989	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			0	4.215334092980038e-05	-4.008166730876876	False	0.0005434782608695652	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	3230839.381753615	1919627.5229190816	2018746.733401808	18502615.32270404	19161549.42210256	18482797.483810563	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			0	4.955282542124576e-05	-2.9693211799057537	False	0.000573671497584541	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0A7X3	136120706.0726405	136117035.02505547	136095756.63688466	123333632.57503162	123059651.52198794	123360543.18498532	P0A7X3	P0A7X3		rpsI	0	5.033265662440702e-05	0.14318284366256334	False	0.0006038647342995169	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	935243.8212906198	1484141.7522861206	930959.421442103	14092051.110596793	13062120.364086706	13112771.769635191	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			0	5.076571562818168e-05	-3.587214391218365	False	0.0006340579710144928	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	625193.6549655354	627954.7738618132	716027.0893534231	13721575.750923796	13600780.886162153	14067839.768347025	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	5.9135866063684814e-05	-4.393625480913629	False	0.0006642512077294686	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	4137978.60628228	4224692.215913999	4160074.058434948	60304344.2408401	61635116.38940173	59830432.19641076	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			0	8.85413725126065e-05	-3.8594905320751547	False	0.0006944444444444445	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	10469682.81757478	7582441.300794244	8485408.290020144	35945059.3635892	37296423.01150215	36010645.25093992	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			0	9.387449059958527e-05	-2.0415552425996566	False	0.0007246376811594204	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	222913.80947657808	1506323.476637096	1105793.247857419	9643159.218102835	8797806.74736701	9558224.256686712	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)			0	0.00011507296550110398	-3.303948924365253	False	0.0007548309178743961	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	68502.41962805665	355775.30476802227	108587.49374690514	6477602.69030313	5902738.004651828	6460590.409909274	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			2	0.00012480678419593457	-5.143955786664367	False	0.000785024154589372	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	68502.41962805665	52945.371090000015	108587.49374690514	4694412.953680369	4497882.084916264	4433495.462664104	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)			3	0.00017794324225856346	-5.8883409510780185	False	0.0008152173913043479	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	7070957.9970172895	2808233.147331965	4154470.0660082703	36433261.0580302	38657867.9948552	37361552.07513155	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)			0	0.00018184306180399427	-3.0023547140161666	False	0.0008454106280193237	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	2209915.7898157523	3162668.8250240725	4994576.941623582	27567299.324766032	28455378.38203112	28735920.411294952	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	0.00020224937487456335	-3.031338775979462	False	0.0008756038647342997	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	2907531.085909019	4006332.118803233	2155023.687581088	61307812.46454292	65443543.54040149	60335766.52320738	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			0	0.00020593899100296984	-4.366640962607046	False	0.0009057971014492754	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	1086556.1605472714	1527978.0116682164	1485535.5954179002	37259625.497405455	35990768.43569713	38332558.554567054	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			0	0.0002118495773046136	-4.766324361388528	False	0.0009359903381642512	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	1955026.5822438572	2190736.422478949	2610264.702527894	49078833.34889021	52220852.46752165	50279413.48041178	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			0	0.0002119336897356919	-4.487751784095857	False	0.0009661835748792271	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	1446570.995409999	1795453.269894148	1988531.0049101105	39335703.23997326	41383436.08302726	38804312.50520594	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.0002641168588663973	-4.514185798957778	False	0.000996376811594203	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	4740942.311142216	4682268.580197693	4841093.812650709	103671071.25923912	102798614.28125504	108314755.02621436	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.0002892303378090198	-4.463882900500499	False	0.0010265700483091788	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	2670293.5204854785	3644253.03022366	3672537.362440852	51040874.94375898	52224181.0400185	55199216.265366405	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	0.00028981755567501137	-3.987950300157519	False	0.0010567632850241545	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	68502.41962805665	52945.371090000015	1539002.825121694	10731557.516609168	11500655.713521488	10829444.507239051	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)			2	0.00037906429712647195	-4.31551234350999	False	0.0010869565217391304	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	11153457.11231016	10926549.51946951	10450425.19519335	7413294.748343481	7016553.775119339	7078690.144357108	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)			0	0.00038559316822906137	0.5968804650711723	False	0.0011171497584541064	True	False	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	1092295.784087664	1216982.2426148418	1715668.400443043	29709753.52733938	31505043.299882084	28740855.15842201	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			0	0.0004489445408433865	-4.482172444105493	False	0.001147342995169082	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0A6F9	229330863.64391348	244912606.94580477	241475977.3558685	163484706.3315356	179124586.5205428	174019314.38967997	P0A6F9	P0A6F9		groS	0	0.0005516171013664645	0.47026665001195583	False	0.001177536231884058	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	3230142.464383789	3058917.756691705	3168492.7430673502	65761443.502956696	67424251.52441034	62358408.769659325	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	0.0005698749859722053	-4.369883274529929	False	0.0012077294685990338	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0A9L8	591499.3357978447	575408.7500000002	791684.042125523	1482972.0236556474	1578615.2063632268	1703357.808971816	P0A9L8	P0A9L8		proC	0	0.000603848499322235	-1.2826425824120304	False	0.00123792270531401	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	68502.41962805665	52945.371090000015	108587.49374690514	12833194.622239402	13331273.354020922	13990126.655704698	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			3	0.0006162606821078281	-7.447566096200156	False	0.0012681159420289856	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P06966	3070004.35190239	2853818.7500000014	2940252.2153404844	4040112.8349207626	3803840.673236361	3859070.2233547033	P06966	P06966		dicA	0	0.000619344334906618	-0.4008392847105237	False	0.0012983091787439614	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0A7M6	114571961.9730145	119743426.03066532	116162367.6844092	140053353.80046353	134861440.2409479	139086325.38769853	P0A7M6	P0A7M6		rpmC	0	0.000667537501500419	-0.24031178728124677	False	0.0013285024154589373	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0ABK5	312099322.74083847	310625413.6701479	313897199.50178087	297498536.62013125	301068311.4779949	298144031.5508152	P0ABK5	P0ABK5		cysK	0	0.0008661288921375144	0.06282392486985712	False	0.001358695652173913	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0ABN9	8087907.403882218	8236669.011295029	8116045.834097203	7518890.756058549	7669649.32105362	7584479.793145556	P0ABN9	P0ABN9		dcuB	0	0.0009265372818366491	0.10195539995606452	False	0.001388888888888889	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	2361284.61003503	929504.8550507528	1367936.755725523	20287736.51617546	21188203.072706383	17694350.505771287	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			0	0.0010479854204972746	-3.6668655129728602	False	0.0014190821256038649	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	3203699.5979720405	3778280.503366318	3200364.1815807847	42378089.91265198	47579898.12274908	44636638.43413368	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	0.0011259576350779882	-3.7244791565120403	False	0.0014492753623188408	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0AC81	3475814.6095002	3678979.876903374	3636642.942675373	2927843.999372316	2982610.6766071813	2818756.843899127	P0AC81	P0AC81		gloA	0	0.001212335766890739	0.30596379479620117	False	0.0014794685990338165	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P63224	66949487.70951663	66683105.78154727	67829209.93062736	71429730.24128808	70542287.62045678	71746530.46609366	P63224	P63224		gmhA	0	0.0012279353281768044	-0.08520578902404416	False	0.0015096618357487923	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	1902500.2171974408	2561601.976565693	2749913.149570629	5899230.832579208	5718424.90808984	5437790.304260147	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	0.0014428467033664487	-1.2413580890494063	False	0.0015398550724637682	True	False	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	1846612.82883871	1995328.2300104457	2118413.744203872	41461542.06044521	47485228.43342751	44373376.68688522	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	0.0016430800114810742	-4.4833527922246	False	0.001570048309178744	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
