Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	8.785727325297306e-08	-0.7824821191381268	7.056222279668056	down		ids:P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	True	True	3.069367710251688e-05	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	0.5
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	2.364775898663651e-06	-0.7407748075558871	5.626210009507664	down		ids:P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	True	True	6.138735420503377e-05	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	0.5
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	2.7141413937453514e-06	-1.038196333414426	5.566367531427991	down		ids:P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	True	True	9.208103130755066e-05	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	0.5
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	3.227828864882373e-06	-1.1110961823973398	5.491089499045216	down		ids:P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	True	True	0.00012277470841006753	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	0.5
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	3.6104850521695514e-06	-0.7771121439285054	5.442434448695523	down		ids:P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	True	True	0.0001534683855125844	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	0.5
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	6.599289930278145e-06	-0.7849985379506954	5.180502791117504	down		ids:P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	True	True	0.0001841620626151013	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	0.5
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	6.830292938143264e-06	-0.9161930136629763	5.16556066986298	down		ids:P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	True	True	0.0002148557397176182	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	0.5
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	8.583370762619402e-06	-0.7739479425448259	5.066342127521447	down		ids:P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	True	True	0.00024554941682013506	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	0.5
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	1.0391074707712062e-05	-0.8181028355178697	4.983339532761239	down		ids:P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	True	True	0.00027624309392265195	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	0.5
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	1.5696824759658413e-05	-0.9510925283202596	4.80418819019105	down		ids:P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	True	True	0.0003069367710251688	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	0.5
