protein	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A9E5	24404249.95339189	24430820.140155192	24200205.40258884	23279495.3918979	23091399.929412488	23019512.953694995	P0A9E5	P0A9E5		fnr	0	0.0003423522740437651	0.07385718816359253	False	0.0005858230814294083	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P77562	30109.634732651837	43277.222660000014	43619.25700653814	1305542.7927748335	1387365.056579822	1393280.119687477	P77562	P77562		yaiW	3	0.00034316411641199205	-5.126099743183877	False	0.0006151142355008787	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P77690	1016176.736935608	1005589.5000000012	991496.9641149868	1334611.1727116918	1333162.608560035	1380788.1030914453	P77690	P77690		arnB	0	0.0004123352983169643	-0.4260828357726083	False	0.0006444053895723492	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P67660	1382560.076997493	1335114.058332027	1314469.865544977	2026106.4698732332	2048220.4923971088	1930192.72426807	P67660	P67660		yhaJ	0	0.0004282172012729534	-0.5745016834496471	False	0.0006736965436438196	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	2881569.740343229	2684866.5736584445	3107038.8479528683	12006446.14012692	11988046.42143637	10950479.062600968	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.000548079508100863	-2.0104028227368143	False	0.0007029876977152901	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P0A8I3	15417555.149181835	15331770.539424907	15549107.77085598	14700308.055255711	14519973.884375414	14558524.275795324	P0A8I3	P0A8I3		yaaA	0	0.0006112682847433762	0.08073076484190878	False	0.0007322788517867604	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	1611182.4569379615	2033161.5539259943	2117146.546829771	7721120.174791937	7146084.432659705	6661593.847889793	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	0.0006329939008031632	-1.9017537981174981	False	0.0007615700058582308	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	1293308.7084262725	1061835.8227041534	1867869.016713884	7746750.891675572	7643498.126153038	7497525.540987976	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			0	0.0006524979894070169	-2.4382324119442518	False	0.0007908611599297013	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	1110248.4798394823	1089603.8227454275	1538038.910334332	4364752.848220642	4409264.4694183385	4220837.211306001	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			0	0.0006816850923839612	-1.7976439968283708	False	0.0008201523140011717	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P64624	4853859.667526512	5039002.144862966	4680685.696095812	6079689.0420350935	6438928.254914237	6220742.971571134	P64624	P64624		yheO	0	0.0007015894301755898	-0.3627196000420017	False	0.0008494434680726421	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P37025	386978.82738831226	393885.0625000002	396444.0088323681	340873.32780426607	332335.0750761236	346118.44696184946	P37025	P37025		ligT	0	0.0007447577287537531	0.20787494489727568	False	0.0008787346221441124	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	2816417.098016361	2648065.694080304	2424869.59223042	11400978.585813329	12705289.372712726	12275371.134532891	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	0.0007535192087199418	-2.2052317585748806	False	0.0009080257762155829	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	1147004.6666071955	1023615.6109942944	1076350.9143996737	3686262.014960708	3817216.9334667055	3439156.578588824	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			0	0.0007713749498911332	-1.7527937623757595	False	0.0009373169302870533	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	419132.93064781226	362995.34137137065	298645.5157494715	2133271.95353306	1827822.840372796	2064887.0405248727	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			0	0.0011253411937977723	-2.4791317336577836	False	0.0009666080843585238	False	True	Human	True	False	False	False	umpire	directlfq	min	1.160964047443681
P04825	83671229.34961647	83557417.50140172	83574972.87247324	81586090.46055578	81304422.30614996	81211565.64512178	P04825	P04825		pepN	0	0.0011609964893812817	0.039073590961869006	False	0.0009958992384299942	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	324327.49017563416	328209.06250000035	369318.0725660419	1282513.6845429677	1140161.8553195945	1268045.7949352467	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	0.0011630686532874736	-1.8527128470642096	False	0.0010251903925014645	False	True	Human	True	False	False	False	umpire	directlfq	min	1.160964047443681
P60785	48590742.93995778	48797354.43006934	49352666.257496975	51537942.08615372	52494994.3468756	51981981.9276319	P60785	P60785		lepA	0	0.0011633493368256177	-0.08841429019901471	False	0.001054481546572935	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P45795	1685317.9033873822	1430191.125	1311797.9959488218	3006516.4884422105	3450040.5614658254	3537760.7714326577	P45795	P45795		yrdB	0	0.001342230529322335	-1.1746786720581566	False	0.0010837727006444055	False	True	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P0ACA7	12000479.885669207	12059679.52999916	11741492.841176076	13059358.92149214	12867374.95407762	13236458.604390765	P0ACA7	P0ACA7		gstB	0	0.0015397776434959748	-0.1294722045936944	False	0.0011130638547158758	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P0AAJ5	11730796.95692216	11574665.758049048	12030685.632128084	13363666.135859229	13124627.52495291	12979631.964100178	P0AAJ5	P0AAJ5		fdoH	0	0.0015799681824539057	-0.15953590115188424	False	0.0011423550087873463	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	870361.0225679085	893276.2596738728	970987.0606436828	4433517.52279226	4218712.002943594	4804743.197948567	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.001750791322461977	-2.2989393304383343	False	0.0011716461628588166	False	True	Human	True	False	False	False	umpire	directlfq	min	1.160964047443681
P0A6F5	700095037.5716839	706521398.9577959	697754952.599744	736417193.3815285	735099514.5904486	726415956.406574	P0A6F5	P0A6F5		groL	0	0.0017956408026818219	-0.0627578481704195	False	0.0012009373169302871	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P0A6S7	20914262.734346047	21181129.892166942	21169025.483652547	22628824.953532737	22192208.440406278	22360859.60360061	P0A6S7	P0A6S7		gpsA	0	0.001796072552655553	-0.08667813636673853	False	0.0012302284710017574	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	1849350.71389234	1732386.2922584717	1782091.5343085648	6576458.756806773	6737462.196321716	6012457.901175275	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.0018155900805532838	-1.849236321865815	False	0.0012595196250732277	False	True	Human	True	False	False	False	umpire	directlfq	min	1.160964047443681
P0ADY7	222184067.492732	219121809.80292925	223559327.8669643	207686234.62433225	209973931.7260265	205043758.66800475	P0ADY7	P0ADY7		rplP	0	0.001963737555556524	0.0945155053063175	False	0.0012888107791446985	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P0AEG4	9212478.000724545	9517374.983334005	8800371.271833388	6677272.685947661	6422066.966791473	7256669.286042021	P0AEG4	P0AEG4		dsbA	0	0.0019792663701172363	0.43556163194890807	False	0.0013181019332161687	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P71243	17823328.154327277	18377380.000000004	18134616.44057529	22127327.22062191	21136582.93523108	21332503.030199066	P71243	P71243		wcaL	0	0.002025906200167554	-0.24956362834596335	False	0.0013473930872876393	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	1460332.5753678258	1413004.2499999988	1310921.2269637648	3074386.5198577754	3179409.161319215	3494991.01119652	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.002063922131268348	-1.2202508476293636	False	0.0013766842413591095	False	True	Human	True	False	False	False	umpire	directlfq	min	1.160964047443681
P75746	30109.634732651837	43277.222660000014	147765.6225969381	547739.2216805123	524093.5899205759	487459.8611594258	P75746	P75746		ybgL	2	0.00211839137762409	-2.817778415592198	False	0.0014059753954305803	False	True	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	30109.634732651837	445416.7738914966	660212.5132245125	2704985.714154545	2894203.1374482783	2936720.573574039	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			1	0.002254676409266837	-2.9099136345373946	False	0.0014352665495020506	False	True	Human	True	False	False	False	umpire	directlfq	min	1.160964047443681
P64483	6781777.222887294	6930533.579261032	6937840.39292766	7333808.243541747	7413072.821750305	7257869.513774442	P64483	P64483		yeaK	0	0.0027873127368038125	-0.0916626743438856	False	0.0014645577035735209	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P0AF12	54929864.87378952	53914981.154296	54662760.91941294	57337976.29078897	56794572.16067491	57853820.12333372	P0AF12	P0AF12		mtnN	0	0.0027979031206301947	-0.07293646672856179	False	0.0014938488576449914	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P39393	1396277.4405617132	1311665.169536705	1294813.0829114143	1063603.391598296	1100428.0801640088	1013028.2089268046	P39393	P39393		yjiV	0	0.002823299931870717	0.333301372793398	False	0.0015231400117164617	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P0AAC8	16113924.27739608	16809746.029884208	16620881.5545583	18737928.82997124	18180118.337927856	18168111.495377343	P0AAC8	P0AAC8		iscA	0	0.0028377863801518598	-0.15296344159748	False	0.0015524311657879322	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P0AFR4	22187610.418212883	22725478.5058931	22577355.80083177	21315042.41306138	21104208.20206693	20840160.44416401	P0AFR4	P0AFR4		yciO	0	0.002839518098015219	0.09340313580238499	False	0.0015817223198594027	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	30109.634732651837	629900.3755612639	672138.9589450072	3225803.184583684	3006961.5567333526	3002073.21168664	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			1	0.0028609471123885273	-2.7933312233220073	False	0.001611013473930873	False	True	Human	True	False	False	False	umpire	directlfq	min	1.160964047443681
P0AFX4	425030.79164299753	391676.0311999997	346912.87760607625	574661.2579267413	658364.8974227028	593130.1300952211	P0AFX4	P0AFX4		rsd	0	0.003034669534812744	-0.650190611768941	False	0.0016403046280023435	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P0ABU0	42261340.40181531	42627300.51712689	43085517.80796076	40987720.52871121	40367746.668548025	40241940.33074282	P0ABU0	P0ABU0		menB	0	0.0030558403036934434	0.07374005174050284	False	0.0016695957820738138	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P39838	1216310.4835805227	1162500.804694999	1207674.9692500783	1376258.7407213852	1325182.4355716114	1389225.4128234182	P39838	P39838		rcsD	0	0.0030758678135800977	-0.18976485201689927	False	0.0016988869361452843	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P0A6J8	63281957.61996503	63879361.88722335	63551342.43196409	67279749.06357187	66227627.54400732	67173536.63449892	P0A6J8	P0A6J8		ddlA	0	0.003078161073974266	-0.073502777197131	False	0.0017281780902167546	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P30744	17487645.299107462	17916357.247439526	18157722.072276376	20723847.802216947	20709254.088039897	20566185.06950794	P30744	P30744		sdaB	0	0.003079318436834185	-0.2110492091351697	False	0.0017574692442882249	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P27859	1340969.880885858	1303381.25	1339850.2305579714	1468176.2198062043	1423680.4032552494	1438091.9762635943	P27859	P27859		tatD	0	0.003098175350372216	-0.12005933584680532	False	0.0017867603983596956	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P07012	55783460.48616733	56255167.75781081	55332141.16151294	50935348.7229922	52481816.84057597	51593731.85634592	P07012	P07012		prfB	0	0.0031210391436299867	0.11067794736414005	False	0.0018160515524311659	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P0AGK4	24284612.891253885	23905831.821392693	24568728.835853424	26202979.14523659	25612664.698077776	25830553.134612776	P0AGK4	P0AGK4		yhbY	0	0.003345796119133098	-0.09378610888200341	False	0.0018453427065026364	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P46887	359550.73509482644	302415.93749999965	329119.0101797956	170624.11057448812	210794.3831882698	192498.02337820124	P46887	P46887		yecH	0	0.003425531559230772	0.7881688934418852	False	0.0018746338605741067	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P06966	3073629.273410226	2853818.7500000014	3033907.8428908405	3703085.8306235294	3629213.5594212576	3589403.49547168	P06966	P06966		dicA	0	0.003599962692064176	-0.28540887953113125	False	0.001903925014645577	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P0A9X9	84529105.89582919	83271692.90817565	84051435.6339364	87023422.78994963	86384347.38457868	87495532.4217082	P0A9X9	P0A9X9		cspA	0	0.0036659280435761047	-0.05093767568804008	False	0.0019332161687170477	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P77756	1574423.902414591	1444488.3749999984	1568384.8402757954	1889700.206960428	1919205.6336393268	1811626.779830632	P77756	P77756		queC	0	0.00371233035669688	-0.2930624982032652	False	0.0019625073227885178	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
P60752	10521570.529789504	10656565.774394477	10632807.771122765	11555239.237049276	11778631.221406989	11923720.788674545	P60752	P60752		msbA	0	0.003883774776014132	-0.1484107266046364	False	0.0019917984768599885	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.160964047443681
