Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				7058390.0	7038650.0	7206660.0	13310500.0	13185300.0	13122100.0	0	1.5268640107554985e-07	-0.895048392580925	True	3.0656039239730225e-05	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P45795	P45795		yrdB		1510550.0	1476340.0	1536710.0	3499950.0	3438630.0	3478220.0	0	1.600719916090866e-07	-1.2033688858743188	True	6.131207847946045e-05	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				8102520.0	8087020.0	8263790.0	15111700.0	15174500.0	15240600.0	0	3.6136157180512396e-07	-0.8966851168303267	True	9.196811771919069e-05	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				18664400.0	18327900.0	18255200.0	33866100.0	34152500.0	34022800.0	0	3.7223076596772404e-07	-0.8851735100304093	True	0.0001226241569589209	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				5089680.0	5035610.0	5189260.0	9206610.0	9128080.0	9046560.0	0	3.993828944005661e-07	-0.8382853338817753	True	0.00015328019619865113	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				4120560.0	4155570.0	4205870.0	7591340.0	7666740.0	7542940.0	0	7.073662874969855e-07	-0.8692492477618596	True	0.00018393623543838138	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				13068700.0	12862400.0	12926900.0	24664700.0	24357300.0	24367200.0	0	8.270866398843761e-07	-0.9173561226856647	True	0.0002145922746781116	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				14202000.0	13704000.0	13944400.0	26703800.0	26784800.0	26232600.0	0	8.589395748671016e-07	-0.9297220145370222	True	0.0002452483139178418	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				1047240.0	1092840.0	1095230.0	2101780.0	2106280.0	2150900.0	0	1.2200345302772225e-06	-0.9748868792444232	True	0.000275904353157572	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				7065100.0	6901160.0	7094520.0	12982800.0	12956500.0	12729800.0	0	1.2356685612415067e-06	-0.8766223184299622	True	0.00030656039239730225	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				15881300.0	16351800.0	15560800.0	29792100.0	30118100.0	30431400.0	0	1.833510148292719e-06	-0.9185639680942936	True	0.00033721643163703253	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				8510920.0	8364290.0	8673890.0	16090900.0	15861300.0	15685900.0	0	2.029812403561875e-06	-0.8988434025748698	True	0.00036787247087676276	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				7519970.0	7393320.0	7660240.0	13895800.0	13749300.0	13862600.0	0	3.2377149791380792e-06	-0.8787469506817229	True	0.000398528510116493	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				4292150.0	4530250.0	4459910.0	7726940.0	7857730.0	7967780.0	0	4.2094017149106874e-06	-0.8263710657442409	True	0.0004291845493562232	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				6435250.0	6237180.0	6293500.0	11829500.0	12054700.0	11738600.0	0	5.980904515030167e-06	-0.9093908023216343	True	0.0004598405885959534	True	True	Human	True	False	False	True	umpire	manual	min	0.5
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				5748860.0	5786990.0	5887130.0	11083500.0	11102700.0	10871700.0	0	6.196531679179768e-06	-0.9240036790665954	True	0.0004904966278356836	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				18918100.0	18682400.0	19524800.0	35765300.0	36515200.0	35314000.0	0	6.856386669789295e-06	-0.9134025905240609	True	0.0005211526670754139	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)				1539610.0	1601910.0	1532840.0	2528010.0	2524220.0	2459370.0	0	7.153436714293041e-06	-0.6843513912806036	True	0.000551808706315144	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				10796200.0	10747300.0	11263100.0	19315400.0	19070000.0	18935200.0	0	7.614903666103289e-06	-0.8050676269715525	True	0.0005824647455548743	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				9273280.0	9569460.0	9432110.0	17411100.0	17598300.0	17115100.0	0	8.049149598447518e-06	-0.8824422690493753	True	0.0006131207847946045	True	True	Human	True	False	False	True	umpire	manual	min	0.5
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				4890720.0	4905020.0	4642740.0	8576360.0	8858870.0	8891920.0	0	9.119761919122112e-06	-0.8666324817892472	True	0.0006437768240343348	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				10152400.0	10099200.0	10174800.0	18408000.0	18502000.0	18260100.0	0	1.6097186027047772e-05	-0.8585629487460908	True	0.0006744328632740651	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)				11609000.0	11532500.0	11373700.0	20331200.0	20075900.0	19845200.0	0	1.7131755510087447e-05	-0.8037844700532616	True	0.0007050889025137953	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				12504400.0	12444200.0	12412300.0	23532900.0	23835900.0	23775700.0	0	1.8662842724621736e-05	-0.9292230209255623	True	0.0007357449417535255	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				3962440.0	3925120.0	4143710.0	7444510.0	7429060.0	7328680.0	0	2.0936497501562127e-05	-0.8839169493189027	True	0.0007664009809932557	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				3318020.0	3357750.0	3098480.0	5994780.0	6213920.0	5859790.0	0	4.619803590723075e-05	-0.886418033343127	False	0.000797057020232986	True	True	Human	True	False	False	True	umpire	manual	min	0.5
