Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				4551520.0	4543000.0	102842.0	4556460.0	91953.9	79287.6	3	4.074169558899057e-09	-5.638245235683173	True	3.0469226081657528e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				1061220.0	1036610.0	102842.0	1026320.0	91953.9	79287.6	3	1.041921423207956e-06	-3.5107763386089426	True	6.0938452163315055e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A9L8	P0A9L8		proC		4055220.0	4134480.0	1887480.0	4127870.0	1893950.0	1796050.0	0	1.0721377842968805e-06	-1.143032330116392	True	9.14076782449726e-05	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				4599550.0	4666360.0	102842.0	4668230.0	91953.9	79287.6	3	5.203935218135187e-06	-5.667864673767574	True	0.00012187690432663011	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				4795080.0	4750030.0	102842.0	4711290.0	91953.9	79287.6	3	7.036493095170207e-06	-5.700850431213978	True	0.00015234613040828764	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				3884230.0	3858410.0	102842.0	3803690.0	91953.9	79287.6	3	1.054040986618033e-05	-5.396675074158172	True	0.0001828153564899452	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				6036460.0	5987650.0	102842.0	6092970.0	91953.9	79287.6	3	1.1047585252941327e-05	-6.046591159519953	True	0.0002132845825716027	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				8676880.0	8445640.0	763214.0	9049420.0	91953.9	79287.6	2	1.3510718600133782e-05	-4.807751095596153	True	0.00024375380865326022	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P45578	P45578		luxS		25230300.0	24961300.0	18412900.0	25760000.0	17594900.0	17922900.0	0	2.539516744775966e-05	-0.49397359732587687	True	0.0002742230347349177	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				11390700.0	11556000.0	102842.0	11345500.0	91953.9	79287.6	3	2.624658101593374e-05	-6.967121172816545	True	0.0003046922608165753	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				2901920.0	2990630.0	102842.0	2982790.0	91953.9	79287.6	3	4.222599692712691e-05	-5.01711500315304	False	0.00033516148689823283	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				7528440.0	7398220.0	102842.0	7627760.0	91953.9	79287.6	3	6.827134735507314e-05	-6.362650896944574	False	0.0003656307129798904	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				13150300.0	12761500.0	102842.0	12962500.0	91953.9	79287.6	3	7.193930699092751e-05	-7.148057407371392	False	0.00039609993906154783	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				7234480.0	7467890.0	102842.0	7346690.0	91953.9	79287.6	3	7.3932960462425e-05	-6.32995786197664	False	0.0004265691651432054	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				3024300.0	3202880.0	1175510.0	3137520.0	1230000.0	1146980.0	0	8.961317238056337e-05	-1.398402189797629	False	0.0004570383912248629	True	False	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				4762830.0	4587140.0	102842.0	4660980.0	91953.9	79287.6	3	9.5812484651629e-05	-5.675795489889522	False	0.00048750761730652044	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A6B7	P0A6B7		iscS		18383500.0	18480100.0	17726400.0	18397800.0	17603800.0	17636100.0	0	0.00011154231785897524	-0.061197380422646656	False	0.0005179768433881779	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P16456	P16456		selD		5139440.0	5155590.0	4845270.0	5172970.0	4858280.0	4811310.0	0	0.00011200607637319917	-0.09175601271034597	False	0.0005484460694698354	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AG44	P0AG44		rplQ		255478000.0	256550000.0	192008000.0	258029000.0	197417000.0	197145000.0	0	0.00015105278986176997	-0.39266195211499116	False	0.000578915295551493	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				9446920.0	9223560.0	102842.0	9023130.0	91953.9	79287.6	3	0.00017188970117463156	-6.658793838598269	False	0.0006093845216331506	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0AAT6	P0AAT6		rsfS		3182360.0	3216550.0	2829080.0	3174190.0	2889170.0	2862860.0	0	0.0001789365530068022	-0.15782190170040536	False	0.000639853747714808	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				3805580.0	3754260.0	102842.0	3945940.0	91953.9	79287.6	3	0.00019469781228823602	-5.391599500230401	False	0.0006703229737964657	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				18576600.0	18248500.0	102842.0	19183100.0	91953.9	79287.6	3	0.00021529307219430322	-7.674878773629504	False	0.0007007921998781232	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				7382360.0	7009500.0	102842.0	7216610.0	91953.9	79287.6	3	0.00021823289653805076	-6.300837635121872	False	0.0007312614259597808	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				3794490.0	3835610.0	102842.0	3641660.0	91953.9	79287.6	3	0.00021825842711715475	-5.36195350915915	False	0.0007617306520414382	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				10703300.0	11144600.0	102842.0	10628300.0	91953.9	79287.6	3	0.00021983272810516702	-6.8886235445862685	False	0.0007921998781230957	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				9336650.0	9784950.0	102842.0	9369970.0	91953.9	79287.6	3	0.00022820525974642	-6.699775832296942	False	0.0008226691042047533	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				16878600.0	16431400.0	102842.0	17322500.0	91953.9	79287.6	3	0.00023261455184687326	-7.52930442980335	False	0.0008531383302864108	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A972	P0A972		cspE		161139000.0	163389000.0	215227000.0	169766000.0	220412000.0	216580000.0	0	0.00023912841675718358	0.3999870749141932	False	0.0008836075563680684	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P60723	P60723		rplD		244652000.0	245339000.0	232482000.0	243392000.0	234347000.0	232183000.0	0	0.00024345085429694938	-0.06924960172301933	False	0.0009140767824497258	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P09373	P09373		pflB		303005000.0	307139000.0	285292000.0	306540000.0	284870000.0	281641000.0	0	0.0002532289008563921	-0.10590468161310232	False	0.0009445460085313834	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P67603	P67603		yqfB		3524110.0	3498000.0	2910100.0	3590630.0	2831630.0	2958630.0	0	0.00025674855131865046	-0.28665017716360364	False	0.0009750152346130409	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AF70	P0AF70		yjeI		12472500.0	11758500.0	7187410.0	12752700.0	6386970.0	7446830.0	0	0.00026516252234624476	-0.8150438505199061	False	0.0010054844606946984	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P67244	P67244		yqhA		353347.0	360161.0	476055.0	356189.0	488394.0	473715.0	0	0.0002732231518261314	0.4270260019572808	False	0.0010359536867763559	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P21165	P21165		pepQ		9867710.0	9991760.0	9446350.0	9946090.0	9339750.0	9334470.0	0	0.0003979257612174859	-0.08395564162131235	False	0.0010664229128580134	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)				1295980.0	1196860.0	102842.0	1277650.0	91953.9	79287.6	3	0.0003985866750200859	-3.782064638659933	False	0.0010968921389396709	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02413	P02413		rplO		114790000.0	113750000.0	119352000.0	113993000.0	118329000.0	119095000.0	0	0.0004172139079241653	0.058775584156230694	False	0.0011273613650213286	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A717	P0A717		prs		32108400.0	32719300.0	28660200.0	32788100.0	28606400.0	28293000.0	0	0.0004529248969033864	-0.1901849421575806	False	0.001157830591102986	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				9074120.0	8564750.0	102842.0	9196280.0	91953.9	79287.6	3	0.0004699338022331245	-6.613364662492996	False	0.0011882998171846436	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P24178	P24178		yffB		4801220.0	4724380.0	4067890.0	4705680.0	3997720.0	4150640.0	0	0.0004995135813631534	-0.2202639359657168	False	0.001218769043266301	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A7E9	P0A7E9		pyrH		7363100.0	7470740.0	5740930.0	7264680.0	5989350.0	6045960.0	0	0.0005237645590069748	-0.3139995514709409	False	0.0012492382693479588	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				13011300.0	12932500.0	1245640.0	12830000.0	2215720.0	1307040.0	0	0.0005679284674510359	-3.02350496506871	False	0.001279707495429616	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0ABP8	P0ABP8		deoD		51598400.0	51470300.0	48001000.0	50812600.0	47506300.0	48030300.0	0	0.0005750760458282511	-0.10038921914028227	False	0.0013101767215112736	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P76402	P76402		yegP		4347040.0	4252560.0	3687680.0	4216790.0	3811840.0	3737050.0	0	0.0005931208512921645	-0.18978823908072837	False	0.0013406459475929313	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)				4445390.0	4681950.0	102842.0	4303460.0	91953.9	79287.6	3	0.0006068604118337175	-5.614785951003671	False	0.0013711151736745886	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				3196310.0	3143360.0	102842.0	2942300.0	91953.9	79287.6	3	0.0006092017178015093	-5.0817436498838635	False	0.0014015843997562463	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0AFF6	P0AFF6		nusA		15240300.0	15336700.0	14412400.0	15409600.0	14549700.0	14321600.0	0	0.0006125572670775469	-0.08738970695540066	False	0.0014320536258379038	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AEP3	P0AEP3		galU		69636300.0	67873200.0	60160600.0	69033100.0	60546500.0	62118900.0	0	0.0006263226464405297	-0.17596811916997465	False	0.0014625228519195615	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P37773	P37773		mpl		8434300.0	8546100.0	7888640.0	8516640.0	7963190.0	8031180.0	0	0.000653038616685175	-0.09434509920422204	False	0.0014929920780012188	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P45577	P45577		proQ		12966600.0	12789700.0	12100000.0	12945400.0	12217600.0	12117900.0	0	0.0007507540774070947	-0.08705215041662069	False	0.0015234613040828763	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P75874	P75874		yccU		2554800.0	2539100.0	2432300.0	2574020.0	2410420.0	2416150.0	0	0.000774804930689363	-0.0790903062997889	False	0.001553930530164534	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P64559	P64559		cptB		662575.0	651170.0	424097.0	606932.0	379511.0	440000.0	0	0.0008262225948481822	-0.6270831190376891	False	0.0015843997562461913	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P76502	P76502		sixA		8187330.0	8087040.0	7536350.0	8022170.0	7504910.0	7372840.0	0	0.0008360748430672166	-0.11634430683963991	False	0.001614868982327849	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P27302	P27302		tktA		31275600.0	31066300.0	29655800.0	30877400.0	29907500.0	29491000.0	0	0.0011570193159455636	-0.06594340571716567	False	0.0016453382084095065	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P76594	P76594		yfiQ		1886020.0	1925580.0	2368040.0	1797680.0	2319000.0	2291360.0	0	0.0013294021031348374	0.31508069456244353	False	0.0016758074344911638	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				4504380.0	4562250.0	102842.0	4604120.0	91953.9	634012.0	2	0.0013774274991971611	-4.043910829014261	False	0.0017062766605728215	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P07813	P07813		leuS		15142500.0	15036200.0	14404000.0	15223400.0	14345200.0	14566500.0	0	0.0014620339246512349	-0.06786899652576985	False	0.001736745886654479	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A6E6	P0A6E6		atpC		7505960.0	7394960.0	7014240.0	7416080.0	7126940.0	7072860.0	0	0.0014637494827324053	-0.07312370975466961	False	0.0017672151127361368	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A7M6	P0A7M6		rpmC		27642600.0	28771400.0	24698500.0	27660800.0	23952600.0	23680200.0	0	0.0014735504206621617	-0.2170533605797512	False	0.001797684338817794	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AAB6	P0AAB6		galF		13654600.0	13271200.0	12309200.0	13385500.0	12062800.0	12155500.0	0	0.0015549609794335835	-0.14220129269997794	False	0.0018281535648994515	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P26616	P26616		maeA		8646720.0	8643460.0	7967770.0	8833750.0	7983220.0	7879430.0	0	0.0017237097597429423	-0.1325675690352181	False	0.0018586227909811093	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AEB7	P0AEB7		yoaB		11957900.0	11767200.0	9834300.0	11304200.0	9253050.0	9835180.0	0	0.0017609459632858951	-0.27636840101990806	False	0.0018890920170627668	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P06610	P06610		btuE		8618260.0	8265840.0	7314400.0	8428240.0	7363840.0	7582220.0	0	0.001761712592241268	-0.1853574781213583	False	0.0019195612431444243	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A796	P0A796		pfkA		19454500.0	19368600.0	17300500.0	19600500.0	17051600.0	17599900.0	0	0.001793504332819378	-0.16937196850112604	False	0.0019500304692260818	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				2402560.0	2334670.0	1533200.0	2376260.0	1622930.0	1432040.0	0	0.0017972699988892287	-0.6326386976186218	False	0.001980499695307739	True	False	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0AB52	P0AB52		ychN		2769380.0	2668120.0	2166310.0	2836170.0	2283260.0	2081390.0	0	0.0018047746500449839	-0.3412323437764729	False	0.0020109689213893968	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P08839	P08839		ptsI		47036800.0	46584600.0	45324100.0	46765000.0	45553600.0	45296100.0	0	0.0018137120331810754	-0.04395402681677982	False	0.0020414381474710545	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AD07	P0AD07		yecF		3597010.0	3578020.0	3921120.0	3496700.0	3881170.0	3855490.0	0	0.0018138098641593658	0.12749900996397664	False	0.0020719073735527118	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A8U0	P0A8U0		syd		749496.0	762276.0	617307.0	754842.0	639104.0	606197.0	0	0.0020317158656726615	-0.28321464371203686	False	0.0021023765996343695	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AD59	P0AD59		ivy		3015290.0	2983680.0	2494290.0	3097580.0	2295640.0	2434530.0	0	0.002099220155242382	-0.33242972993440406	False	0.0021328458257160268	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AA25	P0AA25		trxA		28846700.0	29027900.0	27360400.0	29303600.0	27573600.0	27493400.0	0	0.002175659836731365	-0.0808434273672279	False	0.0021633150517976845	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69503	P69503		apt		19716900.0	18948800.0	22787900.0	18557200.0	21780600.0	22862800.0	0	0.002222212052354128	0.23682579760770775	False	0.0021937842778793418	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADU2	P0ADU2		ygiN		8338220.0	8052660.0	7108840.0	8207130.0	7082930.0	7414650.0	0	0.0022470655080561726	-0.18708155532268111	False	0.0022242535039609995	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A858	P0A858		tpiA		83046700.0	84583700.0	76610500.0	84643300.0	76396400.0	78674000.0	0	0.0022692319417524664	-0.1228506986113426	False	0.002254722730042657	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				5336420.0	5193550.0	937150.0	5400540.0	91953.9	79287.6	2	0.002303622719497641	-3.8452529967108036	False	0.0022851919561243145	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P36683	P36683		acnB		10366500.0	10286000.0	10144300.0	10321300.0	10100700.0	10069500.0	0	0.002351842147944772	-0.0310403627764566	False	0.002315661182205972	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77625	P77625		yfbT		8963590.0	9121680.0	8503300.0	8901640.0	8356470.0	8294190.0	0	0.002505084696933461	-0.10147425565900074	False	0.0023461304082876295	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEK2	P0AEK2		fabG		86176100.0	85671600.0	81526600.0	86928800.0	79698300.0	81263800.0	0	0.0025276339325018857	-0.0937890902019081	False	0.002376599634369287	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				2211100.0	2225090.0	3409290.0	2229970.0	3556710.0	3334930.0	0	0.0027109307858055104	0.6278467439951505	False	0.0024070688604509445	False	False	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P64540	P64540		yfcL		8504800.0	8300170.0	7346560.0	8619250.0	6873780.0	7238520.0	0	0.0027119928871050074	-0.24463007864657868	False	0.002437538086532602	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6F9	P0A6F9		groS		82330700.0	86143300.0	97057100.0	85116000.0	98678700.0	97465400.0	0	0.002743915579415172	0.20939315232786052	False	0.0024680073126142595	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09424	P09424		mtlD		2442440.0	2415280.0	2279080.0	2452340.0	2302120.0	2242030.0	0	0.002789315741362116	-0.09942839965039693	False	0.0024984765386959176	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A715	P0A715		kdsA		22721900.0	23063800.0	21866300.0	22956400.0	21945100.0	21520100.0	0	0.0029050503313027783	-0.07341516107432386	False	0.002528945764777575	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69874	P69874		potA		4225800.0	4133320.0	4456170.0	4229960.0	4527580.0	4434750.0	0	0.00294629723605955	0.09205055159333086	False	0.002559414990859232	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P60624	P60624		rplX		117884000.0	119881000.0	125632000.0	117179000.0	127695000.0	124746000.0	0	0.00299216675486788	0.0910733966527303	False	0.0025898842169408895	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37095	P37095		pepB		13285400.0	13131600.0	12849000.0	13200800.0	12867300.0	12754000.0	0	0.003025826593089603	-0.04240368860105457	False	0.002620353443022547	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P38489	P38489		nfnB		6536560.0	6585940.0	5555700.0	6437970.0	5841060.0	5727440.0	0	0.0031351337401391323	-0.19190444533260928	False	0.002650822669104205	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				13562200.0	11593100.0	102842.0	13965200.0	91953.9	79287.6	3	0.0031854187739710628	-7.15716551967666	False	0.0026812918951858626	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0ACE0	P0ACE0		hybC		14734900.0	14827500.0	14357000.0	14943200.0	14168800.0	14354100.0	0	0.003344010568326592	-0.05368533599308587	False	0.00271176112126752	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76520	P76520		yfdX		466810.0	482206.0	386130.0	453339.0	365000.0	399505.0	0	0.0033749209788107204	-0.28542134760550847	False	0.002742230347349177	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
