Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				104920.0	12555200.0	12580700.0	109472.0	74727.9	12782700.0	3	2.2315863882317412e-05	-7.035093976650383	True	0.0003433208489388265	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				104920.0	6987840.0	6955060.0	109472.0	74727.9	6816690.0	3	3.0031187853890962e-05	-6.165966228337217	True	0.0003745318352059926	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				104920.0	16453500.0	16784000.0	109472.0	74727.9	16506500.0	3	3.200422349832328e-05	-7.426710799246517	False	0.00040574282147315855	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P76594	P76594		yfiQ		9246390.0	7667020.0	7593770.0	9268420.0	9104910.0	7461760.0	0	3.90767102473375e-05	0.28157394612810416	False	0.0004369538077403246	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				104920.0	21025000.0	20702300.0	109472.0	74727.9	21173900.0	3	4.0215117101544614e-05	-7.765275817890708	False	0.00046816479400749064	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				104920.0	15900100.0	16277400.0	109472.0	74727.9	16221200.0	3	4.679037240662599e-05	-7.387156574360946	False	0.0004993757802746567	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				104920.0	6404440.0	6296010.0	109472.0	74727.9	6203870.0	3	5.146759474553596e-05	-6.030904233086753	False	0.0005305867665418227	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				104920.0	11123100.0	11400900.0	109472.0	74727.9	11130800.0	3	5.4057074117684315e-05	-6.863000560666123	False	0.0005617977528089888	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				104920.0	10353700.0	10598200.0	109472.0	74727.9	10643800.0	3	5.9495288278383036e-05	-6.771916506401782	False	0.0005930087390761549	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				104920.0	12681100.0	13076900.0	109472.0	74727.9	13078900.0	3	9.589986886223118e-05	-7.069616325454131	False	0.0006242197253433209	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				1491660.0	5569780.0	5725000.0	1669490.0	1144780.0	5412750.0	0	0.00010698927094163793	-1.956101693270031	False	0.0006554307116104869	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				104920.0	27103100.0	27472500.0	109472.0	74727.9	28108300.0	3	0.00011195300356732596	-8.159794716266193	False	0.000686641697877653	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				104920.0	8357910.0	8659030.0	109472.0	74727.9	8643680.0	3	0.00011242800892469077	-6.471744306032122	False	0.0007178526841448191	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A972	P0A972		cspE		353053000.0	247146000.0	232418000.0	372149000.0	368034000.0	238949000.0	0	0.0001173385692205693	0.6055187087577091	False	0.0007490636704119852	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				104920.0	1939640.0	1863640.0	109472.0	74727.9	1985880.0	3	0.00012650809253831696	-4.323614212690502	False	0.000780274656679151	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				879250.0	21279900.0	20960600.0	880196.0	812007.0	20454900.0	0	0.00012682845750655974	-4.6077039054540565	False	0.0008114856429463171	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				104920.0	24786600.0	25776600.0	109472.0	74727.9	25068100.0	3	0.00013485426604415877	-8.031171694566803	False	0.0008426966292134832	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				104920.0	4561080.0	4779110.0	109472.0	74727.9	4569420.0	3	0.0001825227262799068	-5.588270247374326	False	0.0008739076154806492	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P45795	P45795		yrdB		1370050.0	2909550.0	3130140.0	1235800.0	1265700.0	3131190.0	0	0.00018517740682936123	-1.2441489012749745	False	0.0009051186017478153	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AGJ5	P0AGJ5		yfiF		11613700.0	11934800.0	11879800.0	11571600.0	11580900.0	11888200.0	0	0.00020758121335579866	-0.03835183550966754	False	0.0009363295880149813	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AG63	P0AG63		rpsQ		242006000.0	226830000.0	223942000.0	241784000.0	240230000.0	225218000.0	0	0.00022015296837417906	0.09902764550520807	False	0.0009675405742821474	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				104920.0	9753060.0	10123900.0	109472.0	74727.9	9623850.0	3	0.0002209783672393635	-6.67294284436803	False	0.0009987515605493133	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				104920.0	20749100.0	20929400.0	109472.0	1165280.0	20824200.0	2	0.00022747526820779214	-5.501521282925312	False	0.0010299625468164794	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P45464	P45464		lpoA		4221420.0	3840700.0	3882590.0	4159250.0	4177690.0	3883850.0	0	0.00024688526335988367	0.11363553870612227	False	0.0010611735330836455	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				104920.0	5630880.0	5948090.0	109472.0	74727.9	5925460.0	3	0.0002749839590871891	-5.919908361240051	False	0.0010923845193508116	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				104920.0	5650040.0	6008940.0	109472.0	74727.9	5744340.0	3	0.0003124377611154363	-5.9115508301174655	False	0.0011235955056179776	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0AE67	P0AE67		cheY		1411480.0	1632610.0	1616030.0	1436620.0	1387080.0	1662070.0	0	0.0003370926252063736	-0.2135083402226764	False	0.0011548064918851437	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P08622	P08622		dnaJ		5931130.0	5381980.0	5354880.0	5883380.0	5978960.0	5470660.0	0	0.00038684170516199674	0.13468453254013765	False	0.0011860174781523098	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				104920.0	11188400.0	10570300.0	109472.0	74727.9	10521300.0	3	0.0003926556478997769	-6.802828856070595	False	0.0012172284644194759	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A746	P0A746		msrB		1697940.0	1326610.0	1335700.0	1764720.0	1681260.0	1394230.0	0	0.0004734273623861593	0.3426184912146203	False	0.0012484394506866417	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AD59	P0AD59		ivy		2204480.0	2822790.0	2700270.0	2277880.0	2293400.0	2780730.0	0	0.0005075406549485612	-0.29338718412730974	False	0.001279650436953808	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P23871	P23871		hemH		2356880.0	2682970.0	2651230.0	2289560.0	2344580.0	2690040.0	0	0.0005118687878746	-0.19886179443644322	False	0.0013108614232209739	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)				104920.0	9069340.0	8599340.0	109472.0	74727.9	8391700.0	3	0.0005259565410204289	-6.494046398203564	False	0.0013420724094881397	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P45523	P45523		fkpA		32128700.0	30176600.0	29914100.0	32633700.0	32478200.0	30476300.0	0	0.0005638537480959072	0.1025733256021086	False	0.001373283395755306	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				104920.0	18449300.0	19481200.0	109472.0	74727.9	20082200.0	3	0.0006099601129954045	-7.648557043580355	False	0.0014044943820224719	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A805	P0A805		frr		34487200.0	41760500.0	40071100.0	34506300.0	33457200.0	40794300.0	0	0.0006253620507373991	-0.2593338833176619	False	0.0014357053682896382	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AA04	P0AA04		ptsH		51201400.0	41972600.0	39236800.0	54307200.0	52444900.0	41448300.0	0	0.0006888552887636688	0.36486210144629905	False	0.001466916354556804	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AG40	P0AG40		ribF		1900370.0	2124420.0	2086590.0	1859720.0	1913000.0	2078850.0	0	0.0007092195373810668	-0.14889315424917882	False	0.0014981273408239703	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A6X1	P0A6X1		hemA		104920.0	300033.0	313078.0	109472.0	74727.9	354984.0	3	0.0007271023973676292	-1.7434807150395004	False	0.0015293383270911362	True	True	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A800	P0A800		rpoZ		51464900.0	47589200.0	48120500.0	52446200.0	51762300.0	48198200.0	0	0.0007532651878671212	0.11337665861647582	False	0.001560549313358302	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A717	P0A717		prs		27504600.0	31064700.0	30832700.0	26469500.0	27068900.0	31486600.0	0	0.000761235464735456	-0.2044878062180671	False	0.0015917602996254683	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
Q46893	Q46893		ispD		3208230.0	2826820.0	2845410.0	3320710.0	3258750.0	2781190.0	0	0.0009154650131075599	0.21143327786716723	False	0.0016229712858926342	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AAJ8	P0AAJ8		hybA		1932860.0	1753810.0	1803070.0	1972860.0	1936540.0	1782080.0	0	0.0009885818494523141	0.12996782408978222	False	0.0016541822721598005	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P30177	P30177		ybiB		7953310.0	8920910.0	9078110.0	7997050.0	7954500.0	9049610.0	0	0.0010184277791275786	-0.17825156760277525	False	0.0016853932584269663	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				104920.0	27479200.0	30649500.0	109472.0	74727.9	28484000.0	3	0.0010536661358075117	-8.226766859954958	False	0.0017166042446941324	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0ABP8	P0ABP8		deoD		46415800.0	50969700.0	50508800.0	45984800.0	46984300.0	50866800.0	0	0.0010867876071027826	-0.128270714144295	False	0.0017478152309612985	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AF98	P0AF98		lptF		1154080.0	1551050.0	1601370.0	1161540.0	1160090.0	1560870.0	0	0.0011295629638593783	-0.4394267362405537	False	0.0017790262172284646	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P76402	P76402		yegP		3006280.0	3601670.0	3500440.0	3039090.0	3145620.0	3499180.0	0	0.0011678966525565646	-0.20594765365243836	False	0.0018102372034956306	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A7J3	P0A7J3		rplJ		466151000.0	515111000.0	506222000.0	468877000.0	459559000.0	502169000.0	0	0.001232219821211344	-0.1275534555964974	False	0.0018414481897627967	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				356946.0	4037540.0	4838570.0	294472.0	74727.9	4286080.0	1	0.0012595102997471125	-4.179996293494122	False	0.0018726591760299626	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0ACF8	P0ACF8		hns		47893600.0	44244600.0	44608000.0	48156400.0	47223500.0	44885900.0	0	0.001285423509454999	0.09935695068281211	False	0.0019038701622971289	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				2386480.0	18332000.0	18254000.0	109472.0	74727.9	17796400.0	2	0.0012937062663448023	-4.402917939000122	False	0.0019350811485642947	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				104920.0	7604040.0	7650090.0	109472.0	951977.0	7550310.0	2	0.0013791176732841435	-4.289218556766509	False	0.001966292134831461	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P26648	P26648		ftsP		2467970.0	1985960.0	1969310.0	2406680.0	2341290.0	2080560.0	0	0.0014692460303498576	0.2576351700138008	False	0.0019975031210986267	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P22256	P22256		gabT		1068470.0	1346980.0	1280110.0	1044960.0	1097400.0	1284250.0	0	0.0014726782834220142	-0.2847166678595637	False	0.002028714107365793	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AF36	P0AF36		zapB		7062230.0	5773270.0	5912130.0	7399180.0	7077690.0	6162120.0	0	0.001478170064341295	0.271234350220773	False	0.002059925093632959	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AC51	P0AC51		zur		2783230.0	2119980.0	2003000.0	2743650.0	2770100.0	2001650.0	0	0.0014863299107311836	0.437963617598943	False	0.002091136079900125	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P64499	P64499		yebO		3310040.0	3108700.0	3080990.0	3298970.0	3315310.0	3061860.0	0	0.0015126078993093902	0.10127315999675036	False	0.002122347066167291	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P68919	P68919		rplY		85377700.0	76319900.0	75976000.0	83417200.0	85395500.0	77125600.0	0	0.001530627056252666	0.1479089467865552	False	0.0021535580524344572	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				104920.0	5282890.0	5236080.0	716836.0	74727.9	5223530.0	2	0.0016661129284075238	-4.134243183233333	False	0.002184769038701623	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P30014	P30014		rnt		5319730.0	5028940.0	5059410.0	5245790.0	5335170.0	4987100.0	0	0.0018096606050965968	0.07688830466563486	False	0.0022159800249687894	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)				4167220.0	12592200.0	12786000.0	4157850.0	2845660.0	12827300.0	0	0.0018817205893993441	-1.7740568730890875	False	0.0022471910112359553	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P76537	P76537		yfeY		2750900.0	2345760.0	2403850.0	2764330.0	2876870.0	2438560.0	0	0.0019588899858781236	0.2234073401816095	False	0.002278401997503121	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P31057	P31057		panB		8555520.0	7879670.0	7895060.0	8802800.0	8718940.0	8103120.0	0	0.0020067497149948346	0.1271193502481594	False	0.0023096129837702874	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				2048010.0	14209000.0	14456500.0	109472.0	74727.9	14437500.0	2	0.0020117522876569073	-4.27124368672758	False	0.0023408239700374533	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A968	P0A968		cspD		1827340.0	1613080.0	1625150.0	1797590.0	1834500.0	1559400.0	0	0.0020283801955721112	0.18642843301945244	False	0.0023720349563046196	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AGE0	P0AGE0		ssb		21918500.0	22779700.0	23101100.0	21872100.0	22183500.0	22986300.0	0	0.0020444940750769416	-0.06191516143782901	False	0.0024032459425717854	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P26612	P26612		amyA		598798.0	496038.0	514476.0	629630.0	640762.0	468699.0	0	0.0020947572057605063	0.33758341507209283	False	0.0024344569288389517	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0ADC1	P0ADC1		lptE		1337380.0	941937.0	920927.0	1473790.0	1484160.0	1061390.0	0	0.0021327479091996014	0.5547003455767969	False	0.0024656679151061176	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0ADW8	P0ADW8		yheV		1221360.0	835237.0	868533.0	1322880.0	1217990.0	896408.0	0	0.0021607990758117316	0.5329776602160752	False	0.0024968789013732834	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P77690	P77690		arnB		769889.0	989138.0	1025240.0	845184.0	776103.0	1059410.0	0	0.00218255777505528	-0.3622973433758316	False	0.0025280898876404493	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
