Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				6263780.0	6461930.0	6768720.0	34069000.0	34170300.0	34970800.0	0	3.457009165580931e-06	2.404450280513992	True	0.0003431066749844043	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				1916200.0	1809920.0	1639570.0	10667500.0	10544600.0	10654500.0	0	3.4716573536596895e-06	2.5702094881418294	True	0.0003742981908920774	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2699490.0	2727580.0	2946900.0	23571800.0	24073900.0	24149900.0	0	5.221902987448899e-06	3.099911776356579	True	0.0004054897067997505	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				397714.0	455474.0	332039.0	2507510.0	2460090.0	2533920.0	0	7.118598906993511e-06	2.6620195551559522	True	0.00043668122270742364	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1216440.0	1409070.0	1224760.0	10709800.0	10445800.0	10294400.0	0	7.200878985538777e-06	3.030028493716098	True	0.0004678727386150967	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				3511340.0	3051890.0	3092570.0	22135400.0	21835100.0	21217200.0	0	7.692636234443536e-06	2.7551320748589947	True	0.0004990642545227698	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				1420820.0	1223670.0	1477180.0	11323900.0	11809900.0	11701300.0	0	8.998408719698048e-06	3.079240799032791	True	0.000530255770430443	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3170280.0	3297620.0	3372040.0	25917600.0	26260200.0	25647000.0	0	1.1508819459567994e-05	2.9835085404240953	True	0.000561447286338116	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A972	P0A972		cspE		243315000.0	244829000.0	249223000.0	172117000.0	167289000.0	174078000.0	0	1.154831224493112e-05	-0.5220635284227805	True	0.0005926388022457892	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2713390.0	2772420.0	2580370.0	24436900.0	24974400.0	24955500.0	0	1.3137912034952577e-05	3.2047011888531816	True	0.0006238303181534623	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				2310000.0	2367580.0	2323340.0	19709700.0	19562100.0	19392400.0	0	1.526675100479049e-05	3.066863936925375	True	0.0006550218340611354	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				666724.0	747902.0	685088.0	5251060.0	5415120.0	5228490.0	0	1.757212628629759e-05	2.920278325720023	True	0.0006862133499688086	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1797390.0	1746520.0	1738210.0	14860500.0	14698700.0	14987700.0	0	1.8330249957722525e-05	3.076136056346535	True	0.0007174048658764817	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				1872140.0	2342240.0	1489050.0	11179500.0	11308600.0	10411000.0	0	1.9496975310081054e-05	2.528146406241645	True	0.0007485963817841548	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				2775260.0	2890490.0	2871090.0	23171800.0	23144300.0	23610700.0	0	2.2715984572602536e-05	3.0340714406691536	True	0.0007797878976918279	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2525220.0	2434480.0	2399350.0	20680900.0	20190000.0	20635400.0	0	3.167280529772725e-05	3.0631427492099994	False	0.000810979413599501	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				3463170.0	3554610.0	3453250.0	31914400.0	32410600.0	32628600.0	0	3.7053755923749546e-05	3.210891105965114	False	0.0008421709295071741	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2186050.0	2250560.0	2234520.0	20495300.0	20542900.0	20938500.0	0	4.295426574828977e-05	3.2157228790704626	False	0.0008733624454148473	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P08373	P08373		murB		1805650.0	1815890.0	1817110.0	1918430.0	1922630.0	1914340.0	0	5.471100902746573e-05	0.08166761377476225	False	0.0009045539613225204	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2289170.0	2543820.0	2376070.0	18976700.0	19763700.0	19159400.0	0	5.522486854270559e-05	3.0056753031023784	False	0.0009357454772301934	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P30859	P30859		artI		3811560.0	3841320.0	3795190.0	3416550.0	3415210.0	3442190.0	0	5.761884364627596e-05	-0.1561134409775236	False	0.0009669369931378665	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AG55	P0AG55		rplF		215766000.0	213970000.0	215786000.0	201106000.0	201205000.0	199570000.0	0	6.102245381776506e-05	-0.10098798989012418	False	0.0009981285090455397	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)				1210650.0	1036790.0	1396100.0	4703740.0	4598900.0	4255190.0	0	6.808958097503337e-05	1.8957135519521593	False	0.001029320024953213	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P31545	P31545		efeB		1029460.0	1033010.0	1028790.0	1076370.0	1072470.0	1078730.0	0	7.321232001119925e-05	0.06225338361256245	False	0.001060511540860886	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				2635720.0	2728550.0	2738920.0	17602300.0	17712400.0	17166100.0	0	7.353689806875052e-05	2.695227838341028	False	0.001091703056768559	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1357400.0	1379270.0	1394690.0	11951800.0	12073700.0	11705900.0	0	9.105587454048194e-05	3.1125037567018756	False	0.001122894572676232	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				2962240.0	3151550.0	2886260.0	26164800.0	27190000.0	26244300.0	0	9.181101956312557e-05	3.1447471972929693	False	0.0011540860885839053	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				4987840.0	4748070.0	5227650.0	33218000.0	33307600.0	31837600.0	0	0.00010386250602569383	2.7166652206489976	False	0.0011852776044915783	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
Q7DFV3	Q7DFV3		ymgG		1198120.0	1152360.0	1254710.0	1797530.0	1818850.0	1892530.0	0	0.0001050819392147145	0.6116915994469115	False	0.0012164691203992515	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				3838930.0	3936100.0	3882170.0	33340500.0	33624400.0	34546200.0	0	0.0001357793947897008	3.1223442840762448	False	0.0012476606363069245	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				3198940.0	3065070.0	3046930.0	23679900.0	24139300.0	24695500.0	0	0.00013599881328397144	2.961274754628251	False	0.0012788521522145977	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				922567.0	831027.0	798480.0	6415170.0	6448300.0	6087630.0	0	0.00013652267268191297	2.8925395235542015	False	0.0013100436681222707	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				748492.0	853239.0	709996.0	6248410.0	6156810.0	6567300.0	0	0.00013684246724074713	3.036868375485297	False	0.0013412351840299437	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A7Z4	P0A7Z4		rpoA		113418000.0	113943000.0	112615000.0	106550000.0	105143000.0	105954000.0	0	0.0001906664784433817	-0.09800851172419044	False	0.0013724266999376171	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				1210810.0	1272990.0	1251090.0	9766700.0	10151500.0	10207900.0	0	0.00019863938590897163	3.01187626121095	False	0.0014036182158452901	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4223240.0	4504910.0	4485490.0	40262300.0	42275800.0	40781800.0	0	0.00020261863015821928	3.222305774814745	False	0.0014348097317529633	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A9B2	P0A9B2		gapA		379558000.0	383218000.0	376781000.0	343414000.0	349732000.0	345368000.0	0	0.00021705339233841082	-0.13395242420468234	False	0.0014660012476606363	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				2960210.0	2865030.0	2889260.0	23944500.0	23607500.0	22838800.0	0	0.0002294663158140695	3.013897086242182	False	0.0014971927635683095	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P69222	P69222		infA		16739400.0	16689000.0	16626200.0	13882800.0	13755700.0	14056500.0	0	0.0002551055048549334	-0.26362827003535044	False	0.0015283842794759825	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P08312	P08312		pheS		14371800.0	14377500.0	14292700.0	13736500.0	13728500.0	13773500.0	0	0.0003136440588665192	-0.061753258676573754	False	0.0015595757953836558	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				931830.0	910010.0	793194.0	3281290.0	3546200.0	3619510.0	0	0.00035479857621171737	1.987195229744373	False	0.001590767311291329	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				1464100.0	1488660.0	1628370.0	13449200.0	13488700.0	12659600.0	0	0.0003564914662208597	3.1116339398895785	False	0.001621958827199002	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A6M8	P0A6M8		fusA		157468000.0	157118000.0	155968000.0	146888000.0	145241000.0	144604000.0	0	0.00036675003969780694	-0.10760874697920642	False	0.0016531503431066752	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P29744	P29744		flgL		2703040.0	2694620.0	2654700.0	2435280.0	2371490.0	2419500.0	0	0.0004751308935507909	-0.15616051266582434	False	0.0016843418590143482	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				998586.0	988696.0	890649.0	8752180.0	8054980.0	8395410.0	0	0.0005340990838338657	3.1304669500297164	False	0.0017155333749220212	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0AC81	P0AC81		gloA		1663810.0	1800200.0	1770450.0	1163510.0	1064910.0	1207910.0	0	0.0005354621988420709	-0.6071721237905877	False	0.0017467248908296946	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AFK9	P0AFK9		potD		7925310.0	7835820.0	7822580.0	8389850.0	8346740.0	8273400.0	0	0.0005389903010453666	0.08471379129438167	False	0.0017779164067373676	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A7R5	P0A7R5		rpsJ		171868000.0	173780000.0	175960000.0	154515000.0	152426000.0	153062000.0	0	0.0005762820755912817	-0.18132272660418747	False	0.0018091079226450408	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P76537	P76537		yfeY		2767460.0	2801770.0	2776120.0	2558750.0	2554600.0	2568520.0	0	0.0006127110081553514	-0.11951500739775614	False	0.0018402994385527138	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AA04	P0AA04		ptsH		63764900.0	62408800.0	63150100.0	42519600.0	40637800.0	38995700.0	0	0.0006269574318106229	-0.6321653076683246	False	0.0018714909544603868	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)				107393.0	107181.0	152333.0	9642210.0	9126190.0	8847270.0	3	0.0006271653577946885	6.233928890512639	False	0.00190268247036806	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P27248	P27248		gcvT		10304500.0	10210500.0	10184000.0	9730660.0	9690090.0	9659860.0	0	0.0007969084749358375	-0.07813412970595032	False	0.001933873986275733	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0ADY7	P0ADY7		rplP		47611800.0	47709800.0	47110200.0	45158500.0	45509700.0	44929400.0	0	0.0008511191832317067	-0.07093964138940818	False	0.001965065502183406	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				1634170.0	1652820.0	1549500.0	14400600.0	15072200.0	13704500.0	0	0.0008916917832285619	3.1582407092634557	False	0.0019962570180910794	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00490	P00490		malP		5848550.0	5826820.0	5765640.0	5558150.0	5486860.0	5496240.0	0	0.0008953225679265792	-0.07641532711721585	False	0.002027448533998752	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				2771420.0	2504760.0	2769160.0	20240400.0	21833500.0	22419900.0	0	0.0009979397723777793	3.0029351798603616	False	0.002058640049906426	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A9Q7	P0A9Q7		adhE		201797000.0	202262000.0	199907000.0	193076000.0	191504000.0	190124000.0	0	0.001069555514945189	-0.07164824543749883	False	0.0020898315658140986	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A6P1	P0A6P1		tsf		204047000.0	203478000.0	200782000.0	192001000.0	188784000.0	191585000.0	0	0.0011000439721467565	-0.0878515487631211	False	0.002121023081721772	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0AB71	P0AB71		fbaA		129980000.0	130658000.0	128150000.0	120531000.0	121592000.0	119873000.0	0	0.0011186769349774946	-0.10300993479306744	False	0.002152214597629445	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P0A799	P0A799		pgk		174906000.0	174109000.0	174049000.0	166186000.0	164441000.0	166231000.0	0	0.001180654651000174	-0.07415388530727206	False	0.002183406113537118	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2841390.0	2738810.0	1741460.0	25364400.0	29380400.0	28572200.0	0	0.0011996200749341238	3.5083682080325396	False	0.002214597629444791	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0AF36	P0AF36		zapB		7723200.0	7826530.0	7888710.0	7010850.0	6821640.0	7063350.0	0	0.0012796802844884116	-0.1656607957395416	False	0.002245789145352464	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
