Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1565380.0	6822350.0	6756220.0	1545010.0	1630730.0	6828830.0	0	1.4081378206845072e-08	2.1057925739199077	True	3.026634382566586e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				3297700.0	13916600.0	13677500.0	3314620.0	3121780.0	13850100.0	0	5.084505091908652e-08	2.090050713860102	True	6.053268765133172e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1080430.0	4597940.0	4674720.0	1036650.0	977096.0	4610370.0	0	1.5072127806666458e-07	2.1656953072054415	True	9.079903147699759e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1251590.0	6392310.0	6421420.0	1233760.0	1205480.0	6479020.0	0	3.277514466959753e-07	2.3860416071011654	True	0.00012106537530266344	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				693196.0	2506240.0	2501350.0	699967.0	685978.0	2505000.0	0	3.568887226265231e-07	1.853322769258229	True	0.0001513317191283293	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				7213360.0	25829300.0	25024300.0	6678290.0	7614300.0	25578500.0	0	1.089995708598582e-06	1.8294428074306381	True	0.00018159806295399517	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				1962800.0	6822290.0	6908910.0	2104560.0	1847990.0	7041810.0	0	1.1707182578542434e-06	1.8121748394827446	True	0.00021186440677966104	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				3095650.0	11209800.0	11647400.0	2815030.0	2758130.0	11451000.0	0	1.216393872221285e-06	1.984647568029989	True	0.00024213075060532688	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				2594330.0	10892900.0	10958000.0	2572190.0	2554250.0	11012500.0	0	2.3294556318988663e-06	2.089665105980031	True	0.0002723970944309927	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				822200.0	3958840.0	4083550.0	927520.0	786732.0	3896920.0	0	2.796011901824839e-06	2.2348356981943263	True	0.0003026634382566586	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				3470830.0	16130800.0	16488000.0	3848150.0	4038920.0	16308200.0	0	2.9093385764836465e-06	2.10693471062467	True	0.0003329297820823245	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3267780.0	14870400.0	14714400.0	3374310.0	3397310.0	15019900.0	0	3.0111496989789854e-06	2.151522685143647	True	0.00036319612590799034	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				1196210.0	5109730.0	5093730.0	1157670.0	1214940.0	5107510.0	0	3.902373827422583e-06	2.101046641823032	True	0.0003934624697336562	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P18775	P18775		dmsA		3038810.0	3249550.0	3241050.0	3036370.0	3051370.0	3237090.0	0	7.4788528695864734e-06	0.09202765541229327	True	0.0004237288135593221	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.160964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2523860.0	9872990.0	10343300.0	2874210.0	2698730.0	10298800.0	0	7.649828088855227e-06	1.914099098544881	True	0.0004539951573849879	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				3265290.0	13083100.0	12801300.0	3359760.0	3262890.0	12886200.0	0	9.02797169960806e-06	1.971221167785703	True	0.00048426150121065375	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				1246060.0	5789010.0	5898420.0	1337820.0	1304230.0	5700560.0	0	1.0566072982113835e-05	2.1609502305528374	True	0.0005145278450363196	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				815556.0	2846930.0	2881110.0	663185.0	804143.0	2693880.0	0	1.3821305946565042e-05	1.8832916175020955	True	0.0005447941888619854	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P39315	P39315		qorB		3364010.0	3139190.0	3116300.0	3374040.0	3352460.0	3130050.0	0	1.3957957055399206e-05	-0.10448743528776629	True	0.0005750605326876513	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.160964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				2036290.0	6248230.0	6295710.0	1585920.0	1738520.0	6570760.0	0	1.8742752667221142e-05	1.834181178777074	True	0.0006053268765133172	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				1297530.0	4839720.0	4497520.0	1132620.0	1391710.0	4688840.0	0	1.9105658823622618e-05	1.8757650253020046	True	0.0006355932203389831	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				2269100.0	8198840.0	8099080.0	2117110.0	2002630.0	8137030.0	0	2.6000704150531478e-05	1.9353202376547454	True	0.000665859564164649	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2905020.0	12811400.0	12609300.0	2881500.0	2830470.0	12905500.0	0	3.0078303636353225e-05	2.1530750488755137	True	0.0006961259079903149	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				3186020.0	13469100.0	13137700.0	3110220.0	3187440.0	13342700.0	0	3.249801290660453e-05	2.074658557698137	False	0.0007263922518159807	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1271570.0	4888060.0	4811590.0	1272910.0	1263990.0	4830350.0	0	3.259161192131358e-05	1.9317512664738974	False	0.0007566585956416465	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				2060910.0	9011500.0	8842380.0	2002570.0	1964680.0	9138500.0	0	3.607883585477094e-05	2.1627625745034864	False	0.0007869249394673124	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				3449070.0	12754600.0	12479900.0	3235350.0	3402180.0	12220500.0	0	3.621421589993987e-05	1.8927183705127337	False	0.0008171912832929783	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2419930.0	9368960.0	9022760.0	2465530.0	2303090.0	9409630.0	0	5.251256108375669e-05	1.9513822405879488	False	0.0008474576271186442	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				1043350.0	5379530.0	5541740.0	1001580.0	1002110.0	5386990.0	0	5.5755453007259137e-05	2.4201225185482715	False	0.00087772397094431	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				4239790.0	19369400.0	18876900.0	4180740.0	4248430.0	18958000.0	0	7.934259046999617e-05	2.174825499349002	False	0.0009079903147699758	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2760440.0	12034400.0	11253200.0	2820090.0	2518280.0	11835400.0	0	0.0001401732624701769	2.116634230612504	False	0.0009382566585956417	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4901030.0	22652000.0	21856400.0	4774160.0	5058520.0	22975200.0	0	0.00017165040140406992	2.195416186308827	False	0.0009685230024213075	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				3574450.0	17072000.0	17332700.0	3587090.0	3680820.0	16596300.0	0	0.00019016246981066402	2.2338467201606944	False	0.0009987893462469735	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1336390.0	5224270.0	5054410.0	1334020.0	1314500.0	5234650.0	0	0.0001922105258553415	1.9608893538952998	False	0.0010290556900726393	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
