Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0AEX9	P0AEX9		malE		6388130.0	7029930.0	7005290.0	6950240.0	6445910.0	6479050.0	0	0.00010573927033352023	-0.11981108044677458	False	0.0003343465045592705	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				28912.6	1573420.0	1572750.0	1527210.0	148028.0	128633.0	3	0.00011239835931402018	-3.934874537433397	False	0.00036474164133738605	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				28912.6	905659.0	852094.0	921596.0	148028.0	128633.0	3	0.00023782367826312138	-3.1322907000350306	False	0.00039513677811550154	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P0A850	P0A850		tig		130181000.0	125922000.0	125077000.0	125716000.0	129703000.0	130291000.0	0	0.0002577168835888732	0.05064786242084284	False	0.00042553191489361707	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				28912.6	646574.0	762118.0	714964.0	148028.0	128633.0	3	0.00027701340215324105	-2.7969582780154156	False	0.0004559270516717325	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				28912.6	1464850.0	1439980.0	1435340.0	148028.0	128633.0	3	0.00039384572461702565	-3.828159740279774	False	0.00048632218844984804	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P61949	P61949		fldA		4408050.0	4117770.0	4086260.0	4063160.0	4439640.0	4492650.0	0	0.0006256664838805725	0.12099062238281726	False	0.0005167173252279636	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9Y6	P0A9Y6		cspC		177856000.0	167752000.0	166522000.0	169094000.0	177539000.0	179128000.0	0	0.0006787252499418344	0.08663852231127706	False	0.000547112462006079	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				187842.0	1590580.0	1497610.0	1416790.0	148028.0	158878.0	1	0.0008374850854526851	-3.1867549208058477	False	0.0005775075987841945	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0AB71	P0AB71		fbaA		155430000.0	165214000.0	163934000.0	165743000.0	157415000.0	155054000.0	0	0.0008878394610328766	-0.08091366049281896	False	0.0006079027355623101	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				28912.6	1429740.0	1607820.0	1452140.0	148028.0	365680.0	2	0.001059147896535679	-3.0486033237501986	False	0.0006382978723404256	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A7F3	P0A7F3		pyrI		1834360.0	2020990.0	1965610.0	2011870.0	1784180.0	1817890.0	0	0.0012748592611011233	-0.14193499451153388	False	0.000668693009118541	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76170	P76170		ynfB		2375310.0	2561250.0	2556450.0	2621500.0	2320090.0	2297960.0	0	0.0013770797737133514	-0.14619866960514935	False	0.0006990881458966566	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76291	P76291		cmoB		1912470.0	2118890.0	2068790.0	2083330.0	1929900.0	1948210.0	0	0.0015077032637260636	-0.11498996051271913	False	0.0007294832826747721	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P14407	P14407		fumB		24636500.0	25362800.0	25357900.0	25377300.0	24734900.0	24723700.0	0	0.001604493461352301	-0.03848039897073061	False	0.0007598784194528875	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADK0	P0ADK0		yiaF		14926400.0	15153500.0	15158800.0	15111200.0	14944000.0	14923400.0	0	0.0016866189825465521	-0.020139813993276308	False	0.0007902735562310031	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P18355	P18355				3015140.0	2724650.0	2759740.0	2823400.0	3101090.0	3071270.0	0	0.0016912345410734992	0.14520759588871734	False	0.0008206686930091186	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7N9	P0A7N9		rpmG		28855100.0	27649600.0	27154600.0	27438400.0	29038900.0	28613600.0	0	0.001829421729681226	0.07294100989631265	False	0.0008510638297872341	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABQ0	P0ABQ0		coaBC		705296.0	812318.0	791164.0	797689.0	723242.0	691389.0	0	0.0018796811107024596	-0.17972356289252173	False	0.0008814589665653497	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG99	P0AG99		secG		5370700.0	5834250.0	5913900.0	6009530.0	5322640.0	5418350.0	0	0.002175072851610227	-0.1403352789353566	False	0.000911854103343465	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				28912.6	454828.0	524768.0	500372.0	148028.0	128633.0	3	0.0022399038661226472	-2.2759741697314078	False	0.0009422492401215805	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				28912.6	829747.0	836935.0	844483.0	148028.0	128633.0	3	0.002246873294245762	-3.0387650138649334	False	0.0009726443768996961	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A7J0	P0A7J0		ribB		12299900.0	12801700.0	12777600.0	12685600.0	12439600.0	12321300.0	0	0.002338366475831508	-0.04612760545008127	False	0.0010030395136778117	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P31467	P31467		yieH		1851380.0	2076760.0	2095630.0	2114460.0	1912090.0	1846600.0	0	0.002480759068441911	-0.16431856953238644	False	0.0010334346504559271	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				28912.6	3269380.0	3677940.0	3963620.0	148028.0	128633.0	3	0.0024934683442635257	-5.158111680679202	False	0.0010638297872340426	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A7X3	P0A7X3		rpsI		76110500.0	72711400.0	71333100.0	71441100.0	75124600.0	76455200.0	0	0.0024990687944389635	0.0794813682141395	False	0.001094224924012158	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P42628	P42628		yhaO		9225650.0	10327100.0	10325100.0	10514700.0	9554090.0	9235410.0	0	0.0026916101264673263	-0.15380744803144042	False	0.0011246200607902736	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P21829	P21829		ybhA		2777690.0	2627330.0	2587150.0	2588310.0	2759310.0	2827090.0	0	0.002708852897045762	0.10021851319874593	False	0.001155015197568389	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7R5	P0A7R5		rpsJ		169413000.0	156817000.0	154078000.0	157659000.0	167917000.0	168373000.0	0	0.0030317044469709118	0.11007501158485081	False	0.0011854103343465047	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				28912.6	547676.0	566382.0	591071.0	148028.0	128633.0	3	0.0030683720225630467	-2.4802890767940178	False	0.0012158054711246201	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A794	P0A794		pdxJ		6708320.0	6434600.0	6475840.0	6513020.0	6824540.0	6773390.0	0	0.003136542976238854	0.06412362027889082	False	0.0012462006079027358	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7E5	P0A7E5		pyrG		15838600.0	15474100.0	15587800.0	15488800.0	15782800.0	15917800.0	0	0.003503640661226813	0.03031476321538718	False	0.0012765957446808512	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76539	P76539		ypeA		3075000.0	3371030.0	3294940.0	3276730.0	3116110.0	3022790.0	0	0.003610826858212646	-0.10982573729268541	False	0.0013069908814589664	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33920	P33920		yejK		2301090.0	2430860.0	2402950.0	2434100.0	2337470.0	2293360.0	0	0.0036217146058811233	-0.06828554977915487	False	0.001337386018237082	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P05793	P05793		ilvC		7979820.0	7547260.0	7719560.0	7606220.0	8020450.0	8112820.0	0	0.003625460356017705	0.07616841504854956	False	0.0013677811550151975	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P19624	P19624		pdxA		445716.0	383100.0	397689.0	375849.0	477515.0	461579.0	0	0.003639506171513085	0.25975064176971624	False	0.0013981762917933131	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8S1	P0A8S1		iciA		2672390.0	2811450.0	2837690.0	2850330.0	2699740.0	2634470.0	0	0.0036494915510293146	-0.08618314945524107	False	0.0014285714285714286	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFK9	P0AFK9		potD		4647980.0	4827520.0	4908360.0	4886720.0	4706310.0	4703910.0	0	0.004298590739020395	-0.05678797052657161	False	0.0014589665653495442	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P60624	P60624		rplX		117149000.0	119063000.0	119291000.0	118913000.0	117315000.0	117805000.0	0	0.004404011033206283	-0.020325139464281983	False	0.0014893617021276596	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09029	P09029		purK		1090540.0	1175610.0	1218500.0	1184550.0	1067200.0	1082630.0	0	0.004525434444212245	-0.14326092731560305	False	0.001519756838905775	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGJ9	P0AGJ9		tyrS		8827410.0	9461440.0	9259640.0	9408660.0	8960870.0	8716820.0	0	0.004636323682243436	-0.08582623434177095	False	0.0015501519756838907	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P27836	P27836		wecG		493802.0	536793.0	554194.0	543836.0	499266.0	501380.0	0	0.004680586331746881	-0.12952174694673663	False	0.0015805471124620061	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABA6	P0ABA6		atpG		31471800.0	33601200.0	32838400.0	32954900.0	31505400.0	30754600.0	0	0.005218204747418803	-0.08462743427946522	False	0.0016109422492401218	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A862	P0A862		tpx		42530800.0	41059200.0	40422500.0	40992000.0	42365200.0	42116100.0	0	0.005868493917924006	0.05249396589064536	False	0.0016413373860182372	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A715	P0A715		kdsA		21025100.0	21727800.0	21582400.0	21713500.0	20890400.0	20684900.0	0	0.006179553594084099	-0.054793775445409795	False	0.0016717325227963526	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q46925	Q46925		csdA		1063840.0	978548.0	999958.0	984115.0	1059710.0	1095940.0	0	0.006336073035565791	0.11995809078054413	False	0.0017021276595744683	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P52614	P52614		fliK		1713090.0	1560410.0	1590180.0	1624130.0	1774290.0	1715070.0	0	0.006497699180111169	0.12377506164879169	False	0.0017325227963525837	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7M6	P0A7M6		rpmC		20411100.0	22482000.0	21969600.0	23213800.0	20001200.0	19138500.0	0	0.006560164543752887	-0.18429742595703602	False	0.0017629179331306994	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				28912.6	518033.0	535913.0	525780.0	148028.0	128633.0	3	0.0066144120223092335	-2.3700825354401416	False	0.0017933130699088148	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P12295	P12295		ung		1662010.0	1708540.0	1715260.0	1732120.0	1644330.0	1624410.0	0	0.007004634002288057	-0.06442277196484836	False	0.00182370820668693	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69908	P69908		gadA		4464310.0	4069270.0	3905960.0	4007180.0	4714350.0	4486060.0	0	0.007198108369987284	0.18953779439787646	False	0.0018541033434650459	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADZ7	P0ADZ7		yajC		22766300.0	20852400.0	21555200.0	20749900.0	23156700.0	22738900.0	0	0.007343686952330485	0.12055571455778605	False	0.001884498480243161	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7M9	P0A7M9		rpmE		100996000.0	97117400.0	97547900.0	98436900.0	99721200.0	100883000.0	0	0.007367600052071791	0.04123358848712412	False	0.0019148936170212767	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AC53	P0AC53		zwf		11898000.0	12465000.0	12555400.0	12347200.0	12076700.0	12095400.0	0	0.007721359184076563	-0.05098448423229859	False	0.0019452887537993921	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				28912.6	489481.0	476799.0	496796.0	148028.0	128633.0	3	0.007812752828962115	-2.259412900347471	False	0.001975683890577508	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A944	P0A944		rimI		506040.0	602646.0	559536.0	563600.0	480262.0	463283.0	0	0.007860493542035949	-0.2516103035726644	False	0.0020060790273556234	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37651	P37651		bcsZ		2284040.0	2395520.0	2434010.0	2435010.0	2341050.0	2290350.0	0	0.008260549514198407	-0.0710504006097107	False	0.0020364741641337386	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P61175	P61175		rplV		209841000.0	194826000.0	198453000.0	198526000.0	204722000.0	206333000.0	0	0.00843119805855519	0.06922975192571411	False	0.0020668693009118543	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6M8	P0A6M8		fusA		142830000.0	138214000.0	136894000.0	138984000.0	141255000.0	141660000.0	0	0.008578545343860221	0.040038255815123935	False	0.0020972644376899695	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				465201.0	728560.0	779945.0	835737.0	453900.0	285524.0	0	0.009880785470626277	-0.9605374041618416	False	0.002127659574468085	False	False	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A9P6	P0A9P6		deaD		9662060.0	9406640.0	9284490.0	9330070.0	9545850.0	9544590.0	0	0.01008542874887553	0.03716866224499972	False	0.002158054711246201	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A915	P0A915		ompW		13045300.0	14909500.0	15791800.0	15117500.0	13336000.0	13286600.0	0	0.010190179247250648	-0.2079676508703214	False	0.002188449848024316	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AF96	P0AF96		tabA		2777430.0	3021420.0	3026770.0	3205740.0	2635890.0	2741200.0	0	0.010239339151082844	-0.18246622789717457	False	0.0022188449848024316	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24232	P24232		hmp		1442760.0	1353540.0	1304020.0	1371190.0	1455030.0	1503540.0	0	0.010659094246292057	0.12760726193436692	False	0.0022492401215805473	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77247	P77247		yniC		1357300.0	1422680.0	1466750.0	1503260.0	1321760.0	1281530.0	0	0.010868948772537827	-0.14938932816796027	False	0.0022796352583586625	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37773	P37773		mpl		7902200.0	8104270.0	8128700.0	8143110.0	7927490.0	7992410.0	0	0.010945503646283461	-0.03316554259924971	False	0.002310030395136778	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P11557	P11557		damX		8077670.0	7759220.0	7620340.0	7696260.0	8134170.0	7931590.0	0	0.011331940971172173	0.0652487359296005	False	0.002340425531914894	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADC1	P0ADC1		lptE		6020840.0	5715180.0	5654600.0	5756280.0	5901090.0	6061340.0	0	0.011598974649098703	0.07046209315608051	False	0.0023708206686930094	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACF4	P0ACF4		hupB		38818900.0	35382700.0	34267800.0	35896000.0	38259200.0	38177600.0	0	0.01160070798186696	0.12695936262594495	False	0.0024012158054711246	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7W1	P0A7W1		rpsE		122419000.0	116399000.0	117472000.0	116368000.0	119942000.0	121642000.0	0	0.011883583603005187	0.05561060025436406	False	0.0024316109422492403	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAZ7	P0AAZ7		ycaR		4073000.0	4271060.0	4324310.0	4245500.0	4094980.0	3966870.0	0	0.011913818840444085	-0.08158667653720827	False	0.0024620060790273555	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69330	P69330		citD		7853050.0	7542510.0	7500300.0	7220430.0	8035130.0	8157480.0	0	0.01193293309054977	0.11111296017738087	False	0.0024924012158054716	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEQ6	P0AEQ6		glnP		1118910.0	1228200.0	1294610.0	1266360.0	1125980.0	1140970.0	0	0.012790779590053312	-0.1623595460983807	False	0.002522796352583587	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P31224	P31224		acrB		1870900.0	1975690.0	1974900.0	1964530.0	1908160.0	1873020.0	0	0.01283681390730985	-0.06562555096731286	False	0.0025531914893617024	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAV4	P0AAV4		ybgJ		669522.0	505293.0	497772.0	383106.0	686234.0	737033.0	0	0.013266412459877443	0.5943216216173817	False	0.0025835866261398176	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFL3	P0AFL3		ppiA		6768450.0	6408620.0	6276370.0	6415630.0	6598800.0	6625950.0	0	0.013407501707437335	0.06588993183996127	False	0.002613981762917933	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76537	P76537		yfeY		3531530.0	3724030.0	3935110.0	3883000.0	3436620.0	3442430.0	0	0.014083304644141889	-0.14886028824730127	False	0.002644376899696049	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P68919	P68919		rplY		93247800.0	88557600.0	88530300.0	86396100.0	97292700.0	93953300.0	0	0.014344654534645746	0.11068185485962466	False	0.002674772036474164	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAI9	P0AAI9		fabD		5248450.0	4930010.0	5053150.0	5023740.0	5147100.0	5271160.0	0	0.014489229569148382	0.062076258647069865	False	0.00270516717325228	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76594	P76594		yfiQ		1900530.0	2097720.0	2169180.0	2183920.0	1936130.0	1772040.0	0	0.014995540598444362	-0.2018161435368462	False	0.002735562310030395	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69222	P69222		infA		16796300.0	16187300.0	15923000.0	16105000.0	16461300.0	16820500.0	0	0.015178212123782023	0.05468880169338585	False	0.0027659574468085106	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77570	P77570		anmK		1437260.0	1578810.0	1598470.0	1532570.0	1425310.0	1441910.0	0	0.015650116263658306	-0.12984214912342032	False	0.0027963525835866263	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q46829	Q46829		bglA		12161300.0	12841400.0	12640000.0	12741700.0	12293300.0	11914500.0	0	0.015731029342235154	-0.07173156475423781	False	0.002826747720364742	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P60438	P60438		rplC		248248000.0	227552000.0	219557000.0	231471000.0	245597000.0	240518000.0	0	0.01585942084504074	0.11397446244695508	False	0.002857142857142857	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
