Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P16703	P16703		cysM		3718400.0	3651610.0	3649190.0	3541570.0	3615660.0	3566260.0	0	0.47418819487906017	0.01723210681595961	False	0.028327338129496404	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P61320	P61320		lolB		3464130.0	3491920.0	3261620.0	3575110.0	3305370.0	3443200.0	0	0.4748341908652432	0.036123079703879374	False	0.02835731414868106	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P65367	P65367		yqcA		2312890.0	2331360.0	2441570.0	2389460.0	2204860.0	2187260.0	0	0.4749516863814303	-0.04252842844098785	False	0.02838729016786571	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ADF6	P0ADF6		edd		2043030.0	1583500.0	1669150.0	1630640.0	1495070.0	1578260.0	0	0.4749956042577741	0.11835126348859305	False	0.028417266187050365	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ACU7	P0ACU7		yjdC		703339.0	837866.0	776309.0	826387.0	843044.0	795964.0	0	0.4765654150506919	-0.06550898426683788	False	0.028447242206235013	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P15005	P15005		mcrB		727158.0	669865.0	709063.0	665224.0	752118.0	649026.0	0	0.47840856449973024	-0.05557570604732961	False	0.028477218225419664	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6Y8	P0A6Y8		dnaK		39788400.0	39953900.0	40037400.0	38982700.0	39537900.0	39616900.0	0	0.47841735165873756	0.009716755545343738	False	0.02850719424460432	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AB80	P0AB80		ilvE		7156310.0	7018190.0	7246080.0	6968580.0	7105200.0	6882510.0	0	0.47974085139212735	-0.0178973697104201	False	0.02853717026378897	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P75777	P75777		ybhG		2746620.0	2746410.0	2656660.0	2884330.0	2854480.0	2718310.0	0	0.4814315528147115	-0.03199342008916659	False	0.028567146282973625	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AFZ1	P0AFZ1		sseB		2493190.0	2302610.0	2411880.0	2324850.0	2383130.0	2490620.0	0	0.4819205934432982	0.033361283234707634	False	0.028597122302158277	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A9C3	P0A9C3		galM		6047290.0	6154330.0	6076680.0	5753370.0	6026050.0	5935140.0	0	0.48221139615262554	0.02249974006255086	False	0.028627098321342925	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P05194	P05194		aroD		1263820.0	1233620.0	1377110.0	1286920.0	1212670.0	1256830.0	0	0.4826858020655608	-0.04629668606897792	False	0.02865707434052758	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7Y0	P0A7Y0		rnc		6672480.0	6475220.0	6526450.0	6634380.0	6460210.0	6664160.0	0	0.4834831445987142	0.013962818691481532	False	0.02868705035971223	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P07026	P07026		sdiA		1791260.0	1719690.0	1760480.0	1674210.0	1788030.0	1815390.0	0	0.48435502991990864	0.028343163907952343	False	0.028717026378896886	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P29745	P29745		pepT		6149740.0	6186740.0	6176200.0	6213530.0	6136800.0	6350400.0	0	0.4848133146226762	0.012433022480491754	False	0.028747002398081537	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P05458	P05458		ptrA		915908.0	998363.0	923398.0	988414.0	988110.0	897452.0	0	0.48512374641510025	-0.04455962348260312	False	0.02877697841726619	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P22256	P22256		gabT		994009.0	1216260.0	1212230.0	1149930.0	1237500.0	1202490.0	0	0.4851660698405172	-0.07692210685684323	False	0.028806954436450843	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7K6	P0A7K6		rplS		68053100.0	68218500.0	68540400.0	67267200.0	67947400.0	68430700.0	0	0.4856723220658215	0.00669184985828744	False	0.02883693045563549	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P39286	P39286		rsgA		2368600.0	2268750.0	2321820.0	2333990.0	2247850.0	2363780.0	0	0.48575775293624507	0.020226380827525443	False	0.028866906474820146	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P52119	P52119		ratB		3972500.0	4004430.0	3963170.0	3759310.0	3931880.0	3857630.0	0	0.4861254982439803	0.022136287815639838	False	0.028896882494004798	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P27848	P27848		yigL		5574610.0	5748830.0	5205970.0	5210950.0	5492780.0	5100580.0	0	0.4863953038306218	0.04590065751084826	False	0.02892685851318945	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7R5	P0A7R5		rpsJ		152818000.0	151084000.0	148321000.0	148274000.0	149383000.0	146710000.0	0	0.486586886387469	0.014913189641016407	False	0.028956834532374104	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AGI8	P0AGI8		trkA		376630.0	482905.0	443530.0	421053.0	503345.0	417160.0	0	0.48660653048597713	-0.09957838779766114	False	0.028986810551558755	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P21507	P21507		srmB		5132640.0	5152620.0	5196340.0	5136420.0	5062420.0	4879730.0	0	0.48731305685839243	-0.021734188800370025	False	0.02901678657074341	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8D3	P0A8D3		yaiI		1888440.0	1934910.0	1883730.0	1977590.0	1916880.0	1879060.0	0	0.48739182529092356	-0.019048368612396123	False	0.029046762589928058	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P39315	P39315		qorB		2948380.0	2987560.0	2929730.0	2956250.0	3052680.0	2897440.0	0	0.4888914083102535	-0.017092996712970817	False	0.02907673860911271	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P37631	P37631		yhiN		1180940.0	1177190.0	1158160.0	1146340.0	1194020.0	1176460.0	0	0.4902578700840644	0.014798138057211398	False	0.029106714628297364	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P32684	P32684		rluF		1090750.0	1159790.0	1096120.0	1144300.0	1132920.0	1216620.0	0	0.4907539631738468	0.039576679155995616	False	0.029136690647482016	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P33667	P33667		selU		780168.0	736569.0	823085.0	871301.0	904949.0	930803.0	0	0.49077265125239294	-0.08681014115529712	False	0.02916666666666667	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P17115	P17115		gutQ		2215430.0	2185330.0	2231150.0	2163870.0	2180260.0	2230410.0	0	0.49084148588626114	0.012211110058394823	False	0.029196642685851322	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8G3	P0A8G3		uxaC		1418400.0	1411160.0	1398570.0	1403150.0	1426640.0	1311680.0	0	0.4909024597892674	-0.03003539754520894	False	0.02922661870503597	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ACE3	P0ACE3		hha		3739390.0	3766630.0	3968460.0	3649990.0	3793390.0	3671710.0	0	0.4910607772460704	-0.02990419284449468	False	0.029256594724220625	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76440	P76440		preT		1224350.0	1160450.0	1280420.0	1187780.0	1130610.0	1074240.0	0	0.49167013924152986	-0.05714823986582681	False	0.029286570743405276	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8K5	P0A8K5		yaeP		2218850.0	2304790.0	2168310.0	2353480.0	2265700.0	2474550.0	0	0.4929494211694219	0.0441036667049891	False	0.02931654676258993	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ACX5	P0ACX5		ydhZ		2635460.0	2894170.0	2617780.0	2863040.0	2612180.0	2818480.0	0	0.49330224892972	0.04477501502396811	False	0.029346522781774582	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6G7	P0A6G7		clpP		23349900.0	22830300.0	22704400.0	23168800.0	23139800.0	23352300.0	0	0.49343251762499407	0.010819313313565362	False	0.029376498800959234	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8N7	P0A8N7		epmA		3110880.0	3138970.0	3168920.0	3071430.0	3108940.0	2934150.0	0	0.4939253557626122	-0.02573416658324606	False	0.02940647482014389	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A932	P0A932		gfcE		14551600.0	14736000.0	14813400.0	14534300.0	13977200.0	14652300.0	0	0.4942218845445717	0.02033516698283864	False	0.029436450839328537	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P28904	P28904		treC		2883450.0	3030110.0	2917270.0	2940630.0	2957660.0	3020570.0	0	0.4949458518540139	0.019275029088359253	False	0.02946642685851319	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P04335	P04335		frsA		4468190.0	4333410.0	4316700.0	4375540.0	4387510.0	4382280.0	0	0.495165340997315	0.011440050121811925	False	0.029496402877697843	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ABI4	P0ABI4		corA		1519050.0	1533620.0	1552410.0	1511720.0	1501540.0	1555860.0	0	0.49610453325547266	0.013480054787174433	False	0.029526378896882494	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P45807	P45807		ybaM		510266.0	485205.0	483321.0	541250.0	469461.0	420783.0	0	0.49616332606269203	-0.0771310181644642	False	0.02955635491606715	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6R0	P0A6R0		fabH		17734800.0	17617700.0	17728300.0	17658400.0	17148900.0	17635800.0	0	0.49731891068578066	0.012378466901248015	False	0.0295863309352518	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ADG4	P0ADG4		suhB		14068600.0	14125900.0	13949300.0	14353300.0	13953800.0	14473000.0	0	0.4981744195456637	0.013967718488964238	False	0.029616306954436455	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ADQ7	P0ADQ7		ygaM		6019260.0	6041150.0	6100150.0	5893070.0	6208210.0	5904600.0	0	0.4984371380003684	-0.018862062182741723	False	0.029646282973621103	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6D3	P0A6D3		aroA		5695490.0	5917240.0	5773010.0	5854440.0	5988560.0	5803180.0	0	0.4984853252815057	-0.016481335723992897	False	0.029676258992805755	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AF03	P0AF03		mog		12886200.0	13103900.0	12943400.0	13004100.0	13185400.0	12921600.0	0	0.4986615552457756	-0.008178016097722162	False	0.02970623501199041	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P38506	P38506		ygdG		617236.0	673359.0	628481.0	667480.0	634128.0	705683.0	0	0.4988757903893547	0.04864526878342905	False	0.02973621103117506	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AC02	P0AC02		bamD		21248200.0	21126200.0	20891800.0	21646700.0	20837500.0	21714900.0	0	0.4997168069047602	0.016146906097413215	False	0.029766187050359716	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8N3	P0A8N3		lysS		36830200.0	36851000.0	36488100.0	36688400.0	36982300.0	36828600.0	0	0.5006722344332439	0.004589564500044521	False	0.029796163069544367	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P77774	P77774		bamB		15410000.0	15782200.0	15510000.0	15775700.0	15431100.0	15956700.0	0	0.5013517579864558	0.01328265661824635	False	0.029826139088729015	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A850	P0A850		tig		129016000.0	130036000.0	129918000.0	128748000.0	130051000.0	128128000.0	0	0.5016344126957588	-0.005715772011780425	False	0.02985611510791367	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P68767	P68767		pepA		8160200.0	8131710.0	8177040.0	7905340.0	8358340.0	7721840.0	0	0.5026978873981884	-0.025426072997235614	False	0.02988609112709832	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P21829	P21829		ybhA		2941410.0	2916980.0	3020410.0	2869260.0	2934680.0	2850510.0	0	0.5040811740081055	-0.01899950662000044	False	0.029916067146282976	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AA31	P0AA31		yedF		3870940.0	3970200.0	3973500.0	3692030.0	3909380.0	3943980.0	0	0.5045477384182327	0.025965472719536975	False	0.029946043165467628	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P77348	P77348		mppA		1990630.0	1927160.0	1953850.0	2013080.0	1930030.0	1898460.0	0	0.5051594131963537	-0.019882126184876937	False	0.02997601918465228	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P19624	P19624		pdxA		310161.0	414573.0	357299.0	387805.0	330392.0	461053.0	0	0.5052671610283627	0.14084272631809677	False	0.030005995203836934	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A894	P0A894		yhbJ		1522450.0	1597620.0	1602830.0	1664060.0	1554790.0	1609800.0	0	0.5053201867591844	-0.027735375124506207	False	0.030035971223021582	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76445	P76445		yeiU		2109690.0	2243710.0	1991540.0	2163220.0	1968130.0	1983080.0	0	0.5059236319513303	0.04946886158591947	False	0.030065947242206237	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P02930	P02930		tolC		24636500.0	24905300.0	25587600.0	24106700.0	25370500.0	24392500.0	0	0.5061776980977769	-0.021892723398255945	False	0.030095923261390888	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AES0	P0AES0		gsp		1902040.0	1911450.0	1896590.0	1901900.0	1836280.0	1874840.0	0	0.5063493037939234	0.013648439507206128	False	0.03012589928057554	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P39393	P39393		yjiV		582833.0	554487.0	565608.0	602743.0	534974.0	631155.0	0	0.5064656352357889	0.054152092333189565	False	0.030155875299760194	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEW6	P0AEW6		gsk		2355900.0	2275170.0	2311990.0	2328960.0	2282390.0	2140960.0	0	0.5078552355720081	-0.031879835191585895	False	0.030185851318944846	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P69791	P69791		chbA		1627610.0	1472660.0	1516530.0	1262850.0	1511220.0	1419370.0	0	0.5082981675982149	0.07502845400344595	False	0.0302158273381295	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P00926	P00926		dsdA		1433240.0	1270150.0	1322010.0	1263150.0	1242630.0	1262370.0	0	0.5083382372903785	0.051085688199777254	False	0.03024580335731415	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AFU8	P0AFU8		ribC		9221190.0	8891490.0	9199480.0	9040770.0	9193650.0	9078030.0	0	0.5084058756796966	-0.012845906818297326	False	0.0302757793764988	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AAG3	P0AAG3		gltL		1546910.0	1689250.0	1632770.0	1533030.0	1539740.0	1585840.0	0	0.50944632664214	0.035271357185602766	False	0.030305755395683455	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76116	P76116		yncE		4169460.0	4133140.0	4068960.0	4189490.0	4228040.0	4055610.0	0	0.5097629370273465	-0.014898192731680913	False	0.030335731414868106	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6F9	P0A6F9		groS		88010700.0	89275700.0	88397700.0	83625800.0	88445800.0	87103000.0	0	0.509829157362359	0.02155099647036901	False	0.03036570743405276	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P69776	P69776		lpp		39565000.0	38994100.0	39079800.0	39201200.0	39372800.0	37996300.0	0	0.5098964098594629	-0.013532071762745663	False	0.030395683453237413	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P27306	P27306		sthA		1079970.0	1065530.0	1044850.0	1001360.0	1040460.0	1002290.0	0	0.5102988931238526	0.028288046111026487	False	0.030425659472422064	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0C093	P0C093		slmA		3436390.0	3324070.0	3342200.0	3394100.0	3340460.0	3399840.0	0	0.5104611971171208	0.011911159855303884	False	0.03045563549160672	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AFX7	P0AFX7		rseA		1854940.0	1626320.0	1810320.0	1827950.0	1728810.0	1721630.0	0	0.5111364398242187	-0.0448241865881012	False	0.030485611510791367	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P25534	P25534		ubiH		933536.0	940955.0	785962.0	826549.0	976859.0	858313.0	0	0.5115843776513619	0.0777808623385821	False	0.03051558752997602	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8W2	P0A8W2		slyA		8844630.0	8324970.0	8424460.0	7926020.0	8476240.0	8218930.0	0	0.5131580832621988	0.032283193717315736	False	0.030545563549160673	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8M6	P0A8M6		yeeX		12153100.0	12256100.0	11846600.0	11273100.0	12042300.0	11475700.0	0	0.5135629833334663	0.029359767663548118	False	0.030575539568345324	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6Z6	P0A6Z6		nikR		2206450.0	2019390.0	2149820.0	2060180.0	2252570.0	2067980.0	0	0.5154166680921618	-0.03817208332018416	False	0.03060551558752998	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEY3	P0AEY3		mazG		1588940.0	1526880.0	1529810.0	1441860.0	1558780.0	1507210.0	0	0.5162513382556655	0.02918436738318514	False	0.03063549160671463	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7N9	P0A7N9		rpmG		120798000.0	120203000.0	121746000.0	121831000.0	119759000.0	120733000.0	0	0.5172804966471383	-0.006375111965248259	False	0.030665467625899286	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P25736	P25736		endA		1124650.0	1057150.0	1124190.0	1047570.0	1135650.0	1047660.0	0	0.5193819730322151	-0.03440894780482636	False	0.030695443645083934	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P11349	P11349		narH		3658070.0	3816830.0	3803020.0	3732220.0	3766200.0	3714720.0	0	0.5203413649906157	-0.014345565633341655	False	0.030725419664268585	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P07395	P07395		pheT		14811800.0	14691200.0	14652200.0	14539900.0	14674800.0	14550400.0	0	0.5215205486915181	0.006120612161013853	False	0.03075539568345324	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AC84	P0AC84		gloB		913859.0	1077200.0	781429.0	929071.0	1076860.0	1006150.0	0	0.5230992483460186	0.10472034371946218	False	0.03078537170263789	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6K3	P0A6K3		def		13949500.0	14126200.0	14043600.0	14041000.0	14168000.0	14038000.0	0	0.523109359977072	-0.004750487392230357	False	0.030815347721822546	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AFX9	P0AFX9		rseB		2842750.0	2716070.0	2836010.0	2760850.0	2687070.0	2854300.0	0	0.5238012948817656	0.022325559516180923	False	0.030845323741007197	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AFH8	P0AFH8		osmY		25402200.0	26104200.0	26123400.0	25501400.0	25753500.0	25157200.0	0	0.5244193520577541	-0.013387286762546463	False	0.030875299760191845	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEG4	P0AEG4		dsbA		5226200.0	5376670.0	5433690.0	5293100.0	5175740.0	5045640.0	0	0.5257896365476765	-0.023231013168048625	False	0.0309052757793765	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AB83	P0AB83		nth		1371440.0	1288430.0	1234580.0	1261370.0	1363600.0	1298900.0	0	0.5274030223108949	0.036619603021941886	False	0.03093525179856115	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P77398	P77398		arnA		48394600.0	47180700.0	45409000.0	49897500.0	48877200.0	45155400.0	0	0.5293036435288213	-0.03497099408836695	False	0.030965227817745807	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P33219	P33219		yebF		479193.0	410454.0	476972.0	491429.0	469937.0	491325.0	0	0.5305234789261067	-0.05871867107126882	False	0.030995203836930458	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AB10	P0AB10		ymbA		576539.0	535454.0	549338.0	546002.0	561672.0	485199.0	0	0.5307764705559106	-0.05304629957965744	False	0.03102517985611511	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AFI7	P0AFI7		pdxH		7713940.0	7732530.0	7890510.0	7754410.0	7727050.0	7804120.0	0	0.5312803512785441	-0.00751201648758744	False	0.031055155875299764	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P31808	P31808		yciK		3183530.0	3321150.0	3269020.0	3318220.0	3185950.0	3121900.0	0	0.5315394125237101	-0.021806191186578436	False	0.031085131894484412	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P06136	P06136		ftsQ		596498.0	611284.0	605921.0	562743.0	605910.0	599634.0	0	0.5323741659461578	0.02645586295864077	False	0.031115107913669067	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P60595	P60595		hisH		1324840.0	1996990.0	1347180.0	1496520.0	1699050.0	1683130.0	0	0.5325866577908691	0.13979262687319918	False	0.03114508393285372	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AAB8	P0AAB8		uspD		2392430.0	2484020.0	2489720.0	2488740.0	2363630.0	2639910.0	0	0.5336685956317399	0.03384336781608256	False	0.03117505995203837	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76046	P76046		ycjX		324770.0	282000.0	330912.0	280011.0	313389.0	273067.0	0	0.5348566316066395	-0.0711436406645665	False	0.031205035971223025	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8Y1	P0A8Y1		yjjG		907967.0	968800.0	986325.0	980535.0	999518.0	1018250.0	0	0.535156057937637	-0.03513062946327271	False	0.031235011990407676	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P40719	P40719		qseC		359548.0	333990.0	375832.0	323251.0	324175.0	372447.0	0	0.5355334696718227	0.059017191314249505	False	0.03126498800959233	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P30744	P30744		sdaB		6091910.0	5605110.0	5917330.0	6143000.0	5853830.0	5874250.0	0	0.5355458913374636	-0.027881927865986228	False	0.03129496402877698	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A944	P0A944		rimI		712898.0	655273.0	770774.0	676099.0	706893.0	715777.0	0	0.5367807927622656	-0.047542235033552885	False	0.03132494004796163	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A908	P0A908		mipA		2048160.0	2060690.0	1941110.0	2135310.0	2082410.0	2205870.0	0	0.5371524085415931	0.03606245860082266	False	0.031354916067146285	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ABI8	P0ABI8		cyoB		2067500.0	2106330.0	2145640.0	2287710.0	2122960.0	2236100.0	0	0.5378308950036442	-0.032575468660419264	False	0.03138489208633093	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A867	P0A867		talA		4753650.0	4724850.0	4705720.0	4755690.0	4671830.0	4711410.0	0	0.5398321657485138	0.0057732022793166035	False	0.03141486810551559	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AF98	P0AF98		lptF		887107.0	887714.0	885101.0	923753.0	995967.0	950963.0	0	0.5398957308966555	-0.04123746004550466	False	0.03144484412470024	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7E3	P0A7E3		pyrE		5340660.0	5269390.0	5409360.0	5342820.0	5286960.0	5342320.0	0	0.5406803926040058	-0.007826011067744514	False	0.03147482014388489	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P39321	P39321		tamB		953030.0	938956.0	932692.0	951081.0	953543.0	923742.0	0	0.5407037091258576	-0.011018860615273025	False	0.031504796163069546	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8J4	P0A8J4		ybeD		12163300.0	12304800.0	12363300.0	12382900.0	12181800.0	13115100.0	0	0.5407071086576352	0.025372780333179586	False	0.0315347721822542	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76506	P76506		mlaA		8045010.0	8190780.0	8213290.0	8133750.0	8167150.0	8172600.0	0	0.5421676591735157	-0.006239955999047476	False	0.031564748201438855	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A763	P0A763		ndk		19203200.0	19348700.0	19109500.0	19453700.0	19519200.0	19247400.0	0	0.5426434299804049	-0.0070490470646467135	False	0.0315947242206235	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A809	P0A809		ruvA		721161.0	625378.0	711508.0	665945.0	662957.0	618026.0	0	0.5432355145317719	-0.0546491745883693	False	0.03162470023980815	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76055	P76055		ttcA		1916880.0	1936780.0	1973510.0	1848550.0	1950870.0	1811030.0	0	0.5461027714822257	-0.027306725208027818	False	0.031654676258992806	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P00962	P00962		glnS		11033100.0	10620700.0	11050000.0	10714100.0	10907700.0	10702000.0	0	0.5468265974758908	-0.01402159149414764	False	0.03168465227817746	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P69786	P69786		ptsG		5307750.0	5499760.0	5383880.0	5385310.0	5322480.0	5406580.0	0	0.547971334345473	0.010933998908555249	False	0.031714628297362116	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ABF1	P0ABF1		pcnB		2453900.0	2486570.0	2554630.0	2428530.0	2434770.0	2592830.0	0	0.5479867205655633	0.022265329409598602	False	0.031744604316546764	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
