Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P65556	P65556		yfcD		2372610.0	2170880.0	2185560.0	2360280.0	2381770.0	2191770.0	0	2.768314967702451e-05	0.11969422440728535	True	3.0413625304136255e-05	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.0
P18355	P18355				3054900.0	2210990.0	2249500.0	3159610.0	3139470.0	2120840.0	0	6.13858929876024e-05	0.5072011810289966	False	6.082725060827251e-05	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P71243	P71243		wcaL		15920500.0	18380300.0	18676300.0	15893100.0	16281900.0	18335600.0	0	0.0001432805263893637	-0.20378092263357175	False	9.124087591240877e-05	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7M6	P0A7M6		rpmC		20568900.0	24808400.0	24090400.0	20199900.0	19753800.0	24887500.0	0	0.0002234552996582676	-0.28587900820045675	False	0.00012165450121654502	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P39342	P39342		yjgR		1258600.0	1117470.0	1135940.0	1237770.0	1235960.0	1111570.0	0	0.00028982604105983416	0.14947861994744382	False	0.00015206812652068127	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7V0	P0A7V0		rpsB		87070200.0	92139600.0	92048800.0	86650500.0	87108600.0	92197100.0	0	0.0003296402208698565	-0.08357598728191047	False	0.00018248175182481753	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P11557	P11557		damX		8330680.0	7791070.0	7781470.0	8422200.0	8305970.0	7897010.0	0	0.0004972690328294562	0.09453002785272885	False	0.0002128953771289538	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7B8	P0A7B8		hslV		16000400.0	13986100.0	13680100.0	16255100.0	16569700.0	14205800.0	0	0.0005108378120708971	0.22164012425848334	False	0.00024330900243309004	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AAS7	P0AAS7		ybcJ		2700840.0	3018810.0	3098960.0	2753920.0	2705530.0	3046610.0	0	0.0005347154051350677	-0.1674168575367469	False	0.0002737226277372263	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				102880.0	747839.0	819227.0	55823.5	119063.0	690516.0	2	0.0005805365737216262	-3.0228338714579017	False	0.00030413625304136254	False	True	Human	True	False	False	False	umpire	manual	min	1.0
P0ABV6	P0ABV6		tolR		6661450.0	7383690.0	7499460.0	6719400.0	6832070.0	7414440.0	0	0.0006294538585454903	-0.14161003567757235	False	0.00033454987834549883	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69908	P69908		gadA		4542520.0	3685920.0	3558630.0	4796930.0	4613380.0	3755410.0	0	0.00070040809897204	0.3430594905628338	False	0.00036496350364963507	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8M3	P0A8M3		thrS		9804140.0	10331100.0	10463200.0	9905960.0	9939020.0	10435500.0	0	0.0007689355815688964	-0.07493404463665358	False	0.0003953771289537713	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P37666	P37666		ghrB		10763400.0	11397400.0	11277500.0	10565900.0	10634000.0	11453200.0	0	0.000793129310616984	-0.09454373338397443	False	0.0004257907542579076	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				102880.0	324224.0	342104.0	55823.5	75525.0	327116.0	2	0.0008720544214066071	-2.084522017722317	False	0.0004562043795620438	False	True	Human	True	False	False	False	umpire	manual	min	1.0
P0AAB6	P0AAB6		galF		12157500.0	13086200.0	13005300.0	12236800.0	12349800.0	12980300.0	0	0.000914499415686311	-0.08861510560844922	False	0.00048661800486618007	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AAI9	P0AAI9		fabD		5442840.0	4878650.0	4976330.0	5343310.0	5426280.0	4832980.0	0	0.0009668989940579206	0.14246631045149552	False	0.0005170316301703164	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AA16	P0AA16		ompR		7975480.0	7473300.0	7449030.0	7979000.0	8057420.0	7580190.0	0	0.0009673048947613963	0.09366299060072834	False	0.0005474452554744526	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P09424	P09424		mtlD		2350660.0	2443600.0	2425930.0	2320890.0	2325280.0	2455650.0	0	0.0010114004925210346	-0.06616277166605523	False	0.0005778588807785888	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ACF4	P0ACF4		hupB		42245900.0	36318200.0	36212200.0	41521000.0	40589400.0	34936300.0	0	0.0010240466426250023	0.21058990698061056	False	0.0006082725060827251	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A862	P0A862		tpx		43043900.0	40935900.0	40852800.0	42909600.0	43588600.0	40439900.0	0	0.0010339824596407956	0.08383913915413743	False	0.0006386861313868613	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7S9	P0A7S9		rpsM		30210000.0	32960100.0	32802000.0	30107600.0	29637600.0	33042200.0	0	0.0011760635222048488	-0.13536714868862876	False	0.0006690997566909977	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A6L0	P0A6L0		deoC		14017200.0	13635000.0	13552700.0	13909100.0	13942100.0	13515400.0	0	0.0012856923328796554	0.04072311040190664	False	0.0006995133819951339	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				102880.0	321388.0	330007.0	55823.5	75525.0	265870.0	3	0.0013007015121959994	-1.9694219640427273	False	0.0007299270072992701	False	True	Human	True	False	False	False	umpire	manual	min	1.0
P0A912	P0A912		pal		52838000.0	49656200.0	50231300.0	52984200.0	53798100.0	50328100.0	0	0.0016187792629819516	0.08760949500795782	False	0.0007603406326034064	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A6R0	P0A6R0		fabH		17526900.0	19383000.0	18966100.0	17475600.0	17354800.0	19255400.0	0	0.0017041188170415671	-0.13779081657945452	False	0.0007907542579075426	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AGD1	P0AGD1		sodC		875234.0	955046.0	980837.0	869931.0	843764.0	952464.0	0	0.0017174066987819003	-0.15788867438136614	False	0.0008211678832116788	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P60624	P60624		rplX		121756000.0	130505000.0	128210000.0	121969000.0	120722000.0	128926000.0	0	0.001723600197403892	-0.08901214503074113	False	0.0008515815085158152	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9I1	P0A9I1		citE		6807860.0	6493380.0	6556380.0	6768300.0	6735610.0	6467750.0	0	0.0017264636015525464	0.05754695500241815	False	0.0008819951338199514	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9Y6	P0A9Y6		cspC		180083000.0	164007000.0	166012000.0	175480000.0	177553000.0	162604000.0	0	0.0017307113909764663	0.11396549405511928	False	0.0009124087591240876	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ACE0	P0ACE0		hybC		12111100.0	12820300.0	12737100.0	12224400.0	12279500.0	12736700.0	0	0.0018201877207043105	-0.06468733635113323	False	0.0009428223844282239	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A6K6	P0A6K6		deoB		18091900.0	18842300.0	18645400.0	18223400.0	18176600.0	18760000.0	0	0.001843743845103065	-0.04575230986827391	False	0.0009732360097323601	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8L1	P0A8L1		serS		33041500.0	35234900.0	34620400.0	33227000.0	32522200.0	35146500.0	0	0.001976291612174123	-0.08796691930532093	False	0.0010036496350364964	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AG63	P0AG63		rpsQ		288760000.0	265226000.0	264812000.0	287091000.0	282060000.0	261666000.0	0	0.0020107366946932647	0.11586684931127603	False	0.0010340632603406327	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7R1	P0A7R1		rplI		220781000.0	211154000.0	208985000.0	222416000.0	218770000.0	211724000.0	0	0.0021059925063411917	0.06714751002497243	False	0.0010644768856447689	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AD49	P0AD49		raiA		6998890.0	7714400.0	7659600.0	7054150.0	6843820.0	7764050.0	0	0.00211146123146046	-0.14698110727385347	False	0.0010948905109489052	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AF93	P0AF93		ridA		132549000.0	121225000.0	122569000.0	130954000.0	129152000.0	120302000.0	0	0.0022319967361940636	0.10894337698616036	False	0.0011253041362530413	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7D7	P0A7D7		purC		6987130.0	7432710.0	7542620.0	7032000.0	6922880.0	7378800.0	0	0.0022416835054982027	-0.09414148093818962	False	0.0011557177615571777	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69797	P69797		manX		14368900.0	13883700.0	14024200.0	14519500.0	14569500.0	13840000.0	0	0.0023046843117886092	0.05791483232068858	False	0.001186131386861314	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AEX9	P0AEX9		malE		6428300.0	7407080.0	7224560.0	6384150.0	6418900.0	7374850.0	0	0.0024156794804073094	-0.19446901565808944	False	0.0012165450121654502	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7L3	P0A7L3		rplT		36472800.0	39437800.0	39080400.0	35971500.0	35093800.0	40364600.0	0	0.0024607174347831824	-0.14469211343106136	False	0.0012469586374695865	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AGG8	P0AGG8		tldD		2991000.0	3058830.0	3040180.0	2992710.0	3008710.0	3048970.0	0	0.0026770303110833205	-0.024743791972826265	False	0.0012773722627737226	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9C5	P0A9C5		glnA		19967500.0	20821800.0	20651600.0	19685600.0	19932400.0	20752000.0	0	0.0027328703175496815	-0.06254230248934395	False	0.0013077858880778588	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A915	P0A915		ompW		14064400.0	16057600.0	15944100.0	14382400.0	14702600.0	16329900.0	0	0.002758123909180526	-0.163626256834335	False	0.0013381995133819953	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P33225	P33225		torA		2828650.0	2536650.0	2624480.0	2906040.0	2872420.0	2510390.0	0	0.0029314464713844045	0.16601645170945886	False	0.0013686131386861315	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				102880.0	738978.0	794085.0	88470.8	75525.0	654644.0	0	0.003021982853081601	-3.0351791361110165	False	0.0013990267639902678	False	True	Human	True	False	False	False	umpire	manual	min	1.0
P24178	P24178		yffB		4339840.0	4733270.0	4823030.0	4448940.0	4430320.0	4897180.0	0	0.00306749543429451	-0.12879293904615594	False	0.001429440389294404	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AAB8	P0AAB8		uspD		2312770.0	2470370.0	2524910.0	2372540.0	2350830.0	2526130.0	0	0.003127856654627146	-0.09621895307351183	False	0.0014598540145985403	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AFX9	P0AFX9		rseB		3101900.0	2948660.0	2967480.0	3050620.0	3075230.0	2930470.0	0	0.003161825709007346	0.06085419500663015	False	0.0014902676399026764	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				102880.0	753625.0	653741.0	55823.5	75525.0	599164.0	3	0.003271116756192964	-3.0987141932044198	False	0.0015206812652068127	False	True	Human	True	False	False	False	umpire	manual	min	1.0
P23871	P23871		hemH		2393410.0	2647710.0	2563960.0	2368200.0	2435020.0	2595160.0	0	0.003397926484856566	-0.11741536712481314	False	0.001551094890510949	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P61949	P61949		fldA		4504590.0	4201440.0	4083870.0	4602870.0	4685310.0	4182530.0	0	0.003406795462158843	0.14570067612055493	False	0.0015815085158150852	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P14407	P14407		fumB		25422500.0	26815200.0	26406400.0	25275500.0	25469100.0	26737100.0	0	0.0034865347987156456	-0.0700870490504772	False	0.0016119221411192216	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P02359	P02359		rpsG		151099000.0	156741000.0	155149000.0	150359000.0	152100000.0	155105000.0	0	0.0037661850090138895	-0.04212005221732171	False	0.0016423357664233577	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AB71	P0AB71		fbaA		157072000.0	165143000.0	167175000.0	156902000.0	156783000.0	165724000.0	0	0.003817937605379869	-0.08128486284422186	False	0.0016727493917274938	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P17169	P17169		glmS		43720700.0	44562000.0	44752700.0	43446800.0	43824100.0	44532900.0	0	0.00390249697744814	-0.031116970368560513	False	0.0017031630170316304	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8V2	P0A8V2		rpoB		54282800.0	54983800.0	55100100.0	54108000.0	54301900.0	55342800.0	0	0.003920207086691653	-0.024042586494804705	False	0.0017335766423357665	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AF36	P0AF36		zapB		6715950.0	7362560.0	7265470.0	6783360.0	6747680.0	7191670.0	0	0.003929993413390773	-0.10792381910402994	False	0.0017639902676399029	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8A0	P0A8A0		yebC		3083760.0	3376600.0	3404640.0	3081100.0	3160090.0	3507430.0	0	0.004218491231470562	-0.14188860456288377	False	0.001794403892944039	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P06616	P06616		era		4157190.0	3845630.0	3849890.0	4093580.0	4161330.0	3944600.0	0	0.0042508556051679145	0.09264129400714925	False	0.0018248175182481751	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P52061	P52061		rdgB		7004490.0	7430870.0	7310690.0	6831100.0	6960200.0	7532960.0	0	0.004537309415120557	-0.09910285124864432	False	0.0018552311435523117	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AEP3	P0AEP3		galU		62174000.0	66166600.0	67610800.0	62466500.0	62664800.0	66802400.0	0	0.0047037118264070185	-0.09878459953656268	False	0.0018856447688564478	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P08957	P08957		hsdM		7601180.0	7907280.0	7813330.0	7687070.0	7654220.0	7854200.0	0	0.004769980083280059	-0.03922542249516251	False	0.0019160583941605842	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AD33	P0AD33		yfcZ		48427800.0	44974800.0	45914700.0	49233600.0	50051500.0	45791000.0	0	0.0047991126791234	0.11198839392490133	False	0.0019464720194647203	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P21888	P21888		cysS		11823400.0	12197700.0	12125400.0	11945600.0	11926100.0	12234600.0	0	0.00480168295002324	-0.03444926348823088	False	0.0019768856447688566	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7T7	P0A7T7		rpsR		85145000.0	65798500.0	66143100.0	83655500.0	85571500.0	71040300.0	0	0.0052132745111106065	0.3255887874032978	False	0.0020072992700729928	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0C093	P0C093		slmA		3495400.0	3803900.0	3700060.0	3505420.0	3548980.0	3760390.0	0	0.005529167217909799	-0.09454841744689338	False	0.002037712895377129	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AB43	P0AB43		ycgL		1153580.0	1259250.0	1261830.0	1196090.0	1185820.0	1293300.0	0	0.005645525865531823	-0.10953839771988688	False	0.0020681265206812655	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7U7	P0A7U7		rpsT		32063000.0	34008600.0	33697700.0	31500900.0	31431000.0	33081300.0	0	0.006008141609296302	-0.08539618699797104	False	0.0020985401459854016	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P64581	P64581		yqjD		33021900.0	29763500.0	29487400.0	32693900.0	32493700.0	28468500.0	0	0.0062020406012021165	0.16296664202429095	False	0.0021289537712895377	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P25519	P25519		hflX		2841670.0	2718550.0	2730960.0	2811980.0	2851920.0	2671830.0	0	0.006243126117733481	0.06669013322116274	False	0.0021593673965936743	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P68919	P68919		rplY		87772900.0	84425700.0	83911800.0	89156500.0	87499900.0	85023600.0	0	0.006331803598588293	0.06168700690387733	False	0.0021897810218978104	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P33643	P33643		rluD		3223490.0	3366380.0	3367670.0	3144970.0	3165450.0	3302180.0	0	0.006455741594861201	-0.07407752688012863	False	0.0022201946472019465	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A6Z3	P0A6Z3		htpG		27367700.0	28122500.0	27814600.0	27168800.0	27261700.0	28117600.0	0	0.00651445175681315	-0.039259394935991364	False	0.0022506082725060827	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P76177	P76177		ydgH		27013000.0	26440000.0	26612700.0	26872300.0	26888800.0	26593800.0	0	0.0066722318927046765	0.020281805709162694	False	0.002281021897810219	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7R5	P0A7R5		rpsJ		205096000.0	193983000.0	190564000.0	202646000.0	200297000.0	187986000.0	0	0.00683863626435553	0.08680501146763206	False	0.0023114355231143554	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P64559	P64559		cptB		478370.0	577733.0	586834.0	432080.0	412028.0	610224.0	0	0.00686755719438545	-0.42440541967858847	False	0.0023418491484184915	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AC47	P0AC47		frdB		18438300.0	18803300.0	19001600.0	18297100.0	18542700.0	18915900.0	0	0.007058465488187507	-0.03716985198552119	False	0.002372262773722628	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ADP9	P0ADP9		yihD		4548760.0	4916000.0	5015530.0	4727690.0	4626700.0	5025910.0	0	0.007195873570315773	-0.10545148821333945	False	0.002402676399026764	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P37051	P37051		purU		5581250.0	5868460.0	5806640.0	5680450.0	5586930.0	5937700.0	0	0.007337605846023736	-0.06399299286766882	False	0.0024330900243309003	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9J8	P0A9J8		pheA		2097340.0	2243180.0	2248270.0	2141010.0	2060550.0	2288310.0	0	0.007372073647743499	-0.1061342961220432	False	0.0024635036496350364	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P28635	P28635		metQ		14855000.0	13332800.0	13355500.0	14723900.0	14307300.0	13151600.0	0	0.007655133940434973	0.13955332994943684	False	0.002493917274939173	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A944	P0A944		rimI		568324.0	626230.0	602273.0	540353.0	550157.0	638122.0	0	0.007712688755876037	-0.17026260047006106	False	0.002524330900243309	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P02413	P02413		rplO		128403000.0	125192000.0	124713000.0	127922000.0	129335000.0	125022000.0	0	0.007764648889373533	0.040719796212586284	False	0.0025547445255474453	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AC81	P0AC81		gloA		2046760.0	1893140.0	1932170.0	2052870.0	2132320.0	1842140.0	0	0.007764957253857666	0.1369839003375956	False	0.0025851581508515814	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69441	P69441		adk		75409800.0	80531800.0	79730800.0	76404400.0	77568500.0	81656900.0	0	0.007780625811560708	-0.07677047523935993	False	0.0026155717761557175	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A955	P0A955		eda		28543200.0	27618700.0	27811500.0	28821400.0	28323400.0	27346100.0	0	0.00804211686969558	0.049875415924521625	False	0.0026459854014598545	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69853	P69853		dmsD		1068290.0	1182360.0	1231610.0	1103890.0	1087310.0	1245270.0	0	0.008121301654975877	-0.16689779227227214	False	0.0026763990267639906	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AFR4	P0AFR4		yciO		6744850.0	6549180.0	6610170.0	6787410.0	6869380.0	6527710.0	0	0.008190111996426516	0.051437448850617365	False	0.0027068126520681268	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P00961	P00961		glyS		11190900.0	11653500.0	11553000.0	11377200.0	11220900.0	11695600.0	0	0.008334599953982983	-0.046760189600775194	False	0.002737226277372263	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P37689	P37689		gpmI		28393000.0	29607900.0	30084100.0	28361300.0	27792200.0	29299800.0	0	0.008334639756918292	-0.07392737535300052	False	0.002767639902676399	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P02942	P02942		tsr		13915600.0	14404100.0	14563800.0	13879700.0	14120700.0	14389800.0	0	0.008415893224449513	-0.048787179375146546	False	0.0027980535279805356	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P30014	P30014		rnt		5733830.0	5478430.0	5474650.0	5719380.0	5769910.0	5572620.0	0	0.00849486205034286	0.059635130192868445	False	0.0028284671532846717	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P45578	P45578		luxS		18054600.0	19266600.0	19299500.0	18059200.0	18188500.0	19743500.0	0	0.00879081605912406	-0.10272012063723407	False	0.002858880778588808	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P39347	P39347		intB		966164.0	868916.0	838243.0	992355.0	954337.0	894696.0	0	0.00881151855123049	0.16289381847786538	False	0.002889294403892944	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69924	P69924		nrdB		2544680.0	2783430.0	2696150.0	2473660.0	2570880.0	2824290.0	0	0.008856812743230346	-0.12983224110363978	False	0.0029197080291970805	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ADB1	P0ADB1		osmE		19557900.0	20738700.0	20910300.0	20006600.0	20105000.0	21184600.0	0	0.009048918307827591	-0.07454255259655176	False	0.0029501216545012167	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AG44	P0AG44		rplQ		250645000.0	261589000.0	263974000.0	250414000.0	242660000.0	267749000.0	0	0.009082519718883932	-0.09313074246149278	False	0.002980535279805353	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
Q46868	Q46868		yqiC		10108600.0	9416820.0	9010620.0	10053100.0	9906860.0	9236060.0	0	0.009123119660848332	0.1202720795593832	False	0.0030109489051094894	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ACA3	P0ACA3		sspA		29186300.0	30214300.0	30181500.0	28747700.0	28493000.0	30458900.0	0	0.009176612963701885	-0.07207906421618039	False	0.0030413625304136255	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AE18	P0AE18		map		10200200.0	10463200.0	10353900.0	10257300.0	10174100.0	10444300.0	0	0.009257278874234434	-0.029361662832766422	False	0.003071776155717762	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69741	P69741		hybO		2444660.0	2668200.0	2655440.0	2460670.0	2505410.0	2583040.0	0	0.00937901618467017	-0.09345442677738014	False	0.003102189781021898	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A6A8	P0A6A8		acpP		158471000.0	173963000.0	171989000.0	160772000.0	153398000.0	169925000.0	0	0.009506836333088619	-0.1262823427871241	False	0.0031326034063260343	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P09029	P09029		purK		1872290.0	2043650.0	2144270.0	1891280.0	1938240.0	2073380.0	0	0.009512154087072627	-0.1350422617520986	False	0.0031630170316301704	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P00954	P00954		trpS		14123900.0	14565200.0	14889200.0	13635500.0	13819900.0	14781900.0	0	0.009553871101000526	-0.08936525093477192	False	0.0031934306569343066	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P33570	P33570		tktB		2367060.0	2432050.0	2442710.0	2355000.0	2386500.0	2429450.0	0	0.009569236960052688	-0.03917090533248271	False	0.003223844282238443	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P06983	P06983		hemC		11476000.0	11096600.0	11151600.0	11412000.0	11336900.0	11158100.0	0	0.009797586420213748	0.034926124001279084	False	0.0032542579075425793	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AET2	P0AET2		hdeB		11563100.0	13446500.0	12779500.0	11394900.0	11512300.0	13183700.0	0	0.009922964635260054	-0.19319691249053256	False	0.0032846715328467154	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P00957	P00957		alaS		14960300.0	15315700.0	15204900.0	14800500.0	14777200.0	15123600.0	0	0.010016781201319876	-0.03539477418990571	False	0.0033150851581508515	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P68206	P68206		yjbJ		3123630.0	3349440.0	3474750.0	2980790.0	3157170.0	3421970.0	0	0.010306116283851663	-0.14575152853078857	False	0.0033454987834549877	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AG40	P0AG40		ribF		2607050.0	2536320.0	2508910.0	2604060.0	2595310.0	2540170.0	0	0.010347395360608016	0.04143582461209869	False	0.0033759124087591246	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AGD3	P0AGD3		sodB		58627600.0	63012700.0	61966600.0	57833300.0	56225100.0	62300600.0	0	0.01053857252986033	-0.11704494379081007	False	0.0034063260340632608	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A6A3	P0A6A3		ackA		136725000.0	145344000.0	141535000.0	133314000.0	132681000.0	141040000.0	0	0.010666729015124474	-0.08756061576825583	False	0.003436739659367397	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AEH5	P0AEH5		elaB		10157400.0	9245850.0	9087920.0	9798180.0	9823410.0	9316020.0	0	0.010970747230307195	0.10702630029967397	False	0.003467153284671533	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
