Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A8T7	P0A8T7		rpoC		50119600.0	50945500.0	50218300.0	50267900.0	50057200.0	50416100.0	0	0.21801353789112138	-0.010845177000919309	False	0.02232360097323601	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AFC3	P0AFC3		nuoA		2249460.0	2253190.0	2422280.0	2240530.0	2217920.0	2298370.0	0	0.21868014275267258	-0.05608993251091543	False	0.022354014598540146	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9C9	P0A9C9		glpX		12840500.0	12233000.0	12525700.0	12890400.0	13209600.0	13004600.0	0	0.21887084432746326	0.044286566350078806	False	0.022384428223844285	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AAJ3	P0AAJ3		fdnH		4831110.0	4790590.0	4540690.0	4782440.0	4741100.0	4647040.0	0	0.21891883070003956	0.0383271754710975	False	0.02241484184914842	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AE82	P0AE82		cpxA		3465930.0	3429790.0	3331080.0	3365980.0	3563790.0	3334420.0	0	0.21988769594557256	0.04230455159838027	False	0.022445255474452554	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P15640	P15640		purD		2939500.0	2884460.0	2761300.0	2831470.0	2925580.0	2835970.0	0	0.22051215366766877	0.03608462612238834	False	0.022475669099756693	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P32176	P32176		fdoG		6715640.0	6724690.0	6704730.0	6554730.0	6541610.0	6672960.0	0	0.22086444083274973	-0.020993248169200618	False	0.022506082725060828	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P45568	P45568		dxr		800339.0	838395.0	795324.0	696108.0	792645.0	828532.0	0	0.2210052210665652	-0.10520238970728364	False	0.022536496350364966	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ADX9	P0ADX9		rsmD		102880.0	1264420.0	1191830.0	1147890.0	814262.0	1225250.0	1	0.22205194732918146	-0.8341295635056906	False	0.0225669099756691	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P16676	P16676		cysA		832414.0	817788.0	829870.0	802936.0	784682.0	889114.0	0	0.2223426124756253	-0.06796773434722547	False	0.022597323600973235	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P10121	P10121		ftsY		6624780.0	6601000.0	6552700.0	6652180.0	6824880.0	6626240.0	0	0.2227986270116502	0.023289513098616082	False	0.022627737226277374	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P30126	P30126		leuD		964040.0	963975.0	1048550.0	975685.0	914199.0	981694.0	0	0.2229672162966399	-0.06923282897629081	False	0.02265815085158151	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9D4	P0A9D4		cysE		3373480.0	3384410.0	3307360.0	3460540.0	3463310.0	3416190.0	0	0.22307733202392546	0.02677844849475492	False	0.022688564476885647	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8C1	P0A8C1		ybjQ		1175500.0	838697.0	986643.0	850968.0	1115730.0	797870.0	0	0.22430661393504192	0.2604407857646056	False	0.02271897810218978	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P62558	P62558		sopB		5517070.0	5623080.0	5559180.0	5433620.0	5531440.0	5501210.0	0	0.22436016508790757	-0.017516691268306864	False	0.022749391727493917	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A800	P0A800		rpoZ		58752300.0	58319600.0	56887000.0	58888700.0	57338000.0	55463900.0	0	0.22472581540989472	0.035968074841107825	False	0.022779805352798055	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P08190	P08190		fimG		2118220.0	1894450.0	1962060.0	2012040.0	2034770.0	2057130.0	0	0.22553836998258078	0.0600614947020692	False	0.02281021897810219	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9X4	P0A9X4		mreB		8936110.0	9195820.0	9044100.0	8879050.0	8770980.0	8853150.0	0	0.22610219497437226	-0.027249549295434546	False	0.022840632603406328	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ADV1	P0ADV1		lptA		3286270.0	3436380.0	3391640.0	3388460.0	3317430.0	3340340.0	0	0.22613802920574902	-0.025218529971835726	False	0.022871046228710463	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P21893	P21893		recJ		1329680.0	1289760.0	1352930.0	1201590.0	1261830.0	1339870.0	0	0.22693664869402258	-0.07031869024981571	False	0.022901459854014598	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P64636	P64636		yrfG		2922470.0	2640880.0	2836440.0	2887750.0	2702150.0	2622530.0	0	0.22833778874505112	0.07166566943424567	False	0.022931873479318736	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P08373	P08373		murB		1767810.0	1814810.0	1780920.0	1787850.0	1766720.0	1888890.0	0	0.22850932141610295	-0.04332014986144831	False	0.02296228710462287	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A698	P0A698		uvrA		5766880.0	5537350.0	5518150.0	5519120.0	5699860.0	5551650.0	0	0.2286394453261687	0.032529754653745156	False	0.02299270072992701	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P42632	P42632		tdcE		4914990.0	4893140.0	4939450.0	5104540.0	4950250.0	4843410.0	0	0.23029344671803745	0.028594209610313816	False	0.023023114355231144	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ADV5	P0ADV5		yhbW		1316090.0	1250480.0	1149640.0	1256250.0	1215220.0	1211620.0	0	0.23049067632877565	0.06857470237874412	False	0.02305352798053528	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8R0	P0A8R0		rraA		19989000.0	19907200.0	19622800.0	20258500.0	19787200.0	18712000.0	0	0.23382961513492312	0.04373672039252571	False	0.023083941605839417	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ACU7	P0ACU7		yjdC		942043.0	843857.0	883469.0	904278.0	896217.0	911691.0	0	0.23423995117858387	0.05551096619412779	False	0.023114355231143552	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P75959	P75959		nagK		2248140.0	2190410.0	2246190.0	2314010.0	2301300.0	2283350.0	0	0.234358100945147	0.030483449015604944	False	0.02314476885644769	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P60560	P60560		guaC		4619690.0	4790070.0	4622280.0	4613490.0	4490200.0	4613920.0	0	0.2351903906543168	-0.031495550820628056	False	0.023175182481751825	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P63020	P63020		nfuA		8672450.0	8759740.0	8899210.0	8848480.0	8611890.0	8831750.0	0	0.235242920498099	-0.019623151827193673	False	0.02320559610705596	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AF12	P0AF12		mtnN		19107500.0	18296700.0	18677600.0	18658000.0	18626200.0	18594700.0	0	0.2353666571866016	0.021202557201954266	False	0.023236009732360098	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AFI0	P0AFI0		oxc		1153740.0	1129800.0	1122800.0	1209710.0	1123270.0	1108440.0	0	0.23584894060436004	0.052962801200620434	False	0.023266423357664233	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7J3	P0A7J3		rplJ		514210000.0	504259000.0	499234000.0	512762000.0	498903000.0	498274000.0	0	0.2360701136849628	0.02297578587044222	False	0.02329683698296837	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P39411	P39411		yjjX		9048200.0	8723830.0	8909940.0	9078400.0	8820910.0	8094110.0	0	0.2362350422607384	0.06681938880791012	False	0.023327250608272506	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69490	P69490		ccmE		731704.0	644177.0	636504.0	606976.0	718332.0	579090.0	0	0.23631279971086558	0.14542522187706985	False	0.023357664233576644	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AC19	P0AC19		folX		3612010.0	3743940.0	3767540.0	3766360.0	3561260.0	3735800.0	0	0.23639721276203404	-0.04001220352125046	False	0.02338807785888078	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P75876	P75876		rlmI		4488130.0	4392380.0	4414500.0	4540340.0	4365880.0	4330830.0	0	0.23651740987153574	0.027910746722766663	False	0.023418491484184914	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P62672	P62672		apaG		538064.0	505893.0	490599.0	495784.0	522936.0	499376.0	0	0.23718689446924296	0.0575859148803686	False	0.023448905109489052	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P37647	P37647		kdgK		1852530.0	1967050.0	1821650.0	1804610.0	1860220.0	2013120.0	0	0.237294128379439	-0.0725274196112582	False	0.023479318734793187	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P45799	P45799		nudE		2055680.0	2068350.0	2163020.0	2096520.0	2075720.0	2234710.0	0	0.2373788686447621	-0.05414094439772583	False	0.023509732360097325	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P08956	P08956		hsdR		1627390.0	1658030.0	1684660.0	1672160.0	1590290.0	1663410.0	0	0.23814987108610589	-0.03389985039652523	False	0.02354014598540146	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P23869	P23869		ppiB		38184100.0	38746000.0	38727000.0	37914200.0	39082100.0	40042900.0	0	0.2401265888985599	-0.028960730482209988	False	0.023570559610705595	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P15254	P15254		purL		3171420.0	3167360.0	3098290.0	3148860.0	3212940.0	3151460.0	0	0.24089202523397868	0.017679208480801244	False	0.023600973236009733	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AES2	P0AES2		gudD		1682210.0	1703340.0	1714360.0	1647940.0	1698380.0	1684820.0	0	0.24115566131143526	-0.02107321629899175	False	0.023631386861313868	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P75884	P75884		gfcB		1705610.0	1902510.0	1721440.0	1778390.0	1553980.0	1768280.0	0	0.24201923844565376	-0.0980366396909923	False	0.02366180048661801	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8T1	P0A8T1		prmA		6247850.0	6897190.0	6501750.0	6434890.0	6614550.0	6566750.0	0	0.24206254397832466	-0.04912467338796842	False	0.02369221411192214	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AA86	P0AA86		dsbE		513953.0	437867.0	437022.0	445183.0	479588.0	467091.0	0	0.2438332257441287	0.1004266861235115	False	0.023722627737226276	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AFI7	P0AFI7		pdxH		3322130.0	3362410.0	3316980.0	3309680.0	3178450.0	3353140.0	0	0.2438588152340783	-0.03232219255959995	False	0.023753041362530418	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AG20	P0AG20		relA		1698170.0	1700150.0	1685280.0	1687630.0	1729680.0	1648800.0	0	0.24559633115639906	0.023098487752572373	False	0.02378345498783455	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AE88	P0AE88		cpxR		4717130.0	4827230.0	4733750.0	4716080.0	4783330.0	4935150.0	0	0.24591457901712344	-0.028097411773824223	False	0.02381386861313869	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AEB7	P0AEB7		yoaB		10360800.0	11645500.0	10949700.0	10770900.0	9581540.0	10273200.0	0	0.24620783922578482	-0.0978405161378074	False	0.023844282238442822	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P16431	P16431		hycE		3088030.0	3229920.0	3243330.0	3251110.0	3125960.0	3230180.0	0	0.24757192130484748	-0.035877057721240314	False	0.023874695863746957	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9W3	P0A9W3		yjjK		11614300.0	11947900.0	11811100.0	11648800.0	11463200.0	11541300.0	0	0.24808111649433787	-0.0236517409315061	False	0.0239051094890511	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AC92	P0AC92		gnsA		5866050.0	5532270.0	5603920.0	5805950.0	5842850.0	5875790.0	0	0.24837465071818193	0.04202756873561617	False	0.02393552311435523	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AFG6	P0AFG6		sucB		8653560.0	8623760.0	8389440.0	8609150.0	8866020.0	8650730.0	0	0.24842146728757908	0.025894891579044687	False	0.023965936739659372	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ADK8	P0ADK8		yibL		11823900.0	12006200.0	11738300.0	11781700.0	11532500.0	11879000.0	0	0.24849536982446535	-0.019793084302117885	False	0.023996350364963507	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P39406	P39406		rsmC		11155500.0	10963600.0	10893500.0	10965500.0	11454500.0	11040400.0	0	0.2491204713645169	0.029430931642166015	False	0.02402676399026764	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9S1	P0A9S1		fucO		649481.0	588528.0	571702.0	580609.0	585080.0	547713.0	0	0.24981576708768807	0.08784484234518902	False	0.02405717761557178	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A734	P0A734		minE		24776800.0	24676000.0	25431300.0	24360500.0	25126600.0	25783800.0	0	0.2504502070595364	-0.03126962502728728	False	0.024087591240875915	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A6B4	P0A6B4		alr		3492910.0	3351220.0	3448680.0	3424060.0	3397980.0	3296690.0	0	0.25123606748185906	0.030868705413092258	False	0.024118004866180053	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P60752	P60752		msbA		3653780.0	3353830.0	3509570.0	3426070.0	3498620.0	3376780.0	0	0.25169982409868474	0.04688990567380832	False	0.024148418491484188	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ADY1	P0ADY1		ppiD		10659100.0	10599000.0	10552800.0	10825500.0	10668500.0	10712400.0	0	0.25223981355247327	0.013021399740134132	False	0.024178832116788323	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P00887	P00887		aroH		1661060.0	1635910.0	1716160.0	1438750.0	1586380.0	1641840.0	0	0.25310446954353194	-0.09175437234857536	False	0.02420924574209246	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P31069	P31069		kch		1185240.0	1218360.0	1165170.0	1251450.0	1215240.0	1162920.0	0	0.2532631806576637	0.04228350433770162	False	0.024239659367396596	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P52007	P52007		yecM		1859820.0	1853750.0	1892440.0	1952150.0	2004840.0	1871430.0	0	0.25422388879189867	0.05026914315289184	False	0.024270072992700734	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P16681	P16681		phnB		623278.0	550805.0	605296.0	635112.0	560365.0	539635.0	0	0.25521742229012795	0.10103963222094411	False	0.02430048661800487	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P36673	P36673		treR		861896.0	922906.0	906802.0	909961.0	911649.0	930285.0	0	0.2553540738441444	-0.04054549418067077	False	0.024330900243309004	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0CB39	P0CB39		eptC		2689540.0	2584290.0	2577680.0	2576470.0	2750840.0	2615340.0	0	0.2554997736825073	0.043764235718580624	False	0.024361313868613142	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P39160	P39160		uxuB		1469450.0	1442480.0	1365100.0	1452990.0	1536670.0	1480500.0	0	0.25603073880959243	0.05642396786051062	False	0.024391727493917277	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P04335	P04335		frsA		4496870.0	4417260.0	4366520.0	4428960.0	4363330.0	4304100.0	0	0.2569755407095397	0.022018489902056636	False	0.024422141119221415	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P68767	P68767		pepA		9521200.0	9974810.0	9749860.0	9680950.0	9387690.0	9511640.0	0	0.25706653855591327	-0.03225868992698515	False	0.02445255474452555	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P23839	P23839		yicC		6208820.0	6285920.0	6255100.0	6240020.0	6251780.0	6236300.0	0	0.2573629246482567	-0.005905066506972117	False	0.024482968369829685	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69425	P69425		tatB		2869810.0	3124040.0	3008380.0	3009520.0	2747340.0	2893940.0	0	0.257658967267792	-0.0653405500212476	False	0.024513381995133823	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ADZ4	P0ADZ4		rpsO		158779000.0	163752000.0	160749000.0	158722000.0	157797000.0	158234000.0	0	0.2580163333660243	-0.022399100126921114	False	0.024543795620437958	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69931	P69931		hda		1004610.0	1008920.0	975791.0	1003710.0	1061590.0	995528.0	0	0.25880814810117714	0.04276832885749506	False	0.024574209245742096	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P22106	P22106		asnB		2727370.0	2602670.0	2735160.0	2835510.0	2674730.0	2658300.0	0	0.25987741157082916	0.042923897701474534	False	0.02460462287104623	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P21179	P21179		katE		688092.0	791381.0	659842.0	713896.0	570861.0	752639.0	0	0.2615729332419883	-0.15975335122519985	False	0.024635036496350366	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P60061	P60061		adiC		1312880.0	1330910.0	1311840.0	1345940.0	1349160.0	1245120.0	0	0.261603230654608	0.04389532956099761	False	0.024665450121654504	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P25534	P25534		ubiH		829248.0	890549.0	942745.0	877642.0	899170.0	882500.0	0	0.2620304057377879	-0.05950375174890654	False	0.02469586374695864	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69811	P69811		fruB		14764900.0	14438700.0	14353100.0	14740900.0	14404800.0	14575800.0	0	0.2634311776094002	0.017951642331724534	False	0.024726277372262778	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P24252	P24252		ybgA		1415140.0	1500610.0	1524320.0	1575770.0	1397290.0	1652080.0	0	0.2638163729974541	-0.09195723278710896	False	0.024756690997566912	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9T0	P0A9T0		serA		9158270.0	9331720.0	9153490.0	9171890.0	9149150.0	9231340.0	0	0.2639433427346153	-0.012401911273805404	False	0.024787104622871047	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AF67	P0AF67		yjeE		4110840.0	3816230.0	3722740.0	4045010.0	3648580.0	3606180.0	0	0.26503420866225413	0.08291234626776932	False	0.024817518248175185	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AGB6	P0AGB6		rpoE		3932890.0	3888710.0	3905940.0	4037350.0	3860540.0	3786000.0	0	0.2656246405630718	0.030828961945814377	False	0.02484793187347932	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A6M4	P0A6M4		dtd		2488020.0	2086790.0	2357990.0	2479180.0	2451980.0	2462950.0	0	0.26697698499222794	0.10304804887672851	False	0.02487834549878346	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
Q57261	Q57261		truD		3626540.0	3653070.0	3597600.0	3666130.0	3663870.0	3626010.0	0	0.2674325474934124	0.010554021787271651	False	0.024908759124087593	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ABU2	P0ABU2		ychF		16364000.0	16143700.0	15966900.0	16224500.0	15989500.0	15964400.0	0	0.2679936483295655	0.015016236577439937	False	0.024939172749391728	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P62623	P62623		ispH		1647890.0	1512920.0	1444970.0	1569230.0	1513910.0	1569800.0	0	0.2707393254364955	0.06337912546631592	False	0.024969586374695867	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P25894	P25894		yggG		935427.0	821830.0	861776.0	865617.0	849226.0	847645.0	0	0.2709171478492864	0.06628877092019071	False	0.025	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AGK8	P0AGK8		iscR		2265160.0	2053020.0	2235260.0	2168140.0	2262410.0	2162370.0	0	0.27094476602159895	0.053792503140099424	False	0.02503041362530414	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69228	P69228		baeR		2999840.0	2927980.0	2982590.0	3108590.0	3092840.0	3077260.0	0	0.2711867974388068	0.03386016509605041	False	0.025060827250608275	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8J2	P0A8J2		dnaT		1169960.0	1127070.0	1119000.0	1150420.0	1283430.0	1172350.0	0	0.2724038840551956	0.07619328854787999	False	0.02509124087591241	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AD24	P0AD24		yejL		3998190.0	3852840.0	3955510.0	4300850.0	4146100.0	4158690.0	0	0.27252169707098434	0.05651610832688315	False	0.025121654501216548	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ACL0	P0ACL0		glpR		2253800.0	2260060.0	2352300.0	2183120.0	2342650.0	2408580.0	0	0.27272024105580434	-0.05047042688248621	False	0.025152068126520682	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P23857	P23857		pspE		1445620.0	1397980.0	1384050.0	1415480.0	1378940.0	1371940.0	0	0.27272256595026234	0.02958707798820455	False	0.02518248175182482	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9Q5	P0A9Q5		accD		16581300.0	15885600.0	15946400.0	15867300.0	16619800.0	16150100.0	0	0.2740920389858285	0.03229792896376448	False	0.025212895377128956	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AGJ7	P0AGJ7		trmL		3177670.0	3068760.0	3225640.0	3308200.0	3186510.0	3142840.0	0	0.274223261856829	0.035505932033629124	False	0.02524330900243309	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P05637	P05637		apaH		3105140.0	3388150.0	3285430.0	3258090.0	3126550.0	3145760.0	0	0.27427906996278123	-0.049251416197325974	False	0.02527372262773723	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AAS0	P0AAS0		ylaC		256791.0	261839.0	269417.0	322487.0	330035.0	274659.0	0	0.27518531977261607	0.17414929301963444	False	0.025304136253041364	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P07000	P07000		pldB		686849.0	639851.0	581659.0	638018.0	590977.0	551288.0	0	0.27771669168318264	0.1119519336941698	False	0.025334549878345502	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P23830	P23830		pssA		1418650.0	1464530.0	1476450.0	1370210.0	1496280.0	1505350.0	0	0.27823992711093276	-0.05327268755715212	False	0.025364963503649637	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AE45	P0AE45		ytfL		576312.0	614007.0	548930.0	685725.0	591088.0	527075.0	0	0.28000433346913234	0.1329267091990947	False	0.02539537712895377	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P39177	P39177		uspG		18695500.0	18506600.0	19027700.0	18589700.0	18361100.0	19942000.0	0	0.2809125490409329	-0.04668142826182593	False	0.02542579075425791	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AFM9	P0AFM9		pspB		716528.0	845084.0	803222.0	772734.0	867226.0	914328.0	0	0.2822847171339268	-0.12098911033830964	False	0.025456204379562045	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P13001	P13001		bioH		296477.0	331293.0	511661.0	366360.0	395036.0	449663.0	0	0.28311149541643155	-0.2891284315137279	False	0.025486618004866183	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AAT4	P0AAT4		mscM		3070030.0	2916020.0	3033130.0	2968160.0	3097390.0	2992300.0	0	0.2839216570041351	0.030987519033375377	False	0.025517031630170318	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8Z0	P0A8Z0		yciA		2411430.0	2300590.0	2349960.0	2368010.0	2355660.0	2378270.0	0	0.28404787139686927	0.021651139898122652	False	0.025547445255474453	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69791	P69791		chbA		1132860.0	1419330.0	1067200.0	964670.0	897245.0	1045720.0	0	0.28522466241570227	-0.23813983920953574	False	0.02557785888077859	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P06710	P06710		dnaX		1460370.0	1401220.0	1414390.0	1415090.0	1565410.0	1433420.0	0	0.2856038647449035	0.06370880938581763	False	0.025608272506082726	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9K3	P0A9K3		ybeZ		5214220.0	5285140.0	5233250.0	5216430.0	5269270.0	5417680.0	0	0.28583704151875045	-0.02153868185821211	False	0.025638686131386864	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P76027	P76027		oppD		958330.0	967491.0	974368.0	1140340.0	1100460.0	1020430.0	0	0.28684145033208025	0.11096722269403608	False	0.025669099756691	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A940	P0A940		bamA		14472000.0	14427600.0	14378900.0	14513000.0	14352100.0	14309600.0	0	0.28799127680815473	0.007375928213931371	False	0.025699513381995134	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ACR9	P0ACR9		mprA		9421440.0	9670470.0	9553730.0	9561420.0	9345320.0	9440640.0	0	0.28828710121142	-0.0170443103998379	False	0.025729927007299272	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P02943	P02943		lamB		1566310.0	1695330.0	1543800.0	1615730.0	1512950.0	1661420.0	0	0.2888666612477115	-0.0618215902550897	False	0.025760340632603407	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A799	P0A799		pgk		445800000.0	436445000.0	437238000.0	443009000.0	432426000.0	429571000.0	0	0.28917780366497486	0.019768804844522637	False	0.025790754257907545	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P76576	P76576		yfgM		9977060.0	10219000.0	10054600.0	10096600.0	9752770.0	10003100.0	0	0.2896508787067929	-0.021616659542372175	False	0.02582116788321168	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ACG1	P0ACG1		stpA		25272100.0	25943100.0	25515800.0	25543900.0	25865000.0	26149300.0	0	0.2898721944851986	-0.017339942719282457	False	0.025851581508515815	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69428	P69428		tatA		26697900.0	26229000.0	26295800.0	25954800.0	26650100.0	25391800.0	0	0.28996182527149245	0.025441080307366557	False	0.025881995133819953	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P27302	P27302		tktA		30134000.0	30440000.0	30116000.0	30309300.0	29977500.0	30365600.0	0	0.2901913839218206	-0.007968390329287915	False	0.025912408759124088	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P33898	P33898		gapC		2052280.0	1950670.0	1987030.0	1934890.0	1999720.0	1880150.0	0	0.290225073746899	0.04132066284180018	False	0.025942822384428226	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
