Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1579320.0	1554970.0	214229.0	99249.9	50726.7	1672420.0	0	3.2316377460635034e-05	3.7222247545756475	False	0.0003225806451612903	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				3052120.0	3044040.0	557977.0	401860.0	469041.0	2992990.0	0	4.511895302813757e-05	2.669262640664704	False	0.0003519061583577713	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				1680050.0	1758630.0	473468.0	337910.0	509505.0	1591430.0	0	6.720673813978244e-05	1.9290872671914079	False	0.0003812316715542522	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				2848160.0	2657650.0	451294.0	368054.0	400277.0	2756570.0	0	7.44824889948928e-05	2.7601197852835897	False	0.0004105571847507332	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				6938030.0	6775630.0	876233.0	842886.0	852390.0	6722380.0	0	8.475886589623559e-05	2.990428556591504	False	0.0004398826979472141	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				4496100.0	4618180.0	414815.0	386793.0	372830.0	4686590.0	0	9.047477919789557e-05	3.554716757790096	False	0.000469208211143695	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				29402600.0	30007500.0	3790130.0	3894570.0	3951090.0	28973100.0	0	9.717731720685099e-05	2.9252030018570845	False	0.000498533724340176	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				6005480.0	6109040.0	1560960.0	1192520.0	1232840.0	5519410.0	0	9.898492470186834e-05	2.1452246062659808	False	0.0005278592375366569	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				10826300.0	10976600.0	1202900.0	1258460.0	1334640.0	10449000.0	0	0.00013042115339668303	3.0868322565474777	False	0.0005571847507331378	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3974320.0	4074220.0	626058.0	612794.0	638145.0	4156360.0	0	0.0001816092486449903	2.7009622251188388	False	0.0005865102639296188	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P69902	P69902		frc		1403590.0	1393200.0	1534370.0	1516780.0	1541710.0	1413030.0	0	0.0002415290634660626	-0.1256342588105436	False	0.0006158357771260997	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				6993140.0	7401960.0	840670.0	867291.0	840628.0	7303790.0	0	0.0003495798466076608	3.0898506039404294	False	0.0006451612903225806	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				2520440.0	2599650.0	310438.0	293908.0	249199.0	2747640.0	0	0.0003730832067813648	3.2044083278046265	False	0.0006744868035190617	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				7361860.0	7327580.0	1390040.0	1208800.0	1110810.0	8035500.0	0	0.00042340086132109327	2.6149215030859354	False	0.0007038123167155426	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				4669480.0	4442490.0	1328480.0	1061410.0	1645310.0	4389300.0	0	0.0004971396509312602	1.7423830352013652	False	0.0007331378299120235	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				1030760.0	1008840.0	254071.0	214050.0	253126.0	1120220.0	0	0.0005027682676692612	2.131277059183294	False	0.0007624633431085044	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				7001800.0	6961450.0	702665.0	639202.0	1383010.0	6724410.0	0	0.0005036753116587796	2.924507456161022	False	0.0007917888563049853	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P33235	P33235		flgK		7357950.0	7260740.0	6618710.0	6633160.0	6477700.0	7197470.0	0	0.0005274805250168661	0.14503767284588903	False	0.0008211143695014664	True	False	Ecoli	False	True	False	True	umpire	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				6105910.0	6079880.0	730983.0	936303.0	737021.0	5497800.0	0	0.00054777904864992	2.8787181633444785	False	0.0008504398826979473	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				7617530.0	7557560.0	830990.0	817359.0	717624.0	8203700.0	0	0.0006332869547910874	3.304694748080485	False	0.0008797653958944282	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				2365120.0	2503080.0	274210.0	237217.0	249551.0	2618860.0	0	0.0008578643084437841	3.2984726651104315	False	0.0009090909090909091	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				2617510.0	2688890.0	42209.8	453663.0	50726.7	2796620.0	2	0.0009777869499757888	3.8899036561807026	False	0.00093841642228739	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				4192570.0	4089820.0	1236130.0	1616870.0	2076340.0	4715510.0	0	0.0012132963867586947	1.3988121546057584	False	0.0009677419354838711	False	False	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				4590960.0	4502140.0	1564970.0	990863.0	698451.0	4916540.0	0	0.0012141560429187654	2.106007818891125	False	0.000997067448680352	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				6303620.0	6565580.0	581853.0	576296.0	439065.0	5698480.0	0	0.0015438050443891032	3.5391640363928922	False	0.0010263929618768328	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P42628	P42628		yhaO		11696800.0	11390800.0	9365480.0	9387370.0	8598200.0	12013200.0	0	0.001971562482230728	0.3599076933089743	False	0.0010557184750733138	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				5494910.0	5302060.0	930931.0	694408.0	792155.0	6212120.0	0	0.0020210012315230188	2.8147217435390663	False	0.0010850439882697947	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A6K1	P0A6K1		dapF		753309.0	730826.0	445342.0	437069.0	520145.0	779912.0	0	0.0022112742102125553	0.6908455331804108	False	0.0011143695014662757	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				1401070.0	1422880.0	42209.8	421461.0	50726.7	1599180.0	2	0.0028157431863059753	3.1041121088212136	False	0.0011436950146627566	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0A7K2	P0A7K2		rplL		251562000.0	249349000.0	240357000.0	237403000.0	236394000.0	247212000.0	0	0.002842640520294609	0.0670402750018109	False	0.0011730205278592375	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				992994.0	1028340.0	42209.8	99249.9	50726.7	819410.0	3	0.0032289523898402766	3.885690672642733	False	0.0012023460410557187	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0ADP7	P0ADP7		yigP		2215420.0	1951020.0	1208550.0	821546.0	1206220.0	2290430.0	0	0.0033645482049856094	0.9964824986299848	False	0.0012316715542521994	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				4809470.0	4795030.0	1007120.0	958882.0	915167.0	4117960.0	0	0.0035830883352618134	2.2518129420747717	False	0.0012609970674486804	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P76170	P76170		ynfB		2714310.0	2682110.0	2490080.0	2542620.0	2515210.0	2764570.0	0	0.0036711833704716037	0.11266695384436831	False	0.0012903225806451613	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				1634780.0	1650780.0	217251.0	222817.0	201469.0	1387720.0	0	0.003826275999873475	2.864831100188291	False	0.0013196480938416422	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1281070.0	1217270.0	126440.0	413427.0	449858.0	965050.0	0	0.004265949752216106	1.8070852274150557	False	0.0013489736070381234	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P33224	P33224		aidB		427792.0	402924.0	308715.0	252994.0	272352.0	381186.0	0	0.004480607539209271	0.5390482347509129	False	0.001378299120234604	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P46887	P46887		yecH		222526.0	255275.0	312006.0	338523.0	359459.0	216432.0	0	0.004741750941777517	-0.5408463022860153	False	0.0014076246334310853	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7L3	P0A7L3		rplT		49585600.0	50275300.0	44389700.0	44562700.0	45185200.0	48458200.0	0	0.005019854594072187	0.1449907002436827	False	0.001436950146627566	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AF12	P0AF12		mtnN		26739100.0	26112100.0	24638700.0	25180200.0	25139700.0	26346800.0	0	0.005041889524876209	0.07936999008437529	False	0.001466275659824047	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q46893	Q46893		ispD		2862450.0	2818570.0	2708680.0	2670620.0	2627760.0	2856460.0	0	0.005790582934922908	0.09253767681856681	False	0.001495601173020528	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2758530.0	2887110.0	537618.0	659056.0	619760.0	3470980.0	0	0.006839619295437078	2.3273900957703333	False	0.0015249266862170088	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0AAS0	P0AAS0		ylaC		322330.0	340755.0	278821.0	283340.0	284226.0	336117.0	0	0.007356160814674854	0.23945889595730896	False	0.00155425219941349	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACZ2	P0ACZ2		etp		695278.0	671986.0	757794.0	774314.0	814413.0	640501.0	0	0.008204233943820702	-0.22493295360068247	False	0.0015835777126099707	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7Q1	P0A7Q1		rpmI		5073150.0	5016070.0	6619070.0	6304350.0	7086470.0	5520740.0	0	0.00830334274979496	-0.35824639590175256	False	0.0016129032258064516	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AA04	P0AA04		ptsH		51710500.0	51945900.0	62197100.0	63369400.0	60365800.0	46768400.0	0	0.008347778174946547	-0.3057349771686732	False	0.0016422287390029328	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08957	P08957		hsdM		7013820.0	6936360.0	7254290.0	7140310.0	7230410.0	6870020.0	0	0.008381071695228694	-0.054716872578670236	False	0.0016715542521994135	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADZ7	P0ADZ7		yajC		19564300.0	19025400.0	21434000.0	21700100.0	22735600.0	17904200.0	0	0.00855958423884788	-0.2215198803388043	False	0.0017008797653958946	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				4095430.0	4083250.0	598085.0	384975.0	367463.0	3035340.0	0	0.008892383754306501	3.053713433040348	False	0.0017302052785923754	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P37613	P37613		yhhK		4487360.0	4492360.0	4707110.0	4668970.0	4606550.0	4397950.0	0	0.008994296701559242	-0.06380888102721553	False	0.0017595307917888563	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P15639	P15639		purH		5655970.0	5727130.0	5558910.0	5552980.0	5523750.0	5677480.0	0	0.009440158883989374	0.03638932396915567	False	0.0017888563049853375	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P26646	P26646		acuI		2990040.0	3019030.0	3092420.0	3093530.0	3151740.0	2962900.0	0	0.009456903133783208	-0.057640897222202586	False	0.0018181818181818182	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEU7	P0AEU7		skp		25192100.0	24468500.0	27358100.0	26258400.0	26629400.0	24022000.0	0	0.009668138262060371	-0.12310371260282278	False	0.0018475073313782993	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33018	P33018		yeiG		442721.0	410234.0	318371.0	218928.0	267260.0	506112.0	0	0.010064775579396244	0.7563464548018421	False	0.00187683284457478	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30870	P30870		glnE		667512.0	624920.0	580567.0	550256.0	582420.0	642781.0	0	0.010881278950291718	0.17576257349991886	False	0.001906158357771261	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P10346	P10346		glnQ		2289090.0	2283150.0	2412530.0	2422610.0	2390690.0	2337120.0	0	0.011267408393924035	-0.06461123041577331	False	0.0019354838709677422	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33219	P33219		yebF		572847.0	570124.0	527878.0	486728.0	483680.0	606761.0	0	0.011440464008758106	0.22382092808224907	False	0.001964809384164223	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q47141	Q47141		hcaR		4522370.0	4870940.0	4144680.0	4237700.0	3934120.0	4739110.0	0	0.011514881316499137	0.19841618903252523	False	0.001994134897360704	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9J4	P0A9J4		panE		725435.0	732960.0	798714.0	786205.0	783845.0	753839.0	0	0.011596565153584782	-0.09863047467439746	False	0.002023460410557185	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAI3	P0AAI3		ftsH		18948600.0	18814200.0	19292000.0	19266700.0	19304900.0	18768400.0	0	0.011818878334273124	-0.033608762016011255	False	0.0020527859237536657	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69222	P69222		infA		14975500.0	14477500.0	16499000.0	16328400.0	16455600.0	14176800.0	0	0.011914850870306666	-0.17577621937974466	False	0.002082111436950147	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A855	P0A855		tolB		18480800.0	17884900.0	18903100.0	19225300.0	19466000.0	18043000.0	0	0.011935230212175395	-0.0820911846769105	False	0.0021114369501466276	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFX4	P0AFX4		rsd		498518.0	511247.0	332079.0	417883.0	378683.0	578728.0	0	0.012037037807441673	0.49306695527832783	False	0.0021407624633431087	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07639	P07639		aroB		3173380.0	3158470.0	3251570.0	3311480.0	3250260.0	3129650.0	0	0.012148832319003142	-0.052670912663724374	False	0.0021700879765395894	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06986	P06986		hisC		4670010.0	4738350.0	4464140.0	4580180.0	4469310.0	4752070.0	0	0.012573846864632712	0.06744981528678157	False	0.0021994134897360706	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEG4	P0AEG4		dsbA		5785970.0	5704150.0	5337900.0	5503380.0	5324290.0	5677950.0	0	0.013175805721279013	0.08680348560569784	False	0.0022287390029325513	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				16875700.0	16994600.0	3332410.0	2824000.0	3007830.0	12494300.0	0	0.01328007688353944	2.3389365618176794	False	0.0022580645161290325	False	True	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P0AGK4	P0AGK4		yhbY		16259400.0	16726100.0	15551000.0	15006800.0	15288300.0	16083900.0	0	0.013350471696278803	0.09802461785314792	False	0.002287390029325513	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
