Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	1.6144537743302597e-08	2.9904906059182963	7.791974385357686	up		ids:P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	True	True	2.927400468384075e-05	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	2.2553937698592476e-08	2.925267704243428	7.646777623565348	up		ids:P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	True	True	5.85480093676815e-05	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	4.537660777148059e-08	2.700918021092459	7.343167973880635	up		ids:P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	True	True	8.782201405152226e-05	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	4.615264053102655e-08	3.089584685653179	7.335803446637018	up		ids:P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	True	True	0.000117096018735363	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	2.0624248639343623e-07	3.555924566612468	6.685621864243775	up		ids:P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	True	True	0.00014637002341920375	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	3.5345849737292933e-07	2.1949094661602544	6.451661573154432	up		ids:P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	True	True	0.00017564402810304452	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	3.5837201222564454e-07	3.087831320486469	6.445665914776048	up		ids:P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	True	True	0.00020491803278688527	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	6.256576612533402e-07	3.1239245299515765	6.203663233077743	up		ids:P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	True	True	0.000234192037470726	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	1.0936167690339855e-06	2.4869699159638685	5.9611348391104135	up		ids:P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	True	True	0.00026346604215456674	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	1.5597308029351483e-06	3.2998392447403617	5.806950350932823	up		ids:P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	True	True	0.0002927400468384075	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	1.7395135487500003e-06	3.306757896847113	5.759572184263649	up		ids:P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	True	True	0.00032201405152224824	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	1.7910777386315575e-06	3.2381509579935184	5.746885563941015	up		ids:P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	True	True	0.00035128805620608905	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	2.251732907604968e-06	2.748670823892745	5.647483125202843	up		ids:P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	True	True	0.00038056206088992974	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	6.078856046865104e-06	3.2096674053391254	5.216178141003184	up		ids:P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	True	True	0.00040983606557377055	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	6.425796598897765e-06	2.8616550526784934	5.192073025652597	up		ids:P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	True	True	0.00043911007025761124	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	6.720449669280368e-06	2.7646186894825426	5.172601667072135	up		ids:P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	True	True	0.000468384074941452	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	1.156785947705818e-05	2.249193284764015	4.936746995698653	up		ids:P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	True	True	0.0004976580796252928	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	1.4621017955111869e-05	2.6198269635006355	4.835022389560257	up		ids:P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	True	True	0.0005269320843091335	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	1.7168022390278693e-05	3.548521736419147	4.7652797289773705	up		ids:P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	True	True	0.0005562060889929743	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	2.1968639192562602e-05	2.134312321930487	4.6581968438289	up		ids:P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	True	True	0.000585480093676815	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	2.2279810642042955e-05	2.886789607211128	4.652088504587416	up		ids:Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	True	True	0.0006147540983606558	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	2.7881202773178897e-05	2.530640019407425	4.5546884950472215	up		ids:P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	True	True	0.0006440281030444965	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	3.6262998028733054e-05	0.9228815635993612	4.440536293635116	non_sig			False	False	0.0006733021077283373	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	3.6289126952490666e-05	2.821759424797495	4.440223479974605	up		ids:P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	True	False	0.0007025761124121781	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	4.0200606520400684e-05	2.6821860233708463	4.395767394515627	up		ids:O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	True	False	0.0007318501170960188	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	6.387636790709003e-05	2.325320313437391	4.194659786377546	up		ids:P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	True	False	0.0007611241217798595	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	7.853353225154322e-05	2.1544355660482317	4.10494486857525	up		ids:P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	True	False	0.0007903981264637003	True	Human	True	False	False	True	umpire	AlphaPeptStats	mean	1.660964047443681
