Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				4288790.0	4387290.0	17237900.0	17165200.0	17037200.0	4188610.0	0	1.0022461099336634e-08	-1.9994823635757117	True	3.0450669914738125e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1921310.0	1958710.0	9063540.0	8959170.0	8962360.0	1863240.0	0	1.7475069716092058e-08	-2.2322196499277305	True	6.090133982947625e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				4280400.0	4152830.0	17817500.0	17761800.0	18015700.0	4014670.0	0	2.3697957433361158e-08	-2.1061960390279357	True	9.135200974421439e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				3134730.0	3159260.0	13508300.0	13637700.0	13435100.0	2995590.0	0	2.6343088359618046e-08	-2.1271226954826803	True	0.0001218026796589525	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				5843350.0	5801400.0	23690000.0	23961200.0	23603300.0	5525890.0	0	2.8895691765980517e-08	-2.05303731506078	True	0.0001522533495736906	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				3294370.0	3400990.0	12180500.0	12092100.0	12132900.0	3283040.0	0	3.1726233789964096e-08	-1.8672760152534558	True	0.00018270401948842878	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				5705850.0	6004430.0	24668400.0	24924600.0	24491000.0	5545160.0	0	5.715048727233253e-08	-2.1021107339764735	True	0.0002131546894031669	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				4198760.0	4430560.0	19287700.0	19346500.0	19650000.0	4067730.0	0	6.691532899951284e-08	-2.198611498888442	True	0.000243605359317905	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				2558280.0	2566480.0	9606590.0	9676050.0	9742920.0	2635150.0	0	1.5467149742291357e-07	-1.9032120766252412	True	0.0002740560292326431	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				1464110.0	1532700.0	5991870.0	5898320.0	6009880.0	1544860.0	0	1.7742866535298348e-07	-1.9786704412759177	True	0.0003045066991473812	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				2000220.0	2168010.0	9773040.0	9580070.0	9817590.0	2266160.0	0	2.4571791049266787e-07	-2.1806447184392543	True	0.0003349573690621194	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				4558900.0	4524300.0	18042200.0	18197700.0	17944600.0	4418150.0	0	2.4627953265497125e-07	-2.0047765441663827	True	0.00036540803897685756	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				5500170.0	5495240.0	25217700.0	24760100.0	24915500.0	5749590.0	0	3.0454632583072446e-07	-2.161106284039575	True	0.0003958587088915956	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				5356610.0	5508170.0	23792300.0	23827900.0	24116500.0	5321440.0	0	3.2179541840617653e-07	-2.14794527105592	True	0.0004263093788063338	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				6658150.0	6909260.0	28637400.0	28226200.0	28731400.0	6175500.0	0	4.3559871719288233e-07	-2.116191873546701	True	0.00045676004872107184	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				1288110.0	1260630.0	6096840.0	6202520.0	6014590.0	1102390.0	0	4.3745375528359214e-07	-2.3265280463300613	True	0.00048721071863581	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				8086140.0	7620530.0	26537000.0	26842600.0	26693500.0	8001210.0	0	4.589061018700297e-07	-1.7559510003994454	True	0.0005176613885505482	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				4400810.0	4336810.0	18455800.0	18842600.0	18885500.0	4650970.0	0	4.6090318473968413e-07	-2.069152739157804	True	0.0005481120584652862	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				3338400.0	3221630.0	14458600.0	14679000.0	14491100.0	3330960.0	0	4.846603978492709e-07	-2.141090652267709	True	0.0005785627283800244	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				5959120.0	5918430.0	26632000.0	26300900.0	26066600.0	5179700.0	0	1.7022823658771976e-06	-2.2114584507207793	True	0.0006090133982947625	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				2574710.0	2536160.0	10662500.0	10520100.0	10208200.0	2904030.0	0	1.986722836926189e-06	-1.9695853712806493	True	0.0006394640682095006	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				2110980.0	2061910.0	9044140.0	9066080.0	8819300.0	1955140.0	0	2.381510647185935e-06	-2.1356932498708354	True	0.0006699147381242388	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				4593380.0	4637440.0	19106300.0	19135900.0	18434400.0	3822250.0	0	2.4866256374373297e-06	-2.1183640548134113	True	0.000700365408038977	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				1393030.0	1340180.0	4729530.0	4793780.0	4619370.0	1272420.0	0	2.6035667981690724e-06	-1.8199544622096042	True	0.0007308160779537151	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				6005360.0	6015190.0	27740000.0	27977700.0	28631600.0	5575360.0	0	4.148864078608813e-06	-2.2611359686432952	True	0.0007612667478684531	True	True	Human	True	False	False	True	umpire	manual	min	1.160964047443681
