protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	27918944.430605188	27975857.38363569	26842155.21763378	124780824.74205746	121255294.35838312	123449855.7708982	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			0	1.9590508709761294e-05	-2.1589157998575503	True	0.000700365408038977	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	28110124.93472264	27301809.35570038	26631841.160208344	112212945.26136902	115967459.12152994	113133846.60120566	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	2.6884314559166765e-05	-2.056634865223567	True	0.0007308160779537151	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	1281487.2844561762	1531522.52449495	1752279.9771427284	5493364.588766263	5307096.034864359	5722443.21536655	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)			0	2.869062520619316e-05	-1.8556889126734144	True	0.0007612667478684531	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	8259176.569013555	6482470.871330558	7193352.270116434	30020669.48529068	30467721.70229345	30971948.1515512	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	3.089319197063615e-05	-2.0599115845752856	False	0.0007917174177831912	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	18511980.042044643	21232122.141172677	21044133.03905239	88335783.92701323	88475944.589306	89218519.35124977	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	4.488811387445208e-05	-2.129726249910112	False	0.0008221680876979294	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	8902676.47797221	8926510.255517105	8842295.20625667	39124900.91220383	39290998.3527262	38464018.45915215	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			0	6.058147472457408e-05	-2.131657175419333	False	0.0008526187576126676	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	100477561.15605864	100148087.6687401	98935788.95296083	426753560.45919	429858003.0930731	437407586.99828607	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	6.565775981411137e-05	-2.110935144056695	False	0.0008830694275274057	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	73943.29078392424	69844.3098307887	54291.47760734246	9073263.000000006	9293369.64608536	9385370.20863394	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)			3	9.553903808656089e-05	-7.130371577939407	False	0.0009135200974421437	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	18588757.046487097	17238174.630011305	18348845.3052541	83543675.85899216	84271129.8801496	87630313.89357887	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			0	9.767850418166732e-05	-2.237293528294221	False	0.0009439707673568818	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	5773266.685459442	4853909.252678779	4874177.646595596	21886694.96298265	21419441.120585024	20065509.66897161	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			0	9.825534144319394e-05	-2.0314432848617625	False	0.00097442143727162	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	22349386.69312067	20588460.43177804	20778416.414004315	97669234.07576443	98546148.6785157	93478291.8088916	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.0001032717679841446	-2.184794612165516	False	0.0010048721071863583	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P64624	2933866.155725328	2633019.1090388354	3095436.4048727043	5709133.317140771	5830730.317329612	5420767.560755405	P64624	P64624		yheO	0	0.00011804280064234011	-0.9693642092025316	False	0.0010353227771010963	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	20384232.333546497	19303489.03845884	19750535.73043645	74213350.98732331	72575027.51358172	70591076.55590025	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			0	0.00013963847984554948	-1.8707518772564642	False	0.0010657734470158344	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	13501914.692761395	11960433.185665356	12293972.73443928	45615713.41043092	47975129.87993322	49348054.9936792	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			0	0.00017441422852240625	-1.9206084889681714	False	0.0010962241169305725	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	13023853.934377402	12784303.185527246	12433932.587004928	44925357.998761	44365688.16203692	42777326.76506364	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			0	0.0001859917838163181	-1.7880517530999482	False	0.0011266747868453107	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	4272715.180108698	4109362.473831081	4109184.0377147226	21260778.03929976	21766560.21948913	20712307.52265453	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)			0	0.00021366684889923272	-2.351271796611725	False	0.0011571254567600488	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	6091439.486296255	6313844.828919895	6100828.367048288	22848224.208740603	21907752.738569997	21810063.146629445	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)			0	0.00024300096029997674	-1.8467844667543492	False	0.0011875761266747868	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P0AA97	1398134.119635595	1430861.968532991	1363383.0865495703	1033268.9225965652	1031263.8903890058	1094647.555165465	P0AA97	P0AA97		yaeQ	0	0.00027564808950824156	0.408218897892029	False	0.001218026796589525	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P36680	11014348.950928206	11014999.400054123	10768542.376085466	9438058.554781854	9693984.786520503	9628929.135653405	P36680	P36680		zapD	0	0.00028575051690174984	0.18949057876746786	False	0.0012484774665042632	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	7286550.448698987	5441264.689364925	5759659.016280487	25114385.97631808	28775679.22907329	27332318.657722782	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			0	0.00037500997764246084	-2.1353292403119566	False	0.0012789281364190012	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P31467	2313990.810182333	2271238.343603691	2274727.6921619936	2062703.5000000007	2078976.7022093527	2092868.2381639448	P31467	P31467		yieH	0	0.0005420917625439074	0.13791442938522408	False	0.0013093788063337393	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	11092526.319619805	11509626.316452157	11443684.14201236	51688743.81415651	55074728.46857368	52156542.97478215	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			0	0.0005489397112778179	-2.2227505397724556	False	0.0013398294762484776	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	8285829.006755611	9583016.13546924	9842075.351727713	36572848.76976558	34582896.31323038	32265929.872415837	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			0	0.0007650807152710672	-1.9000120353603396	False	0.0013702801461632156	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	16971454.911837727	16630620.354882345	16622854.56953704	63686935.84711048	65843968.68924671	68792873.17261451	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			0	0.0008428612131698217	-1.9813821088865093	False	0.001400730816077954	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	16376210.274974875	16210399.624182384	17213110.787903473	69465727.96729882	69044881.1806869	63783165.08896613	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.000979671658628361	-2.0222423646629166	False	0.001431181485992692	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	15484375.47084963	13759582.657055791	15038084.468577731	61962985.83917541	60386684.62673372	67397344.394553	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			0	0.0011455803940140271	-2.0992835131216654	False	0.0014616321559074302	True	True	Human	True	False	False	True	umpire	directlfq	min	1.160964047443681
P0ABV6	10919681.017375462	11011640.21326636	11145406.988987774	12838222.366950048	12565642.13620024	13011182.938938793	P0ABV6	P0ABV6		tolR	0	0.00125304445878259	-0.21585499779766246	False	0.0014920828258221683	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P0ABA0	157072420.72501844	160213324.55190492	157645234.29750946	167829149.8332979	168288359.47220057	170586884.76930442	P0ABA0	P0ABA0		atpF	0	0.0012741848375763497	-0.09342647404248995	False	0.0015225334957369061	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
P06996	631287267.7086911	631178893.7129034	641783311.4610221	571030371.4152228	575701735.6819324	588036322.4552016	P06996	P06996		ompC	0	0.0013402659117468295	0.1344794029056484	False	0.0015529841656516444	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.160964047443681
