protein	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	230212641.18939844	234325769.43318328	230483647.4679593	434109278.677476	435731263.1218405	437819703.2764464	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	5.4758996114596477e-08	-0.9118570791462393	True	3.0618493570116355e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	201474143.6862065	207180961.39072964	204176304.82926527	374311069.3369948	376789707.8638495	378475090.4214601	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)			0	3.629729357167622e-07	-0.8822190243647815	True	6.123698714023271e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	184887958.5759367	178409068.72783488	178731275.8680745	342789868.43296087	348576641.8179232	347202586.74809664	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	6.727833077640117e-07	-0.9381571111831911	True	9.185548071034907e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	50067122.04922863	52335970.09688492	50587050.55152672	95119653.97461884	94304364.72346176	96396331.15569562	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	1.2896991712614257e-06	-0.9016699354950949	True	0.00012247397428046542	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	53216210.23807658	54648282.94108555	53543255.27770302	99228085.06110445	97231872.79850416	98751297.3343222	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			0	1.3942504468358006e-06	-0.8710378889396753	True	0.00015309246785058175	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	25485075.008292355	25465569.90719043	25200287.24950336	47341799.65834136	48004497.28052198	47680416.56995127	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)			0	3.0379769317423696e-06	-0.9093510264637601	True	0.00018371096142069814	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	29185658.844895232	29652937.72511474	28703410.20550497	53869283.17929991	53979351.63227569	55120741.981665015	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			0	3.16004502213341e-06	-0.8965535351708076	True	0.00021432945499081448	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	21404104.792032614	22664644.83952025	22238622.201006465	40837635.75230773	40099893.1139324	41208714.61838061	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			0	3.461120848139847e-06	-0.8813683168995744	True	0.00024494794856093084	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	99705966.74726065	100512488.74940072	103734426.55442204	195831236.4692108	200402980.1545339	202235733.80567223	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	8.243533601930991e-06	-0.9774311119779132	True	0.00027556644213104714	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	34117083.699241124	35113119.48805364	34032463.88464895	65629180.600365534	66040740.987420455	64180594.09713122	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)			0	8.500759862599852e-06	-0.923434161313691	True	0.0003061849357011635	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	40669826.3503082	43662087.75267432	41056798.23131581	78362054.39215454	79684748.97536708	76729707.55244878	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	9.499596406876019e-06	-0.9048805953555873	True	0.00033680342927127987	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	17425912.769263525	17766808.24533229	18580983.175568424	30490860.6041102	31289012.463533647	31624808.02409441	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	1.0408007324386585e-05	-0.7965939994255316	True	0.0003674219228413963	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	14110861.231405776	14861643.229120202	13804786.682814386	25399579.830094576	24514402.096595105	24474749.07256952	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)			0	1.7543580698001584e-05	-0.7982389596383711	True	0.0003980404164115126	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	27251835.61391063	28149568.537301	25732297.13736263	49181902.89156227	48590397.44858872	51067829.88364089	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			0	2.6097973198898172e-05	-0.8753903476106951	True	0.00042865890998162895	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	3729367.810045043	4046870.874803774	4044450.05588615	7783415.087316209	7643475.397416085	8083622.867990609	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)			0	2.817771958863531e-05	-0.9919919430171438	True	0.00045927740355174526	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P63284	182094534.5381473	182180380.2538606	182766643.6470397	188035632.06141528	188080976.79301584	188695515.9909389	P63284	P63284		clpB	0	3.8729125388502676e-05	-0.046120621425166514	False	0.0004898958971218617	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	12178649.734303856	11251590.508115323	12243498.054616984	22597506.197206818	24022408.22976578	23214338.188905828	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)			0	4.1824645174275344e-05	-0.9690724239317863	False	0.000520514390691978	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	44920693.62362445	48354632.66081637	46212398.13229137	84271631.73173788	84255856.44862825	82565897.58464809	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			0	4.323396085114977e-05	-0.8480858624074226	False	0.0005511328842620943	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	12863262.806473982	12461489.242271606	13040607.261981484	23874539.37186135	23062212.991201486	22924902.22691702	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			0	4.590866654851798e-05	-0.8646965451265115	False	0.0005817513778322106	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	47994864.12575544	52027311.77602386	50129272.03541925	93007315.5062336	97469104.69985364	92447317.12058456	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	4.609131159526844e-05	-0.913994836926361	False	0.000612369871402327	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	25910847.77881691	27524531.64704725	24865129.887299832	47663778.8812	49473600.11602738	48672344.11711162	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			0	4.978973844232894e-05	-0.8969933301352351	False	0.0006429883649724434	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	4369642.149854492	4591630.524787579	4338078.3734978745	7989555.694364048	8101385.849209601	8402572.239043232	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	5.065845360421586e-05	-0.8810439043776911	False	0.0006736068585425597	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	33632624.642751165	31305759.447648916	35473099.08366252	62405778.70319371	64743038.95006069	65696987.314811416	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			0	5.211065000331191e-05	-0.9415234959280903	False	0.0007042253521126761	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	22737479.312133152	22790966.147253383	22952112.8621828	41481138.30476757	41923178.365190126	41124075.549194485	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			0	5.3173369305722966e-05	-0.8627083421369962	False	0.0007348438456827926	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	64447902.05210987	67142716.12167573	64992620.04768708	127537730.88185222	128324927.50688994	127697861.309885	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			0	5.6210214417799006e-05	-0.9643139150967232	False	0.0007654623392529087	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	4089506.469206034	3872652.611688162	4046278.179138579	6714009.067483654	6736851.305358155	6436582.368289092	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)			0	6.019826634276875e-05	-0.7278093613327661	False	0.0007960808328230252	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	52811712.75775474	54450584.28783847	54790500.35161824	97109279.17227855	101021839.00796728	100286157.36276782	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	6.177422612177642e-05	-0.8808671313888229	False	0.0008266993263931415	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	36534271.78787366	36108682.995151065	37401729.93733652	73588994.35061185	71143214.91594888	71006417.69463	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	7.035130789369247e-05	-0.9711950440673472	False	0.0008573178199632579	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	23024731.79204815	23357714.6524924	23814703.315020077	43422305.42701515	43858576.87512376	45139665.16123451	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			0	8.498450302185035e-05	-0.9156426414067418	False	0.0008879363135333743	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P45795	1708101.7836347353	1566491.0000000005	1504329.5968268586	3523747.296294232	3433865.6678865883	3441901.6835633637	P45795	P45795		yrdB	0	0.00013901007893801613	-1.1217589578521527	False	0.0009185548071034905	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	70734599.92399506	70938826.04823077	69734989.63159682	133967985.73241708	136941702.7298278	132686984.68152432	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	0.00013990821331661034	-0.9328814746302034	False	0.0009491733006736069	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	67891582.30526748	67526827.02411726	66240863.5530892	127800882.49754268	124024768.43641886	123140852.66290304	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			0	0.00016734335999944703	-0.8948419763319658	False	0.0009797917942437233	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	20155907.78026158	19684402.578910623	19623497.19160961	33564387.942356706	34970610.20615659	33961794.109455466	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)			0	0.00017839617682438358	-0.785495010721626	False	0.0010104102878138396	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	21040779.44064037	21826023.767455656	20154283.552693192	37132469.69498539	37088774.45550759	36527927.97752487	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			0	0.00019637762785600486	-0.8133893762975569	False	0.001041028781383956	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	11682658.410389015	10055456.65695104	11021203.71921178	18345365.497496117	20124636.608025357	19530036.387994077	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			0	0.0002988556689320845	-0.8241485005517208	False	0.0010716472749540723	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P0AA31	7659640.438252206	7756966.403544418	7697018.076129198	8174200.497524758	8112405.6421658	8203637.974539779	P0AA31	P0AA31		yedF	0	0.0003053090134140818	-0.0834636185710829	False	0.0011022657685241886	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	22564445.185137127	19438253.51012636	18950763.250293624	36683309.1560971	37323202.521130905	39906976.76949434	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)			0	0.0003321664392775346	-0.9021585176868449	False	0.001132884262094305	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	39340592.51766232	39324339.70224098	40231159.59838058	71845826.33193055	73846200.46970844	75319119.45722395	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			0	0.00035839299448294073	-0.8944178372530017	False	0.0011635027556644213	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	35016283.66324337	36814966.97338409	34188027.292768046	64575633.65699459	67256639.40286955	69936056.79828429	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			0	0.00038906103506724	-0.928373122695281	False	0.0011941212492345378	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	20562436.90792367	20708187.182430368	20903624.005536884	40427125.98016733	40175892.19016422	38720325.5293601	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			0	0.0005412401169267686	-0.9404872503744357	False	0.001224739742804654	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	37960056.886160105	36770304.26918756	36444305.313583925	69561881.93539926	70363552.59804997	66100895.842933245	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			0	0.0005923591439452368	-0.8900006505785548	False	0.0012553582363747705	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	37715661.27654983	36930377.93500025	37682293.44555608	66634255.0157882	63371772.38565414	65448463.37298331	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)			0	0.0005929797126106582	-0.7991108667993189	False	0.0012859767299448867	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	35831730.21457655	34731562.57310915	35672899.855988465	65172285.22381827	68335874.3088788	69175167.84273562	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			0	0.0006954633246215415	-0.9319520697910069	False	0.001316595223515003	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P52614	1210552.0653198466	1210254.750000001	1239381.9889496672	712787.2680752164	623973.0667597554	679154.2315544941	P52614	P52614		fliK	0	0.0007372512292728799	0.8604835699378854	False	0.0013472137170851195	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	22603749.984649245	22200547.481878933	22458262.251136597	40857274.0552806	41307467.430476144	39271087.77277133	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)			0	0.0008188457030448733	-0.8523185593640212	False	0.0013778322106552357	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P69228	3963605.699541077	3986909.740691656	4054225.928666512	4430860.191746688	4441122.82344616	4338245.592916051	P69228	P69228		baeR	0	0.0008194209872818197	-0.13805111082905316	False	0.0014084507042253522	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	48107659.78704594	48063341.81662864	46594710.13371848	93527128.4905305	94021322.42091784	88354227.31144227	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.0008550079402757219	-0.95050993452415	False	0.0014390691977954684	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P0A6I9	1180076.3635015828	1186448.2499999993	1227631.9691745937	1366604.0280221852	1397146.7494174114	1394909.321328038	P0A6I9	P0A6I9		coaE	0	0.0009427025936232956	-0.21046551097146043	False	0.0014696876913655851	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P22256	1301194.0427352882	1258561.327601126	1232844.3381049046	1624083.8150574265	1538554.1853060343	1555472.9928261056	P22256	P22256		gabT	0	0.0009886135795751253	-0.31502224846180543	False	0.0015003061849357014	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P0ACI0	17207310.488725584	17013679.975363344	17104995.45680211	17859193.79682329	17811873.958596658	17731721.845005646	P0ACI0	P0ACI0		rob	0	0.0009932826562773732	-0.057225670582654715	False	0.0015309246785058174	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	4222311.095364517	3948035.2500000047	4184940.591865369	5069884.418315414	5269399.48190299	5121607.106881981	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)			0	0.0010140439957809066	-0.3234949478187934	False	0.001561543172075934	True	False	Human	True	False	False	True	umpire	directlfq	min	0.5
P0ACA3	94936449.42548548	92828340.23959132	93480651.73584504	86640170.25319716	87572571.15388456	85720014.32629442	P0ACA3	P0ACA3		sspA	0	0.0010865362619149866	0.1136912642441743	False	0.0015921616656460504	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	15984466.004766056	16198093.642551528	12586280.894180937	26267790.701731622	29559503.321815312	28468100.959083755	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			0	0.001132018840995787	-0.9129588648965632	False	0.0016227801592161668	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
