protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0ABX2	1191261.183778661	1104395.6906859116	1226767.2990378689	1214347.5833843043	1285993.6249999998	1262467.566315252	P0ABX2	P0ABX2		flgC	0	0.1465757657740909	-0.0952413234816441	False	0.009759671746776086	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P32173	1115844.4155540443	1119411.7134080688	1168324.3618833444	1126584.5851269986	1018971.9376329748	1004113.7933422466	P32173	P32173		mobA	0	0.14670722994204888	0.11185240224360031	False	0.009788980070339976	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6G3	9627067.865581254	8930951.181069404	9312068.761638977	8824177.101907093	8812741.66632454	8841627.51268572	P0A6G3	P0A6G3		pncC	0	0.14742728024907634	0.07389363003814998	False	0.00981828839390387	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFI0	2560853.0799759068	2596390.9501395565	2589778.158762143	2701956.965437572	2592392.2221432766	2721193.206446803	P0AFI0	P0AFI0		oxc	0	0.14762887820001142	-0.049158275846584415	False	0.00984759671746776	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P08178	2686977.1167742778	2872697.758491519	2844499.415208491	2408563.773278177	2566833.4716617614	2760492.0635092896	P08178	P08178		purM	0	0.14819487421863128	0.11953893005957543	False	0.009876905041031654	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AES2	6783561.655970199	6835632.498297222	6833507.113370217	6807247.914798597	6764594.799826928	6757619.386982721	P0AES2	P0AES2		gudD	0	0.14955175342830251	0.008719354746760432	False	0.009906213364595547	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A915	54467138.07548923	49354569.72380716	49026847.24107079	49850168.85959543	45733461.58085643	44499172.31783289	P0A915	P0A915		ompW	0	0.15031801872830422	0.12582305929144882	False	0.009935521688159437	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00448	27373474.198024698	25017015.87141966	25165531.200672235	24406457.80876078	23705175.650026187	24443537.008455	P00448	P00448		sodA	0	0.15087209670465565	0.0961603650174195	False	0.00996483001172333	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADK0	35227978.03060775	35070678.98168703	35141402.49863138	36662036.48919051	36473980.87268023	35266899.242139794	P0ADK0	P0ADK0		yiaF	0	0.15093732815015024	-0.039980483513793144	False	0.009994138335287221	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P31467	2469242.2019071146	2371036.085195911	2381647.270553328	2068217.8467267768	2291447.500000001	2331059.776405619	P31467	P31467		yieH	0	0.15153724803049898	0.11022097449403322	False	0.010023446658851114	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P04079	173858693.09865776	168942084.51895463	170644860.71142057	169820108.94343477	167292437.96116748	166894117.91504574	P04079	P04079		guaA	0	0.1520355932728877	0.026768725986608784	False	0.010052754982415008	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7Z0	55784923.07677629	57726483.87763501	55479166.07135584	59290035.46263024	58710813.665738806	56654795.594630845	P0A7Z0	P0A7Z0		rpiA	0	0.15208353515542014	-0.04757050075523326	False	0.010082063305978897	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P31460	1897691.9495168647	1403211.5182857388	1578913.161921928	1286171.5971498743	1407907.6250000016	1243999.444259632	P31460	P31460		dgoR	0	0.15222015236870973	0.3093350056741455	False	0.01011137162954279	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AG63	434554939.45572615	448526523.9742356	440355527.017648	443316456.2804535	454102049.92369545	455946399.9724274	P0AG63	P0AG63		rpsQ	0	0.1523370193168459	-0.03226137494503503	False	0.010140679953106684	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AC38	638258241.9354599	661110254.5428885	658184976.3041409	659689244.1143482	671140678.9023526	673268854.9916189	P0AC38	P0AC38		aspA	0	0.15262711336689652	-0.0339019009320045	False	0.010169988276670575	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7P5	39279965.3598348	33483064.5074439	34399840.53895707	30418950.97173229	32416010.118080776	32757124.94423853	P0A7P5	P0A7P5		rpmH	0	0.15350155723891165	0.16484204096110455	False	0.010199296600234468	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00803	7083907.97837491	6701792.804196595	6846257.738121897	6463029.599193927	6816863.27232994	6537214.817065256	P00803	P00803		lepB	0	0.15460057023327287	0.0581343615747627	False	0.010228604923798358	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8G3	10252612.126162669	8641811.876060983	8962938.124602973	7988099.177887873	8517849.392338634	8167698.30939861	P0A8G3	P0A8G3		uxaC	0	0.15466265192758655	0.17508768410208686	False	0.010257913247362251	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8X0	38773526.18171094	36802112.55410896	36971452.17069252	35659897.35053498	36173642.681344	36684158.64788125	P0A8X0	P0A8X0		yjgA	0	0.15468159186584993	0.05259840877947403	False	0.010287221570926144	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6Z1	34217098.48960507	30426115.29112114	31811293.80904372	28931615.62713323	30078934.88242476	30345102.512421638	P0A6Z1	P0A6Z1		hscA	0	0.15473085127309155	0.11028965780498566	False	0.010316529894490035	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
Q46919	1082853.0130245648	885904.2531786469	836728.7706552165	750810.6044519142	748806.3749999998	819089.3432257042	Q46919	Q46919		yqcC	0	0.15478194301502768	0.27493062637509913	False	0.010345838218053929	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0C0V0	62970717.89201283	67199742.79698224	66329334.78864175	67568831.30234504	69094144.22847374	68128863.57219827	P0C0V0	P0C0V0		degP	0	0.15513672388416502	-0.059630414605029367	False	0.010375146541617818	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AF12	55712590.65812883	52017313.89300828	50075559.90451238	50803952.17960563	49473606.3423796	46183006.76265484	P0AF12	P0AF12		mtnN	0	0.15572083168626344	0.10763489432491768	False	0.010404454865181711	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AE39	3028010.582168699	2817774.769959312	2945490.613061761	2779781.727978001	2772181.180246128	2849140.2854167144	P0AE39	P0AE39		ypdB	0	0.15581264511674056	0.06549378491788332	False	0.010433763188745605	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AB98	240826.99976850304	583698.2625915867	566660.7301849074	685181.6895704318	717317.167997998	728503.3168970316	P0AB98	P0AB98		atpB	0	0.15593079696573306	-0.6152167534958416	False	0.010463071512309496	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P39274	4319168.930225726	4382788.781031508	3727640.089341688	4925513.832273797	4447216.864268648	4450036.085077488	P39274	P39274		yjdJ	0	0.1563308734553115	-0.15326680207237245	False	0.01049237983587339	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00934	18326387.50662326	17423056.207308028	17232861.492302783	16517156.56994843	17196626.198683534	17101122.046761684	P00934	P00934		thrC	0	0.15737351399484897	0.06025889092083788	False	0.01052168815943728	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P21367	7591530.776353198	8061761.170566634	7807388.24676828	7947032.767676276	8188106.886728983	8190686.5061201295	P21367	P21367		ycaC	0	0.1583481151107873	-0.052243961133091134	False	0.010550996483001172	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P77562	2080899.6243482009	2040358.8105748647	2058149.0324309592	1936708.7199667792	1956706.0092214248	2054430.098540248	P77562	P77562		yaiW	0	0.15861332173597265	0.05510149757517829	False	0.010580304806565065	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AGL2	3279036.9608037733	2943338.2087487937	2730160.225344337	2753082.5461285664	2582813.359977132	2610488.5357634462	P0AGL2	P0AGL2		tdcF	0	0.16130922664805838	0.1719977254846967	False	0.010609613130128957	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A937	7263529.218002829	9232836.324701283	8825076.906748226	9609132.199120607	9622365.888948144	9949294.829258874	P0A937	P0A937		bamE	0	0.1613619166112094	-0.20465949453139118	False	0.01063892145369285	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P22255	22298964.06140234	24358160.90680646	24228468.610894337	25090473.186250497	24566689.775236327	25391011.55216189	P22255	P22255		cysQ	0	0.16238112465789933	-0.08232452849108536	False	0.010668229777256741	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADY3	133731288.46722417	156566347.47275257	150168392.8287404	163745521.2725815	161295372.89245504	158829893.70781988	P0ADY3	P0ADY3		rplN	0	0.1624360617469308	-0.1355910891813981	False	0.010697538100820633	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P26647	2013082.2783976973	1843016.4994627973	1928395.8873027663	1811773.0422997468	1801266.0666260407	1865894.666634245	P26647	P26647		plsC	0	0.16260475345335443	0.07829576490907453	False	0.010726846424384526	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P75957	8040807.537096797	8716731.06438902	8790993.650299687	9205069.041970938	8836331.282533953	8989223.468468957	P75957	P75957		lolD	0	0.16280678855524208	-0.08135439415974577	False	0.010756154747948419	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABX5	1514017.7897961885	1541045.2901489988	1511877.5121490865	1537476.8026151203	1702762.179535206	1767734.970827883	P0ABX5	P0ABX5		flgG	0	0.16287905896783864	-0.1329990357745865	False	0.01078546307151231	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P75882	24419640.447622065	23368215.583871525	23331527.796730936	21950292.7726936	22639478.249946997	23526893.82283812	P75882	P75882		gfcD	0	0.16320723719959387	0.06223502589274709	False	0.010814771395076202	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00960	25981404.122725938	22536793.35348438	21866082.006348733	19550423.849618766	21631113.822508205	21303499.21098152	P00960	P00960		glyQ	0	0.16376671937101112	0.17174248204907103	False	0.010844079718640093	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37765	21209690.13281859	20406563.19038284	20025820.600481525	19345577.285340805	20192978.6977402	19868665.267636623	P37765	P37765		rluB	0	0.16419583141684	0.05327709295948616	False	0.010873388042203986	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P07363	16591936.623000156	15858889.82665344	15531799.4097973	14571970.382419128	15325574.43801057	15727813.538761688	P07363	P07363		cheA	0	0.16429336327685623	0.07267622117733671	False	0.01090269636576788	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76569	2089658.5649434624	1959539.271629038	1891694.5383527908	1807591.245471654	1907832.712042806	1866626.950262027	P76569	P76569		yfgD	0	0.16456642499317936	0.0898843712360555	False	0.01093200468933177	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEX5	3988036.300502119	3633372.483207946	3844727.4310163967	3468208.2665740703	3786905.878960949	3430579.077091268	P0AEX5	P0AEX5		prkB	0	0.16474628968828914	0.10169881880217041	False	0.010961313012895662	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADC6	2258150.2248472315	2316472.389843009	2350381.319426976	2016880.740054436	2182550.707597109	2268455.044589779	P0ADC6	P0ADC6		lptG	0	0.16500572488592288	0.0985205302120418	False	0.010990621336459554	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00961	149313681.9796858	144010423.41336486	142404640.08453035	140723896.27223635	140515391.90215552	141122442.42271516	P00961	P00961		glyS	0	0.1654693400573393	0.0449511717508951	False	0.011019929660023447	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P52006	2414002.3627003296	2242052.608759641	2290470.358787965	2037479.5511251767	2299736.038014997	2122734.7642147434	P52006	P52006		nudI	0	0.1657241349764145	0.10476844108636524	False	0.01104923798358734	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AA93	333659.4151079452	369207.5316981254	412526.71322297584	284454.89168698696	321469.6874999997	354566.60132767993	P0AA93	P0AA93		ypdA	0	0.16669191909329426	0.21570870388605357	False	0.011078546307151231	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABX8	9814815.112635216	8685624.788868427	8924868.193331009	8615494.717723513	8218914.541009302	8470919.553476652	P0ABX8	P0ABX8		fliL	0	0.1667120867524355	0.11606660734952531	False	0.011107854630715123	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P43671	1989882.0262519764	1839612.123946922	1942053.5104196663	1669990.8001725646	1650086.8311922376	1919713.900341886	P43671	P43671		pqiB	0	0.16708944057163483	0.13944882004758702	False	0.011137162954279016	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADC1	7169774.493864041	8869438.049902108	8313367.171962811	9326123.012047673	8979887.742932651	9185670.657973755	P0ADC1	P0ADC1		lptE	0	0.16722068134874096	-0.1749205380472232	False	0.011166471277842907	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P39830	1300177.569817466	1412051.9706910038	1382904.1706498435	1361300.3756069106	1156423.2849227905	1127009.8499730153	P39830	P39830		ybaL	0	0.1674394691150372	0.1680972245471052	False	0.0111957796014068	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P52119	10355482.856536154	10733200.995375415	10856677.708227212	9603415.120935343	10540411.63488656	10135482.601759285	P52119	P52119		ratB	0	0.16776513718815397	0.07727416907282267	False	0.011225087924970694	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6U3	42310846.79427632	37292342.062135085	37744113.780373655	35257606.176298454	35689030.08242656	36377475.94413144	P0A6U3	P0A6U3		mnmG	0	0.16800758123308335	0.1288104415320374	False	0.011254396248534585	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AF70	9101019.238006689	13564560.137995308	12577472.904891526	15057066.344195869	14319342.68793833	14355374.357055653	P0AF70	P0AF70		yjeI	0	0.1682180784346086	-0.3113433063755314	False	0.011283704572098477	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEI1	73364044.96726902	74132549.70747477	75110566.21777731	70794204.04499106	72973151.57882346	73600516.87298073	P0AEI1	P0AEI1		miaB	0	0.16840356365091072	0.034361280197816965	False	0.011313012895662368	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABK5	291270436.5736891	301360209.8105334	298519359.8217678	299082519.32305855	305460390.5011367	305659477.6111019	P0ABK5	P0ABK5		cysK	0	0.16841628922374782	-0.03051907115444208	False	0.011342321219226261	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P15640	7223157.257315187	7265622.85028957	7553054.027449766	7521037.329684887	7564769.035815507	8105248.620024255	P15640	P15640		purD	0	0.16880814492175594	-0.0733241734079517	False	0.011371629542790154	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P21165	78226408.9946739	81553451.05982621	81207486.85128497	81855039.57153635	81755602.5980172	84032880.87933794	P21165	P21165		pepQ	0	0.16899728554730897	-0.03930748931960105	False	0.011400937866354046	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P26616	52480493.95949637	49963269.88193382	49415330.18262113	48018187.2989197	49458503.266410574	48648788.81953186	P26616	P26616		maeA	0	0.16927025551438582	0.05552554861033605	False	0.011430246189917937	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACI0	20038332.50823691	17926651.466043703	18844319.44067235	17417398.451491773	17990808.64939282	17636495.110825147	P0ACI0	P0ACI0		rob	0	0.16949913075146766	0.09891854246737516	False	0.011459554513481829	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADT5	17803100.632913727	17642781.569242697	17144801.353934877	17258587.730367508	16564326.313154092	17242280.280644737	P0ADT5	P0ADT5		ygiC	0	0.169691392110091	0.04246695323277256	False	0.011488862837045722	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P24178	6576022.254135212	6142135.150421811	6175131.545843674	6602703.338830732	6622761.6323427325	6533796.411836457	P24178	P24178		yffB	0	0.17025896951205668	-0.06465515038650325	False	0.011518171160609615	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76268	39256185.15811674	36514159.32737552	36745864.85653191	35627264.3728931	35874316.66884278	35515032.66380249	P76268	P76268		kdgR	0	0.1702951907511548	0.07229807034654316	False	0.011547479484173506	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P08245	1661622.2199114708	1741090.068657009	1631771.4514972116	1890556.8080088487	1942611.9805799483	1682604.850899196	P08245	P08245		yciH	0	0.17030058008631957	-0.13171940665287532	False	0.011576787807737398	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADB7	12402185.269163914	12592969.335051725	12436385.21100685	13223683.668687766	13288663.999999983	12493159.950192535	P0ADB7	P0ADB7		ecnB	0	0.17052174825066133	-0.05942345105002676	False	0.01160609613130129	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37051	13798502.773740018	12898227.993179273	13323429.79861942	13219332.538409846	12615161.982713768	12151058.844580308	P37051	P37051		purU	0	0.17065083642775172	0.0752761172350469	False	0.011635404454865182	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P07023	8876513.80336826	7711833.329621545	7798247.756796993	6807692.05428192	7704040.4519162625	7512198.928181346	P07023	P07023		tyrA	0	0.1711048615164075	0.1470163044904193	False	0.011664712778429075	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P39393	1151377.1546319998	1327088.5749368975	1470981.7156994287	1603648.123887118	1402896.7344240271	1510590.4223565597	P39393	P39393		yjiV	0	0.17127025508673668	-0.19375729623616397	False	0.011694021101992969	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFL6	6779488.269850809	6742111.754460426	6830291.105639166	6733303.293930659	6751725.313267411	6712926.130250964	P0AFL6	P0AFL6		ppx	0	0.17180067850004835	0.010953646415735728	False	0.011723329425556858	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37329	13243815.906387586	14356806.882166866	14590837.701577734	14802519.701305749	14875847.211413097	15076389.925828438	P37329	P37329		modA	0	0.17189898933934064	-0.08509000149290405	False	0.011752637749120751	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P52647	8730963.140065422	7916684.995630827	7911253.148110808	7522007.237221936	7678480.592845836	7681049.904869506	P52647	P52647		ydbK	0	0.17245789229494327	0.10206200834830083	False	0.011781946072684643	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6F9	190499864.60801005	195438802.0250176	195804265.8083144	194120817.8980164	213027977.1714289	211428232.7589742	P0A6F9	P0A6F9		groS	0	0.17247784529567356	-0.08857147835297798	False	0.011811254396248536	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P23865	53839594.02259883	50740989.502015	51503847.35055771	50597365.39901062	49747588.58352947	50065488.82236275	P23865	P23865		prc	0	0.17297098345677767	0.053421903442195336	False	0.011840562719812429	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P13445	33242734.18873128	29356032.100354392	29295987.066637646	27361230.965833645	28383536.813943096	28173211.8568341	P13445	P13445		rpoS	0	0.1729854379630248	0.13100254975648304	False	0.011869871043376319	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P17115	6403796.409620526	6345636.008059869	6116364.406575503	5824564.876279442	6275105.212568469	5934609.010147476	P17115	P17115		gutQ	0	0.17319925574698397	0.06503128166168878	False	0.011899179366940212	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P27303	6967002.535042019	6094744.502832165	6306265.279791408	5824066.316992065	5961534.425029617	5970343.208063784	P27303	P27303		emrA	0	0.17390180967220442	0.12537384232511903	False	0.011928487690504103	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7Q1	7031702.650770282	5886585.449575698	6029155.648459012	8102889.108130987	6665150.098240735	6997204.641765723	P0A7Q1	P0A7Q1		rpmI	0	0.1739324573949038	-0.20002295992065067	False	0.011957796014067996	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P05719	5938060.36827423	5887593.592597255	5825123.922338087	6050617.481717467	5991742.853624934	6418891.611583764	P05719	P05719		hsdS	0	0.1748330959747084	-0.06476862687522482	False	0.01198710433763189	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEV4	1889587.032806779	1463021.9450276725	1311756.5913278144	1310258.3288272594	779465.5594636013	1336928.0360845744	P0AEV4	P0AEV4		hycA	0	0.1754356508989322	0.444881212156246	False	0.01201641266119578	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P36659	9655834.27034302	9057828.395742347	8764190.726942034	8758131.869540848	8640186.38073489	8501406.847105885	P36659	P36659		cbpA	0	0.17569626345225672	0.08533251821107223	False	0.012045720984759672	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AA39	4340542.082676792	3881328.310732788	3779816.629036146	3808403.721939716	3702807.341744527	3449296.2979320264	P0AA39	P0AA39		rluC	0	0.17627368916225328	0.13092263099250068	False	0.012075029308323564	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
Q46927	430759.16970643017	579051.2409030545	577749.8449280836	620319.9446117033	656625.5000000002	603953.6421124457	Q46927	Q46927		ygdL	0	0.17723005587110072	-0.2446110978860598	False	0.012104337631887457	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AC41	14617955.311099209	14284122.995675802	14647477.436425457	13310031.645139446	14015222.299950443	14372838.866913307	P0AC41	P0AC41		sdhA	0	0.17727833745830826	0.06267660253788694	False	0.01213364595545135	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P69490	783284.0256961902	632158.8767593332	668790.824628637	607839.6192659156	568898.8124999995	638279.5455825026	P69490	P69490		ccmE	0	0.17731253132440788	0.19953323341686516	False	0.01216295427901524	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9G6	23828863.352938797	23881915.511622805	23005101.37624341	22764831.31404862	23448675.146343525	22639087.832826182	P0A9G6	P0A9G6		aceA	0	0.17786419742668208	0.03852321416989289	False	0.012192262602579133	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37128	4295803.0982155865	3736745.499385044	3696291.6073305113	3679928.373818578	3464010.6045269007	3441806.5087757586	P37128	P37128		nudK	0	0.17799069944650925	0.14793748809672735	False	0.012221570926143026	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AB91	15303892.979315316	16045186.674843932	16275465.93543167	16022011.45411124	16964233.92692148	16606025.057135804	P0AB91	P0AB91		aroG	0	0.17809309528469103	-0.0584099492961917	False	0.012250879249706918	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P38134	37269216.7275001	34759115.87509549	35247172.09930292	33718930.71599979	34859936.18816295	34165536.19972437	P38134	P38134		etk	0	0.1782550120693946	0.06226088187481545	False	0.01228018757327081	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P07024	14464127.095297724	14126802.787124485	14524484.883848667	14006098.134223305	14324346.251485871	13729075.081426123	P07024	P07024		ushA	0	0.17914974238689485	0.0357713913881407	False	0.0123094958968347	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8F0	129972403.98063987	129977075.19206683	127054061.13995962	127449055.78261463	125363713.2735052	127991678.13380454	P0A8F0	P0A8F0		upp	0	0.1791864494584186	0.023296437093854476	False	0.012338804220398594	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37005	1811526.501608796	1723113.3829015002	1725116.2347932346	1580946.8324661823	1694758.2198147145	1722136.8325016145	P37005	P37005		lasT	0	0.1792778378599736	0.07369064715443878	False	0.012368112543962487	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76578	935684.1687275856	829336.7147450607	887464.2194223407	971219.8491273024	1083472.5910475135	905753.537636106	P76578	P76578		yfhM	0	0.1802495582821643	-0.15846987913558527	False	0.012397420867526378	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P67095	1006400.5672077414	1342119.3474914364	1273910.1582765926	1491725.399063091	1342293.7079557138	1387239.178050161	P67095	P67095		yfcE	0	0.18094851937566306	-0.22071526540324846	False	0.012426729191090271	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P04995	19943955.15460761	21003810.116889045	21110476.085615806	21172733.928294707	21170128.34545281	22009451.58848246	P04995	P04995		sbcB	0	0.18130592694825906	-0.05236920964874903	False	0.012456037514654161	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37025	199393.0542475978	304614.4611644754	374581.5023787002	370224.3417252978	381161.1250000004	425669.351318433	P37025	P37025		ligT	0	0.1815918087419913	-0.4219211402168062	False	0.012485345838218054	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P40191	6241047.636344441	5374960.849295127	5401331.651559951	5119669.119024995	5094474.664264347	5086399.141497058	P40191	P40191		pdxK	0	0.18170955069875686	0.1534227105088285	False	0.012514654161781947	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AG93	3652241.6955656377	3661734.463329211	3372832.4130428284	3231822.64176674	3265405.038140417	3535641.536709317	P0AG93	P0AG93		secF	0	0.18171839539996074	0.09109683250670704	False	0.012543962485345839	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P63386	3966582.4490582896	2932890.6963151223	3036512.448201499	2679231.071412106	2517140.831219892	2797955.099118972	P63386	P63386		mlaF	0	0.18205781486336936	0.31368649547360417	False	0.012573270808909732	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P16926	1512939.583770298	1449129.740380466	1532036.3330996935	1548084.097527509	1538079.9909892876	1556560.856048614	P16926	P16926		mreC	0	0.18226014248351188	-0.04693776889793549	False	0.012602579132473623	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AGG4	4047743.491241148	3997443.003344129	3821223.308014308	4467468.460620157	4404412.828200133	3947362.634091744	P0AGG4	P0AGG4		trxC	0	0.18261590412501225	-0.11142766275380178	False	0.012631887456037515	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P07000	533411.0010126344	537151.5847956637	548171.2982889994	569299.1338485944	563885.9999999997	648626.4120537153	P07000	P07000		pldB	0	0.1827998322778831	-0.13847892805245643	False	0.012661195779601408	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
