Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				560667.0	533766.0	10333100.0	10315900.0	516241.0	10283000.0	0	1.344052156757778e-10	-4.263363690559005	True	2.9958058717795088e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				64249.1	279735.0	8375760.0	8232350.0	207770.0	8180490.0	1	8.485156932168269e-08	-5.489507538593648	True	5.9916117435590176e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				341470.0	289323.0	17692000.0	17631100.0	252739.0	17809600.0	0	1.261534466714991e-07	-5.91017382903557	True	8.987417615338527e-05	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				64249.1	120878.0	11001100.0	10815900.0	207770.0	10803000.0	3	1.3636157663960973e-07	-6.375461452618045	True	0.00011983223487118035	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				674347.0	680958.0	14480500.0	14619000.0	609068.0	14623400.0	0	1.8209332507956784e-07	-4.476248290250514	True	0.00014979029358897544	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				599274.0	727689.0	18443200.0	17960700.0	1170220.0	18633000.0	0	4.027465400828641e-07	-4.462025756648476	True	0.00017974835230677054	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				908303.0	876005.0	14421200.0	14194400.0	536976.0	14200000.0	0	6.528689398335461e-07	-4.205141596258767	True	0.00020970641102456563	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				973180.0	1149010.0	26039800.0	26291000.0	1217300.0	25795800.0	0	6.649701732271518e-07	-4.548114131520143	True	0.0002396644697423607	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				518082.0	550386.0	27334000.0	27613100.0	416255.0	27658700.0	0	8.537848819470562e-07	-5.797977378864932	True	0.0002696225284601558	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				642899.0	564432.0	3923930.0	4039800.0	601941.0	4014230.0	0	9.813219143019174e-07	-2.726901000202068	True	0.0002995805871779509	True	True	Human	True	False	False	True	umpire	manual	min	1.660964047443681
