Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A9B2	P0A9B2		gapA		334973000.0	305550000.0	334504000.0	310597000.0	330045000.0	304643000.0	0	0.00047771245639226267	-0.11836615624746878	False	0.00034678436317780585	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ABA6	P0ABA6		atpG		30686600.0	32087200.0	30546700.0	32249400.0	30549800.0	31955400.0	0	0.0004969281109753579	0.06918740803134545	False	0.0003783102143757882	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A796	P0A796		pfkA		18500800.0	17263800.0	18566500.0	17305500.0	18711200.0	17541500.0	0	0.0005525722637897064	-0.09812673475916506	False	0.0004098360655737705	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P27302	P27302		tktA		29861600.0	28157200.0	30227200.0	28005000.0	30152600.0	28496100.0	0	0.0007259280213848396	-0.09213793121444999	False	0.0004413619167717529	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AG63	P0AG63		rpsQ		279138000.0	245375000.0	281996000.0	248878000.0	277664000.0	240973000.0	0	0.0007582874469932116	-0.19013563557601512	False	0.0004728877679697352	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7W1	P0A7W1		rpsE		125946000.0	102698000.0	125931000.0	101608000.0	129670000.0	103251000.0	0	0.0008054595949665195	-0.3110069710491165	False	0.0005044136191677175	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P09373	P09373		pflB		262273000.0	234611000.0	260803000.0	233160000.0	256076000.0	231113000.0	0	0.0009442846519980265	-0.15685178376842257	False	0.0005359394703657	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P16095	P16095		sdaA		6079610.0	5020820.0	5965450.0	4719700.0	6180180.0	4975440.0	0	0.0009745477654724096	-0.30855615289470417	False	0.0005674653215636822	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8T7	P0A8T7		rpoC		48608000.0	47132800.0	48715200.0	47281200.0	48835400.0	46878500.0	0	0.000991006733373168	-0.048849832624234486	False	0.0005989911727616646	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7E9	P0A7E9		pyrH		7470270.0	6524240.0	7660650.0	6703800.0	7740710.0	6780570.0	0	0.0010002363746174185	-0.1929382398709533	False	0.0006305170239596469	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AGA2	P0AGA2		secY		3852950.0	4029600.0	3880650.0	4019170.0	3854760.0	4029310.0	0	0.0010215916340264037	0.05971472523098025	False	0.0006620428751576293	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P24169	P24169		speF		3053000.0	3213270.0	3079040.0	3208280.0	3094170.0	3248600.0	0	0.0010810214795701782	0.06780013815039201	False	0.0006935687263556117	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ACF4	P0ACF4		hupB		40512100.0	34445000.0	39621600.0	34554300.0	39146200.0	32971200.0	0	0.0011333508618333937	-0.2261991114194299	False	0.0007250945775535941	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ADC1	P0ADC1		lptE		6386760.0	5453260.0	6378070.0	5428100.0	6632480.0	5614490.0	0	0.0011502211057681398	-0.2337534755759108	False	0.0007566204287515764	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P69503	P69503		apt		23755100.0	26511700.0	24283200.0	26358200.0	24191900.0	26623600.0	0	0.001155299049503239	0.13823473427747532	False	0.0007881462799495586	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P68206	P68206		yjbJ		3023620.0	2297030.0	2912010.0	2317590.0	2950340.0	2457730.0	0	0.0011596028503645028	-0.32933959734993373	False	0.000819672131147541	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P69853	P69853		dmsD		1086170.0	1312590.0	1124980.0	1325820.0	1103060.0	1374680.0	0	0.0012324511880193114	0.2760484915515236	False	0.0008511979823455234	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P22524	P22524		mukE		4768380.0	5374060.0	4843160.0	5265870.0	4676490.0	5327930.0	0	0.001276334130986993	0.16036396210948317	False	0.0008827238335435058	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P66948	P66948		yfgC		6225860.0	6749560.0	6073930.0	6714540.0	6143790.0	6586840.0	0	0.001337721195141144	0.12055115470137188	False	0.0009142496847414881	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P23869	P23869		ppiB		40094400.0	34366800.0	38853600.0	34322500.0	39730400.0	35680700.0	0	0.0013654333105142346	-0.18535029712552428	False	0.0009457755359394704	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A858	P0A858		tpiA		75254800.0	67291900.0	76463400.0	66379900.0	75337400.0	68704500.0	0	0.0013708955491075405	-0.1660052712357945	False	0.0009773013871374528	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AFK9	P0AFK9		potD		4524020.0	4909860.0	4510380.0	4842210.0	4537760.0	4850260.0	0	0.001492873145265491	0.10554824609328807	False	0.001008827238335435	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7L3	P0A7L3		rplT		33429700.0	41420900.0	33708000.0	39310000.0	32202900.0	41368500.0	0	0.0015195059156609854	0.29760074535536624	False	0.0010403530895334175	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A799	P0A799		pgk		431529000.0	402922000.0	429492000.0	402437000.0	422900000.0	395081000.0	0	0.0015697579681816527	-0.09699313872423115	False	0.0010718789407314	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6M8	P0A6M8		fusA		110113000.0	96521000.0	109930000.0	99570300.0	108028000.0	96118900.0	0	0.0017060654221255451	-0.16700153346301214	False	0.0011034047919293822	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEX9	P0AEX9		malE		5987120.0	7089550.0	6215450.0	7008990.0	6130740.0	7337820.0	0	0.0017281969271766833	0.2255926680780888	False	0.0011349306431273644	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P60422	P60422		rplB		156591000.0	140592000.0	153982000.0	141301000.0	156494000.0	140679000.0	0	0.0019719391203451312	-0.14443234086089105	False	0.001166456494325347	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P65556	P65556		yfcD		2423970.0	2055670.0	2357140.0	2145800.0	2475960.0	2060630.0	0	0.002017496415428893	-0.21274063882644872	False	0.0011979823455233291	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ADZ7	P0ADZ7		yajC		11419000.0	10663600.0	11320700.0	10543700.0	11560800.0	10339700.0	0	0.002030269339396635	-0.12072678987831072	False	0.0012295081967213116	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76594	P76594		yfiQ		1855370.0	2324630.0	1888450.0	2244880.0	1741450.0	2217320.0	0	0.0020350924736398336	0.3071752404374661	False	0.0012610340479192938	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ABP8	P0ABP8		deoD		54696900.0	47266300.0	53312100.0	45995800.0	55999100.0	47790500.0	0	0.002053654470017474	-0.21753380900834932	False	0.0012925598991172763	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7U3	P0A7U3		rpsS		150621000.0	131779000.0	144966000.0	133931000.0	149612000.0	129375000.0	0	0.0020837966083401592	-0.17228727886678305	False	0.0013240857503152585	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P16456	P16456		selD		5557980.0	5435380.0	5515930.0	5389280.0	5549660.0	5407410.0	0	0.002177212687198748	-0.03438325003667194	False	0.0013556116015132407	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AF96	P0AF96		tabA		2656130.0	2884990.0	2600750.0	2902170.0	2691490.0	2978270.0	0	0.0022610474961369323	0.1411658338555884	False	0.0013871374527112234	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8E7	P0A8E7		yajQ		15599700.0	14544100.0	15470100.0	14827000.0	15328900.0	14676500.0	0	0.002294016031407275	-0.07502097058211517	False	0.0014186633039092057	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7N9	P0A7N9		rpmG		115151000.0	105611000.0	117601000.0	108797000.0	114938000.0	107217000.0	0	0.0023330662378793234	-0.1124220219863177	False	0.0014501891551071881	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7W7	P0A7W7		rpsH		35223200.0	34089300.0	35235000.0	33564500.0	35515800.0	33713100.0	0	0.0024188866440103744	-0.06412371624097273	False	0.0014817150063051703	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P63417	P63417		yhbS		7232180.0	6478900.0	7058290.0	6558790.0	7094900.0	6547460.0	0	0.00246945838216568	-0.1268639905512404	False	0.0015132408575031528	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P69829	P69829		ptsN		812664.0	764778.0	826236.0	764170.0	831330.0	781392.0	0	0.002552158793874771	-0.09654019483929593	False	0.001544766708701135	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AD33	P0AD33		yfcZ		45027800.0	35761900.0	43837900.0	33570500.0	41715000.0	34215300.0	0	0.0025692321905761697	-0.3346461716143408	False	0.0015762925598991173	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A932	P0A932		gfcE		7605110.0	6912080.0	7861890.0	7072760.0	7679240.0	7082730.0	0	0.002592844115933926	-0.13575393460610508	False	0.0016078184110970997	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7M2	P0A7M2		rpmB		197492000.0	207892000.0	197297000.0	209086000.0	195674000.0	211863000.0	0	0.002596928891624351	0.09084862408340517	False	0.001639344262295082	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6F5	P0A6F5		groL		86604700.0	80739100.0	84776400.0	80609900.0	86481700.0	78681900.0	0	0.0027386001445271068	-0.10338352010156285	False	0.0016708701134930646	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A800	P0A800		rpoZ		57141200.0	53580900.0	57139900.0	53580000.0	56137000.0	54385000.0	0	0.0027402219075188935	-0.07713443566115438	False	0.0017023959646910469	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6P9	P0A6P9		eno		179229000.0	163801000.0	180406000.0	165447000.0	176117000.0	163674000.0	0	0.002833456575211998	-0.12020595806021687	False	0.0017339218158890291	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AF70	P0AF70		yjeI		6680040.0	5702310.0	6382780.0	5453370.0	6747670.0	5660440.0	0	0.0029002808152719666	-0.2364196952867599	False	0.0017654476670870116	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEK2	P0AEK2		fabG		88187600.0	80625800.0	86896600.0	80867700.0	88488100.0	80441100.0	0	0.002922506361892266	-0.12358164954009218	False	0.0017969735182849938	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A912	P0A912		pal		60958300.0	52235100.0	60574800.0	53835500.0	63223100.0	55273300.0	0	0.002968473983672241	-0.19548374451666073	False	0.0018284993694829763	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8Y3	P0A8Y3		yihX		2446310.0	2585200.0	2474410.0	2604400.0	2487240.0	2589170.0	0	0.003151978675743902	0.07046574178437187	False	0.0018600252206809585	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0CE47	P0CE47		tufA		1620640000.0	1510260000.0	1620530000.0	1507490000.0	1601430000.0	1509010000.0	0	0.0032477828094003977	-0.0973030211493876	False	0.0018915510718789407	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7J3	P0A7J3		rplJ		581983000.0	537667000.0	580552000.0	550596000.0	575256000.0	543600000.0	0	0.0032506786391709244	-0.09073463944126643	False	0.0019230769230769232	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P11557	P11557		damX		8407280.0	7633180.0	8726430.0	7464030.0	8456740.0	7531550.0	0	0.0032738510827540583	-0.17744798628227396	False	0.0019546027742749056	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7V0	P0A7V0		rpsB		88087200.0	86075000.0	88983300.0	86261300.0	88126700.0	85486600.0	0	0.00327757117316878	-0.040685132780139875	False	0.001986128625472888	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P62399	P62399		rplE		203304000.0	188834000.0	204705000.0	192742000.0	204215000.0	191060000.0	0	0.0034481849435152845	-0.09644123021873979	False	0.00201765447667087	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0C0S1	P0C0S1		mscS		6818870.0	8093540.0	6843340.0	7913580.0	6911990.0	7789780.0	0	0.003664680183328619	0.20993731274620153	False	0.0020491803278688526	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8B5	P0A8B5		ybaB		1512800.0	2127520.0	1587450.0	2469090.0	1315580.0	2438530.0	0	0.003957106315820275	0.6718945010100889	False	0.002080706179066835	False	True	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ABV6	P0ABV6		tolR		6169250.0	7565390.0	5815590.0	7145880.0	6359550.0	7422900.0	0	0.004044565918892811	0.2709363435132572	False	0.002112232030264817	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P29680	P29680		hemE		2699320.0	2562980.0	2688510.0	2511860.0	2738020.0	2577700.0	0	0.004101350171405719	-0.0865800524592418	False	0.0021437578814628	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P77737	P77737		oppF		1563820.0	1742790.0	1571520.0	1770430.0	1520970.0	1691860.0	0	0.004256733236730454	0.16073322656634184	False	0.002175283732660782	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7Z4	P0A7Z4		rpoA		133850000.0	131070000.0	133695000.0	130058000.0	133375000.0	130114000.0	0	0.004279311239036721	-0.03525313595873869	False	0.0022068095838587644	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8P3	P0A8P3		yggX		25497800.0	26383700.0	25636500.0	26616300.0	25439900.0	26792300.0	0	0.0043039449030111004	0.0593911427995822	False	0.002238335435056747	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AA04	P0AA04		ptsH		74935000.0	54231100.0	75734600.0	60108700.0	73483800.0	56137900.0	0	0.004375432074777214	-0.3949033483748288	False	0.002269861286254729	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P08839	P08839		ptsI		35476100.0	33839100.0	35268400.0	34321000.0	35079300.0	33822100.0	0	0.004395272426217294	-0.05334676336060782	False	0.0023013871374527113	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AC19	P0AC19		folX		3367510.0	3733170.0	3517910.0	3767310.0	3450990.0	3845230.0	0	0.004417144030267755	0.13441169218587315	False	0.002332912988650694	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P05793	P05793		ilvC		7743810.0	6831570.0	7531150.0	6847650.0	7893300.0	7055620.0	0	0.004673008219495581	-0.160092783150787	False	0.002364438839848676	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P37636	P37636		mdtE		3422750.0	3699790.0	3390030.0	3764030.0	3503810.0	3652460.0	0	0.004718270338024809	0.10770789159897817	False	0.0023959646910466583	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P00393	P00393		ndh		5383570.0	5668240.0	5416660.0	5575750.0	5332910.0	5689780.0	0	0.004811535638966698	0.06987594097214055	False	0.0024274905422446407	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ADP9	P0ADP9		yihD		4383300.0	4798470.0	4530970.0	4866550.0	4496140.0	4754940.0	0	0.004861862771783597	0.10471381683274278	False	0.002459016393442623	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6G7	P0A6G7		clpP		23171700.0	21993800.0	23207400.0	22356600.0	23531500.0	21788500.0	0	0.004973829901045325	-0.08001216549427556	False	0.0024905422446406056	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6A8	P0A6A8		acpP		140922000.0	153507000.0	141985000.0	149101000.0	137984000.0	149641000.0	0	0.004977643915317682	0.10367065224424102	False	0.0025220680958385876	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P08201	P08201		nirB		5106210.0	5220100.0	5134930.0	5237870.0	5084840.0	5194920.0	0	0.005021329890871275	0.030449719036638716	False	0.0025535939470365697	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AE12	P0AE12		amn		1062710.0	1100190.0	1066840.0	1110500.0	1048260.0	1093800.0	0	0.005070807131272669	0.05639476080313606	False	0.0025851197982345525	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P23871	P23871		hemH		2268610.0	2456250.0	2262660.0	2467090.0	2329740.0	2416820.0	0	0.005139812389894913	0.09739054190231132	False	0.002616645649432535	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEK4	P0AEK4		fabI		34130300.0	31000200.0	33563700.0	31173400.0	33368700.0	31005400.0	0	0.005163445554096901	-0.11717387615833764	False	0.002648171500630517	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7Q1	P0A7Q1		rpmI		19584800.0	12918400.0	18821600.0	13453000.0	20829100.0	13315700.0	0	0.005164645271154397	-0.5777919000422391	False	0.0026796973518284995	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P75882	P75882		gfcD		4819930.0	5037000.0	4868480.0	5158440.0	4739260.0	5091100.0	0	0.005207516404400968	0.08342356958842465	False	0.0027112232030264815	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ACV8	P0ACV8		ymjA		461668.0	540522.0	496840.0	568285.0	461613.0	570441.0	0	0.005270341762328877	0.24180145228368446	False	0.0027427490542244644	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P69776	P69776		lpp		57053800.0	49798900.0	57250400.0	51632300.0	58132600.0	48903700.0	0	0.005331129099548729	-0.19788772761123227	False	0.002774274905422447	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P28903	P28903		nrdD		5281320.0	4996060.0	5175040.0	5049830.0	5227400.0	4960660.0	0	0.005347479244413375	-0.06367913031225723	False	0.002805800756620429	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6F9	P0A6F9		groS		101169000.0	91675300.0	97951800.0	92353800.0	99486100.0	93741100.0	0	0.005392744710215494	-0.10435567157364536	False	0.0028373266078184113	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6R0	P0A6R0		fabH		17173300.0	17964200.0	17392200.0	18135400.0	17045500.0	18007800.0	0	0.0054510397003028266	0.06814733363155923	False	0.0028688524590163933	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P77488	P77488		dxs		2674080.0	2554790.0	2725650.0	2569490.0	2707800.0	2576300.0	0	0.005533487747354991	-0.07429534479272859	False	0.0029003783102143762	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A715	P0A715		kdsA		21244200.0	20421600.0	20963000.0	20244900.0	21413600.0	19992500.0	0	0.005538998349786882	-0.06877679870094788	False	0.0029319041614123582	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A9X9	P0A9X9		cspA		24691000.0	29123000.0	24802600.0	29306000.0	24840100.0	30337400.0	0	0.005579793592949052	0.255997267936618	False	0.0029634300126103407	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AFG6	P0AFG6		sucB		8265930.0	8063230.0	8237690.0	7922310.0	8347110.0	7993670.0	0	0.005830635934835792	-0.0515041024956217	False	0.0029949558638083227	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76204	P76204		ydiV		1072510.0	1012500.0	1052000.0	1021800.0	1062410.0	996844.0	0	0.005873001999996289	-0.07230041256579221	False	0.0030264817150063056	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P28635	P28635		metQ		13827600.0	14556300.0	13662500.0	14475400.0	13722700.0	14257900.0	0	0.0058961071711537165	0.07092798624100312	False	0.003058007566204288	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7X3	P0A7X3		rpsI		77390500.0	67830700.0	78765600.0	70343100.0	80198900.0	65351400.0	0	0.006018800155838002	-0.21574794810748932	False	0.00308953341740227	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P37689	P37689		gpmI		23901200.0	22529200.0	23938100.0	22939200.0	23513900.0	22892700.0	0	0.006058862728081824	-0.06180252052302634	False	0.0031210592686002525	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P69924	P69924		nrdB		2640120.0	2776500.0	2568680.0	2847980.0	2644750.0	2880770.0	0	0.006064738951934014	0.11500870703452575	False	0.0031525851197982345	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AA86	P0AA86		dsbE		482773.0	414881.0	464181.0	414185.0	467457.0	387321.0	0	0.006069138012588197	-0.2175990969312427	False	0.0031841109709962174	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P37330	P37330		glcB		1784900.0	1718410.0	1763730.0	1676690.0	1795580.0	1689480.0	0	0.006181406968310901	-0.07184809092078479	False	0.0032156368221941995	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P64596	P64596		yraP		12222800.0	11966700.0	12332600.0	11854100.0	12181500.0	11966400.0	0	0.006252539038639347	-0.03778622013710789	False	0.003247162673392182	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AG99	P0AG99		secG		4943250.0	5682680.0	4888340.0	5754220.0	4907260.0	5521190.0	0	0.006270196941643239	0.20234972500707352	False	0.003278688524590164	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6B7	P0A6B7		iscS		17678500.0	17173500.0	17547100.0	17046300.0	17742500.0	17288100.0	0	0.0063879677074899395	-0.04033003721785737	False	0.0033102143757881464	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AED0	P0AED0		uspA		11063400.0	9973790.0	10738800.0	10122300.0	11054700.0	10105300.0	0	0.006424440532233751	-0.12158142035063269	False	0.0033417402269861293	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEQ6	P0AEQ6		glnP		1093660.0	1532960.0	1094990.0	1425540.0	1116930.0	1536200.0	0	0.006464601635096793	0.4433213953764959	False	0.0033732660781841113	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P00579	P00579		rpoD		8469460.0	7851130.0	8484200.0	7644310.0	8429930.0	7831560.0	0	0.006513386671511943	-0.12189534437558305	False	0.0034047919293820937	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
