Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML
P0A6D7	P0A6D7		aroK		1.10797e+07	1.13633e+07	1.11153e+07	1.14244e+07	1.1124e+07	1.10051e+07
P0A6E4	P0A6E4		argG		963365	1.1844e+06	969932	1.05608e+06	965521	854780
P0A6E6	P0A6E6		atpC		7.99352e+06	8.1413e+06	8.24441e+06	7.98857e+06	7.8405e+06	8.21198e+06
P0A6E9	P0A6E9		bioD2		5.66471e+06	5.81879e+06	5.34903e+06	5.59991e+06	5.73051e+06	5.29027e+06
P0A6F1	P0A6F1		carA		4.85072e+06	4.70597e+06	4.58679e+06	4.85732e+06	4.78752e+06	4.90218e+06
P0A6F3	P0A6F3		glpK		4.8942e+06	4.94442e+06	4.88725e+06	4.97625e+06	5.02704e+06	4.85099e+06
P0A6F5	P0A6F5		groL		7.53458e+07	7.35538e+07	7.40008e+07	7.49098e+07	7.4291e+07	7.58798e+07
P0A6F9	P0A6F9		groS		1.03578e+08	9.86481e+07	9.26405e+07	9.8629e+07	1.02328e+08	9.91711e+07
P0A6G3	P0A6G3		pncC		3.33089e+06	3.46647e+06	3.36067e+06	3.13987e+06	3.38242e+06	3.52663e+06
P0A6G7	P0A6G7		clpP		2.3756e+07	2.2894e+07	2.34995e+07	2.33475e+07	2.3594e+07	2.38542e+07
P0A6H1	P0A6H1		clpX		2.6638e+07	2.78428e+07	2.69698e+07	2.74692e+07	2.69485e+07	2.61618e+07
P0A6H5	P0A6H5		hslU		2.26055e+07	2.23134e+07	2.26103e+07	2.29663e+07	2.28731e+07	2.26762e+07
P0A6H8	P0A6H8		cls		631746	621636	615287	566213	577556	585817
P0A6I0	P0A6I0		cmk		1.06742e+07	1.07527e+07	1.07503e+07	1.09733e+07	1.08977e+07	1.08501e+07
P0A6I3	P0A6I3		coaA		3.28184e+06	3.44713e+06	3.38113e+06	3.41324e+06	3.4098e+06	3.37528e+06
P0A6I6	P0A6I6		coaD		826964	683512	765692	780431	836826	861250
P0A6I9	P0A6I9		coaE		854508	837139	853915	850752	794669	858749
P0A6J1	P0A6J1		cysC		1.30584e+06	1.24652e+06	1.26459e+06	1.27411e+06	1.2656e+06	1.24973e+06
P0A6J8	P0A6J8		ddlA		1.14997e+07	1.14324e+07	1.14335e+07	1.15814e+07	1.1592e+07	1.13473e+07
P0A6K3	P0A6K3		def		1.46314e+07	1.40759e+07	1.39079e+07	1.40697e+07	1.42313e+07	1.44959e+07
P0A6K6	P0A6K6		deoB		1.71538e+07	1.73096e+07	1.76808e+07	1.75919e+07	1.73009e+07	1.7154e+07
P0A6L0	P0A6L0		deoC		1.17841e+07	1.14843e+07	1.14386e+07	1.16177e+07	1.17063e+07	1.17459e+07
P0A6L2	P0A6L2		dapA		2.25078e+07	2.2533e+07	2.22638e+07	2.264e+07	2.22909e+07	2.22536e+07
P0A6L7	P0A6L7		uxaB		1.40938e+06	1.35788e+06	1.51433e+06	1.49597e+06	1.32081e+06	1.41919e+06
P0A6L9	P0A6L9		hscB		4.93092e+06	4.97459e+06	5.0535e+06	4.74367e+06	4.92845e+06	4.98056e+06
P0A6M4	P0A6M4		dtd		2.39243e+06	2.1769e+06	2.07845e+06	2.34845e+06	2.18014e+06	2.3926e+06
P0A6M8	P0A6M8		fusA		1.04154e+08	1.00627e+08	9.96152e+07	1.01021e+08	1.0299e+08	1.03273e+08
P0A6N4	P0A6N4		efp		6.74824e+07	6.55132e+07	6.49326e+07	6.66345e+07	6.76612e+07	6.6067e+07
P0A6N8	P0A6N8		yeiP		1.52669e+07	1.48294e+07	1.47112e+07	1.50616e+07	1.5119e+07	1.50394e+07
P0A6P1	P0A6P1		tsf		1.70536e+08	1.65717e+08	1.63892e+08	1.67102e+08	1.6783e+08	1.66653e+08
P0A6P5	P0A6P5		der		4.54719e+06	4.71113e+06	4.77137e+06	4.71004e+06	4.64767e+06	4.6499e+06
P0A6P7	P0A6P7		engB		8.82058e+06	8.59376e+06	8.75346e+06	8.90194e+06	8.54482e+06	8.96027e+06
P0A6P9	P0A6P9		eno		1.78727e+08	1.76015e+08	1.73247e+08	1.75197e+08	1.79174e+08	1.73723e+08
P0A6Q3	P0A6Q3		fabA		1.31482e+07	1.28262e+07	1.31432e+07	1.31303e+07	1.3093e+07	1.3459e+07
P0A6Q6	P0A6Q6		fabZ		2.55035e+07	2.53843e+07	2.64238e+07	2.58786e+07	2.51517e+07	2.59872e+07
P0A6R0	P0A6R0		fabH		1.75475e+07	1.82637e+07	1.84763e+07	1.7784e+07	1.7267e+07	1.72801e+07
P0A6R3	P0A6R3		fis		5.30585e+06	5.16752e+06	5.40271e+06	5.37825e+06	5.1033e+06	5.30111e+06
P0A6S0	P0A6S0		flgH		2.4704e+06	2.51529e+06	2.49545e+06	2.60918e+06	2.52113e+06	2.55597e+06
P0A6S7	P0A6S7		gpsA		6.32091e+06	6.11975e+06	5.92752e+06	5.96716e+06	6.28899e+06	5.89422e+06
P0A6T1	P0A6T1		pgi		4.01557e+07	3.94897e+07	3.98752e+07	4.00197e+07	3.89787e+07	3.96126e+07
P0A6T3	P0A6T3		galK		3.2798e+06	3.23757e+06	3.21739e+06	3.22787e+06	3.29089e+06	3.22198e+06
P0A6T5	P0A6T5		folE		4.80232e+06	5.00118e+06	4.83492e+06	4.85261e+06	4.89357e+06	4.64131e+06
P0A6T9	P0A6T9		gcvH		1.30348e+06	1.27979e+06	1.35361e+06	1.28102e+06	1.33688e+06	1.29408e+06
P0A6U3	P0A6U3		mnmG		6.73771e+06	6.86575e+06	6.71918e+06	6.82277e+06	6.75841e+06	6.77952e+06
P0A6U5	P0A6U5		rsmG		5.56688e+06	5.60776e+06	5.7165e+06	5.69996e+06	5.66424e+06	5.7667e+06
P0A6U8	P0A6U8		glgA		2.89724e+06	3.04886e+06	2.97203e+06	2.95576e+06	2.98147e+06	2.81807e+06
P0A6V1	P0A6V1		glgC		7.62594e+06	7.35452e+06	7.51709e+06	7.72262e+06	7.25804e+06	7.70601e+06
P0A6V8	P0A6V8		glk		1.00486e+07	1.01054e+07	1.00208e+07	1.00721e+07	1.00643e+07	1.01305e+07
P0A6W5	P0A6W5		greA		2.40437e+07	2.27177e+07	2.30521e+07	2.36342e+07	2.32811e+07	2.36389e+07
P0A6W9	P0A6W9		gshA		4.6744e+06	4.7021e+06	4.5954e+06	4.66867e+06	4.63569e+06	4.61296e+06
P0A6X3	P0A6X3		hfq		1.0532e+06	1.09686e+06	1.03881e+06	1.05078e+06	1.09835e+06	996495
P0A6X7	P0A6X7		ihfA		4.90235e+07	4.89323e+07	4.91045e+07	4.99889e+07	4.9555e+07	4.63114e+07
P0A6Y1	P0A6Y1		ihfB		1.11926e+07	1.24633e+07	1.23826e+07	1.34656e+07	1.04997e+07	9.31371e+06
P0A6Y5	P0A6Y5		hslO		6.57183e+06	6.91199e+06	6.94684e+06	6.85761e+06	6.73305e+06	6.52038e+06
P0A6Y8	P0A6Y8		dnaK		4.01305e+07	4.03156e+07	3.97719e+07	4.03017e+07	4.00765e+07	3.9608e+07
P0A6Z1	P0A6Z1		hscA		4.24639e+06	4.2366e+06	4.1017e+06	4.18641e+06	4.23765e+06	4.13234e+06
P0A6Z3	P0A6Z3		htpG		2.41478e+07	2.42472e+07	2.39996e+07	2.448e+07	2.41784e+07	2.4118e+07
P0A6Z6	P0A6Z6		nikR		2.08413e+06	2.01587e+06	1.96325e+06	2.17447e+06	2.21969e+06	1.98889e+06
P0A705	P0A705		infB		2.2356e+07	2.21807e+07	2.26484e+07	2.23915e+07	2.19145e+07	2.2152e+07
P0A707	P0A707		infC		4.8225e+07	4.89245e+07	4.78473e+07	4.80649e+07	4.79823e+07	4.81656e+07
P0A715	P0A715		kdsA		2.11454e+07	2.17315e+07	2.1557e+07	2.16332e+07	2.09246e+07	2.07724e+07
P0A717	P0A717		prs		2.34196e+07	2.40243e+07	2.33238e+07	2.39262e+07	2.32528e+07	2.34666e+07
P0A720	P0A720		tmk		2.6541e+06	2.60249e+06	2.64245e+06	2.66223e+06	2.63145e+06	2.66822e+06
P0A722	P0A722		lpxA		8.68697e+06	8.29633e+06	8.55078e+06	8.40113e+06	8.30022e+06	8.49811e+06
P0A729	P0A729		yceF		2.14447e+06	2.23697e+06	2.39588e+06	2.2603e+06	2.09326e+06	2.17208e+06
P0A731	P0A731		mgsA		3.84933e+06	3.84427e+06	3.7606e+06	3.89306e+06	3.93582e+06	3.86445e+06
P0A734	P0A734		minE		3.46647e+07	3.46127e+07	3.41074e+07	3.49558e+07	3.41443e+07	3.48176e+07
P0A738	P0A738		moaC		1.05655e+06	1.06735e+06	1.05792e+06	1.06443e+06	1.04905e+06	1.05045e+06
P0A744	P0A744		msrA		6.08957e+06	5.2408e+06	6.40315e+06	6.27068e+06	6.05246e+06	5.91459e+06
P0A746	P0A746		msrB		1.8814e+06	1.8471e+06	1.88154e+06	1.82117e+06	1.8566e+06	1.97544e+06
P0A749	P0A749		murA		1.16644e+07	1.16537e+07	1.17432e+07	1.16077e+07	1.18899e+07	1.20275e+07
P0A759	P0A759		nagB		4.03748e+06	3.96106e+06	4.22038e+06	4.22283e+06	3.98414e+06	4.07373e+06
P0A763	P0A763		ndk		1.96458e+07	1.89088e+07	1.9324e+07	1.92962e+07	1.94584e+07	2.01909e+07
P0A780	P0A780		nusB		1.2091e+07	1.21451e+07	1.2258e+07	1.22013e+07	1.18799e+07	1.20784e+07
P0A784	P0A784		orn		2.79129e+06	2.90567e+06	2.98136e+06	2.9293e+06	2.93225e+06	2.82148e+06
P0A786	P0A786		pyrB		2.37693e+06	2.29532e+06	2.2987e+06	2.36618e+06	2.33863e+06	2.18392e+06
P0A790	P0A790		panD		9.98132e+06	9.805e+06	9.62415e+06	9.73961e+06	9.73244e+06	9.66333e+06
P0A794	P0A794		pdxJ		6.69614e+06	6.43879e+06	6.51782e+06	6.48107e+06	6.83445e+06	6.80003e+06
P0A796	P0A796		pfkA		2.43478e+07	2.4514e+07	2.50919e+07	2.4572e+07	2.41212e+07	2.42193e+07
P0A799	P0A799		pgk		3.73359e+08	3.63943e+08	3.59929e+08	3.60561e+08	3.71776e+08	3.65831e+08
P0A7A2	P0A7A2		gpmB		2.84814e+06	2.60861e+06	2.76413e+06	2.69448e+06	2.68421e+06	2.72766e+06
P0A7A5	P0A7A5		pcm		611579	725532	688542	693144	719273	666066
P0A7A7	P0A7A7		plsB		3.01369e+06	2.98688e+06	3.05936e+06	2.92486e+06	2.92288e+06	2.98139e+06
P0A7A9	P0A7A9		ppa		8.8776e+07	9.22224e+07	8.87646e+07	9.00501e+07	9.10244e+07	8.86625e+07
P0A7B1	P0A7B1		ppk		1.47339e+06	1.39992e+06	1.2375e+06	1.34049e+06	1.34022e+06	1.29777e+06
P0A7B5	P0A7B5		proB		4.60079e+06	4.69255e+06	4.47426e+06	4.52888e+06	4.61005e+06	4.43498e+06
P0A7B8	P0A7B8		hslV		1.48125e+07	1.45847e+07	1.47815e+07	1.44952e+07	1.50278e+07	1.52112e+07
P0A7C2	P0A7C2		lexA		2.94106e+07	2.99386e+07	2.99231e+07	3.03064e+07	2.9706e+07	2.88642e+07
P0A7C6	P0A7C6		pepE		5.77825e+06	5.58496e+06	5.41401e+06	5.61057e+06	5.75243e+06	5.36278e+06
P0A7D1	P0A7D1		pth		5.72894e+06	5.55635e+06	5.38168e+06	5.42696e+06	5.57551e+06	5.51423e+06
P0A7D4	P0A7D4		purA		1.36959e+07	1.42182e+07	1.38476e+07	1.38194e+07	1.39336e+07	1.3709e+07
P0A7D7	P0A7D7		purC		7.03312e+06	7.34625e+06	7.38873e+06	7.34266e+06	7.25427e+06	7.14111e+06
P0A7E1	P0A7E1		pyrD		6.11126e+06	6.15684e+06	6.25208e+06	6.15349e+06	6.07108e+06	6.25398e+06
P0A7E3	P0A7E3		pyrE		5.27973e+06	5.33146e+06	5.19227e+06	5.28012e+06	5.15945e+06	5.15663e+06
P0A7E5	P0A7E5		pyrG		1.58521e+07	1.5551e+07	1.55789e+07	1.55062e+07	1.57692e+07	1.59564e+07
P0A7E9	P0A7E9		pyrH		7.36611e+06	6.95982e+06	7.35179e+06	7.28073e+06	7.41317e+06	7.29675e+06
P0A7F3	P0A7F3		pyrI		1.82396e+06	2.01589e+06	1.97787e+06	1.92722e+06	1.78455e+06	1.7911e+06
P0A7F6	P0A7F6		speD		1.89604e+06	1.84927e+06	1.91351e+06	1.99046e+06	1.86148e+06	1.84975e+06
P0A7F9	P0A7F9		queA		3.58697e+06	3.66471e+06	3.68725e+06	3.80749e+06	3.5328e+06	3.69983e+06
P0A7G2	P0A7G2		rbfA		2.69879e+07	2.67424e+07	2.57688e+07	2.53296e+07	2.49129e+07	2.5149e+07
P0A7G6	P0A7G6		recA		1.04949e+07	1.0233e+07	1.02996e+07	1.01453e+07	1.04224e+07	1.06608e+07
P0A7H6	P0A7H6		recR		994060	802084	1.03702e+06	995077	889749	995050
P0A7I0	P0A7I0		prfA		3.63959e+06	3.67688e+06	3.6736e+06	3.69072e+06	3.58161e+06	3.67802e+06
P0A7I4	P0A7I4		prfC		4.15068e+06	4.1908e+06	4.27345e+06	4.23394e+06	4.12673e+06	4.18767e+06
P0A7I7	P0A7I7		ribA		9.1847e+06	9.46617e+06	8.85192e+06	9.36606e+06	9.11307e+06	8.83152e+06
P0A7J0	P0A7J0		ribB		1.23513e+07	1.27358e+07	1.27913e+07	1.27431e+07	1.24525e+07	1.23624e+07
P0A7J3	P0A7J3		rplJ		5.32954e+08	5.24877e+08	5.19485e+08	5.17825e+08	5.30396e+08	5.21271e+08
P0A7J7	P0A7J7		rplK		1.40306e+08	1.36482e+08	1.37796e+08	1.33149e+08	1.38796e+08	1.39951e+08
P0A7K2	P0A7K2		rplL		1.44046e+08	1.40913e+08	1.42323e+08	1.42454e+08	1.42307e+08	1.4063e+08
P0A7K6	P0A7K6		rplS		7.0279e+07	6.86887e+07	6.74873e+07	6.80963e+07	6.95913e+07	7.03194e+07
P0A7L0	P0A7L0		rplA		3.55557e+08	3.42873e+08	3.43756e+08	3.44206e+08	3.5361e+08	3.4107e+08
P0A7L3	P0A7L3		rplT		3.65831e+07	3.74631e+07	3.8213e+07	3.87706e+07	3.58527e+07	3.51825e+07
P0A7L8	P0A7L8		rpmA		1.26743e+08	1.27565e+08	1.2402e+08	1.27293e+08	1.34395e+08	1.28273e+08
P0A7M2	P0A7M2		rpmB		2.00007e+08	2.1611e+08	2.13621e+08	2.10647e+08	1.98472e+08	1.99909e+08
P0A7M6	P0A7M6		rpmC		2.04013e+07	2.23902e+07	2.19124e+07	2.31712e+07	1.99534e+07	1.90848e+07
P0A7M9	P0A7M9		rpmE		1.01408e+08	9.74745e+07	9.78791e+07	9.87634e+07	9.93747e+07	1.01027e+08
P0A7N4	P0A7N4		rpmF		3.166e+07	3.08659e+07	3.24464e+07	3.21198e+07	3.09331e+07	3.21922e+07
P0A7N9	P0A7N9		rpmG		2.87421e+07	2.77786e+07	2.71226e+07	2.74626e+07	2.88335e+07	2.85301e+07
P0A7P5	P0A7P5		rpmH		2.77724e+07	2.89251e+07	2.70909e+07	2.7012e+07	2.77034e+07	2.72229e+07
P0A7Q1	P0A7Q1		rpmI		1.68456e+07	1.43337e+07	1.42403e+07	1.49319e+07	1.57078e+07	1.72586e+07
P0A7R1	P0A7R1		rplI		3.21933e+08	3.11512e+08	3.00737e+08	3.10408e+08	3.24037e+08	3.14813e+08
P0A7R5	P0A7R5		rpsJ		1.69642e+08	1.57124e+08	1.55739e+08	1.57415e+08	1.683e+08	1.68177e+08
P0A7R9	P0A7R9		rpsK		1.01461e+08	9.94076e+07	1.00834e+08	9.9754e+07	1.01583e+08	1.01393e+08
P0A7S3	P0A7S3		rpsL		8.18036e+07	7.83635e+07	8.07381e+07	8.01287e+07	7.96301e+07	8.02644e+07
P0A7S9	P0A7S9		rpsM		2.88495e+07	2.88999e+07	2.91815e+07	2.95187e+07	2.90943e+07	2.90187e+07
P0A7T3	P0A7T3		rpsP		1.01088e+08	1.05559e+08	1.02158e+08	1.01676e+08	1.02797e+08	9.92681e+07
P0A7T7	P0A7T7		rpsR		7.76005e+07	6.6232e+07	6.60669e+07	6.64228e+07	7.71864e+07	7.56448e+07
P0A7U3	P0A7U3		rpsS		1.43551e+08	1.36306e+08	1.37195e+08	1.37173e+08	1.40919e+08	1.40758e+08
P0A7U7	P0A7U7		rpsT		2.45961e+07	2.41386e+07	2.48745e+07	2.43362e+07	2.42168e+07	2.37631e+07
P0A7V0	P0A7V0		rpsB		7.86632e+07	8.00394e+07	7.92494e+07	8.00209e+07	7.91245e+07	7.83415e+07
P0A7V3	P0A7V3		rpsC		9.43617e+07	9.44043e+07	9.15434e+07	9.3669e+07	9.34375e+07	9.19982e+07
P0A7V8	P0A7V8		rpsD		2.03103e+08	2.09122e+08	2.01054e+08	2.06936e+08	2.07094e+08	1.97887e+08
P0A7W1	P0A7W1		rpsE		1.22694e+08	1.16645e+08	1.17689e+08	1.16035e+08	1.20266e+08	1.22267e+08
P0A7W7	P0A7W7		rpsH		3.52497e+07	3.46467e+07	3.49401e+07	3.45914e+07	3.54811e+07	3.60754e+07
P0A7X3	P0A7X3		rpsI		7.56822e+07	7.28105e+07	7.14284e+07	7.16443e+07	7.51789e+07	7.64056e+07
P0A7X6	P0A7X6		rimM		5.5259e+06	5.28118e+06	5.36517e+06	5.35344e+06	5.33204e+06	5.46319e+06
P0A7Y0	P0A7Y0		rnc		9.48997e+06	9.94114e+06	9.87285e+06	9.69389e+06	9.74945e+06	9.86325e+06
P0A7Y8	P0A7Y8		rnpA		1.17881e+06	1.12434e+06	997384	1.14667e+06	1.17018e+06	1.05239e+06
P0A7Z0	P0A7Z0		rpiA		2.15873e+07	2.08032e+07	2.14611e+07	2.11509e+07	2.12813e+07	2.13055e+07
P0A7Z4	P0A7Z4		rpoA		6.97449e+07	6.77648e+07	6.72464e+07	6.8792e+07	6.9305e+07	6.88905e+07
P0A800	P0A800		rpoZ		4.75998e+07	4.67177e+07	4.53557e+07	4.67388e+07	4.76563e+07	4.68375e+07
P0A805	P0A805		frr		2.69885e+07	2.74794e+07	2.74567e+07	2.78051e+07	2.71593e+07	2.61597e+07
P0A812	P0A812		ruvB		1.0695e+06	1.18739e+06	1.2015e+06	1.15415e+06	1.08288e+06	939846
P0A817	P0A817		metK		1.89923e+07	1.95984e+07	1.9468e+07	1.97697e+07	1.87158e+07	1.84523e+07
P0A821	P0A821		selA		1.50277e+06	1.47128e+06	1.47724e+06	1.53359e+06	1.51383e+06	1.48288e+06
P0A825	P0A825		glyA		3.05789e+07	3.02187e+07	3.06786e+07	3.02575e+07	3.06466e+07	3.08089e+07
P0A832	P0A832		smpB		4.09753e+06	4.24718e+06	4.40775e+06	4.24631e+06	4.19927e+06	4.18379e+06
P0A836	P0A836		sucC		8.91322e+06	8.94679e+06	8.83093e+06	9.01756e+06	9.06791e+06	9.10679e+06
P0A840	P0A840		surE		1.68035e+06	1.67602e+06	1.68556e+06	1.71697e+06	1.68585e+06	1.71768e+06
P0A843	P0A843		tatE		8.69013e+06	9.10008e+06	8.37945e+06	9.16315e+06	8.87919e+06	8.43252e+06
P0A847	P0A847		tgt		3.38023e+06	3.44034e+06	3.32153e+06	3.50075e+06	3.36605e+06	3.32116e+06
P0A850	P0A850		tig		1.29658e+08	1.25267e+08	1.24837e+08	1.2551e+08	1.28278e+08	1.29058e+08
P0A853	P0A853		tnaA		3.5618e+06	3.64432e+06	3.51843e+06	3.65574e+06	3.58808e+06	3.47834e+06
P0A855	P0A855		tolB		1.79247e+07	1.73906e+07	1.78268e+07	1.76504e+07	1.74744e+07	1.78429e+07
P0A858	P0A858		tpiA		7.03995e+07	7.03345e+07	7.18094e+07	6.95039e+07	7.01753e+07	7.03766e+07
P0A862	P0A862		tpx		4.23582e+07	4.12932e+07	4.0626e+07	4.11698e+07	4.20446e+07	4.22189e+07
P0A867	P0A867		talA		4.44828e+06	4.56071e+06	4.59776e+06	4.449e+06	4.5538e+06	4.318e+06
P0A870	P0A870		talB		5.37109e+07	5.34914e+07	5.37704e+07	5.32606e+07	5.34923e+07	5.33754e+07
P0A873	P0A873		trmD		3.72537e+06	3.74462e+06	3.83725e+06	3.7294e+06	3.79073e+06	3.84451e+06
P0A877	P0A877		trpA		1.69832e+06	1.75788e+06	1.70118e+06	1.74687e+06	1.78361e+06	1.61867e+06
P0A879	P0A879		trpB		564530	586510	558598	507417	531238	622049
P0A881	P0A881		trpR		2.95845e+06	3.15393e+06	2.64966e+06	2.90823e+06	3.12317e+06	2.7603e+06
P0A884	P0A884		thyA		7.65923e+06	7.97325e+06	8.06579e+06	8.12535e+06	7.66593e+06	7.93957e+06
P0A887	P0A887		ubiE		7.90838e+06	7.96626e+06	7.6882e+06	8.10934e+06	8.02186e+06	7.93348e+06
P0A894	P0A894		yhbJ		1.5632e+06	1.54013e+06	1.62903e+06	1.52522e+06	1.54917e+06	1.52926e+06
P0A898	P0A898		ybeY		3.54501e+06	3.36237e+06	3.41689e+06	3.40579e+06	3.43289e+06	3.44261e+06
P0A8A0	P0A8A0		yebC		4.9654e+06	4.7293e+06	5.25615e+06	5.13545e+06	4.90338e+06	5.19799e+06
P0A8A2	P0A8A2		yeeN		9.00347e+06	9.62232e+06	8.90817e+06	9.45675e+06	9.243e+06	8.95228e+06
P0A8A4	P0A8A4		ppsR		1.97538e+06	1.93203e+06	1.97889e+06	1.98259e+06	1.90193e+06	1.87379e+06
P0A8A8	P0A8A8		rimP		1.89673e+07	2.08152e+07	1.94644e+07	2.06588e+07	1.94481e+07	2.00967e+07
P0A8B2	P0A8B2		yfcN		1.37091e+06	1.37436e+06	1.4572e+06	1.52757e+06	1.33972e+06	1.48081e+06
P0A8B5	P0A8B5		ybaB		2.01202e+06	2.03096e+06	2.10812e+06	1.92281e+06	1.88711e+06	2.13231e+06
P0A8C4	P0A8C4		ygfB		2.96109e+06	3.17456e+06	3.17396e+06	3.15538e+06	2.90435e+06	3.0793e+06
P0A8D0	P0A8D0		nrdR		1.07579e+06	1.02661e+06	1.12532e+06	1.1035e+06	946359	1.05519e+06
P0A8D3	P0A8D3		yaiI		1.98845e+06	1.93682e+06	2.02145e+06	1.93604e+06	1.99215e+06	1.95669e+06
P0A8D6	P0A8D6		ymdB		1.37963e+06	1.28821e+06	1.28251e+06	1.24567e+06	1.36909e+06	1.28167e+06
P0A8E1	P0A8E1		ycfP		1.27619e+07	1.2953e+07	1.31051e+07	1.32016e+07	1.24296e+07	1.26838e+07
P0A8E5	P0A8E5		yacL		587137	544200	666462	559539	576811	580348
P0A8E7	P0A8E7		yajQ		1.60282e+07	1.54974e+07	1.54048e+07	1.56901e+07	1.61137e+07	1.57341e+07
P0A8F0	P0A8F0		upp		4.33221e+07	4.22894e+07	4.31822e+07	4.39103e+07	4.39357e+07	4.13726e+07
P0A8F4	P0A8F4		udk		6.81644e+06	7.18136e+06	7.12517e+06	6.71116e+06	6.50506e+06	6.75565e+06
P0A8F8	P0A8F8		uvrB		1.85821e+06	1.97941e+06	1.92752e+06	1.88568e+06	1.96726e+06	1.99362e+06
P0A8G3	P0A8G3		uxaC		1.44917e+06	1.46218e+06	1.40012e+06	1.37794e+06	1.33294e+06	1.42286e+06
P0A8G6	P0A8G6		wrbA		8.52298e+06	8.47825e+06	8.40274e+06	8.59777e+06	8.33363e+06	8.15666e+06
P0A8G9	P0A8G9		xseB		9.17456e+06	9.46365e+06	9.04799e+06	8.95191e+06	9.14222e+06	8.80938e+06
P0A8H8	P0A8H8		yacG		1.91368e+06	2.04405e+06	2.05244e+06	1.97642e+06	1.96604e+06	2.00594e+06
P0A8I1	P0A8I1		yqgF		1.37342e+06	1.5745e+06	1.54526e+06	1.59663e+06	1.42897e+06	1.48576e+06
P0A8I3	P0A8I3		yaaA		3.27091e+06	3.23261e+06	3.30875e+06	3.25856e+06	3.27596e+06	3.2835e+06
P0A8I5	P0A8I5		trmB		6.56909e+06	6.83899e+06	6.99969e+06	6.9466e+06	6.78171e+06	6.94594e+06
P0A8I8	P0A8I8		rlmH		3.93895e+06	3.9037e+06	3.91503e+06	3.96699e+06	3.81096e+06	3.9045e+06
P0A8J2	P0A8J2		dnaT		1.31481e+06	1.19917e+06	1.15933e+06	1.03809e+06	1.25851e+06	1.30101e+06
P0A8J4	P0A8J4		ybeD		1.56695e+07	1.51955e+07	1.5054e+07	1.5644e+07	1.57118e+07	1.54709e+07
P0A8J8	P0A8J8		rhlB		5.48597e+06	5.64479e+06	5.57931e+06	5.55584e+06	5.52216e+06	5.46699e+06
P0A8K1	P0A8K1		psd		4.20116e+06	4.37146e+06	4.14984e+06	4.40696e+06	4.49404e+06	4.32093e+06
P0A8K5	P0A8K5		yaeP		2.32064e+06	2.25236e+06	2.47029e+06	2.36482e+06	2.21273e+06	2.58386e+06
P0A8L1	P0A8L1		serS		2.40668e+07	2.48145e+07	2.44884e+07	2.49465e+07	2.42733e+07	2.39192e+07
P0A8M0	P0A8M0		asnS		3.34102e+07	3.39531e+07	3.44774e+07	3.38097e+07	3.33827e+07	3.29359e+07
P0A8M3	P0A8M3		thrS		9.46973e+06	9.58794e+06	9.47838e+06	9.56702e+06	9.43349e+06	9.27658e+06
P0A8M6	P0A8M6		yeeX		1.0395e+07	1.12392e+07	1.03961e+07	1.04707e+07	1.01925e+07	1.04152e+07
P0A8N0	P0A8N0		matP		472227	374569	456035	439378	417968	414566
P0A8N3	P0A8N3		lysS		3.68918e+07	3.64442e+07	3.65047e+07	3.71008e+07	3.70859e+07	3.66972e+07
P0A8N5	P0A8N5		lysU		2.02551e+07	2.03569e+07	2.06768e+07	2.04059e+07	2.00906e+07	2.05051e+07
P0A8N7	P0A8N7		epmA		3.1086e+06	3.10811e+06	3.09414e+06	3.10414e+06	3.05498e+06	3.10749e+06
P0A8P3	P0A8P3		yggX		2.09615e+07	2.18061e+07	2.19326e+07	2.1548e+07	2.09951e+07	2.08441e+07
P0A8Q0	P0A8Q0		frdC		1.91441e+06	2.11813e+06	2.06883e+06	1.95572e+06	2.06587e+06	2.04786e+06
P0A8R0	P0A8R0		rraA		1.98309e+07	1.95729e+07	1.89145e+07	1.93953e+07	2.01533e+07	1.97156e+07
P0A8R9	P0A8R9		hdfR		1.03056e+06	1.03296e+06	1.07913e+06	1.04258e+06	1.10273e+06	1.14458e+06
P0A8S1	P0A8S1		iciA		3.03281e+06	3.10652e+06	3.27574e+06	3.12319e+06	3.18517e+06	3.17458e+06
P0A8T1	P0A8T1		prmA		6.57281e+06	6.4531e+06	6.34644e+06	6.52679e+06	6.65728e+06	6.6089e+06
P0A8T7	P0A8T7		rpoC		5.30446e+07	5.34971e+07	5.34371e+07	5.32588e+07	5.34741e+07	5.33376e+07
P0A8U0	P0A8U0		syd		1.96564e+06	2.18022e+06	1.92784e+06	2.04655e+06	2.14089e+06	1.82055e+06
P0A8U6	P0A8U6		metJ		8.06954e+06	8.09983e+06	8.36323e+06	8.24041e+06	8.04333e+06	8.04282e+06
