Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
DECOY_sp|P76115|YNCD_ECOLI Probable TonB-dependent receptor YncD OS=Escherichia coli (strain K12) GN=yncD PE=3 SV=1	DECOY_sp|P76115|YNCD_ECOLI Probable TonB-dependent receptor YncD OS=Escherichia coli (strain K12) GN=yncD PE=3 SV=1				5.30995e+06				5.96815e+06	5.07604e+06
DECOY_sp|P76473|ARNT_ECOLI Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase OS=Escherichia coli (strain K12) GN=arnT PE=1 SV=1	DECOY_sp|P76473|ARNT_ECOLI Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase OS=Escherichia coli (strain K12) GN=arnT PE=1 SV=1				3.17351e+06	2.93596e+06	3.31928e+06	3.50591e+06	3.51362e+06	2.96052e+06
DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1	DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1				1.20126e+06	1.42154e+06	1.26439e+06	1.02893e+06	1.17611e+06	
DECOY_sp|P77649|YDIU_ECOLI UPF0061 protein YdiU OS=Escherichia coli (strain K12) GN=ydiU PE=3 SV=1	DECOY_sp|P77649|YDIU_ECOLI UPF0061 protein YdiU OS=Escherichia coli (strain K12) GN=ydiU PE=3 SV=1				93055.9		394505	286102	329775	
DECOY_sp|P77672|LSRC_ECOLI Autoinducer 2 import system permease protein LsrC OS=Escherichia coli (strain K12) GN=lsrC PE=1 SV=1	DECOY_sp|P77672|LSRC_ECOLI Autoinducer 2 import system permease protein LsrC OS=Escherichia coli (strain K12) GN=lsrC PE=1 SV=1					573313		547225	678124	
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				2.64546e+06	2.51862e+06				2.47104e+06
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				3.42577e+06	3.65752e+06		1.54393e+06		3.35568e+06
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2.4985e+06	2.53328e+06	1.88329e+06	1.79244e+06	1.74317e+06	2.39194e+06
P00350	P00350		gnd		3.52669e+07	3.51638e+07	3.49655e+07	3.49631e+07	3.48951e+07	3.448e+07
P00363	P00363		frdA		4.86963e+07	4.89022e+07	4.5747e+07	4.69115e+07	4.65329e+07	4.66145e+07
P00370	P00370		gdhA		1.92601e+06	1.87936e+06	1.8645e+06	1.87933e+06	2.00138e+06	1.90397e+06
P00393	P00393		ndh		5.48136e+06	5.43576e+06	5.5077e+06	5.40195e+06	5.31614e+06	5.42306e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1.90347e+06	1.90386e+06				1.58874e+06
P00448	P00448		sodA		2.46223e+06	2.50345e+06	2.4094e+06	2.53931e+06	2.44506e+06	2.49007e+06
P00452	P00452		nrdA		9.78806e+06	9.67802e+06	9.83465e+06	9.91962e+06	9.90381e+06	9.5867e+06
P00490	P00490		malP		7.49582e+06	7.4586e+06	7.45085e+06	7.28744e+06	7.32444e+06	6.88521e+06
P00509	P00509		aspC		1.86305e+07	1.86323e+07	1.83135e+07	1.84375e+07	1.8076e+07	1.83266e+07
P00547	P00547		thrB		1.01665e+06	928268	797522	962914	903928	866640
P00550	P00550		mtlA		1.47432e+06	1.5489e+06	1.48489e+06	1.5918e+06	1.45899e+06	1.31396e+06
P00561	P00561		thrA		2.34941e+06	2.35297e+06	2.38874e+06	2.50181e+06	2.3621e+06	2.40213e+06
P00562	P00562		metL		2.91475e+06	2.93145e+06	2.82415e+06	2.86138e+06	2.84782e+06	2.91226e+06
P00579	P00579		rpoD		8.33051e+06	8.31532e+06	7.80355e+06	7.65367e+06	7.92938e+06	8.10722e+06
P00582	P00582		polA		3.36743e+06	3.24344e+06	3.33985e+06	3.32282e+06	3.22371e+06	3.08055e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1.38985e+06	1.34586e+06				1.19495e+06
P00803	P00803		lepB		4.77895e+06	5.12616e+06	4.79172e+06	5.07221e+06	4.46849e+06	4.67378e+06
P00805	P00805		ansB		2.05662e+07	2.02708e+07	2.06203e+07	2.01591e+07	2.03483e+07	1.85621e+07
P00811	P00811		ampC		906998	905670	863917	886368	773056	812242
P00864	P00864		ppc		2.88992e+07	2.92756e+07	2.82229e+07	2.77554e+07	2.78902e+07	2.71182e+07
P00887	P00887		aroH		3.09895e+06	3.02467e+06	2.79121e+06	3.00716e+06	2.78797e+06	3.02701e+06
P00888	P00888		aroF		2.00141e+06	1.97067e+06	1.96543e+06	1.91672e+06	1.83078e+06	1.75151e+06
P00914	P00914		phrB		901872	920702	928186	868241	817524	1.01852e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				7.4995e+06	7.4922e+06	7.34894e+06	6.35058e+06	7.1607e+06	7.95428e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				5.09006e+06	5.25895e+06				5.29453e+06
P00926	P00926		dsdA		1.30673e+06	1.39665e+06	1.29916e+06	1.32008e+06	1.25425e+06	1.09204e+06
P00934	P00934		thrC		4.4255e+06	4.33994e+06	4.29568e+06	4.33379e+06	4.47124e+06	4.2619e+06
P00935	P00935		metB		1.84933e+06	1.82113e+06	2.10119e+06	2.0373e+06	2.40566e+06	1.74461e+06
P00936	P00936		cyaA		755642	754162	695521	753116	728338	826204
P00946	P00946		manA		1.09745e+07	1.0953e+07	1.10713e+07	1.0951e+07	1.1109e+07	1.11243e+07
P00954	P00954		trpS		1.4034e+07	1.39437e+07	1.31343e+07	1.32507e+07	1.26618e+07	1.3461e+07
P00956	P00956		ileS		2.68285e+07	2.63886e+07	2.43497e+07	2.47915e+07	2.51846e+07	2.44243e+07
P00957	P00957		alaS		1.72195e+07	1.69161e+07	1.61017e+07	1.65788e+07	1.60996e+07	1.57936e+07
P00959	P00959		metG		1.83901e+07	1.8223e+07	1.74677e+07	1.77307e+07	1.71821e+07	1.64982e+07
P00960	P00960		glyQ		4.69986e+06	4.54922e+06	4.60332e+06	4.65777e+06	4.68807e+06	4.83264e+06
P00961	P00961		glyS		1.3087e+07	1.28999e+07	1.27037e+07	1.29914e+07	1.2711e+07	1.24528e+07
P00962	P00962		glnS		1.03154e+07	1.04502e+07	9.84904e+06	9.81408e+06	1.00347e+07	9.03024e+06
P00963	P00963		asnA		1.80135e+07	1.80917e+07	1.69809e+07	1.72706e+07	1.65272e+07	1.70194e+07
P00968	P00968		carB		4.37196e+06	4.34747e+06	4.24928e+06	4.29883e+06	4.24144e+06	4.3104e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				3.6337e+06	3.70558e+06	619292			3.5542e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2.8272e+06	2.79032e+06			927158	2.37807e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				2.48778e+06	2.50426e+06		1.10375e+06		2.24435e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				5.56661e+06	5.32307e+06				5.57362e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				2.57958e+06	2.44942e+06				2.78707e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				5.75174e+06	5.71829e+06				6.23787e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.82005e+06	1.9451e+06	1.93023e+06	2.15404e+06	1.87058e+06	1.80576e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				3.493e+06	3.31155e+06	2.12699e+06	2.53854e+06	2.43202e+06	2.98295e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				5.39798e+06	5.95754e+06				4.93711e+06
P02358	P02358		rpsF		1.09317e+08	1.06909e+08	9.73875e+07	9.70971e+07	9.4712e+07	8.53783e+07
P02359	P02359		rpsG		1.48454e+08	1.4968e+08	1.42986e+08	1.43489e+08	1.42939e+08	1.40922e+08
P02413	P02413		rplO		1.22537e+08	1.22497e+08	1.21575e+08	1.20186e+08	1.20573e+08	1.18703e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				583343	587932				387201
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				935373	851737	886405	977119	1.03038e+06	854823
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				8.37462e+06	8.28039e+06	1.63966e+06	6.20136e+06	6.07298e+06	7.80461e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				7.18878e+06	7.07025e+06	2.10446e+06	2.17363e+06	6.50942e+06	6.75989e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				4.28262e+06	4.3445e+06	3.59038e+06	4.06528e+06	4.38995e+06	4.01995e+06
P02918	P02918		mrcA		1.53809e+06	1.66004e+06	1.64782e+06	1.83204e+06	1.73321e+06	1.71294e+06
P02919	P02919		mrcB		1.63693e+06	1.54246e+06	1.58541e+06	1.57649e+06	1.60187e+06	1.59277e+06
P02925	P02925		rbsB		5.92485e+06	5.98504e+06	5.92218e+06	6.0368e+06	5.77122e+06	5.88246e+06
P02930	P02930		tolC		2.25535e+07	2.23639e+07	2.2809e+07	2.28713e+07	2.2164e+07	2.24314e+07
P02931	P02931		ompF		3.58369e+07	3.57758e+07	3.71006e+07	3.75615e+07	3.52637e+07	3.68975e+07
P02942	P02942		tsr		1.16849e+07	1.14183e+07	1.04414e+07	1.04955e+07	1.01294e+07	1.03325e+07
P02943	P02943		lamB		1.50543e+06	1.59732e+06	1.36805e+06	1.36193e+06	1.48076e+06	1.47888e+06
P03004	P03004		dnaA		1.97381e+06	2.04041e+06	1.85526e+06	1.81558e+06	1.95586e+06	1.92502e+06
P03007	P03007		dnaQ		633385	696695	773759	695799	803288	540003
P03018	P03018		uvrD		3.41324e+06	3.49657e+06	3.62718e+06	3.56414e+06	3.51118e+06	3.61814e+06
P03024	P03024		galR		2.09069e+06	1.99677e+06	2.06473e+06	2.12277e+06	1.81201e+06	2.09169e+06
P03817	P03817		mioC		7.79837e+06	7.79136e+06	7.88703e+06	7.27257e+06	7.94121e+06	7.48406e+06
P03841	P03841		malM		9.1818e+06	9.33115e+06	9.67655e+06	9.42349e+06	9.93926e+06	9.3271e+06
P04036	P04036		dapB		5.22343e+06	4.78908e+06	4.75642e+06	4.59569e+06	4.86698e+06	4.65507e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1.80971e+06	1.81001e+06	1.40082e+06	363665	1.24875e+06	1.61283e+06
P04079	P04079		guaA		1.93096e+07	1.92724e+07	1.88592e+07	1.91095e+07	1.91452e+07	1.85338e+07
P04335	P04335		frsA		4.38226e+06	4.24432e+06	4.27447e+06	4.28071e+06	4.15992e+06	4.18301e+06
P04425	P04425		gshB		1.04601e+07	1.02761e+07	1.01981e+07	1.01068e+07	1.00474e+07	1.01225e+07
P04693	P04693		tyrB		3.8902e+06	3.92562e+06	3.72998e+06	3.87598e+06	3.69898e+06	4.32424e+06
P04805	P04805		gltX		2.32301e+07	2.38508e+07	2.24596e+07	2.32676e+07	2.34606e+07	2.31468e+07
P04825	P04825		pepN		1.60835e+07	1.60366e+07	1.52886e+07	1.602e+07	1.60032e+07	1.45424e+07
P04846	P04846		nlpA		3.09881e+06	3.08119e+06	3.09512e+06	3.28117e+06	3.20383e+06	3.18594e+06
P04949	P04949		fliC		2.42462e+07	2.38296e+07	2.57872e+07	2.67538e+07	2.48263e+07	2.26152e+07
P04951	P04951		kdsB		5.58925e+06	5.4018e+06	5.6953e+06	5.36475e+06	5.50593e+06	5.78331e+06
P04982	P04982		rbsD		1.07088e+06	1.14338e+06	1.1235e+06	1.12355e+06	1.06374e+06	990010
P04994	P04994		xseA		917691	896772	1.02226e+06	849086	887774	1.01547e+06
P04995	P04995		sbcB		5.81848e+06	5.92373e+06	5.88688e+06	5.90421e+06	6.03552e+06	5.75665e+06
P05020	P05020		pyrC		6.46408e+06	6.45833e+06	6.37469e+06	6.2414e+06	6.43931e+06	6.32016e+06
P05041	P05041		pabB		1.58757e+06	1.82072e+06	1.8895e+06	1.79981e+06	1.69991e+06	1.78862e+06
P05055	P05055		pnp		3.96117e+07	3.97321e+07	3.63326e+07	3.63921e+07	3.69616e+07	3.83085e+07
P05100	P05100		tag		1.51569e+06	1.46219e+06	1.3466e+06	1.47505e+06	1.45434e+06	1.54567e+06
P05194	P05194		aroD		1.19876e+06	1.25506e+06	1.17164e+06	1.11986e+06	1.11773e+06	1.32426e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				5.84298e+06	5.88141e+06	727618			5.50769e+06
P05458	P05458		ptrA		2.90991e+06	2.92644e+06	2.92741e+06	2.83227e+06	2.84383e+06	2.75693e+06
P05459	P05459		pdxB		6.14257e+06	6.02328e+06	6.12928e+06	5.97424e+06	5.77605e+06	5.8395e+06
P05637	P05637		apaH		1.32288e+06	1.34728e+06	1.38147e+06	1.31756e+06	1.39928e+06	1.3466e+06
P05706	P05706		srlB				535944	587392	458089	698117
P05719	P05719		hsdS		1.30018e+06	1.25906e+06	1.37554e+06	1.4071e+06	1.22627e+06	1.4555e+06
P05791	P05791		ilvD		3.03838e+06	3.06076e+06	3.10676e+06	2.93463e+06	2.93607e+06	2.82877e+06
P05793	P05793		ilvC		6.41563e+06	6.32818e+06	6.12196e+06	6.33937e+06	6.33068e+06	5.69348e+06
P05825	P05825		fepA		2.01521e+06	1.98356e+06	2.05211e+06	2.01846e+06	1.93838e+06	1.98762e+06
P05852	P05852		gcp		2.73238e+06	2.72981e+06	2.74972e+06	2.50102e+06	2.6145e+06	2.76823e+06
P06129	P06129		btuB		1.50765e+07	1.48327e+07	1.44333e+07	1.50573e+07	1.46328e+07	1.38038e+07
P06136	P06136		ftsQ		1.81633e+06	1.96566e+06	1.86314e+06	1.69736e+06	1.69281e+06	2.05822e+06
P06149	P06149		dld		6.70143e+06	6.72042e+06	6.75977e+06	6.62466e+06	6.2933e+06	5.98182e+06
P06282	P06282		cdh		2.65809e+06	2.60496e+06	2.75465e+06	2.65419e+06	2.71417e+06	2.75193e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				6.29922e+06	6.60261e+06	4.12328e+06	4.10824e+06	4.20834e+06	6.61008e+06
P06610	P06610		btuE		7.83245e+06	7.58632e+06	7.3239e+06	7.53048e+06	7.51103e+06	6.65351e+06
P06612	P06612		topA		5.77901e+06	5.55835e+06	5.78135e+06	5.75559e+06	5.69695e+06	5.94503e+06
P06616	P06616		era		4.35025e+06	4.08368e+06	4.15448e+06	4.21125e+06	4.18771e+06	4.06492e+06
P06709	P06709		birA		1.10094e+06	1.04637e+06	1.07918e+06	1.00669e+06	1.19588e+06	1.05441e+06
P06710	P06710		dnaX		1.3028e+06	1.30148e+06	1.30054e+06	1.34419e+06	1.35156e+06	1.22424e+06
P06715	P06715		gor		4.26044e+06	4.13845e+06	4.02179e+06	4.12381e+06	3.91432e+06	3.99581e+06
P06721	P06721		metC		567005	582385	636890	686794	549549	379038
P06722	P06722		mutH		1.07755e+06	999692	1.06038e+06	981621	1.02509e+06	1.08645e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3.00256e+06	2.85077e+06		3.56681e+06	1.02493e+06	2.80657e+06
P06846	P06846		ebgR		1.28926e+06	1.36755e+06	1.41825e+06	1.38769e+06	1.38355e+06	1.37494e+06
P06959	P06959		aceF		4.23633e+07	4.15747e+07	4.10043e+07	4.0786e+07	4.06742e+07	3.87639e+07
P06961	P06961		cca		1.60811e+06	1.53918e+06	1.54392e+06	1.5064e+06	1.45709e+06	1.50885e+06
P06968	P06968		dut		7.9383e+06	7.9645e+06	7.81624e+06	8.23095e+06	7.744e+06	8.00966e+06
P06971	P06971		fhuA		1.353e+07	1.38561e+07	1.26608e+07	1.24711e+07	1.28222e+07	1.29135e+07
P06974	P06974		fliM		1.46425e+06	1.37873e+06	1.43485e+06	1.44206e+06	1.48091e+06	1.27743e+06
P06983	P06983		hemC		1.03179e+07	1.03269e+07	1.02556e+07	1.04219e+07	1.0118e+07	9.5793e+06
P06986	P06986		hisC		4.36674e+06	4.39715e+06	4.40229e+06	4.29982e+06	4.0642e+06	4.32235e+06
P06987	P06987		hisB		1.1226e+06	1.03123e+06	1.01389e+06	999385	998445	1.00376e+06
P06988	P06988		hisD		3.78877e+06	3.83781e+06	3.9276e+06	3.93556e+06	4.04311e+06	3.8704e+06
P06992	P06992		rsmA		2.45259e+06	2.44806e+06	2.37288e+06	2.46448e+06	2.41404e+06	2.20378e+06
P06996	P06996		ompC		2.88706e+08	2.91641e+08	2.84636e+08	2.94971e+08	2.83944e+08	2.72125e+08
P06999	P06999		pfkB		1.37606e+06	1.43512e+06	1.27822e+06	1.45616e+06	1.26794e+06	1.31745e+06
P07000	P07000		pldB		501040	498357	480242	541198	521909	488270
P07001	P07001		pntA		2.58039e+06	2.68365e+06	2.66229e+06	2.49314e+06	2.61016e+06	2.58971e+06
P07003	P07003		poxB		1.811e+06	1.88813e+06	1.82029e+06	1.89712e+06	1.68659e+06	1.74832e+06
P07004	P07004		proA		4.82733e+06	4.50221e+06	4.55519e+06	4.44514e+06	4.59477e+06	4.47527e+06
P07012	P07012		prfB		8.94971e+06	8.79642e+06	8.36255e+06	8.76056e+06	8.65502e+06	8.3856e+06
P07014	P07014		sdhB		4.44707e+06	4.44662e+06	4.65481e+06	4.40378e+06	4.56132e+06	4.39944e+06
P07017	P07017		tar		4.71757e+06	4.88794e+06	4.48912e+06	4.62195e+06	4.4931e+06	4.16554e+06
P07021	P07021		yfiB		867475	803270	806272	780678	784479	736578
P07023	P07023		tyrA		2.38789e+06	2.48455e+06	2.36298e+06	2.42061e+06	2.22776e+06	2.32967e+06
P07024	P07024		ushA		4.03035e+06	4.03904e+06	4.1619e+06	4.13926e+06	3.98511e+06	4.34555e+06
P07026	P07026		sdiA		1.65074e+06	1.67255e+06	1.7371e+06	1.73518e+06	1.62373e+06	1.90045e+06
P07118	P07118		valS		2.41664e+07	2.40532e+07	2.34647e+07	2.36747e+07	2.38499e+07	2.27843e+07
P07330	P07330		cheB		1.52222e+06	1.4957e+06	1.46571e+06	1.62479e+06	1.42379e+06	1.36795e+06
P07363	P07363		cheA		1.87392e+06	1.8516e+06	1.84254e+06	1.80946e+06	1.93368e+06	1.84339e+06
P07364	P07364		cheR		118754	116707	81809	84872.8		
P07395	P07395		pheT		1.42515e+07	1.4276e+07	1.41489e+07	1.42432e+07	1.40425e+07	1.33841e+07
P07604	P07604		tyrR		2.23312e+06	2.26697e+06	2.35168e+06	2.25153e+06	2.34196e+06	2.41837e+06
P07639	P07639		aroB		3.30618e+06	3.26884e+06	3.60528e+06	3.4185e+06	3.42147e+06	3.14472e+06
P07649	P07649		truA		1.84362e+06	1.78997e+06	1.84047e+06	1.89535e+06	1.96177e+06	1.93835e+06
P07650	P07650		deoA		6.54186e+06	6.61828e+06	6.50498e+06	6.37949e+06	6.25105e+06	6.34365e+06
P07658	P07658		fdhF		878957	811677	782239	804097	750610	865797
