Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				4.68417e+06	1.00439e+07	4.59485e+06	1.07326e+07	1.04214e+07	4.58052e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				6.06846e+06	1.43578e+07	5.6169e+06	1.18308e+07	1.41209e+07	5.37751e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				5.37554e+06	1.09984e+07	5.08421e+06	1.10321e+07	1.1427e+07	4.7064e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				5.88434e+06	1.40397e+07	5.90232e+06	1.38057e+07	1.38321e+07	6.15185e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				2.73749e+06	6.89843e+06	2.66943e+06	6.74425e+06	6.42387e+06	3.06251e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				7.63732e+06	1.95386e+07	7.57612e+06	1.92276e+07	1.96528e+07	8.25519e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				2.25791e+06	5.15808e+06	2.02892e+06	5.04566e+06	5.1221e+06	1.98841e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				6.12148e+06	1.46353e+07	5.97384e+06	1.4578e+07	1.47789e+07	5.5882e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				5.70548e+06	1.36785e+07	5.89814e+06	1.40311e+07	1.37599e+07	5.62829e+06
P02358	P02358		rpsF		1.09483e+08	1.11793e+08	1.10839e+08	1.14641e+08	1.15301e+08	8.31704e+07
P02359	P02359		rpsG		1.69995e+08	1.70525e+08	1.70295e+08	1.77689e+08	1.73006e+08	1.64828e+08
P02413	P02413		rplO		1.15425e+08	1.14915e+08	1.17714e+08	1.14682e+08	1.16757e+08	1.06352e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				485374	1.04835e+06	535234	1.11572e+06	1.1817e+06	450770
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				1.35409e+06	2.82077e+06	1.33332e+06	2.93565e+06	2.79581e+06	1.21208e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				8.39155e+06	1.98187e+07	8.32428e+06	1.95969e+07	1.98118e+07	7.95838e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				5.06362e+06	1.19365e+07	5.01328e+06	1.14418e+07	1.1752e+07	4.75999e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				5.03875e+06	1.23846e+07	5.31564e+06	1.20947e+07	1.23316e+07	5.00937e+06
P02918	P02918		mrcA		999061	977695	988644	1.06779e+06	1.03834e+06	1.01748e+06
P02919	P02919		mrcB		1.73683e+06	1.64436e+06	1.42914e+06	1.61186e+06	1.59554e+06	1.58303e+06
P02925	P02925		rbsB		9.21887e+06	9.5018e+06	9.18636e+06	9.31617e+06	9.39719e+06	8.86247e+06
P02930	P02930		tolC		2.33036e+07	2.22498e+07	2.27745e+07	2.21391e+07	2.26203e+07	2.16431e+07
P02931	P02931		ompF		3.88323e+07	3.79154e+07	3.95783e+07	3.66957e+07	3.79121e+07	4.16383e+07
P02932	P02932		phoE		1.17505e+06	1.25629e+06	942319	1.43811e+06	618464	1.15335e+06
P02942	P02942		tsr		1.20777e+07	1.23432e+07	1.14119e+07	1.17629e+07	1.23221e+07	9.736e+06
P02943	P02943		lamB		1.59414e+06	1.61376e+06	1.64072e+06	1.5992e+06	1.61492e+06	1.61338e+06
P03004	P03004		dnaA		2.06603e+06	2.15246e+06	2.16425e+06	2.04477e+06	2.10681e+06	2.13407e+06
P03007	P03007		dnaQ		624047	636889	683810	535589	660513	548813
P03012	P03012		tnpR		1.09361e+06	1.18135e+06	1.10323e+06	961407	954899	900926
P03018	P03018		uvrD		3.08206e+06	3.05388e+06	3.24347e+06	3.22249e+06	3.13795e+06	3.35382e+06
P03024	P03024		galR		1.49432e+06	1.3412e+06	1.37998e+06	1.43466e+06	1.33468e+06	1.51631e+06
P03817	P03817		mioC		8.0801e+06	8.50889e+06	8.34071e+06	8.33886e+06	8.20899e+06	7.68799e+06
P03841	P03841		malM		1.04159e+07	1.02089e+07	1.04271e+07	1.01128e+07	9.8719e+06	1.07274e+07
P04036	P04036		dapB		7.82764e+06	8.32186e+06	7.87482e+06	8.03377e+06	8.31047e+06	7.055e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				2.88693e+06	6.32664e+06	2.80961e+06	6.13347e+06	6.22613e+06	2.56599e+06
P04079	P04079		guaA		2.00815e+07	1.94858e+07	2.00754e+07	1.99431e+07	2.00155e+07	1.92793e+07
P04335	P04335		frsA		4.53894e+06	4.66372e+06	4.64812e+06	4.64205e+06	4.69959e+06	4.47694e+06
P04425	P04425		gshB		1.0688e+07	1.06749e+07	1.08245e+07	1.05604e+07	1.09934e+07	1.08538e+07
P04693	P04693		tyrB		3.96969e+06	4.07719e+06	3.94795e+06	4.39786e+06	4.12932e+06	4.25877e+06
P04805	P04805		gltX		1.91529e+07	1.93007e+07	1.96502e+07	1.9034e+07	1.95511e+07	1.93884e+07
P04825	P04825		pepN		1.62053e+07	1.66126e+07	1.61216e+07	1.62581e+07	1.64011e+07	1.42814e+07
P04846	P04846		nlpA		3.27247e+06	3.45069e+06	3.33748e+06	3.11599e+06	3.40006e+06	3.3644e+06
P04949	P04949		fliC		4.01289e+07	3.66041e+07	3.99507e+07	3.73065e+07	3.93311e+07	3.7626e+07
P04951	P04951		kdsB		5.68588e+06	5.65779e+06	5.43842e+06	5.5872e+06	5.43428e+06	5.7e+06
P04968	P04968		ilvA		1.16097e+06	1.11463e+06	1.16617e+06	1.06007e+06	1.16873e+06	1.00969e+06
P04982	P04982		rbsD		1.33806e+06	1.29186e+06	1.44269e+06	1.34915e+06	1.21656e+06	1.24283e+06
P04994	P04994		xseA		978201	1.10618e+06	958063	1.02521e+06	966383	1.17767e+06
P04995	P04995		sbcB		1.23472e+07	1.24919e+07	1.20793e+07	1.1739e+07	1.17411e+07	1.20161e+07
P05020	P05020		pyrC		6.79668e+06	6.76932e+06	6.90408e+06	6.73615e+06	6.84912e+06	6.85514e+06
P05041	P05041		pabB		2.24643e+06	2.25178e+06	2.26072e+06	2.31867e+06	2.19583e+06	2.53467e+06
P05055	P05055		pnp		4.19433e+07	4.26065e+07	4.26236e+07	4.32242e+07	4.33038e+07	4.03129e+07
P05100	P05100		tag		1.62998e+06	1.56005e+06	1.41339e+06	1.66044e+06	1.54741e+06	1.67665e+06
P05194	P05194		aroD		1.31989e+06	1.31246e+06	1.36546e+06	1.35886e+06	1.28039e+06	1.38917e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				8.31095e+06	1.93106e+07	8.22207e+06	2.03274e+07	1.92007e+07	7.47115e+06
P05458	P05458		ptrA		3.90303e+06	3.60774e+06	3.7141e+06	3.6178e+06	3.59196e+06	3.60516e+06
P05459	P05459		pdxB		6.89851e+06	6.92761e+06	6.78525e+06	7.09052e+06	7.02121e+06	6.45446e+06
P05523	P05523		mutM		264021	248381	201692	168267	192437	206007
P05637	P05637		apaH		2.9862e+06	3.13366e+06	3.02237e+06	2.97129e+06	3.04854e+06	2.86244e+06
P05719	P05719		hsdS		1.95177e+06	2.04215e+06	1.88722e+06	2.11477e+06	2.122e+06	2.09131e+06
P05791	P05791		ilvD		3.27593e+06	3.09332e+06	3.28637e+06	3.25151e+06	3.10873e+06	3.04361e+06
P05793	P05793		ilvC		7.65894e+06	7.35718e+06	7.44811e+06	7.41445e+06	7.30444e+06	7.25812e+06
P05825	P05825		fepA		4.82251e+06	4.81626e+06	4.70197e+06	4.58863e+06	4.62587e+06	4.10211e+06
P05852	P05852		gcp		2.5702e+06	2.57809e+06	2.52696e+06	2.39858e+06	2.70659e+06	2.74732e+06
P06129	P06129		btuB		1.43099e+07	1.38479e+07	1.41124e+07	1.40878e+07	1.42236e+07	1.30942e+07
P06136	P06136		ftsQ		1.34974e+06	1.36161e+06	1.47902e+06	1.32407e+06	1.34439e+06	1.50263e+06
P06149	P06149		dld		6.88095e+06	6.89398e+06	7.01367e+06	6.80683e+06	6.98866e+06	6.01996e+06
P06282	P06282		cdh		2.95079e+06	3.15655e+06	2.83221e+06	2.82893e+06	2.96374e+06	2.94952e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2.80531e+06	5.77369e+06	2.84505e+06	5.65814e+06	5.95012e+06	2.69059e+06
P06610	P06610		btuE		9.29131e+06	9.82334e+06	8.88066e+06	9.92296e+06	9.5106e+06	7.35867e+06
P06611	P06611		btuD		772263	842209	888570	768328	794059	866517
P06612	P06612		topA		6.13212e+06	6.30073e+06	5.93459e+06	5.8938e+06	5.99925e+06	6.36408e+06
P06616	P06616		era		4.25976e+06	3.78774e+06	3.95247e+06	3.67898e+06	4.01306e+06	3.96495e+06
P06709	P06709		birA		1.00788e+06	1.031e+06	1.01763e+06	931701	950109	1.06482e+06
P06710	P06710		dnaX		1.46726e+06	1.47169e+06	1.45649e+06	1.38218e+06	1.48419e+06	1.40406e+06
P06715	P06715		gor		5.57624e+06	5.61883e+06	5.41335e+06	5.53726e+06	5.64155e+06	4.91652e+06
P06721	P06721		metC		632065	630528	905337	508643	790771	909479
P06722	P06722		mutH		1.08422e+06	1.06888e+06	1.02848e+06	1.00616e+06	1.04422e+06	1.02859e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				4.20206e+06	9.90749e+06	4.15245e+06	9.66984e+06	9.96084e+06	4.0669e+06
P06846	P06846		ebgR		1.62814e+06	1.64848e+06	1.66043e+06	1.619e+06	1.48363e+06	1.8761e+06
P06959	P06959		aceF		6.89256e+07	6.74787e+07	6.87892e+07	6.74697e+07	6.7225e+07	6.05825e+07
P06961	P06961		cca		1.77118e+06	1.77831e+06	1.72514e+06	1.75577e+06	1.77234e+06	1.74236e+06
P06968	P06968		dut		8.77633e+06	8.7468e+06	8.83006e+06	8.28871e+06	8.51126e+06	8.49983e+06
P06971	P06971		fhuA		1.39925e+07	1.4303e+07	1.4046e+07	1.37562e+07	1.35983e+07	1.29844e+07
P06974	P06974		fliM		2.87969e+06	2.77722e+06	2.81398e+06	2.87095e+06	2.89499e+06	2.67273e+06
P06983	P06983		hemC		1.13426e+07	1.1159e+07	1.11893e+07	1.09667e+07	1.10518e+07	1.01833e+07
P06986	P06986		hisC		4.73728e+06	4.5196e+06	4.88005e+06	4.49491e+06	4.76308e+06	4.86439e+06
P06987	P06987		hisB		1.15132e+06	1.24321e+06	1.09639e+06	1.05224e+06	1.19415e+06	1.02452e+06
P06988	P06988		hisD		4.00229e+06	3.53535e+06	3.78566e+06	3.23931e+06	3.7162e+06	3.50524e+06
P06992	P06992		rsmA		2.53525e+06	2.47742e+06	2.56118e+06	2.55012e+06	2.51699e+06	2.57955e+06
P06993	P06993		malT		343475	411072	399523	367002	335061	527917
P06996	P06996		ompC		3.23782e+08	2.87432e+08	3.26926e+08	2.90406e+08	2.96196e+08	2.97105e+08
P06999	P06999		pfkB		1.38782e+06	1.489e+06	1.52012e+06	1.4024e+06	1.39156e+06	1.41872e+06
P07000	P07000		pldB		533589	531340	541443	582335	544769	514318
P07001	P07001		pntA		4.31522e+06	4.05581e+06	4.49062e+06	4.11137e+06	4.0511e+06	4.15319e+06
P07003	P07003		poxB		2.61023e+06	2.51598e+06	2.65062e+06	2.4532e+06	2.61845e+06	2.48909e+06
P07004	P07004		proA		2.05728e+07	2.01279e+07	2.02464e+07	1.98073e+07	2.02446e+07	1.92069e+07
P07012	P07012		prfB		9.28744e+06	9.20786e+06	8.93427e+06	9.07798e+06	9.43896e+06	8.73852e+06
P07014	P07014		sdhB		4.60533e+06	4.68727e+06	4.67296e+06	4.7126e+06	4.67595e+06	4.53172e+06
P07017	P07017		tar		4.91285e+06	5.02389e+06	5.0295e+06	4.87702e+06	4.82455e+06	4.25482e+06
P07021	P07021		yfiB		894602	882811	805814	924340	798572	677976
P07023	P07023		tyrA		2.61515e+06	2.66235e+06	2.78736e+06	2.88164e+06	2.48663e+06	2.46257e+06
P07024	P07024		ushA		4.98181e+06	5.11832e+06	5.14367e+06	4.98733e+06	5.22738e+06	5.32732e+06
P07026	P07026		sdiA		1.77613e+06	1.84819e+06	1.829e+06	1.80445e+06	1.73772e+06	2.14452e+06
P07118	P07118		valS		2.39641e+07	2.42382e+07	2.40815e+07	2.40527e+07	2.43478e+07	2.28773e+07
P07330	P07330		cheB		1.49725e+06	1.43513e+06	1.54213e+06	1.42714e+06	1.39959e+06	1.41012e+06
P07363	P07363		cheA		5.02109e+06	5.10766e+06	5.14066e+06	4.9466e+06	5.13436e+06	4.39031e+06
P07364	P07364		cheR		142431	160622	89492.1	140093	147741	
P07395	P07395		pheT		1.73153e+07	1.68418e+07	1.7203e+07	1.67271e+07	1.69619e+07	1.63434e+07
P07604	P07604		tyrR		5.9416e+06	5.66806e+06	5.78807e+06	5.78483e+06	5.69288e+06	6.31966e+06
P07639	P07639		aroB		3.3485e+06	3.57926e+06	3.47965e+06	3.46916e+06	3.48455e+06	3.03037e+06
P07648	P07648		recC		750521	805980	806154	758999	518124	645975
P07649	P07649		truA		1.9998e+06	2.0197e+06	1.91006e+06	1.92078e+06	1.9965e+06	2.11504e+06
P07650	P07650		deoA		7.58033e+06	7.46455e+06	7.6764e+06	7.50289e+06	7.39729e+06	7.25371e+06
P07658	P07658		fdhF		985774	958708	931279	984922	968521	1.01969e+06
P07762	P07762		glgB		2.74759e+06	2.75078e+06	2.77378e+06	2.77947e+06	2.70775e+06	2.78404e+06
P07813	P07813		leuS		1.82083e+07	1.84722e+07	1.82264e+07	1.81741e+07	1.84035e+07	1.69102e+07
P07821	P07821		fhuC		665634	502738	710306	656287	640743	667493
P07822	P07822		fhuD		372137	456225	384415	406850	425689	313836
P07862	P07862		ddlB		6.06815e+06	5.83418e+06	6.0791e+06	5.55496e+06	5.81443e+06	5.51613e+06
P07913	P07913		tdh		4.63099e+06	4.29202e+06	4.46063e+06	4.62514e+06	4.58585e+06	4.22707e+06
P08178	P08178		purM		2.50844e+06	2.38821e+06	2.56984e+06	2.42076e+06	2.49487e+06	2.30784e+06
P08179	P08179		purN		1.07662e+06	1.04282e+06	1.13142e+06	1.14241e+06	1.0847e+06	944040
P08189	P08189		fimF		1.31645e+06	1.07636e+06	977664	1.17206e+06	1.21239e+06	990038
P08190	P08190		fimG		2.45739e+06	2.40119e+06	2.37507e+06	1.88248e+06	2.31006e+06	1.91464e+06
P08191	P08191		fimH		3.18056e+06	2.90032e+06	3.09101e+06	2.77157e+06	2.83876e+06	3.57955e+06
P08192	P08192		folC		3.40238e+06	3.39738e+06	3.36476e+06	3.40288e+06	3.34636e+06	3.36546e+06
P08200	P08200		icd		2.46055e+07	2.51482e+07	2.37451e+07	2.37954e+07	2.44572e+07	2.15496e+07
P08201	P08201		nirB		4.97629e+06	4.93662e+06	4.82331e+06	4.88869e+06	4.82228e+06	5.05775e+06
P08244	P08244		pyrF		9.73842e+06	9.77755e+06	9.94975e+06	9.45712e+06	9.61906e+06	9.49499e+06
P08245	P08245		yciH		760147	707310	730144	817514	760281	582577
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				5.35383e+06	1.15099e+07	5.26294e+06	1.18881e+07	1.18336e+07	4.63562e+06
P08312	P08312		pheS		1.47212e+07	1.44826e+07	1.47041e+07	1.44136e+07	1.45974e+07	1.38617e+07
P08331	P08331		cpdB		2.54523e+06	2.48719e+06	2.59963e+06	2.52799e+06	2.55525e+06	2.50719e+06
P08337	P08337		mutT		1.17398e+06	905074	1.16172e+06	925777	820664	1.11471e+06
P08373	P08373		murB		1.85819e+06	1.82629e+06	1.78089e+06	1.79023e+06	1.82295e+06	1.93374e+06
P08390	P08390		usg		5.36472e+06	5.18866e+06	5.45134e+06	5.2371e+06	5.42262e+06	4.67493e+06
P08395	P08395		sppA		2.35721e+06	2.16887e+06	2.30354e+06	2.28543e+06	2.18959e+06	2.1692e+06
P08506	P08506		dacC		6.77053e+06	6.76917e+06	6.74578e+06	6.57488e+06	6.80845e+06	6.277e+06
P08622	P08622		dnaJ		6.19552e+06	6.22129e+06	6.17979e+06	6.08316e+06	6.17348e+06	6.04729e+06
P08660	P08660		lysC		2.66553e+06	2.74926e+06	2.76525e+06	2.76829e+06	2.6073e+06	2.99374e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				3.06778e+06	7.20437e+06	2.89373e+06	7.17474e+06	7.535e+06	2.97461e+06
P08839	P08839		ptsI		3.44317e+07	3.48218e+07	3.3675e+07	3.48023e+07	3.44807e+07	3.28071e+07
P08956	P08956		hsdR		2.29168e+06	2.47073e+06	2.35464e+06	2.43861e+06	2.30077e+06	2.14547e+06
P08957	P08957		hsdM		1.17774e+07	1.20421e+07	1.17519e+07	1.17965e+07	1.19586e+07	1.0966e+07
P08997	P08997		aceB		1.05774e+06	987017	966745	1.00955e+06	989096	929670
