Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P09126	P09126		hemD		1.39612e+06	1.42832e+06	1.50948e+06	1.58787e+06	1.48935e+06	1.53883e+06
P09127	P09127		hemX		1.16101e+07	1.15759e+07	1.17862e+07	1.1922e+07	1.21616e+07	1.20133e+07
P09147	P09147		galE		9.42236e+06	9.64494e+06	9.77122e+06	9.38512e+06	9.36977e+06	9.53025e+06
P09148	P09148		galT		2.04162e+06	2.15308e+06	2.11326e+06	2.05303e+06	2.1514e+06	2.08107e+06
P09152	P09152		narG		5.33426e+06	5.16714e+06	5.1846e+06	5.20855e+06	5.37093e+06	5.32983e+06
P09155	P09155		rnd		2.26874e+06	2.21741e+06	2.1873e+06	2.37926e+06	2.31302e+06	2.29902e+06
P09158	P09158		speE		7.09907e+06	6.87652e+06	7.09795e+06	7.17527e+06	7.07174e+06	7.20727e+06
P09169	P09169		ompT		5.69427e+06	5.6595e+06	5.90375e+06	5.80338e+06	5.62229e+06	5.95554e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				4.15395e+06	4.12577e+06	4.40894e+06	992196	1.0165e+06	943595
P09323	P09323		nagE		744358	626820	681410	819055	622785	732987
P09348	P09348		motA		1.02707e+06	911358	1.01556e+06	1.11051e+06	1.07241e+06	1.06242e+06
P09372	P09372		grpE		4.76062e+07	4.77618e+07	4.88629e+07	4.73349e+07	4.87201e+07	4.70762e+07
P09373	P09373		pflB		2.97631e+08	2.99883e+08	3.0542e+08	2.99153e+08	2.95139e+08	2.95138e+08
P09394	P09394		glpQ		5.90651e+06	5.8757e+06	5.82511e+06	5.85709e+06	5.87484e+06	5.91327e+06
P09424	P09424		mtlD		2.44472e+06	2.48676e+06	2.52772e+06	2.35935e+06	2.29953e+06	2.29484e+06
P09546	P09546		putA		1.8666e+06	1.76021e+06	1.87654e+06	1.89122e+06	1.87411e+06	1.95297e+06
P09549	P09549		dedD		1.47398e+06	1.4687e+06	1.4546e+06	1.48572e+06	1.62286e+06	1.4969e+06
P09831	P09831		gltB		4.61455e+06	4.70546e+06	4.70978e+06	4.61832e+06	4.63263e+06	4.74634e+06
P09832	P09832		gltD		2.9418e+06	2.90222e+06	3.16359e+06	3.09682e+06	3.08344e+06	3.1115e+06
P09996	P09996		yidB		495530	482050	584558	409207	435394	420084
P0A698	P0A698		uvrA		2.69326e+06	2.71992e+06	2.62686e+06	2.59475e+06	2.71788e+06	2.71686e+06
P0A6A0	P0A6A0		ubiB		1.66996e+06	1.71999e+06	1.57503e+06	1.7739e+06	1.60509e+06	1.6297e+06
P0A6A3	P0A6A3		ackA		1.86876e+08	1.91286e+08	1.92707e+08	1.88606e+08	1.86732e+08	1.88164e+08
P0A6A8	P0A6A8		acpP		1.51026e+08	1.49686e+08	1.54521e+08	1.59147e+08	1.59386e+08	1.66703e+08
P0A6B4	P0A6B4		alr		3.40697e+06	3.37042e+06	3.31934e+06	3.43044e+06	3.44416e+06	3.34815e+06
P0A6B7	P0A6B7		iscS		1.28985e+07	1.26917e+07	1.29861e+07	1.27369e+07	1.28743e+07	1.31386e+07
P0A6C1	P0A6C1		nfo		2.15126e+06	2.08593e+06	2.20929e+06	2.27662e+06	2.14893e+06	2.22265e+06
P0A6D0	P0A6D0		argR		1.49768e+06	1.53234e+06	1.64335e+06	1.71083e+06	1.54054e+06	1.62161e+06
P0A6D3	P0A6D3		aroA		5.63725e+06	5.65441e+06	5.42344e+06	5.24651e+06	5.33783e+06	5.52125e+06
P0A6D7	P0A6D7		aroK		8.07481e+06	8.18323e+06	8.25728e+06	7.9995e+06	8.03964e+06	8.08527e+06
P0A6E4	P0A6E4		argG		833118	922308	824422	908768	682091	900666
P0A6E6	P0A6E6		atpC		8.30175e+06	8.57407e+06	8.53626e+06	7.827e+06	8.14119e+06	8.28998e+06
P0A6E9	P0A6E9		bioD2		5.1256e+06	5.79206e+06	5.8469e+06	6.00356e+06	5.77997e+06	6.07456e+06
P0A6F1	P0A6F1		carA		7.79144e+06	7.93047e+06	7.89664e+06	7.79911e+06	7.93269e+06	7.99238e+06
P0A6F3	P0A6F3		glpK		4.65958e+06	4.51766e+06	4.61969e+06	4.48168e+06	4.52489e+06	4.61091e+06
P0A6F5	P0A6F5		groL		8.89584e+07	8.76436e+07	9.01029e+07	8.82616e+07	8.8393e+07	8.86991e+07
P0A6F9	P0A6F9		groS		8.79629e+07	9.74349e+07	9.12931e+07	1.0883e+08	1.03634e+08	1.08127e+08
P0A6G3	P0A6G3		pncC		3.52222e+06	3.54338e+06	3.63056e+06	3.59508e+06	3.38017e+06	3.22711e+06
P0A6G7	P0A6G7		clpP		2.34902e+07	2.3721e+07	2.368e+07	2.27434e+07	2.35562e+07	2.31153e+07
P0A6H1	P0A6H1		clpX		2.74451e+07	2.74236e+07	2.79113e+07	2.71674e+07	2.65495e+07	2.70647e+07
P0A6H5	P0A6H5		hslU		2.30782e+07	2.3506e+07	2.2894e+07	2.31873e+07	2.34183e+07	2.34591e+07
P0A6H8	P0A6H8		cls		595922	544704	606622	547002	585441	552960
P0A6I0	P0A6I0		cmk		1.08485e+07	1.07505e+07	1.09188e+07	1.08013e+07	1.1108e+07	1.10596e+07
P0A6I3	P0A6I3		coaA		3.34469e+06	3.4564e+06	3.29446e+06	3.43791e+06	3.59496e+06	3.48492e+06
P0A6I6	P0A6I6		coaD		536007	570543	618210	612914	558597	624292
P0A6I9	P0A6I9		coaE		3.06146e+06	3.57974e+06	3.52889e+06	3.65067e+06	3.73543e+06	3.48666e+06
P0A6J1	P0A6J1		cysC		1.60992e+06	1.64064e+06	1.56518e+06	1.6802e+06	1.66844e+06	1.61591e+06
P0A6J5	P0A6J5		dadA		861789	784740	902511	931249	877475	884708
P0A6J8	P0A6J8		ddlA		1.44439e+07	1.4563e+07	1.44609e+07	1.42051e+07	1.40635e+07	1.43134e+07
P0A6K1	P0A6K1		dapF		680777	729812	709292	597213	641368	707339
P0A6K3	P0A6K3		def		1.13403e+07	1.10134e+07	1.10579e+07	1.1373e+07	1.13687e+07	1.15045e+07
P0A6K6	P0A6K6		deoB		1.84637e+07	1.86568e+07	1.90104e+07	1.86931e+07	1.88142e+07	1.89685e+07
P0A6L0	P0A6L0		deoC		1.32398e+07	1.31497e+07	1.31931e+07	1.32155e+07	1.3223e+07	1.33236e+07
P0A6L2	P0A6L2		dapA		2.94754e+07	3.02596e+07	3.02318e+07	3.03378e+07	2.99959e+07	3.03108e+07
P0A6L4	P0A6L4		nanA		916580	831793	826088	905841	853749	825029
P0A6L7	P0A6L7		uxaB		1.39076e+06	1.50033e+06	1.38585e+06	1.43517e+06	1.45296e+06	1.441e+06
P0A6L9	P0A6L9		hscB		4.86256e+06	4.6791e+06	4.9923e+06	4.7389e+06	5.46586e+06	4.82475e+06
P0A6M4	P0A6M4		dtd		2.15853e+06	2.33934e+06	2.10486e+06	2.23061e+06	2.24112e+06	2.37204e+06
P0A6M8	P0A6M8		fusA		1.37944e+08	1.41008e+08	1.42708e+08	1.44369e+08	1.4106e+08	1.4344e+08
P0A6N4	P0A6N4		efp		6.69571e+07	6.83013e+07	6.58129e+07	6.44275e+07	6.48632e+07	6.52592e+07
P0A6N8	P0A6N8		yeiP		1.50679e+07	1.47576e+07	1.52028e+07	1.55227e+07	1.52018e+07	1.57562e+07
P0A6P1	P0A6P1		tsf		2.08648e+08	2.08019e+08	2.14116e+08	2.17875e+08	2.15002e+08	2.19737e+08
P0A6P5	P0A6P5		der		4.6574e+06	4.96318e+06	4.59277e+06	4.67093e+06	4.5354e+06	4.51493e+06
P0A6P7	P0A6P7		engB		8.77958e+06	8.36839e+06	8.6973e+06	8.7373e+06	8.78466e+06	8.78746e+06
P0A6P9	P0A6P9		eno		1.65093e+08	1.68404e+08	1.7186e+08	1.73318e+08	1.68986e+08	1.7311e+08
P0A6Q3	P0A6Q3		fabA		1.37096e+07	1.38539e+07	1.36931e+07	1.35137e+07	1.3526e+07	1.32477e+07
P0A6Q6	P0A6Q6		fabZ		2.14174e+07	2.20663e+07	2.06182e+07	1.91357e+07	1.99854e+07	1.94215e+07
P0A6R0	P0A6R0		fabH		1.80743e+07	1.77765e+07	1.8871e+07	1.70911e+07	1.72407e+07	1.62032e+07
P0A6R3	P0A6R3		fis		6.26595e+06	5.26334e+06	5.96802e+06	5.07626e+06	5.64424e+06	5.22691e+06
P0A6S0	P0A6S0		flgH		1.6875e+06	1.6606e+06	1.65729e+06	1.78982e+06	1.73445e+06	1.78132e+06
P0A6S7	P0A6S7		gpsA		6.47477e+06	6.50313e+06	6.30886e+06	6.662e+06	6.51657e+06	6.70006e+06
P0A6T1	P0A6T1		pgi		5.14433e+07	5.17355e+07	5.23499e+07	5.01793e+07	5.18193e+07	5.12325e+07
P0A6T3	P0A6T3		galK		4.48369e+06	4.56113e+06	4.66857e+06	4.81839e+06	4.84361e+06	4.84764e+06
P0A6T5	P0A6T5		folE		4.97853e+06	4.75095e+06	5.03635e+06	4.86954e+06	4.75649e+06	4.82831e+06
P0A6T9	P0A6T9		gcvH		2.22727e+06	2.16396e+06	2.13727e+06	2.05372e+06	2.20311e+06	2.07018e+06
P0A6U3	P0A6U3		mnmG		6.70369e+06	6.71474e+06	6.79809e+06	6.76614e+06	6.71743e+06	6.85764e+06
P0A6U5	P0A6U5		rsmG		5.90525e+06	5.6669e+06	5.87673e+06	5.55397e+06	6.13096e+06	6.1565e+06
P0A6U8	P0A6U8		glgA		3.10787e+06	3.08954e+06	2.99567e+06	3.10789e+06	3.10731e+06	3.14242e+06
P0A6V1	P0A6V1		glgC		7.23361e+06	7.18681e+06	7.6589e+06	7.53259e+06	7.63504e+06	7.80043e+06
P0A6V8	P0A6V8		glk		9.77033e+06	9.84967e+06	9.82866e+06	9.95226e+06	9.82441e+06	9.9277e+06
P0A6W0	P0A6W0		glsA2		983827	1.01893e+06	898680	1.06076e+06	928564	844160
P0A6W3	P0A6W3		mraY		1.37619e+06	1.53779e+06	1.36364e+06	1.44446e+06	1.48275e+06	1.54007e+06
P0A6W5	P0A6W5		greA		2.42128e+07	2.4686e+07	2.3836e+07	2.42445e+07	2.41998e+07	2.47182e+07
P0A6W9	P0A6W9		gshA		5.47367e+06	5.488e+06	5.62475e+06	5.55087e+06	5.58401e+06	5.51133e+06
P0A6X1	P0A6X1		hemA		846307	737084	894501	990125	789475	910460
P0A6X3	P0A6X3		hfq		937252	1.05231e+06	1.17722e+06	1.029e+06	1.04465e+06	1.05409e+06
P0A6X7	P0A6X7		ihfA		5.11194e+07	5.26261e+07	5.40991e+07	4.87981e+07	4.93294e+07	4.62762e+07
P0A6Y1	P0A6Y1		ihfB		1.07469e+07	1.06655e+07	1.09731e+07	1.02004e+07	9.42202e+06	1.06607e+07
P0A6Y5	P0A6Y5		hslO		7.07962e+06	6.96883e+06	7.04464e+06	7.18214e+06	7.14437e+06	7.02408e+06
P0A6Y8	P0A6Y8		dnaK		4.21418e+07	4.23175e+07	4.36513e+07	4.23449e+07	4.13339e+07	4.17474e+07
P0A6Z1	P0A6Z1		hscA		4.31925e+06	4.33246e+06	4.27428e+06	4.48366e+06	4.35046e+06	4.43062e+06
P0A6Z3	P0A6Z3		htpG		2.69914e+07	2.6409e+07	2.70256e+07	2.68458e+07	2.66091e+07	2.66864e+07
P0A6Z6	P0A6Z6		nikR		1.28835e+06	1.22915e+06	1.0759e+06	1.05337e+06	1.08657e+06	1.14457e+06
P0A705	P0A705		infB		2.34255e+07	2.31671e+07	2.35162e+07	2.27726e+07	2.28999e+07	2.32336e+07
P0A707	P0A707		infC		4.86686e+07	5.08077e+07	5.04825e+07	4.9287e+07	4.9919e+07	4.89287e+07
P0A715	P0A715		kdsA		1.94725e+07	1.90604e+07	1.90152e+07	1.92528e+07	1.93742e+07	1.96179e+07
P0A717	P0A717		prs		2.41138e+07	2.568e+07	2.60035e+07	2.47815e+07	2.36016e+07	2.43486e+07
P0A720	P0A720		tmk		2.82317e+06	3.03248e+06	2.85616e+06	2.80416e+06	2.86831e+06	2.7997e+06
P0A722	P0A722		lpxA		8.51796e+06	8.45657e+06	8.43656e+06	8.43678e+06	8.58206e+06	8.61171e+06
P0A725	P0A725		lpxC		3.8335e+06	3.58276e+06	3.5781e+06	3.53463e+06	4.14589e+06	3.94886e+06
P0A729	P0A729		yceF		2.48218e+06	2.38437e+06	2.4632e+06	2.34433e+06	2.41204e+06	2.34832e+06
P0A731	P0A731		mgsA		3.89982e+06	3.8172e+06	4.02784e+06	3.69953e+06	3.85363e+06	4.28312e+06
P0A734	P0A734		minE		3.53905e+07	3.25346e+07	3.27351e+07	3.34852e+07	3.41522e+07	3.43816e+07
P0A738	P0A738		moaC		1.13371e+06	1.06731e+06	1.07221e+06	1.06445e+06	1.04259e+06	1.03873e+06
P0A744	P0A744		msrA		4.98533e+06	4.25351e+06	4.88686e+06	4.36284e+06	5.0351e+06	4.89746e+06
P0A746	P0A746		msrB		1.3409e+06	1.37628e+06	1.38033e+06	1.45221e+06	1.51982e+06	1.57539e+06
P0A749	P0A749		murA		1.18926e+07	1.16858e+07	1.15428e+07	1.16703e+07	1.20128e+07	1.16481e+07
P0A752	P0A752		nadD		600298	625297	565638	555253	588690	509351
P0A759	P0A759		nagB		4.14594e+06	3.9504e+06	3.98422e+06	4.24002e+06	4.3252e+06	4.10514e+06
P0A763	P0A763		ndk		1.41003e+07	1.39538e+07	1.40289e+07	1.43927e+07	1.43449e+07	1.48309e+07
P0A780	P0A780		nusB		1.26523e+07	1.26877e+07	1.20306e+07	1.18912e+07	1.1923e+07	1.17595e+07
P0A784	P0A784		orn		3.3358e+06	3.42884e+06	3.29406e+06	3.53624e+06	3.54289e+06	3.4947e+06
P0A786	P0A786		pyrB		2.68022e+06	2.5492e+06	2.53359e+06	2.6857e+06	2.62196e+06	2.72992e+06
P0A790	P0A790		panD		9.44072e+06	8.55698e+06	9.88689e+06	9.97554e+06	9.77948e+06	9.97995e+06
P0A794	P0A794		pdxJ		8.5226e+06	8.39673e+06	8.03255e+06	8.22015e+06	8.25296e+06	8.21382e+06
P0A796	P0A796		pfkA		2.30851e+07	2.23218e+07	2.2708e+07	2.22377e+07	2.2205e+07	2.22741e+07
P0A799	P0A799		pgk		3.66829e+08	3.82195e+08	3.77961e+08	3.76767e+08	3.73381e+08	3.73107e+08
P0A7A2	P0A7A2		gpmB		3.69257e+06	3.5619e+06	3.70966e+06	3.67454e+06	3.333e+06	3.38164e+06
P0A7A5	P0A7A5		pcm		1.41811e+06	1.25555e+06	1.40995e+06	1.32672e+06	1.32599e+06	1.41864e+06
P0A7A7	P0A7A7		plsB		2.89986e+06	2.9101e+06	2.79429e+06	2.78808e+06	2.68691e+06	2.69609e+06
P0A7A9	P0A7A9		ppa		8.82002e+07	9.08177e+07	8.81285e+07	9.04464e+07	8.95962e+07	8.91599e+07
P0A7B1	P0A7B1		ppk		1.52858e+06	1.62245e+06	1.57925e+06	1.62646e+06	1.57123e+06	1.5129e+06
P0A7B5	P0A7B5		proB		5.62197e+06	5.27703e+06	5.34309e+06	5.56046e+06	5.58124e+06	5.46852e+06
P0A7B8	P0A7B8		hslV		1.4785e+07	1.62e+07	1.36943e+07	1.5806e+07	1.43082e+07	1.52806e+07
P0A7C2	P0A7C2		lexA		4.5689e+06	4.66476e+06	4.43538e+06	4.55935e+06	4.48621e+06	4.74195e+06
P0A7C6	P0A7C6		pepE		5.85779e+06	5.71331e+06	5.82216e+06	6.00405e+06	5.83736e+06	6.1282e+06
P0A7D1	P0A7D1		pth		7.36018e+06	7.20612e+06	7.33257e+06	7.63632e+06	7.4172e+06	7.43192e+06
P0A7D4	P0A7D4		purA		3.58917e+07	3.61156e+07	3.53836e+07	3.6748e+07	3.62075e+07	3.62723e+07
P0A7D7	P0A7D7		purC		7.38604e+06	7.74087e+06	7.62795e+06	7.38056e+06	7.28461e+06	7.18062e+06
P0A7E1	P0A7E1		pyrD		7.78376e+06	7.43391e+06	7.21749e+06	7.46459e+06	7.37122e+06	7.29141e+06
P0A7E3	P0A7E3		pyrE		5.10346e+06	4.97357e+06	5.04044e+06	5.03033e+06	4.96929e+06	4.96575e+06
P0A7E5	P0A7E5		pyrG		1.61692e+07	1.63349e+07	1.60275e+07	1.65522e+07	1.63246e+07	1.65224e+07
P0A7E9	P0A7E9		pyrH		7.55234e+06	7.9527e+06	8.29588e+06	7.80751e+06	7.82168e+06	8.10044e+06
P0A7F3	P0A7F3		pyrI		2.08045e+06	1.99564e+06	2.09917e+06	2.06163e+06	2.05348e+06	2.0385e+06
P0A7F6	P0A7F6		speD		2.13251e+06	2.07036e+06	2.10793e+06	1.95665e+06	2.01699e+06	2.0966e+06
P0A7F9	P0A7F9		queA		3.69714e+06	3.59993e+06	3.77467e+06	3.80263e+06	3.71036e+06	3.86723e+06
P0A7G2	P0A7G2		rbfA		2.6459e+07	2.49798e+07	2.5522e+07	2.6143e+07	2.72868e+07	2.65517e+07
P0A7G6	P0A7G6		recA		1.06891e+07	1.04045e+07	1.05802e+07	1.07368e+07	1.08913e+07	1.05209e+07
P0A7H6	P0A7H6		recR		942004	919430	849477	917139	930388	1.05702e+06
P0A7I0	P0A7I0		prfA		4.01872e+06	3.94968e+06	4.01232e+06	3.98293e+06	4.07585e+06	4.02274e+06
P0A7I4	P0A7I4		prfC		5.81755e+06	5.7179e+06	5.70325e+06	5.65361e+06	5.60492e+06	5.67575e+06
P0A7I7	P0A7I7		ribA		9.08968e+06	9.09754e+06	9.66616e+06	9.3034e+06	8.82484e+06	9.55745e+06
P0A7J0	P0A7J0		ribB		1.37198e+07	1.3306e+07	1.36539e+07	1.29725e+07	1.30596e+07	1.31491e+07
P0A7J3	P0A7J3		rplJ		4.95667e+08	5.06277e+08	5.04588e+08	5.00013e+08	5.01659e+08	4.94847e+08
P0A7J7	P0A7J7		rplK		1.31722e+08	1.34926e+08	1.30449e+08	1.36426e+08	1.37719e+08	1.35974e+08
P0A7K2	P0A7K2		rplL		1.5726e+08	1.59803e+08	1.57996e+08	1.41563e+08	1.41891e+08	1.41044e+08
P0A7K6	P0A7K6		rplS		6.23788e+07	5.92591e+07	6.25041e+07	6.49063e+07	6.42129e+07	6.50968e+07
P0A7L0	P0A7L0		rplA		2.44703e+08	2.58237e+08	2.4173e+08	2.20456e+08	2.30258e+08	2.29216e+08
P0A7L3	P0A7L3		rplT		4.44894e+07	4.44855e+07	4.41356e+07	4.03728e+07	4.20653e+07	4.17932e+07
P0A7L8	P0A7L8		rpmA		1.18846e+08	1.21911e+08	1.20428e+08	1.28547e+08	1.22961e+08	1.27399e+08
P0A7M2	P0A7M2		rpmB		8.19175e+07	8.24782e+07	8.03123e+07	8.07129e+07	8.09972e+07	7.78783e+07
P0A7M6	P0A7M6		rpmC		2.72595e+07	2.86621e+07	2.81733e+07	2.30498e+07	2.27243e+07	2.26758e+07
P0A7M9	P0A7M9		rpmE		3.88784e+07	3.63527e+07	3.92208e+07	3.91043e+07	3.93517e+07	3.97933e+07
P0A7N4	P0A7N4		rpmF		3.59112e+07	3.30094e+07	3.60194e+07	3.54537e+07	3.62933e+07	3.5384e+07
P0A7N9	P0A7N9		rpmG		1.10114e+08	1.1298e+08	1.12813e+08	1.22394e+08	1.22958e+08	1.20575e+08
P0A7P5	P0A7P5		rpmH		2.56056e+07	2.88044e+07	2.73599e+07	2.81758e+07	2.70794e+07	2.70655e+07
P0A7Q1	P0A7Q1		rpmI		1.63739e+07	1.49031e+07	1.49693e+07	1.79633e+07	1.88152e+07	1.99869e+07
P0A7R1	P0A7R1		rplI		3.20387e+08	3.19067e+08	3.22301e+08	3.42594e+08	3.31341e+08	3.3816e+08
P0A7R5	P0A7R5		rpsJ		1.4654e+08	1.39512e+08	1.48438e+08	1.4803e+08	1.45609e+08	1.49283e+08
P0A7R9	P0A7R9		rpsK		1.02888e+08	9.89818e+07	1.0358e+08	1.09414e+08	1.08415e+08	1.09585e+08
P0A7S3	P0A7S3		rpsL		8.13689e+07	7.7844e+07	8.12361e+07	8.05939e+07	8.38709e+07	8.12899e+07
P0A7S9	P0A7S9		rpsM		3.72733e+07	3.73772e+07	3.68092e+07	3.44301e+07	3.47976e+07	3.4663e+07
P0A7T3	P0A7T3		rpsP		8.80952e+07	8.72956e+07	8.69927e+07	8.79765e+07	8.60003e+07	8.64094e+07
P0A7T7	P0A7T7		rpsR		4.41469e+07	4.75814e+07	4.63609e+07	4.80471e+07	4.77983e+07	4.69429e+07
P0A7U3	P0A7U3		rpsS		1.40106e+08	1.41948e+08	1.40183e+08	1.44086e+08	1.45558e+08	1.43302e+08
P0A7U7	P0A7U7		rpsT		3.01587e+07	2.88778e+07	3.03664e+07	2.92005e+07	3.06687e+07	2.90107e+07
P0A7V0	P0A7V0		rpsB		1.22377e+08	1.24947e+08	1.21354e+08	1.18559e+08	1.19966e+08	1.18557e+08
P0A7V3	P0A7V3		rpsC		9.23669e+07	9.31675e+07	9.42244e+07	9.48044e+07	9.45547e+07	9.35317e+07
P0A7V8	P0A7V8		rpsD		1.96711e+08	2.04068e+08	2.00669e+08	2.06596e+08	1.98346e+08	2.01925e+08
P0A7W1	P0A7W1		rpsE		2.27796e+08	2.33995e+08	2.29898e+08	2.37155e+08	2.38191e+08	2.36248e+08
P0A7W7	P0A7W7		rpsH		2.59469e+07	2.60172e+07	2.63438e+07	2.61474e+07	2.7261e+07	2.63775e+07
P0A7X3	P0A7X3		rpsI		7.41101e+07	7.16178e+07	7.2533e+07	7.26428e+07	7.26213e+07	7.08948e+07
P0A7X6	P0A7X6		rimM		6.73776e+06	6.10148e+06	6.52016e+06	6.38992e+06	6.53131e+06	6.43888e+06
P0A7Y0	P0A7Y0		rnc		6.85385e+06	6.5912e+06	6.76817e+06	7.04138e+06	6.87454e+06	6.94129e+06
P0A7Y4	P0A7Y4		rnhA		30350.5					
P0A7Y8	P0A7Y8		rnpA		1.99388e+06	1.68523e+06	1.87981e+06	1.94307e+06	2.03279e+06	2.05987e+06
P0A7Z0	P0A7Z0		rpiA		2.17005e+07	2.15778e+07	2.18219e+07	2.15788e+07	2.22245e+07	2.18562e+07
P0A7Z4	P0A7Z4		rpoA		8.25984e+07	8.40651e+07	8.3498e+07	8.52824e+07	8.32935e+07	8.44895e+07
P0A800	P0A800		rpoZ		4.25158e+07	4.35779e+07	4.3229e+07	4.74348e+07	4.57953e+07	4.68361e+07
P0A805	P0A805		frr		3.44964e+07	3.63931e+07	3.66237e+07	3.41614e+07	3.33891e+07	3.49767e+07
P0A809	P0A809		ruvA		1.47472e+06	1.87831e+06	1.70148e+06	1.79457e+06	1.43224e+06	1.63088e+06
P0A812	P0A812		ruvB		1.16827e+06	1.16385e+06	1.08766e+06	1.27828e+06	1.31394e+06	1.28943e+06
P0A817	P0A817		metK		1.0688e+07	1.0232e+07	1.07713e+07	1.0246e+07	1.04073e+07	1.03724e+07
P0A821	P0A821		selA		1.9509e+06	1.89372e+06	1.89402e+06	1.94615e+06	1.83113e+06	1.94163e+06
P0A823	P0A823		sfsA		718786	733316	751266	855230	827363	787455
P0A825	P0A825		glyA		2.22394e+07	2.17577e+07	2.22877e+07	2.23288e+07	2.29612e+07	2.25727e+07
P0A832	P0A832		smpB		4.38548e+06	4.35539e+06	4.49374e+06	4.19477e+06	4.24706e+06	4.24875e+06
P0A836	P0A836		sucC		8.65804e+06	8.7044e+06	8.66165e+06	8.81318e+06	8.6626e+06	8.69037e+06
P0A840	P0A840		surE		1.72774e+06	1.73728e+06	1.76124e+06	1.62153e+06	1.68272e+06	1.70702e+06
P0A843	P0A843		tatE		8.3493e+06	8.84763e+06	8.36963e+06	9.0812e+06	9.09184e+06	9.21639e+06
P0A847	P0A847		tgt		3.9506e+06	3.96757e+06	4.06744e+06	3.88324e+06	3.95688e+06	3.97823e+06
P0A850	P0A850		tig		1.22048e+08	1.22551e+08	1.24369e+08	1.22438e+08	1.22912e+08	1.22571e+08
P0A853	P0A853		tnaA		3.11205e+06	3.16367e+06	3.07406e+06	3.20861e+06	3.07216e+06	3.13346e+06
P0A855	P0A855		tolB		1.68003e+07	1.59002e+07	1.68316e+07	1.77773e+07	1.78174e+07	1.78035e+07
P0A858	P0A858		tpiA		8.31969e+07	8.3265e+07	8.35597e+07	7.48418e+07	7.67735e+07	7.30393e+07
P0A862	P0A862		tpx		3.98047e+07	4.26492e+07	4.13105e+07	4.12857e+07	4.02238e+07	4.09262e+07
P0A867	P0A867		talA		5.28263e+06	5.27821e+06	5.2416e+06	5.20667e+06	5.06937e+06	5.15213e+06
P0A870	P0A870		talB		4.81451e+07	4.79462e+07	4.82175e+07	4.96464e+07	4.98146e+07	4.94864e+07
P0A873	P0A873		trmD		3.76706e+06	3.92921e+06	3.81667e+06	3.88363e+06	3.9067e+06	3.86224e+06
P0A877	P0A877		trpA		1.64608e+06	1.66185e+06	1.72958e+06	1.79458e+06	1.68504e+06	1.77644e+06
P0A879	P0A879		trpB		525050	539406	515877	638546	507742	506897
P0A881	P0A881		trpR		2.10284e+06	2.10866e+06	2.05699e+06	2.25337e+06	1.96033e+06	2.00604e+06
P0A884	P0A884		thyA		5.73184e+06	5.73644e+06	5.69956e+06	5.53626e+06	5.72623e+06	5.55525e+06
P0A887	P0A887		ubiE		1.0308e+07	1.05554e+07	1.04975e+07	1.06955e+07	1.06851e+07	1.06148e+07
P0A890	P0A890		tusA		2.17e+06	2.28653e+06	2.05725e+06	2.19746e+06	2.01511e+06	2.11982e+06
P0A894	P0A894		yhbJ		2.10133e+06	1.9863e+06	1.99277e+06	2.10959e+06	2.13284e+06	1.98416e+06
P0A898	P0A898		ybeY		3.4305e+06	3.24174e+06	3.49271e+06	3.40044e+06	3.44889e+06	3.46616e+06
P0A8A0	P0A8A0		yebC		3.2358e+06	3.00113e+06	3.12428e+06	2.61824e+06	2.92919e+06	2.98094e+06
P0A8A2	P0A8A2		yeeN		8.73216e+06	8.86493e+06	8.81151e+06	9.5554e+06	8.9714e+06	9.40881e+06
P0A8A4	P0A8A4		ppsR		2.10013e+06	2.09283e+06	2.02444e+06	2.18499e+06	2.06537e+06	2.07997e+06
P0A8A8	P0A8A8		rimP		1.68498e+07	1.53985e+07	1.66855e+07	1.51112e+07	1.60599e+07	1.66441e+07
P0A8B2	P0A8B2		yfcN		1.51872e+06	1.65695e+06	1.58663e+06	1.55987e+06	1.61434e+06	1.57324e+06
P0A8B5	P0A8B5		ybaB		2.39428e+06	2.16537e+06	2.28065e+06	1.95409e+06	2.13676e+06	1.95897e+06
P0A8C1	P0A8C1		ybjQ		1.22427e+06	1.20808e+06	1.77513e+06	1.5911e+06	1.10415e+06	1.35113e+06
P0A8C4	P0A8C4		ygfB		3.55073e+06	3.6739e+06	3.7737e+06	3.46225e+06	3.50192e+06	3.48203e+06
P0A8D0	P0A8D0		nrdR		4.2909e+06	4.37214e+06	4.48053e+06	4.28339e+06	4.42488e+06	4.42937e+06
