Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P00490	P00490		malP		5.857e+06	5.79201e+06	5.67804e+06	5.80995e+06	5.71583e+06	5.69538e+06
P00509	P00509		aspC		1.80847e+07	1.77272e+07	1.78182e+07	1.82143e+07	1.82381e+07	1.87505e+07
P00547	P00547		thrB		1.08691e+06	1.0897e+06	830138	898435	822259	927137
P00550	P00550		mtlA		506127	572585	569986	441774	463604	513016
P00561	P00561		thrA		1.97752e+06	1.83958e+06	1.87189e+06	1.80893e+06	1.77676e+06	1.85757e+06
P00562	P00562		metL		2.68016e+06	2.68218e+06	2.57489e+06	2.82331e+06	2.72099e+06	2.76172e+06
P00579	P00579		rpoD		8.83776e+06	8.56059e+06	8.77242e+06	8.28891e+06	8.30031e+06	8.52218e+06
P00582	P00582		polA		3.56683e+06	3.53465e+06	3.59423e+06	3.53318e+06	3.58659e+06	3.55066e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				3.60167e+06	3.82193e+06	3.82999e+06	6.69966e+06	6.73705e+06	6.27187e+06
P00803	P00803		lepB		5.03917e+06	4.9858e+06	5.35841e+06	5.11372e+06	5.2716e+06	5.14798e+06
P00805	P00805		ansB		2.02462e+07	2.00672e+07	2.01954e+07	1.99085e+07	1.97414e+07	1.99682e+07
P00811	P00811		ampC		1.00833e+06	973398	965558	980779	954783	1.0137e+06
P00864	P00864		ppc		1.07223e+07	1.04046e+07	1.05712e+07	1.05132e+07	1.03402e+07	1.04495e+07
P00887	P00887		aroH		1.44825e+06	1.36791e+06	1.4304e+06	1.52422e+06	1.63394e+06	1.57282e+06
P00888	P00888		aroF		2.06159e+06	2.06692e+06	2.16073e+06	2.19647e+06	2.08865e+06	2.19288e+06
P00892	P00892		ilvG			299849		410120	409068	433856
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				7.0651e+06	6.90116e+06	7.09452e+06	1.29828e+07	1.29565e+07	1.27298e+07
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				1.4202e+07	1.3704e+07	1.39444e+07	2.67038e+07	2.67848e+07	2.62326e+07
P00934	P00934		thrC		4.67677e+06	4.68618e+06	4.66998e+06	4.72437e+06	4.57171e+06	4.54698e+06
P00935	P00935		metB		642656	579675	609391	575611	748934	613679
P00946	P00946		manA		1.14318e+07	1.12438e+07	1.14951e+07	1.14042e+07	1.14964e+07	1.1231e+07
P00954	P00954		trpS		1.43652e+07	1.44939e+07	1.48034e+07	1.44891e+07	1.44685e+07	1.39051e+07
P00956	P00956		ileS		2.06053e+07	2.04326e+07	2.04471e+07	2.01863e+07	2.01685e+07	1.98828e+07
P00957	P00957		alaS		1.75096e+07	1.75658e+07	1.74957e+07	1.74694e+07	1.74117e+07	1.74108e+07
P00959	P00959		metG		1.90159e+07	1.93251e+07	1.95128e+07	1.96518e+07	1.97499e+07	1.93873e+07
P00960	P00960		glyQ		4.86331e+06	4.68727e+06	4.84308e+06	4.62997e+06	4.85488e+06	4.6888e+06
P00961	P00961		glyS		1.42301e+07	1.41173e+07	1.39678e+07	1.36721e+07	1.38098e+07	1.38336e+07
P00962	P00962		glnS		1.437e+07	1.45115e+07	1.46116e+07	1.44176e+07	1.42866e+07	1.40841e+07
P00963	P00963		asnA		2.44874e+07	2.4826e+07	2.49986e+07	2.45709e+07	2.49619e+07	2.44291e+07
P00968	P00968		carB		4.81915e+06	4.94385e+06	4.75799e+06	4.84444e+06	4.77831e+06	4.93479e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				1.05501e+07	1.08359e+07	1.07377e+07	1.89686e+07	1.95013e+07	1.8742e+07
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				1.40414e+07	1.17056e+07	1.44604e+07	2.36003e+07	2.51399e+07	2.43214e+07
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				7.05839e+06	7.03865e+06	7.20666e+06	1.33105e+07	1.31853e+07	1.31221e+07
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				1.30687e+07	1.28624e+07	1.29269e+07	2.46647e+07	2.43573e+07	2.43672e+07
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				5.21419e+06	5.07504e+06	4.78328e+06	8.80257e+06	9.58131e+06	8.93903e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				1.89181e+07	1.86824e+07	1.95248e+07	3.57653e+07	3.65152e+07	3.5314e+07
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				3.96244e+06	3.92512e+06	4.14371e+06	7.44451e+06	7.42906e+06	7.32868e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				8.10252e+06	8.08702e+06	8.26379e+06	1.51117e+07	1.51745e+07	1.52406e+07
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				1.07879e+07	1.12473e+07	1.03873e+07	2.06742e+07	2.08112e+07	2.10743e+07
P02358	P02358		rpsF		8.12098e+07	8.12929e+07	8.21575e+07	7.98643e+07	7.61576e+07	7.816e+07
P02359	P02359		rpsG		1.2826e+08	1.30206e+08	1.2759e+08	1.23949e+08	1.23399e+08	1.22271e+08
P02413	P02413		rplO		1.48046e+08	1.47415e+08	1.50505e+08	1.46311e+08	1.45178e+08	1.51032e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				1.04724e+06	1.09284e+06	1.09523e+06	2.10178e+06	2.10628e+06	2.1509e+06
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				2.81e+06	2.90767e+06	2.91457e+06	5.19915e+06	5.13018e+06	4.95028e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1.86644e+07	1.83279e+07	1.82552e+07	3.38661e+07	3.41525e+07	3.40228e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				1.01524e+07	1.00992e+07	1.01748e+07	1.8408e+07	1.8502e+07	1.82601e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				1.25044e+07	1.24442e+07	1.24123e+07	2.35329e+07	2.38359e+07	2.37757e+07
P02918	P02918		mrcA		1.01444e+06	1.05363e+06	983083	1.04578e+06	895697	937125
P02919	P02919		mrcB		1.8931e+06	1.6813e+06	1.80118e+06	1.96046e+06	1.84476e+06	1.7019e+06
P02925	P02925		rbsB		1.12197e+07	1.1298e+07	1.12274e+07	1.14908e+07	1.16583e+07	1.12997e+07
P02930	P02930		tolC		2.1985e+07	2.22444e+07	2.28462e+07	2.2237e+07	2.27067e+07	2.21186e+07
P02931	P02931		ompF		2.97267e+07	2.95063e+07	3.03364e+07	2.96458e+07	2.90258e+07	3.08775e+07
P02942	P02942		tsr		1.09372e+07	1.09019e+07	1.08992e+07	1.07801e+07	1.11975e+07	1.09971e+07
P02943	P02943		lamB		1.55679e+06	1.51768e+06	1.54674e+06	1.58508e+06	1.44818e+06	1.40925e+06
P03004	P03004		dnaA		2.06247e+06	2.01819e+06	1.93648e+06	2.02647e+06	1.99528e+06	2.01938e+06
P03018	P03018		uvrD		3.5318e+06	3.48114e+06	3.45143e+06	3.43886e+06	3.51572e+06	3.4438e+06
P03817	P03817		mioC		7.44152e+06	7.32349e+06	6.89278e+06	7.53252e+06	6.87689e+06	7.26932e+06
P03841	P03841		malM		1.02244e+07	1.01179e+07	1.01168e+07	1.03693e+07	1.03711e+07	1.00975e+07
P04036	P04036		dapB		5.53861e+06	5.65271e+06	5.48578e+06	5.18767e+06	5.34764e+06	5.12408e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1.1998e+07	1.19196e+07	1.18609e+07	2.17381e+07	2.13106e+07	2.18399e+07
P04079	P04079		guaA		1.95707e+07	1.96309e+07	1.96528e+07	1.88517e+07	1.90325e+07	1.85574e+07
P04335	P04335		frsA		4.54045e+06	4.44953e+06	4.62307e+06	4.6456e+06	4.52945e+06	4.47394e+06
P04425	P04425		gshB		5.71823e+06	5.5243e+06	5.68808e+06	5.31833e+06	5.257e+06	5.40419e+06
P04693	P04693		tyrB		3.96774e+06	4.24496e+06	3.89874e+06	3.95954e+06	4.20899e+06	4.16728e+06
P04805	P04805		gltX		2.2941e+07	2.32518e+07	2.35397e+07	2.35116e+07	2.32951e+07	2.32559e+07
P04825	P04825		pepN		1.51863e+07	1.49434e+07	1.50525e+07	1.51352e+07	1.53086e+07	1.55535e+07
P04846	P04846		nlpA		3.40046e+06	3.19276e+06	3.28706e+06	3.46406e+06	3.5395e+06	3.63582e+06
P04949	P04949		fliC		3.49982e+07	3.45294e+07	3.72444e+07	3.37471e+07	3.42519e+07	3.37428e+07
P04951	P04951		kdsB		6.30078e+06	6.23778e+06	6.18449e+06	6.51343e+06	6.33423e+06	6.5806e+06
P04982	P04982		rbsD		2.19279e+06	2.44844e+06	2.37355e+06	2.43292e+06	2.36863e+06	2.48561e+06
P04994	P04994		xseA		1.23288e+06	1.29459e+06	1.2638e+06	1.16114e+06	1.37754e+06	
P04995	P04995		sbcB		1.14933e+07	1.09766e+07	1.08758e+07	1.04165e+07	1.05344e+07	1.06939e+07
P05020	P05020		pyrC		6.51511e+06	6.7162e+06	6.51771e+06	6.54956e+06	6.47186e+06	6.55246e+06
P05041	P05041		pabB		1.91536e+06	1.9444e+06	1.87508e+06	2.11981e+06	2.06626e+06	1.93522e+06
P05055	P05055		pnp		4.3153e+07	4.37315e+07	4.33781e+07	4.24588e+07	4.19657e+07	4.1963e+07
P05100	P05100		tag		1.77569e+06	1.70108e+06	1.75372e+06	2.03123e+06	2.2157e+06	2.05227e+06
P05194	P05194		aroD		2.61017e+06	2.52312e+06	2.35462e+06	2.54255e+06	2.34168e+06	2.60832e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				9.27328e+06	9.56946e+06	9.43211e+06	1.74111e+07	1.75983e+07	1.71151e+07
P05458	P05458		ptrA		855514	904846	853810	909695	897070	855250
P05459	P05459		pdxB		5.13026e+06	5.31715e+06	5.10499e+06	5.26302e+06	5.06911e+06	5.36245e+06
P05637	P05637		apaH		1.57002e+06	1.61336e+06	1.56091e+06	1.56718e+06	1.6445e+06	1.53666e+06
P05719	P05719		hsdS		965902	1.03533e+06	1.0859e+06	909449	1.04931e+06	992394
P05791	P05791		ilvD		3.33008e+06	3.31235e+06	3.28331e+06	3.42625e+06	3.23429e+06	3.30602e+06
P05793	P05793		ilvC		5.44065e+06	5.49476e+06	5.43009e+06	5.37753e+06	5.38278e+06	5.48312e+06
P05825	P05825		fepA		2.02125e+06	1.97415e+06	2.04912e+06	1.93556e+06	2.06605e+06	1.87647e+06
P05852	P05852		gcp		2.56923e+06	2.51846e+06	2.64456e+06	2.71849e+06	2.57616e+06	2.71042e+06
P06129	P06129		btuB		1.34844e+07	1.35973e+07	1.3341e+07	1.32495e+07	1.28634e+07	1.22701e+07
P06149	P06149		dld		6.97377e+06	6.91222e+06	6.8142e+06	7.30735e+06	6.81196e+06	6.53628e+06
P06282	P06282		cdh		1.28754e+06	1.25259e+06	1.25301e+06	1.3453e+06	1.31178e+06	1.40505e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				5.08968e+06	5.03561e+06	5.18926e+06	9.20661e+06	9.12808e+06	9.04656e+06
P06610	P06610		btuE		8.25724e+06	8.19571e+06	8.23199e+06	8.32039e+06	8.11657e+06	7.87134e+06
P06612	P06612		topA		5.76103e+06	5.67768e+06	5.83012e+06	5.63856e+06	5.4909e+06	5.55909e+06
P06616	P06616		era		3.26763e+06	3.40357e+06	3.42658e+06	3.54212e+06	3.57651e+06	3.43873e+06
P06709	P06709		birA		952464	918079	946162	1.04322e+06	921122	968852
P06710	P06710		dnaX		1.27623e+06	1.29584e+06	1.32274e+06	1.27296e+06	1.23406e+06	1.32113e+06
P06715	P06715		gor		4.17377e+06	4.02107e+06	4.15366e+06	3.98437e+06	4.06535e+06	4.03605e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				8.51092e+06	8.36429e+06	8.67389e+06	1.60909e+07	1.58613e+07	1.56859e+07
P06846	P06846		ebgR		1.39457e+06	1.5903e+06	1.38281e+06	1.34858e+06	1.33927e+06	1.306e+06
P06959	P06959		aceF		5.85313e+07	5.81472e+07	5.81859e+07	5.72836e+07	5.64922e+07	5.60879e+07
P06961	P06961		cca		1.07576e+06	1.08185e+06	1.07695e+06	1.00003e+06	959166	1.0073e+06
P06968	P06968		dut		8.35273e+06	8.03607e+06	8.25154e+06	7.67026e+06	7.84516e+06	7.90714e+06
P06971	P06971		fhuA		1.42753e+07	1.41282e+07	1.39133e+07	1.395e+07	1.35812e+07	1.36809e+07
P06974	P06974		fliM		1.77386e+06	1.78011e+06	1.78471e+06	1.81044e+06	1.75676e+06	1.91834e+06
P06983	P06983		hemC		1.18696e+07	1.25581e+07	1.20387e+07	1.20286e+07	1.20621e+07	1.19355e+07
P06986	P06986		hisC		4.6974e+06	4.61652e+06	4.57618e+06	4.83074e+06	4.93555e+06	4.79223e+06
P06987	P06987		hisB		1.34548e+06	1.27164e+06	1.32926e+06	1.28706e+06	1.19077e+06	1.15842e+06
P06988	P06988		hisD		2.05195e+06	1.70246e+06	2.03618e+06	1.96019e+06	1.82477e+06	1.74294e+06
P06992	P06992		rsmA		2.16436e+06	2.21816e+06	2.17776e+06	2.1861e+06	2.2358e+06	2.38179e+06
P06996	P06996		ompC		1.95353e+08	1.91945e+08	1.96924e+08	1.86165e+08	1.84264e+08	1.86222e+08
P06999	P06999		pfkB		1.15482e+06	1.09007e+06	1.21648e+06	1.21326e+06	1.13941e+06	1.17663e+06
P07000	P07000		pldB		277137	302732	356428	351485	351554	290902
P07001	P07001		pntA		2.27159e+06	2.20313e+06	2.23466e+06	2.36111e+06	2.36439e+06	2.41519e+06
P07003	P07003		poxB		2.24375e+06	2.18738e+06	2.15465e+06	2.25767e+06	2.20734e+06	2.16281e+06
P07004	P07004		proA		4.40999e+06	4.18169e+06	4.32215e+06	4.07922e+06	3.97984e+06	3.86349e+06
P07012	P07012		prfB		8.49702e+06	8.471e+06	8.76969e+06	8.12087e+06	7.90517e+06	7.85064e+06
P07014	P07014		sdhB		1.67679e+06	1.69516e+06	1.70425e+06	1.71528e+06	1.72984e+06	1.79707e+06
P07017	P07017		tar		3.18072e+06	3.11536e+06	3.12226e+06	3.40988e+06	3.31652e+06	3.30059e+06
P07021	P07021		yfiB		966004	959916	918013	1.00499e+06	979217	1.11916e+06
P07023	P07023		tyrA		2.78258e+06	2.78617e+06	2.79821e+06	2.64216e+06	2.55557e+06	2.79098e+06
P07024	P07024		ushA		4.99067e+06	5.10971e+06	4.99644e+06	5.08805e+06	5.29584e+06	5.25952e+06
P07026	P07026		sdiA		1.77976e+06	1.78896e+06	1.70295e+06	1.82918e+06	1.94437e+06	1.97057e+06
P07118	P07118		valS		2.49339e+07	2.48577e+07	2.48432e+07	2.4815e+07	2.4949e+07	2.43617e+07
P07330	P07330		cheB		962513	1.16131e+06	1.0353e+06	1.07348e+06	1.00101e+06	1.05185e+06
P07363	P07363		cheA		2.16594e+06	2.24018e+06	2.28827e+06	2.04407e+06	2.19197e+06	2.05656e+06
P07395	P07395		pheT		1.66313e+07	1.67704e+07	1.68986e+07	1.6664e+07	1.67268e+07	1.69034e+07
P07604	P07604		tyrR		2.56649e+06	2.56391e+06	2.66844e+06	2.67306e+06	2.58664e+06	2.60659e+06
P07639	P07639		aroB		3.96535e+06	4.03886e+06	4.04023e+06	3.80441e+06	3.84307e+06	3.72669e+06
P07649	P07649		truA		1.98678e+06	1.99533e+06	2.01626e+06	1.9063e+06	2.05012e+06	1.96577e+06
P07650	P07650		deoA		6.5563e+06	6.84209e+06	6.63342e+06	6.81313e+06	6.38665e+06	6.36758e+06
P07658	P07658		fdhF		903255	862901	882359	888538	934814	866271
P07762	P07762		glgB		4.06004e+06	4.00754e+06	3.91023e+06	3.94226e+06	3.94879e+06	3.85092e+06
P07813	P07813		leuS		1.88978e+07	1.84778e+07	1.89804e+07	1.81359e+07	1.84696e+07	1.77574e+07
P07822	P07822		fhuD		3.56895e+06	3.20421e+06	3.3669e+06	1.69442e+06	1.74964e+06	1.62486e+06
P07862	P07862		ddlB		6.18402e+06	5.75781e+06	5.96034e+06	5.99523e+06	5.9456e+06	5.98543e+06
P07913	P07913		tdh		4.78826e+06	4.8394e+06	4.9029e+06	4.76906e+06	4.95601e+06	4.93192e+06
P08178	P08178		purM		1.71735e+06	1.7321e+06	1.79922e+06	1.81009e+06	1.96163e+06	1.90441e+06
P08179	P08179		purN		4.4119e+06	4.15538e+06	3.92215e+06	4.91242e+06	4.23834e+06	4.57298e+06
P08189	P08189		fimF		1.28534e+06	1.29026e+06	1.41554e+06	1.17946e+06	987668	1.39137e+06
P08190	P08190		fimG		2.34103e+06	2.37807e+06	2.36129e+06	2.51093e+06	2.24093e+06	2.42545e+06
P08191	P08191		fimH		2.99059e+06	2.97458e+06	3.01252e+06	3.09941e+06	3.18229e+06	3.04041e+06
P08192	P08192		folC		3.16245e+06	3.22503e+06	3.08897e+06	3.05653e+06	3.10399e+06	3.19826e+06
P08200	P08200		icd		2.53413e+07	2.32431e+07	2.45151e+07	2.26042e+07	2.25556e+07	2.17208e+07
P08201	P08201		nirB		4.68163e+06	4.61992e+06	4.51254e+06	4.5227e+06	4.49446e+06	4.68925e+06
P08244	P08244		pyrF		8.04417e+06	8.07032e+06	7.8387e+06	8.29915e+06	7.93485e+06	8.49925e+06
P08245	P08245		yciH		632244	690649	654189	597320	622863	604778
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				1.09089e+07	1.1288e+07	1.11112e+07	2.06829e+07	2.08087e+07	2.00431e+07
P08312	P08312		pheS		1.38526e+07	1.40951e+07	1.4387e+07	1.36012e+07	1.35045e+07	1.38185e+07
P08331	P08331		cpdB		3.37074e+06	3.31284e+06	3.35277e+06	3.23015e+06	3.25303e+06	3.31491e+06
P08337	P08337		mutT		1.20773e+06	1.23713e+06	1.13381e+06	1.21143e+06	1.26848e+06	1.22623e+06
P08373	P08373		murB		1.7467e+06	1.74157e+06	1.81433e+06	1.82421e+06	1.90804e+06	1.84385e+06
P08390	P08390		usg		5.8477e+07	5.91037e+07	5.89634e+07	6.329e+07	6.19207e+07	6.17069e+07
P08395	P08395		sppA		3.00934e+06	2.85561e+06	2.91405e+06	2.85378e+06	2.84938e+06	2.98567e+06
P08506	P08506		dacC		6.16764e+06	6.01027e+06	6.35198e+06	5.97012e+06	5.76453e+06	5.97206e+06
P08622	P08622		dnaJ		6.35014e+06	6.31551e+06	6.50958e+06	6.03131e+06	6.00178e+06	6.03123e+06
P08660	P08660		lysC		2.4587e+06	2.54282e+06	2.38806e+06	2.56771e+06	2.56165e+06	2.51796e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				7.51997e+06	7.39332e+06	7.66024e+06	1.38958e+07	1.37493e+07	1.38626e+07
P08839	P08839		ptsI		3.59098e+07	3.5912e+07	3.62026e+07	3.48615e+07	3.40778e+07	3.39554e+07
P08956	P08956		hsdR		1.72976e+06	1.67648e+06	1.53291e+06	1.76408e+06	1.71457e+06	1.79854e+06
P08957	P08957		hsdM		8.24355e+06	8.29435e+06	8.20335e+06	8.39634e+06	8.34199e+06	8.26204e+06
P09029	P09029		purK		1.26948e+06	1.24812e+06	1.21415e+06	1.22133e+06	1.21047e+06	1.21983e+06
P09030	P09030		xthA		3.876e+06	3.89509e+06	3.90433e+06	3.6662e+06	3.44561e+06	3.62385e+06
P09126	P09126		hemD		1.36212e+06	1.41368e+06	1.48738e+06	1.45066e+06	1.41057e+06	1.41448e+06
P09127	P09127		hemX		1.11807e+07	1.10483e+07	1.11943e+07	1.13836e+07	1.14153e+07	1.13544e+07
P09147	P09147		galE		9.75836e+06	9.6561e+06	9.9386e+06	9.48692e+06	9.38167e+06	9.71749e+06
P09148	P09148		galT		1.48272e+06	1.58908e+06	1.49282e+06	1.39986e+06	1.45569e+06	1.38446e+06
P09152	P09152		narG		5.50994e+06	5.52962e+06	5.60064e+06	5.53318e+06	5.46948e+06	5.46145e+06
P09155	P09155		rnd		2.1688e+06	2.15135e+06	2.142e+06	2.19655e+06	2.20538e+06	2.07216e+06
P09158	P09158		speE		7.30374e+06	7.50371e+06	7.08063e+06	7.14452e+06	7.39609e+06	7.25554e+06
P09169	P09169		ompT		5.4319e+06	5.39631e+06	5.66962e+06	5.15943e+06	5.23195e+06	5.32852e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				5.63563e+06	5.88456e+06	5.87947e+06	9.69475e+06	1.05563e+07	9.98774e+06
P09323	P09323		nagE		665594	592112	722869	691838	601300	676259
P09372	P09372		grpE		4.80489e+07	4.72805e+07	4.80987e+07	4.72759e+07	4.62748e+07	4.6846e+07
P09373	P09373		pflB		3.01619e+08	3.05226e+08	3.07442e+08	2.94106e+08	2.8992e+08	2.89555e+08
