Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0AEZ3	P0AEZ3		minD		1.81905e+07	1.81936e+07	1.88686e+07	1.90774e+07	1.92962e+07	1.91288e+07
P0AEZ9	P0AEZ9		moaB		9.57098e+06	9.44356e+06	9.39008e+06	9.29227e+06	9.68215e+06	9.60554e+06
P0AF03	P0AF03		mog		1.34085e+07	1.39856e+07	1.32188e+07	1.30206e+07	1.34319e+07	1.33685e+07
P0AF08	P0AF08		mrp		4.30986e+06	4.28045e+06	4.10174e+06	4.28827e+06	4.38877e+06	4.29134e+06
P0AF12	P0AF12		mtnN		2.51392e+07	2.5537e+07	2.64311e+07	2.51578e+07	2.51813e+07	2.63413e+07
P0AF18	P0AF18		nagA		3.84313e+06	3.79095e+06	3.862e+06	3.70876e+06	3.67121e+06	3.90318e+06
P0AF20	P0AF20		nagC		756151	780595	819932	808863	709009	737466
P0AF24	P0AF24		nagD		2.02454e+06	1.97328e+06	2.00376e+06	2.21698e+06	2.1299e+06	2.09459e+06
P0AF28	P0AF28		narL		7.56363e+06	7.29892e+06	7.66379e+06	7.13517e+06	7.34771e+06	7.27364e+06
P0AF36	P0AF36		zapB		6.81355e+06	6.17366e+06	6.63674e+06	6.78256e+06	7.15718e+06	7.15307e+06
P0AF50	P0AF50		yjbR		7.70391e+06	7.87248e+06	7.84105e+06	8.34495e+06	8.22524e+06	7.66821e+06
P0AF61	P0AF61		yjdK		1.42026e+06	1.23358e+06	1.21522e+06	1.24891e+06	1.35536e+06	1.2788e+06
P0AF63	P0AF63		nsrR		1.45852e+06	1.56641e+06	1.56888e+06	1.52236e+06	1.37712e+06	1.52893e+06
P0AF67	P0AF67		yjeE		3.55473e+06	3.51923e+06	3.73575e+06	3.71312e+06	3.71607e+06	3.70394e+06
P0AF70	P0AF70		yjeI		9.73221e+06	9.8415e+06	1.07112e+07	9.32045e+06	9.92557e+06	1.0387e+07
P0AF90	P0AF90		rraB		6.94618e+06	6.84853e+06	7.44711e+06	6.47941e+06	6.39106e+06	7.0114e+06
P0AF93	P0AF93		ridA		1.0026e+08	9.81052e+07	9.99148e+07	1.04657e+08	1.07108e+08	1.11897e+08
P0AF96	P0AF96		tabA		2.81541e+06	2.54157e+06	2.69476e+06	2.93022e+06	2.95558e+06	3.0298e+06
P0AF98	P0AF98		lptF		791461	890891	831815	860044	943825	960519
P0AFB1	P0AFB1		nlpI		1.61451e+06	1.61204e+06	1.52008e+06	1.45653e+06	1.54502e+06	1.59429e+06
P0AFB8	P0AFB8		glnG		3.38713e+06	3.18613e+06	3.3467e+06	3.27383e+06	3.28253e+06	3.28219e+06
P0AFC3	P0AFC3		nuoA		2.32496e+06	2.22741e+06	2.4032e+06	2.25795e+06	2.4757e+06	2.29752e+06
P0AFC7	P0AFC7		nuoB		1.02399e+07	9.63383e+06	1.04478e+07	9.27954e+06	1.01903e+07	9.66166e+06
P0AFD1	P0AFD1		nuoE		6.58676e+06	6.21421e+06	6.49962e+06	6.42519e+06	6.58487e+06	6.27443e+06
P0AFD4	P0AFD4		nuoH		2.56195e+06	2.50297e+06	2.44925e+06	2.57938e+06	2.68279e+06	2.6057e+06
P0AFD6	P0AFD6		nuoI		8.40272e+06	8.67099e+06	8.2883e+06	9.17817e+06	8.84824e+06	8.51872e+06
P0AFF6	P0AFF6		nusA		2.34836e+07	2.36437e+07	2.36042e+07	2.27642e+07	2.35808e+07	2.27922e+07
P0AFG0	P0AFG0		nusG		1.75229e+07	1.75171e+07	1.72713e+07	1.6814e+07	1.58568e+07	1.73722e+07
P0AFG3	P0AFG3		sucA		9.20405e+06	9.22396e+06	9.0633e+06	8.74016e+06	9.28052e+06	9.00837e+06
P0AFG6	P0AFG6		sucB		6.60701e+06	6.47678e+06	6.60437e+06	6.47519e+06	6.76613e+06	6.60192e+06
P0AFG8	P0AFG8		aceE		1.18826e+08	1.20696e+08	1.1961e+08	1.19221e+08	1.19362e+08	1.17902e+08
P0AFH8	P0AFH8		osmY		2.57116e+07	2.57455e+07	2.59218e+07	2.65634e+07	2.6227e+07	2.65494e+07
P0AFI2	P0AFI2		parC		4.40239e+06	4.5113e+06	4.47941e+06	4.35746e+06	4.47689e+06	4.60623e+06
P0AFI7	P0AFI7		pdxH		7.65481e+06	7.73039e+06	7.66738e+06	7.82918e+06	7.73552e+06	7.60526e+06
P0AFJ1	P0AFJ1		phnA		2.06255e+06	2.09366e+06	2.13934e+06	2.23518e+06	2.03097e+06	2.13047e+06
P0AFJ7	P0AFJ7		pitA		1.78791e+06	1.87275e+06	1.72208e+06	1.94114e+06	1.97333e+06	1.75294e+06
P0AFK0	P0AFK0		pmbA		5.54649e+06	5.424e+06	5.51778e+06	5.58926e+06	5.71493e+06	5.69535e+06
P0AFK9	P0AFK9		potD		5.26445e+06	5.03076e+06	5.13804e+06	4.90247e+06	4.91022e+06	4.83022e+06
P0AFL3	P0AFL3		ppiA		6.59464e+06	6.55022e+06	6.43966e+06	6.50412e+06	6.39338e+06	6.63364e+06
P0AFL6	P0AFL6		ppx		2.29228e+06	2.23559e+06	2.14232e+06	2.16422e+06	2.31645e+06	2.30449e+06
P0AFM2	P0AFM2		proX		1.33993e+06	1.40293e+06	1.49332e+06	1.41237e+06	1.33407e+06	1.46089e+06
P0AFM6	P0AFM6		pspA		3.65268e+06	3.72966e+06	3.85907e+06	3.74556e+06	3.64086e+06	3.91085e+06
P0AFP4	P0AFP4		ybbO		708264	629504	649231	721878	752478	633988
P0AFP6	P0AFP6		ybgI		7.39699e+06	7.38398e+06	7.44987e+06	7.47144e+06	7.63489e+06	7.33243e+06
P0AFQ7	P0AFQ7		ycfH		5.09435e+06	4.89788e+06	4.94688e+06	4.87779e+06	5.02229e+06	5.00668e+06
P0AFR4	P0AFR4		yciO		6.09128e+06	5.93935e+06	6.20532e+06	6.49796e+06	6.50801e+06	6.69918e+06
P0AFU8	P0AFU8		ribC		1.00539e+07	1.00239e+07	9.9192e+06	9.89826e+06	9.79256e+06	9.93513e+06
P0AFW8	P0AFW8		rof		2.83098e+06	2.41643e+06	2.81872e+06	2.90737e+06	2.91807e+06	3.05767e+06
P0AFX0	P0AFX0		hpf		625034	629536	634782	647428	560880	505946
P0AFX4	P0AFX4		rsd		456679	446606	411196	363996	384456	351733
P0AFX7	P0AFX7		rseA		2.1045e+06	1.95391e+06	1.73947e+06	1.8173e+06	1.80712e+06	1.76293e+06
P0AFX9	P0AFX9		rseB		2.78205e+06	2.83649e+06	2.79974e+06	2.6524e+06	2.6217e+06	2.65928e+06
P0AFY8	P0AFY8		seqA		9.40938e+06	9.19072e+06	9.43508e+06	9.47809e+06	9.58844e+06	9.31114e+06
P0AFZ1	P0AFZ1		sseB		2.40683e+06	2.46339e+06	2.47368e+06	2.48743e+06	2.33973e+06	2.36327e+06
P0AFZ3	P0AFZ3		sspB		8.453e+06	8.58626e+06	7.9012e+06	9.2529e+06	9.01233e+06	8.90947e+06
P0AG00	P0AG00		wzzE		2.69692e+06	2.67339e+06	2.68386e+06	2.76987e+06	2.87161e+06	2.94956e+06
P0AG07	P0AG07		rpe		1.29308e+07	1.29939e+07	1.31438e+07	1.26198e+07	1.25112e+07	1.2661e+07
P0AG14	P0AG14		sohB		2.17054e+06	2.12135e+06	2.04964e+06	2.07792e+06	2.23079e+06	2.07942e+06
P0AG16	P0AG16		purF		861653	796337	867777	1.02235e+06	877297	895487
P0AG18	P0AG18		purE		977999	1.00935e+06	913113	913823	826320	949086
P0AG20	P0AG20		relA		1.44605e+06	1.5037e+06	1.55668e+06	1.584e+06	1.47524e+06	1.48876e+06
P0AG24	P0AG24		spoT		1.17382e+06	1.13433e+06	1.10992e+06	1.11978e+06	1.1059e+06	1.1107e+06
P0AG27	P0AG27		yibN		2.25901e+07	2.24747e+07	2.20369e+07	2.337e+07	2.29601e+07	2.29423e+07
P0AG30	P0AG30		rho		3.34634e+07	3.28108e+07	3.27523e+07	3.26227e+07	3.29922e+07	3.2651e+07
P0AG40	P0AG40		ribF		1.74992e+06	1.8148e+06	1.76052e+06	1.69271e+06	1.66595e+06	1.72091e+06
P0AG44	P0AG44		rplQ		1.79614e+08	1.76353e+08	1.82311e+08	1.76295e+08	1.76429e+08	1.73363e+08
P0AG48	P0AG48		rplU		8.36902e+07	8.0057e+07	8.08799e+07	8.89382e+07	9.10144e+07	8.84289e+07
P0AG51	P0AG51		rpmD		9.97798e+07	9.64101e+07	9.5078e+07	9.75222e+07	9.34893e+07	9.66047e+07
P0AG55	P0AG55		rplF		1.97493e+08	2.07156e+08	2.01885e+08	2.07035e+08	2.02591e+08	2.05154e+08
P0AG59	P0AG59		rpsN		2.63169e+07	2.63509e+07	2.65668e+07	2.72018e+07	2.69061e+07	2.6996e+07
P0AG63	P0AG63		rpsQ		1.01415e+08	9.85325e+07	1.0361e+08	1.06704e+08	1.05777e+08	1.04859e+08
P0AG67	P0AG67		rpsA		2.50761e+08	2.50785e+08	2.5359e+08	2.57014e+08	2.57095e+08	2.58491e+08
P0AG82	P0AG82		pstS		2.58658e+06	2.65264e+06	2.61141e+06	2.58514e+06	2.66768e+06	2.69227e+06
P0AG86	P0AG86		secB		2.86889e+07	2.84687e+07	2.83036e+07	2.81081e+07	2.80781e+07	2.8067e+07
P0AG90	P0AG90		secD		2.29033e+07	2.28165e+07	2.26538e+07	2.30175e+07	2.3576e+07	2.3279e+07
P0AG93	P0AG93		secF		627283	611698	672917	606655	674205	600898
P0AG96	P0AG96		secE		590312	666090	574313	644426	709800	599466
P0AG99	P0AG99		secG		6.3509e+06	6.16408e+06	6.21483e+06	5.86765e+06	5.7804e+06	5.82469e+06
P0AGA2	P0AGA2		secY		4.10664e+06	3.98702e+06	4.03137e+06	4.10429e+06	4.17271e+06	4.0671e+06
P0AGB0	P0AGB0		serB		3.15841e+06	2.53425e+06	2.87187e+06	2.69891e+06	2.81514e+06	2.71376e+06
P0AGB6	P0AGB6		rpoE		3.54595e+06	3.52725e+06	3.27149e+06	3.60486e+06	3.51601e+06	3.61346e+06
P0AGC3	P0AGC3		slt		1.60829e+06	1.54612e+06	1.57413e+06	1.56053e+06	1.63855e+06	1.62479e+06
P0AGD1	P0AGD1		sodC		461718	447438	503813	501616	421265	524207
P0AGD3	P0AGD3		sodB		8.84225e+07	8.30589e+07	8.86114e+07	8.18372e+07	8.13913e+07	8.18997e+07
P0AGD7	P0AGD7		ffh		4.70868e+06	4.77662e+06	4.75769e+06	4.77951e+06	4.87431e+06	4.72629e+06
P0AGE0	P0AGE0		ssb		2.9987e+07	2.92782e+07	3.01233e+07	2.99793e+07	3.02784e+07	3.06895e+07
P0AGE6	P0AGE6		yieF		1.07569e+07	1.12829e+07	1.06803e+07	1.07991e+07	1.00316e+07	1.06026e+07
P0AGE9	P0AGE9		sucD		7.19398e+06	7.21455e+06	7.29279e+06	7.24604e+06	7.22626e+06	7.2478e+06
P0AGF2	P0AGF2		ygdK		622152	737097	662773	447989	574393	578805
P0AGG0	P0AGG0		thiL		3.39988e+06	3.45957e+06	3.10905e+06	3.47308e+06	2.82064e+06	3.47418e+06
P0AGG2	P0AGG2		tesB		635340	631499	678625	569682	608366	635074
P0AGG4	P0AGG4		trxC		3.6687e+06	3.64661e+06	3.82251e+06	3.90391e+06	4.03795e+06	3.62128e+06
P0AGG8	P0AGG8		tldD		3.09297e+06	2.99189e+06	3.1871e+06	3.07839e+06	2.97207e+06	3.19564e+06
P0AGI8	P0AGI8		trkA		278869	343049	315758	370687	308243	352677
P0AGJ2	P0AGJ2		trmH		1.28163e+06	1.27371e+06	1.18768e+06	1.2423e+06	1.21287e+06	1.20205e+06
P0AGJ5	P0AGJ5		yfiF		1.30569e+07	1.30614e+07	1.30555e+07	1.35306e+07	1.29629e+07	1.32731e+07
P0AGJ7	P0AGJ7		trmL		2.39837e+06	2.33307e+06	2.25752e+06	2.37861e+06	2.36669e+06	2.28933e+06
P0AGJ9	P0AGJ9		tyrS		1.51903e+07	1.50995e+07	1.52171e+07	1.54144e+07	1.47646e+07	1.5196e+07
P0AGK4	P0AGK4		yhbY		1.29735e+07	1.2941e+07	1.27e+07	1.35265e+07	1.35706e+07	1.36605e+07
P0AGK8	P0AGK8		iscR		2.238e+06	2.15001e+06	2.18364e+06	2.26429e+06	2.2242e+06	2.09403e+06
P0AGL7	P0AGL7		rsmE		4.57804e+06	4.6937e+06	4.44246e+06	4.52237e+06	4.34018e+06	4.44272e+06
P0AGM5	P0AGM5		sirB1		317536	284832	381686	413405	348748	327814
P0C018	P0C018		rplR		2.42503e+07	3.15971e+07	2.55455e+07	3.68368e+07	3.45871e+07	3.54882e+07
P0C037	P0C037		yaiE		1.07149e+07	1.10462e+07	1.10723e+07	1.11401e+07	1.11491e+07	1.14577e+07
P0C054	P0C054		ibpA		4.89895e+06	4.43516e+06	4.70963e+06	4.72001e+06	4.50092e+06	4.85983e+06
P0C093	P0C093		slmA		3.48513e+06	3.18975e+06	3.08013e+06	3.02396e+06	3.43153e+06	2.96908e+06
P0C0K3	P0C0K3		rdoA		1.14559e+06	1.0617e+06	1.02243e+06	1.03184e+06	1.06884e+06	1.02987e+06
P0C0L2	P0C0L2		osmC		6.09173e+06	6.00025e+06	6.33626e+06	6.00881e+06	6.14351e+06	6.34973e+06
P0C0L7	P0C0L7		proP		2.24136e+06	2.4629e+06	2.19622e+06	2.39215e+06	2.31942e+06	2.44441e+06
P0C0L9	P0C0L9		iscX		1.92348e+06	1.86243e+06	1.90237e+06	1.9737e+06	1.93916e+06	1.80185e+06
P0C0R7	P0C0R7		rlmE		4.23382e+06	4.17599e+06	4.24557e+06	4.17856e+06	4.05681e+06	4.29202e+06
P0C0S1	P0C0S1		mscS		8.50806e+06	8.24961e+06	8.92719e+06	8.45846e+06	8.13492e+06	8.78162e+06
P0C0V0	P0C0V0		degP		1.33368e+07	1.37195e+07	1.39572e+07	1.40115e+07	1.37073e+07	1.39183e+07
P0C960	P0C960		emtA		63272.7	88589.9				
P0CB39	P0CB39		eptC		1.40957e+06	1.52589e+06	1.61099e+06	1.71481e+06	1.60078e+06	1.69297e+06
P0CE47	P0CE47		tufA		1.44628e+09	1.47514e+09	1.48721e+09	1.529e+09	1.52158e+09	1.49839e+09
P0CG19	P0CG19		rph		6.89294e+06	6.56652e+06	7.11851e+06	7.00139e+06	7.28865e+06	6.9466e+06
P0CK95	P0CK95		yghJ		5.25598e+06	5.25301e+06	5.3561e+06	5.28697e+06	5.38635e+06	5.24961e+06
P10100	P10100		rlpA		3.54659e+06	3.46977e+06	3.4655e+06	3.37449e+06	3.82959e+06	3.62003e+06
P10121	P10121		ftsY		4.42003e+06	4.73099e+06	4.5718e+06	4.94625e+06	4.82861e+06	4.79776e+06
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				3.77406e+06	3.49336e+06	3.72307e+06	543209	407154	287143
P10346	P10346		glnQ		3.06567e+06	2.99642e+06	3.16192e+06	3.14229e+06	3.13955e+06	2.98069e+06
P10371	P10371		hisA		2.65852e+06	2.87925e+06	2.69172e+06	2.86682e+06	3.07915e+06	2.85808e+06
P10384	P10384		fadL		1.03192e+07	9.76534e+06	1.01081e+07	1.03818e+07	1.04188e+07	1.04418e+07
P10408	P10408		secA		1.00638e+07	1.02065e+07	1.03182e+07	1.02672e+07	1.03022e+07	1.05468e+07
P10441	P10441		lpxB		932822	1.0255e+06	973879	1.09395e+06	1.03717e+06	1.11803e+06
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				7.97555e+06	7.37978e+06	7.68411e+06	874876	869504	790549
P10903	P10903		narK		2.37683e+06	2.46284e+06	2.4582e+06	2.77778e+06	2.36052e+06	2.46255e+06
P10908	P10908		ugpQ		567250	711152	559611	529338	570642	587015
P11349	P11349		narH		1.38621e+06	1.37791e+06	1.40942e+06	1.3908e+06	1.43579e+06	1.33399e+06
P11447	P11447		argH		2.19342e+06	2.30173e+06	2.08794e+06	2.12108e+06	2.08045e+06	2.18778e+06
P11557	P11557		damX		7.72046e+06	7.70477e+06	7.97336e+06	8.98267e+06	8.50109e+06	8.78261e+06
P11875	P11875		argS		1.45397e+07	1.42691e+07	1.42083e+07	1.41329e+07	1.41795e+07	1.4348e+07
P11880	P11880		murF		4.33245e+06	4.21516e+06	4.06339e+06	4.38528e+06	4.31037e+06	4.50931e+06
P12008	P12008		aroC		3.55801e+06	3.58605e+06	3.60241e+06	3.63784e+06	3.67971e+06	3.52948e+06
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				1.8782e+07	1.98252e+07	1.92665e+07	1.94452e+06	2.14646e+06	2.03841e+06
P12281	P12281		moeA		6.04311e+06	5.9772e+06	6.15831e+06	6.30999e+06	6.29346e+06	6.1234e+06
P12295	P12295		ung		1.64934e+06	1.60435e+06	1.63474e+06	1.65218e+06	1.62968e+06	1.62244e+06
P12758	P12758		udp		4.43652e+07	4.31721e+07	4.43494e+07	4.37754e+07	4.34753e+07	4.45004e+07
P12994	P12994		ybhB		722601	706836	657032	569786	821555	613937
P13001	P13001		bioH		1.02957e+06	885852	1.04704e+06	864373	1.01134e+06	1.04069e+06
P13009	P13009		metH		2.5305e+06	2.39992e+06	2.6081e+06	2.52756e+06	2.60218e+06	2.59979e+06
P13016	P13016		ampD		3.63246e+07	3.63764e+07	3.6452e+07	3.76498e+07	3.73969e+07	3.48989e+07
P13024	P13024		fdhE		4.03266e+06	3.9922e+06	4.00619e+06	4.03346e+06	4.0804e+06	4.01026e+06
P13029	P13029		katG		4.14317e+07	4.1632e+07	4.15629e+07	4.06769e+07	4.09553e+07	4.08835e+07
P13033	P13033		glpB		1.4248e+06	995595	1.26051e+06	1.08676e+06	1.01869e+06	1.06821e+06
P13035	P13035		glpD		3.59837e+06	3.46992e+06	3.48712e+06	3.45128e+06	3.55468e+06	3.4169e+06
P13445	P13445		rpoS		4.83254e+06	4.62502e+06	4.83424e+06	4.8476e+06	4.84348e+06	4.80484e+06
P13979	P13979		traT		3.82239e+06	3.59547e+06	3.55815e+06	3.53277e+06	3.60503e+06	3.76956e+06
P14081	P14081		selB		2.63846e+06	2.44929e+06	2.37777e+06	2.83919e+06	2.5245e+06	2.70112e+06
P14175	P14175		proV		1.52973e+06	1.55785e+06	1.40425e+06	1.53646e+06	1.45124e+06	1.43768e+06
P14407	P14407		fumB		2.57493e+07	2.57839e+07	2.59164e+07	2.5784e+07	2.53316e+07	2.5527e+07
P14900	P14900		murD		2.77913e+06	3.03289e+06	2.84199e+06	3.0491e+06	2.75386e+06	2.88184e+06
P15005	P15005		mcrB		546597	598423	537304	690908	562754	458606
P15034	P15034		pepP		3.9492e+06	3.77597e+06	3.74511e+06	3.71433e+06	3.76101e+06	3.77352e+06
P15042	P15042		ligA		8.44813e+06	8.49206e+06	8.67693e+06	8.89136e+06	8.85305e+06	8.62242e+06
P15067	P15067		glgX		2.74656e+06	2.78518e+06	2.90791e+06	2.89897e+06	2.80641e+06	2.98611e+06
P15070	P15070		fliN		4.74514e+06	3.93819e+06	4.15502e+06	4.72586e+06	4.92483e+06	4.34132e+06
P15254	P15254		purL		3.08088e+06	2.99922e+06	3.03874e+06	3.07971e+06	3.14766e+06	3.16912e+06
P15288	P15288		pepD		1.92364e+07	1.92641e+07	1.91468e+07	1.92141e+07	1.89177e+07	1.8706e+07
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				7.2921e+06	7.13721e+06	7.2309e+06	1.15206e+06	747268	1.17295e+06
P15639	P15639		purH		4.76925e+06	4.73179e+06	4.52189e+06	4.58224e+06	4.72966e+06	4.6243e+06
P15640	P15640		purD		2.71281e+06	2.85692e+06	2.70286e+06	2.76131e+06	2.83895e+06	2.58932e+06
P15770	P15770		aroE		3.33965e+06	3.19792e+06	3.42836e+06	3.63194e+06	3.52146e+06	3.52944e+06
P15977	P15977		malQ		3.57017e+06	3.50042e+06	3.67223e+06	3.72169e+06	3.67054e+06	3.31725e+06
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				7.59011e+06	7.51686e+06	7.70456e+06	1.4978e+06	936958	1.07109e+06
P16095	P16095		sdaA		1.97819e+06	2.01563e+06	1.92522e+06	1.87832e+06	2.04034e+06	1.95729e+06
P16384	P16384		miaA		2.3506e+06	2.22465e+06	2.19258e+06	2.09297e+06	2.03189e+06	2.33225e+06
P16431	P16431		hycE		2.83258e+06	2.94124e+06	2.86512e+06	2.87898e+06	2.92719e+06	2.90798e+06
P16433	P16433		hycG		916061	896190	967786	878446	968520	1.01084e+06
P16456	P16456		selD		7.37892e+06	7.28478e+06	7.52689e+06	7.3357e+06	7.52359e+06	7.36986e+06
P16528	P16528		iclR		1.78171e+06	1.70665e+06	1.66697e+06	1.78499e+06	1.78271e+06	1.61212e+06
P16659	P16659		proS		1.14953e+07	1.17331e+07	1.14715e+07	1.11048e+07	1.13815e+07	1.12396e+07
P16676	P16676		cysA		743958	682696	723515	773975	749101	704279
P16700	P16700		cysP		7.93313e+06	8.09507e+06	7.79396e+06	7.87094e+06	7.94076e+06	7.92279e+06
P16703	P16703		cysM		3.70186e+06	3.65378e+06	3.77206e+06	3.71636e+06	3.61423e+06	3.64467e+06
P16926	P16926		mreC		1.45646e+06	1.61127e+06	1.68849e+06	1.64664e+06	1.75047e+06	1.78348e+06
P17109	P17109		menD		800594	843515	811095	967229	976127	885101
P17115	P17115		gutQ		2.32252e+06	2.24563e+06	2.36349e+06	2.24281e+06	2.30997e+06	2.26243e+06
P17117	P17117		nfsA		4.71146e+06	4.54901e+06	4.50124e+06	4.37661e+06	4.60787e+06	4.63977e+06
P17169	P17169		glmS		4.35363e+07	4.39018e+07	4.32092e+07	4.27952e+07	4.23452e+07	4.3076e+07
P17315	P17315		cirA		2.37548e+06	2.07882e+06	2.05774e+06	2.18123e+06	2.38796e+06	2.25713e+06
P17443	P17443		murG		2.96618e+06	2.97011e+06	2.91311e+06	3.04593e+06	2.86098e+06	3.0337e+06
P17445	P17445		betB		487967	575450	492824	537098	575153	577506
P17846	P17846		cysI		5.9719e+06	5.70972e+06	5.88618e+06	5.82079e+06	5.79403e+06	6.02556e+06
P17854	P17854		cysH		6.75684e+06	6.95897e+06	6.59096e+06	6.7639e+06	6.7655e+06	6.5405e+06
P17952	P17952		murC		1.90936e+06	1.83076e+06	1.94486e+06	2.05727e+06	2.00484e+06	1.89702e+06
P17993	P17993		ubiG		3.40392e+06	3.44329e+06	3.5279e+06	3.56478e+06	3.36095e+06	3.53727e+06
P18133	P18133		pncB		1.62114e+06	1.61127e+06	1.59982e+06	1.6757e+06	1.57743e+06	1.55542e+06
P18196	P18196		minC		2.51917e+06	2.77773e+06	2.58024e+06	2.52245e+06	2.40501e+06	2.60114e+06
P18390	P18390		yjjA		1.47078e+06	1.20648e+06	1.45613e+06	1.42011e+06	1.47881e+06	1.50631e+06
P18393	P18393		ybdZ		369382	400829	468559	464467	410519	385484
P18775	P18775		dmsA		9.84119e+06	9.66685e+06	9.10411e+06	9.30399e+06	9.14988e+06	9.2682e+06
P18776	P18776		dmsB		1.82537e+06	1.93017e+06	1.70355e+06	2.05803e+06	1.93648e+06	1.97863e+06
P18843	P18843		nadE		1.91067e+07	1.85455e+07	1.94049e+07	1.92695e+07	1.90581e+07	1.9037e+07
P19624	P19624		pdxA		139549	161208	123390	118595	174851	150209
P19926	P19926		agp		2.95156e+06	2.73584e+06	2.80625e+06	2.85047e+06	2.99972e+06	3.00631e+06
P19934	P19934		tolA		1.18187e+06	1.30732e+06	1.26796e+06	1.29135e+06	1.26279e+06	1.28777e+06
P20083	P20083		parE		1.8391e+06	1.76531e+06	1.72685e+06	1.85541e+06	1.73842e+06	1.80481e+06
P20966	P20966		fruA		8.50435e+06	8.25114e+06	8.43214e+06	8.67895e+06	8.80348e+06	8.66952e+06
P21156	P21156		cysD		2.68691e+06	2.72325e+06	2.63115e+06	2.54214e+06	2.5358e+06	2.7375e+06
P21165	P21165		pepQ		2.09431e+07	2.0891e+07	2.13212e+07	2.01921e+07	2.09715e+07	2.10213e+07
P21170	P21170		speA		7.64929e+06	7.47179e+06	7.45336e+06	7.61628e+06	7.33995e+06	7.38849e+06
P21179	P21179		katE		672459	683536	612345	633339	680971	606961
P21338	P21338		rna		2.67787e+06	2.68587e+06	2.8241e+06	2.64575e+06	2.39284e+06	2.52805e+06
P21367	P21367		ycaC		3.23395e+06	3.05672e+06	3.15551e+06	3.03705e+06	2.86917e+06	3.14486e+06
P21369	P21369		pncA		2.16741e+06	2.20497e+06	2.29453e+06	2.18325e+06	2.2594e+06	2.05325e+06
P21420	P21420		nmpC		2.5959e+07	2.33545e+07	2.53506e+07	2.63991e+07	2.67604e+07	2.80927e+07
P21499	P21499		rnr		4.53828e+06	4.56346e+06	4.63936e+06	4.66391e+06	4.65679e+06	4.58154e+06
P21507	P21507		srmB		5.27204e+06	5.25316e+06	5.09602e+06	5.09939e+06	5.35091e+06	5.17567e+06
P21513	P21513		rne		9.90682e+06	9.72411e+06	9.8948e+06	1.00576e+07	1.00097e+07	1.00881e+07
P21599	P21599		pykA		2.18475e+07	2.17344e+07	2.21728e+07	2.1631e+07	2.19562e+07	2.17458e+07
P21645	P21645		lpxD		4.50319e+06	3.8687e+06	4.41393e+06	4.84596e+06	4.94878e+06	4.12728e+06
P21829	P21829		ybhA		2.84237e+06	2.92694e+06	2.90312e+06	3.10511e+06	2.91573e+06	2.88843e+06
P21888	P21888		cysS		1.12741e+07	1.1186e+07	1.10635e+07	1.10841e+07	1.11609e+07	1.09723e+07
P21889	P21889		aspS		1.02791e+07	1.00985e+07	1.0285e+07	1.01546e+07	1.02624e+07	9.91506e+06
P21893	P21893		recJ		1.16453e+06	1.03691e+06	1.04646e+06	1.03672e+06	1.08225e+06	1.23509e+06
P22106	P22106		asnB		1.61736e+06	1.6945e+06	1.6347e+06	1.69595e+06	1.66375e+06	1.64921e+06
P22186	P22186		mraZ		2.52428e+06	2.30157e+06	2.28598e+06	2.35662e+06	2.56095e+06	2.41694e+06
P22188	P22188		murE		8.66394e+06	8.71343e+06	8.6904e+06	8.50848e+06	8.61583e+06	8.54891e+06
