Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML
DECOY_sp|P0AEC5|BARA_ECOLI Signal transduction histidine-protein kinase BarA OS=Escherichia coli (strain K12) GN=barA PE=1 SV=1	DECOY_sp|P0AEC5|BARA_ECOLI Signal transduction histidine-protein kinase BarA OS=Escherichia coli (strain K12) GN=barA PE=1 SV=1				6.20432e+06	6.29198e+06	6.25518e+06	6.09327e+06	6.06789e+06	6.62321e+06
DECOY_sp|P0CE48|EFTU2_ECOLI Elongation factor Tu 2 OS=Escherichia coli (strain K12) GN=tufB PE=1 SV=1	DECOY_sp|P0CE48|EFTU2_ECOLI Elongation factor Tu 2 OS=Escherichia coli (strain K12) GN=tufB PE=1 SV=1				5.33368e+06	4.75837e+06	4.947e+06	4.69307e+06	4.17768e+06	4.46094e+06
DECOY_sp|P32701|YJCC_ECOLI Uncharacterized membrane protein YjcC OS=Escherichia coli (strain K12) GN=yjcC PE=1 SV=2	DECOY_sp|P32701|YJCC_ECOLI Uncharacterized membrane protein YjcC OS=Escherichia coli (strain K12) GN=yjcC PE=1 SV=2					980229	1.0845e+06	1.00378e+06	864884	843060
DECOY_sp|P36881|YADI_ECOLI Putative phosphotransferase enzyme IIA component YadI OS=Escherichia coli (strain K12) GN=yadI PE=3 SV=2	DECOY_sp|P36881|YADI_ECOLI Putative phosphotransferase enzyme IIA component YadI OS=Escherichia coli (strain K12) GN=yadI PE=3 SV=2					1.0209e+06	1.00288e+06	1.29668e+06	643273	1.35122e+06
DECOY_sp|P52143|YPJA_ECOLI Uncharacterized outer membrane protein YpjA OS=Escherichia coli (strain K12) GN=ypjA PE=4 SV=3	DECOY_sp|P52143|YPJA_ECOLI Uncharacterized outer membrane protein YpjA OS=Escherichia coli (strain K12) GN=ypjA PE=4 SV=3				972375	858727	875262	1.0072e+06	1.00754e+06	1.14792e+06
DECOY_sp|P55138|YGCE_ECOLI Uncharacterized sugar kinase YgcE OS=Escherichia coli (strain K12) GN=ygcE PE=3 SV=2	DECOY_sp|P55138|YGCE_ECOLI Uncharacterized sugar kinase YgcE OS=Escherichia coli (strain K12) GN=ygcE PE=3 SV=2									487005
DECOY_sp|P60240|RAPA_ECOLI RNA polymerase-associated protein RapA OS=Escherichia coli (strain K12) GN=rapA PE=1 SV=2	DECOY_sp|P60240|RAPA_ECOLI RNA polymerase-associated protein RapA OS=Escherichia coli (strain K12) GN=rapA PE=1 SV=2				964580	865974	667184	724762	598680	494198
DECOY_sp|P60785|LEPA_ECOLI Elongation factor 4 OS=Escherichia coli (strain K12) GN=lepA PE=1 SV=1	DECOY_sp|P60785|LEPA_ECOLI Elongation factor 4 OS=Escherichia coli (strain K12) GN=lepA PE=1 SV=1				4.00823e+06	3.88694e+06	3.94065e+06	2.05711e+06	3.06864e+06	3.91717e+06
DECOY_sp|P64596|YRAP_ECOLI Uncharacterized protein YraP OS=Escherichia coli (strain K12) GN=yraP PE=4 SV=1	DECOY_sp|P64596|YRAP_ECOLI Uncharacterized protein YraP OS=Escherichia coli (strain K12) GN=yraP PE=4 SV=1				302930	355400	367581	309584	330705	
DECOY_sp|P64604|MLAD_ECOLI Probable phospholipid ABC transporter-binding protein MlaD OS=Escherichia coli (strain K12) GN=mlaD PE=1 SV=1	DECOY_sp|P64604|MLAD_ECOLI Probable phospholipid ABC transporter-binding protein MlaD OS=Escherichia coli (strain K12) GN=mlaD PE=1 SV=1				432260	386991	403498	517224	515155	529177
DECOY_sp|P76115|YNCD_ECOLI Probable TonB-dependent receptor YncD OS=Escherichia coli (strain K12) GN=yncD PE=3 SV=1	DECOY_sp|P76115|YNCD_ECOLI Probable TonB-dependent receptor YncD OS=Escherichia coli (strain K12) GN=yncD PE=3 SV=1							415339	385292	516379
DECOY_sp|P77297|YAHE_ECOLI Uncharacterized protein YahE OS=Escherichia coli (strain K12) GN=yahE PE=4 SV=1	DECOY_sp|P77297|YAHE_ECOLI Uncharacterized protein YahE OS=Escherichia coli (strain K12) GN=yahE PE=4 SV=1				771493	679400	732733	742162	611526	
DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1	DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1				1.4706e+06	1.19437e+06	1.2897e+06	1.19044e+06	1.23512e+06	1.30633e+06
DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1	DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1				2.90933e+06	3.01803e+06	3.13713e+06	2.6277e+06	2.47355e+06	2.50251e+06
DECOY_sp|P77627|YBER_ECOLI Uncharacterized protein YbeR OS=Escherichia coli (strain K12) GN=ybeR PE=4 SV=1	DECOY_sp|P77627|YBER_ECOLI Uncharacterized protein YbeR OS=Escherichia coli (strain K12) GN=ybeR PE=4 SV=1				334170	350447	238829	189761	168911	301249
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1.49404e+06	1.43512e+06	1.4894e+06	546926	568998	462817
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2.59836e+06	2.45764e+06	2.34741e+06	809645	1.04043e+06	940390
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2.61748e+06	2.84648e+06	2.77438e+06	1.38804e+06	1.31368e+06	1.31384e+06
P00350	P00350		gnd		3.88301e+07	3.91788e+07	3.88096e+07	3.91533e+07	3.84846e+07	3.9076e+07
P00363	P00363		frdA		2.4673e+07	2.43201e+07	2.40722e+07	2.46105e+07	2.4764e+07	2.50011e+07
P00370	P00370		gdhA		1.98091e+06	1.98732e+06	1.90352e+06	2.09514e+06	2.06886e+06	2.13611e+06
P00393	P00393		ndh		5.57176e+06	5.66246e+06	5.56678e+06	5.57744e+06	5.64905e+06	5.37814e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				2.42652e+06	2.48398e+06	2.4885e+06	1.64238e+06	961621	1.11905e+06
P00448	P00448		sodA		3.50805e+06	3.59835e+06	3.41258e+06	3.58572e+06	3.57674e+06	3.66031e+06
P00452	P00452		nrdA		9.90439e+06	9.92131e+06	9.78724e+06	1.00248e+07	9.99203e+06	9.95358e+06
P00490	P00490		malP		5.29899e+06	5.37557e+06	5.25671e+06	5.26971e+06	5.14556e+06	5.04084e+06
P00509	P00509		aspC		1.98134e+07	1.9267e+07	1.91273e+07	1.92858e+07	1.89306e+07	1.90887e+07
P00547	P00547		thrB		810036	752946	860217	1.04146e+06	944689	985115
P00550	P00550		mtlA		1.47698e+06	1.45188e+06	1.43948e+06	1.46242e+06	1.46616e+06	1.4837e+06
P00561	P00561		thrA		3.28984e+06	3.37819e+06	3.45e+06	3.32246e+06	3.37293e+06	3.52784e+06
P00562	P00562		metL		3.13346e+06	3.0266e+06	3.16206e+06	2.97969e+06	3.04572e+06	3.06015e+06
P00579	P00579		rpoD		8.80851e+06	8.61704e+06	8.60106e+06	8.74198e+06	8.9269e+06	9.19728e+06
P00582	P00582		polA		3.72543e+06	3.68261e+06	3.55672e+06	3.63451e+06	3.66892e+06	3.57579e+06
P00803	P00803		lepB		4.06664e+06	4.22779e+06	3.9128e+06	4.19253e+06	4.29163e+06	4.20912e+06
P00805	P00805		ansB		2.26817e+07	2.28789e+07	2.23668e+07	2.21882e+07	2.20887e+07	2.23788e+07
P00811	P00811		ampC		1.57307e+06	1.55138e+06	1.69344e+06	1.68933e+06	1.51369e+06	
P00861	P00861		lysA		495825	537683	732751	876386	780228	748146
P00864	P00864		ppc		1.03274e+07	1.03322e+07	1.01317e+07	1.03221e+07	1.03355e+07	1.05889e+07
P00887	P00887		aroH		1.76485e+06	1.95497e+06	1.81041e+06	1.81011e+06	1.72635e+06	1.68305e+06
P00888	P00888		aroF		2.1732e+06	2.09698e+06	2.16535e+06	2.08518e+06	2.21246e+06	2.18225e+06
P00892	P00892		ilvG		641567	568758	525790	626665	540707	545356
P00894	P00894		ilvH		918958	822906	878929	808397	888251	893514
P00914	P00914		phrB		1.97371e+06	1.79884e+06	1.67861e+06	1.62501e+06	1.60261e+06	1.59857e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				1.10759e+06	1.12244e+06	1.26063e+06	779808	1.05611e+06	916509
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				3.08356e+06	3.22028e+06	3.08322e+06	670068	650002	617525
P00926	P00926		dsdA		1.47578e+06	1.49422e+06	1.42394e+06	1.46992e+06	1.47439e+06	1.37216e+06
P00934	P00934		thrC		4.72477e+06	4.74231e+06	4.59221e+06	4.75203e+06	4.80945e+06	4.63992e+06
P00935	P00935		metB		1.78572e+06	2.0774e+06	2.27893e+06	2.21985e+06	2.16456e+06	1.99717e+06
P00946	P00946		manA		1.12491e+07	1.14058e+07	1.15358e+07	1.15312e+07	1.12872e+07	1.18011e+07
P00954	P00954		trpS		1.41836e+07	1.4039e+07	1.38316e+07	1.39107e+07	1.42223e+07	1.41372e+07
P00956	P00956		ileS		2.62751e+07	2.67168e+07	2.61074e+07	2.67547e+07	2.64652e+07	2.6775e+07
P00957	P00957		alaS		1.45196e+07	1.46527e+07	1.44689e+07	1.44774e+07	1.45601e+07	1.44253e+07
P00959	P00959		metG		1.93478e+07	1.95158e+07	1.91247e+07	1.95328e+07	1.96959e+07	1.93164e+07
P00960	P00960		glyQ		5.15012e+06	5.06608e+06	5.02082e+06	5.03858e+06	4.91259e+06	4.8823e+06
P00961	P00961		glyS		1.37917e+07	1.36335e+07	1.37878e+07	1.40583e+07	1.40194e+07	1.39734e+07
P00962	P00962		glnS		1.15095e+07	1.13869e+07	1.14015e+07	1.15301e+07	1.11102e+07	1.12589e+07
P00963	P00963		asnA		2.65877e+07	2.55365e+07	2.6173e+07	2.54585e+07	2.55402e+07	2.59779e+07
P00968	P00968		carB		4.83431e+06	4.82718e+06	4.78824e+06	4.83301e+06	4.81781e+06	4.81795e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				3.28941e+06	3.36356e+06	3.08429e+06	1.06944e+06	996015	1.45137e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				3.01287e+06	2.90427e+06	2.53027e+06	667059	701506	646180
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				6.32381e+06	6.34226e+06	6.15377e+06	4.36352e+06	2.85181e+06	2.67052e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				1.3328e+07	1.36743e+07	1.31124e+07	4.0303e+06	4.51222e+06	4.52733e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				1.08961e+06	1.16528e+06	1.05751e+06	331815		324571
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4.05103e+06	4.18113e+06	3.968e+06	966804	871659	784628
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.20173e+07	5.02482e+06	5.12844e+06	784989	976526	820427
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2.41144e+06	2.29727e+06	2.26142e+06	1.02411e+06	966884	1.11843e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2.82982e+06	2.89412e+06	2.76084e+06	659136	636369	485004
P02358	P02358		rpsF		1.57637e+08	1.60917e+08	1.53506e+08	1.60539e+08	1.60265e+08	1.55994e+08
P02359	P02359		rpsG		1.5423e+08	1.52391e+08	1.51198e+08	1.54422e+08	1.50723e+08	1.52021e+08
P02413	P02413		rplO		1.64537e+08	1.65519e+08	1.60223e+08	1.58066e+08	1.57881e+08	1.58462e+08
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				614894	621284	794265	251156		
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				4.61241e+06	4.49388e+06	4.50232e+06	1.15944e+06	1.12788e+06	1.13522e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				5.20118e+06	5.29547e+06	5.35037e+06	1.6824e+06	1.88314e+06	1.95403e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				4.06505e+06	4.03197e+06	3.98279e+06	1.27641e+06	1.30353e+06	1.23995e+06
P02918	P02918		mrcA		1.60796e+06	1.63909e+06	1.64621e+06	1.56354e+06	1.59331e+06	1.63581e+06
P02919	P02919		mrcB		1.84882e+06	1.68964e+06	1.66162e+06	1.6795e+06	1.63154e+06	1.68265e+06
P02924	P02924		araF			1.19027e+06	1.19016e+06	1.18972e+06	1.21025e+06	1.16152e+06
P02925	P02925		rbsB		9.76622e+06	9.60713e+06	9.90576e+06	9.73457e+06	9.87871e+06	9.81012e+06
P02930	P02930		tolC		2.63482e+07	2.61453e+07	2.58653e+07	2.58462e+07	2.55241e+07	2.48281e+07
P02931	P02931		ompF		3.31493e+07	3.21426e+07	3.26457e+07	3.27013e+07	3.2908e+07	3.23383e+07
P02942	P02942		tsr		1.10873e+07	1.11899e+07	1.09792e+07	1.12086e+07	1.09637e+07	1.12436e+07
P02943	P02943		lamB		1.504e+06	1.53441e+06	1.54178e+06	1.71428e+06	1.62193e+06	1.68734e+06
P03004	P03004		dnaA		2.42541e+06	2.33539e+06	2.48367e+06	2.36233e+06	2.39622e+06	2.28892e+06
P03007	P03007		dnaQ		673124	807571	784062	793555	754761	743871
P03018	P03018		uvrD		2.36684e+06	2.26887e+06	2.3566e+06	2.29139e+06	2.21747e+06	2.23756e+06
P03023	P03023		lacI		792559	890589	1.06768e+06		809494	597687
P03024	P03024		galR		2.35588e+06	2.30348e+06	2.2935e+06	2.33035e+06	2.26707e+06	2.23208e+06
P03817	P03817		mioC		4.16069e+06	4.267e+06	4.04491e+06	4.51846e+06	4.3357e+06	4.45974e+06
P03841	P03841		malM		1.06504e+07	1.05992e+07	1.08873e+07	1.03211e+07	1.05976e+07	1.06166e+07
P04036	P04036		dapB		1.11478e+07	1.07411e+07	1.07357e+07	1.14137e+07	1.12704e+07	1.13518e+07
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				987586	1.04231e+06	1.04002e+06	666568	378707	519068
P04079	P04079		guaA		2.13656e+07	2.11947e+07	2.15724e+07	2.13843e+07	2.14106e+07	2.13171e+07
P04335	P04335		frsA		4.48236e+06	4.61176e+06	4.40601e+06	4.53782e+06	4.46261e+06	4.41586e+06
P04425	P04425		gshB		8.91221e+06	8.87198e+06	8.79602e+06	9.20971e+06	9.08292e+06	9.01567e+06
P04693	P04693		tyrB		4.0218e+06	4.07226e+06	3.71341e+06	4.05581e+06	3.96692e+06	3.95594e+06
P04805	P04805		gltX		2.35666e+07	2.38457e+07	2.40083e+07	2.33616e+07	2.32664e+07	2.36344e+07
P04825	P04825		pepN		1.6618e+07	1.67374e+07	1.7001e+07	1.70998e+07	1.70756e+07	1.71544e+07
P04846	P04846		nlpA		3.66165e+06	3.62722e+06	3.21093e+06	3.32007e+06	3.37473e+06	3.32207e+06
P04949	P04949		fliC		4.05487e+07	4.1535e+07	3.95949e+07	3.90715e+07	3.91711e+07	3.87293e+07
P04951	P04951		kdsB		5.73274e+06	5.73424e+06	5.76039e+06	5.59384e+06	5.65933e+06	5.6698e+06
P04982	P04982		rbsD		1.45711e+06	1.24199e+06	1.25753e+06	1.35796e+06	1.36352e+06	1.19666e+06
P04994	P04994		xseA		1.41191e+06	1.24453e+06	1.26731e+06	1.15948e+06	1.20277e+06	1.12676e+06
P04995	P04995		sbcB		1.3259e+07	1.38423e+07	1.33507e+07	1.41379e+07	1.37401e+07	1.36353e+07
P05020	P05020		pyrC		6.52693e+06	6.44408e+06	6.4864e+06	6.37649e+06	6.45862e+06	6.5803e+06
P05041	P05041		pabB		1.81159e+06	2.10289e+06	1.74192e+06	2.2372e+06	2.23782e+06	2.13176e+06
P05055	P05055		pnp		4.50646e+07	4.45019e+07	4.44155e+07	4.47635e+07	4.47979e+07	4.5467e+07
P05100	P05100		tag		2.26981e+06	2.03211e+06	2.35581e+06	2.05127e+06	2.00542e+06	1.96096e+06
P05194	P05194		aroD		1.05498e+06	1.08395e+06	1.03474e+06	1.13733e+06	1.13997e+06	1.13635e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				4.33047e+06	4.366e+06	4.40652e+06	1.19023e+06	1.18635e+06	1.05873e+06
P05458	P05458		ptrA		1.55919e+06	1.676e+06	1.66104e+06	1.66345e+06	1.66956e+06	1.60245e+06
P05459	P05459		pdxB		5.17317e+06	5.22983e+06	5.17724e+06	5.25584e+06	5.12054e+06	5.14348e+06
P05523	P05523		mutM		174312		262150	330809	303826	361263
P05637	P05637		apaH		1.73559e+06	1.74496e+06	1.68644e+06	1.7759e+06	1.7484e+06	1.65026e+06
P05719	P05719		hsdS		1.35302e+06	1.29064e+06	1.30584e+06	1.3857e+06	1.30587e+06	1.25502e+06
P05791	P05791		ilvD		3.34072e+06	3.30731e+06	3.22462e+06	3.28085e+06	3.33503e+06	3.21202e+06
P05793	P05793		ilvC		6.05824e+06	6.15022e+06	5.86697e+06	5.99126e+06	5.72726e+06	6.12438e+06
P05825	P05825		fepA		2.18629e+06	2.30722e+06	2.32634e+06	2.26772e+06	2.22987e+06	2.16274e+06
P05852	P05852		gcp		2.79059e+06	2.81121e+06	2.87286e+06	2.68028e+06	2.79019e+06	2.68641e+06
P06129	P06129		btuB		2.68659e+07	2.64789e+07	2.7405e+07	2.91413e+07	2.91131e+07	2.95426e+07
P06136	P06136		ftsQ		1.18268e+06	1.13202e+06	1.10893e+06	1.13669e+06	1.16982e+06	1.16457e+06
P06149	P06149		dld		6.72913e+06	6.84085e+06	6.64214e+06	6.65043e+06	6.44147e+06	6.83836e+06
P06282	P06282		cdh		2.93124e+06	2.84508e+06	2.96237e+06	3.08662e+06	2.94223e+06	3.01346e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2.28807e+06	2.33083e+06	2.27855e+06	2.16326e+06	2.19183e+06	1.81077e+06
P06610	P06610		btuE		6.38825e+06	6.51711e+06	6.65978e+06	7.07726e+06	6.9535e+06	6.9155e+06
P06612	P06612		topA		6.01261e+06	5.98978e+06	5.9308e+06	5.99578e+06	6.07842e+06	5.97726e+06
P06616	P06616		era		4.0457e+06	4.12808e+06	4.14265e+06	3.68835e+06	3.68263e+06	3.84753e+06
P06709	P06709		birA		999841	1.05239e+06	994245	1.06599e+06	1.08223e+06	1.0956e+06
P06710	P06710		dnaX		1.43298e+06	1.48378e+06	1.45167e+06	1.40074e+06	1.45519e+06	1.50745e+06
P06715	P06715		gor		4.96626e+06	4.97536e+06	5.00754e+06	5.01691e+06	5.13393e+06	5.12687e+06
P06721	P06721		metC		713044	728482	690083	643130	616914	612470
P06722	P06722		mutH		1.20271e+06	1.15302e+06	1.26171e+06	1.29517e+06	1.16976e+06	1.34356e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1.70771e+06	1.65836e+06	1.67109e+06	559429	529988	431717
P06846	P06846		ebgR		2.15087e+06	2.10274e+06	2.20186e+06	2.23707e+06	2.26914e+06	2.14211e+06
P06864	P06864		ebgA					979482		
P06959	P06959		aceF		6.72939e+07	6.75617e+07	6.62907e+07	6.80395e+07	6.891e+07	6.72452e+07
P06961	P06961		cca		1.93849e+06	1.82994e+06	1.83212e+06	1.96834e+06	1.93031e+06	2.04286e+06
