Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P60752	P60752		msbA		3.54802e+06	3.74627e+06	3.70564e+06	3.87336e+06	3.73535e+06	3.81855e+06
P60757	P60757		hisG		2.85309e+06	2.78762e+06	2.85535e+06	2.93199e+06	2.80445e+06	3.05289e+06
P60785	P60785		lepA		1.02079e+07	1.00866e+07	9.52606e+06	9.73288e+06	9.61944e+06	9.94234e+06
P60906	P60906		hisS		1.14796e+07	1.14304e+07	1.1069e+07	1.09811e+07	1.1103e+07	1.0698e+07
P61175	P61175		rplV		1.93292e+08	1.94158e+08	1.81553e+08	1.77842e+08	1.76086e+08	1.84147e+08
P61316	P61316		lolA		2.98749e+06	2.92768e+06	2.89503e+06	2.88825e+06	2.81319e+06	2.73412e+06
P61320	P61320		lolB		2.87528e+06	2.93839e+06	2.86173e+06	2.94974e+06	3.08574e+06	2.80371e+06
P61517	P61517		can		8.20924e+06	8.11218e+06	7.98862e+06	7.85056e+06	7.43921e+06	7.80718e+06
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				8.08614e+06	7.62053e+06	2.6537e+07	2.68426e+07	2.66935e+07	8.00121e+06
P61714	P61714		ribE		2.81121e+07	2.86017e+07	2.75881e+07	2.74954e+07	2.66955e+07	2.77551e+07
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				1.53021e+06	1.61752e+06	5.97165e+06	5.98779e+06	6.29104e+06	1.30509e+06
P61887	P61887		rmlA2		1.03102e+06	968689	1.07912e+06	1.06664e+06	973180	1.00391e+06
P61889	P61889		mdh		1.54575e+07	1.57065e+07	1.42703e+07	1.46204e+07	1.45688e+07	1.42268e+07
P61949	P61949		fldA		3.85843e+06	3.92201e+06	3.42413e+06	3.46507e+06	3.5966e+06	3.68255e+06
P62399	P62399		rplE		1.34898e+08	1.37184e+08	1.34606e+08	1.32177e+08	1.33861e+08	1.23324e+08
P62556	P62556		sopA		3.99103e+06	4.1307e+06	4.08363e+06	4.14368e+06	4.0134e+06	3.88864e+06
P62558	P62558		sopB		5.53251e+06	5.59869e+06	5.65081e+06	5.75574e+06	5.61819e+06	5.90752e+06
P62615	P62615		ispE		1.63448e+06	1.742e+06	1.50076e+06	1.48966e+06	1.63216e+06	1.51246e+06
P62617	P62617		ispF		3.17201e+06	3.2064e+06	3.09572e+06	3.32426e+06	3.34321e+06	2.84815e+06
P62620	P62620		ispG		6.53171e+06	6.38076e+06	6.20007e+06	6.24332e+06	6.47427e+06	6.35484e+06
P62623	P62623		ispH		4.67864e+06	4.61236e+06	4.51672e+06	4.29112e+06	4.4352e+06	4.34468e+06
P62707	P62707		gpmA		4.22636e+07	4.21428e+07	3.91823e+07	3.87828e+07	4.02731e+07	4.12762e+07
P62768	P62768		yaeH		5.81132e+06	6.03368e+06	5.87276e+06	5.70952e+06	5.79347e+06	5.74664e+06
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				1.46411e+06	1.5327e+06	5.99187e+06	5.89832e+06	6.00988e+06	1.54486e+06
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				1.14053e+06	1.07515e+06	3.61733e+06	3.6487e+06	3.64875e+06	1.05843e+06
P63020	P63020		nfuA		8.078e+06	8.02241e+06	7.23828e+06	7.22258e+06	6.90145e+06	7.13279e+06
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)				5.5214e+06	5.39263e+06	1.96109e+07	2.00237e+07	2.0655e+07	5.28849e+06
P63177	P63177		rlmB		3.70958e+06	3.7896e+06	3.93733e+06	3.72634e+06	3.54683e+06	3.82581e+06
P63224	P63224		gmhA		1.96138e+07	1.97111e+07	1.77929e+07	1.80484e+07	1.80775e+07	1.90968e+07
P63228	P63228		gmhB		4.76447e+06	4.70037e+06	4.5255e+06	4.49459e+06	4.37154e+06	4.86431e+06
P63235	P63235		gadC		2.31957e+06	2.52418e+06	2.52152e+06	2.84199e+06	2.8153e+06	2.51499e+06
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				2.57471e+06	2.53616e+06	1.06625e+07	1.05201e+07	1.02082e+07	2.90403e+06
P63284	P63284		clpB		1.80059e+07	1.80676e+07	1.82462e+07	1.83353e+07	1.83393e+07	1.71239e+07
P63386	P63386		mlaF		877763	884996	925700	874404	876952	987036
P63389	P63389		yheS		1.42275e+06	1.47674e+06	1.56628e+06	1.5303e+06	1.51145e+06	1.38293e+06
P63417	P63417		yhbS		8.26388e+06	8.49016e+06	9.0352e+06	9.05602e+06	9.09343e+06	8.5423e+06
P63883	P63883		amiC		1.34939e+06	1.51688e+06	1.38718e+06	1.43548e+06	1.3885e+06	1.42683e+06
P64423	P64423		zntB		375110	358871	442132	421917	380621	529766
P64429	P64429		ypfJ		1.04499e+06	1.08413e+06	913889	1.04269e+06	1.00464e+06	1.06834e+06
P64451	P64451		ydcL		1.81927e+06	1.89559e+06	1.77921e+06	1.81818e+06	1.67097e+06	1.78513e+06
P64455	P64455		ydcY		7.8427e+06	6.56228e+06	5.93067e+06	6.46938e+06	9.18352e+06	9.93157e+06
P64463	P64463		ydfZ		3.13144e+07	3.1076e+07	3.33447e+07	3.35573e+07	3.39095e+07	2.741e+07
P64467	P64467		cnu		2.58267e+06	2.68481e+06	2.59872e+06	2.828e+06	2.71306e+06	2.8734e+06
P64476	P64476		ydiH		1.53538e+06	1.60961e+06	1.84253e+06	1.80218e+06	1.75755e+06	1.67674e+06
P64483	P64483		yeaK		4.45394e+06	4.23198e+06	4.52526e+06	4.48e+06	4.51733e+06	4.5258e+06
P64493	P64493		yoaF		629430	574069	670948	665171	533695	589634
P64499	P64499		yebO		3.45758e+06	3.49361e+06	3.29059e+06	3.34362e+06	3.48287e+06	3.59164e+06
P64506	P64506		yebY		1.5152e+06	1.4893e+06	1.70707e+06	1.63898e+06	1.53084e+06	1.54546e+06
P64519	P64519		yodD		377464	468172	270104	274343	264546	439051
P64534	P64534		rcnB		2.67389e+06	2.70872e+06	2.50931e+06	2.60569e+06	2.67693e+06	2.69241e+06
P64540	P64540		yfcL		8.28489e+06	7.66597e+06	7.41621e+06	7.51309e+06	7.03496e+06	7.22685e+06
P64545	P64545		yfgG		670710	688867	770111	743769	701840	748968
P64554	P64554		queE		3.69196e+06	3.63811e+06	3.73597e+06	3.68841e+06	3.69717e+06	3.71667e+06
P64559	P64559		cptB		554436	588321	535427	598203	566959	557443
P64581	P64581		yqjD		2.91686e+07	3.0096e+07	2.92083e+07	2.85947e+07	2.95324e+07	2.72003e+07
P64585	P64585		yqjE		845966	862497	888355	892818	721145	
P64588	P64588		yqjI		1.64192e+06	1.60885e+06	2.01829e+06	1.97095e+06	1.91742e+06	1.85955e+06
P64596	P64596		yraP		8.20031e+06	7.97164e+06	8.10368e+06	8.05256e+06	7.91275e+06	7.90844e+06
P64599	P64599		yhbT		4.50666e+06	4.58314e+06	4.6096e+06	4.63394e+06	4.64461e+06	4.37535e+06
P64602	P64602		mlaB		1.7823e+06	1.70148e+06	1.74527e+06	1.86844e+06	1.81871e+06	1.84051e+06
P64604	P64604		mlaD		1.35047e+07	1.33559e+07	1.394e+07	1.31925e+07	1.2772e+07	1.36321e+07
P64612	P64612		yhcM		739000	818442	753795	766653	833586	826514
P64624	P64624		yheO		1.76704e+06	2.06817e+06	3.78965e+06	3.90829e+06	3.62764e+06	1.88744e+06
P64636	P64636		yrfG		2.53863e+06	2.72513e+06	2.71649e+06	2.77989e+06	2.59344e+06	2.64262e+06
P65367	P65367		yqcA		2.59021e+06	2.50186e+06	2.73549e+06	2.82337e+06	2.96363e+06	2.86723e+06
P65556	P65556		yfcD		1.99797e+06	1.88831e+06	1.7678e+06	1.72242e+06	1.70324e+06	1.74119e+06
P65870	P65870		queD		2.98355e+06	2.89654e+06	2.69874e+06	2.62978e+06	2.81797e+06	2.76984e+06
P66817	P66817		diaA		2.4401e+06	2.28586e+06	2.09782e+06	2.08777e+06	2.21293e+06	2.38092e+06
P66948	P66948		yfgC		1.73429e+06	1.78874e+06	1.72697e+06	1.84929e+06	1.84045e+06	1.83062e+06
P67080	P67080		yggS		3.31348e+06	3.24341e+06	3.13898e+06	3.01659e+06	3.22302e+06	3.21374e+06
P67087	P67087		rsmI		2.26591e+06	2.43967e+06	2.29485e+06	2.32449e+06	2.33808e+06	2.26703e+06
P67095	P67095		yfcE		750120	751500	653207	780829	764976	678253
P67244	P67244		yqhA		450073	455920	339589	291267	328286	333940
P67603	P67603		yqfB		3.71946e+06	3.78322e+06	3.19989e+06	3.34583e+06	3.06641e+06	3.1825e+06
P67826	P67826		cutC		1.74499e+06	1.55865e+06	2.23953e+06	1.88944e+06	2.12604e+06	2.23113e+06
P67910	P67910		hldD		1.80522e+07	1.82266e+07	1.76981e+07	1.77591e+07	1.81731e+07	1.7488e+07
P68066	P68066		grcA		3.45271e+08	3.48034e+08	3.40389e+08	3.41867e+08	3.47468e+08	3.22623e+08
P68187	P68187		malK		1.79207e+06	1.77842e+06	1.87112e+06	1.88297e+06	1.78186e+06	1.93663e+06
P68191	P68191		sra		2.24538e+06	2.24805e+06	1.86876e+06	2.12333e+06	1.95474e+06	1.90321e+06
P68206	P68206		yjbJ		2.36756e+06	2.33159e+06	2.70815e+06	2.44306e+06	2.14056e+06	1.37027e+06
P68398	P68398		tadA		5.12513e+06	5.20769e+06	5.25933e+06	5.30829e+06	5.22404e+06	5.46795e+06
P68679	P68679		rpsU		8.58534e+07	8.44351e+07	8.41403e+07	8.0135e+07	8.16465e+07	8.18133e+07
P68688	P68688		grxA		1.49314e+06	1.41761e+06	1.42132e+06	1.52052e+06	1.19652e+06	1.27242e+06
P68699	P68699		atpE		3.77533e+06	3.73732e+06	4.25597e+06	4.27338e+06	4.22169e+06	4.47562e+06
P68767	P68767		pepA		7.8725e+06	8.26011e+06	8.09939e+06	8.33312e+06	8.53622e+06	8.28025e+06
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				5.01926e+06	5.01308e+06	2.08645e+07	2.06475e+07	1.98304e+07	5.11189e+06
P68919	P68919		rplY		7.61449e+07	7.88546e+07	6.95774e+07	7.07534e+07	7.39694e+07	8.40298e+07
P69222	P69222		infA		5.78433e+06	6.04788e+06	5.18012e+06	5.23658e+06	5.27945e+06	5.31386e+06
P69228	P69228		baeR		1.66809e+06	1.61871e+06	1.75698e+06	1.78637e+06	1.69387e+06	1.72861e+06
P69330	P69330		citD		1.2098e+07	1.24817e+07	1.28707e+07	1.22806e+07	1.32086e+07	1.38191e+07
P69346	P69346		yefM		912285	963114	957408	813832	799763	917908
P69407	P69407		rcsB		7.05147e+06	6.93752e+06	6.72584e+06	6.79412e+06	7.0896e+06	5.68422e+06
P69411	P69411		rcsF		6.46552e+06	6.39433e+06	6.29632e+06	6.15906e+06	6.36093e+06	6.05672e+06
P69425	P69425		tatB		2.7462e+06	2.72469e+06	2.56483e+06	2.66578e+06	2.66878e+06	2.7744e+06
P69428	P69428		tatA		2.54221e+07	2.56404e+07	2.78452e+07	2.53295e+07	2.68582e+07	2.21273e+07
P69441	P69441		adk		4.79229e+07	4.97253e+07	5.10766e+07	5.06873e+07	5.06424e+07	5.07459e+07
P69503	P69503		apt		2.60657e+07	2.66679e+07	2.39449e+07	2.49165e+07	2.50512e+07	2.99088e+07
P69741	P69741		hybO		2.47812e+06	2.34927e+06	2.42333e+06	2.49176e+06	2.3557e+06	2.05012e+06
P69776	P69776		lpp		4.28337e+07	4.30142e+07	4.33657e+07	4.14542e+07	4.12962e+07	3.74173e+07
P69783	P69783		crr		2.5084e+08	2.53308e+08	2.47156e+08	2.54708e+08	2.50736e+08	2.28412e+08
P69786	P69786		ptsG		5.46683e+06	5.38769e+06	5.13269e+06	5.24776e+06	5.00153e+06	5.10661e+06
P69791	P69791		chbA		1.08307e+06	1.17075e+06	1.18733e+06	1.24407e+06	1.3691e+06	1.17075e+06
P69795	P69795		chbB			661155	736905	550235	473005	639325
P69797	P69797		manX		1.00132e+07	9.84334e+06	1.00289e+07	1.01892e+07	1.0015e+07	1.01469e+07
P69801	P69801		manY		1.15734e+06	1.17663e+06	1.28277e+06	1.20246e+06	1.14222e+06	1.38114e+06
P69805	P69805		manZ		7.71537e+06	6.67858e+06	6.83314e+06	6.98059e+06	6.80704e+06	7.36753e+06
P69808	P69808		fryB		551756	625715	657099	733129	737004	525870
P69811	P69811		fruB		1.25655e+07	1.26221e+07	1.2386e+07	1.29093e+07	1.24714e+07	1.16201e+07
P69829	P69829		ptsN		776106	799315	824247	773766	762718	580163
P69853	P69853		dmsD		1.48087e+06	1.46262e+06	1.26571e+06	1.42127e+06	1.30918e+06	1.46725e+06
P69874	P69874		potA		4.38625e+06	4.3755e+06	4.42389e+06	4.55774e+06	4.45299e+06	4.58305e+06
P69902	P69902		frc		1.1776e+06	1.17761e+06	1.21506e+06	1.21616e+06	1.17559e+06	1.12003e+06
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				2.11098e+06	2.06191e+06	9.04414e+06	9.06608e+06	8.8193e+06	1.95514e+06
P69908	P69908		gadA		3.23679e+06	3.13597e+06	2.96471e+06	2.97721e+06	3.08436e+06	2.89331e+06
P69910	P69910		gadB		4.64973e+07	4.40189e+07	4.3056e+07	4.36779e+07	4.30328e+07	4.23745e+07
P69913	P69913		csrA		1.05954e+07	9.71012e+06	9.22859e+06	9.33294e+06	9.67494e+06	9.40577e+06
P69924	P69924		nrdB		3.267e+06	3.38404e+06	3.24535e+06	3.1619e+06	3.03838e+06	3.13414e+06
P69931	P69931		hda		910364	941155	1.0518e+06	965290	984766	860449
P75691	P75691		yahK		1.42685e+06	1.38071e+06	1.38268e+06	1.33971e+06	1.26586e+06	1.42602e+06
P75713	P75713		ylbA		348339	342618	406547	336759	352263	282271
P75726	P75726		citF		5.24607e+06	5.25543e+06	5.32684e+06	5.35932e+06	5.54145e+06	5.01077e+06
P75728	P75728		ubiF		625580	633631	609829	619589	614223	563680
P75736	P75736		ybfF		2.27093e+06	2.29973e+06	2.58786e+06	2.56824e+06	2.53244e+06	2.47196e+06
P75745	P75745		ybgK		1.2212e+06	1.25798e+06	1.39093e+06	1.23177e+06	1.27779e+06	1.32312e+06
P75746	P75746		ybgL		159943	292778	294506	249056	233643	
P75777	P75777		ybhG		3.00315e+06	2.88172e+06	2.65943e+06	2.69315e+06	2.81403e+06	3.07281e+06
P75780	P75780		fiu		637652	644219	653253	637058	668033	702235
P75782	P75782		rlmF		1.05373e+06	970392	1.04511e+06	989137	920694	1.14681e+06
P75809	P75809		ybjI		1.03482e+06	987765	876879	843622	1.03976e+06	1.23295e+06
P75818	P75818		ybjP		5.91659e+06	6.14362e+06	6.15334e+06	6.12373e+06	5.81606e+06	5.83049e+06
P75821	P75821		ybjS		1.45395e+06	1.59841e+06	1.51208e+06	1.72959e+06	1.58836e+06	1.61985e+06
P75823	P75823		ltaE		4.75721e+06	4.87359e+06	5.39012e+06	5.28603e+06	5.24676e+06	4.7111e+06
P75829	P75829		ybjX		2.48443e+06	2.55159e+06	2.4297e+06	2.53707e+06	2.57781e+06	2.37623e+06
P75838	P75838		ycaO		9.42205e+06	9.57356e+06	9.66514e+06	9.83179e+06	9.61837e+06	9.08944e+06
P75849	P75849		ycbL		1.9093e+06	1.83183e+06	1.53959e+06	1.70134e+06	1.57117e+06	1.78756e+06
P75863	P75863		ycbX		1.30337e+06	1.36307e+06	1.24958e+06	1.34469e+06	1.37371e+06	1.41275e+06
P75864	P75864		rlmL		1.61379e+06	1.6753e+06	1.69694e+06	1.69105e+06	1.73607e+06	1.73109e+06
P75867	P75867		ycbZ		1.69357e+06	1.65105e+06	1.63063e+06	1.62758e+06	1.61392e+06	1.35002e+06
P75874	P75874		yccU		2.75803e+06	2.8073e+06	2.88932e+06	2.86564e+06	2.84631e+06	2.48082e+06
P75876	P75876		rlmI		5.2799e+06	5.37296e+06	5.23202e+06	5.37792e+06	5.48392e+06	5.24798e+06
P75882	P75882		gfcD		5.33314e+06	5.30202e+06	5.37822e+06	5.30936e+06	5.25588e+06	5.20103e+06
P75883	P75883		gfcC		1.71414e+06	1.75661e+06	1.42398e+06	1.66565e+06	1.08877e+06	1.77438e+06
P75884	P75884		gfcB		2.22717e+06	2.1402e+06	1.8935e+06	1.96812e+06	1.92908e+06	2.26174e+06
P75913	P75913		ghrA		1.14712e+06	1.22084e+06	1.13245e+06	1.15147e+06	1.20225e+06	1.18523e+06
P75914	P75914		ycdX		5.77858e+06	6.10617e+06	6.30203e+06	6.29237e+06	5.93885e+06	6.93843e+06
P75915	P75915		ycdY		8.83633e+06	8.96461e+06	9.67904e+06	9.29868e+06	9.22543e+06	8.3525e+06
P75931	P75931		yceM		778912	816913	796252	717188	894264	780410
P75937	P75937		flgE		3.61674e+06	3.61509e+06	3.86947e+06	3.99029e+06	3.95129e+06	4.06982e+06
P75949	P75949		nagZ		1.60729e+06	1.65183e+06	1.51865e+06	1.59927e+06	1.47577e+06	1.33004e+06
P75957	P75957		lolD		4.43608e+06	4.39927e+06	4.8813e+06	4.91048e+06	4.75959e+06	4.32718e+06
P75959	P75959		nagK		2.11063e+06	2.15252e+06	2.25812e+06	1.96382e+06	2.27455e+06	2.26585e+06
P75960	P75960		cobB		3.26723e+06	3.39871e+06	3.37845e+06	3.3147e+06	3.36977e+06	3.09853e+06
P76002	P76002		pliG		975013	934969	720335	753430	793005	985880
P76004	P76004		ycgM		916821	884716	811109	864311	891861	1.04449e+06
P76008	P76008		ldcA		1.54086e+06	1.54442e+06	1.44566e+06	1.4511e+06	1.60623e+06	1.45106e+06
P76014	P76014		dhaL		6.31285e+06	6.38445e+06	6.63512e+06	6.70678e+06	6.42259e+06	6.02441e+06
P76015	P76015		dhaK		2.24492e+06	2.37942e+06	2.43243e+06	2.38259e+06	2.33072e+06	2.3617e+06
P76027	P76027		oppD		1.01385e+06	1.00298e+06	1.02509e+06	1.11841e+06	1.09577e+06	942142
P76034	P76034		yciT		1.63428e+06	1.6154e+06	1.73056e+06	1.5545e+06	1.65686e+06	1.64535e+06
P76053	P76053		smrA		437299	482519	523429	493342	499690	467486
P76055	P76055		ttcA		1.86219e+06	1.98194e+06	1.96911e+06	2.01949e+06	1.93798e+06	2.0558e+06
P76112	P76112		yncA		1.34866e+06	1.38407e+06	1.45267e+06	1.39645e+06	1.32701e+06	1.16309e+06
P76116	P76116		yncE		4.51814e+06	4.61269e+06	4.72449e+06	4.50943e+06	4.5268e+06	4.41439e+06
P76170	P76170		ynfB		2.50003e+06	2.49522e+06	2.37529e+06	2.51201e+06	2.40191e+06	2.61159e+06
P76177	P76177		ydgH		1.31326e+07	1.3197e+07	1.27262e+07	1.28092e+07	1.2922e+07	1.34125e+07
P76187	P76187		ydhF		2.61009e+06	2.6874e+06	2.95162e+06	2.87994e+06	2.87913e+06	2.60844e+06
P76192	P76192		ydhV		1.65148e+06	1.7024e+06	1.69527e+06	1.6521e+06	1.73048e+06	1.62481e+06
P76193	P76193		ynhG		1.65435e+06	1.74389e+06	1.67673e+06	1.61969e+06	1.51268e+06	1.56619e+06
P76206	P76206		ydiY		1.38585e+06	1.39438e+06	1.38506e+06	1.36659e+06	1.37163e+06	1.78772e+06
P76220	P76220		ydjY		634952	553486	689395	448856	633207	644173
P76223	P76223		ynjB		1.99571e+06	1.95246e+06	2.07951e+06	1.97798e+06	2.09936e+06	2.32137e+06
P76227	P76227		ynjH		3.5731e+06	3.64218e+06	3.83993e+06	3.43063e+06	3.43165e+06	3.88371e+06
P76243	P76243		yeaO		1.86812e+06	1.86679e+06	1.79262e+06	1.79402e+06	1.85832e+06	1.9001e+06
P76245	P76245		yeaP		760852	858381	954303	912692	847879	787056
P76256	P76256		yeaZ		1.95452e+06	2.01444e+06	2.02975e+06	1.92559e+06	1.82505e+06	2.05855e+06
P76268	P76268		kdgR		6.36789e+06	6.64944e+06	6.63111e+06	6.57379e+06	6.59985e+06	6.3359e+06
P76270	P76270		msrC		4.21687e+06	4.12391e+06	3.97234e+06	4.19849e+06	3.92743e+06	4.85382e+06
P76273	P76273		rsmF		1.08529e+06	1.12178e+06	1.03425e+06	1.03462e+06	1.0379e+06	1.03569e+06
P76290	P76290		cmoA		1.68504e+06	1.78877e+06	1.78158e+06	1.7525e+06	1.88742e+06	1.78778e+06
P76291	P76291		cmoB		1.88172e+06	1.91493e+06	2.02301e+06	2.06591e+06	2.08216e+06	2.14498e+06
P76316	P76316		dcyD		1.20028e+06	1.2538e+06	1.27098e+06	1.14173e+06	1.27925e+06	1.28583e+06
P76342	P76342		yedY		787738	873865	1.02161e+06	590490	609596	
P76372	P76372		wzzB		7.59468e+06	8.24205e+06	8.48793e+06	8.14847e+06	8.63192e+06	7.5891e+06
P76402	P76402		yegP		3.40164e+06	3.32278e+06	3.62135e+06	3.4767e+06	3.45448e+06	3.39897e+06
P76403	P76403		yegQ		2.68268e+06	2.58709e+06	2.4849e+06	2.58937e+06	2.74571e+06	3.07158e+06
P76440	P76440		preT		1.26293e+06	1.25345e+06	1.24401e+06	1.19602e+06	1.18102e+06	1.10222e+06
P76445	P76445		yeiU		1.80291e+06	1.93084e+06	2.11607e+06	1.96094e+06	2.30511e+06	1.60319e+06
P76491	P76491		yfbR		750154	810456	966959	886698	913561	944375
P76502	P76502		sixA		6.91441e+06	6.8049e+06	6.888e+06	6.69503e+06	6.62523e+06	6.57792e+06
P76505	P76505		yfdF				1.02095e+06	1.14815e+06		790402
P76506	P76506		mlaA		7.58243e+06	7.75263e+06	7.67915e+06	7.82105e+06	7.77149e+06	7.97612e+06
P76535	P76535		murQ		1.58129e+06	1.63662e+06	1.47615e+06	1.45261e+06	1.37252e+06	1.72962e+06
P76536	P76536		yfeX		1.50754e+07	1.52448e+07	1.44144e+07	1.47635e+07	1.50267e+07	1.59477e+07
P76537	P76537		yfeY		2.73802e+06	2.83587e+06	2.5019e+06	2.48811e+06	2.51476e+06	2.65956e+06
P76539	P76539		ypeA		1.89167e+06	1.93364e+06	1.8728e+06	1.80919e+06	1.78558e+06	1.97001e+06
P76558	P76558		maeB		2.78219e+06	2.73741e+06	2.67698e+06	2.69003e+06	2.72528e+06	2.73398e+06
P76576	P76576		yfgM		9.74314e+06	9.6497e+06	8.70699e+06	9.31197e+06	9.08417e+06	8.23888e+06
P76578	P76578		yfhM		404648	387650	386663	405894	356798	366406
P76585	P76585		yphG		8.46378e+06	8.89859e+06	8.71404e+06	8.74449e+06	9.46622e+06	
P76594	P76594		yfiQ		7.84617e+06	8.0013e+06	7.52078e+06	7.40261e+06	7.35014e+06	5.33443e+06
P76658	P76658		hldE		9.16366e+06	9.0832e+06	9.38362e+06	9.37647e+06	9.28043e+06	9.18522e+06
P76938	P76938		epmC		1.61784e+06	1.44243e+06	1.60248e+06	1.51118e+06	1.55805e+06	1.44575e+06
P77150	P77150		pdxY		3.44915e+06	3.56938e+06	3.69592e+06	3.69046e+06	3.63581e+06	2.90985e+06
P77173	P77173		zipA		2.28861e+06	2.29268e+06	2.2584e+06	2.29306e+06	2.19303e+06	1.86878e+06
P77182	P77182		mnmC		883657	830967	748668	768782	739462	679296
P77202	P77202		dsbG		1.11331e+06	1.1284e+06	1.14155e+06	1.02035e+06	1.02189e+06	965984
P77247	P77247		yniC		1.32541e+06	1.3609e+06	1.29414e+06	1.3425e+06	1.48583e+06	1.54088e+06
P77252	P77252		ykgE		1.06386e+06	1.0239e+06	1.04454e+06	980092	933314	1.16091e+06
P77258	P77258		nemA		4.17216e+06	4.25458e+06	4.46536e+06	4.46567e+06	4.23942e+06	4.66468e+06
P77279	P77279		ybbL		2.15279e+06	2.3188e+06	2.13565e+06	2.18676e+06	2.30103e+06	2.54115e+06
P77285	P77285		rnfG		373172	330355	347789	344717	364094	311328
P77330	P77330		borD		2.19334e+07	2.22668e+07	1.96254e+07	1.98818e+07	2.03311e+07	1.82926e+07
P77338	P77338		kefA		1.4621e+06	1.4967e+06	1.46604e+06	1.40785e+06	1.41749e+06	1.74788e+06
P77348	P77348		mppA		2.1945e+06	2.09717e+06	2.08487e+06	1.99447e+06	2.00345e+06	1.89691e+06
P77376	P77376		ydgJ		1.33096e+06	1.26246e+06	1.29732e+06	1.30887e+06	1.09209e+06	1.30898e+06
P77395	P77395		ybbN		2.71487e+06	2.78284e+06	2.77896e+06	2.7044e+06	2.79186e+06	2.80722e+06
P77398	P77398		arnA		347846	430094	635576	621359	518317	337776
P77433	P77433		ykgG		1.33629e+06	1.42402e+06	1.45253e+06	1.3745e+06	1.37462e+06	1.47454e+06
P77434	P77434		alaC		2.21424e+06	2.24772e+06	2.18507e+06	2.27621e+06	2.0607e+06	2.42652e+06
P77454	P77454		glsA1		1.11546e+06	1.16676e+06	1.21293e+06	1.16818e+06	1.1309e+06	879756
P77475	P77475		yqaB		2.53671e+06	2.5247e+06	2.45997e+06	2.51907e+06	2.89698e+06	2.14061e+06
P77488	P77488		dxs		2.40079e+06	2.34446e+06	2.34662e+06	2.398e+06	2.3697e+06	2.41284e+06
P77499	P77499		sufC		1.44127e+06	1.47758e+06	1.54009e+06	1.3894e+06	1.37916e+06	1.52056e+06
P77529	P77529		ydjN		4.87404e+06	5.03729e+06	5.07299e+06	5.27187e+06	4.88696e+06	4.99088e+06
P77536	P77536		ykgF		1.63888e+06	1.75682e+06	1.62946e+06	1.56745e+06	1.57207e+06	1.7155e+06
P77552	P77552		ydhQ		2.86042e+06	2.79549e+06	2.74348e+06	2.75927e+06	2.58946e+06	2.43113e+06
P77562	P77562		yaiW		1.23007e+06	1.29507e+06	1.27719e+06	1.18251e+06	1.22781e+06	1.36841e+06
P77570	P77570		anmK		1.23673e+06	1.30458e+06	1.31206e+06	1.24322e+06	1.34097e+06	1.22603e+06
P77611	P77611		rnfC		916406	891284	875306	849587	836303	761145
