Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P00811	P00811		ampC		1.06114e+06	1.14384e+06	1.75817e+06	1.70433e+06	1.8918e+06	1.63349e+06
P00864	P00864		ppc		1.12918e+07	1.12146e+07	1.12139e+07	1.09299e+07	1.12202e+07	1.11004e+07
P00887	P00887		aroH		1.56754e+06	1.65293e+06	1.50486e+06	1.56083e+06	1.59633e+06	1.53268e+06
P00888	P00888		aroF		2.03395e+06	2.05975e+06	2.02162e+06	1.96912e+06	2.05248e+06	1.98006e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				4.20335e+06	4.19209e+06	4.27557e+06	4.26443e+06	4.28002e+06	4.65234e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				3.99023e+06	4.07974e+06		4.00041e+06		
P00934	P00934		thrC		4.74646e+06	4.59453e+06	4.69171e+06	4.61509e+06	4.41604e+06	4.56676e+06
P00946	P00946		manA		1.09346e+07	1.11731e+07	1.12224e+07	1.08691e+07	1.12559e+07	1.13818e+07
P00954	P00954		trpS		5.35478e+06	5.24099e+06	5.05541e+06	5.14402e+06	4.93871e+06	4.74088e+06
P00956	P00956		ileS		2.52785e+07	2.55249e+07	2.48192e+07	2.49769e+07	2.47965e+07	2.46773e+07
P00957	P00957		alaS		1.52856e+07	1.53528e+07	1.44729e+07	1.48973e+07	1.45832e+07	1.42862e+07
P00959	P00959		metG		1.86823e+07	1.87778e+07	1.83892e+07	1.85025e+07	1.86023e+07	1.86208e+07
P00960	P00960		glyQ		4.78269e+06	4.73456e+06	4.9024e+06	4.78459e+06	5.00452e+06	4.7054e+06
P00961	P00961		glyS		1.2929e+07	1.2928e+07	1.27909e+07	1.28819e+07	1.3138e+07	1.30099e+07
P00962	P00962		glnS		1.4119e+07	1.41669e+07	1.38071e+07	1.41531e+07	1.38197e+07	1.37754e+07
P00963	P00963		asnA		2.22111e+07	2.16921e+07	2.12021e+07	2.26529e+07	2.14668e+07	2.13702e+07
P00968	P00968		carB		4.86456e+06	4.77283e+06	4.72417e+06	4.83768e+06	4.91627e+06	4.59817e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				5.88965e+06	5.86635e+06		5.85088e+06		
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2.69041e+06	2.73807e+06		2.53313e+06		
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				2.18214e+06	2.29238e+06		2.05276e+06		
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2.70306e+06	2.65174e+06		2.77387e+06		
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4.01678e+06	4.09414e+06		4.11347e+06		
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				715667	741505		739817		
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				3.09493e+06	3.04255e+06		2.81043e+06		
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2.76318e+06	2.66325e+06		2.61864e+06		
P02358	P02358		rpsF		1.17426e+08	1.16196e+08	1.07201e+08	1.13549e+08	1.05581e+08	1.05178e+08
P02359	P02359		rpsG		1.55102e+08	1.56535e+08	1.5211e+08	1.51804e+08	1.50446e+08	1.51311e+08
P02413	P02413		rplO		1.46162e+08	1.47143e+08	1.43848e+08	1.43211e+08	1.42128e+08	1.43005e+08
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				3.77455e+06	3.77583e+06		3.86547e+06		
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3.54335e+06	3.58945e+06		3.53942e+06		2.54089e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				2.92425e+06	2.90143e+06		2.86562e+06		
P02918	P02918		mrcA		1.77891e+06	1.71822e+06	1.94529e+06	1.7757e+06	1.74257e+06	1.93611e+06
P02919	P02919		mrcB		1.94376e+06	1.70805e+06	1.72281e+06	1.7779e+06	1.75458e+06	1.72621e+06
P02925	P02925		rbsB		9.33006e+06	9.21212e+06	9.17459e+06	9.38208e+06	9.1557e+06	9.1837e+06
P02930	P02930		tolC		2.45e+07	2.44135e+07	2.44038e+07	2.41067e+07	2.48431e+07	2.38472e+07
P02931	P02931		ompF		3.72347e+07	3.67662e+07	3.84745e+07	3.83015e+07	3.94848e+07	3.75698e+07
P02942	P02942		tsr		1.06355e+07	1.0566e+07	1.07728e+07	1.04545e+07	1.0501e+07	1.06993e+07
P02943	P02943		lamB		1.47697e+06	1.45627e+06	1.45874e+06	1.54035e+06	1.41117e+06	1.51265e+06
P03004	P03004		dnaA		2.10446e+06	1.99788e+06	2.0178e+06	2.11949e+06	2.03937e+06	2.21213e+06
P03007	P03007		dnaQ			907177	884678	818832	772672	910292
P03018	P03018		uvrD		1.79797e+06	1.71062e+06	1.82946e+06	1.76756e+06	1.87049e+06	1.83676e+06
P03024	P03024		galR		1.5036e+06	1.45651e+06	1.45426e+06	1.21157e+06	1.39092e+06	1.21234e+06
P03817	P03817		mioC		7.42276e+06	7.29397e+06	7.53743e+06	7.05691e+06	6.97812e+06	7.67082e+06
P03841	P03841		malM		9.55939e+06	9.70151e+06	9.87451e+06	9.7871e+06	1.03982e+07	1.0142e+07
P04036	P04036		dapB		5.62353e+06	5.50391e+06	5.28929e+06	5.46024e+06	5.2315e+06	5.31561e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				492797	517356		562324		
P04079	P04079		guaA		2.04477e+07	2.00748e+07	2.0325e+07	2.05808e+07	2.03046e+07	2.04005e+07
P04335	P04335		frsA		4.38062e+06	4.47523e+06	4.53028e+06	4.29508e+06	4.33355e+06	4.54232e+06
P04425	P04425		gshB		7.46627e+06	7.76329e+06	7.6825e+06	7.62069e+06	7.81038e+06	7.68503e+06
P04693	P04693		tyrB		3.96217e+06	3.99874e+06	3.78056e+06	3.49542e+06	3.98173e+06	3.8135e+06
P04805	P04805		gltX		2.19107e+07	2.18018e+07	2.05832e+07	2.15609e+07	2.09414e+07	2.11922e+07
P04825	P04825		pepN		1.65394e+07	1.65588e+07	1.61575e+07	1.66202e+07	1.67544e+07	1.6664e+07
P04846	P04846		nlpA		3.43627e+06	3.42778e+06	3.10414e+06	3.31186e+06	3.31982e+06	3.34139e+06
P04949	P04949		fliC		3.82875e+07	3.87877e+07	3.68067e+07	3.75401e+07	3.81084e+07	3.63669e+07
P04951	P04951		kdsB		4.14937e+06	4.09834e+06	3.95031e+06	4.13941e+06	3.95493e+06	4.23208e+06
P04982	P04982		rbsD		2.44747e+06	2.52707e+06	2.25492e+06	2.52562e+06	2.42024e+06	2.3122e+06
P04995	P04995		sbcB		1.19912e+07	1.20399e+07	1.19438e+07	1.1885e+07	1.24101e+07	1.25936e+07
P05020	P05020		pyrC		6.3832e+06	6.29546e+06	5.89818e+06	6.46251e+06	5.41058e+06	6.10368e+06
P05041	P05041		pabB		1.78849e+06	1.95021e+06	1.86638e+06	1.67874e+06	1.89552e+06	1.75128e+06
P05055	P05055		pnp		4.44493e+07	4.39611e+07	4.23124e+07	4.28801e+07	4.22583e+07	4.18361e+07
P05100	P05100		tag		2.13914e+06	1.9247e+06	1.98966e+06	2.2492e+06	1.86636e+06	1.89183e+06
P05194	P05194		aroD		988214	992866	956962	1.03576e+06	1.04088e+06	1.0199e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				4.11669e+06	4.00293e+06		3.97125e+06		
P05458	P05458		ptrA		1.61827e+06	1.63168e+06	1.59512e+06	1.6132e+06	1.56576e+06	1.48204e+06
P05459	P05459		pdxB		5.97274e+06	5.91075e+06	5.70576e+06	5.85785e+06	5.72302e+06	5.69012e+06
P05637	P05637		apaH		1.71273e+06	1.72216e+06	1.50185e+06	1.61677e+06	1.41155e+06	1.50543e+06
P05719	P05719		hsdS		1.13681e+06	1.12549e+06	1.19022e+06	1.08302e+06	1.22485e+06	1.17646e+06
P05791	P05791		ilvD		3.06466e+06	3.15164e+06	3.02777e+06	2.87279e+06	2.96142e+06	2.95886e+06
P05793	P05793		ilvC		5.64354e+06	5.64582e+06	5.61178e+06	5.47029e+06	5.63944e+06	5.67167e+06
P05825	P05825		fepA		2.20953e+06	2.21293e+06	2.1436e+06	2.17676e+06	2.18766e+06	2.18756e+06
P05852	P05852		gcp		2.65394e+06	2.5981e+06	2.76244e+06	2.57218e+06	2.61269e+06	2.50386e+06
P06129	P06129		btuB		1.27794e+07	1.27097e+07	1.31907e+07	1.29345e+07	1.34123e+07	1.34246e+07
P06149	P06149		dld		6.89654e+06	6.74797e+06	6.76162e+06	6.59432e+06	6.60136e+06	6.19828e+06
P06282	P06282		cdh		2.57071e+06	2.39205e+06	2.55074e+06	2.54571e+06	2.32244e+06	2.60638e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.17545e+06	1.23216e+06		1.18848e+06		1.00221e+06
P06610	P06610		btuE		6.50755e+06	6.65808e+06	6.43711e+06	6.745e+06	6.59713e+06	6.67184e+06
P06612	P06612		topA		5.59643e+06	5.61912e+06	5.77125e+06	5.53783e+06	5.71371e+06	5.71925e+06
P06616	P06616		era		3.75683e+06	3.79014e+06	3.83329e+06	3.77786e+06	3.8875e+06	3.71235e+06
P06709	P06709		birA		954564	970346	930146	1.0746e+06	1.02257e+06	1.10769e+06
P06710	P06710		dnaX		1.35916e+06	1.44544e+06	1.38932e+06	1.32505e+06	1.37811e+06	1.53118e+06
P06715	P06715		gor		4.05971e+06	4.06303e+06	4.21782e+06	4.17031e+06	4.23006e+06	4.1869e+06
P06722	P06722		mutH		606865	642205	555323	601423	585984	589269
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1.81492e+06	1.76664e+06		1.74763e+06		
P06846	P06846		ebgR		1.22147e+06	1.13426e+06	1.41742e+06	1.3236e+06	1.28195e+06	1.302e+06
P06959	P06959		aceF		5.85484e+07	5.85175e+07	5.88507e+07	5.69836e+07	5.92757e+07	5.75133e+07
P06961	P06961		cca		878795	853259	1.06839e+06	895828	1.10734e+06	1.0986e+06
P06966	P06966		dicA		3.22873e+06	3.22592e+06	3.86945e+06	3.3445e+06	3.74315e+06	3.74033e+06
P06968	P06968		dut		1.05519e+07	1.07749e+07	1.12296e+07	1.05873e+07	1.12672e+07	1.09716e+07
P06971	P06971		fhuA		1.45004e+07	1.42074e+07	1.41448e+07	1.42942e+07	1.38911e+07	1.39455e+07
P06974	P06974		fliM		1.85406e+06	1.78258e+06	1.77738e+06	1.80713e+06	1.83283e+06	1.85989e+06
P06983	P06983		hemC		1.10932e+07	1.12453e+07	1.09979e+07	1.1145e+07	1.15695e+07	1.12819e+07
P06986	P06986		hisC		3.16026e+06	3.15612e+06	3.08919e+06	3.22852e+06	3.09819e+06	2.79951e+06
P06987	P06987		hisB		1.12061e+06	1.14071e+06	1.12038e+06	1.23183e+06	1.12702e+06	1.12554e+06
P06988	P06988		hisD		3.4686e+06	3.28059e+06	2.92055e+06	3.22106e+06	3.20076e+06	3.11572e+06
P06992	P06992		rsmA		2.0754e+06	2.17278e+06	2.1496e+06	2.05809e+06	2.17024e+06	2.15535e+06
P06996	P06996		ompC		2.10475e+08	2.12528e+08	2.09772e+08	2.04337e+08	2.10474e+08	2.02641e+08
P06999	P06999		pfkB		1.09802e+06	1.19145e+06	1.02762e+06	1.04839e+06	1.07127e+06	989282
P07000	P07000		pldB		605226	574416	519765	574567	556687	557425
P07001	P07001		pntA		1.85354e+06	2.05789e+06	1.87641e+06	1.98155e+06	1.8577e+06	1.87867e+06
P07003	P07003		poxB		2.31414e+06	2.29386e+06	2.227e+06	2.35727e+06	2.27047e+06	2.21161e+06
P07004	P07004		proA		5.12371e+06	5.06172e+06	5.18233e+06	5.12892e+06	5.23682e+06	5.09468e+06
P07012	P07012		prfB		9.59822e+06	9.41597e+06	9.672e+06	9.36084e+06	1.00859e+07	9.78363e+06
P07014	P07014		sdhB		1.63064e+06	1.71065e+06	1.82449e+06	1.60265e+06	1.76039e+06	1.69414e+06
P07017	P07017		tar		3.52402e+06	3.52301e+06	3.50958e+06	3.59293e+06	3.51584e+06	3.47433e+06
P07021	P07021		yfiB		876226	979452	899724	950578	829915	887500
P07023	P07023		tyrA		2.5842e+06	2.42596e+06	2.45763e+06	2.32498e+06	2.55555e+06	2.44473e+06
P07024	P07024		ushA		4.63353e+06	4.74719e+06	4.7988e+06	4.74838e+06	4.66642e+06	4.91738e+06
P07026	P07026		sdiA		1.68601e+06	1.75424e+06	1.84043e+06	1.65516e+06	1.74231e+06	1.74313e+06
P07118	P07118		valS		2.41303e+07	2.40711e+07	2.33751e+07	2.40398e+07	2.37132e+07	2.35379e+07
P07330	P07330		cheB		1.0776e+06	1.07791e+06	1.13242e+06	1.01359e+06	1.15844e+06	1.19193e+06
P07363	P07363		cheA		1.61992e+06	1.63471e+06	1.70172e+06	1.55235e+06	1.74249e+06	1.76713e+06
P07395	P07395		pheT		1.56881e+07	1.54618e+07	1.52017e+07	1.52908e+07	1.53193e+07	1.52941e+07
P07604	P07604		tyrR		2.4675e+06	2.47927e+06	2.60509e+06	2.53419e+06	2.45221e+06	2.52733e+06
P07639	P07639		aroB		3.16627e+06	3.22403e+06	3.13485e+06	3.102e+06	3.16346e+06	2.96907e+06
P07649	P07649		truA		1.7777e+06	1.83189e+06	1.93443e+06	1.74364e+06	1.95612e+06	1.86675e+06
P07650	P07650		deoA		6.04052e+06	6.26128e+06	6.12543e+06	6.01226e+06	6.14543e+06	5.94968e+06
P07658	P07658		fdhF		890865	911738	868389	901285	951835	855892
P07762	P07762		glgB		3.54475e+06	3.6119e+06	3.62506e+06	3.70807e+06	3.52601e+06	3.62774e+06
P07813	P07813		leuS		1.49455e+07	1.49634e+07	1.46588e+07	1.51139e+07	1.47914e+07	1.4823e+07
P07862	P07862		ddlB		3.72338e+06	3.64116e+06	3.69548e+06	3.65352e+06	3.73647e+06	3.83874e+06
P07913	P07913		tdh		4.29635e+06	4.30523e+06	4.29028e+06	4.3881e+06	4.37747e+06	4.13057e+06
P08178	P08178		purM		1.78881e+06	1.75111e+06	1.69951e+06	1.86655e+06	1.74173e+06	1.64723e+06
P08179	P08179		purN		5.20406e+06	4.93791e+06	4.56166e+06	5.14859e+06	4.73642e+06	4.34462e+06
P08190	P08190		fimG		609830	647371	717935	623441	778182	807889
P08191	P08191		fimH		2.78348e+06	2.64242e+06	3.04199e+06	2.69986e+06	2.99486e+06	2.82155e+06
P08192	P08192		folC		3.31942e+06	3.33909e+06	3.31132e+06	3.32943e+06	3.41134e+06	3.28806e+06
P08200	P08200		icd		2.4109e+07	2.36892e+07	2.29782e+07	2.31548e+07	2.31692e+07	2.34437e+07
P08201	P08201		nirB		5.18488e+06	5.21467e+06	5.38599e+06	5.18964e+06	5.41973e+06	5.35682e+06
P08244	P08244		pyrF		9.53332e+06	9.71328e+06	1.00106e+07	1.00307e+07	9.52789e+06	9.65043e+06
P08245	P08245		yciH		858977	850884	836691	841819	878577	868334
