Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P08956	P08956		hsdR		2.49609e+06	2.45536e+06	2.5045e+06	2.41296e+06	2.34381e+06	2.39487e+06
P08957	P08957		hsdM		1.17826e+07	1.17445e+07	1.15949e+07	1.15415e+07	1.15704e+07	1.17181e+07
P09029	P09029		purK		993224	1.09211e+06	1.1474e+06	911454	985353	1.02436e+06
P09030	P09030		xthA		3.28503e+06	3.4201e+06	3.36662e+06	3.65199e+06	3.54093e+06	3.56387e+06
P09053	P09053		avtA		479721	511323	453384	466277	530972	493677
P09126	P09126		hemD		1.52804e+06	1.39536e+06	1.45e+06	1.57063e+06	1.49651e+06	1.51888e+06
P09127	P09127		hemX		8.99938e+06	8.92664e+06	9.17218e+06	9.23577e+06	9.07172e+06	9.09095e+06
P09147	P09147		galE		9.29207e+06	9.11377e+06	9.33764e+06	9.52589e+06	9.66049e+06	9.60133e+06
P09148	P09148		galT		1.58695e+06	1.59234e+06	1.59759e+06	1.63921e+06	1.6858e+06	1.70687e+06
P09152	P09152		narG		5.10442e+06	5.04706e+06	5.13353e+06	5.21517e+06	5.3695e+06	5.22317e+06
P09155	P09155		rnd		2.3995e+06	2.4023e+06	2.43962e+06	2.25312e+06	2.58659e+06	2.41147e+06
P09158	P09158		speE		7.0013e+06	7.27765e+06	7.19587e+06	7.20383e+06	7.21936e+06	7.43828e+06
P09169	P09169		ompT		5.62121e+06	5.53034e+06	5.65444e+06	5.90787e+06	5.84315e+06	5.94013e+06
P09323	P09323		nagE		778343	508137	728674	582103	728208	606848
P09372	P09372		grpE		4.55603e+07	4.83439e+07	4.7805e+07	4.87415e+07	5.14749e+07	4.92835e+07
P09373	P09373		pflB		2.66543e+08	2.67554e+08	2.59626e+08	2.67595e+08	2.65237e+08	2.64266e+08
P09394	P09394		glpQ		6.16464e+06	6.23166e+06	6.12537e+06	6.26055e+06	6.25718e+06	6.2191e+06
P09424	P09424		mtlD		2.35125e+06	2.25063e+06	2.25236e+06	2.24434e+06	2.26488e+06	2.25706e+06
P09546	P09546		putA		1.63248e+06	1.66248e+06	1.57729e+06	1.91981e+06	1.96627e+06	1.9603e+06
P09549	P09549		dedD		1.26253e+06	1.31303e+06	1.2636e+06	1.26559e+06	1.2961e+06	1.25409e+06
P09831	P09831		gltB		2.51975e+06	2.5071e+06	2.4932e+06	2.61279e+06	2.61194e+06	2.59105e+06
P09832	P09832		gltD		3.00303e+06	3.03443e+06	2.96004e+06	3.08918e+06	3.04479e+06	3.13483e+06
P0A698	P0A698		uvrA		2.53945e+06	2.64946e+06	2.62055e+06	2.53899e+06	2.54761e+06	2.64106e+06
P0A6A0	P0A6A0		ubiB		2.27235e+06	1.96374e+06	2.17414e+06	1.93164e+06	2.06321e+06	2.05788e+06
P0A6A3	P0A6A3		ackA		1.33964e+08	1.32667e+08	1.32329e+08	1.30844e+08	1.28043e+08	1.32031e+08
P0A6A8	P0A6A8		acpP		1.63653e+08	1.63998e+08	1.62131e+08	1.56819e+08	1.59075e+08	1.6095e+08
P0A6B4	P0A6B4		alr		3.06236e+06	3.06262e+06	3.2433e+06	3.30995e+06	3.36417e+06	3.26719e+06
P0A6B7	P0A6B7		iscS		1.76553e+07	1.74647e+07	1.74738e+07	1.74521e+07	1.75531e+07	1.77191e+07
P0A6C1	P0A6C1		nfo		2.24245e+06	2.28202e+06	2.20226e+06	2.24321e+06	2.13195e+06	2.26431e+06
P0A6D0	P0A6D0		argR		1.38251e+06	1.51843e+06	1.37093e+06	1.25631e+06	1.2149e+06	1.31622e+06
P0A6D3	P0A6D3		aroA		5.88921e+06	6.03606e+06	5.92137e+06	5.77984e+06	5.80246e+06	5.77596e+06
P0A6D7	P0A6D7		aroK		1.28015e+07	1.24447e+07	1.25636e+07	1.19389e+07	1.1775e+07	1.20699e+07
P0A6E4	P0A6E4		argG		978351	1.00582e+06	1.01555e+06	1.11407e+06	1.05425e+06	1.092e+06
P0A6E6	P0A6E6		atpC		7.60846e+06	7.55405e+06	7.6836e+06	7.80735e+06	8.03732e+06	7.97151e+06
P0A6E9	P0A6E9		bioD2		6.19965e+06	6.24331e+06	6.14014e+06	5.90028e+06	5.62878e+06	5.97461e+06
P0A6F1	P0A6F1		carA		4.82776e+06	4.8498e+06	4.73644e+06	4.82745e+06	4.60762e+06	4.72363e+06
P0A6F3	P0A6F3		glpK		5.00875e+06	5.08309e+06	5.04946e+06	5.11697e+06	4.90506e+06	5.10462e+06
P0A6F5	P0A6F5		groL		1.10432e+08	1.08965e+08	1.07873e+08	1.06881e+08	1.06805e+08	1.09274e+08
P0A6F9	P0A6F9		groS		9.30676e+07	9.34634e+07	9.54401e+07	9.97744e+07	9.54188e+07	1.00788e+08
P0A6G3	P0A6G3		pncC		2.79272e+06	2.72225e+06	3.01197e+06	3.26551e+06	3.17301e+06	3.02926e+06
P0A6G7	P0A6G7		clpP		2.54228e+07	2.50171e+07	2.52273e+07	2.41502e+07	2.4367e+07	2.48467e+07
P0A6H1	P0A6H1		clpX		2.78496e+07	2.85763e+07	2.80254e+07	2.8275e+07	2.71795e+07	2.83113e+07
P0A6H5	P0A6H5		hslU		2.32676e+07	2.32958e+07	2.33285e+07	2.26626e+07	2.30308e+07	2.34376e+07
P0A6H8	P0A6H8		cls		200088	217290	233940	231520	221132	187848
P0A6I0	P0A6I0		cmk		1.06789e+07	1.06266e+07	1.04921e+07	1.06858e+07	1.07878e+07	1.07935e+07
P0A6I3	P0A6I3		coaA		3.66599e+06	3.43533e+06	3.51689e+06	3.45686e+06	3.39167e+06	3.41928e+06
P0A6I6	P0A6I6		coaD		1.22237e+06	1.27264e+06	1.44335e+06	910785	1.05558e+06	1.11911e+06
P0A6I9	P0A6I9		coaE		1.33669e+06	1.27776e+06	1.45941e+06	1.20546e+06	1.16649e+06	1.21325e+06
P0A6J1	P0A6J1		cysC		1.30894e+06	1.32961e+06	1.42134e+06	1.20351e+06	1.2662e+06	1.25229e+06
P0A6J8	P0A6J8		ddlA		9.32841e+06	9.16668e+06	9.30178e+06	9.29092e+06	8.95102e+06	9.29537e+06
P0A6K3	P0A6K3		def		9.13282e+06	9.04166e+06	9.11784e+06	9.33723e+06	9.32494e+06	9.3426e+06
P0A6K6	P0A6K6		deoB		1.82409e+07	1.80277e+07	1.82272e+07	1.82984e+07	1.87612e+07	1.86441e+07
P0A6L0	P0A6L0		deoC		1.16712e+07	1.14207e+07	1.1935e+07	1.17133e+07	1.14354e+07	1.15225e+07
P0A6L2	P0A6L2		dapA		2.21831e+07	2.21946e+07	2.12657e+07	2.21973e+07	2.21788e+07	2.23467e+07
P0A6L4	P0A6L4		nanA		158990	187250	288022	188948	202670	154627
P0A6L7	P0A6L7		uxaB		1.38514e+06	1.46563e+06	1.47065e+06	1.38784e+06	1.42759e+06	1.43217e+06
P0A6L9	P0A6L9		hscB		5.37809e+06	5.28341e+06	5.16158e+06	5.37236e+06	5.72341e+06	5.16254e+06
P0A6M4	P0A6M4		dtd		2.34111e+06	2.6065e+06	2.68452e+06	2.20019e+06	2.15926e+06	2.31996e+06
P0A6M8	P0A6M8		fusA		1.39419e+08	1.3832e+08	1.37313e+08	1.39601e+08	1.40869e+08	1.40286e+08
P0A6N4	P0A6N4		efp		7.49331e+07	7.42283e+07	6.97223e+07	6.70699e+07	6.7416e+07	6.97338e+07
P0A6N8	P0A6N8		yeiP		1.46759e+07	1.55336e+07	1.49063e+07	1.55368e+07	1.50227e+07	1.55422e+07
P0A6P1	P0A6P1		tsf		1.78317e+08	1.7867e+08	1.73765e+08	1.74883e+08	1.7455e+08	1.77429e+08
P0A6P5	P0A6P5		der		4.87156e+06	4.8773e+06	4.8457e+06	4.76131e+06	4.69044e+06	4.59494e+06
P0A6P7	P0A6P7		engB		8.36755e+06	8.62562e+06	8.2957e+06	8.67924e+06	8.86169e+06	8.72158e+06
P0A6P9	P0A6P9		eno		1.64717e+08	1.61701e+08	1.60011e+08	1.62478e+08	1.59691e+08	1.61847e+08
P0A6Q3	P0A6Q3		fabA		1.43797e+07	1.40056e+07	1.39298e+07	1.4513e+07	1.40675e+07	1.47279e+07
P0A6Q6	P0A6Q6		fabZ		2.7062e+07	2.83548e+07	2.72487e+07	2.57201e+07	2.5925e+07	2.61784e+07
P0A6R0	P0A6R0		fabH		1.80564e+07	1.80127e+07	1.89264e+07	1.80295e+07	1.79467e+07	1.77042e+07
P0A6R3	P0A6R3		fis		4.88733e+06	4.7856e+06	4.90572e+06	5.16341e+06	5.3665e+06	5.31126e+06
P0A6S0	P0A6S0		flgH		2.55776e+06	2.70613e+06	2.56976e+06	2.55833e+06	2.54557e+06	2.67849e+06
P0A6S7	P0A6S7		gpsA		4.95998e+06	4.83559e+06	4.84503e+06	4.89928e+06	4.63904e+06	4.7944e+06
P0A6T1	P0A6T1		pgi		3.84364e+07	3.90912e+07	3.86818e+07	3.90332e+07	3.96169e+07	3.9729e+07
P0A6T3	P0A6T3		galK		3.54184e+06	3.50277e+06	3.49127e+06	3.54289e+06	3.66936e+06	3.69309e+06
P0A6T5	P0A6T5		folE		4.14529e+06	4.62219e+06	4.21414e+06	4.38805e+06	4.33709e+06	4.2188e+06
P0A6T9	P0A6T9		gcvH		1.38608e+06	1.44132e+06	1.32733e+06	1.34831e+06	1.45639e+06	1.36623e+06
P0A6U3	P0A6U3		mnmG		6.83533e+06	6.91698e+06	6.86843e+06	7.11309e+06	6.90062e+06	7.0351e+06
P0A6U5	P0A6U5		rsmG		5.49578e+06	5.57249e+06	5.39933e+06	5.69826e+06	6.05398e+06	6.02438e+06
P0A6U8	P0A6U8		glgA		3.21568e+06	3.04398e+06	3.04502e+06	3.08702e+06	3.00528e+06	3.09157e+06
P0A6V1	P0A6V1		glgC		7.71385e+06	7.67198e+06	7.38076e+06	7.3975e+06	7.49293e+06	7.49553e+06
P0A6V8	P0A6V8		glk		1.03983e+07	1.04355e+07	1.02899e+07	1.06756e+07	1.04335e+07	1.03991e+07
P0A6W0	P0A6W0		glsA2		945358	1.03721e+06	912405	1.05375e+06	1.04364e+06	1.00266e+06
P0A6W3	P0A6W3		mraY		1.25635e+06	1.28992e+06	1.37502e+06	1.34954e+06	1.45499e+06	1.48605e+06
P0A6W5	P0A6W5		greA		2.49931e+07	2.48407e+07	2.47938e+07	2.43907e+07	2.43019e+07	2.44764e+07
P0A6W9	P0A6W9		gshA		4.95295e+06	4.93213e+06	4.67426e+06	5.02218e+06	4.78319e+06	4.88083e+06
P0A6X3	P0A6X3		hfq		876997	827611	791768	997627	996854	982794
P0A6X7	P0A6X7		ihfA		5.27583e+07	5.33765e+07	5.42003e+07	4.85563e+07	5.25334e+07	5.01817e+07
P0A6Y1	P0A6Y1		ihfB		1.2365e+07	1.26948e+07	1.22238e+07	1.18022e+07	1.08347e+07	1.15752e+07
P0A6Y5	P0A6Y5		hslO		6.69292e+06	6.85413e+06	7.10602e+06	7.25936e+06	6.98429e+06	7.04198e+06
P0A6Y8	P0A6Y8		dnaK		3.81118e+07	3.83719e+07	3.80425e+07	3.82697e+07	3.77741e+07	3.7857e+07
P0A6Z1	P0A6Z1		hscA		4.43527e+06	4.30504e+06	4.28708e+06	4.26536e+06	4.25048e+06	4.26835e+06
P0A6Z3	P0A6Z3		htpG		2.74352e+07	2.7864e+07	2.72019e+07	2.82271e+07	2.79093e+07	2.82647e+07
P0A6Z6	P0A6Z6		nikR		2.0041e+06	2.05025e+06	1.9633e+06	1.9171e+06	1.93063e+06	2.06472e+06
P0A705	P0A705		infB		2.25646e+07	2.25483e+07	2.27733e+07	2.22947e+07	2.23923e+07	2.25507e+07
P0A707	P0A707		infC		4.62935e+07	4.71824e+07	4.66172e+07	4.79588e+07	4.77368e+07	4.70692e+07
P0A715	P0A715		kdsA		2.19168e+07	2.22167e+07	2.19461e+07	2.1715e+07	2.14829e+07	2.15643e+07
P0A717	P0A717		prs		4.99294e+07	4.85042e+07	4.85559e+07	4.73473e+07	4.65849e+07	4.6894e+07
P0A720	P0A720		tmk		2.73198e+06	2.87058e+06	2.82535e+06	2.91989e+06	2.94794e+06	2.9315e+06
P0A722	P0A722		lpxA		8.47851e+06	8.38627e+06	8.12156e+06	8.58952e+06	8.64704e+06	8.84672e+06
P0A729	P0A729		yceF		1.44754e+07	1.47475e+07	1.42322e+07	1.39142e+07	1.47871e+07	1.44534e+07
P0A731	P0A731		mgsA		3.85279e+06	3.9601e+06	3.84546e+06	3.8253e+06	3.43729e+06	3.89069e+06
P0A734	P0A734		minE		2.89711e+07	2.8225e+07	2.91441e+07	2.81504e+07	2.8421e+07	2.92286e+07
P0A738	P0A738		moaC		730532	805141	749519	776362	728928	783780
P0A744	P0A744		msrA		6.71448e+06	6.50136e+06	7.54722e+06	5.55774e+06	6.87385e+06	6.5599e+06
P0A746	P0A746		msrB		1.49764e+06	1.63905e+06	1.51732e+06	1.88831e+06	1.80871e+06	1.85542e+06
P0A749	P0A749		murA		1.15311e+07	1.13624e+07	1.19242e+07	1.16884e+07	1.14237e+07	1.14519e+07
P0A759	P0A759		nagB		4.54455e+06	4.42697e+06	4.3795e+06	4.33296e+06	4.4574e+06	4.28076e+06
P0A763	P0A763		ndk		1.90616e+07	1.81507e+07	1.8816e+07	1.89685e+07	1.9073e+07	1.95543e+07
P0A780	P0A780		nusB		1.36551e+07	1.38748e+07	1.39426e+07	1.23916e+07	1.23702e+07	1.22897e+07
P0A784	P0A784		orn		2.81105e+06	2.72318e+06	2.81711e+06	2.81383e+06	3.04753e+06	2.89055e+06
P0A786	P0A786		pyrB		2.55257e+06	2.57679e+06	2.67959e+06	2.32691e+06	2.41091e+06	2.41582e+06
P0A790	P0A790		panD		8.14454e+06	8.39511e+06	8.05441e+06	8.40017e+06	8.28543e+06	8.08042e+06
P0A794	P0A794		pdxJ		7.00734e+06	6.91525e+06	6.78604e+06	6.74572e+06	6.57683e+06	6.65179e+06
P0A796	P0A796		pfkA		2.08532e+07	2.06379e+07	2.04338e+07	2.08229e+07	2.09604e+07	2.07783e+07
P0A799	P0A799		pgk		3.93342e+08	3.925e+08	3.9067e+08	3.93667e+08	3.92129e+08	3.8502e+08
P0A7A2	P0A7A2		gpmB		3.54549e+06	3.44261e+06	3.43719e+06	3.4708e+06	3.30303e+06	3.3766e+06
P0A7A5	P0A7A5		pcm		509525	688296	649953	646382	700173	649640
P0A7A7	P0A7A7		plsB		1.25227e+07	1.21637e+07	1.21778e+07	1.23774e+07	1.25145e+07	1.20517e+07
P0A7A9	P0A7A9		ppa		9.47399e+07	9.32023e+07	9.60444e+07	9.58441e+07	9.17212e+07	9.35403e+07
P0A7B1	P0A7B1		ppk		1.3144e+06	1.23275e+06	1.19783e+06	1.27194e+06	1.12178e+06	1.19205e+06
P0A7B5	P0A7B5		proB		4.74914e+06	4.6629e+06	4.78604e+06	4.67432e+06	4.39897e+06	4.447e+06
P0A7B8	P0A7B8		hslV		1.86728e+07	1.82357e+07	1.48678e+07	1.44386e+07	1.25716e+07	1.34241e+07
P0A7C2	P0A7C2		lexA		4.65961e+06	4.54433e+06	4.68657e+06	4.46826e+06	4.46876e+06	4.7279e+06
P0A7C6	P0A7C6		pepE		5.60364e+06	5.56638e+06	5.53729e+06	5.54516e+06	5.39292e+06	5.65402e+06
P0A7D1	P0A7D1		pth		5.5897e+06	5.48746e+06	5.67841e+06	5.48834e+06	5.41331e+06	5.38907e+06
P0A7D4	P0A7D4		purA		3.79469e+07	3.84976e+07	3.85902e+07	3.83526e+07	3.73255e+07	3.7553e+07
P0A7D7	P0A7D7		purC		7.45468e+06	7.53229e+06	7.38126e+06	7.39782e+06	7.26388e+06	7.29967e+06
P0A7E1	P0A7E1		pyrD		7.52797e+06	7.33396e+06	7.50791e+06	7.35629e+06	7.43753e+06	7.34758e+06
P0A7E3	P0A7E3		pyrE		5.41093e+06	5.35058e+06	5.18226e+06	5.47205e+06	5.3145e+06	5.30257e+06
P0A7E5	P0A7E5		pyrG		1.5538e+07	1.57313e+07	1.53662e+07	1.58059e+07	1.57962e+07	1.56664e+07
P0A7E9	P0A7E9		pyrH		7.90115e+06	7.98156e+06	7.48133e+06	7.34362e+06	7.45128e+06	7.55805e+06
P0A7F3	P0A7F3		pyrI		1.97077e+06	2.05374e+06	2.00033e+06	2.08985e+06	2.02585e+06	2.00535e+06
P0A7F6	P0A7F6		speD		1.99368e+06	2.08964e+06	1.92159e+06	1.95042e+06	1.94943e+06	1.96646e+06
P0A7F9	P0A7F9		queA		3.77111e+06	3.79266e+06	3.87648e+06	3.9096e+06	3.67804e+06	4.13982e+06
P0A7G2	P0A7G2		rbfA		2.60842e+07	2.57757e+07	2.70674e+07	2.60928e+07	2.69169e+07	2.55403e+07
P0A7G6	P0A7G6		recA		1.08086e+07	1.09739e+07	1.09996e+07	1.09249e+07	1.0792e+07	1.07955e+07
P0A7H6	P0A7H6		recR		929319	883995	848517	924301	1.1803e+06	1.09567e+06
P0A7I0	P0A7I0		prfA		3.9482e+06	3.9094e+06	4.05071e+06	3.98646e+06	3.91725e+06	3.9233e+06
P0A7I4	P0A7I4		prfC		5.36426e+06	5.23404e+06	5.28387e+06	5.38801e+06	5.46174e+06	5.33995e+06
P0A7I7	P0A7I7		ribA		9.53762e+06	9.986e+06	9.30243e+06	9.57036e+06	9.18451e+06	9.53472e+06
P0A7J0	P0A7J0		ribB		1.31129e+07	1.34275e+07	1.29473e+07	1.39271e+07	1.43355e+07	1.36899e+07
P0A7J3	P0A7J3		rplJ		5.52992e+08	5.35245e+08	5.33042e+08	5.32258e+08	5.26647e+08	5.37168e+08
P0A7J7	P0A7J7		rplK		1.59548e+08	1.54427e+08	1.55825e+08	1.50499e+08	1.52713e+08	1.47351e+08
P0A7K2	P0A7K2		rplL		2.10208e+08	2.08167e+08	2.06875e+08	1.94815e+08	1.96882e+08	1.96483e+08
P0A7K6	P0A7K6		rplS		7.01963e+07	7.2053e+07	6.97284e+07	7.13423e+07	6.91137e+07	7.14782e+07
P0A7L0	P0A7L0		rplA		1.73752e+08	1.76737e+08	1.7266e+08	1.67032e+08	1.63904e+08	1.63531e+08
P0A7L3	P0A7L3		rplT		4.59716e+07	4.37359e+07	4.5092e+07	3.95242e+07	4.12393e+07	4.10386e+07
P0A7L8	P0A7L8		rpmA		1.30476e+08	1.29768e+08	1.33362e+08	1.25614e+08	1.22799e+08	1.23411e+08
P0A7M2	P0A7M2		rpmB		1.81033e+08	1.73044e+08	1.66771e+08	1.7521e+08	1.74591e+08	1.66594e+08
P0A7M6	P0A7M6		rpmC		2.58348e+07	2.62949e+07	2.51843e+07	2.31556e+07	2.19301e+07	2.3131e+07
P0A7M9	P0A7M9		rpmE		5.72297e+07	5.72937e+07	5.44446e+07	5.94254e+07	5.93836e+07	6.01979e+07
P0A7N4	P0A7N4		rpmF		3.35845e+07	3.36537e+07	3.33914e+07	3.56143e+07	3.65539e+07	3.63757e+07
P0A7N9	P0A7N9		rpmG		1.19563e+08	1.20076e+08	1.17442e+08	1.30662e+08	1.2702e+08	1.27992e+08
P0A7P5	P0A7P5		rpmH		2.8473e+07	3.14459e+07	2.46652e+07	2.99782e+07	2.88627e+07	2.83691e+07
P0A7Q1	P0A7Q1		rpmI		1.66051e+07	1.48442e+07	1.52696e+07	1.99016e+07	2.07617e+07	2.16209e+07
P0A7R1	P0A7R1		rplI		3.17214e+08	3.13325e+08	3.07949e+08	3.20823e+08	3.13812e+08	3.1642e+08
P0A7R5	P0A7R5		rpsJ		1.59199e+08	1.57731e+08	1.61933e+08	1.51867e+08	1.51158e+08	1.53389e+08
P0A7R9	P0A7R9		rpsK		1.16091e+08	1.14751e+08	1.13593e+08	1.13834e+08	1.14538e+08	1.14727e+08
P0A7S3	P0A7S3		rpsL		7.92845e+07	7.9836e+07	7.57621e+07	7.76915e+07	8.18877e+07	8.15747e+07
P0A7S9	P0A7S9		rpsM		3.65128e+07	3.57533e+07	3.51562e+07	3.33073e+07	3.39533e+07	3.39785e+07
P0A7T3	P0A7T3		rpsP		1.20944e+08	1.20482e+08	1.18901e+08	1.21888e+08	1.21235e+08	1.19656e+08
P0A7T7	P0A7T7		rpsR		3.08776e+07	3.12365e+07	3.03965e+07	3.44327e+07	3.35695e+07	3.32818e+07
P0A7U3	P0A7U3		rpsS		1.49724e+08	1.50038e+08	1.49945e+08	1.42458e+08	1.43598e+08	1.45817e+08
P0A7U7	P0A7U7		rpsT		2.99498e+07	2.94373e+07	2.90556e+07	2.91746e+07	3.00943e+07	2.89799e+07
P0A7V0	P0A7V0		rpsB		8.64293e+07	8.72475e+07	8.53981e+07	8.52356e+07	8.51523e+07	8.426e+07
P0A7V3	P0A7V3		rpsC		8.62589e+07	8.4533e+07	8.38508e+07	8.5096e+07	8.23467e+07	8.36662e+07
P0A7V8	P0A7V8		rpsD		2.04637e+08	2.12324e+08	2.01919e+08	2.10432e+08	2.00241e+08	2.0485e+08
P0A7W1	P0A7W1		rpsE		1.46205e+08	1.44429e+08	1.42977e+08	1.48455e+08	1.48065e+08	1.48875e+08
P0A7W7	P0A7W7		rpsH		4.00533e+07	4.03721e+07	3.93432e+07	3.65577e+07	3.81879e+07	3.7234e+07
P0A7X3	P0A7X3		rpsI		8.19275e+07	8.08066e+07	7.95558e+07	8.10907e+07	8.10692e+07	8.1005e+07
P0A7X6	P0A7X6		rimM		6.21196e+06	6.13542e+06	6.36562e+06	6.15228e+06	6.30054e+06	6.28252e+06
P0A7Y0	P0A7Y0		rnc		9.49734e+06	9.50441e+06	9.44508e+06	9.82292e+06	9.87359e+06	9.77922e+06
P0A7Y8	P0A7Y8		rnpA		1.1577e+06	1.13715e+06	1.07517e+06	1.13936e+06	1.00439e+06	1.16663e+06
P0A7Z0	P0A7Z0		rpiA		1.8695e+07	1.79252e+07	1.86456e+07	1.76794e+07	1.86412e+07	1.78807e+07
P0A7Z4	P0A7Z4		rpoA		9.02441e+07	9.12944e+07	8.87126e+07	8.93506e+07	8.72905e+07	8.92765e+07
P0A800	P0A800		rpoZ		4.65767e+07	4.76068e+07	4.64643e+07	4.83373e+07	4.62861e+07	4.78095e+07
P0A805	P0A805		frr		2.96806e+07	2.94533e+07	2.94018e+07	2.93332e+07	2.90535e+07	2.94522e+07
P0A809	P0A809		ruvA		587943	615666	536731	642832	583066	506813
P0A812	P0A812		ruvB		1.20884e+06	1.20743e+06	1.18551e+06	1.20995e+06	1.36146e+06	1.19896e+06
P0A817	P0A817		metK		1.76202e+07	1.80917e+07	1.78974e+07	1.64044e+07	1.68309e+07	1.72706e+07
P0A821	P0A821		selA		1.3722e+06	1.36343e+06	1.44897e+06	1.48352e+06	1.46739e+06	1.44832e+06
P0A825	P0A825		glyA		3.34261e+07	3.28266e+07	3.28323e+07	3.38095e+07	3.34948e+07	3.29515e+07
P0A832	P0A832		smpB		4.46554e+06	4.56954e+06	4.52359e+06	4.38433e+06	4.47701e+06	4.41641e+06
P0A836	P0A836		sucC		9.12281e+06	9.02703e+06	8.73399e+06	8.97473e+06	8.51887e+06	8.88614e+06
P0A840	P0A840		surE		1.39899e+06	1.50954e+06	1.48439e+06	1.4753e+06	1.48619e+06	1.52101e+06
P0A843	P0A843		tatE		8.55262e+06	9.67251e+06	7.33468e+06	8.97264e+06	9.43842e+06	7.93241e+06
P0A847	P0A847		tgt		3.03759e+06	2.95901e+06	2.8785e+06	2.99624e+06	3.00471e+06	3.01878e+06
P0A850	P0A850		tig		1.39179e+08	1.38617e+08	1.35636e+08	1.40506e+08	1.39112e+08	1.40687e+08
P0A853	P0A853		tnaA		3.49559e+06	3.4886e+06	3.5108e+06	3.6165e+06	3.46193e+06	3.68603e+06
P0A855	P0A855		tolB		1.95616e+07	1.92097e+07	1.94445e+07	2.00889e+07	2.05662e+07	2.00737e+07
P0A858	P0A858		tpiA		5.15281e+07	5.08438e+07	4.9976e+07	5.14813e+07	5.18913e+07	4.99534e+07
P0A862	P0A862		tpx		3.99869e+07	3.98997e+07	3.9199e+07	4.08154e+07	3.99171e+07	4.06078e+07
P0A867	P0A867		talA		4.39958e+06	4.64457e+06	4.60513e+06	4.62208e+06	4.62236e+06	4.58398e+06
P0A870	P0A870		talB		4.72522e+07	4.7477e+07	4.74209e+07	4.93267e+07	4.8453e+07	4.88453e+07
P0A873	P0A873		trmD		3.87106e+06	4.05819e+06	3.93194e+06	3.98019e+06	4.12167e+06	3.93991e+06
P0A877	P0A877		trpA		1.99466e+06	2.21086e+06	1.96136e+06	2.18464e+06	2.10176e+06	2.21398e+06
P0A879	P0A879		trpB		535391	510118	410526	534039	430430	422555
P0A881	P0A881		trpR		1.09164e+06	1.08503e+06	1.16158e+06	1.38719e+06	1.12389e+06	1.23786e+06
P0A884	P0A884		thyA		8.08979e+06	8.21934e+06	7.88304e+06	8.62626e+06	8.34587e+06	8.27864e+06
P0A887	P0A887		ubiE		9.5773e+06	9.62441e+06	9.45245e+06	9.6255e+06	9.37992e+06	9.6203e+06
P0A894	P0A894		yhbJ		1.34132e+06	1.38654e+06	1.36949e+06	1.47602e+06	1.45578e+06	1.42641e+06
P0A898	P0A898		ybeY		3.02669e+06	3.06515e+06	2.98061e+06	3.21908e+06	3.25112e+06	3.23663e+06
P0A8A0	P0A8A0		yebC		4.79133e+06	5.01737e+06	4.66234e+06	4.68285e+06	5.01153e+06	4.90965e+06
P0A8A2	P0A8A2		yeeN		9.99218e+06	9.97234e+06	1.01351e+07	9.60031e+06	8.90903e+06	9.60695e+06
P0A8A4	P0A8A4		ppsR		2.0534e+06	1.97611e+06	2.07026e+06	1.96462e+06	2.10617e+06	2.13826e+06
P0A8A8	P0A8A8		rimP		1.94231e+07	1.82085e+07	1.75328e+07	1.65095e+07	1.69001e+07	1.7675e+07
P0A8B2	P0A8B2		yfcN		1.65901e+06	1.69025e+06	1.76593e+06	1.50458e+06	1.59617e+06	1.76044e+06
P0A8B5	P0A8B5		ybaB		1.95653e+06	1.89267e+06	2.15697e+06	1.67492e+06	1.67658e+06	1.78403e+06
P0A8C1	P0A8C1		ybjQ		972890	959042	1.31276e+06	1.04999e+06	826278	1.16717e+06
P0A8C4	P0A8C4		ygfB		3.04119e+06	3.064e+06	3.10186e+06	3.29525e+06	3.14106e+06	3.09937e+06
P0A8D0	P0A8D0		nrdR		1.78366e+06	1.81645e+06	1.83247e+06	1.75447e+06	1.91058e+06	1.83257e+06
P0A8D3	P0A8D3		yaiI		1.94391e+06	1.98025e+06	1.92434e+06	1.87581e+06	2.02876e+06	1.92439e+06
P0A8D6	P0A8D6		ymdB		1.74623e+06	1.71055e+06	1.58929e+06	1.66846e+06	1.63193e+06	1.63522e+06
P0A8E1	P0A8E1		ycfP		1.08983e+07	1.05639e+07	1.01608e+07	1.03611e+07	1.04402e+07	1.05951e+07
P0A8E7	P0A8E7		yajQ		1.5876e+07	1.5997e+07	1.54226e+07	1.58411e+07	1.58467e+07	1.60356e+07
P0A8F0	P0A8F0		upp		3.21349e+07	3.19926e+07	3.20443e+07	3.00514e+07	2.99035e+07	3.07606e+07
