Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	5	5	6.82932e+06	6.91533e+06	6.79303e+06	7.15583e+06	6.70484e+06	6.86973e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	4	4	4.52503e+06	5.28937e+06	4.48546e+06	4.88283e+06	4.41818e+06	5.07989e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	4.45147e+07	4.16497e+07	4.32808e+07	4.15028e+07	4.57594e+07	4.10506e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	4	4	2.57421e+07	2.807e+07	2.70096e+07	2.81247e+07	2.57192e+07	2.68091e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	8.95022e+06	9.19952e+06	8.99462e+06	8.86765e+06	9.05395e+06	9.26976e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	9	9	1.57061e+07	1.50503e+07	1.51011e+07	1.48075e+07	1.67331e+07	1.45759e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	11	11	5.36068e+06	5.64907e+06	5.36993e+06	5.5973e+06	5.27285e+06	5.69332e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	1	1	823718		901824	959079	981565	910888
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	2	2	4.29634e+06	4.12012e+06	3.6281e+06	4.04656e+06	4.31493e+06	3.7243e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.46371e+08	3.13665e+08	3.3688e+08	3.08811e+08	3.34952e+08	3.13497e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	15	15	3.55464e+07	3.75386e+07	3.69956e+07	3.67592e+07	3.57723e+07	3.74371e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	8	8	2.06656e+08	2.1017e+08	2.08102e+08	2.01059e+08	2.09182e+08	1.97826e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	8	8	3.73504e+07	3.39097e+07	3.93658e+07	3.34212e+07	3.8292e+07	3.63524e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	4.12394e+07	4.1502e+07	4.27216e+07	4.19317e+07	4.24293e+07	4.26627e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	4	4	4.43493e+06	3.45611e+06	4.28779e+06	4.89647e+06	5.04486e+06	4.27203e+06
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	6	6	8.53461e+06	8.44217e+06	8.43358e+06	8.95827e+06	8.60679e+06	8.98378e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	7.03742e+06	6.68705e+06	6.82776e+06	6.34167e+06	6.59749e+06	6.57243e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	9.80441e+06	1.0197e+07	9.03987e+06	9.54259e+06	9.19187e+06	9.54955e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	15	15	2.64581e+07	2.67788e+07	2.77121e+07	2.82884e+07	2.62259e+07	2.70313e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	4	4	1.99227e+06	2.09382e+06	1.84902e+06	2.16392e+06	2.01904e+06	2.09136e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	5	5	1.02744e+07	1.02614e+07	1.05951e+07	9.88892e+06	1.03372e+07	1.00203e+07
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	12	12	5.39593e+07	5.45167e+07	5.65967e+07	5.32886e+07	5.52492e+07	5.55118e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	6	6	1.08204e+07	1.09765e+07	1.12742e+07	1.08222e+07	9.83507e+06	1.08968e+07
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	17	17	9.69446e+07	9.94343e+07	9.79906e+07	9.83642e+07	9.91752e+07	1.01207e+08
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	6.66677e+07	7.00608e+07	6.82626e+07	6.71996e+07	6.36792e+07	7.01169e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	3	3	8.19556e+06	8.05684e+06	8.07884e+06	1.06598e+07	9.85776e+06	8.89209e+06
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	4	4	2.04821e+08	1.84754e+08	2.11765e+08	1.94695e+08	2.12778e+08	2.023e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	1.23778e+06	1.22596e+06	1.29345e+06	1.08568e+06	1.2258e+06	1.04297e+06
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5	1.54498e+07	1.58437e+07	1.68862e+07	1.47492e+07	1.54476e+07	1.45199e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1		2.2103e+06		2.16549e+06	1.86274e+06	2.02886e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	2.93993e+08	4.01787e+08	2.45132e+08	3.75469e+08	3.01651e+08	3.88581e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	3.8076e+07	4.40764e+07	4.37557e+07	4.54619e+07	4.60843e+07	4.13352e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	5	5	1.74307e+07	1.66853e+07	1.64993e+07	1.77867e+07	1.75114e+07	1.7465e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2		222397		231337		193198
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	5	5	1.50277e+07	1.50676e+07	1.52675e+07	1.35643e+07	1.49592e+07	1.45156e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	9	9	4.27897e+06	4.54264e+06	4.34154e+06	4.32272e+06	4.49095e+06	4.30732e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.19343e+07	2.22468e+07	2.16083e+07	2.27993e+07	2.19943e+07	2.13769e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	7	7	9.79839e+06	9.20169e+06	1.05386e+07	9.68981e+06	1.00137e+07	9.68762e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	2.19438e+07	2.01012e+07	2.26141e+07	1.94472e+07	2.43578e+07	1.92639e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3	2.14743e+07	2.18684e+07	2.15344e+07	2.09001e+07	2.16706e+07	2.1427e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	3.87391e+07	3.79744e+07	3.87021e+07	3.55785e+07	3.7062e+07	3.72291e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	3	3	3.14215e+06	2.68439e+06	3.39151e+06	2.96218e+06	3.22557e+06	3.51102e+06
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	15	15	7.01756e+07	7.81397e+07	7.17414e+07	7.7679e+07	7.17226e+07	7.59274e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	168709			200650	302511	279159
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	6	6	6.39016e+06	8.04046e+06	6.0409e+06	8.42446e+06	6.8241e+06	8.45596e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	29	0	6.16959e+09	6.44657e+09	6.64687e+09	5.85091e+09	6.43362e+09	5.90036e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	1.83841e+07	2.09282e+07	1.88281e+07	2.05638e+07	1.95788e+07	2.0403e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	27	27	1.83794e+07	1.80717e+07	1.79801e+07	1.77007e+07	1.7993e+07	1.73689e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.51768e+07	2.35816e+07	2.27353e+07	2.44298e+07	2.44003e+07	2.35552e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	21	21	6.06773e+07	6.35614e+07	6.19126e+07	6.28943e+07	6.11263e+07	6.35671e+07
P10145ups|IL8_HUMAN_UPS	Interleukin-8,	Interleukin-8,		1	1	1.15516e+07		8.42855e+06		7.93692e+06	
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	2.63969e+07	3.62952e+07	3.23618e+07	3.52599e+07	4.05954e+07	3.40199e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	3	3	6.55375e+06	6.98085e+06	6.61308e+06	6.41776e+06	7.20093e+06	6.8125e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	3	3	874848	499919	1.03601e+06	659147	1.02474e+06	579822
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	14	14	9.34248e+07	9.43686e+07	9.59954e+07	9.34479e+07	9.33419e+07	8.91549e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	39	39	4.6984e+07	4.93837e+07	4.78075e+07	4.90583e+07	4.78294e+07	4.80827e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	3	3	2.84681e+06	3.15405e+06	3.11356e+06	3.19877e+06	3.28018e+06	3.1434e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	1.80212e+06	1.73239e+06	2.3044e+06	1.53637e+06	2.15448e+06	1.72167e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	8	8	964611	897333	955297	811687	1.00231e+06	912697
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		3	3	3.06896e+07		3.12197e+07		3.162e+07	
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		18	18	9.43324e+07	1.1936e+06	8.8755e+07		9.51232e+07	1.16761e+06
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	2	1	9.19995e+06	8.49694e+06	8.39345e+06	8.16396e+06	9.64219e+06	9.04499e+06
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	3	3	2.12664e+06	2.49404e+06	1.61291e+06	1.86793e+06	1.94335e+06	2.28289e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	12	9	1.46013e+07	1.57784e+07	1.51564e+07	1.52015e+07	1.52851e+07	1.51633e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	8	8	7.98878e+06	7.5834e+06	7.30204e+06	7.76218e+06	8.19551e+06	7.4575e+06
P11557	DAMX_ECOLI	damX	Protein DamX	8	8	2.47401e+07	2.59536e+07	2.43418e+07	2.64414e+07	2.38147e+07	2.60071e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	29	29	5.51664e+07	5.53702e+07	5.48088e+07	5.40155e+07	5.56044e+07	5.34406e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.32395e+07	2.31346e+07	2.50005e+07	2.25865e+07	2.47549e+07	2.33126e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1	1.5506e+06	1.06028e+06	1.30629e+06	1.0277e+06	1.57932e+06	1.15326e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.42842e+07	1.37418e+07	1.51077e+07	1.41495e+07	1.4227e+07	1.35315e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20	1.61214e+08	3.0087e+06	1.58441e+08	3.28772e+06	1.55888e+08	3.42759e+06
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	9	9	3.09383e+07	3.03136e+07	3.05494e+07	3.16162e+07	3.17559e+07	3.15714e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2		8.13761e+06	6.56905e+06	7.32276e+06	7.04121e+06	7.11599e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.3828e+07	1.33256e+07	9.74473e+06	1.24515e+07	1.40404e+07	1.19141e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.43682e+08	2.54356e+08	2.48412e+08	2.46506e+08	2.50373e+08	2.42734e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	2.34852e+06	2.2632e+06	1.27842e+06	1.85098e+06	1.69653e+06	2.46998e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	3	3	3.89466e+06	3.15122e+06	2.82138e+06	3.37021e+06	4.0675e+06	2.23821e+06
P13009	METH_ECOLI	metH	Methionine synthase	25	25	8.10294e+06	7.7811e+06	8.34407e+06	8.06381e+06	8.29836e+06	7.91662e+06
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	7.15718e+06	8.05628e+06	7.28818e+06	8.04158e+06	7.50482e+06	8.24848e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	10	10	1.90805e+07	1.91181e+07	1.87841e+07	1.92065e+07	1.96563e+07	1.94489e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	41	41	1.91523e+08	1.91018e+08	1.86709e+08	1.92115e+08	1.95165e+08	1.93926e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	5	5	1.97426e+06	2.28804e+06	1.89895e+06	1.97242e+06	2.13669e+06	2.29868e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	18	18	1.486e+07	1.61862e+07	1.47352e+07	1.61944e+07	1.5322e+07	1.65314e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	14	14	2.49807e+07	2.48044e+07	2.83618e+07	2.4195e+07	2.62608e+07	2.44162e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	2	2		2.32373e+06		2.66887e+06		2.50945e+06
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	1	1	489617	507733	574998	535577	484049	553613
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.74771e+07	1.76658e+07	1.81273e+07	1.79918e+07	1.63818e+07	1.71399e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	11	11	8.73614e+06	7.94583e+06	8.06406e+06	7.89126e+06	9.17118e+06	7.79002e+06
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	6	6	1.47307e+07	1.25237e+07	1.50927e+07	1.47517e+07	1.39205e+07	1.37842e+07
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	6	6	481846	429424	265619	297769	411173	346647
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	25	17	1.08371e+08	1.16052e+08	1.10696e+08	1.16053e+08	1.08786e+08	1.16684e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	7	7	1.86574e+07	1.90388e+07	1.91106e+07	1.87448e+07	1.9504e+07	1.94227e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3	2.05262e+06	2.19635e+06	1.83825e+06	1.86489e+06	1.8092e+06	1.9267e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	13	13	5.92551e+07	6.10661e+07	5.70533e+07	6.25733e+07	5.84005e+07	6.27054e+07
P15038	HELD_ECOLI	helD	Helicase IV	4	4	1.01732e+06	567998	821915	838290	867246	855491
P15042	DNLJ_ECOLI	ligA	DNA ligase	20	20	2.30419e+07	2.38054e+07	2.53805e+07	2.34295e+07	2.34839e+07	2.31522e+07
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	3	3	1.55871e+06	1.73164e+06	1.73514e+06	1.87588e+06	1.86624e+06	1.6434e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	5	5	2.29898e+06	2.25866e+06	2.49202e+06	2.42584e+06	2.52583e+06	2.55038e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	1.94508e+07	1.72158e+07	2.02157e+07	1.75891e+07	1.5876e+07	1.87329e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	3	3	1.47289e+06	1.79298e+06		1.46243e+06	1.61845e+06	1.87568e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	19	19	1.33501e+07	1.25301e+07	1.31345e+07	1.25184e+07	1.34993e+07	1.24988e+07
P15286	FLK_ECOLI	flk	Flagellar regulator flk	2	2	1.21411e+06	1.07082e+06	1.16999e+06	956307	1.02295e+06	1.10327e+06
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	20	20	1.17284e+08	1.23822e+08	1.1695e+08	1.26966e+08	1.2006e+08	1.24643e+08
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		10	10	6.97459e+07	1.64302e+06	6.83507e+07	1.91879e+06	6.82795e+07	2.12756e+06
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	14	14	3.4046e+07	3.06098e+07	3.40402e+07	3.06642e+07	3.50234e+07	3.03858e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	8	8	1.5601e+07	1.84531e+07	1.72351e+07	1.77293e+07	1.84155e+07	1.83606e+07
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.09198e+07	1.16997e+07	1.0291e+07	1.16986e+07	1.14994e+07	1.13213e+07
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	2	2		1.42393e+06		1.37092e+06		1.49207e+06
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	6	6	1.05244e+07	9.62431e+06	8.87637e+06	8.90153e+06	1.03254e+07	9.47813e+06
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		11	11	8.00376e+07	1.65675e+06	8.09292e+07		7.75824e+07	1.86055e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	10	10	2.20497e+07	2.76961e+07	2.41548e+07	2.59944e+07	2.3908e+07	2.44436e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	4.49188e+06	4.62028e+06	4.39633e+06	4.84577e+06	4.60271e+06	4.49763e+06
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	16	15	1.23327e+07	1.27549e+07	1.2977e+07	1.23146e+07	1.29075e+07	1.21838e+07
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	2	2		116182	186067	110777	199956	119976
P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	3	2	3.25118e+06	3.43604e+06	3.12903e+06	3.36872e+06	3.20694e+06	3.04459e+06
P16456	SELD_ECOLI	selD	Selenide, water dikinase	8	8	3.51714e+07	3.51843e+07	3.75549e+07	3.45785e+07	3.58769e+07	3.51546e+07
P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	1	1				564678		781641
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	4	4	6.5724e+06	6.759e+06	6.78651e+06	6.25491e+06	6.5916e+06	6.59294e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28	8.75846e+07	8.55007e+07	8.6665e+07	8.3176e+07	8.77553e+07	8.33789e+07
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	4	4	1.32115e+06	1.36176e+06	1.28336e+06	1.27716e+06	1.03628e+06	1.2273e+06
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	20	20	3.22871e+07	3.07168e+07	3.24251e+07	3.17932e+07	3.21078e+07	3.20832e+07
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	7	7	8.17905e+06	8.4441e+06	8.74441e+06	7.8187e+06	8.28331e+06	8.73038e+06
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	6	6	3.63825e+06	4.17648e+06	3.84548e+06	3.72293e+06	3.54134e+06	3.68623e+06
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	8	8	5.98771e+06	5.36655e+06	6.24172e+06	6.74966e+06	5.59292e+06	6.81571e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	5	5	8.5999e+06	9.66412e+06	8.48061e+06	8.94505e+06	9.74108e+06	9.01239e+06
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	2	2	1.95728e+07	2.11571e+07	1.9667e+07	1.72715e+07	1.85321e+07	1.88839e+07
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	34	34	1.91763e+08	1.93845e+08	1.95257e+08	1.88141e+08	1.88495e+08	1.88129e+08
P17315	CIRA_ECOLI	cirA	Colicin I receptor	11	11	8.48484e+06	7.87513e+06	8.79192e+06	7.7757e+06	8.57733e+06	7.62704e+06
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	11	11	7.62912e+06	7.50957e+06	8.01681e+06	7.92416e+06	7.93661e+06	7.83414e+06
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	6	6	4.62113e+06	5.71513e+06	5.19765e+06	5.91411e+06	4.60674e+06	5.56492e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	30	30	2.62988e+07	2.59425e+07	2.56625e+07	2.66452e+07	2.58046e+07	2.61004e+07
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	11	11	2.70217e+07	2.55619e+07	2.61297e+07	2.59542e+07	2.63242e+07	2.51036e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	9	9	1.24846e+07	1.2445e+07	1.28322e+07	1.27352e+07	1.27215e+07	1.36811e+07
P17993	UBIG_ECOLI	ubiG	3-demethylubiquinone-9 3-methyltransferase	6	6	1.83865e+07	1.90581e+07	1.8911e+07	1.85866e+07	1.89055e+07	1.87284e+07
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	10	10	4.75479e+06	4.68913e+06	4.70018e+06	4.53991e+06	4.77423e+06	4.58517e+06
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	7	7	1.03667e+07	9.07015e+06	1.03331e+07	1.00149e+07	8.85488e+06	9.73907e+06
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	4	4	1.10414e+07	1.35394e+07	1.12411e+07	1.21497e+07	1.11749e+07	1.1751e+07
P18392	RSTB_ECOLI	rstB	Sensor protein RstB	2	2	452171	331117	325529	383339	443741	
P18393	YBDZ_ECOLI	ybdZ	Uncharacterized protein YbdZ	1	1		1.9885e+06		1.56724e+06		1.74521e+06
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	17	17	1.7164e+07	1.89191e+07	1.74127e+07	1.83761e+07	1.75132e+07	1.81173e+07
P18776	DMSB_ECOLI	dmsB	Anaerobic dimethyl sulfoxide reductase chain B	6	5	8.00063e+06	8.65845e+06	8.86739e+06	8.33583e+06	7.84668e+06	8.67692e+06
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	14	14	8.86692e+07	8.9807e+07	8.7655e+07	8.78568e+07	9.00316e+07	8.66779e+07
P19318	NARY_ECOLI	narY	Respiratory nitrate reductase 2 beta chain	1	1	819869	700288	884411	549546	777418	587996
P19319	NARZ_ECOLI	narZ	Respiratory nitrate reductase 2 alpha chain	1	1	523066					
P19624	PDXA_ECOLI	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	3	3	2.47042e+06	2.79156e+06	1.9501e+06	2.76293e+06	2.09319e+06	2.27477e+06
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	5	5	1.38296e+07	1.50857e+07	1.42232e+07	1.48051e+07	1.36504e+07	1.43662e+07
P19931	HYAE_ECOLI	hyaE	Hydrogenase-1 operon protein HyaE	2	2	4.0834e+06	3.7915e+06	4.69989e+06	3.75193e+06	4.56812e+06	4.26127e+06
P19932	HYAF_ECOLI	hyaF	Hydrogenase-1 operon protein HyaF	1	1						3.86852e+06
P19934	TOLA_ECOLI	tolA	Protein TolA	4	4	8.32627e+06	7.72843e+06	7.9851e+06	7.86106e+06	8.14281e+06	8.56983e+06
P20083	PARE_ECOLI	parE	DNA topoisomerase 4 subunit B	7	7	8.46608e+06	7.65363e+06	8.5529e+06	7.779e+06	7.7748e+06	7.96998e+06
P20099	BISC_ECOLI	bisC	Biotin sulfoxide reductase	5	5	3.58939e+06	1.29259e+06		1.76668e+06	2.45998e+06	1.67806e+06
P20605	FIC_ECOLI	fic	Probable adenosine monophosphate-protein transferase fic	1	1	1.40974e+06	1.53488e+06	1.76886e+06	1.84168e+06	1.36739e+06	1.64464e+06
P20966	PTFBC_ECOLI	fruA	PTS system fructose-specific EIIBC component	10	10	6.51704e+07	7.45242e+07	6.56974e+07	6.98958e+07	6.6693e+07	7.25384e+07
P21156	CYSD_ECOLI	cysD	Sulfate adenylyltransferase subunit 2	6	6	1.17636e+07	1.19698e+07	1.14013e+07	1.17955e+07	1.21496e+07	1.19002e+07
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	16	16	1.18059e+08	1.27212e+08	1.16806e+08	1.2592e+08	1.20772e+08	1.25591e+08
P21169	DCOR_ECOLI	speC	Ornithine decarboxylase, constitutive	1	1			237673	168705		
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	17	17	3.17344e+07	3.25794e+07	3.42758e+07	3.31967e+07	3.29651e+07	3.34393e+07
P21179	CATE_ECOLI	katE	Catalase HPII	6	6	1.96103e+06	1.99593e+06	1.85583e+06	1.82122e+06	2.11533e+06	1.94468e+06
P21338	RNI_ECOLI	rna	Ribonuclease I	5	5	2.48365e+06	2.56176e+06	2.50553e+06	2.43961e+06	2.85308e+06	2.70421e+06
P21365	YCIC_ECOLI	yciC	UPF0259 membrane protein YciC	1	1		4.63683e+06	3.98179e+06	4.7672e+06	4.46857e+06	4.09486e+06
P21367	YCAC_ECOLI	ycaC	Uncharacterized protein YcaC	5	5	1.05052e+07	1.03369e+07	1.04282e+07	1.05265e+07	9.84508e+06	1.09495e+07
