Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML
P0A832	SSRP_ECOLI	smpB	SsrA-binding protein	4	4	2.32147e+07	1.54593e+07	2.1795e+07	2.30689e+07	2.17061e+07	2.24533e+07
P0A836	SUCC_ECOLI	sucC	Succinyl-CoA ligase [ADP-forming] subunit beta	17	17	3.37551e+07	3.48222e+07	3.55893e+07	3.49613e+07	3.42749e+07	3.49257e+07
P0A840	SURE_ECOLI	surE	5'/3'-nucleotidase SurE	5	5	6.42636e+06	6.05779e+06	6.0432e+06	5.88828e+06	6.09885e+06	5.71753e+06
P0A843	TATE_ECOLI	tatE	Sec-independent protein translocase protein TatE	3	3	6.17313e+07	6.79416e+07	5.85075e+07	6.19424e+07	5.63378e+07	6.23491e+07
P0A847	TGT_ECOLI	tgt	Queuine tRNA-ribosyltransferase	14	14	1.50607e+07	1.4102e+07	1.47226e+07	1.51562e+07	1.41852e+07	1.49384e+07
P0A850	TIG_ECOLI	tig	Trigger factor	46	46	6.86025e+08	6.36926e+08	6.77428e+08	6.86868e+08	6.80253e+08	6.80238e+08
P0A853	TNAA_ECOLI	tnaA	Tryptophanase	10	10	1.39442e+07	1.56992e+07	1.45336e+07	1.36029e+07	1.44184e+07	1.41874e+07
P0A855	TOLB_ECOLI	tolB	Protein TolB	17	17	7.91026e+07	8.15536e+07	7.4982e+07	8.03205e+07	7.8284e+07	8.04524e+07
P0A858	TPIS_ECOLI	tpiA	Triosephosphate isomerase	12	12	6.2072e+08	5.11777e+08	5.99947e+08	6.07487e+08	6.21097e+08	6.1669e+08
P0A862	TPX_ECOLI	tpx	Thiol peroxidase	7	7	3.28489e+08	3.21459e+08	3.38408e+08	3.181e+08	3.08151e+08	3.16758e+08
P0A867	TALA_ECOLI	talA	Transaldolase A	14	14	2.19365e+07	2.27282e+07	2.24263e+07	2.25477e+07	2.24241e+07	2.25443e+07
P0A870	TALB_ECOLI	talB	Transaldolase B	21	21	3.18273e+08	2.97428e+08	3.15619e+08	3.23533e+08	3.13252e+08	3.22318e+08
P0A873	TRMD_ECOLI	trmD	tRNA (guanine-N(1)-)-methyltransferase	5	5	1.36238e+07	1.33581e+07	1.40233e+07	1.41911e+07	1.37762e+07	1.37813e+07
P0A877	TRPA_ECOLI	trpA	Tryptophan synthase alpha chain	6	6	6.05015e+06	6.77178e+06	6.03043e+06	6.08654e+06	6.08308e+06	5.89869e+06
P0A879	TRPB_ECOLI	trpB	Tryptophan synthase beta chain	2	2	2.65837e+06	2.97018e+06	2.93842e+06	2.21922e+06	2.74513e+06	2.7561e+06
P0A881	TRPR_ECOLI	trpR	Trp operon repressor	2	2	5.9827e+06	4.70221e+06	6.77391e+06	6.35819e+06	6.52824e+06	6.10301e+06
P0A884	TYSY_ECOLI	thyA	Thymidylate synthase	9	9	3.18498e+07	3.05673e+07	3.0938e+07	3.03635e+07	3.18903e+07	3.03443e+07
P0A887	UBIE_ECOLI	ubiE	Ubiquinone/menaquinone biosynthesis methyltransferase ubiE	10	10	4.77629e+07	5.02125e+07	4.83759e+07	4.6749e+07	4.64158e+07	4.79471e+07
P0A890	TUSA_ECOLI	tusA	Sulfurtransferase TusA	3	3	1.97555e+07	1.76483e+07	2.13644e+07	2.04731e+07	1.96558e+07	1.99013e+07
P0A894	YHBJ_ECOLI	yhbJ	UPF0042 nucleotide-binding protein YhbJ	8	8	8.27715e+06	8.12911e+06	8.07807e+06	8.19127e+06	8.47875e+06	8.491e+06
P0A898	YBEY_ECOLI	ybeY	Endoribonuclease YbeY	1	1	3.59049e+07	3.06882e+07	3.32114e+07	3.39126e+07	3.58677e+07	3.41469e+07
P0A8A0	YEBC_ECOLI	yebC	Probable transcriptional regulatory protein YebC	6	6	1.7931e+07	1.56116e+07	1.71913e+07	1.57528e+07	1.65886e+07	1.51624e+07
P0A8A2	YEEN_ECOLI	yeeN	Probable transcriptional regulatory protein YeeN	8	8	6.198e+07	5.36136e+07	5.94088e+07	6.39537e+07	6.12154e+07	6.501e+07
P0A8A4	PSRP_ECOLI	ppsR	Phosphoenolpyruvate synthase regulatory protein	5	5	8.06222e+06	8.15059e+06	8.20997e+06	7.88981e+06	8.72653e+06	7.56838e+06
P0A8A8	RIMP_ECOLI	rimP	Ribosome maturation factor RimP	4	4	1.64928e+07	1.87815e+07	1.64246e+07	2.00848e+07	1.56007e+07	2.10578e+07
P0A8B2	YFCN_ECOLI	yfcN	UPF0115 protein YfcN	5	5	5.76622e+06	5.91602e+06	5.60359e+06	5.22742e+06	5.57435e+06	5.24324e+06
P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	3	3	3.18047e+07	3.08674e+07	3.02235e+07	2.86056e+07	3.36482e+07	2.72587e+07
P0A8C1	YBJQ_ECOLI	ybjQ	UPF0145 protein YbjQ	2	2		1.18014e+07	1.2343e+07	1.34335e+07	342452	1.30484e+07
P0A8C4	YGFB_ECOLI	ygfB	UPF0149 protein YgfB	2	2	2.50718e+07	2.57235e+07	2.60651e+07	2.42239e+07	2.64975e+07	2.48409e+07
P0A8D0	NRDR_ECOLI	nrdR	Transcriptional repressor NrdR	4	4	5.70265e+06	4.86709e+06	5.99424e+06	5.54339e+06	5.54509e+06	5.90881e+06
P0A8D3	YAII_ECOLI	yaiI	UPF0178 protein YaiI	4	4	5.41017e+06	6.27522e+06	5.38091e+06	5.30206e+06	5.82872e+06	5.13514e+06
P0A8D6	YMDB_ECOLI	ymdB	O-acetyl-ADP-ribose deacetylase	5	5	6.15829e+06	7.15106e+06	6.75767e+06	6.75808e+06	6.79708e+06	6.37286e+06
P0A8E1	YCFP_ECOLI	ycfP	UPF0227 protein YcfP	7	7	5.92193e+07	5.2511e+07	5.96535e+07	5.80126e+07	5.7138e+07	5.76623e+07
P0A8E5	YACL_ECOLI	yacL	UPF0231 protein YacL	1	1	2.22849e+06	2.1057e+06	2.1881e+06	1.79476e+06	2.36091e+06	1.45968e+06
P0A8E7	YAJQ_ECOLI	yajQ	UPF0234 protein YajQ	11	11	1.60229e+08	1.53757e+08	1.58156e+08	1.59126e+08	1.59424e+08	1.5916e+08
P0A8F0	UPP_ECOLI	upp	Uracil phosphoribosyltransferase	14	14	2.21321e+08	2.31846e+08	2.2763e+08	2.19468e+08	2.14058e+08	2.23568e+08
P0A8F4	URK_ECOLI	udk	Uridine kinase	7	7	2.65232e+07	2.9027e+07	2.70937e+07	2.57194e+07	2.69308e+07	2.69018e+07
P0A8F8	UVRB_ECOLI	uvrB	UvrABC system protein B	6	6	5.35687e+06	5.87323e+06	5.30343e+06	4.96991e+06	5.15915e+06	5.48768e+06
P0A8G0	UVRC_ECOLI	uvrC	UvrABC system protein C	3	3	1.56249e+06	652854	1.41588e+06	1.6681e+06	1.28515e+06	1.64808e+06
P0A8G3	UXAC_ECOLI	uxaC	Uronate isomerase	13	13	5.68105e+06	5.9817e+06	5.90851e+06	5.98073e+06	5.6636e+06	5.50002e+06
P0A8G6	WRBA_ECOLI	wrbA	Flavoprotein WrbA	12	12	8.49317e+07	8.51236e+07	8.14536e+07	8.62624e+07	8.59872e+07	8.46917e+07
P0A8G9	EX7S_ECOLI	xseB	Exodeoxyribonuclease 7 small subunit	3	3	3.40544e+07	3.27195e+07	3.59854e+07	3.43676e+07	3.55781e+07	3.47653e+07
P0A8I1	RUVX_ECOLI	yqgF	Putative Holliday junction resolvase	4	4	7.9599e+06	8.26836e+06	7.72309e+06	8.33741e+06	6.65731e+06	7.0703e+06
P0A8I3	YAAA_ECOLI	yaaA	UPF0246 protein YaaA	6	6	4.51727e+07	4.23707e+07	4.33865e+07	4.36213e+07	4.30896e+07	4.3195e+07
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	4	4	4.43671e+07	3.2356e+07	4.20341e+07	4.17543e+07	4.4216e+07	3.79885e+07
P0A8I8	RLMH_ECOLI	rlmH	Ribosomal RNA large subunit methyltransferase H	6	6	1.29475e+07	1.29479e+07	1.39184e+07	1.29375e+07	1.28457e+07	1.22636e+07
P0A8J2	DNAT_ECOLI	dnaT	Primosomal protein 1	3	3	6.16064e+06	6.21426e+06	6.75434e+06	6.43313e+06	5.9226e+06	6.27475e+06
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	4	4	5.92012e+07	7.22658e+07	6.02523e+07	5.78259e+07	6.26105e+07	5.95526e+07
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	18	18	8.01375e+07	8.0989e+07	7.7314e+07	8.16257e+07	7.8678e+07	8.29096e+07
P0A8K1	PSD_ECOLI	psd	Phosphatidylserine decarboxylase proenzyme	7	7	2.49713e+07	2.68287e+07	2.55312e+07	2.41267e+07	2.3918e+07	2.40031e+07
P0A8K5	YAEP_ECOLI	yaeP	UPF0253 protein YaeP	2	2	5.95773e+06	5.39063e+06	5.15649e+06	5.7305e+06	5.98345e+06	4.9954e+06
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	20	20	2.02106e+08	2.03622e+08	1.98612e+08	2.00644e+08	1.93296e+08	1.97538e+08
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	26	26	1.55671e+08	1.57224e+08	1.60101e+08	1.53035e+08	1.50474e+08	1.5382e+08
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	27	27	9.10637e+07	8.75122e+07	9.16208e+07	8.8231e+07	9.16078e+07	8.78599e+07
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	5	5	8.19617e+07	6.51664e+07	8.40403e+07	7.59441e+07	8.68003e+07	7.36014e+07
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2	3.52134e+06	2.44159e+06	4.69255e+06	3.45022e+06	2.87456e+06	3.70272e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	35	23	2.25598e+08	2.26274e+08	2.27029e+08	2.32983e+08	2.21751e+08	2.32008e+08
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	16	16	1.44014e+08	1.51528e+08	1.43532e+08	1.46495e+08	1.44763e+08	1.45861e+08
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	7	7	1.54277e+07	1.55319e+07	1.56535e+07	1.41347e+07	1.38834e+07	1.42519e+07
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	8	8	5.94603e+07	5.66597e+07	5.62542e+07	5.7551e+07	5.91001e+07	5.67552e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	2	2	788726	781545	776574		807780	
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.36386e+07	1.53879e+07	1.4706e+07	1.42236e+07	1.37197e+07	1.38176e+07
P0A8Q6	CLPS_ECOLI	clpS	ATP-dependent Clp protease adapter protein ClpS	1	1	1.3344e+06				2.07061e+06	
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5	8.93323e+07	1.02819e+08	8.0603e+07	8.80293e+07	8.75604e+07	9.37402e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	2	2	1.63563e+06	1.53276e+06	1.69204e+06	1.55684e+06	1.90707e+06	1.01361e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	6	6	4.17732e+06	4.25511e+06	4.13958e+06	3.53869e+06	3.77566e+06	3.859e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	7	7	9.9522e+06	1.08262e+07	1.02536e+07	1.00107e+07	1.02727e+07	9.55141e+06
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	4	4	4.48149e+07	4.53165e+07	4.54816e+07	4.18075e+07	4.21566e+07	4.24711e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	79	79	2.45023e+08	2.23975e+08	2.39934e+08	2.40923e+08	2.39614e+08	2.39288e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	5	5	3.05539e+06	1.65837e+06	3.45516e+06	2.51575e+06	3.49209e+06	2.66852e+06
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	2	2		461387	368701	377782	318688	407162
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	3.82789e+07	4.12176e+07	4.05153e+07	3.89089e+07	4.02616e+07	3.95182e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	2	2	734903	796741	887248	690868	510307	736679
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	76	76	2.34299e+08	2.34031e+08	2.34809e+08	2.35959e+08	2.35157e+08	2.35721e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	11	11	2.38949e+07	2.1658e+07	2.53327e+07	2.44828e+07	2.31548e+07	2.29213e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	7	7	9.65967e+06	9.91858e+06	8.44208e+06	9.1088e+06	9.5259e+06	8.94732e+06
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	4.11068e+07	4.11408e+07	4.11603e+07	3.98743e+07	3.9727e+07	4.14882e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	6	6	1.57376e+07	1.36553e+07	1.54113e+07	1.48183e+07	1.47478e+07	1.57049e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.04138e+08	9.68936e+07	1.05672e+08	1.04127e+08	1.02806e+08	1.05685e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	4.16339e+07	4.06205e+07	4.07616e+07	4.14038e+07	4.08201e+07	4.08049e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	5	5	5.71934e+06	6.03748e+06	6.23757e+06	6.1436e+06	6.32996e+06	5.54258e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	5.46818e+06	5.35771e+06	4.78193e+06	4.93705e+06	4.93156e+06	4.86202e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	6	6	1.11343e+07	9.94486e+06	1.10644e+07	1.08764e+07	1.05197e+07	1.11554e+07
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	8	8	4.10956e+07	3.92486e+07	4.06189e+07	3.92251e+07	3.90989e+07	3.97074e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.59352e+07	1.2395e+07	1.38946e+07	1.56217e+07	1.4943e+07	1.4979e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	3	3	4.19008e+06	5.27659e+06	4.87405e+06	4.64453e+06	3.94508e+06	4.76952e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	5	5	2.65611e+06	2.47766e+06	2.57108e+06	2.58272e+06	2.8088e+06	2.35342e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.4441e+08	1.43323e+08	1.44725e+08	1.36495e+08	1.44392e+08	1.41552e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.71948e+08	1.71753e+08	1.64384e+08	1.79282e+08	1.7255e+08	1.80069e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.82146e+07	3.01954e+07	2.86964e+07	3.1076e+07	3.18949e+07	2.86307e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	2.92513e+09	2.24008e+09	2.88002e+09	2.86862e+09	2.80193e+09	2.90995e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	8	8	4.29112e+08	3.71105e+08	4.25758e+08	4.17252e+08	4.26846e+08	4.09225e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	7	7	1.19877e+08	1.31994e+08	1.14658e+08	1.34538e+08	1.28357e+08	1.2612e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.62821e+08	1.74721e+08	1.57448e+08	1.72883e+08	1.58311e+08	1.68134e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	9.04288e+06	1.09469e+07	8.14107e+06	9.61045e+06	8.48495e+06	9.07951e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.08762e+08	9.71842e+07	1.03334e+08	1.08252e+08	1.08347e+08	1.03518e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	14	14	6.33432e+07	6.35482e+07	6.31689e+07	6.44473e+07	6.6421e+07	6.37782e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	7	7	2.00457e+07	1.79723e+07	1.91908e+07	1.91852e+07	2.08627e+07	1.9042e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.0684e+08	8.11764e+07	1.07649e+08	1.04371e+08	1.01337e+08	1.0282e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	39	39	8.06818e+07	7.75372e+07	8.0377e+07	8.10742e+07	7.85748e+07	7.90505e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5	3.59472e+06	3.63285e+06	3.49265e+06	3.00293e+06	3.56657e+06	3.55364e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	641801		722659	765514	825925	891051
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	3	3	5.17409e+06	4.71157e+06	4.85773e+06	4.89831e+06	5.06257e+06	4.94146e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.45769e+08	1.32002e+08	1.44056e+08	1.50941e+08	1.45287e+08	1.52289e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.55411e+08	1.58742e+08	1.54363e+08	1.48254e+08	1.51876e+08	1.46561e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	9	9	5.1505e+06	5.37268e+06	5.50203e+06	5.80912e+06	5.81993e+06	5.70421e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	4	4	6.21013e+06	5.67103e+06	5.2405e+06	5.87826e+06	5.33858e+06	5.60218e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.21656e+07	5.33567e+07	5.35031e+07	4.98595e+07	5.26166e+07	5.03672e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	9.30312e+06	8.2672e+06	9.25723e+06	9.9343e+06	9.42279e+06	9.90659e+06
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.24199e+09	1.31341e+09	1.21288e+09	1.40253e+09	1.21711e+09	1.41843e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	2.28171e+07	2.10732e+07	2.28144e+07	2.13033e+07	2.10582e+07	2.28638e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	11	11	2.32579e+07	2.54669e+07	2.16643e+07	2.38668e+07	2.35799e+07	2.27538e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12	3.70827e+07	3.70217e+07	3.71287e+07	3.76421e+07	3.50321e+07	3.78635e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	9.60096e+07	9.04709e+07	9.09709e+07	9.23394e+07	9.36595e+07	9.35732e+07
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	12	12	1.28128e+07	1.38793e+07	1.46234e+07	1.32477e+07	1.37269e+07	1.28162e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	7	7	2.66257e+08	2.67028e+08	2.67435e+08	2.47451e+08	2.49128e+08	2.53621e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	4	4	1.91413e+06	2.13494e+06	2.10623e+06	2.04242e+06	2.38273e+06	2.19479e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	24	24	1.32284e+08	1.21794e+08	1.33326e+08	1.28026e+08	1.27788e+08	1.28026e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.17914e+08	1.1935e+08	1.18013e+08	1.13022e+08	1.0996e+08	1.12657e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	25	24	2.44698e+09	2.12111e+09	2.42078e+09	2.52109e+09	2.41568e+09	2.48331e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	7.21048e+06	7.19809e+06	7.67039e+06	8.0893e+06	7.57043e+06	7.89702e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	15	15	5.8052e+06	5.38173e+06	5.92168e+06	5.86752e+06	5.58811e+06	5.73696e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	3.28242e+07	2.99813e+07	3.11133e+07	3.19875e+07	3.20181e+07	3.09472e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	2.21125e+08	2.06614e+08	2.12893e+08	2.26487e+08	2.17295e+08	2.22815e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	14	14	1.78059e+07	1.90004e+07	1.71105e+07	1.67913e+07	1.7261e+07	1.7435e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	7	7	1.88926e+07	1.9421e+07	2.06457e+07	2.09234e+07	2.0063e+07	2.08603e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.73304e+07	1.74597e+07	1.59631e+07	1.85163e+07	1.82021e+07	1.77695e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.4645e+08	1.4754e+08	1.48815e+08	1.44427e+08	1.49024e+08	1.49401e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	5	5	3.77767e+07	3.78621e+07	3.73932e+07	3.80655e+07	3.67335e+07	3.75134e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	6	6	5.6826e+06	5.90879e+06	5.3137e+06	5.11183e+06	4.87091e+06	5.9958e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.35123e+07	1.35279e+07	1.30614e+07	1.37097e+07	1.35951e+07	1.41171e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	2	2	915310	944912	963542	819216	1.06732e+06	885106
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	4	4	4.6171e+06	3.79436e+06	4.79924e+06	4.98867e+06	4.98831e+06	5.14493e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	11	11	2.62076e+07	2.53738e+07	2.63942e+07	2.61999e+07	2.73406e+07	2.50726e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	7	7	8.78079e+06	9.01174e+06	9.48019e+06	9.31282e+06	9.15031e+06	8.60297e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	7.60574e+06	5.22277e+06	5.75396e+06	6.5077e+06	6.34285e+06	6.00065e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	4.44817e+06	3.70772e+06	6.16428e+06	5.27657e+06	5.36544e+06	5.01217e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	5.49512e+06	4.72231e+06	5.1631e+06	5.80898e+06	5.23014e+06	5.70428e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	10	10	1.71681e+07	1.76838e+07	1.84513e+07	1.83541e+07	1.78772e+07	1.79499e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.4009e+06	6.24131e+06	6.51357e+06	6.16476e+06	6.68023e+06	6.33131e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.5293e+07	3.50723e+07	3.65625e+07	3.49923e+07	3.43658e+07	3.62285e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	9.01855e+06	5.85074e+06	9.40498e+06	9.7417e+06	8.52855e+06	8.84906e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.43193e+07	1.65259e+07	2.39817e+07	2.42811e+07	2.26574e+07	2.25084e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	10	10	4.04032e+07	3.65182e+07	3.9563e+07	3.82389e+07	4.05833e+07	3.95617e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	6.96986e+06	7.1803e+06	7.37053e+06	7.51587e+06	6.89691e+06	7.40915e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	5	5	1.04581e+07	1.22871e+07	1.02903e+07	1.05913e+07	1.0379e+07	1.02585e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	8.46334e+06	8.02468e+06	8.3659e+06	7.70156e+06	7.88364e+06	7.55584e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.74455e+07	2.85368e+07	2.75275e+07	2.68092e+07	2.76053e+07	2.75081e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	1.03986e+07	9.27605e+06	9.73741e+06	1.07305e+07	1.22626e+07	1.09007e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.87661e+08	5.48345e+08	4.94246e+08	5.75064e+08	5.06979e+08	5.47078e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.60682e+08	1.60595e+08	1.59273e+08	1.60381e+08	1.60125e+08	1.58787e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	1.98116e+07	2.27861e+07	2.17446e+07	2.21559e+07	2.19578e+07	2.50562e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.5731e+07	1.14069e+07	1.62382e+07	1.49292e+07	1.56439e+07	1.4516e+07
P0A9M0	LON_ECOLI	lon	Lon protease	34	34	4.83513e+07	4.76871e+07	4.85358e+07	4.77924e+07	4.75642e+07	4.75172e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	3.41729e+07	3.1009e+07	3.32977e+07	3.15284e+07	3.34303e+07	3.13756e+07
