Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P00490	P00490		malP		5.48185e+06	5.32508e+06	5.10269e+06	5.11809e+06	5.06565e+06	5.19846e+06
P00509	P00509		aspC		1.8588e+07	1.83007e+07	1.8134e+07	1.81109e+07	1.81055e+07	1.86773e+07
P00547	P00547		thrB		1.00918e+06	959662	874082	803362	953990	793180
P00550	P00550		mtlA		1.39558e+06	1.36533e+06	1.19548e+06	1.26648e+06	1.35312e+06	1.27115e+06
P00561	P00561		thrA		2.66457e+06	2.69459e+06	2.63994e+06	2.5967e+06	2.6922e+06	2.76409e+06
P00562	P00562		metL		2.68002e+06	2.71474e+06	2.7724e+06	2.79416e+06	2.6708e+06	2.73754e+06
P00579	P00579		rpoD		8.53114e+06	8.51383e+06	8.14537e+06	8.04374e+06	8.93594e+06	8.1339e+06
P00582	P00582		polA		3.52484e+06	3.55434e+06	3.31684e+06	3.49613e+06	3.48449e+06	3.51836e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				5.03583e+06	5.00254e+06	5.60964e+06	5.51714e+06	4.81766e+06	5.27396e+06
P00803	P00803		lepB		4.92152e+06	5.01753e+06	4.99889e+06	4.98534e+06	4.78402e+06	4.86362e+06
P00805	P00805		ansB		2.2065e+07	2.23117e+07	2.23186e+07	2.23925e+07	2.2692e+07	2.16043e+07
P00811	P00811		ampC		1.66929e+06	1.53228e+06	1.53583e+06	1.36298e+06	1.48532e+06	1.46656e+06
P00861	P00861		lysA		642901	571998	656479	635440	667245	705960
P00864	P00864		ppc		1.02417e+07	1.02687e+07	1.01119e+07	9.98379e+06	1.0192e+07	1.00948e+07
P00887	P00887		aroH		2.61995e+06	2.59219e+06	2.83453e+06	2.94715e+06	2.40927e+06	2.77048e+06
P00888	P00888		aroF		2.32057e+06	2.4586e+06	2.35035e+06	2.3637e+06	2.37104e+06	2.5157e+06
P00892	P00892		ilvG		608226	558759	459603	392568	545559	
P00894	P00894		ilvH		817687	844463	874604	890994	905279	946512
P00914	P00914		phrB		639432	626743	679883	748536	631540	644844
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				2.92561e+06	1.13836e+06	6.93537e+06	6.70963e+06	1.29765e+06	6.76923e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				703154	760602	2.93585e+07	2.93855e+07	676879	2.92744e+07
P00926	P00926		dsdA		1.25454e+06	1.29018e+06	1.27716e+06	1.31714e+06	1.13631e+06	1.43754e+06
P00934	P00934		thrC		4.57845e+06	4.50622e+06	4.41513e+06	4.38207e+06	4.42832e+06	4.31449e+06
P00935	P00935		metB		1.02151e+06	1.13671e+06	1.11476e+06	1.13718e+06	898397	1.03707e+06
P00936	P00936		cyaA		507203	502787	677644	648438	586258	717088
P00946	P00946		manA		1.10259e+07	1.08837e+07	1.09278e+07	1.09093e+07	1.10885e+07	1.06299e+07
P00954	P00954		trpS		6.90718e+06	6.9814e+06	6.97077e+06	6.89778e+06	6.9301e+06	6.72397e+06
P00956	P00956		ileS		1.96924e+07	1.95575e+07	1.96247e+07	1.95324e+07	2.01055e+07	1.94238e+07
P00957	P00957		alaS		1.44387e+07	1.45301e+07	1.44475e+07	1.43723e+07	1.42941e+07	1.43523e+07
P00959	P00959		metG		1.92021e+07	1.89885e+07	1.8661e+07	1.88929e+07	1.86695e+07	1.85304e+07
P00960	P00960		glyQ		4.82367e+06	4.65969e+06	4.58116e+06	4.70235e+06	4.60548e+06	4.66299e+06
P00961	P00961		glyS		1.36986e+07	1.34515e+07	1.37589e+07	1.34827e+07	1.34968e+07	1.33173e+07
P00962	P00962		glnS		1.07716e+07	1.06077e+07	1.047e+07	1.02928e+07	1.07001e+07	1.01561e+07
P00963	P00963		asnA		2.35877e+07	2.37791e+07	2.45257e+07	2.49196e+07	2.35714e+07	2.47639e+07
P00968	P00968		carB		4.59289e+06	4.59864e+06	4.54219e+06	4.50644e+06	4.58419e+06	4.63479e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				1.74219e+06	3.81003e+06	2.96972e+07	3.08776e+07	3.33205e+06	2.97652e+07
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				622949	677632	2.43325e+07	2.46261e+07	619051	2.53588e+07
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				1.2999e+06	971038	1.09938e+07	1.08958e+07	831263	1.09277e+07
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				1.08682e+06	905075	2.84918e+07	2.79071e+07	1.06155e+06	2.80386e+07
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				642110		1.62416e+07	1.67019e+07		1.55435e+07
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				946380	828511	3.59816e+07	3.73539e+07	774699	3.61361e+07
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				667956	286585	7.13364e+06	7.05224e+06	1.17108e+06	7.15682e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				3.28948e+06	3.30071e+06	1.85319e+07	1.84935e+07	3.04937e+06	1.86647e+07
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				802343	717547	2.54631e+07	2.60605e+07	576552	2.56671e+07
P02358	P02358		rpsF		1.32616e+08	1.32042e+08	1.22284e+08	1.20559e+08	1.28979e+08	1.24627e+08
P02359	P02359		rpsG		1.35235e+08	1.34224e+08	1.36955e+08	1.34097e+08	1.34483e+08	1.31744e+08
P02413	P02413		rplO		1.48758e+08	1.48244e+08	1.46416e+08	1.4306e+08	1.52367e+08	1.47638e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				484650		1.89025e+06	1.7614e+06		1.84405e+06
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				2.56165e+06	2.406e+06	3.14802e+06	3.23952e+06	2.07883e+06	3.25023e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1.00823e+06	983524	3.67663e+07	3.7113e+07	1.02919e+06	3.80769e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				1.4741e+06	1.63619e+06	3.34874e+07	3.33691e+07	1.71142e+06	3.30287e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				1.12119e+06	1.18489e+06	2.92976e+07	2.92492e+07	1.17552e+06	2.98494e+07
P02918	P02918		mrcA		1.65692e+06	1.63642e+06	1.44014e+06	1.47569e+06	1.64588e+06	1.48086e+06
P02919	P02919		mrcB		1.64602e+06	1.64437e+06	1.79717e+06	1.70275e+06	1.6399e+06	1.71802e+06
P02925	P02925		rbsB		9.44601e+06	9.6007e+06	9.80581e+06	9.81806e+06	9.54462e+06	9.74918e+06
P02930	P02930		tolC		2.58667e+07	2.58575e+07	2.51473e+07	2.51624e+07	2.52282e+07	2.48863e+07
P02931	P02931		ompF		2.99887e+07	3.03342e+07	2.87464e+07	2.88479e+07	2.96777e+07	3.05689e+07
P02932	P02932		phoE		1.0718e+06	990324	1.14374e+06	1.3002e+06	1.051e+06	1.28458e+06
P02942	P02942		tsr		7.85979e+06	7.7775e+06	7.51994e+06	7.682e+06	7.76652e+06	7.35706e+06
P02943	P02943		lamB		1.52436e+06	1.43827e+06	1.50587e+06	1.51579e+06	1.47941e+06	1.38934e+06
P03004	P03004		dnaA		2.19541e+06	2.24916e+06	2.33675e+06	2.31516e+06	2.23841e+06	2.32243e+06
P03007	P03007		dnaQ		1.43441e+06	1.51575e+06	1.48234e+06	1.37252e+06	1.36124e+06	1.47159e+06
P03018	P03018		uvrD		2.94747e+06	3.0262e+06	3.01515e+06	3.18561e+06	3.08583e+06	3.02182e+06
P03024	P03024		galR		2.01053e+06	1.93768e+06	2.49096e+06	2.19318e+06	1.58442e+06	2.55119e+06
P03817	P03817		mioC		9.32284e+06	9.20206e+06	9.46486e+06	8.66974e+06	9.14511e+06	9.25935e+06
P03841	P03841		malM		1.02431e+07	1.02831e+07	1.02177e+07	1.01107e+07	1.0057e+07	1.01753e+07
P04036	P04036		dapB		5.41424e+06	5.54105e+06	5.13454e+06	5.15664e+06	5.61042e+06	5.45244e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				2.53633e+06	2.56903e+06	4.76502e+06	4.71365e+06	2.44308e+06	5.28276e+06
P04079	P04079		guaA		1.94692e+07	1.92731e+07	1.84139e+07	1.87545e+07	1.9175e+07	1.83674e+07
P04335	P04335		frsA		4.35027e+06	4.17481e+06	4.47864e+06	4.3163e+06	4.13544e+06	4.24234e+06
P04425	P04425		gshB		8.75928e+06	8.801e+06	8.34728e+06	8.46715e+06	8.76109e+06	8.66578e+06
P04693	P04693		tyrB		4.00966e+06	4.0082e+06	3.82831e+06	4.08541e+06	3.85763e+06	4.05641e+06
P04805	P04805		gltX		2.48394e+07	2.44961e+07	2.57038e+07	2.58207e+07	2.49588e+07	2.53686e+07
P04825	P04825		pepN		1.4891e+07	1.48429e+07	1.5239e+07	1.49913e+07	1.51546e+07	1.53308e+07
P04846	P04846		nlpA		3.09752e+06	3.17273e+06	3.40703e+06	3.36653e+06	3.26549e+06	3.48706e+06
P04949	P04949		fliC		3.69546e+07	3.68015e+07	3.47994e+07	3.32039e+07	3.53289e+07	3.27333e+07
P04951	P04951		kdsB		6.12699e+06	6.2454e+06	6.36876e+06	6.24677e+06	6.28203e+06	6.43256e+06
P04982	P04982		rbsD		1.45254e+06	1.44607e+06	1.34981e+06	1.4092e+06	1.1748e+06	1.38622e+06
P04994	P04994		xseA		944244	970182	928894	984147	1.03558e+06	789753
P04995	P04995		sbcB		1.18283e+07	1.13771e+07	1.15931e+07	1.18256e+07	1.11334e+07	1.15228e+07
P05020	P05020		pyrC		6.30949e+06	6.48792e+06	6.32165e+06	6.18369e+06	6.51403e+06	6.26263e+06
P05041	P05041		pabB		1.93832e+06	1.97287e+06	1.93956e+06	1.92642e+06	1.84108e+06	1.84751e+06
P05055	P05055		pnp		4.41426e+07	4.38172e+07	4.46568e+07	4.39601e+07	4.47034e+07	4.43006e+07
P05100	P05100		tag		1.89631e+06	1.82883e+06	2.04194e+06	2.15528e+06	1.81004e+06	1.98219e+06
P05194	P05194		aroD		1.27289e+06	1.20551e+06	1.33648e+06	1.26867e+06	1.22199e+06	1.32286e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				2.14977e+06	1.80746e+06	2.13528e+07	2.12757e+07	1.23986e+06	2.17922e+07
P05458	P05458		ptrA		1.69969e+06	1.70229e+06	1.55365e+06	1.53134e+06	1.62979e+06	1.63694e+06
P05459	P05459		pdxB		5.25875e+06	5.19192e+06	4.97593e+06	4.89841e+06	5.08156e+06	5.27243e+06
P05523	P05523		mutM		483168	549389	445960	506226	621381	398951
P05637	P05637		apaH		3.05396e+06	2.87023e+06	2.75776e+06	2.72282e+06	2.57816e+06	2.67895e+06
P05719	P05719		hsdS		1.86711e+06	1.77931e+06	1.79955e+06	1.87851e+06	1.74921e+06	1.77958e+06
P05791	P05791		ilvD		3.13448e+06	3.13886e+06	3.08204e+06	3.07903e+06	3.08215e+06	3.16224e+06
P05793	P05793		ilvC		5.49387e+06	5.4186e+06	5.46818e+06	5.59099e+06	5.63752e+06	5.60575e+06
P05804	P05804		uidA				2.11635e+06	2.0197e+06	1.87318e+06	1.76325e+06
P05825	P05825		fepA		1.9805e+06	1.88464e+06	1.89137e+06	1.97722e+06	1.88917e+06	1.90244e+06
P05852	P05852		gcp		2.68505e+06	2.70469e+06	2.55164e+06	2.53189e+06	2.61987e+06	2.64453e+06
P06129	P06129		btuB		1.53764e+07	1.51347e+07	1.42273e+07	1.4062e+07	1.48782e+07	1.36539e+07
P06136	P06136		ftsQ		1.16168e+06	1.19522e+06	1.31347e+06	1.31605e+06	1.19208e+06	1.37483e+06
P06149	P06149		dld		6.78328e+06	6.68135e+06	6.90347e+06	6.58257e+06	6.84757e+06	6.43019e+06
P06282	P06282		cdh		5.71766e+06	5.60575e+06	5.66961e+06	5.76935e+06	5.52658e+06	5.71099e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				9.05093e+06	3.80657e+06	1.259e+07	1.2628e+07	9.09757e+06	1.24976e+07
P06610	P06610		btuE		8.79529e+06	8.89786e+06	9.58247e+06	9.05125e+06	8.83958e+06	8.88562e+06
P06612	P06612		topA		5.18367e+06	5.2459e+06	4.9271e+06	4.9601e+06	5.05047e+06	4.92741e+06
P06616	P06616		era		3.38528e+06	3.37346e+06	3.25261e+06	3.38738e+06	3.30752e+06	3.26521e+06
P06709	P06709		birA		1.01644e+06	1.00059e+06	900293	956403	998768	924250
P06710	P06710		dnaX		1.4481e+06	1.50176e+06	1.38828e+06	1.33124e+06	1.59306e+06	1.52508e+06
P06715	P06715		gor		4.8408e+06	4.86545e+06	4.89217e+06	4.89301e+06	4.8174e+06	4.95917e+06
P06721	P06721		metC				274702		239210	582816
P06722	P06722		mutH		1.20898e+06	1.08196e+06	1.12503e+06	1.19031e+06	1.23355e+06	1.35656e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				656204	706519	1.54787e+07	1.55596e+07	598204	1.56508e+07
P06846	P06846		ebgR		1.37437e+06	1.36873e+06	1.32395e+06	1.40528e+06	1.2863e+06	1.32963e+06
P06959	P06959		aceF		5.84589e+07	5.88103e+07	5.69248e+07	5.66509e+07	5.75363e+07	5.62138e+07
P06961	P06961		cca		2.63125e+06	2.66389e+06	2.50473e+06	2.53856e+06	2.64391e+06	2.53179e+06
P06968	P06968		dut		1.02853e+07	1.05102e+07	9.70265e+06	9.72606e+06	1.03323e+07	9.91937e+06
P06971	P06971		fhuA		1.36167e+07	1.37612e+07	1.36877e+07	1.35605e+07	1.38402e+07	1.34683e+07
P06974	P06974		fliM		1.80245e+06	1.90977e+06	1.81502e+06	1.76312e+06	1.75038e+06	1.75009e+06
P06983	P06983		hemC		1.2195e+07	1.24693e+07	1.1403e+07	1.09918e+07	1.21673e+07	1.10163e+07
P06986	P06986		hisC		4.59259e+06	4.43616e+06	4.80928e+06	4.89972e+06	4.52242e+06	4.73015e+06
P06987	P06987		hisB		1.11492e+06	1.12066e+06	1.1252e+06	1.08018e+06	1.16775e+06	1.1312e+06
P06988	P06988		hisD		3.67088e+06	3.77096e+06	3.79513e+06	3.64966e+06	3.57992e+06	3.66282e+06
P06992	P06992		rsmA		3.17737e+06	3.07263e+06	3.17903e+06	3.16254e+06	3.20967e+06	3.34828e+06
P06993	P06993		malT		416550	402126	331135	310467	312720	281035
P06996	P06996		ompC		1.9222e+08	1.90367e+08	1.79985e+08	1.72378e+08	1.88601e+08	1.80122e+08
P06999	P06999		pfkB		1.17027e+06	1.12506e+06	1.23655e+06	1.08013e+06	1.09322e+06	1.06684e+06
P07000	P07000		pldB		601633	542464	626324	648082	548769	518334
P07001	P07001		pntA		3.09381e+06	3.03852e+06	2.98063e+06	2.71897e+06	2.9933e+06	2.97537e+06
P07003	P07003		poxB		2.49378e+06	2.45997e+06	2.52553e+06	2.3909e+06	2.30451e+06	2.35741e+06
P07004	P07004		proA		2.71779e+07	2.76034e+07	2.60035e+07	2.51716e+07	2.60848e+07	2.4985e+07
P07012	P07012		prfB		8.47418e+06	8.62063e+06	7.75021e+06	7.99471e+06	8.49017e+06	8.08767e+06
P07014	P07014		sdhB		4.7997e+06	4.65769e+06	4.56462e+06	4.61648e+06	4.82161e+06	4.60522e+06
P07017	P07017		tar		1.0209e+07	1.01872e+07	1.10762e+07	1.08736e+07	1.0275e+07	1.1095e+07
P07021	P07021		yfiB		845039	841399	910696	844916	860431	938264
P07023	P07023		tyrA		1.81912e+06	1.8467e+06	1.97969e+06	1.85352e+06	1.61677e+06	1.92426e+06
P07024	P07024		ushA		4.95006e+06	5.06602e+06	4.9734e+06	5.02411e+06	4.98226e+06	4.97904e+06
P07026	P07026		sdiA		1.73474e+06	1.66348e+06	1.77978e+06	1.89803e+06	1.76081e+06	1.91884e+06
P07117	P07117		putP		468134	436210	438413	386078	488301	478815
P07118	P07118		valS		2.01199e+07	1.98791e+07	2.0228e+07	2.00543e+07	2.00632e+07	1.96158e+07
P07330	P07330		cheB		1.53481e+06	1.47618e+06	1.29751e+06	1.15168e+06	1.57015e+06	1.36504e+06
P07363	P07363		cheA		1.72807e+06	1.65141e+06	1.6108e+06	1.7368e+06	1.65173e+06	1.61786e+06
P07395	P07395		pheT		1.93791e+07	1.94724e+07	1.92863e+07	1.90457e+07	1.9141e+07	1.91355e+07
P07604	P07604		tyrR		2.49834e+06	2.52286e+06	2.62954e+06	2.54941e+06	2.56881e+06	2.5475e+06
P07639	P07639		aroB		4.15024e+06	4.17134e+06	4.06677e+06	4.04977e+06	4.05385e+06	4.00159e+06
P07649	P07649		truA		1.9651e+06	1.87667e+06	1.83766e+06	1.89041e+06	1.90503e+06	1.90136e+06
P07650	P07650		deoA		7.60512e+06	7.41629e+06	7.40822e+06	7.3508e+06	7.79562e+06	7.35704e+06
P07658	P07658		fdhF		974798	970931	931987	1.00279e+06	988697	928517
P07762	P07762		glgB		3.2673e+06	3.23596e+06	3.38031e+06	3.47728e+06	3.34036e+06	3.36137e+06
P07813	P07813		leuS		1.54522e+07	1.53152e+07	1.46622e+07	1.48197e+07	1.52256e+07	1.47389e+07
P07821	P07821		fhuC		578079	580102	337786	467145	398882	737457
P07822	P07822		fhuD		415734	401483	407839	441684	403463	342174
P07862	P07862		ddlB		6.14261e+06	6.08107e+06	5.78078e+06	5.75373e+06	6.02353e+06	5.74896e+06
P07913	P07913		tdh		4.56575e+06	4.46464e+06	4.6949e+06	4.84993e+06	4.53706e+06	4.73251e+06
P08178	P08178		purM		2.50495e+06	2.4284e+06	2.36514e+06	2.52863e+06	2.17011e+06	2.16324e+06
P08179	P08179		purN		4.66377e+06	4.99851e+06	4.77173e+06	4.80369e+06	4.27846e+06	4.4547e+06
P08189	P08189		fimF		1.1572e+06	1.33722e+06	1.19756e+06	1.04784e+06	1.26984e+06	1.3399e+06
P08190	P08190		fimG		2.39485e+06	2.33136e+06	2.3213e+06	2.28821e+06	2.40397e+06	2.24921e+06
P08191	P08191		fimH		2.90596e+06	2.96239e+06	3.02663e+06	2.97911e+06	2.95143e+06	3.09448e+06
P08192	P08192		folC		4.39514e+06	4.32834e+06	4.34238e+06	4.3309e+06	4.51832e+06	4.24551e+06
P08200	P08200		icd		2.46801e+07	2.47386e+07	2.28136e+07	2.30047e+07	2.49734e+07	2.23287e+07
P08201	P08201		nirB		5.29692e+06	5.25841e+06	5.19517e+06	5.17835e+06	5.23783e+06	5.42726e+06
P08244	P08244		pyrF		7.58823e+06	7.82627e+06	7.74441e+06	7.39109e+06	7.89441e+06	7.72522e+06
P08245	P08245		yciH		790641	856612	819856	800534	780645	870954
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				1.20218e+06	1.29766e+06	2.09023e+07	2.09859e+07	1.10863e+06	2.03764e+07
P08312	P08312		pheS		1.39867e+07	1.37809e+07	1.35113e+07	1.34917e+07	1.40918e+07	1.34916e+07
P08331	P08331		cpdB		3.33957e+06	3.28744e+06	3.19678e+06	3.17263e+06	3.29967e+06	3.31008e+06
P08337	P08337		mutT		1.025e+06	971804	796582	821794	1.08031e+06	789151
P08373	P08373		murB		1.7399e+06	1.72136e+06	1.79732e+06	1.79884e+06	1.81575e+06	1.74045e+06
P08390	P08390		usg		5.47727e+06	5.33493e+06	5.54039e+06	5.54313e+06	5.4718e+06	5.40442e+06
P08395	P08395		sppA		2.20328e+06	2.17982e+06	2.12805e+06	2.19074e+06	2.0765e+06	2.1118e+06
P08506	P08506		dacC		6.14438e+06	6.15911e+06	5.95065e+06	5.91859e+06	6.19763e+06	6.04012e+06
P08622	P08622		dnaJ		7.12654e+06	7.17983e+06	6.81036e+06	6.91016e+06	7.32698e+06	6.87786e+06
P08660	P08660		lysC		2.37249e+06	2.39616e+06	2.5043e+06	2.4681e+06	2.44876e+06	2.56135e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				354586	299001	1.84798e+07	1.84073e+07	267844	1.86162e+07
P08839	P08839		ptsI		3.52656e+07	3.53219e+07	3.41967e+07	3.38906e+07	3.45241e+07	3.3181e+07
P08956	P08956		hsdR		2.39978e+06	2.36091e+06	2.4229e+06	2.3817e+06	2.32416e+06	2.53762e+06
P08957	P08957		hsdM		1.13736e+07	1.13334e+07	1.10429e+07	1.11742e+07	1.12797e+07	1.11568e+07
P09029	P09029		purK		1.12917e+06	1.19755e+06	1.28929e+06	1.32309e+06	1.0917e+06	1.3303e+06
P09030	P09030		xthA		2.39448e+06	2.30728e+06	2.21476e+06	2.18551e+06	2.40417e+06	2.16265e+06
P09053	P09053		avtA		2.96334e+06	2.85693e+06	3.11459e+06	2.93361e+06	2.96297e+06	2.82546e+06
P09126	P09126		hemD		1.43756e+06	1.41223e+06	1.37634e+06	1.36487e+06	1.5534e+06	1.39755e+06
P09127	P09127		hemX		1.082e+07	1.09555e+07	1.13184e+07	1.14797e+07	1.10175e+07	1.10294e+07
P09147	P09147		galE		9.56302e+06	9.5146e+06	8.89138e+06	8.81594e+06	9.59337e+06	8.95544e+06
