Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0AG27	P0AG27		yibN		1.64395e+07	1.68208e+07	1.6788e+07	1.65861e+07	1.64461e+07	1.6692e+07
P0AG30	P0AG30		rho		2.2869e+07	2.2674e+07	2.292e+07	2.27241e+07	2.2709e+07	2.26208e+07
P0AG40	P0AG40		ribF		2.20426e+06	2.19167e+06	2.15563e+06	2.13091e+06	2.1077e+06	2.15048e+06
P0AG44	P0AG44		rplQ		1.87351e+08	1.89915e+08	1.828e+08	1.78453e+08	1.81082e+08	1.77804e+08
P0AG48	P0AG48		rplU		1.03942e+08	1.03221e+08	9.97523e+07	1.08005e+08	1.02404e+08	1.04072e+08
P0AG51	P0AG51		rpmD		9.75661e+07	9.8358e+07	1.02148e+08	9.52439e+07	9.20917e+07	9.35203e+07
P0AG55	P0AG55		rplF		1.98116e+08	1.93184e+08	1.95519e+08	1.84682e+08	1.85365e+08	1.86932e+08
P0AG59	P0AG59		rpsN		2.22912e+07	2.23165e+07	2.12211e+07	2.15574e+07	2.16509e+07	2.11047e+07
P0AG63	P0AG63		rpsQ		9.69706e+07	1.0592e+08	1.05049e+08	1.12792e+08	1.14905e+08	1.14346e+08
P0AG67	P0AG67		rpsA		3.40641e+08	3.43244e+08	3.45843e+08	3.31667e+08	3.3341e+08	3.37981e+08
P0AG71	P0AG71		rmuC		676015	589937	653774	743184	636448	725009
P0AG78	P0AG78		sbp		679626	707989	704634	769370	773566	720900
P0AG80	P0AG80		ugpB		532698	591819	552780	517903	453430	572243
P0AG82	P0AG82		pstS		2.29091e+06	2.24287e+06	2.34774e+06	2.31245e+06	2.26786e+06	2.34985e+06
P0AG84	P0AG84		yghA		644801	531358	564849	754279	702375	730982
P0AG86	P0AG86		secB		2.31397e+07	2.35481e+07	2.34904e+07	2.34456e+07	2.27925e+07	2.31574e+07
P0AG90	P0AG90		secD		1.81977e+07	1.80391e+07	1.7743e+07	1.79774e+07	1.86044e+07	1.84707e+07
P0AG93	P0AG93		secF		1.41363e+06	1.38442e+06	1.49303e+06	1.51766e+06	1.53863e+06	1.53249e+06
P0AG96	P0AG96		secE		1.64211e+06	1.55192e+06	1.60595e+06	1.41328e+06	1.60505e+06	1.39682e+06
P0AG99	P0AG99		secG		8.54366e+06	7.99295e+06	8.46608e+06	8.09827e+06	7.75139e+06	8.11793e+06
P0AGA2	P0AGA2		secY		3.93984e+06	4.11897e+06	4.11595e+06	4.12601e+06	4.22243e+06	4.05506e+06
P0AGB0	P0AGB0		serB		2.39614e+06	2.4249e+06	2.27418e+06	2.45459e+06	2.20787e+06	2.37336e+06
P0AGB6	P0AGB6		rpoE		3.62062e+06	3.71322e+06	3.58503e+06	3.56098e+06	3.63228e+06	3.71703e+06
P0AGC3	P0AGC3		slt		1.2722e+06	1.25715e+06	1.2534e+06	1.3624e+06	1.33485e+06	1.31647e+06
P0AGC7	P0AGC7		smp		596061	567596	606486	569184		
P0AGD1	P0AGD1		sodC		810317	738019	806847	886052	789120	861490
P0AGD3	P0AGD3		sodB		8.22062e+07	8.25764e+07	8.25736e+07	7.88868e+07	7.97915e+07	7.99771e+07
P0AGD7	P0AGD7		ffh		5.07359e+06	4.98774e+06	5.03397e+06	4.81652e+06	5.06104e+06	5.03486e+06
P0AGE0	P0AGE0		ssb		2.49153e+07	2.46698e+07	2.45761e+07	2.37319e+07	2.42122e+07	2.44893e+07
P0AGE6	P0AGE6		yieF		7.6484e+06	7.28257e+06	7.76106e+06	7.1281e+06	6.80159e+06	7.19932e+06
P0AGE9	P0AGE9		sucD		1.07689e+07	1.12068e+07	1.10606e+07	1.11036e+07	1.11014e+07	1.11239e+07
P0AGF2	P0AGF2		ygdK		2.43047e+06	2.5679e+06	2.63192e+06	2.27457e+06	2.43657e+06	2.53382e+06
P0AGG0	P0AGG0		thiL		3.51183e+06	3.631e+06	3.3419e+06	3.70216e+06	3.61614e+06	3.92114e+06
P0AGG2	P0AGG2		tesB		1.84934e+06	2.22705e+06	2.05281e+06	1.78933e+06	1.78993e+06	2.0785e+06
P0AGG4	P0AGG4		trxC		3.58176e+06	3.16761e+06	3.5693e+06	4.15471e+06	3.94152e+06	3.75459e+06
P0AGG8	P0AGG8		tldD		3.12554e+06	3.18068e+06	3.17351e+06	3.19782e+06	3.07484e+06	3.19504e+06
P0AGI8	P0AGI8		trkA		1.77276e+06	1.83894e+06	2.03635e+06	1.45857e+06	1.4647e+06	1.65852e+06
P0AGJ2	P0AGJ2		trmH		1.50247e+06	1.52182e+06	1.50659e+06	1.646e+06	1.58391e+06	1.53064e+06
P0AGJ5	P0AGJ5		yfiF		1.30901e+07	1.27715e+07	1.29978e+07	1.31013e+07	1.2536e+07	1.2837e+07
P0AGJ7	P0AGJ7		trmL		2.7109e+06	2.85919e+06	2.71025e+06	2.8411e+06	2.78819e+06	2.80645e+06
P0AGJ9	P0AGJ9		tyrS		1.06458e+07	1.04246e+07	1.06353e+07	1.12114e+07	1.07634e+07	1.10046e+07
P0AGK4	P0AGK4		yhbY		1.53527e+07	1.50475e+07	1.55979e+07	1.43136e+07	1.45136e+07	1.44143e+07
P0AGK8	P0AGK8		iscR		2.6494e+06	2.41286e+06	2.24597e+06	2.12866e+06	2.38181e+06	2.26454e+06
P0AGL2	P0AGL2		tdcF		1.09158e+06	1.04313e+06	1.07995e+06	1.06464e+06	1.05211e+06	973803
P0AGL5	P0AGL5		ratA		814103	827832	791751	706264	770744	842896
P0AGL7	P0AGL7		rsmE		3.68543e+06	3.68912e+06	3.62849e+06	3.58124e+06	3.43911e+06	3.67381e+06
P0AGM5	P0AGM5		sirB1		399937	400996	385447	467324	417493	360386
P0C018	P0C018		rplR		5.34734e+07	5.36528e+07	5.1797e+07	5.34525e+07	5.38071e+07	5.45714e+07
P0C037	P0C037		yaiE		1.29442e+07	1.11364e+07	1.18322e+07	1.22929e+07	1.30361e+07	1.24861e+07
P0C054	P0C054		ibpA		4.56394e+06	4.58107e+06	4.73034e+06	4.62079e+06	4.41332e+06	4.52095e+06
P0C093	P0C093		slmA		3.82159e+06	3.59671e+06	3.74876e+06	3.33332e+06	3.42458e+06	3.39371e+06
P0C0K3	P0C0K3		rdoA		2.8791e+06	2.85931e+06	2.90478e+06	3.06872e+06	2.99821e+06	3.02675e+06
P0C0L2	P0C0L2		osmC		5.75992e+06	5.67947e+06	5.58468e+06	5.85673e+06	5.67994e+06	6.00146e+06
P0C0L7	P0C0L7		proP		2.4082e+06	2.46945e+06	2.55266e+06	2.39429e+06	2.38929e+06	2.46771e+06
P0C0L9	P0C0L9		iscX		2.05426e+06	2.04235e+06	1.98288e+06	1.9899e+06	1.92693e+06	1.95653e+06
P0C0R7	P0C0R7		rlmE		3.31786e+06	3.21382e+06	3.23068e+06	3.18927e+06	3.12665e+06	3.1422e+06
P0C0S1	P0C0S1		mscS		8.20265e+06	7.72834e+06	8.14316e+06	7.40469e+06	7.30709e+06	7.74746e+06
P0C0T5	P0C0T5		mepA		4.08245e+06	4.17584e+06	4.49173e+06	3.52298e+06	3.53192e+06	3.37736e+06
P0C0V0	P0C0V0		degP		1.49688e+07	1.50912e+07	1.48866e+07	1.47795e+07	1.49628e+07	1.52911e+07
P0C960	P0C960		emtA		134515	131736	158010			
P0CB39	P0CB39		eptC		2.25928e+06	2.2896e+06	2.22903e+06	2.34912e+06	2.25485e+06	2.38247e+06
P0CE47	P0CE47		tufA		1.4518e+09	1.46249e+09	1.43944e+09	1.47642e+09	1.44298e+09	1.44122e+09
P0CG19	P0CG19		rph		6.82186e+06	6.75238e+06	6.77058e+06	7.0315e+06	7.38743e+06	6.95536e+06
P0CK95	P0CK95		yghJ		5.01988e+06	5.02358e+06	5.16605e+06	5.32247e+06	5.24728e+06	5.22518e+06
P10100	P10100		rlpA		3.38476e+06	3.33499e+06	3.38608e+06	3.46942e+06	3.55235e+06	3.65261e+06
P10121	P10121		ftsY		8.15151e+06	8.40437e+06	8.22434e+06	8.27587e+06	8.17846e+06	8.22859e+06
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				702842	610496	746730	602887	605878	578308
P10346	P10346		glnQ		2.29133e+06	2.27028e+06	2.48438e+06	2.50781e+06	2.46235e+06	2.39766e+06
P10371	P10371		hisA		3.01815e+06	2.98187e+06	3.13243e+06	2.98397e+06	3.04946e+06	3.10421e+06
P10378	P10378		entE		310998	239324	329291	468905	441170	530421
P10384	P10384		fadL		1.42151e+07	1.45724e+07	1.39729e+07	1.42308e+07	1.42942e+07	1.46228e+07
P10408	P10408		secA		5.43977e+06	5.56755e+06	5.45032e+06	5.54291e+06	5.62276e+06	5.57211e+06
P10441	P10441		lpxB		1.11963e+06	1.08429e+06	1.11042e+06	1.10935e+06	1.09911e+06	1.14344e+06
P10442	P10442		rnhB		475859	611992	458759	462114	506843	479354
P10443	P10443		dnaE		1.48239e+06	1.42382e+06	1.4941e+06	1.57845e+06	1.46691e+06	1.56486e+06
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				1.25658e+06	1.33631e+06	1.31174e+06	710264	722888	677809
P10903	P10903		narK		2.49282e+06	2.48601e+06	2.52979e+06	2.74434e+06	2.59208e+06	2.70189e+06
P10907	P10907		ugpC		338891	326354	231260		307492	303516
P10908	P10908		ugpQ		597194	622783	555254	546679	641936	599778
P11289	P11289		yfiL		752675	664621	649802	571817	500011	692348
P11349	P11349		narH		3.74699e+06	3.57703e+06	3.66862e+06	3.6145e+06	3.66493e+06	3.58712e+06
P11447	P11447		argH		2.03774e+06	2.06336e+06	2.12136e+06	2.20444e+06	2.27022e+06	2.27538e+06
P11454	P11454		entF		1.67711e+06	1.59896e+06	1.69527e+06	1.79959e+06	1.78308e+06	1.70021e+06
P11557	P11557		damX		8.02323e+06	7.94104e+06	7.93858e+06	8.57069e+06	8.46257e+06	8.5933e+06
P11868	P11868		tdcD		454247	504168	497454	420228	414551	433483
P11875	P11875		argS		1.3381e+07	1.32979e+07	1.33286e+07	1.29771e+07	1.34087e+07	1.3387e+07
P11880	P11880		murF		5.0141e+06	5.18871e+06	4.86298e+06	5.09006e+06	5.10704e+06	5.19628e+06
P11988	P11988		bglB		1.40818e+06	1.26536e+06	1.57218e+06	1.68852e+06	1.34989e+06	1.49238e+06
P12008	P12008		aroC		3.8427e+06	3.69983e+06	3.76147e+06	3.5238e+06	3.48863e+06	3.51596e+06
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				3.44334e+06	3.3662e+06	3.4606e+06	1.73227e+06	1.83989e+06	1.87904e+06
P12281	P12281		moeA		6.08697e+06	6.44024e+06	6.27228e+06	6.38104e+06	6.34096e+06	6.18275e+06
P12282	P12282		moeB		6.24654e+06	6.18405e+06	5.79728e+06	5.84457e+06	5.64064e+06	5.61226e+06
P12295	P12295		ung		1.79466e+06	1.99263e+06	1.80221e+06	1.95376e+06	1.907e+06	1.91498e+06
P12758	P12758		udp		2.75361e+07	2.7996e+07	2.82296e+07	2.75244e+07	2.74622e+07	2.72069e+07
P12994	P12994		ybhB		1.37572e+06	1.44488e+06	1.34033e+06	1.27312e+06	1.20313e+06	1.38546e+06
P13001	P13001		bioH		1.25509e+06	1.28201e+06	1.28505e+06	1.14703e+06	1.21198e+06	1.25411e+06
P13009	P13009		metH		2.2247e+06	2.25336e+06	2.27676e+06	2.18717e+06	2.16934e+06	2.17824e+06
P13016	P13016		ampD		1.96468e+06	1.9692e+06	1.82245e+06	2.12897e+06	2.06422e+06	2.06576e+06
P13024	P13024		fdhE		4.5122e+06	4.34289e+06	4.39233e+06	4.75024e+06	4.75108e+06	4.58267e+06
P13029	P13029		katG		4.07142e+07	4.09532e+07	4.08697e+07	4.06349e+07	4.08629e+07	4.10908e+07
P13033	P13033		glpB		1.08323e+06	1.02576e+06	1.00628e+06	1.20238e+06	1.04162e+06	1.09386e+06
P13035	P13035		glpD		4.4812e+06	4.61747e+06	4.41326e+06	4.82686e+06	4.65746e+06	4.76004e+06
P13445	P13445		rpoS		5.15254e+06	4.99151e+06	5.0542e+06	5.11922e+06	5.12305e+06	5.08947e+06
P13458	P13458		sbcC		561619	681431	639603	586071	502520	641844
P13979	P13979		traT		3.8328e+06	3.78064e+06	4.04538e+06	3.97289e+06	4.07441e+06	4.10625e+06
P14081	P14081		selB		3.1922e+06	3.01866e+06	3.23789e+06	3.09605e+06	2.99167e+06	3.07031e+06
P14175	P14175		proV		1.31451e+06	1.39049e+06	1.11611e+06	1.27769e+06	1.28717e+06	1.27562e+06
P14294	P14294		topB		1.37347e+06	1.20438e+06	1.43111e+06	637577	684723	921310
P14375	P14375		zraR		1.15272e+06	1.18465e+06	1.34649e+06	1.35647e+06	1.16451e+06	1.21397e+06
P14407	P14407		fumB		1.50931e+07	1.52531e+07	1.48804e+07	1.53321e+07	1.52657e+07	1.54723e+07
P14900	P14900		murD		4.01785e+06	4.07938e+06	4.13398e+06	3.99997e+06	3.9259e+06	3.95033e+06
P15005	P15005		mcrB		937064	928968	874512	927002	884847	905654
P15034	P15034		pepP		4.24586e+06	4.1872e+06	4.26979e+06	4.2208e+06	4.07689e+06	4.20441e+06
P15038	P15038		helD		412355	391993	389303	418799	283121	465270
P15042	P15042		ligA		7.62254e+06	7.4786e+06	7.58591e+06	7.5986e+06	7.57324e+06	7.5844e+06
P15043	P15043		recQ		609103	657683	580622	770750	703687	794202
P15047	P15047		entA		659675	558480	598449	686436	644413	631315
P15067	P15067		glgX		1.84474e+06	1.92787e+06	1.78382e+06	1.89977e+06	1.78512e+06	1.8917e+06
P15070	P15070		fliN		5.03124e+06	5.19141e+06	4.68564e+06	4.77906e+06	4.72771e+06	4.68199e+06
P15082	P15082		srlR		852065	880588	949802	975370	949636	927593
P15254	P15254		purL		3.235e+06	3.25894e+06	3.21052e+06	3.21758e+06	3.11046e+06	3.22468e+06
P15286	P15286		flk		516273	628505	577980	522046	622665	537175
P15288	P15288		pepD		1.75532e+07	1.76396e+07	1.75923e+07	1.777e+07	1.78897e+07	1.76319e+07
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				3.14436e+06	3.01322e+06	3.0358e+06	2.11054e+06	1.63743e+06	2.27402e+06
P15639	P15639		purH		5.72285e+06	5.92137e+06	5.91597e+06	5.76837e+06	5.80079e+06	5.72717e+06
P15640	P15640		purD		3.24172e+06	3.20459e+06	3.24706e+06	3.27831e+06	3.36428e+06	3.2246e+06
P15770	P15770		aroE		4.77496e+06	4.75428e+06	4.64398e+06	4.88643e+06	4.73018e+06	5.02498e+06
P15877	P15877		gcd		172703	128046	128651	202758	109194	177671
P15977	P15977		malQ		2.92509e+06	2.82319e+06	2.97104e+06	2.85175e+06	3.03549e+06	2.98633e+06
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				1.85999e+06	1.92621e+06	1.88272e+06	1.02416e+06	1.05363e+06	1.08705e+06
P16095	P16095		sdaA		1.92262e+06	1.90312e+06	1.91705e+06	1.94721e+06	2.07572e+06	2.02343e+06
P16384	P16384		miaA		2.21695e+06	2.16956e+06	2.36182e+06	2.22453e+06	2.31804e+06	2.19339e+06
P16431	P16431		hycE		3.31799e+06	3.55142e+06	3.31235e+06	3.31812e+06	3.23621e+06	3.32944e+06
P16432	P16432		hycF		447104	499009	478313	487120	512959	468611
P16433	P16433		hycG		4.4029e+06	4.37892e+06	4.80432e+06	4.50744e+06	4.50508e+06	4.68511e+06
P16456	P16456		selD		5.88285e+06	5.75537e+06	5.90873e+06	5.72453e+06	5.76556e+06	5.7469e+06
P16528	P16528		iclR		1.85048e+06	1.80528e+06	1.86797e+06	1.95914e+06	1.80842e+06	1.81665e+06
P16659	P16659		proS		1.08764e+07	1.06472e+07	1.08686e+07	1.07334e+07	1.08745e+07	1.07278e+07
P16676	P16676		cysA		738325	889139	756149	782204	872904	859405
P16700	P16700		cysP		6.60052e+06	6.65122e+06	6.66943e+06	7.06102e+06	6.86724e+06	6.79198e+06
P16703	P16703		cysM		3.59541e+06	3.61798e+06	3.51334e+06	3.3922e+06	3.55959e+06	3.48459e+06
P16869	P16869		fhuE		106632	122651	101511	84039.5	104416	69961.3
P16926	P16926		mreC		1.50898e+06	1.56978e+06	1.54911e+06	1.50213e+06	1.5179e+06	1.57492e+06
P17109	P17109		menD		1.73198e+06	1.7947e+06	1.80235e+06	1.81483e+06	1.78233e+06	1.71771e+06
P17115	P17115		gutQ		1.99209e+06	1.96348e+06	1.98307e+06	2.12924e+06	2.09885e+06	2.12113e+06
P17117	P17117		nfsA		4.02559e+06	4.3431e+06	4.23782e+06	4.33453e+06	4.5014e+06	4.42562e+06
P17169	P17169		glmS		3.26192e+07	3.27371e+07	3.32321e+07	3.23404e+07	3.21055e+07	3.24006e+07
P17315	P17315		cirA		2.39926e+06	2.30423e+06	2.42028e+06	2.30327e+06	2.33739e+06	2.28535e+06
P17443	P17443		murG		3.08611e+06	3.05284e+06	3.11505e+06	3.0661e+06	2.91557e+06	3.05249e+06
P17445	P17445		betB		622960	677757	732504	587617	692382	696984
P17846	P17846		cysI		5.7722e+06	5.75186e+06	5.62001e+06	5.71903e+06	5.80139e+06	5.98291e+06
P17854	P17854		cysH		6.86576e+06	6.69073e+06	6.72395e+06	7.09442e+06	7.1367e+06	7.09378e+06
P17952	P17952		murC		3.69712e+06	3.82917e+06	3.89551e+06	3.86702e+06	3.8903e+06	3.87563e+06
P17993	P17993		ubiG		3.9412e+06	4.12943e+06	3.99291e+06	4.05737e+06	3.93994e+06	4.21084e+06
P18133	P18133		pncB		1.92117e+06	1.87598e+06	1.78578e+06	1.89449e+06	1.85711e+06	1.87071e+06
P18196	P18196		minC		2.53725e+06	2.69133e+06	2.68134e+06	2.63201e+06	2.57119e+06	2.65781e+06
P18355	P18355				2.10939e+06	2.14866e+06	2.21395e+06	2.79566e+06	2.78515e+06	2.84459e+06
P18390	P18390		yjjA		1.50341e+06	1.60503e+06	1.54711e+06	1.66043e+06	1.7091e+06	1.67429e+06
P18393	P18393		ybdZ		440143	419853	498129	491073	413455	523700
P18775	P18775		dmsA		3.11513e+06	3.09756e+06	3.20236e+06	3.29213e+06	3.26002e+06	3.30811e+06
P18776	P18776		dmsB		2.21127e+06	2.21706e+06	2.26609e+06	2.26175e+06	2.19271e+06	2.33154e+06
P18843	P18843		nadE		1.08387e+07	1.0735e+07	1.08252e+07	1.14571e+07	1.11162e+07	1.14203e+07
P19624	P19624		pdxA		510587	531216	498964	454006	581023	570684
P19926	P19926		agp		2.85589e+06	2.81327e+06	2.88208e+06	3.00419e+06	2.94146e+06	2.9688e+06
P19930	P19930		hyaD		504904	442730	439248	566636	455809	466650
P19931	P19931		hyaE		1.45697e+06	1.49306e+06	1.55088e+06	1.55947e+06	1.50443e+06	1.50744e+06
P19932	P19932		hyaF		1.26856e+06	1.16484e+06	1.05886e+06	1.24337e+06	1.30589e+06	1.25034e+06
P19934	P19934		tolA		1.62205e+06	1.68016e+06	1.68465e+06	1.57672e+06	1.51686e+06	1.63043e+06
P20083	P20083		parE		1.67868e+06	1.76471e+06	1.87688e+06	1.89417e+06	1.85769e+06	1.87997e+06
P20099	P20099		bisC		836779	877368	869114	922351	722447	829293
P20605	P20605		fic		1.49001e+06	1.44254e+06	1.32665e+06	1.71118e+06	1.70012e+06	1.69552e+06
P20966	P20966		fruA		1.0498e+07	1.09531e+07	1.01526e+07	1.07752e+07	1.05354e+07	1.05653e+07
P21156	P21156		cysD		2.88305e+06	2.73458e+06	2.78677e+06	2.72827e+06	2.69208e+06	2.89352e+06
P21165	P21165		pepQ		2.03707e+07	2.06098e+07	2.06784e+07	2.11652e+07	2.13766e+07	2.12301e+07
P21170	P21170		speA		7.09534e+06	7.30164e+06	7.22786e+06	7.36466e+06	7.24466e+06	7.29128e+06
P21179	P21179		katE		702395	718289	735216	756194	736386	773529
P21338	P21338		rna		1.99623e+06	2.17587e+06	2.00459e+06	2.27915e+06	2.2026e+06	2.4178e+06
P21365	P21365		yciC		1.29895e+06	1.07349e+06	1.13065e+06	1.14801e+06	1.06461e+06	1.09326e+06
P21367	P21367		ycaC		1.5248e+06	1.68974e+06	1.6586e+06	1.67002e+06	1.57497e+06	1.61309e+06
P21369	P21369		pncA		1.94891e+06	2.1111e+06	2.1707e+06	2.13896e+06	2.1169e+06	2.17152e+06
P21420	P21420		nmpC		2.64297e+07	2.72912e+07	2.61903e+07	2.78811e+07	2.73794e+07	2.69242e+07
P21499	P21499		rnr		4.65822e+06	4.59323e+06	4.50236e+06	4.88089e+06	4.65984e+06	4.73986e+06
P21507	P21507		srmB		5.9051e+06	5.88513e+06	5.76269e+06	5.9909e+06	5.98053e+06	5.88945e+06
P21513	P21513		rne		1.03452e+07	1.04952e+07	1.03267e+07	1.04531e+07	1.04583e+07	1.04546e+07
P21599	P21599		pykA		2.31363e+07	2.32488e+07	2.36491e+07	2.23967e+07	2.25058e+07	2.26527e+07
P21645	P21645		lpxD		6.27434e+06	6.46341e+06	6.434e+06	6.90194e+06	6.22467e+06	7.15338e+06
P21829	P21829		ybhA		2.70446e+06	2.76544e+06	2.80601e+06	2.69465e+06	2.6298e+06	2.61288e+06
P21888	P21888		cysS		1.24495e+07	1.21334e+07	1.21281e+07	1.21623e+07	1.23686e+07	1.24082e+07
P21889	P21889		aspS		1.08334e+07	1.07792e+07	1.06552e+07	1.09308e+07	1.10653e+07	1.08083e+07
P21893	P21893		recJ		1.07694e+06	1.12715e+06	1.07399e+06	1.31947e+06	1.20059e+06	1.22328e+06
P22106	P22106		asnB		1.81165e+06	1.7012e+06	1.77296e+06	1.85978e+06	1.85313e+06	1.82981e+06
P22186	P22186		mraZ		2.29502e+06	2.40946e+06	2.34923e+06	2.20361e+06	2.54178e+06	2.48522e+06
P22188	P22188		murE		5.08429e+06	4.89959e+06	4.8441e+06	4.89954e+06	5.02592e+06	4.88849e+06
P22255	P22255		cysQ		7.50747e+06	7.5457e+06	7.48217e+06	7.52983e+06	7.40277e+06	7.55375e+06
P22256	P22256		gabT		1.21239e+06	1.22215e+06	1.18047e+06	1.28738e+06	1.26965e+06	1.20562e+06
P22259	P22259		pckA		7.85741e+06	7.8344e+06	7.8072e+06	7.87008e+06	7.91407e+06	7.74637e+06
P22333	P22333		add		1.97127e+07	1.98918e+07	1.96717e+07	1.92919e+07	2.02211e+07	1.99624e+07
P22523	P22523		mukB		5.19088e+06	5.23983e+06	5.12121e+06	5.30535e+06	5.20281e+06	5.30488e+06
P22524	P22524		mukE		6.0097e+06	5.96394e+06	6.15744e+06	5.63928e+06	5.59933e+06	5.45918e+06
P22525	P22525		ycbB		3.55389e+06	3.54316e+06	3.42438e+06	3.47585e+06	3.45444e+06	3.55223e+06
P22634	P22634		murI		803062	828326	808351	766019	833771	832373
P22707	P22707		finO		1.25787e+06	1.14882e+06	1.28164e+06	1.20853e+06	1.03419e+06	1.13761e+06
P22939	P22939		ispA		2.14811e+06	2.25916e+06	2.23859e+06	1.84737e+06	1.94963e+06	2.1179e+06
P23003	P23003		trmA		1.66556e+06	1.61332e+06	1.70116e+06	1.79982e+06	1.82227e+06	1.76739e+06
P23256	P23256		malY		620593	700329	603092	732092	682823	787352
P23305	P23305		yigA		1.66112e+06	1.52334e+06	1.77993e+06	1.57067e+06	1.59636e+06	1.49193e+06
P23331	P23331		tdk		2.76713e+06	3.00149e+06	3.19121e+06	2.92179e+06	2.77392e+06	2.93114e+06
P23367	P23367		mutL		531682	527984	520655	505564	434285	525927
P23538	P23538		ppsA		5.20487e+06	5.14191e+06	5.20653e+06	5.06408e+06	5.05104e+06	5.11749e+06
P23721	P23721		serC		1.12812e+07	1.11378e+07	1.14848e+07	1.13549e+07	1.13777e+07	1.13194e+07
P23827	P23827		eco		1.31007e+07	1.27686e+07	1.32871e+07	1.27839e+07	1.28876e+07	1.27054e+07
P23830	P23830		pssA		1.41472e+06	1.43524e+06	1.41742e+06	1.38167e+06	1.39379e+06	1.43042e+06
P23836	P23836		phoP		2.08475e+07	2.13684e+07	2.12957e+07	2.10788e+07	2.19119e+07	2.21371e+07
P23837	P23837		phoQ		1.19238e+06	1.09213e+06	1.10401e+06	1.31912e+06	1.03939e+06	1.04795e+06
P23839	P23839		yicC		5.8857e+06	5.95316e+06	5.6949e+06	6.04035e+06	5.8004e+06	6.14485e+06
P23843	P23843		oppA		2.02287e+07	2.0186e+07	1.97457e+07	2.11532e+07	2.07138e+07	2.04326e+07
P23845	P23845		cysN		3.55421e+06	3.5818e+06	3.63564e+06	3.59744e+06	3.75603e+06	3.84165e+06
P23847	P23847		dppA		830768	1.03279e+06	952813	1.09462e+06	903890	1.009e+06
P23857	P23857		pspE		1.75372e+06	1.64339e+06	1.72245e+06	1.76357e+06	1.81096e+06	1.84709e+06
P23865	P23865		prc		6.72419e+06	6.59382e+06	6.58373e+06	6.44325e+06	6.42865e+06	6.61671e+06
P23869	P23869		ppiB		4.05249e+07	4.14157e+07	4.07576e+07	4.20323e+07	4.26738e+07	4.20976e+07
P23871	P23871		hemH		2.55278e+06	2.58548e+06	2.54398e+06	2.49647e+06	2.61873e+06	2.49133e+06
P23882	P23882		fmt		7.33233e+06	7.10265e+06	7.12376e+06	7.22104e+06	7.65617e+06	7.1564e+06
P23886	P23886		cydC		1.09234e+06	976060	1.07961e+06	736339	1.01027e+06	801816
P23893	P23893		hemL		1.02609e+07	1.04925e+07	1.06255e+07	1.03892e+07	1.06829e+07	1.05404e+07
P23894	P23894		htpX		3.89809e+06	3.51913e+06	3.7747e+06	3.95597e+06	4.02941e+06	3.86864e+06
P23908	P23908		argE		2.56439e+06	2.6433e+06	2.77332e+06	2.68599e+06	2.82088e+06	2.63454e+06
P23909	P23909		mutS		3.54271e+06	3.41493e+06	3.45137e+06	3.47699e+06	3.52748e+06	3.52982e+06
P23917	P23917		mak		1.20041e+06	1.15392e+06	1.07576e+06	950915	963232	1.06637e+06
P24169	P24169		speF		3.26027e+06	3.29547e+06	3.33492e+06	3.34722e+06	3.20771e+06	3.22611e+06
P24171	P24171		dcp		2.13045e+06	2.14943e+06	2.0679e+06	2.16334e+06	2.07994e+06	2.04733e+06
