Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P0A6F9	P0A6F9		groS		1.0426e+08	7.51889e+07	7.77868e+07	1.05677e+08	1.03085e+08	7.55479e+07
P0A6G3	P0A6G3		pncC		1.99672e+06	2.04791e+06	2.06055e+06	1.95814e+06	2.03717e+06	2.05371e+06
P0A6G7	P0A6G7		clpP		2.00861e+07	2.23123e+07	2.11102e+07	2.01371e+07	2.04678e+07	2.1584e+07
P0A6H1	P0A6H1		clpX		2.81608e+07	2.71131e+07	2.70347e+07	2.79038e+07	2.80987e+07	2.70688e+07
P0A6H5	P0A6H5		hslU		2.23397e+07	2.16996e+07	2.20504e+07	2.20568e+07	2.22772e+07	2.23656e+07
P0A6H8	P0A6H8		cls		168948	234718	205134	176250	171943	210147
P0A6I0	P0A6I0		cmk		9.67423e+06	9.88544e+06	9.6091e+06	9.45753e+06	9.55102e+06	9.5343e+06
P0A6I3	P0A6I3		coaA		3.29673e+06	3.37619e+06	3.27834e+06	3.10248e+06	3.50112e+06	3.53094e+06
P0A6I6	P0A6I6		coaD		1.17439e+06	759086	722559	1.10004e+06	1.02229e+06	728367
P0A6I9	P0A6I9		coaE		1.0994e+06	1.35485e+06	1.26852e+06	1.12775e+06	1.1685e+06	1.35977e+06
P0A6J1	P0A6J1		cysC		1.35113e+06	1.29302e+06	1.32299e+06	1.29683e+06	1.36842e+06	1.36162e+06
P0A6J8	P0A6J8		ddlA		1.75124e+07	1.7895e+07	1.79723e+07	1.69969e+07	1.71346e+07	1.79152e+07
P0A6K1	P0A6K1		dapF		554096	517738	561988		542102	565338
P0A6K3	P0A6K3		def		1.33695e+07	1.23251e+07	1.28337e+07	1.33573e+07	1.33547e+07	1.28953e+07
P0A6K6	P0A6K6		deoB		1.7223e+07	1.72569e+07	1.79908e+07	1.7235e+07	1.75037e+07	1.79208e+07
P0A6L0	P0A6L0		deoC		9.23024e+06	9.20976e+06	9.17424e+06	9.14853e+06	8.85514e+06	9.35424e+06
P0A6L2	P0A6L2		dapA		3.98717e+07	4.04917e+07	4.09887e+07	4.05697e+07	4.02371e+07	4.08406e+07
P0A6L4	P0A6L4		nanA		211713	139792		230253	186876	236490
P0A6L7	P0A6L7		uxaB		1.72116e+06	1.84658e+06	1.79924e+06	1.57235e+06	1.62166e+06	1.74997e+06
P0A6L9	P0A6L9		hscB		4.28169e+06	4.57111e+06	4.28072e+06	4.34239e+06	4.5313e+06	4.28924e+06
P0A6M4	P0A6M4		dtd		2.1374e+06	2.28021e+06	2.18376e+06	2.10032e+06	2.0672e+06	2.23871e+06
P0A6M8	P0A6M8		fusA		1.42052e+08	1.38161e+08	1.38277e+08	1.43498e+08	1.41763e+08	1.34904e+08
P0A6N4	P0A6N4		efp		7.05172e+07	6.88924e+07	6.91699e+07	7.64615e+07	6.89167e+07	6.84795e+07
P0A6N8	P0A6N8		yeiP		1.44658e+07	1.35858e+07	1.353e+07	1.44648e+07	1.32156e+07	1.3358e+07
P0A6P1	P0A6P1		tsf		1.80933e+08	1.77382e+08	1.73939e+08	1.80682e+08	1.7868e+08	1.75333e+08
P0A6P5	P0A6P5		der		3.78918e+06	3.79632e+06	3.85236e+06	3.80899e+06	3.71285e+06	3.88856e+06
P0A6P7	P0A6P7		engB		8.50771e+06	8.15288e+06	8.20104e+06	8.3672e+06	8.39854e+06	8.57986e+06
P0A6P9	P0A6P9		eno		1.1012e+08	1.10447e+08	1.13059e+08	1.11827e+08	1.09132e+08	1.11819e+08
P0A6Q3	P0A6Q3		fabA		1.35095e+07	1.34448e+07	1.29884e+07	1.34441e+07	1.33166e+07	1.25044e+07
P0A6Q6	P0A6Q6		fabZ		2.37377e+07	2.62807e+07	2.58443e+07	2.27942e+07	2.32608e+07	2.3974e+07
P0A6R0	P0A6R0		fabH		1.60407e+07	1.67417e+07	1.76501e+07	1.61771e+07	1.63093e+07	1.696e+07
P0A6R3	P0A6R3		fis		3.02517e+06	2.84071e+06	2.8041e+06	3.33371e+06	3.02553e+06	2.67175e+06
P0A6S0	P0A6S0		flgH		2.54054e+06	2.49868e+06	2.50345e+06	2.50021e+06	2.33759e+06	2.56838e+06
P0A6S7	P0A6S7		gpsA		6.04365e+06	6.04734e+06	6.168e+06	5.93898e+06	5.67908e+06	6.09769e+06
P0A6T1	P0A6T1		pgi		3.31548e+07	3.35833e+07	3.35529e+07	3.27338e+07	3.31137e+07	3.36279e+07
P0A6T3	P0A6T3		galK		3.17698e+06	3.11921e+06	3.05433e+06	3.21691e+06	3.2172e+06	3.09299e+06
P0A6T5	P0A6T5		folE		4.04544e+06	3.87938e+06	4.09751e+06	3.77699e+06	3.81021e+06	3.92331e+06
P0A6T9	P0A6T9		gcvH		1.89887e+06	1.81387e+06	1.60385e+06	1.83925e+06	1.95449e+06	1.61411e+06
P0A6U3	P0A6U3		mnmG		6.25208e+06	6.03891e+06	5.95521e+06	6.47301e+06	6.28663e+06	5.89619e+06
P0A6U5	P0A6U5		rsmG		5.71087e+06	5.60893e+06	5.7953e+06	5.57419e+06	5.78333e+06	5.66004e+06
P0A6U8	P0A6U8		glgA		2.96178e+06	3.02465e+06	3.029e+06	2.8552e+06	2.84089e+06	2.94754e+06
P0A6V1	P0A6V1		glgC		7.3603e+06	6.62835e+06	6.80972e+06	7.41019e+06	7.28828e+06	6.83329e+06
P0A6V8	P0A6V8		glk		1.00449e+07	1.04396e+07	1.01131e+07	9.75517e+06	9.93054e+06	1.03586e+07
P0A6W5	P0A6W5		greA		2.37208e+07	2.36335e+07	2.35113e+07	2.30419e+07	2.31838e+07	2.2566e+07
P0A6W9	P0A6W9		gshA		4.5631e+06	4.1718e+06	4.41774e+06	4.58835e+06	4.51575e+06	4.60698e+06
P0A6X1	P0A6X1		hemA			300033	313078			354984
P0A6X3	P0A6X3		hfq		497862	310478	221757	443586	510486	231109
P0A6X7	P0A6X7		ihfA		4.51846e+07	4.64534e+07	4.59782e+07	4.53323e+07	4.50134e+07	4.81287e+07
P0A6Y1	P0A6Y1		ihfB		9.01029e+06	8.07518e+06	8.94932e+06	8.31244e+06	8.10715e+06	8.87145e+06
P0A6Y5	P0A6Y5		hslO		6.36359e+06	6.57983e+06	6.70568e+06	6.43117e+06	6.39342e+06	6.84988e+06
P0A6Y8	P0A6Y8		dnaK		4.39565e+07	4.32662e+07	4.28336e+07	4.46902e+07	4.34382e+07	4.29795e+07
P0A6Z1	P0A6Z1		hscA		4.9604e+06	4.55973e+06	4.51334e+06	4.75453e+06	4.69006e+06	4.55304e+06
P0A6Z3	P0A6Z3		htpG		2.72741e+07	2.71686e+07	2.65948e+07	2.80291e+07	2.79711e+07	2.74464e+07
P0A6Z6	P0A6Z6		nikR		1.89226e+06	1.51379e+06	1.72512e+06	1.86404e+06	1.81442e+06	1.71182e+06
P0A705	P0A705		infB		2.24809e+07	2.21436e+07	2.21994e+07	2.23746e+07	2.25369e+07	2.25276e+07
P0A707	P0A707		infC		4.58708e+07	4.582e+07	4.61245e+07	4.69866e+07	4.43342e+07	4.46786e+07
P0A715	P0A715		kdsA		2.06692e+07	2.2338e+07	2.28202e+07	2.05013e+07	2.06918e+07	2.23057e+07
P0A717	P0A717		prs		2.75046e+07	3.10647e+07	3.08327e+07	2.64695e+07	2.70689e+07	3.14866e+07
P0A720	P0A720		tmk		2.74699e+06	2.68433e+06	2.66931e+06	2.82207e+06	2.81356e+06	2.81073e+06
P0A722	P0A722		lpxA		1.16815e+07	1.08923e+07	1.06748e+07	1.22401e+07	1.12377e+07	1.11889e+07
P0A729	P0A729		yceF		2.17561e+06	2.11053e+06	2.18489e+06	2.28095e+06	2.31339e+06	2.22642e+06
P0A731	P0A731		mgsA		3.4033e+06	3.52611e+06	3.45511e+06	3.83821e+06	3.41887e+06	3.62263e+06
P0A734	P0A734		minE		3.30999e+07	3.23553e+07	3.29079e+07	3.28748e+07	3.35058e+07	3.10643e+07
P0A738	P0A738		moaC		732872	741307	743494	747244	631723	699461
P0A744	P0A744		msrA		3.26952e+06	3.17951e+06	3.32938e+06	3.19864e+06	3.20668e+06	3.2218e+06
P0A746	P0A746		msrB		1.69794e+06	1.32661e+06	1.3357e+06	1.76472e+06	1.68126e+06	1.39423e+06
P0A749	P0A749		murA		8.27141e+06	8.01833e+06	8.26456e+06	8.02625e+06	8.01535e+06	8.43252e+06
P0A752	P0A752		nadD		539900	539439	483220	531759	522738	502665
P0A759	P0A759		nagB		4.57542e+06	4.77716e+06	4.68327e+06	4.24734e+06	4.30423e+06	4.73883e+06
P0A763	P0A763		ndk		1.79305e+07	1.72802e+07	1.75927e+07	1.80403e+07	1.7653e+07	1.69842e+07
P0A780	P0A780		nusB		1.21868e+07	1.33153e+07	1.34058e+07	1.13895e+07	1.17835e+07	1.30988e+07
P0A784	P0A784		orn		2.8302e+06	2.83541e+06	2.85036e+06	2.80335e+06	2.92974e+06	2.75502e+06
P0A786	P0A786		pyrB		2.39685e+06	2.40789e+06	2.29292e+06	2.38826e+06	2.46288e+06	2.32291e+06
P0A790	P0A790		panD		6.94716e+06	7.0512e+06	7.37271e+06	6.77076e+06	6.65325e+06	7.08406e+06
P0A794	P0A794		pdxJ		6.08555e+06	6.14307e+06	6.10266e+06	6.18738e+06	6.08111e+06	6.1608e+06
P0A796	P0A796		pfkA		1.60553e+07	1.74584e+07	1.70746e+07	1.6105e+07	1.65535e+07	1.68795e+07
P0A799	P0A799		pgk		2.23759e+08	2.22213e+08	2.19318e+08	2.21144e+08	2.1832e+08	2.21382e+08
P0A7A2	P0A7A2		gpmB		1.92672e+06	1.73139e+06	1.93908e+06	1.90287e+06	1.7022e+06	2.05893e+06
P0A7A5	P0A7A5		pcm		895320	849902	836728	1.08839e+06	807158	1.0024e+06
P0A7A7	P0A7A7		plsB		2.54353e+06	2.70252e+06	2.8098e+06	2.52604e+06	2.65312e+06	2.59947e+06
P0A7A9	P0A7A9		ppa		8.08857e+07	8.2069e+07	8.08004e+07	8.15114e+07	8.12737e+07	7.73648e+07
P0A7B1	P0A7B1		ppk		1.23429e+06	1.31393e+06	1.33977e+06	1.37138e+06	1.35359e+06	1.3597e+06
P0A7B5	P0A7B5		proB		4.58641e+06	4.6264e+06	4.43042e+06	4.66025e+06	4.40069e+06	4.63738e+06
P0A7B8	P0A7B8		hslV		1.32708e+07	1.40768e+07	1.37777e+07	1.33554e+07	1.27426e+07	1.31303e+07
P0A7C2	P0A7C2		lexA		4.63378e+06	4.72582e+06	4.46449e+06	4.63255e+06	4.63372e+06	4.54551e+06
P0A7C6	P0A7C6		pepE		5.38419e+06	5.43399e+06	5.35105e+06	5.29714e+06	5.17432e+06	5.5071e+06
P0A7D1	P0A7D1		pth		5.05068e+06	5.35099e+06	5.25227e+06	5.11025e+06	5.0505e+06	5.16311e+06
P0A7D4	P0A7D4		purA		2.07815e+07	2.08767e+07	2.09672e+07	2.07757e+07	2.04861e+07	2.09388e+07
P0A7D7	P0A7D7		purC		3.57137e+07	3.87294e+07	3.92637e+07	3.52506e+07	3.59082e+07	3.81474e+07
P0A7E1	P0A7E1		pyrD		7.94078e+06	8.20584e+06	7.95994e+06	7.73501e+06	7.41756e+06	8.12356e+06
P0A7E3	P0A7E3		pyrE		4.64683e+06	4.76167e+06	4.64498e+06	4.67108e+06	4.6267e+06	4.63682e+06
P0A7E5	P0A7E5		pyrG		1.4855e+07	1.43277e+07	1.42073e+07	1.44563e+07	1.4588e+07	1.41388e+07
P0A7E9	P0A7E9		pyrH		6.27355e+06	6.2833e+06	5.9757e+06	6.40926e+06	6.26126e+06	6.21736e+06
P0A7F3	P0A7F3		pyrI		1.96653e+06	2.00473e+06	1.99221e+06	1.97806e+06	1.97393e+06	2.08754e+06
P0A7F6	P0A7F6		speD		1.89072e+06	1.61644e+06	1.66044e+06	1.8406e+06	1.80858e+06	1.74003e+06
P0A7F9	P0A7F9		queA		3.50836e+06	3.57356e+06	3.38202e+06	3.6057e+06	3.26996e+06	3.33207e+06
P0A7G2	P0A7G2		rbfA		2.04919e+07	1.95765e+07	2.00807e+07	1.95854e+07	2.0087e+07	1.92322e+07
P0A7G6	P0A7G6		recA		1.02727e+07	1.03823e+07	1.04124e+07	1.03474e+07	1.0473e+07	1.0351e+07
P0A7H6	P0A7H6		recR		758765	727045	722276	727423	788960	828998
P0A7I0	P0A7I0		prfA		3.75463e+06	3.94893e+06	4.03216e+06	3.80194e+06	3.80643e+06	4.00759e+06
P0A7I4	P0A7I4		prfC		4.85487e+06	4.99928e+06	4.94084e+06	4.8715e+06	4.92724e+06	4.94984e+06
P0A7I7	P0A7I7		ribA		8.58049e+06	7.85811e+06	7.981e+06	8.53899e+06	7.85062e+06	8.12578e+06
P0A7J0	P0A7J0		ribB		1.24559e+07	1.22083e+07	1.24464e+07	1.26191e+07	1.2796e+07	1.16147e+07
P0A7J3	P0A7J3		rplJ		4.66151e+08	5.15111e+08	5.06222e+08	4.68877e+08	4.59559e+08	5.02169e+08
P0A7J7	P0A7J7		rplK		1.36366e+08	1.41997e+08	1.4136e+08	1.3333e+08	1.37156e+08	1.46408e+08
P0A7K2	P0A7K2		rplL		1.76223e+08	1.76901e+08	1.85104e+08	1.74935e+08	1.74503e+08	1.76273e+08
P0A7K6	P0A7K6		rplS		6.43924e+07	6.06254e+07	5.94354e+07	6.36804e+07	6.26207e+07	6.09668e+07
P0A7L0	P0A7L0		rplA		1.53688e+08	1.4201e+08	1.39908e+08	1.54987e+08	1.54286e+08	1.44083e+08
P0A7L3	P0A7L3		rplT		4.81863e+07	4.48757e+07	4.48419e+07	4.5196e+07	4.80907e+07	4.32893e+07
P0A7L8	P0A7L8		rpmA		1.17561e+08	1.16143e+08	1.16113e+08	1.17185e+08	1.17732e+08	1.19638e+08
P0A7M2	P0A7M2		rpmB		1.31606e+08	1.31828e+08	1.29903e+08	1.27197e+08	1.30942e+08	1.32959e+08
P0A7M6	P0A7M6		rpmC		2.32844e+07	2.52287e+07	2.58999e+07	2.33122e+07	2.23402e+07	2.84316e+07
P0A7M9	P0A7M9		rpmE		6.86244e+07	7.07201e+07	7.06526e+07	6.89941e+07	6.75938e+07	7.01899e+07
P0A7N4	P0A7N4		rpmF		4.16282e+07	3.81822e+07	3.78562e+07	4.22327e+07	4.22737e+07	3.94682e+07
P0A7N9	P0A7N9		rpmG		1.12998e+08	1.07005e+08	9.81321e+07	1.16497e+08	1.11943e+08	1.06445e+08
P0A7P5	P0A7P5		rpmH		2.73277e+07	2.71999e+07	2.60167e+07	2.68167e+07	2.48667e+07	2.50911e+07
P0A7Q1	P0A7Q1		rpmI		1.60787e+07	1.59638e+07	1.54969e+07	1.64908e+07	1.60794e+07	1.4948e+07
P0A7R1	P0A7R1		rplI		2.88532e+08	2.78414e+08	2.70931e+08	2.84867e+08	2.86676e+08	2.7712e+08
P0A7R5	P0A7R5		rpsJ		1.68806e+08	1.53161e+08	1.52003e+08	1.65338e+08	1.61111e+08	1.53081e+08
P0A7R9	P0A7R9		rpsK		8.69462e+07	8.47448e+07	8.4962e+07	8.79046e+07	8.66076e+07	8.54776e+07
P0A7S3	P0A7S3		rpsL		7.28875e+07	7.10809e+07	6.97313e+07	7.15296e+07	6.99631e+07	7.13492e+07
P0A7S9	P0A7S9		rpsM		3.58228e+07	3.70021e+07	3.70693e+07	3.54407e+07	3.54854e+07	3.64522e+07
P0A7T3	P0A7T3		rpsP		1.30125e+08	1.23607e+08	1.24336e+08	1.3024e+08	1.26151e+08	1.22188e+08
P0A7T7	P0A7T7		rpsR		3.69098e+07	3.4304e+07	3.55302e+07	3.81837e+07	3.83613e+07	3.61175e+07
P0A7U3	P0A7U3		rpsS		1.35357e+08	1.39288e+08	1.36826e+08	1.32817e+08	1.34495e+08	1.35136e+08
P0A7U7	P0A7U7		rpsT		2.65364e+07	2.66901e+07	2.60024e+07	2.70174e+07	2.69938e+07	2.71799e+07
P0A7V0	P0A7V0		rpsB		1.37458e+08	1.40499e+08	1.40066e+08	1.37063e+08	1.37656e+08	1.36805e+08
P0A7V3	P0A7V3		rpsC		8.63797e+07	8.5362e+07	8.6035e+07	8.77051e+07	8.82119e+07	8.41185e+07
P0A7V8	P0A7V8		rpsD		1.84565e+08	1.83912e+08	1.85703e+08	1.86519e+08	1.7942e+08	1.86983e+08
P0A7W1	P0A7W1		rpsE		1.62911e+08	1.73529e+08	1.70006e+08	1.61321e+08	1.57158e+08	1.75943e+08
P0A7W7	P0A7W7		rpsH		5.52006e+07	5.85861e+07	5.78794e+07	5.56896e+07	5.60876e+07	5.54992e+07
P0A7X3	P0A7X3		rpsI		7.96204e+07	8.4429e+07	8.29231e+07	7.95412e+07	8.20568e+07	8.25966e+07
P0A7X6	P0A7X6		rimM		6.39816e+06	6.03236e+06	6.08526e+06	5.92254e+06	6.08116e+06	5.94618e+06
P0A7Y0	P0A7Y0		rnc		9.21307e+06	9.29069e+06	9.27852e+06	9.33294e+06	9.83512e+06	9.26567e+06
P0A7Y8	P0A7Y8		rnpA		1.00043e+06	972653	874667	922209	823629	794745
P0A7Z0	P0A7Z0		rpiA		1.86177e+07	2.04406e+07	1.93114e+07	1.78329e+07	1.7901e+07	1.91878e+07
P0A7Z4	P0A7Z4		rpoA		1.02478e+08	9.83436e+07	9.74085e+07	1.0179e+08	1.00555e+08	9.84126e+07
P0A800	P0A800		rpoZ		5.14649e+07	4.75892e+07	4.81205e+07	5.24462e+07	5.17623e+07	4.81982e+07
P0A805	P0A805		frr		3.44872e+07	4.17605e+07	4.00711e+07	3.45063e+07	3.34572e+07	4.07943e+07
P0A809	P0A809		ruvA		558441	477239	528536	582039	566141	483261
P0A812	P0A812		ruvB		1.30852e+06	1.36196e+06	1.35241e+06	1.27822e+06	1.22517e+06	1.39273e+06
P0A817	P0A817		metK		1.78448e+07	1.78852e+07	1.78878e+07	1.7197e+07	1.71595e+07	1.76884e+07
P0A821	P0A821		selA		1.46381e+06	1.41371e+06	1.37723e+06	1.36677e+06	1.36996e+06	1.4036e+06
P0A825	P0A825		glyA		2.46352e+07	2.52165e+07	2.45429e+07	2.49927e+07	2.56805e+07	2.42108e+07
P0A832	P0A832		smpB		3.59241e+06	3.79289e+06	3.98251e+06	3.56826e+06	3.70205e+06	3.76793e+06
P0A836	P0A836		sucC		6.6652e+06	6.51467e+06	6.54032e+06	6.80607e+06	6.64486e+06	6.72469e+06
P0A840	P0A840		surE		1.71327e+06	1.43488e+06	1.50134e+06	1.78529e+06	1.71906e+06	1.57236e+06
P0A843	P0A843		tatE		7.7082e+06	8.01747e+06	8.53331e+06	8.30991e+06	7.5829e+06	8.30021e+06
P0A847	P0A847		tgt		3.09511e+06	3.06674e+06	3.17457e+06	3.07574e+06	2.94504e+06	3.21206e+06
P0A850	P0A850		tig		1.08463e+08	1.05958e+08	1.08022e+08	1.08014e+08	1.08554e+08	1.07458e+08
P0A853	P0A853		tnaA		3.44682e+06	3.39463e+06	3.32964e+06	3.33686e+06	3.33228e+06	3.30192e+06
P0A855	P0A855		tolB		1.60683e+07	1.51668e+07	1.58602e+07	1.57755e+07	1.59614e+07	1.52516e+07
P0A858	P0A858		tpiA		7.31514e+07	8.00127e+07	7.82274e+07	7.18262e+07	7.46142e+07	7.82555e+07
P0A862	P0A862		tpx		2.69291e+07	2.76742e+07	2.72289e+07	2.7322e+07	2.6661e+07	2.70877e+07
P0A867	P0A867		talA		4.44989e+06	4.23796e+06	4.20596e+06	4.44443e+06	4.32625e+06	4.25227e+06
P0A870	P0A870		talB		4.11776e+07	4.01194e+07	4.08504e+07	4.08984e+07	4.11222e+07	4.04922e+07
P0A873	P0A873		trmD		3.66841e+06	3.83574e+06	3.66584e+06	3.41344e+06	3.26443e+06	3.79257e+06
P0A877	P0A877		trpA		1.58727e+06	1.57242e+06	1.56145e+06	1.70905e+06	1.5984e+06	1.37747e+06
P0A879	P0A879		trpB		522893	451661	470263	475447	501111	489147
P0A884	P0A884		thyA		4.99769e+06	4.73791e+06	4.88014e+06	4.96922e+06	4.96801e+06	4.91202e+06
P0A887	P0A887		ubiE		7.62786e+06	7.4919e+06	7.59587e+06	7.59961e+06	7.40484e+06	7.39427e+06
P0A890	P0A890		tusA		2.23205e+06	2.02068e+06	1.78384e+06	2.06902e+06	2.08713e+06	2.07507e+06
P0A894	P0A894		yhbJ		1.47268e+06	1.38467e+06	1.40138e+06	1.54879e+06	1.56594e+06	1.42791e+06
P0A898	P0A898		ybeY		3.30472e+06	3.0788e+06	3.03573e+06	3.37214e+06	3.28184e+06	2.86045e+06
P0A8A0	P0A8A0		yebC		2.70998e+06	3.16206e+06	3.12335e+06	2.70585e+06	2.85568e+06	3.40866e+06
P0A8A2	P0A8A2		yeeN		7.83778e+06	8.21417e+06	8.38427e+06	8.05064e+06	7.21369e+06	8.38355e+06
P0A8A4	P0A8A4		ppsR		2.05776e+06	2.10577e+06	1.96746e+06	2.11277e+06	2.06152e+06	1.9488e+06
P0A8A8	P0A8A8		rimP		1.7524e+07	1.47642e+07	1.62492e+07	1.70413e+07	1.6194e+07	1.61671e+07
P0A8B2	P0A8B2		yfcN		1.50893e+06	1.50384e+06	1.63628e+06	1.44489e+06	1.49546e+06	1.61242e+06
P0A8B5	P0A8B5		ybaB		1.47359e+06	1.46148e+06	1.6063e+06	1.68751e+06	1.63927e+06	1.87248e+06
P0A8C1	P0A8C1		ybjQ		1.05063e+06	1.04231e+06	817149	1.07878e+06	1.02116e+06	989908
P0A8C4	P0A8C4		ygfB		2.90264e+06	2.89313e+06	2.88004e+06	2.99479e+06	2.8066e+06	3.06e+06
P0A8D0	P0A8D0		nrdR		1.13445e+06	1.1795e+06	1.14643e+06	1.21249e+06	1.20929e+06	1.19092e+06
P0A8D3	P0A8D3		yaiI		1.20946e+06	1.14318e+06	1.17448e+06	1.24609e+06	1.18084e+06	1.10548e+06
P0A8D6	P0A8D6		ymdB		1.34248e+06	1.37003e+06	1.37627e+06	1.22847e+06	1.29121e+06	1.38501e+06
P0A8E1	P0A8E1		ycfP		6.74722e+06	7.42557e+06	7.10427e+06	6.46312e+06	6.72864e+06	6.67923e+06
P0A8E7	P0A8E7		yajQ		1.49093e+07	1.38968e+07	1.39353e+07	1.48931e+07	1.44725e+07	1.39066e+07
P0A8F0	P0A8F0		upp		3.23382e+07	3.12179e+07	3.18767e+07	3.13802e+07	3.15727e+07	3.09483e+07
P0A8F4	P0A8F4		udk		7.14695e+06	7.14025e+06	7.43433e+06	6.91142e+06	7.38743e+06	6.60584e+06
P0A8F8	P0A8F8		uvrB		2.03863e+06	1.91014e+06	1.99153e+06	2.02552e+06	1.98477e+06	1.85713e+06
P0A8G3	P0A8G3		uxaC		2.74925e+06	2.61634e+06	2.6244e+06	2.62295e+06	2.59939e+06	2.6139e+06
P0A8G6	P0A8G6		wrbA		9.07075e+06	9.20786e+06	9.05771e+06	9.02425e+06	8.79832e+06	9.08784e+06
P0A8G9	P0A8G9		xseB		8.697e+06	9.09529e+06	8.99138e+06	9.09432e+06	8.29319e+06	9.45997e+06
P0A8H8	P0A8H8		yacG		1.93036e+06	2.14414e+06	2.1802e+06	2.10976e+06	2.125e+06	1.94093e+06
P0A8I1	P0A8I1		yqgF		1.50476e+06	1.27829e+06	1.49434e+06	1.58104e+06	1.53988e+06	1.42417e+06
P0A8I3	P0A8I3		yaaA		2.75829e+06	2.69223e+06	2.67301e+06	2.67537e+06	2.64087e+06	2.6996e+06
P0A8I5	P0A8I5		trmB		6.48041e+06	5.41209e+06	5.5031e+06	6.47408e+06	6.3463e+06	5.71547e+06
P0A8I8	P0A8I8		rlmH		3.83261e+06	3.79197e+06	3.77509e+06	3.79041e+06	3.76287e+06	3.74054e+06
P0A8J2	P0A8J2		dnaT		1.08815e+06	905252	1.04046e+06	995683	1.01878e+06	910409
P0A8J4	P0A8J4		ybeD		1.14034e+07	1.19447e+07	1.11997e+07	1.10516e+07	1.18462e+07	1.11406e+07
P0A8J8	P0A8J8		rhlB		5.04837e+06	4.82875e+06	4.8885e+06	5.21672e+06	5.02179e+06	5.08567e+06
P0A8K1	P0A8K1		psd		4.20215e+06	4.2522e+06	4.13837e+06	4.12065e+06	4.02159e+06	4.28933e+06
P0A8K5	P0A8K5		yaeP		610024	604280	661008	543074	582746	562104
P0A8L1	P0A8L1		serS		2.87408e+07	2.95304e+07	2.91067e+07	2.8999e+07	2.79667e+07	2.92603e+07
P0A8M0	P0A8M0		asnS		3.23322e+07	3.32504e+07	3.29142e+07	3.17277e+07	3.19177e+07	3.3422e+07
P0A8M3	P0A8M3		thrS		1.09031e+07	1.07696e+07	1.07783e+07	1.11811e+07	1.09492e+07	1.08341e+07
P0A8M6	P0A8M6		yeeX		8.41472e+06	8.18697e+06	9.15413e+06	8.4723e+06	7.91507e+06	8.58495e+06
P0A8N0	P0A8N0		matP		365205	459797	410846	358839	478702	456330
P0A8N3	P0A8N3		lysS		3.47937e+07	3.33199e+07	3.44124e+07	3.48529e+07	3.4544e+07	3.39963e+07
P0A8N5	P0A8N5		lysU		1.88909e+07	1.82991e+07	1.80983e+07	1.87656e+07	1.91684e+07	1.8297e+07
P0A8N7	P0A8N7		epmA		2.78735e+06	2.66524e+06	2.56249e+06	2.72453e+06	2.69476e+06	2.54079e+06
P0A8P3	P0A8P3		yggX		1.97224e+07	2.00726e+07	2.10723e+07	1.99347e+07	2.02962e+07	2.0389e+07
P0A8Q0	P0A8Q0		frdC		1.74942e+06	1.74738e+06	1.72208e+06	1.73691e+06	1.81582e+06	1.55701e+06
P0A8R0	P0A8R0		rraA		1.77195e+07	1.70806e+07	1.75896e+07	1.78426e+07	1.71563e+07	1.80664e+07
P0A8S1	P0A8S1		iciA		2.94403e+06	2.91354e+06	2.99255e+06	2.88939e+06	3.0577e+06	2.86913e+06
P0A8T1	P0A8T1		prmA		5.39863e+06	6.08142e+06	6.0197e+06	5.19781e+06	5.68092e+06	5.45458e+06
P0A8T7	P0A8T7		rpoC		4.90984e+07	4.99613e+07	4.97018e+07	4.9112e+07	4.88219e+07	4.9921e+07
P0A8U6	P0A8U6		metJ		7.88019e+06	8.21446e+06	8.06212e+06	7.75039e+06	7.86724e+06	7.96671e+06
P0A8V2	P0A8V2		rpoB		3.25844e+07	3.20017e+07	3.25248e+07	3.27793e+07	3.21962e+07	3.2907e+07
P0A8V6	P0A8V6		fadR		6.81724e+06	7.3307e+06	7.34521e+06	6.96133e+06	6.86245e+06	6.78808e+06
P0A8W0	P0A8W0		nanR		2.72344e+06	2.62445e+06	2.78161e+06	2.56e+06	2.69038e+06	2.76333e+06
P0A8W2	P0A8W2		slyA		1.01394e+07	1.05672e+07	9.97887e+06	1.00474e+07	1.00498e+07	1.02449e+07
P0A8W5	P0A8W5		yqgE		950547	1.04802e+06	1.01513e+06	899037	870409	1.04972e+06
P0A8W8	P0A8W8		yfbU		2.10309e+07	2.17126e+07	2.16339e+07	2.10242e+07	2.13704e+07	2.20555e+07
P0A8X0	P0A8X0		yjgA		6.56141e+06	6.43401e+06	6.60124e+06	6.41764e+06	6.54779e+06	6.52323e+06
