Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P03018	P03018		uvrD		1.90129e+06	1.99496e+06	1.89242e+06	1.91242e+06	1.92148e+06	2.24951e+06
P03024	P03024		galR		1.4391e+06	1.37051e+06	1.41952e+06	1.36674e+06	1.1571e+06	1.53966e+06
P03817	P03817		mioC		7.76515e+06	7.77641e+06	8.15252e+06	7.67263e+06	8.10425e+06	6.97714e+06
P03841	P03841		malM		8.53398e+06	8.565e+06	8.86513e+06	9.00257e+06	9.09898e+06	7.97793e+06
P04036	P04036		dapB		5.38163e+06	5.08468e+06	5.02494e+06	4.99629e+06	5.16473e+06	4.67712e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1.08732e+06	1.15155e+06				1.04477e+06
P04079	P04079		guaA		1.94247e+07	1.93606e+07	1.89841e+07	1.89674e+07	1.92652e+07	1.88485e+07
P04335	P04335		frsA		4.47205e+06	4.57605e+06	4.61097e+06	4.20036e+06	4.43779e+06	3.93702e+06
P04425	P04425		gshB		6.96042e+06	6.98286e+06	6.87758e+06	6.93e+06	6.94847e+06	6.71258e+06
P04693	P04693		tyrB		3.91158e+06	3.96876e+06	3.91079e+06	3.9308e+06	3.73143e+06	4.27137e+06
P04805	P04805		gltX		2.30179e+07	2.3264e+07	2.28392e+07	2.28754e+07	2.34353e+07	2.33415e+07
P04825	P04825		pepN		1.62424e+07	1.59705e+07	1.53094e+07	1.55865e+07	1.61269e+07	1.50375e+07
P04846	P04846		nlpA		3.18372e+06	3.06324e+06	3.16934e+06	3.24295e+06	3.23682e+06	3.17274e+06
P04949	P04949		fliC		2.4192e+07	2.41218e+07	2.56433e+07	2.65599e+07	2.53728e+07	2.25584e+07
P04951	P04951		kdsB		5.52574e+06	5.41118e+06	5.48083e+06	5.29944e+06	5.64352e+06	5.84708e+06
P04982	P04982		rbsD		2.19107e+06	2.32349e+06	2.21379e+06	2.34376e+06	2.25765e+06	2.30308e+06
P04995	P04995		sbcB		1.16142e+07	1.15401e+07	1.15963e+07	1.15004e+07	1.14907e+07	1.12334e+07
P05020	P05020		pyrC		6.16205e+06	6.0841e+06	6.041e+06	5.74767e+06	6.28278e+06	5.93237e+06
P05041	P05041		pabB		1.57637e+06	1.67531e+06	1.63572e+06	1.60991e+06	1.54258e+06	1.94131e+06
P05055	P05055		pnp		3.94794e+07	3.93161e+07	3.70132e+07	3.74058e+07	3.73734e+07	3.74082e+07
P05100	P05100		tag		1.07909e+06	1.28641e+06	1.14398e+06	1.14453e+06	1.22258e+06	1.26782e+06
P05194	P05194		aroD		1.27115e+06	1.32577e+06	1.07396e+06	1.15326e+06	1.19909e+06	1.27779e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				2.83356e+06	2.77603e+06	1.13039e+06	1.23307e+06	951816	2.58867e+06
P05458	P05458		ptrA		945356	891687	935299	873799	868361	923471
P05459	P05459		pdxB		7.01883e+06	6.98297e+06	7.06663e+06	7.02719e+06	6.99878e+06	6.81852e+06
P05637	P05637		apaH		1.38548e+06	1.4848e+06	1.42867e+06	1.33069e+06	1.40354e+06	1.43518e+06
P05719	P05719		hsdS		1.22294e+06	1.27741e+06	1.33705e+06	1.30269e+06	1.23736e+06	1.17861e+06
P05791	P05791		ilvD		1.83416e+06	1.91946e+06	1.97313e+06	1.88273e+06	1.95329e+06	2.05822e+06
P05793	P05793		ilvC		7.06184e+06	6.84873e+06	7.04484e+06	7.05712e+06	7.10907e+06	6.78523e+06
P05825	P05825		fepA		2.1037e+06	2.13499e+06	2.09568e+06	1.93916e+06	2.02571e+06	1.99034e+06
P05852	P05852		gcp		2.65984e+06	2.6944e+06	2.82444e+06	2.66035e+06	2.53544e+06	2.80144e+06
P06129	P06129		btuB		1.51352e+07	1.4976e+07	1.45798e+07	1.48783e+07	1.47643e+07	1.4172e+07
P06149	P06149		dld		7.14175e+06	6.84873e+06	6.80024e+06	6.81623e+06	6.68155e+06	5.68864e+06
P06282	P06282		cdh		998172	1.07208e+06	1.0132e+06	1.15632e+06	1.16361e+06	1.20825e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.73875e+06	1.7688e+06	885072		689637	1.87773e+06
P06610	P06610		btuE		7.71178e+06	7.54354e+06	7.43033e+06	7.35798e+06	7.44692e+06	6.98659e+06
P06612	P06612		topA		5.81003e+06	5.60492e+06	5.77904e+06	5.67059e+06	5.66187e+06	5.85758e+06
P06616	P06616		era		4.0422e+06	4.07671e+06	4.16502e+06	4.1613e+06	3.96404e+06	3.95154e+06
P06709	P06709		birA		949848	1.00713e+06	965545	1.00939e+06	1.10655e+06	956003
P06710	P06710		dnaX		1.36361e+06	1.36359e+06	1.44646e+06	1.43464e+06	1.41848e+06	1.24676e+06
P06715	P06715		gor		4.62653e+06	4.63913e+06	4.60502e+06	4.54697e+06	4.4777e+06	4.55527e+06
P06722	P06722		mutH		574451	528338	540642	560520	579421	
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3.90942e+06	3.90468e+06				4.00049e+06
P06846	P06846		ebgR		1.37394e+06	1.33067e+06	1.37405e+06	1.39625e+06	1.29764e+06	1.27832e+06
P06959	P06959		aceF		4.25399e+07	4.16248e+07	4.08299e+07	4.10803e+07	4.06624e+07	3.79332e+07
P06961	P06961		cca		838081	785833	866694	936831	946610	962778
P06968	P06968		dut		8.13227e+06	7.97531e+06	7.97275e+06	8.14007e+06	7.67591e+06	7.83057e+06
P06971	P06971		fhuA		1.29322e+07	1.28244e+07	1.26709e+07	1.26539e+07	1.26409e+07	1.23686e+07
P06974	P06974		fliM		1.51977e+06	1.53636e+06	1.51474e+06	1.64106e+06	1.57557e+06	1.29756e+06
P06983	P06983		hemC		1.01603e+07	1.03037e+07	1.06094e+07	1.04829e+07	1.03155e+07	9.48544e+06
P06986	P06986		hisC		2.45663e+06	2.49166e+06	2.55799e+06	2.37874e+06	2.34252e+06	2.57003e+06
P06987	P06987		hisB		1.15062e+06	1.12833e+06	1.16753e+06	1.24137e+06	1.13403e+06	1.19212e+06
P06988	P06988		hisD		731321	672266	781640	850263	833300	905960
P06992	P06992		rsmA		2.05993e+06	2.18723e+06	2.0881e+06	2.07477e+06	2.06295e+06	1.99141e+06
P06996	P06996		ompC		2.90814e+08	2.86125e+08	2.92428e+08	2.86665e+08	2.79471e+08	2.76649e+08
P06999	P06999		pfkB		1.12814e+06	1.16286e+06	1.17971e+06	1.25085e+06	1.16737e+06	1.20214e+06
P07000	P07000		pldB		501389	509869	520441	541421	549453	503506
P07001	P07001		pntA		3.14646e+06	3.20537e+06	3.18858e+06	3.10938e+06	3.17157e+06	3.22445e+06
P07003	P07003		poxB		2.50533e+06	2.53956e+06	2.52462e+06	2.46996e+06	2.46497e+06	2.42283e+06
P07004	P07004		proA		4.76429e+06	4.56943e+06	4.60183e+06	4.60433e+06	4.57953e+06	4.54079e+06
P07012	P07012		prfB		8.92907e+06	8.80417e+06	8.77107e+06	9.05459e+06	8.66277e+06	8.41752e+06
P07014	P07014		sdhB		1.6416e+06	1.63018e+06	1.64662e+06	1.6326e+06	1.63723e+06	1.58263e+06
P07017	P07017		tar		3.38927e+06	3.37856e+06	3.3515e+06	3.41927e+06	3.33805e+06	2.98923e+06
P07021	P07021		yfiB		820950	823969	794885	725812	763598	773018
P07023	P07023		tyrA		2.338e+06	2.41872e+06	2.36875e+06	2.36e+06	2.39388e+06	2.35827e+06
P07024	P07024		ushA		4.52368e+06	4.53032e+06	4.72918e+06	4.60291e+06	4.71258e+06	5.01257e+06
P07026	P07026		sdiA		1.74477e+06	1.7859e+06	1.85402e+06	1.72293e+06	1.80186e+06	1.51376e+06
P07118	P07118		valS		2.28455e+07	2.26635e+07	2.18684e+07	2.2228e+07	2.21834e+07	2.10942e+07
P07330	P07330		cheB		1.50444e+06	1.57068e+06	1.57539e+06	1.58617e+06	1.58747e+06	1.58057e+06
P07363	P07363		cheA		1.51706e+06	1.57986e+06	1.6453e+06	1.59451e+06	1.63137e+06	1.5149e+06
P07395	P07395		pheT		1.37883e+07	1.37135e+07	1.37044e+07	1.36153e+07	1.35193e+07	1.31503e+07
P07604	P07604		tyrR		2.25718e+06	2.25859e+06	2.38046e+06	2.243e+06	2.40856e+06	2.36218e+06
P07639	P07639		aroB		3.11028e+06	3.13184e+06	3.24157e+06	3.24619e+06	3.06528e+06	2.89683e+06
P07649	P07649		truA		1.87389e+06	1.88619e+06	1.8589e+06	1.95668e+06	1.95391e+06	2.01377e+06
P07650	P07650		deoA		6.17982e+06	6.08551e+06	6.11691e+06	5.9548e+06	5.97871e+06	5.81018e+06
P07658	P07658		fdhF		926251	930782	896999	963742	880400	929474
P07762	P07762		glgB		3.52481e+06	3.66937e+06	3.49387e+06	3.51497e+06	3.5043e+06	3.71646e+06
P07813	P07813		leuS		1.44779e+07	1.43942e+07	1.38769e+07	1.39921e+07	1.4131e+07	1.39979e+07
P07862	P07862		ddlB		5.65902e+06	5.76182e+06	5.38251e+06	5.43199e+06	5.58049e+06	5.37835e+06
P07913	P07913		tdh		4.61271e+06	4.22789e+06	4.06573e+06	4.10513e+06	3.95198e+06	4.12211e+06
P08178	P08178		purM		1.74078e+06	1.69485e+06	1.61344e+06	1.66398e+06	1.70766e+06	1.62289e+06
P08189	P08189		fimF		1.26463e+06	990722	1.13115e+06	1.19064e+06	1.27785e+06	1.13068e+06
P08190	P08190		fimG		1.58286e+06	1.51005e+06	1.56268e+06	1.61539e+06	1.54715e+06	1.09768e+06
P08191	P08191		fimH		2.78588e+06	2.77639e+06	2.99806e+06	2.77967e+06	2.71241e+06	2.90477e+06
P08192	P08192		folC		3.64892e+06	3.62379e+06	3.61485e+06	3.70454e+06	3.54013e+06	3.71515e+06
P08200	P08200		icd		2.4686e+07	2.41598e+07	2.23433e+07	2.24806e+07	2.25155e+07	2.22522e+07
P08201	P08201		nirB		4.92316e+06	4.91403e+06	5.0109e+06	4.94261e+06	4.95168e+06	5.05645e+06
P08244	P08244		pyrF		9.12554e+06	9.18971e+06	9.17384e+06	9.16425e+06	9.23259e+06	9.0168e+06
P08245	P08245		yciH		663096	629606	670950	707886	631241	556501
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				4.66037e+06	4.59819e+06				3.14324e+06
P08312	P08312		pheS		1.37414e+07	1.36287e+07	1.38249e+07	1.36869e+07	1.3478e+07	1.27453e+07
P08331	P08331		cpdB		3.22494e+06	3.17878e+06	3.19458e+06	3.19697e+06	3.12183e+06	3.15604e+06
P08337	P08337		mutT		1.11031e+06	1.11461e+06	1.08575e+06	1.02821e+06	1.10556e+06	1.05884e+06
P08373	P08373		murB		1.75069e+06	1.74285e+06	1.73924e+06	1.67883e+06	1.77588e+06	1.86226e+06
P08390	P08390		usg		4.25238e+07	4.28246e+07	4.43706e+07	4.19715e+07	4.38376e+07	3.90183e+07
P08395	P08395		sppA		2.20301e+06	2.10887e+06	2.01152e+06	2.09983e+06	2.02811e+06	2.05257e+06
P08506	P08506		dacC		6.16508e+06	6.22068e+06	6.33978e+06	6.11864e+06	6.25318e+06	6.09209e+06
P08622	P08622		dnaJ		5.79819e+06	5.76453e+06	5.891e+06	5.90336e+06	5.87299e+06	5.59187e+06
P08660	P08660		lysC		2.38558e+06	2.48764e+06	2.49567e+06	2.33761e+06	2.46421e+06	2.66368e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				3.99948e+06	4.07337e+06				4.26574e+06
P08839	P08839		ptsI		3.25978e+07	3.20232e+07	3.12257e+07	3.1655e+07	3.10754e+07	3.0694e+07
P08956	P08956		hsdR		1.5819e+06	1.67126e+06	1.7285e+06	1.72122e+06	1.58965e+06	1.53514e+06
P08957	P08957		hsdM		7.55722e+06	7.50911e+06	7.60398e+06	7.647e+06	7.67415e+06	7.2185e+06
P09029	P09029		purK		1.80837e+06	1.86017e+06	1.68771e+06	1.64322e+06	1.62218e+06	2.04632e+06
P09030	P09030		xthA		3.61372e+06	3.66316e+06	3.7169e+06	3.66934e+06	3.73742e+06	3.78849e+06
P09126	P09126		hemD		1.36029e+06	1.39214e+06	1.41681e+06	1.37423e+06	1.39399e+06	1.39462e+06
P09127	P09127		hemX		9.23148e+06	9.07421e+06	8.92779e+06	8.92699e+06	8.84795e+06	8.66907e+06
P09147	P09147		galE		8.71888e+06	8.73349e+06	8.56719e+06	8.82837e+06	8.82285e+06	8.11259e+06
P09148	P09148		galT		2.17274e+06	2.10942e+06	2.26536e+06	2.05337e+06	2.1669e+06	2.15858e+06
P09152	P09152		narG		2.28884e+06	2.28414e+06	2.19468e+06	2.19138e+06	2.18465e+06	2.26986e+06
P09155	P09155		rnd		2.15441e+06	2.16658e+06	2.13249e+06	1.99345e+06	2.14731e+06	2.11661e+06
P09158	P09158		speE		6.42617e+06	6.75459e+06	6.78871e+06	6.72952e+06	6.72413e+06	6.64936e+06
P09169	P09169		ompT		5.92734e+06	5.7421e+06	5.65096e+06	5.92059e+06	5.80614e+06	5.72716e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				2.36061e+06	2.41358e+06				2.42243e+06
P09323	P09323		nagE		834157	829140	730668	789693	797416	755853
P09372	P09372		grpE		1.69449e+07	1.70627e+07	1.61653e+07	1.69614e+07	1.55378e+07	1.42354e+07
P09373	P09373		pflB		2.38808e+08	2.37816e+08	2.26021e+08	2.24877e+08	2.22014e+08	2.13809e+08
P09394	P09394		glpQ		5.7687e+06	5.74284e+06	5.75924e+06	5.80786e+06	5.68876e+06	5.74525e+06
P09424	P09424		mtlD		2.28852e+06	2.33695e+06	2.27935e+06	2.27778e+06	2.26982e+06	1.96909e+06
P09546	P09546		putA		1.81725e+06	1.77692e+06	1.70833e+06	1.87661e+06	1.7611e+06	1.73778e+06
P09549	P09549		dedD		1.24059e+06	1.2059e+06	1.21222e+06	1.20254e+06	1.25947e+06	1.26268e+06
P09831	P09831		gltB		3.39467e+06	3.37629e+06	3.39772e+06	3.35875e+06	3.4252e+06	3.40172e+06
P09832	P09832		gltD		2.7622e+06	2.71679e+06	2.86932e+06	2.87746e+06	2.81341e+06	2.81082e+06
P0A698	P0A698		uvrA		2.42518e+06	2.42481e+06	2.4871e+06	2.4556e+06	2.44232e+06	2.51189e+06
P0A6A0	P0A6A0		ubiB		1.54987e+06	1.58035e+06	1.61072e+06	1.71368e+06	1.78816e+06	1.56513e+06
P0A6A3	P0A6A3		ackA		1.29214e+08	1.26975e+08	1.229e+08	1.26291e+08	1.22525e+08	1.16042e+08
P0A6A8	P0A6A8		acpP		1.60087e+08	1.5558e+08	1.56945e+08	1.52499e+08	1.54212e+08	1.64619e+08
P0A6B4	P0A6B4		alr		2.92288e+06	2.91848e+06	2.93764e+06	2.93817e+06	2.90851e+06	2.71073e+06
P0A6B7	P0A6B7		iscS		1.76288e+07	1.77386e+07	1.71956e+07	1.73258e+07	1.75111e+07	1.68246e+07
