Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P0A996	P0A996		glpC		1.62102e+06	1.538e+06	1.65743e+06	1.60517e+06	1.58975e+06	1.57034e+06
P0A998	P0A998		ftnA		4.20379e+07	4.00885e+07	4.01462e+07	4.16801e+07	4.21436e+07	4.08889e+07
P0A9A6	P0A9A6		ftsZ		1.39152e+07	1.35641e+07	1.38687e+07	1.38692e+07	1.40928e+07	1.40722e+07
P0A9A9	P0A9A9		fur		1.25734e+07	1.25338e+07	1.29238e+07	1.2391e+07	1.28662e+07	1.28957e+07
P0A9B2	P0A9B2		gapA		3.36975e+08	3.14871e+08	3.3789e+08	3.38831e+08	3.1339e+08	3.12276e+08
P0A9B6	P0A9B6		epd		1.56698e+06	1.48501e+06	1.55814e+06	1.64397e+06	1.61315e+06	1.7219e+06
P0A9C0	P0A9C0		glpA		2.02482e+06	1.99668e+06	2.13206e+06	2.03828e+06	1.97115e+06	2.14526e+06
P0A9C3	P0A9C3		galM		5.82664e+06	5.37847e+06	5.40973e+06	5.81501e+06	5.21813e+06	5.52086e+06
P0A9C5	P0A9C5		glnA		4.27689e+07	4.07551e+07	4.27394e+07	4.36605e+07	4.15978e+07	4.06684e+07
P0A9C9	P0A9C9		glpX		4.06711e+06	3.89857e+06	4.15551e+06	4.09682e+06	3.9668e+06	4.12322e+06
P0A9D2	P0A9D2		gstA		6.82069e+06	6.83171e+06	6.55348e+06	6.49755e+06	6.92753e+06	7.21192e+06
P0A9D4	P0A9D4		cysE		3.00481e+06	2.98279e+06	2.82444e+06	2.85294e+06	2.80631e+06	2.7581e+06
P0A9D8	P0A9D8		dapD		3.84004e+07	3.96739e+07	3.72292e+07	3.78247e+07	3.9177e+07	3.85723e+07
P0A9E5	P0A9E5		fnr		8.94194e+06	8.18447e+06	8.64212e+06	8.72646e+06	8.27267e+06	8.20883e+06
P0A9F1	P0A9F1		mntR		2.4918e+06	2.43219e+06	2.15355e+06	2.73936e+06	1.73722e+06	2.11822e+06
P0A9F3	P0A9F3		cysB		3.47106e+06	3.40983e+06	3.42768e+06	3.53451e+06	3.57503e+06	3.5413e+06
P0A9G2	P0A9G2		nhaR		1.11188e+06	868533	973592	1.13213e+06	888798	1.10955e+06
P0A9G6	P0A9G6		aceA		7.32682e+06	6.93528e+06	7.30692e+06	7.12236e+06	6.85456e+06	6.868e+06
P0A9G8	P0A9G8		modE		3.20216e+06	3.10842e+06	3.39739e+06	3.26852e+06	3.14855e+06	2.92933e+06
P0A9H1	P0A9H1		mug		2.54616e+06	2.63239e+06	2.8092e+06	2.66214e+06	2.67313e+06	2.78665e+06
P0A9H7	P0A9H7		cfa		3.78266e+06	3.45135e+06	3.80461e+06	3.77685e+06	3.59023e+06	3.57337e+06
P0A9H9	P0A9H9		cheZ		2.14599e+06	2.05482e+06	2.06575e+06	2.07175e+06	2.15688e+06	1.93695e+06
P0A9I1	P0A9I1		citE		6.43759e+06	6.048e+06	6.15047e+06	6.19645e+06	6.10888e+06	6.26348e+06
P0A9I3	P0A9I3		gcvR		2.46519e+06	2.20856e+06	2.44434e+06	2.42367e+06	2.15923e+06	2.1371e+06
P0A9I8	P0A9I8		nirD		3.14278e+06	2.89558e+06	2.95579e+06	2.75998e+06	2.58907e+06	2.60304e+06
P0A9J0	P0A9J0		rng		1.92661e+07	1.7984e+07	1.88764e+07	1.98245e+07	1.85243e+07	1.73012e+07
P0A9J4	P0A9J4		panE		778696	714359	783584	792470	867584	698676
P0A9J6	P0A9J6		rbsK		3.3886e+06	3.57344e+06	3.2493e+06	3.48808e+06	3.40455e+06	3.44168e+06
P0A9J8	P0A9J8		pheA		1.91594e+06	1.91248e+06	1.83718e+06	1.92383e+06	2.07305e+06	2.01842e+06
P0A9K3	P0A9K3		ybeZ		5.63158e+06	5.82004e+06	5.76052e+06	5.78296e+06	5.74338e+06	5.89631e+06
P0A9K7	P0A9K7		phoU		2.09974e+06	2.24434e+06	2.24552e+06	2.06935e+06	2.38321e+06	2.30394e+06
P0A9K9	P0A9K9		slyD		9.37926e+07	9.22121e+07	1.00627e+08	9.6202e+07	8.9578e+07	9.15247e+07
P0A9L3	P0A9L3		fklB		1.81723e+07	1.99124e+07	1.84829e+07	1.82839e+07	1.93679e+07	1.96802e+07
P0A9L5	P0A9L5		ppiC		2.26183e+06	2.3135e+06	2.251e+06	2.26543e+06	2.34274e+06	2.45129e+06
P0A9M0	P0A9M0		lon		9.63845e+06	9.31604e+06	9.6698e+06	9.70532e+06	9.28774e+06	9.49274e+06
P0A9M2	P0A9M2		hpt		1.23059e+07	1.19149e+07	1.20944e+07	1.2192e+07	1.21586e+07	1.2234e+07
P0A9M5	P0A9M5		gpt		8.1272e+07	7.58205e+07	7.70856e+07	8.12456e+07	7.51e+07	7.6559e+07
P0A9M8	P0A9M8		pta		4.5009e+07	4.38855e+07	4.45146e+07	4.44385e+07	4.31028e+07	4.29195e+07
P0A9N4	P0A9N4		pflA		4.90552e+06	4.97077e+06	4.75309e+06	4.86494e+06	4.88782e+06	4.9008e+06
P0A9P0	P0A9P0		lpdA		3.19449e+07	2.99951e+07	3.18362e+07	3.17347e+07	3.01024e+07	2.99754e+07
P0A9P4	P0A9P4		trxB		1.06805e+07	1.09545e+07	1.06708e+07	1.09234e+07	1.08244e+07	1.10908e+07
P0A9P6	P0A9P6		deaD		9.41991e+06	9.9964e+06	9.37713e+06	9.2764e+06	9.79269e+06	9.77444e+06
P0A9Q1	P0A9Q1		arcA		2.42437e+07	2.35068e+07	2.48411e+07	2.429e+07	2.30931e+07	2.31516e+07
P0A9Q5	P0A9Q5		accD		2.2334e+07	2.23896e+07	2.34918e+07	2.31734e+07	2.24573e+07	2.15457e+07
P0A9Q7	P0A9Q7		adhE		1.85351e+08	1.82569e+08	1.84479e+08	1.85574e+08	1.82014e+08	1.8001e+08
P0A9Q9	P0A9Q9		asd		2.85003e+07	2.95811e+07	2.84627e+07	2.84683e+07	2.96773e+07	2.86404e+07
P0A9R4	P0A9R4		fdx		9.36146e+06	1.10163e+07	1.01624e+07	9.71893e+06	1.05216e+07	1.12649e+07
P0A9R7	P0A9R7		ftsE		3.05347e+06	2.98378e+06	3.08252e+06	2.87678e+06	2.89332e+06	2.77797e+06
P0A9S5	P0A9S5		gldA		1.08871e+07	1.07507e+07	1.07139e+07	1.14306e+07	1.05768e+07	1.08085e+07
P0A9T0	P0A9T0		serA		7.06134e+06	6.98975e+06	6.94123e+06	7.11875e+06	7.13775e+06	7.22787e+06
P0A9T4	P0A9T4		tas		9.26853e+06	9.48355e+06	9.42091e+06	9.29704e+06	9.27253e+06	8.79902e+06
P0A9T8	P0A9T8		ybbA		722696	753064	747102	756818	760354	762663
P0A9U3	P0A9U3		ybiT		5.60496e+06	5.28075e+06	5.55564e+06	5.7819e+06	5.41409e+06	5.40445e+06
P0A9V1	P0A9V1		lptB		5.58475e+06	5.60094e+06	5.27348e+06	5.52255e+06	5.50075e+06	5.68628e+06
P0A9W3	P0A9W3		yjjK		9.74899e+06	9.65964e+06	9.59182e+06	9.7947e+06	9.47983e+06	9.33092e+06
P0A9W6	P0A9W6		yrbA		1.13706e+07	1.06055e+07	1.21477e+07	1.12445e+07	1.15099e+07	1.11602e+07
P0A9W9	P0A9W9		yrdA		4.70978e+06	4.67308e+06	4.87629e+06	4.82111e+06	4.77385e+06	4.76551e+06
P0A9X4	P0A9X4		mreB		2.59888e+07	2.49558e+07	2.54723e+07	2.51063e+07	2.47424e+07	2.50537e+07
P0A9X9	P0A9X9		cspA		2.55375e+07	2.58409e+07	2.63455e+07	2.59566e+07	2.67722e+07	2.75232e+07
P0A9Y6	P0A9Y6		cspC		1.24208e+08	1.34084e+08	1.24057e+08	1.24368e+08	1.28223e+08	1.2827e+08
P0A9Z1	P0A9Z1		glnB		1.38783e+07	1.33297e+07	1.35929e+07	1.39353e+07	1.30314e+07	1.33448e+07
P0AA04	P0AA04		ptsH		4.97838e+07	3.29898e+07	4.5974e+07	4.91401e+07	3.2253e+07	3.29705e+07
P0AA10	P0AA10		rplM		7.11356e+07	6.53112e+07	7.07466e+07	7.21613e+07	6.34364e+07	6.47919e+07
P0AA16	P0AA16		ompR		8.91517e+06	7.93351e+06	8.69678e+06	8.55219e+06	8.10065e+06	7.82597e+06
P0AA25	P0AA25		trxA		3.62742e+07	3.76665e+07	3.59235e+07	3.57202e+07	3.74246e+07	3.79939e+07
P0AA31	P0AA31		yedF		3.97547e+06	3.69636e+06	3.65258e+06	3.76883e+06	3.69938e+06	3.85928e+06
P0AA39	P0AA39		rluC		1.53427e+06	1.61507e+06	1.56315e+06	1.63646e+06	1.53839e+06	1.58267e+06
P0AA43	P0AA43		rsuA		4.33021e+06	4.43413e+06	4.36546e+06	4.42829e+06	4.53033e+06	3.97777e+06
P0AA57	P0AA57		yobA		1.22708e+06	1.09065e+06	1.19242e+06	1.15681e+06	992215	1.06628e+06
P0AA86	P0AA86		dsbE		789013	697514	840226	588994	755664	712146
P0AA91	P0AA91		yeaY		1.3896e+06	1.42178e+06	1.53621e+06	1.39641e+06	1.46301e+06	1.41047e+06
P0AA95	P0AA95		yacC		1.05045e+06	1.15281e+06	1.11853e+06	1.05018e+06	1.14576e+06	1.14605e+06
P0AA97	P0AA97		yaeQ		948374	824591	1.10207e+06	1.05649e+06	812073	875447
P0AAA1	P0AAA1		yagU		2.87721e+06	2.84627e+06	2.85107e+06	2.7894e+06	2.61314e+06	2.71189e+06
P0AAB4	P0AAB4		ubiD		1.6127e+06	1.4851e+06	1.54671e+06	1.82104e+06	1.48869e+06	1.30447e+06
P0AAB6	P0AAB6		galF		1.36639e+07	1.37562e+07	1.40707e+07	1.32525e+07	1.34973e+07	1.36852e+07
P0AAB8	P0AAB8		uspD		2.33643e+06	2.09039e+06	2.32489e+06	2.26508e+06	2.26493e+06	2.47175e+06
P0AAC0	P0AAC0		uspE		4.65932e+06	4.82577e+06	4.75361e+06	4.64284e+06	4.71516e+06	4.92679e+06
P0AAC8	P0AAC8		iscA		6.54986e+06	6.78545e+06	6.24543e+06	6.58288e+06	6.43234e+06	6.77763e+06
P0AAD6	P0AAD6		sdaC		184677	197700	185369	171580	229195	210815
P0AAH0	P0AAH0		pstB		906076	857361	819860	840036	825737	774456
P0AAI3	P0AAI3		ftsH		1.26134e+07	1.21394e+07	1.23718e+07	1.25239e+07	1.20556e+07	1.22556e+07
P0AAI5	P0AAI5		fabF		4.68633e+07	4.4095e+07	4.51668e+07	4.62424e+07	4.40554e+07	4.4198e+07
P0AAI9	P0AAI9		fabD		8.84e+06	1.01667e+07	8.94368e+06	8.89176e+06	9.73628e+06	9.9934e+06
P0AAJ3	P0AAJ3		fdnH		4.76824e+06	4.46166e+06	4.63937e+06	4.58264e+06	4.00204e+06	3.88447e+06
P0AAJ5	P0AAJ5		fdoH		3.64657e+06	3.82212e+06	3.61621e+06	3.65574e+06	3.83875e+06	3.94258e+06
P0AAJ8	P0AAJ8		hybA		1.81371e+06	1.68674e+06	1.87473e+06	1.86459e+06	1.74553e+06	1.73333e+06
P0AAK1	P0AAK1		hycB		1.48479e+06	1.49107e+06	1.59089e+06	1.45872e+06	1.47615e+06	1.42736e+06
P0AAN1	P0AAN1		hybE		1.03715e+06	990586	1.04928e+06	1.00268e+06	1.02909e+06	956218
P0AAN3	P0AAN3		hypB		2.57835e+06	2.61389e+06	2.48296e+06	2.52874e+06	2.60433e+06	2.61916e+06
P0AAN5	P0AAN5		yaiA		1.21436e+06	1.02288e+06	1.24363e+06	1.27939e+06	1.00552e+06	988481
P0AAP3	P0AAP3		frmR		2.67506e+06	2.88049e+06	2.68095e+06	2.75574e+06	3.01658e+06	3.17742e+06
P0AAQ2	P0AAQ2		yajD		4.91857e+06	4.29265e+06	4.62561e+06	4.70049e+06	4.54342e+06	4.73964e+06
P0AAR3	P0AAR3		ybaK		2.21663e+06	2.20682e+06	1.97125e+06	2.06467e+06	2.27713e+06	2.28543e+06
P0AAS7	P0AAS7		ybcJ		2.58781e+06	2.71631e+06	2.43911e+06	2.5758e+06	2.74184e+06	2.84415e+06
P0AAT4	P0AAT4		mscM		1.96358e+06	1.92407e+06	1.95039e+06	1.92896e+06	1.84247e+06	1.92621e+06
P0AAT6	P0AAT6		rsfS		3.22881e+06	3.20116e+06	3.25829e+06	3.25016e+06	3.37025e+06	3.22798e+06
P0AAT9	P0AAT9		ybeL		7.38685e+06	6.64751e+06	6.88988e+06	7.16027e+06	6.69617e+06	6.8995e+06
P0AAU7	P0AAU7		ybfE		1.14753e+06	1.2437e+06	1.01076e+06	1.10748e+06	1.14136e+06	1.2247e+06
P0AAX8	P0AAX8		ybiS		4.81026e+06	4.76088e+06	4.76026e+06	4.87474e+06	4.66129e+06	4.6526e+06
P0AAZ4	P0AAZ4		rarA		1.17321e+06	1.20562e+06	1.14955e+06	1.16153e+06	1.26672e+06	1.27968e+06
P0AAZ7	P0AAZ7		ycaR		5.52512e+06	5.46783e+06	5.22995e+06	5.17612e+06	5.4804e+06	5.77111e+06
P0AB14	P0AB14		yccJ		2.80185e+06	2.72752e+06	2.87072e+06	2.64803e+06	2.83084e+06	2.75492e+06
P0AB18	P0AB18		tusE		1.26009e+06	1.11223e+06	1.24191e+06	1.35586e+06	1.04746e+06	1.06035e+06
P0AB24	P0AB24		efeO		4.55762e+06	4.41602e+06	4.58874e+06	4.48876e+06	4.32783e+06	4.39825e+06
P0AB26	P0AB26		yceB		2.20722e+06	2.38263e+06	2.19632e+06	2.27471e+06	2.40075e+06	1.97383e+06
P0AB28	P0AB28		yceD		8.66733e+06	8.16354e+06	8.38664e+06	8.63523e+06	7.9405e+06	8.11186e+06
P0AB38	P0AB38		lpoB		5.0544e+06	5.25364e+06	5.08131e+06	4.96451e+06	5.17069e+06	5.27889e+06
P0AB43	P0AB43		ycgL		929272	1.07584e+06	922645	973781	1.05796e+06	1.02832e+06
P0AB46	P0AB46		ymgD		2.08368e+06	1.83685e+06	1.78515e+06	2.12031e+06	1.67454e+06	1.94217e+06
P0AB52	P0AB52		ychN		2.29329e+06	2.53511e+06	2.47206e+06	2.34853e+06	2.53997e+06	2.27186e+06
P0AB55	P0AB55		yciI		3.78627e+06	3.38212e+06	4.0052e+06	3.91387e+06	3.80653e+06	3.7412e+06
P0AB58	P0AB58		yciM		329797		305070	344494	550119	568722
P0AB61	P0AB61		yciN		4.79931e+06	4.58805e+06	4.83654e+06	4.87633e+06	4.49157e+06	4.61872e+06
P0AB67	P0AB67		pntB		1.76681e+06	1.82955e+06	1.89051e+06	1.79264e+06	1.71403e+06	1.61047e+06
P0AB71	P0AB71		fbaA		1.40129e+08	1.3228e+08	1.42989e+08	1.4738e+08	1.31115e+08	1.28437e+08
P0AB77	P0AB77		kbl		1.60199e+07	1.62254e+07	1.6674e+07	1.62059e+07	1.62227e+07	1.61634e+07
P0AB80	P0AB80		ilvE		6.92813e+06	7.0935e+06	6.71226e+06	6.89906e+06	6.94243e+06	6.94842e+06
P0AB83	P0AB83		nth		1.35726e+06	1.49732e+06	1.41137e+06	1.46672e+06	1.51616e+06	1.51817e+06
P0AB89	P0AB89		purB		8.88717e+06	8.8764e+06	8.92199e+06	8.86943e+06	8.90978e+06	8.83858e+06
P0AB91	P0AB91		aroG		2.98534e+06	2.95473e+06	3.00211e+06	2.90128e+06	2.85404e+06	2.9793e+06
P0AB98	P0AB98		atpB		1.17861e+06	1.23779e+06	1.11602e+06	1.21441e+06	1.32396e+06	1.37835e+06
P0ABA0	P0ABA0		atpF		1.9706e+07	2.0473e+07	2.02701e+07	2.00066e+07	2.07049e+07	2.08269e+07
P0ABA4	P0ABA4		atpH		2.178e+07	2.21993e+07	2.22253e+07	2.21028e+07	2.27581e+07	2.21454e+07
P0ABA6	P0ABA6		atpG		2.40203e+07	2.3782e+07	2.30951e+07	2.31353e+07	2.49327e+07	2.4729e+07
P0ABB0	P0ABB0		atpA		5.7804e+07	5.81323e+07	5.71181e+07	5.79536e+07	5.75499e+07	5.77481e+07
P0ABB4	P0ABB4		atpD		5.7583e+07	5.74447e+07	5.81607e+07	5.91548e+07	5.75883e+07	5.89549e+07
P0ABB8	P0ABB8		mgtA		695964	593560	580047	664070	462164	553043
P0ABC3	P0ABC3		hflC		1.15634e+07	1.10774e+07	1.12195e+07	1.15556e+07	1.10657e+07	1.08586e+07
P0ABC7	P0ABC7		hflK		1.33679e+07	1.35538e+07	1.35596e+07	1.35681e+07	1.36849e+07	1.3605e+07
P0ABD3	P0ABD3		bfr		6.54009e+06	6.91314e+06	6.61081e+06	6.51293e+06	6.59965e+06	6.75373e+06
P0ABD5	P0ABD5		accA		1.35935e+07	1.24998e+07	1.34965e+07	1.36028e+07	1.2617e+07	1.26978e+07
P0ABD8	P0ABD8		accB		3.1272e+07	2.96622e+07	3.18075e+07	3.3289e+07	3.02409e+07	2.97365e+07
P0ABE2	P0ABE2		bolA		3.68197e+06	3.47352e+06	3.25866e+06	3.63287e+06	3.44867e+06	3.7439e+06
P0ABF1	P0ABF1		pcnB		2.55263e+06	2.52739e+06	2.37064e+06	2.40166e+06	2.53155e+06	2.65393e+06
P0ABF6	P0ABF6		cdd		6.72358e+06	6.62674e+06	6.88348e+06	6.58594e+06	6.73501e+06	6.56787e+06
P0ABH0	P0ABH0		ftsA		2.45551e+06	2.3017e+06	2.3841e+06	2.4589e+06	2.28711e+06	2.24089e+06
P0ABH7	P0ABH7		gltA		1.05933e+07	1.03056e+07	1.03413e+07	1.05171e+07	1.06694e+07	1.05509e+07
P0ABH9	P0ABH9		clpA		1.0281e+07	1.0368e+07	1.01017e+07	1.01312e+07	1.04083e+07	1.03148e+07
P0ABI4	P0ABI4		corA		1.78751e+06	1.69176e+06	1.68954e+06	1.69868e+06	1.6446e+06	1.71472e+06
P0ABI8	P0ABI8		cyoB		2.20478e+06	2.34671e+06	2.48594e+06	2.34623e+06	2.20559e+06	2.3145e+06
P0ABJ1	P0ABJ1		cyoA		2.3417e+06	2.17286e+06	2.22787e+06	2.38503e+06	2.20828e+06	2.19857e+06
P0ABJ9	P0ABJ9		cydA		4.03405e+07	3.9732e+07	3.89929e+07	3.94974e+07	3.92037e+07	3.97967e+07
P0ABK2	P0ABK2		cydB		5.46659e+06	6.441e+06	6.21447e+06	5.10289e+06	6.12984e+06	5.86914e+06
P0ABK5	P0ABK5		cysK		3.4698e+07	3.2823e+07	3.46494e+07	3.41429e+07	3.26625e+07	3.33709e+07
P0ABN1	P0ABN1		dgkA		404742	388246	361339	343310	378975	301293
P0ABN5	P0ABN5		dcuA		4.78308e+06	4.32457e+06	4.49565e+06	4.42461e+06	4.30886e+06	4.51371e+06
P0ABN9	P0ABN9		dcuB		6.86035e+06	7.17056e+06	6.43501e+06	6.50727e+06	6.37311e+06	6.94547e+06
P0ABP8	P0ABP8		deoD		5.02816e+07	5.03929e+07	5.16293e+07	5.03637e+07	4.98677e+07	4.9577e+07
P0ABQ0	P0ABQ0		coaBC		735143	729257	788989	752278	734264	646113
P0ABQ2	P0ABQ2		garR		1.64463e+06	1.71392e+06	1.64182e+06	1.66363e+06	1.64124e+06	1.79548e+06
P0ABQ4	P0ABQ4		folA		2.43234e+06	2.39803e+06	2.60845e+06	2.49583e+06	2.33531e+06	2.39538e+06
P0ABS1	P0ABS1		dksA		2.33316e+07	2.22156e+07	2.3274e+07	2.28559e+07	2.22551e+07	2.25613e+07
P0ABS5	P0ABS5		dnaG		586883	513681	578810	613581	599328	464900
P0ABT2	P0ABT2		dps		4.87576e+07	4.78536e+07	4.78898e+07	4.75901e+07	4.83799e+07	4.94969e+07
P0ABU0	P0ABU0		menB		1.10573e+07	1.10081e+07	1.15061e+07	1.12277e+07	1.09666e+07	1.08494e+07
P0ABU2	P0ABU2		ychF		1.81871e+07	1.79748e+07	1.81564e+07	1.82706e+07	1.77475e+07	1.77651e+07
P0ABU5	P0ABU5		elbB		2.28263e+07	2.32637e+07	2.23173e+07	2.28707e+07	2.32008e+07	2.28847e+07
P0ABU7	P0ABU7		exbB		2.17207e+06	1.83554e+06	2.33247e+06	2.30116e+06	2.04472e+06	2.02382e+06
P0ABU9	P0ABU9		tolQ		2.26674e+06	2.1193e+06	2.28503e+06	2.24539e+06	2.12117e+06	2.07127e+06
P0ABV2	P0ABV2		exbD		2.10558e+06	2.21547e+06	2.07595e+06	2.13242e+06	2.16104e+06	2.27647e+06
P0ABV6	P0ABV6		tolR		6.28456e+06	7.8944e+06	6.57485e+06	6.27708e+06	7.58943e+06	7.83922e+06
P0ABX2	P0ABX2		flgC		1.16448e+06	1.06407e+06	1.0974e+06	1.02808e+06	1.12668e+06	1.04576e+06
P0ABX5	P0ABX5		flgG		1.28554e+06	1.48139e+06	1.36234e+06	1.12452e+06	1.13025e+06	1.23207e+06
P0ABX8	P0ABX8		fliL		2.60264e+06	2.39821e+06	2.68188e+06	2.55363e+06	2.53719e+06	2.38514e+06
P0ABZ1	P0ABZ1		fliG		2.46693e+06	2.6146e+06	2.45298e+06	2.44148e+06	2.63869e+06	2.69154e+06
P0ABZ4	P0ABZ4		kdsC		4.06895e+06	4.29114e+06	4.07314e+06	4.10096e+06	4.56394e+06	4.70059e+06
P0ABZ6	P0ABZ6		surA		1.14103e+07	1.10291e+07	1.13885e+07	1.09177e+07	1.10269e+07	1.13687e+07
P0AC02	P0AC02		bamD		2.43681e+07	2.40402e+07	2.51492e+07	2.48558e+07	2.31804e+07	2.34977e+07
P0AC13	P0AC13		folP		6.83905e+06	6.91169e+06	6.87503e+06	6.71122e+06	6.87609e+06	6.62616e+06
P0AC19	P0AC19		folX		3.77289e+06	3.94782e+06	3.6629e+06	3.65958e+06	3.9545e+06	3.78797e+06
P0AC30	P0AC30		ftsX		3.48464e+06	3.62117e+06	3.5739e+06	3.73089e+06	3.56915e+06	3.77871e+06
P0AC33	P0AC33		fumA		6.6983e+06	7.10329e+06	7.05993e+06	6.66705e+06	6.85972e+06	7.31079e+06
P0AC38	P0AC38		aspA		1.33328e+08	1.30691e+08	1.30393e+08	1.33605e+08	1.29116e+08	1.31119e+08
P0AC41	P0AC41		sdhA		4.02805e+06	3.87635e+06	3.89407e+06	3.86203e+06	4.1023e+06	3.84411e+06
P0AC47	P0AC47		frdB		1.72472e+07	1.83471e+07	1.74155e+07	1.77183e+07	1.908e+07	1.87296e+07
P0AC51	P0AC51		zur		2.30522e+06	2.1386e+06	2.35647e+06	2.21193e+06	2.18158e+06	2.20021e+06
P0AC53	P0AC53		zwf		1.21195e+07	1.21451e+07	1.23477e+07	1.20261e+07	1.22145e+07	1.19809e+07
P0AC59	P0AC59		grxB		7.33889e+06	6.34806e+06	7.56762e+06	7.52199e+06	6.57892e+06	6.38642e+06
P0AC62	P0AC62		grxC		1.92508e+07	1.81995e+07	1.87802e+07	1.90406e+07	1.8304e+07	1.7292e+07
P0AC69	P0AC69		grxD		2.4841e+07	2.41963e+07	2.46989e+07	2.42704e+07	2.4267e+07	2.48005e+07
P0AC81	P0AC81		gloA		1.72685e+06	1.3281e+06	1.8183e+06	1.8477e+06	1.19879e+06	1.31663e+06
P0AC84	P0AC84		gloB		1.11038e+06	1.27037e+06	1.13142e+06	1.18923e+06	1.26241e+06	1.26705e+06
P0AC86	P0AC86		glgP		1.84878e+06	1.83576e+06	1.7617e+06	1.86162e+06	1.79985e+06	1.80146e+06
P0AC92	P0AC92		gnsA		5.83444e+06	6.59432e+06	6.34883e+06	5.81138e+06	6.49386e+06	5.72508e+06
P0ACA3	P0ACA3		sspA		2.94766e+07	2.88985e+07	3.02602e+07	3.03808e+07	2.97953e+07	2.81488e+07
P0ACA7	P0ACA7		gstB		2.35703e+06	2.28081e+06	2.47421e+06	2.3561e+06	2.40421e+06	2.37366e+06
P0ACB0	P0ACB0		dnaB		2.37696e+06	2.23876e+06	2.31991e+06	2.41867e+06	2.40652e+06	2.4157e+06
P0ACB2	P0ACB2		hemB		1.26312e+07	1.24204e+07	1.31053e+07	1.26589e+07	1.22676e+07	1.23455e+07
P0ACB4	P0ACB4		hemG		2.57192e+06	2.50995e+06	2.27244e+06	2.55002e+06	2.31532e+06	2.12308e+06
P0ACB7	P0ACB7		hemY		5.74866e+06	5.47532e+06	5.86093e+06	5.90682e+06	5.34548e+06	5.7102e+06
P0ACC3	P0ACC3		erpA		6.94046e+06	6.56254e+06	6.72377e+06	6.85635e+06	6.84556e+06	6.53525e+06
P0ACC7	P0ACC7		glmU		1.46562e+07	1.4169e+07	1.45591e+07	1.43908e+07	1.36794e+07	1.39137e+07
P0ACD4	P0ACD4		nifU		1.5442e+07	1.49751e+07	1.50845e+07	1.53021e+07	1.44993e+07	1.56429e+07
P0ACD8	P0ACD8		hyaB		6.53291e+06	6.37951e+06	6.31977e+06	6.47602e+06	6.3837e+06	6.44569e+06
P0ACE0	P0ACE0		hybC		1.42879e+07	1.42484e+07	1.45323e+07	1.45383e+07	1.44978e+07	1.4258e+07
P0ACE3	P0ACE3		hha		3.89633e+06	3.61356e+06	3.67831e+06	3.77538e+06	3.53888e+06	3.51518e+06
P0ACE7	P0ACE7		hinT		1.19015e+07	1.1835e+07	1.13055e+07	1.18562e+07	1.18154e+07	1.17751e+07
P0ACF0	P0ACF0		hupA		5.09384e+08	4.83794e+08	4.85688e+08	5.07651e+08	4.96673e+08	5.05571e+08
P0ACF4	P0ACF4		hupB		4.24922e+07	3.54849e+07	4.01398e+07	4.14808e+07	3.62579e+07	3.52567e+07
P0ACF8	P0ACF8		hns		5.50474e+07	5.08536e+07	5.50514e+07	5.48014e+07	5.25143e+07	5.08892e+07
P0ACG1	P0ACG1		stpA		1.63016e+07	1.57439e+07	1.66196e+07	1.58788e+07	1.5954e+07	1.62324e+07
P0ACG8	P0ACG8		hslR		1.93668e+06	1.64821e+06	1.53246e+06	1.7711e+06	1.79415e+06	1.69796e+06
P0ACI0	P0ACI0		rob		3.66149e+06	3.85773e+06	3.72768e+06	3.6768e+06	3.83985e+06	3.99626e+06
P0ACJ0	P0ACJ0		lrp		1.07095e+07	1.04686e+07	1.07091e+07	1.05265e+07	1.11597e+07	1.11187e+07
P0ACJ8	P0ACJ8		crp		2.5572e+07	2.56833e+07	2.51517e+07	2.51448e+07	2.50992e+07	2.5487e+07
P0ACK2	P0ACK2		agaR		486610	403450	351356	465818	620663	472718
P0ACL0	P0ACL0		glpR		2.07786e+06	1.95034e+06	1.94318e+06	1.9645e+06	1.91275e+06	2.02732e+06
P0ACL2	P0ACL2		exuR		1.71783e+06	1.5874e+06	1.65062e+06	1.64385e+06	1.71901e+06	1.69205e+06
P0ACL9	P0ACL9		pdhR		1.55848e+06	1.49522e+06	1.59742e+06	1.55172e+06	1.57344e+06	1.56338e+06
P0ACM2	P0ACM2		ydfH		637898	487563	615752	567390	480746	542738
P0ACN4	P0ACN4		allR		6.22668e+06	6.19334e+06	6.37542e+06	6.42883e+06	6.41295e+06	6.34423e+06
P0ACN7	P0ACN7		cytR		373282	358961	419771	358995	330653	379688
P0ACP1	P0ACP1		cra		4.11402e+06	4.1541e+06	4.13536e+06	4.08062e+06	4.41958e+06	4.34366e+06
