Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P00963	P00963		asnA		1.64327e+07	1.65679e+07	1.67916e+07	1.68334e+07	1.66043e+07	1.63761e+07
P00968	P00968		carB		4.22856e+06	4.05471e+06	4.19971e+06	4.21084e+06	4.0955e+06	4.13683e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				1.61055e+06	1.90281e+07	1.54367e+06	2.13979e+06	1.97615e+07	1.88988e+07
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				1.5256e+06	2.21741e+07	1.46053e+06	1.37812e+06	2.45791e+07	2.39657e+07
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				1.18572e+06	1.47125e+07	1.26397e+06	1.4291e+06	1.52556e+07	1.53506e+07
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				1.4859e+06	2.26413e+07	1.50743e+06	1.29778e+06	2.2272e+07	2.31167e+07
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				1.00092e+06	1.42637e+07	1.01574e+06	1.00172e+06	1.5007e+07	1.37853e+07
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				2.03889e+06	3.58342e+07	2.04911e+06	2.21047e+06	3.75401e+07	3.65921e+07
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				646397	1.00723e+07	648392	774131	9.98703e+06	1.00013e+07
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				1.54287e+06	2.46225e+07	1.65251e+06	1.53764e+06	2.42802e+07	2.45286e+07
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				1.22836e+06	2.32568e+07	1.25106e+06	1.2519e+06	2.38971e+07	2.34046e+07
P02358	P02358		rpsF		1.06826e+08	1.06178e+08	1.10125e+08	1.09537e+08	1.03826e+08	1.06501e+08
P02359	P02359		rpsG		1.32451e+08	1.29922e+08	1.29681e+08	1.29004e+08	1.27583e+08	1.26132e+08
P02413	P02413		rplO		1.4314e+08	1.39089e+08	1.42375e+08	1.44673e+08	1.38324e+08	1.417e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)					1.92128e+06			1.84536e+06	1.92832e+06
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				627603	4.23085e+06	439369	454177	4.43684e+06	4.15162e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				2.09522e+06	3.41358e+07	2.18095e+06	2.18232e+06	3.44338e+07	3.52597e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				1.78279e+06	2.51266e+07	1.89218e+06	1.92883e+06	2.5873e+07	2.52416e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				1.55763e+06	2.39687e+07	1.66288e+06	1.67625e+06	2.40788e+07	2.43191e+07
P02918	P02918		mrcA		944504	1.03561e+06	1.15384e+06	1.07375e+06	989735	1.08644e+06
P02919	P02919		mrcB		1.69074e+06	1.70816e+06	1.65757e+06	1.65706e+06	1.59942e+06	1.46561e+06
P02925	P02925		rbsB		9.4691e+06	9.21468e+06	9.07402e+06	9.60629e+06	9.18285e+06	9.11333e+06
P02930	P02930		tolC		2.22376e+07	2.08413e+07	2.11467e+07	2.19767e+07	2.09776e+07	2.11181e+07
P02931	P02931		ompF		3.71332e+07	3.67573e+07	3.65028e+07	3.703e+07	3.63423e+07	3.85276e+07
P02942	P02942		tsr		1.30844e+07	1.34379e+07	1.28293e+07	1.28272e+07	1.36562e+07	1.37006e+07
P02943	P02943		lamB		1.54437e+06	1.53343e+06	1.57843e+06	1.52085e+06	1.52137e+06	1.42222e+06
P03004	P03004		dnaA		2.18689e+06	2.07802e+06	2.27334e+06	2.14048e+06	1.90872e+06	2.00532e+06
P03018	P03018		uvrD		2.77231e+06	2.75177e+06	2.80007e+06	2.77591e+06	2.86549e+06	2.73634e+06
P03817	P03817		mioC		9.19813e+06	9.01621e+06	9.08691e+06	9.12671e+06	8.29536e+06	8.74784e+06
P03841	P03841		malM		9.92306e+06	9.49976e+06	9.86114e+06	1.01511e+07	9.82153e+06	9.36055e+06
P04036	P04036		dapB		4.54031e+06	4.41579e+06	4.77266e+06	4.57489e+06	4.41965e+06	4.55661e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				4.57332e+06	2.85646e+07	9.61785e+06	5.82051e+06	2.8449e+07	2.87764e+07
P04079	P04079		guaA		1.8918e+07	1.79412e+07	1.92893e+07	1.88947e+07	1.81023e+07	1.77039e+07
P04335	P04335		frsA		4.27622e+06	4.33952e+06	4.3879e+06	4.36646e+06	4.21126e+06	4.26916e+06
P04425	P04425		gshB		7.66354e+06	7.42277e+06	7.70598e+06	7.74431e+06	7.32702e+06	7.4119e+06
P04693	P04693		tyrB		3.77009e+06	3.78353e+06	3.86363e+06	3.82997e+06	4.03386e+06	3.96967e+06
P04805	P04805		gltX		2.21107e+07	2.30577e+07	2.2115e+07	2.24261e+07	2.30337e+07	2.34553e+07
P04825	P04825		pepN		1.47889e+07	1.47165e+07	1.47219e+07	1.42902e+07	1.47315e+07	1.5336e+07
P04846	P04846		nlpA		3.18514e+06	3.32013e+06	2.99217e+06	3.28851e+06	3.25574e+06	3.52137e+06
P04949	P04949		fliC		3.62731e+07	3.32847e+07	3.49535e+07	3.70467e+07	3.24789e+07	3.10865e+07
P04951	P04951		kdsB		6.19424e+06	6.45366e+06	6.09008e+06	6.3356e+06	6.41939e+06	6.53384e+06
P04982	P04982		rbsD		1.24702e+06	1.03335e+06	1.16648e+06	1.25987e+06	889817	1.11722e+06
P04995	P04995		sbcB		1.11436e+07	1.04214e+07	1.11955e+07	1.13633e+07	1.11355e+07	1.0395e+07
P05020	P05020		pyrC		4.48611e+06	4.32211e+06	4.48647e+06	4.51707e+06	4.36717e+06	4.43527e+06
P05041	P05041		pabB		1.61452e+06	1.80107e+06	1.54567e+06	1.59171e+06	1.80522e+06	1.70921e+06
P05055	P05055		pnp		3.47597e+07	3.43022e+07	3.40011e+07	3.46446e+07	3.36044e+07	3.33161e+07
P05100	P05100		tag		1.47559e+06	1.64004e+06	1.35128e+06	1.50652e+06	1.82039e+06	1.6114e+06
P05194	P05194		aroD		1.16706e+06	1.37205e+06	1.18143e+06	1.10094e+06	1.1925e+06	1.4008e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				2.15185e+06	3.35729e+07	2.22442e+06	2.05999e+06	3.35026e+07	3.32376e+07
P05458	P05458		ptrA		810637	838666	848510	869976	828539	819587
P05459	P05459		pdxB		5.00498e+06	4.77771e+06	4.93133e+06	4.97803e+06	4.73221e+06	4.92769e+06
P05637	P05637		apaH		1.48759e+06	1.44188e+06	1.51676e+06	1.5772e+06	1.53822e+06	1.43492e+06
P05719	P05719		hsdS		1.11728e+06	854217	1.08989e+06	957649	1.03529e+06	904985
P05791	P05791		ilvD		2.89219e+06	3.00021e+06	2.708e+06	2.87868e+06	2.86635e+06	2.87226e+06
P05793	P05793		ilvC		4.73598e+06	4.60485e+06	4.67921e+06	4.72466e+06	4.47169e+06	4.71783e+06
P05825	P05825		fepA		1.98429e+06	1.87484e+06	2.07722e+06	1.99301e+06	1.92388e+06	1.82284e+06
P05852	P05852		gcp		2.20399e+06	2.37717e+06	2.28235e+06	2.30149e+06	2.29214e+06	2.38744e+06
P06129	P06129		btuB		1.49008e+07	1.41658e+07	1.44603e+07	1.46743e+07	1.38652e+07	1.29844e+07
P06149	P06149		dld		6.73129e+06	6.45362e+06	6.47636e+06	6.52371e+06	6.48067e+06	6.64002e+06
P06282	P06282		cdh		1.47105e+06	1.57102e+06	1.35354e+06	1.39056e+06	1.60505e+06	1.65932e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2.72989e+06	2.33768e+07	2.37774e+06	2.83844e+06	2.34524e+07	2.35992e+07
P06610	P06610		btuE		9.08697e+06	9.03414e+06	9.05294e+06	8.54582e+06	8.90252e+06	8.37309e+06
P06612	P06612		topA		5.51579e+06	5.21922e+06	5.45962e+06	5.47498e+06	5.1938e+06	5.17546e+06
P06616	P06616		era		3.31098e+06	3.20725e+06	3.2675e+06	3.26604e+06	3.26806e+06	3.22626e+06
P06709	P06709		birA		944163	941784	970917	963790	854983	858108
P06710	P06710		dnaX		1.06021e+06	987286	900303	1.09054e+06	819823	738762
P06715	P06715		gor		4.60806e+06	4.65254e+06	4.64651e+06	4.66891e+06	4.56864e+06	4.67798e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				699310	9.68722e+06	666626	652442	9.70856e+06	9.79592e+06
P06846	P06846		ebgR		1.49487e+06	1.31275e+06	1.23276e+06	1.1479e+06	1.22516e+06	1.28752e+06
P06959	P06959		aceF		5.70612e+07	5.45438e+07	5.61923e+07	5.62135e+07	5.48897e+07	5.3341e+07
P06961	P06961		cca		1.04541e+06	978563	1.08563e+06	1.0435e+06	951138	1.01716e+06
P06968	P06968		dut		1.03309e+07	9.3601e+06	1.01768e+07	1.05075e+07	9.56836e+06	9.47537e+06
P06971	P06971		fhuA		1.29836e+07	1.31129e+07	1.32399e+07	1.30734e+07	1.27901e+07	1.2895e+07
P06974	P06974		fliM		1.68008e+06	1.71024e+06	1.69737e+06	1.74784e+06	1.7279e+06	1.77788e+06
P06983	P06983		hemC		1.15604e+07	1.09489e+07	1.08167e+07	1.13355e+07	1.08423e+07	1.05437e+07
P06986	P06986		hisC		2.47677e+06	2.53487e+06	2.39174e+06	2.45933e+06	2.59517e+06	2.48713e+06
P06987	P06987		hisB		1.28205e+06	1.32935e+06	1.36807e+06	1.35536e+06	1.16964e+06	1.07861e+06
P06988	P06988		hisD		3.60276e+06	3.34525e+06	3.7123e+06	3.91702e+06	3.38144e+06	3.31536e+06
P06992	P06992		rsmA		2.0712e+06	2.13195e+06	1.9465e+06	2.01872e+06	2.18614e+06	2.28192e+06
P06996	P06996		ompC		1.76616e+08	1.76099e+08	1.78252e+08	1.85616e+08	1.72542e+08	1.78034e+08
P06999	P06999		pfkB		1.87854e+06	1.90076e+06	1.84691e+06	1.91393e+06	1.84137e+06	1.87032e+06
P07000	P07000		pldB		534366	605203	546768	483878	610427	498906
P07001	P07001		pntA		4.85126e+06	4.59211e+06	4.36145e+06	4.61983e+06	4.69679e+06	4.75173e+06
P07003	P07003		poxB		2.01162e+06	1.98335e+06	1.93294e+06	2.00916e+06	1.92103e+06	1.98741e+06
P07004	P07004		proA		2.59982e+07	2.47941e+07	2.66161e+07	2.59287e+07	2.40862e+07	2.35963e+07
P07012	P07012		prfB		8.45141e+06	7.50288e+06	8.42811e+06	8.60421e+06	7.76716e+06	7.77123e+06
P07014	P07014		sdhB		1.6527e+06	1.62065e+06	1.63988e+06	1.68867e+06	1.61659e+06	1.64776e+06
P07017	P07017		tar		3.30158e+06	3.42006e+06	3.11546e+06	3.19209e+06	3.2746e+06	3.33831e+06
P07021	P07021		yfiB		810273	973989	792713	873828	852941	993417
P07023	P07023		tyrA		2.66718e+06	2.55884e+06	2.52234e+06	2.45709e+06	2.414e+06	2.49179e+06
P07024	P07024		ushA		4.70857e+06	4.70543e+06	4.56206e+06	4.91438e+06	4.87851e+06	4.80345e+06
P07026	P07026		sdiA		1.6472e+06	1.74224e+06	1.56824e+06	1.68073e+06	1.82864e+06	1.8617e+06
P07118	P07118		valS		2.29057e+07	2.29319e+07	2.31327e+07	2.2778e+07	2.29271e+07	2.26448e+07
P07330	P07330		cheB		1.09937e+06	978783	1.03989e+06	1.05084e+06	904361	900036
P07363	P07363		cheA		2.94395e+06	2.55748e+06	2.93895e+06	3.09756e+06	2.68002e+06	2.63114e+06
P07395	P07395		pheT		1.73862e+07	1.71027e+07	1.71029e+07	1.74561e+07	1.72082e+07	1.76153e+07
P07604	P07604		tyrR		2.32764e+06	2.45549e+06	2.44394e+06	2.40894e+06	2.38902e+06	2.38195e+06
P07639	P07639		aroB		3.3427e+06	3.36676e+06	3.30329e+06	3.43997e+06	3.24164e+06	3.17124e+06
P07649	P07649		truA		1.90947e+06	1.77261e+06	1.79709e+06	1.94205e+06	1.89837e+06	1.83019e+06
P07650	P07650		deoA		5.82132e+06	6.21939e+06	5.96356e+06	5.95734e+06	5.91627e+06	5.96895e+06
P07658	P07658		fdhF		850591	794437	845832	780319	867888	827342
P07762	P07762		glgB		4.3599e+06	4.24608e+06	4.30444e+06	4.49539e+06	4.36722e+06	4.3938e+06
P07813	P07813		leuS		1.80685e+07	1.73928e+07	1.85348e+07	1.7998e+07	1.79363e+07	1.72169e+07
P07821	P07821		fhuC		584246	550214	518745	555500		
P07862	P07862		ddlB		5.97932e+06	5.46359e+06	5.63235e+06	5.7023e+06	5.47427e+06	5.72211e+06
P07913	P07913		tdh		4.11851e+06	4.14686e+06	4.03467e+06	4.24621e+06	4.29139e+06	4.33332e+06
P08178	P08178		purM		1.6887e+06	1.6861e+06	1.65504e+06	1.72311e+06	1.76538e+06	1.55623e+06
P08179	P08179		purN		2.61501e+06	2.76042e+06	2.41863e+06	2.46989e+06	2.62924e+06	2.59866e+06
P08189	P08189		fimF		734095	576888	769742	682685	733776	568199
P08190	P08190		fimG		2.04683e+06	2.24617e+06	2.37072e+06	2.17337e+06	2.14609e+06	2.13342e+06
P08191	P08191		fimH		3.1407e+06	2.77379e+06	2.90725e+06	3.15754e+06	2.73036e+06	2.75979e+06
P08192	P08192		folC		3.01522e+06	3.00063e+06	3.02235e+06	3.03973e+06	3.02514e+06	3.01296e+06
P08200	P08200		icd		2.39794e+07	2.26972e+07	2.43311e+07	2.33072e+07	2.27591e+07	2.18675e+07
P08201	P08201		nirB		5.17622e+06	5.00874e+06	5.14376e+06	5.17683e+06	5.04384e+06	5.20782e+06
P08244	P08244		pyrF		9.12342e+06	9.85833e+06	9.71231e+06	9.52229e+06	9.4897e+06	9.87178e+06
P08245	P08245		yciH		830297	758558	769269	754183	801727	822448
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				1.67414e+06	1.96493e+07	1.43321e+06	1.72582e+06	1.95898e+07	1.91779e+07
P08312	P08312		pheS		1.31376e+07	1.2869e+07	1.32246e+07	1.33402e+07	1.28434e+07	1.29552e+07
P08331	P08331		cpdB		2.37004e+06	2.36626e+06	2.31045e+06	2.39807e+06	2.23016e+06	2.27044e+06
P08337	P08337		mutT		1.16899e+06	1.14052e+06	1.24744e+06	1.26773e+06	1.19333e+06	1.15775e+06
P08373	P08373		murB		1.74055e+06	1.7343e+06	1.85188e+06	1.65876e+06	1.75101e+06	1.70431e+06
P08390	P08390		usg		5.91173e+07	5.91274e+07	5.90277e+07	5.55656e+07	5.86741e+07	5.81395e+07
P08395	P08395		sppA		2.08374e+06	1.9687e+06	2.18701e+06	2.06684e+06	2.10217e+06	2.08139e+06
P08506	P08506		dacC		6.16051e+06	5.6302e+06	6.11282e+06	6.16444e+06	5.53041e+06	5.66313e+06
P08622	P08622		dnaJ		6.0177e+06	5.71452e+06	6.06388e+06	6.1078e+06	5.73491e+06	5.70359e+06
P08660	P08660		lysC		2.25821e+06	2.4918e+06	2.18103e+06	2.28014e+06	2.4458e+06	2.41038e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				1.21523e+06	2.04817e+07	1.19763e+06	1.12039e+06	2.0313e+07	2.07724e+07
P08839	P08839		ptsI		3.3063e+07	3.25975e+07	3.39648e+07	3.33483e+07	3.2296e+07	3.1679e+07
P08956	P08956		hsdR		2.27366e+06	2.36044e+06	2.28205e+06	2.33833e+06	2.34434e+06	2.41296e+06
P08957	P08957		hsdM		9.71264e+06	9.96555e+06	9.8195e+06	1.00463e+07	9.90255e+06	9.92348e+06
P09029	P09029		purK		976551	1.13377e+06	1.02515e+06	1.01355e+06	1.15167e+06	1.15235e+06
P09030	P09030		xthA		3.46951e+06	3.36573e+06	3.4756e+06	3.49458e+06	3.20246e+06	3.2954e+06
P09053	P09053		avtA		459746	484010	507837	481746	435511	439588
P09126	P09126		hemD		1.43419e+06	1.41673e+06	1.40413e+06	1.41215e+06	1.35878e+06	1.34396e+06
P09127	P09127		hemX		1.0881e+07	1.07582e+07	1.08069e+07	1.073e+07	1.10365e+07	1.06594e+07
P09147	P09147		galE		9.47046e+06	9.14809e+06	9.66915e+06	9.53379e+06	9.15438e+06	9.46706e+06
P09148	P09148		galT		1.5362e+06	1.3953e+06	1.51969e+06	1.55945e+06	1.43144e+06	1.38973e+06
P09152	P09152		narG		5.98374e+06	6.06264e+06	6.20515e+06	6.17297e+06	5.87246e+06	6.1372e+06
P09155	P09155		rnd		2.3138e+06	2.41536e+06	2.50209e+06	2.39171e+06	2.31559e+06	2.32227e+06
P09158	P09158		speE		6.93092e+06	6.83983e+06	6.77529e+06	6.99612e+06	6.73818e+06	6.90798e+06
P09169	P09169		ompT		5.20008e+06	4.87163e+06	5.05278e+06	5.20287e+06	4.7812e+06	4.99509e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				719044	9.57403e+06	651999	772980	9.72764e+06	9.88328e+06
P09323	P09323		nagE		547612	658924	693198	560180	575653	458352
P09372	P09372		grpE		5.04005e+07	5.31612e+07	5.45149e+07	5.01547e+07	5.29888e+07	5.38135e+07
P09373	P09373		pflB		2.54268e+08	2.49088e+08	2.518e+08	2.51434e+08	2.45073e+08	2.44361e+08
P09394	P09394		glpQ		5.32288e+06	5.45593e+06	5.47435e+06	5.46192e+06	5.62761e+06	5.47602e+06
P09424	P09424		mtlD		2.11575e+06	2.17437e+06	2.10729e+06	2.09449e+06	2.14366e+06	2.19305e+06
P09546	P09546		putA		1.94698e+06	1.78036e+06	1.84883e+06	1.91477e+06	1.76402e+06	1.62075e+06
P09549	P09549		dedD		1.18872e+06	1.14868e+06	1.25743e+06	1.19133e+06	1.22423e+06	1.20286e+06
P09831	P09831		gltB		2.49189e+06	2.51096e+06	2.53979e+06	2.53597e+06	2.47108e+06	2.49142e+06
P09832	P09832		gltD		2.94278e+06	2.87477e+06	2.90939e+06	3.01905e+06	2.84553e+06	2.91972e+06
P0A698	P0A698		uvrA		5.85835e+06	6.13445e+06	6.04948e+06	6.05266e+06	6.06457e+06	6.14172e+06
P0A6A0	P0A6A0		ubiB		1.79499e+06	1.91117e+06	1.98227e+06	1.99319e+06	2.01684e+06	2.0964e+06
P0A6A3	P0A6A3		ackA		1.77331e+08	1.77594e+08	1.73781e+08	1.7707e+08	1.72034e+08	1.75367e+08
P0A6A8	P0A6A8		acpP		1.31579e+08	1.2616e+08	1.33081e+08	1.35081e+08	1.09345e+08	1.2162e+08
P0A6B4	P0A6B4		alr		3.22546e+06	3.07497e+06	3.24467e+06	3.12121e+06	3.1296e+06	3.10459e+06
P0A6B7	P0A6B7		iscS		1.65766e+07	1.64179e+07	1.68749e+07	1.69962e+07	1.67446e+07	1.67366e+07
P0A6C1	P0A6C1		nfo		2.07778e+06	1.97069e+06	2.04808e+06	2.20496e+06	2.04638e+06	2.01879e+06
P0A6D0	P0A6D0		argR		1.61389e+06	1.36687e+06	1.5384e+06	1.60546e+06	1.5215e+06	1.35731e+06
P0A6D3	P0A6D3		aroA		5.3394e+06	5.79691e+06	5.54539e+06	5.68146e+06	6.08627e+06	6.24876e+06
P0A6D7	P0A6D7		aroK		1.1596e+07	1.18103e+07	1.16377e+07	1.16998e+07	1.15594e+07	1.13961e+07
P0A6E4	P0A6E4		argG		1.19178e+06	826917	1.06854e+06	1.14641e+06	720829	812461
P0A6E6	P0A6E6		atpC		7.02695e+06	6.69986e+06	7.26007e+06	7.34021e+06	6.86333e+06	6.7899e+06
P0A6E9	P0A6E9		bioD2		5.89976e+06	5.61134e+06	5.48715e+06	5.7569e+06	5.72295e+06	6.05044e+06
P0A6F1	P0A6F1		carA		4.59096e+06	4.53155e+06	4.48932e+06	4.58924e+06	4.4582e+06	4.56031e+06
P0A6F3	P0A6F3		glpK		4.89156e+06	4.82694e+06	4.81637e+06	4.93102e+06	4.88775e+06	4.73358e+06
P0A6F5	P0A6F5		groL		8.12051e+07	7.95759e+07	7.97907e+07	8.27531e+07	7.97892e+07	7.96626e+07
P0A6F9	P0A6F9		groS		1.10208e+08	7.26414e+07	1.04106e+08	1.21445e+08	7.65786e+07	7.26671e+07
P0A6G3	P0A6G3		pncC		3.29219e+06	3.09368e+06	3.18784e+06	2.99168e+06	3.08296e+06	3.0607e+06
P0A6G7	P0A6G7		clpP		1.98346e+07	2.03025e+07	2.01375e+07	2.00077e+07	1.93183e+07	1.96881e+07
P0A6H1	P0A6H1		clpX		2.84736e+07	2.72839e+07	2.73268e+07	2.81914e+07	2.728e+07	2.78496e+07
P0A6H5	P0A6H5		hslU		2.21423e+07	2.18122e+07	2.24653e+07	2.25231e+07	2.18989e+07	2.2132e+07
P0A6H8	P0A6H8		cls		216423	326707	205393	172947	267289	204483
P0A6I0	P0A6I0		cmk		9.79178e+06	1.0366e+07	1.01164e+07	1.02833e+07	9.99618e+06	9.85943e+06
P0A6I3	P0A6I3		coaA		3.35314e+06	3.35425e+06	3.3211e+06	3.3299e+06	3.30867e+06	3.55806e+06
P0A6I6	P0A6I6		coaD		635098	301192	655377	717737	359019	436688
P0A6I9	P0A6I9		coaE		1.10943e+06	1.30004e+06	1.11853e+06	1.09146e+06	1.33016e+06	1.25011e+06
P0A6J1	P0A6J1		cysC		2.104e+06	2.17451e+06	2.16824e+06	2.04281e+06	2.44049e+06	2.33111e+06
P0A6J8	P0A6J8		ddlA		1.07539e+07	1.08072e+07	1.0456e+07	1.08534e+07	1.10811e+07	1.10411e+07
P0A6K3	P0A6K3		def		1.35445e+07	1.27456e+07	1.37291e+07	1.36416e+07	1.31301e+07	1.30682e+07
P0A6K6	P0A6K6		deoB		1.85464e+07	1.75478e+07	1.83425e+07	1.87905e+07	1.7871e+07	1.80367e+07
P0A6L0	P0A6L0		deoC		1.0235e+07	1.02831e+07	1.01924e+07	1.03056e+07	1.01663e+07	1.03307e+07
P0A6L2	P0A6L2		dapA		4.15867e+07	4.07612e+07	4.06552e+07	4.14731e+07	4.1438e+07	4.08414e+07
P0A6L7	P0A6L7		uxaB		1.32313e+06	1.43255e+06	1.37954e+06	1.37163e+06	1.37788e+06	1.5209e+06
P0A6L9	P0A6L9		hscB		5.33758e+06	5.22472e+06	5.28519e+06	5.18291e+06	5.11562e+06	5.43552e+06
P0A6M4	P0A6M4		dtd		2.06926e+06	2.46867e+06	2.09189e+06	2.27355e+06	2.09825e+06	2.38455e+06
P0A6M8	P0A6M8		fusA		1.25037e+08	1.1793e+08	1.23237e+08	1.25535e+08	1.18014e+08	1.15867e+08
P0A6N4	P0A6N4		efp		4.11071e+07	4.32069e+07	4.14246e+07	4.20608e+07	4.17997e+07	4.13579e+07
P0A6N8	P0A6N8		yeiP		1.13111e+07	1.07807e+07	1.09985e+07	1.13837e+07	1.05059e+07	1.04618e+07
P0A6P1	P0A6P1		tsf		1.99935e+08	1.85143e+08	1.96296e+08	2.01514e+08	1.80326e+08	1.86483e+08
P0A6P5	P0A6P5		der		4.44034e+06	4.61083e+06	4.30607e+06	4.35169e+06	4.66546e+06	4.68681e+06
P0A6P7	P0A6P7		engB		8.35027e+06	8.09413e+06	8.47724e+06	8.47141e+06	8.0483e+06	8.16289e+06
P0A6P9	P0A6P9		eno		1.42566e+08	1.33455e+08	1.38492e+08	1.42424e+08	1.37873e+08	1.36385e+08
P0A6Q3	P0A6Q3		fabA		1.36075e+07	1.34615e+07	1.3749e+07	1.34022e+07	1.30699e+07	1.24242e+07
P0A6Q6	P0A6Q6		fabZ		2.32077e+07	2.69759e+07	2.3005e+07	2.3116e+07	2.61398e+07	2.56184e+07
P0A6R0	P0A6R0		fabH		1.62293e+07	1.64551e+07	1.61886e+07	1.60336e+07	1.73179e+07	1.67532e+07
P0A6R3	P0A6R3		fis		6.13554e+06	6.2331e+06	6.5055e+06	6.32413e+06	5.93137e+06	5.71287e+06
P0A6S0	P0A6S0		flgH		2.07106e+06	1.95932e+06	2.0665e+06	2.15154e+06	2.11528e+06	2.07998e+06
P0A6S7	P0A6S7		gpsA		4.68793e+06	4.75184e+06	4.62633e+06	4.69931e+06	4.78468e+06	4.89705e+06
