Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P0A8G9	P0A8G9		xseB		8.96996e+06	9.39419e+06	9.0005e+06	9.10822e+06	8.3974e+06	9.5318e+06
P0A8H8	P0A8H8		yacG		2.09466e+06	2.0962e+06	2.07975e+06	2.26811e+06	2.1063e+06	2.08433e+06
P0A8I1	P0A8I1		yqgF		1.39692e+06	1.20921e+06	1.46814e+06	1.33621e+06	1.3612e+06	1.41747e+06
P0A8I3	P0A8I3		yaaA		4.01921e+06	3.56969e+06	3.88997e+06	3.58159e+06	3.93524e+06	3.46088e+06
P0A8I5	P0A8I5		trmB		6.14769e+06	6.31173e+06	6.25598e+06	5.82174e+06	6.57598e+06	5.83759e+06
P0A8I8	P0A8I8		rlmH		3.92831e+06	3.87172e+06	4.01201e+06	3.90603e+06	3.92571e+06	3.70596e+06
P0A8J2	P0A8J2		dnaT		1.00324e+06	871134	1.03884e+06	955078	1.13562e+06	715484
P0A8J4	P0A8J4		ybeD		1.58173e+07	1.37781e+07	1.53671e+07	1.38107e+07	1.51791e+07	1.35751e+07
P0A8J8	P0A8J8		rhlB		5.46128e+06	5.32877e+06	5.66567e+06	5.34599e+06	5.34175e+06	5.58344e+06
P0A8K1	P0A8K1		psd		3.92528e+06	4.11984e+06	4.61741e+06	4.11406e+06	4.09898e+06	4.35399e+06
P0A8K5	P0A8K5		yaeP		2.3914e+06	1.94889e+06	2.26696e+06	2.51068e+06	2.34864e+06	2.49308e+06
P0A8L1	P0A8L1		serS		2.67675e+07	2.83442e+07	2.71469e+07	2.76181e+07	2.67088e+07	2.73119e+07
P0A8L5	P0A8L5		ycgN		1.13768e+06	994657	1.12937e+06	1.16611e+06	1.11253e+06	1.08532e+06
P0A8L7	P0A8L7		yciU		1.91164e+06	1.97003e+06	1.91699e+06	1.83964e+06	1.79469e+06	1.8637e+06
P0A8M0	P0A8M0		asnS		3.35076e+07	3.53525e+07	3.37628e+07	3.54931e+07	3.3251e+07	3.59369e+07
P0A8M3	P0A8M3		thrS		1.13338e+07	1.11209e+07	1.14199e+07	1.05832e+07	1.11969e+07	1.09713e+07
P0A8M6	P0A8M6		yeeX		7.84638e+06	8.01329e+06	7.8854e+06	8.30266e+06	7.5254e+06	8.17336e+06
P0A8N0	P0A8N0		matP		1.32416e+06	1.34398e+06	1.35056e+06	1.08419e+06	1.43383e+06	1.43671e+06
P0A8N3	P0A8N3		lysS		3.40014e+07	3.38425e+07	3.44686e+07	3.46964e+07	3.41597e+07	3.45989e+07
P0A8N5	P0A8N5		lysU		2.14306e+07	2.06103e+07	2.09956e+07	2.04402e+07	2.1323e+07	2.08336e+07
P0A8N7	P0A8N7		epmA		3.0179e+06	3.04726e+06	3.17927e+06	3.16801e+06	2.96686e+06	3.24413e+06
P0A8P3	P0A8P3		yggX		1.98265e+07	2.16287e+07	2.16322e+07	2.16685e+07	2.14665e+07	2.04229e+07
P0A8Q0	P0A8Q0		frdC		2.35608e+06	2.47884e+06	2.47226e+06	2.43969e+06	2.4993e+06	2.16255e+06
P0A8Q6	P0A8Q6		clpS		1.41088e+06	1.29871e+06	1.56247e+06	1.3265e+06	1.52341e+06	1.2499e+06
P0A8R0	P0A8R0		rraA		1.86129e+07	1.72853e+07	1.88579e+07	1.76565e+07	1.82516e+07	1.90816e+07
P0A8R9	P0A8R9		hdfR		1.20095e+06	1.22436e+06	1.26959e+06	1.20105e+06	1.26307e+06	1.14861e+06
P0A8S1	P0A8S1		iciA		2.95007e+06	3.04602e+06	2.98281e+06	3.13032e+06	3.01831e+06	3.07528e+06
P0A8T1	P0A8T1		prmA		1.21961e+07	1.29126e+07	1.24312e+07	1.22827e+07	1.24743e+07	1.21725e+07
P0A8T7	P0A8T7		rpoC		5.12714e+07	5.04136e+07	5.16771e+07	5.06162e+07	5.16094e+07	5.04182e+07
P0A8U0	P0A8U0		syd		441039	452788	332230	305807	707133	492188
P0A8U6	P0A8U6		metJ		8.54899e+06	8.26909e+06	8.39877e+06	8.16807e+06	8.57515e+06	8.16026e+06
P0A8V0	P0A8V0		rbn		451798		404532	236597	298629	304258
P0A8V2	P0A8V2		rpoB		3.96694e+07	3.87364e+07	3.96913e+07	3.95409e+07	3.89599e+07	3.92304e+07
P0A8V6	P0A8V6		fadR		6.12582e+06	6.78695e+06	6.462e+06	6.89375e+06	6.38178e+06	6.14854e+06
P0A8W0	P0A8W0		nanR		2.35384e+06	2.43111e+06	2.02539e+06	2.51809e+06	2.25434e+06	2.54303e+06
P0A8W2	P0A8W2		slyA		9.39958e+06	1.00605e+07	9.32012e+06	8.98739e+06	9.05721e+06	9.97551e+06
P0A8W5	P0A8W5		yqgE		1.84067e+06	2.00104e+06	1.91072e+06	1.91454e+06	1.78693e+06	1.99251e+06
P0A8W8	P0A8W8		yfbU		1.784e+07	1.93506e+07	1.78729e+07	1.90009e+07	1.83277e+07	1.91136e+07
P0A8X0	P0A8X0		yjgA		6.629e+06	6.88503e+06	6.75477e+06	6.94484e+06	6.59606e+06	6.5896e+06
P0A8X2	P0A8X2		yceI		5.77568e+06	5.34278e+06	6.44889e+06	5.10181e+06	5.26083e+06	5.63926e+06
P0A8Y1	P0A8Y1		yjjG		1.51431e+06	1.46665e+06	1.45785e+06	1.5756e+06	1.41386e+06	1.4078e+06
P0A8Y3	P0A8Y3		yihX		2.62167e+06	2.71821e+06	2.59278e+06	2.7268e+06	2.72226e+06	2.55798e+06
P0A8Y5	P0A8Y5		yidA		5.23456e+06	4.96683e+06	5.06025e+06	5.01593e+06	5.22535e+06	5.04456e+06
P0A8Z0	P0A8Z0		yciA		2.98476e+06	2.84408e+06	2.90458e+06	2.62082e+06	2.84929e+06	2.73469e+06
P0A8Z3	P0A8Z3		ybgC		4.41375e+06	3.74544e+06	2.46575e+06	3.08881e+06	3.37609e+06	3.81132e+06
P0A8Z7	P0A8Z7		yqiA		360614	398239	296870	184518	302378	286161
P0A901	P0A901		blc		948891	1.00489e+06	1.05317e+06	990316	1.17614e+06	784843
P0A903	P0A903		bamC		2.08475e+07	2.00646e+07	2.11295e+07	2.08244e+07	2.08706e+07	1.95214e+07
P0A905	P0A905		slyB		2.78625e+07	2.85825e+07	2.84357e+07	2.91116e+07	2.85612e+07	2.72072e+07
P0A908	P0A908		mipA		1.91485e+06	1.9909e+06	1.83204e+06	2.03548e+06	1.79205e+06	1.93914e+06
P0A910	P0A910		ompA		5.58592e+08	5.93018e+08	5.7415e+08	5.84144e+08	5.60971e+08	5.75359e+08
P0A912	P0A912		pal		3.62821e+07	3.42679e+07	3.61602e+07	3.3635e+07	3.6572e+07	3.38252e+07
P0A915	P0A915		ompW		1.46837e+07	1.43363e+07	1.48654e+07	1.42848e+07	1.38933e+07	1.50324e+07
P0A917	P0A917		ompX		1.9943e+07	1.81033e+07	1.9666e+07	1.87288e+07	1.95263e+07	1.90524e+07
P0A921	P0A921		pldA		1.75997e+06	1.82776e+06	1.86e+06	1.67665e+06	1.70913e+06	1.55235e+06
P0A927	P0A927		tsx		9.56167e+06	9.61519e+06	9.68807e+06	9.3675e+06	9.55115e+06	9.2302e+06
P0A932	P0A932		gfcE		1.75041e+07	1.62535e+07	1.80792e+07	1.62665e+07	1.81161e+07	1.60599e+07
P0A935	P0A935		mltA		5.59602e+06	5.79483e+06	5.69896e+06	5.67656e+06	5.6424e+06	5.70063e+06
P0A937	P0A937		bamE		7.0314e+06	6.01144e+06	7.21045e+06	5.93064e+06	7.29719e+06	6.39386e+06
P0A940	P0A940		bamA		1.40957e+07	1.33249e+07	1.39631e+07	1.37023e+07	1.38386e+07	1.358e+07
P0A944	P0A944		rimI		493397	730203	486890	697431	508062	727705
P0A948	P0A948		rimJ		318769	308467	265530	413964	248855	268069
P0A951	P0A951		speG		1.86079e+06	1.57042e+06	1.42771e+06	2.03319e+06	1.53869e+06	1.53865e+06
P0A953	P0A953		fabB		4.60253e+07	4.68739e+07	4.6054e+07	4.65501e+07	4.69153e+07	4.38907e+07
P0A955	P0A955		eda		2.96764e+07	2.83216e+07	2.90597e+07	2.76921e+07	2.88545e+07	2.75466e+07
P0A959	P0A959		alaA		1.70975e+06	1.70874e+06	1.72573e+06	1.79852e+06	1.74263e+06	1.59281e+06
P0A962	P0A962		ansA		1.64504e+06	1.79837e+06	1.58632e+06	1.79874e+06	1.61881e+06	1.61308e+06
P0A964	P0A964		cheW		1.64164e+07	1.61066e+07	1.64047e+07	1.57866e+07	1.58428e+07	1.54324e+07
P0A968	P0A968		cspD		2.21202e+06	1.83524e+06	2.12573e+06	2.0092e+06	2.22505e+06	1.9711e+06
P0A972	P0A972		cspE		2.55693e+08	1.45531e+08	2.5254e+08	1.44008e+08	2.46997e+08	1.47347e+08
P0A978	P0A978		cspG		1.73903e+06	1.61638e+06	1.86992e+06	1.64439e+06	1.70666e+06	2.41638e+06
P0A988	P0A988		dnaN		4.27557e+06	4.22249e+06	4.14526e+06	4.08403e+06	4.27996e+06	4.02918e+06
P0A991	P0A991		fbaB		8.96798e+06	8.03983e+06	9.11554e+06	7.69958e+06	9.09804e+06	7.93384e+06
P0A993	P0A993		fbp		1.81567e+07	1.82252e+07	1.82971e+07	1.80427e+07	1.8109e+07	1.80483e+07
P0A996	P0A996		glpC		1.58644e+06	1.55622e+06	1.55516e+06	1.55533e+06	1.60251e+06	1.54871e+06
P0A998	P0A998		ftnA		4.26534e+07	4.21323e+07	4.2374e+07	4.22931e+07	3.95378e+07	4.00315e+07
P0A9A2	P0A9A2		ftnB		711820	896055	801982	768861	733640	743224
P0A9A6	P0A9A6		ftsZ		1.32261e+07	1.36254e+07	1.3457e+07	1.40668e+07	1.366e+07	1.38785e+07
P0A9A9	P0A9A9		fur		1.76098e+07	1.89974e+07	1.74599e+07	1.88122e+07	1.8276e+07	1.96485e+07
P0A9B2	P0A9B2		gapA		3.48638e+08	3.21392e+08	3.4475e+08	3.25989e+08	3.30718e+08	3.20048e+08
P0A9B6	P0A9B6		epd		1.62463e+06	1.45782e+06	1.58449e+06	1.49278e+06	1.52367e+06	1.48321e+06
P0A9C0	P0A9C0		glpA		2.66047e+06	2.68378e+06	2.75268e+06	2.7897e+06	2.68317e+06	2.73739e+06
P0A9C3	P0A9C3		galM		7.086e+06	6.57028e+06	7.09357e+06	6.40033e+06	6.80905e+06	6.41626e+06
P0A9C5	P0A9C5		glnA		4.51189e+07	4.18879e+07	4.45495e+07	4.25972e+07	4.32351e+07	4.31914e+07
P0A9C9	P0A9C9		glpX		6.47859e+06	6.22978e+06	6.50891e+06	6.50511e+06	6.56032e+06	6.45073e+06
P0A9D2	P0A9D2		gstA		7.89205e+06	8.64581e+06	8.25782e+06	8.91594e+06	8.03423e+06	9.24415e+06
P0A9D4	P0A9D4		cysE		3.0771e+06	2.87592e+06	3.08681e+06	3.18202e+06	3.01666e+06	2.92643e+06
P0A9D8	P0A9D8		dapD		3.98202e+07	4.1492e+07	3.87476e+07	4.05006e+07	3.88393e+07	4.00528e+07
P0A9E5	P0A9E5		fnr		7.93332e+06	6.76806e+06	7.78672e+06	7.1381e+06	8.25864e+06	7.20303e+06
P0A9F1	P0A9F1		mntR		1.15512e+06	1.08984e+06	1.19751e+06	949469	1.02697e+06	1.17751e+06
P0A9F3	P0A9F3		cysB		3.48088e+06	3.29052e+06	3.40056e+06	3.4639e+06	3.454e+06	3.41889e+06
P0A9F6	P0A9F6		gcvA		160565	155806	135635	150800	206225	178140
P0A9G2	P0A9G2		nhaR		1.00093e+06	850933	940672	927434	964648	903588
P0A9G6	P0A9G6		aceA		7.40936e+06	7.13717e+06	7.68924e+06	7.23901e+06	6.95275e+06	6.89642e+06
P0A9G8	P0A9G8		modE		2.96259e+06	2.72367e+06	2.87662e+06	2.76457e+06	2.93635e+06	2.65694e+06
P0A9H1	P0A9H1		mug		2.44639e+06	1.99962e+06	2.28382e+06	2.10464e+06	2.41607e+06	2.5506e+06
P0A9H5	P0A9H5		btuR		785817	827968	819956	796673	783310	786712
P0A9H7	P0A9H7		cfa		3.12324e+06	3.19062e+06	3.17916e+06	3.14582e+06	3.36096e+06	3.14164e+06
P0A9H9	P0A9H9		cheZ		2.05158e+06	1.97528e+06	1.98658e+06	2.02152e+06	2.0354e+06	1.93335e+06
P0A9I1	P0A9I1		citE		8.63708e+06	7.952e+06	8.3388e+06	7.87728e+06	8.42244e+06	7.67586e+06
P0A9I3	P0A9I3		gcvR		2.64449e+06	2.06038e+06	2.29527e+06	2.10135e+06	2.29554e+06	2.1011e+06
P0A9I8	P0A9I8		nirD		2.18635e+06	2.60846e+06	2.22953e+06	2.24981e+06	2.24847e+06	2.24501e+06
P0A9J0	P0A9J0		rng		4.78335e+06	4.25997e+06	4.63642e+06	4.54805e+06	4.6075e+06	4.38539e+06
P0A9J4	P0A9J4		panE		2.76727e+06	2.68555e+06	2.67114e+06	2.71644e+06	2.64545e+06	2.39319e+06
P0A9J6	P0A9J6		rbsK		3.21315e+06	3.26329e+06	3.74056e+06	3.69216e+06	3.54228e+06	3.93193e+06
P0A9J8	P0A9J8		pheA		1.84523e+06	2.02348e+06	1.8588e+06	2.14979e+06	1.86924e+06	2.12199e+06
P0A9K3	P0A9K3		ybeZ		5.70404e+06	5.50792e+06	5.56479e+06	5.48534e+06	5.62225e+06	5.4658e+06
P0A9K7	P0A9K7		phoU		3.19907e+06	3.35611e+06	3.00417e+06	3.60363e+06	3.25042e+06	3.24349e+06
P0A9K9	P0A9K9		slyD		7.61287e+07	6.85597e+07	7.48609e+07	6.59499e+07	7.30422e+07	6.64226e+07
P0A9L3	P0A9L3		fklB		1.95061e+07	1.99047e+07	1.89047e+07	2.05697e+07	1.94183e+07	2.04305e+07
P0A9L5	P0A9L5		ppiC		2.58408e+06	2.55677e+06	2.4334e+06	2.47164e+06	2.21881e+06	2.48574e+06
P0A9L8	P0A9L8		proC		2.28791e+06	2.62354e+06	2.18965e+06	2.29014e+06	2.29671e+06	2.33534e+06
P0A9M0	P0A9M0		lon		1.01547e+07	9.2934e+06	9.9707e+06	9.39286e+06	9.89996e+06	9.55419e+06
P0A9M2	P0A9M2		hpt		5.45535e+06	5.67292e+06	5.40946e+06	5.85192e+06	5.67962e+06	5.72033e+06
P0A9M5	P0A9M5		gpt		8.40742e+07	7.96491e+07	8.47433e+07	7.87208e+07	8.3176e+07	8.23398e+07
P0A9M8	P0A9M8		pta		4.36145e+07	4.37435e+07	4.33136e+07	4.36096e+07	4.35495e+07	4.34094e+07
P0A9N4	P0A9N4		pflA		5.04876e+06	4.88768e+06	4.84666e+06	4.82784e+06	5.10866e+06	4.85898e+06
P0A9P0	P0A9P0		lpdA		4.6985e+07	4.34136e+07	4.6456e+07	4.46074e+07	4.67519e+07	4.40065e+07
P0A9P4	P0A9P4		trxB		1.50956e+07	1.52556e+07	1.50035e+07	1.51631e+07	1.51259e+07	1.47713e+07
P0A9P6	P0A9P6		deaD		1.10228e+07	1.08484e+07	1.08586e+07	1.06329e+07	1.10069e+07	1.07979e+07
P0A9Q1	P0A9Q1		arcA		2.52272e+07	2.4512e+07	2.46739e+07	2.40665e+07	2.53789e+07	2.40474e+07
P0A9Q5	P0A9Q5		accD		1.74143e+07	1.73655e+07	1.73611e+07	1.73269e+07	1.80465e+07	1.72411e+07
P0A9Q7	P0A9Q7		adhE		1.78249e+08	1.80171e+08	1.77401e+08	1.80838e+08	1.7553e+08	1.81994e+08
P0A9Q9	P0A9Q9		asd		1.8255e+07	1.90727e+07	1.8653e+07	1.87745e+07	1.81572e+07	1.91099e+07
P0A9R4	P0A9R4		fdx		1.05801e+07	1.04073e+07	1.09822e+07	1.00051e+07	1.12781e+07	1.05435e+07
P0A9R7	P0A9R7		ftsE		3.35304e+06	3.5365e+06	3.31838e+06	3.3614e+06	3.10772e+06	3.6123e+06
P0A9S1	P0A9S1		fucO		1.16945e+06	1.3103e+06	1.24173e+06	1.22019e+06	724378	1.44012e+06
P0A9S5	P0A9S5		gldA		1.3615e+07	1.55171e+07	1.40653e+07	1.57346e+07	1.30784e+07	1.62828e+07
P0A9T0	P0A9T0		serA		9.31839e+06	9.23948e+06	9.27677e+06	9.25102e+06	9.27038e+06	9.38932e+06
P0A9T4	P0A9T4		tas		9.41089e+06	9.77572e+06	9.27294e+06	9.53717e+06	9.06623e+06	9.33073e+06
P0A9T6	P0A9T6		ybaQ		1.00003e+06	1.137e+06	899877	1.01644e+06	1.09979e+06	944494
P0A9T8	P0A9T8		ybbA		711453	764060	783777	744683	789425	684743
P0A9U1	P0A9U1		ybhF		469081	297362	434208	347521	480571	188590
P0A9U3	P0A9U3		ybiT		5.31561e+06	5.13167e+06	5.15333e+06	5.1021e+06	5.07119e+06	5.26852e+06
P0A9V1	P0A9V1		lptB		4.88121e+06	5.53116e+06	5.15172e+06	5.43841e+06	5.18326e+06	5.45337e+06
P0A9W3	P0A9W3		yjjK		9.41936e+06	9.82967e+06	9.75812e+06	9.70203e+06	9.37095e+06	9.39042e+06
P0A9W6	P0A9W6		yrbA		1.10455e+07	1.16786e+07	1.12204e+07	1.11105e+07	1.19892e+07	1.19281e+07
P0A9W9	P0A9W9		yrdA		5.48709e+06	5.06909e+06	5.23407e+06	4.95951e+06	5.47658e+06	5.05696e+06
P0A9X4	P0A9X4		mreB		2.45652e+07	2.4875e+07	2.50867e+07	2.38462e+07	2.43524e+07	2.52035e+07
P0A9X9	P0A9X9		cspA		2.72625e+07	2.94787e+07	2.79046e+07	2.91745e+07	2.74337e+07	3.04542e+07
P0A9Y6	P0A9Y6		cspC		1.45567e+08	1.25178e+08	1.46642e+08	1.28235e+08	1.4145e+08	1.25343e+08
P0A9Z1	P0A9Z1		glnB		1.35713e+07	1.31209e+07	1.39483e+07	1.35372e+07	1.47689e+07	1.35914e+07
P0AA04	P0AA04		ptsH		7.04811e+07	3.1093e+07	7.83163e+07	3.56051e+07	6.40115e+07	3.81743e+07
P0AA10	P0AA10		rplM		6.792e+07	6.8098e+07	7.0033e+07	6.62081e+07	7.15529e+07	6.60797e+07
P0AA16	P0AA16		ompR		8.45958e+06	8.06621e+06	8.54988e+06	8.23651e+06	8.8169e+06	8.21726e+06
P0AA25	P0AA25		trxA		3.41449e+07	3.72793e+07	3.52872e+07	3.76451e+07	3.50928e+07	3.78269e+07
P0AA31	P0AA31		yedF		3.98659e+06	3.52294e+06	3.86531e+06	3.4521e+06	3.88705e+06	3.34743e+06
P0AA39	P0AA39		rluC		1.3809e+06	1.62765e+06	1.39632e+06	1.37847e+06	1.43411e+06	1.46258e+06
P0AA43	P0AA43		rsuA		4.92023e+06	4.79829e+06	5.04383e+06	4.93331e+06	4.95338e+06	5.11117e+06
P0AA53	P0AA53		qmcA		1.62077e+06	1.69946e+06	1.45609e+06	1.78179e+06	1.91277e+06	1.81264e+06
P0AA86	P0AA86		dsbE		962654	1.05473e+06	1.22177e+06	996757	1.27584e+06	677623
P0AA91	P0AA91		yeaY		1.42261e+06	1.39652e+06	1.41332e+06	1.42694e+06	1.32496e+06	1.59446e+06
P0AA93	P0AA93		ypdA		177224	222364	291012	246719	86091.7	294676
P0AA95	P0AA95		yacC		977080	1.11213e+06	939844	1.04906e+06	1.12304e+06	1.07767e+06
P0AA97	P0AA97		yaeQ		1.04441e+06	841564	802636	760758	916823	772413
P0AAA1	P0AAA1		yagU		3.60847e+06	3.60509e+06	3.46442e+06	3.24627e+06	3.61219e+06	3.45425e+06
P0AAB4	P0AAB4		ubiD		1.94392e+06	2.01771e+06	1.83852e+06	2.02017e+06	1.96678e+06	2.03042e+06
P0AAB6	P0AAB6		galF		1.27426e+07	1.37128e+07	1.3149e+07	1.36347e+07	1.30749e+07	1.31528e+07
P0AAB8	P0AAB8		uspD		2.8432e+06	3.22511e+06	3.01181e+06	3.27049e+06	3.02009e+06	3.31823e+06
P0AAC0	P0AAC0		uspE		4.2403e+06	4.57971e+06	4.0641e+06	4.57019e+06	4.11153e+06	4.65043e+06
P0AAC8	P0AAC8		iscA		6.5697e+06	6.70675e+06	6.64132e+06	6.60929e+06	6.51126e+06	6.74757e+06
P0AAD6	P0AAD6		sdaC		927415	760069	648225	883207	855870	1.12144e+06
P0AAF6	P0AAF6		artP		841662	1.0119e+06	1.13943e+06	1.06923e+06	800724	1.02044e+06
P0AAG3	P0AAG3		gltL		464302	464218	456151	485724	295770	558557
P0AAH0	P0AAH0		pstB		759500	891212	859515	880766	588848	705606
P0AAH8	P0AAH8		sapF		551406	560035	445811	382061	445854	509433
P0AAI3	P0AAI3		ftsH		1.27803e+07	1.18134e+07	1.2682e+07	1.1724e+07	1.26763e+07	1.19691e+07
P0AAI5	P0AAI5		fabF		3.7093e+07	3.46986e+07	3.68458e+07	3.51167e+07	3.7189e+07	3.52483e+07
P0AAI9	P0AAI9		fabD		1.15396e+07	1.28695e+07	1.17357e+07	1.27906e+07	1.15751e+07	1.29714e+07
P0AAJ3	P0AAJ3		fdnH		4.52824e+06	4.20598e+06	4.46839e+06	4.05559e+06	4.52585e+06	4.03171e+06
P0AAJ5	P0AAJ5		fdoH		3.77752e+06	3.80646e+06	3.80282e+06	3.69113e+06	3.6769e+06	3.63017e+06
P0AAJ8	P0AAJ8		hybA		1.87558e+06	1.706e+06	1.89172e+06	1.80074e+06	1.86142e+06	1.67552e+06
P0AAK1	P0AAK1		hycB		1.42697e+06	1.44465e+06	1.45305e+06	1.4869e+06	1.43575e+06	1.45619e+06
P0AAL3	P0AAL3		napG		2.30609e+06	2.18817e+06	2.04968e+06	1.97304e+06	1.99874e+06	2.42501e+06
P0AAN1	P0AAN1		hybE		1.13332e+06	1.14692e+06	1.15246e+06	1.08778e+06	1.14066e+06	1.17847e+06
P0AAN3	P0AAN3		hypB		5.59429e+06	5.46997e+06	5.46404e+06	5.47395e+06	5.60026e+06	5.51394e+06
P0AAN5	P0AAN5		yaiA		1.32925e+06	1.11154e+06	1.3384e+06	1.02936e+06	1.24826e+06	726748
P0AAN9	P0AAN9		iraP		191875	197539	195562	256173	215496	264287
P0AAP3	P0AAP3		frmR		2.70551e+06	2.59912e+06	2.73736e+06	2.81516e+06	2.6345e+06	2.83027e+06
P0AAQ2	P0AAQ2		yajD		4.71724e+06	4.47369e+06	4.55497e+06	4.52324e+06	4.6025e+06	5.11598e+06
P0AAR3	P0AAR3		ybaK		2.31723e+06	2.07973e+06	2.3935e+06	2.0806e+06	2.1192e+06	2.12642e+06
P0AAS0	P0AAS0		ylaC		313920	307178	344525	278864	345525	265389
P0AAS7	P0AAS7		ybcJ		2.35071e+06	2.81043e+06	2.46422e+06	2.80154e+06	2.55049e+06	2.79632e+06
P0AAT2	P0AAT2		ybdF		651557	521672	681028	661963	591120	622568
P0AAT4	P0AAT4		mscM		1.9251e+06	1.88726e+06	1.97089e+06	1.82006e+06	2.00489e+06	1.91792e+06
P0AAT6	P0AAT6		rsfS		2.76168e+06	3.06372e+06	2.68145e+06	3.00231e+06	2.79295e+06	3.05981e+06
P0AAT9	P0AAT9		ybeL		7.30871e+06	6.91475e+06	7.31458e+06	6.76494e+06	7.01024e+06	7.08882e+06
P0AAU7	P0AAU7		ybfE		1.28115e+06	1.35739e+06	1.3319e+06	1.40824e+06	1.07359e+06	1.38565e+06
P0AAV4	P0AAV4		ybgJ		1.05832e+06	854311	1.15511e+06	849600	1.03047e+06	901561
P0AAX8	P0AAX8		ybiS		5.08425e+06	4.96533e+06	5.16037e+06	5.16802e+06	4.83388e+06	5.06931e+06
P0AAZ4	P0AAZ4		rarA		1.37074e+06	1.33727e+06	1.55529e+06	1.22036e+06	1.38095e+06	1.31735e+06
P0AAZ7	P0AAZ7		ycaR		4.39715e+06	4.92729e+06	4.56e+06	4.86204e+06	4.54108e+06	4.98087e+06
P0AB10	P0AB10		ymbA		748292		519096	728890	658397	828024
P0AB12	P0AB12		yccF			256093	102408	189758	141177	201925
P0AB14	P0AB14		yccJ		2.66833e+06	2.5373e+06	2.73595e+06	2.79835e+06	2.70335e+06	2.564e+06
P0AB18	P0AB18		tusE		1.61382e+06	1.34977e+06	1.73377e+06	1.14585e+06	1.37088e+06	1.2015e+06
P0AB24	P0AB24		efeO		4.42258e+06	4.62544e+06	4.55622e+06	4.47687e+06	4.32637e+06	4.54354e+06
P0AB26	P0AB26		yceB		2.15334e+06	2.42176e+06	2.22413e+06	2.27605e+06	2.07991e+06	2.10779e+06
P0AB28	P0AB28		yceD		8.40642e+06	7.93798e+06	7.98757e+06	7.79722e+06	8.17137e+06	7.89277e+06
P0AB38	P0AB38		lpoB		6.2501e+06	4.19534e+06	6.35237e+06	4.27204e+06	6.27562e+06	4.16607e+06
P0AB43	P0AB43		ycgL		909291	1.07472e+06	1.02095e+06	984984	895278	1.23593e+06
P0AB46	P0AB46		ymgD		2.04855e+06	1.89175e+06	1.9295e+06	1.70102e+06	1.88212e+06	1.90929e+06
P0AB52	P0AB52		ychN		2.30125e+06	2.03427e+06	2.19288e+06	2.2242e+06	1.64851e+06	2.13705e+06
P0AB55	P0AB55		yciI		5.33595e+06	4.5861e+06	5.0588e+06	5.23234e+06	5.35165e+06	4.3357e+06
P0AB61	P0AB61		yciN		4.94027e+06	4.56766e+06	4.83972e+06	4.37324e+06	5.15728e+06	4.75811e+06
P0AB67	P0AB67		pntB		1.92491e+06	1.94323e+06	1.76402e+06	1.78412e+06	1.73429e+06	1.66629e+06
P0AB71	P0AB71		fbaA		1.40402e+08	1.42573e+08	1.42386e+08	1.46584e+08	1.35889e+08	1.42351e+08
P0AB77	P0AB77		kbl		1.72379e+07	1.64256e+07	1.68776e+07	1.58449e+07	1.72904e+07	1.63319e+07
P0AB80	P0AB80		ilvE		6.9549e+06	7.22448e+06	6.91679e+06	6.97298e+06	6.66065e+06	7.248e+06
P0AB83	P0AB83		nth		1.26363e+06	1.24053e+06	1.42448e+06	1.45534e+06	1.27145e+06	1.31303e+06
P0AB89	P0AB89		purB		8.85446e+06	9.02699e+06	9.01838e+06	9.07878e+06	8.95935e+06	9.0563e+06
P0AB91	P0AB91		aroG		2.81396e+06	2.67247e+06	2.7873e+06	2.51621e+06	2.85805e+06	2.73084e+06
P0AB96	P0AB96		arsC		284890	327237	212308	338601	212253	355550
P0AB98	P0AB98		atpB		397768	335809	414335	452846	471532	487185
P0ABA0	P0ABA0		atpF		2.13309e+07	2.18623e+07	2.12866e+07	2.15688e+07	2.16756e+07	2.25199e+07
P0ABA4	P0ABA4		atpH		2.25144e+07	2.18837e+07	2.213e+07	2.22617e+07	2.22393e+07	2.25206e+07
P0ABA6	P0ABA6		atpG		2.31454e+07	2.37933e+07	2.31957e+07	2.47365e+07	2.1775e+07	2.43445e+07
P0ABB0	P0ABB0		atpA		6.01998e+07	5.88101e+07	6.0195e+07	5.88197e+07	5.95273e+07	5.99615e+07
P0ABB4	P0ABB4		atpD		5.28108e+07	5.14547e+07	5.12572e+07	5.12197e+07	5.16593e+07	5.23315e+07
P0ABB8	P0ABB8		mgtA		685803	608762	691730	653779	722356	678818
P0ABC3	P0ABC3		hflC		1.21672e+07	1.15785e+07	1.21078e+07	1.14971e+07	1.21557e+07	1.10885e+07
